energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-5.75987994,4.59353336,0.00796737,0.60956337,0.71519259,0.19022369,1.61734766,1.10610265,0.13092284,1.79397899
-5.75387694,4.44380026,0.00763478,0.59087004,0.71533205,0.18429643,1.58678497,1.08477550,0.12064509,1.72128101
-5.74787394,4.30299701,0.00732747,0.57280056,0.71518207,0.17940578,1.55677901,1.06473654,0.11094490,1.65338750
-5.74187094,4.17185678,0.00704528,0.55531501,0.71473646,0.17562589,1.52710270,1.04599875,0.10190197,1.59083696
-5.73586793,4.05089599,0.00678840,0.53836561,0.71400610,0.17301266,1.49753871,1.02854392,0.09357610,1.53404803
-5.72986493,3.94042515,0.00655737,0.52190038,0.71301703,0.17160329,1.46788761,1.01232677,0.08600762,1.48332057
-5.72386193,3.84056650,0.00635297,0.50586724,0.71180847,0.17141626,1.43797697,0.99727994,0.07921832,1.43884058
-5.71785893,3.75127685,0.00617624,0.49021821,0.71043066,0.17245168,1.40767052,0.98331961,0.07321296,1.40068797
-5.71185593,3.67237321,0.00602832,0.47491321,0.70894253,0.17469191,1.37687697,0.97035146,0.06798104,1.36884643
-5.70585293,3.60355960,0.00591043,0.45992349,0.70740913,0.17810242,1.34555772,0.95827650,0.06349879,1.34321449
-5.69984992,3.54445311,0.00582372,0.44523430,0.70589887,0.18263280,1.31373315,0.94699664,0.05973136,1.32361693
-5.69384692,3.49460816,0.00576918,0.43084663,0.70448061,0.18821780,1.28148705,0.93641985,0.05663490,1.30981606
-5.68784392,3.45353776,0.00574755,0.41677808,0.70322068,0.19477847,1.24896917,0.92646459,0.05415859,1.30152222
-5.68184092,3.42073165,0.00575922,0.40306272,0.70217997,0.20222325,1.21639577,0.91706361,0.05224655,1.29840340
-5.67583792,3.39567107,0.00580414,0.38975016,0.70141122,0.21044921,1.18404849,0.90816703,0.05083951,1.30009391
-5.66983492,3.37784071,0.00588176,0.37690381,0.70095684,0.21934320,1.15227185,0.89974473,0.04987626,1.30620202
-5.66383192,3.36673846,0.00599103,0.36459867,0.70084718,0.22878324,1.12146976,0.89178815,0.04929494,1.31631715
-5.65782891,3.36188390,0.00613033,0.35291876,0.70109972,0.23863994,1.09210162,0.88431161,0.04903403,1.33001659
-5.65182591,3.36282652,0.00629753,0.34195450,0.70171922,0.24877816,1.06467858,0.87735326,0.04903325,1.34687246
-5.64582291,3.36915455,0.00649007,0.33180017,0.70269887,0.25905898,1.03976021,0.87097568,0.04923424,1.36645903
-5.63981991,3.38050532,0.00670499,0.32255177,0.70402270,0.26934180,1.01795216,0.86526644,0.04958111,1.38836090
-5.63381691,3.39657744,0.00693913,0.31430528,0.70566896,0.27948684,0.99990487,0.86033847,0.05002101,1.41218206
-5.62781391,3.41714527,0.00718920,0.30715556,0.70761471,0.28935793,0.98631332,0.85633028,0.05050451,1.43755605
-5.62181091,3.44207508,0.00745202,0.30119581,0.70984102,0.29882543,0.97791769,0.85340625,0.05098603,1.46415688
-5.61580790,3.47134254,0.00772462,0.29651762,0.71233893,0.30776943,0.97550443,0.85175652,0.05142423,1.49171057
-5.60980490,3.50505028,0.00800450,0.29321144,0.71511546,0.31608298,0.97990707,0.85159675,0.05178235,1.52000663
-5.60380190,3.54344410,0.00828973,0.29136742,0.71819949,0.32367518,0.99200597,0.85316725,0.05202861,1.54890896
-5.59779890,3.58692614,0.00857914,0.29107627,0.72164696,0.33047426,1.01272598,0.85673149,0.05213648,1.57836525
-5.59179590,3.63606316,0.00887238,0.29242998,0.72554491,0.33643007,1.04303107,0.86257365,0.05208496,1.60841413
-5.58579290,3.69158785,0.00917005,0.29552221,0.73001398,0.34151622,1.08391473,0.87099492,0.05185878,1.63918917
-5.57978989,3.75439163,0.00947366,0.30044793,0.73520891,0.34573149,1.13638534,0.88230851,0.05144847,1.67091883
-5.57378689,3.82550719,0.00978561,0.30730226,0.74131675,0.34910047,1.20144567,0.89683292,0.05085035,1.70392191
-5.56778389,3.90607991,0.01010908,0.31617829,0.74855252,0.35167320,1.28006605,0.91488351,0.05006642,1.73859772
-5.56178089,3.99732761,0.01044789,0.32716373,0.75715236,0.35352403,1.37315116,0.93676233,0.04910398,1.77541103
-5.55577789,4.10048880,0.01080623,0.34033645,0.76736408,0.35474931,1.48150065,0.96274618,0.04797528,1.81487171
-5.54977489,4.21676059,0.01118848,0.35575894,0.77943552,0.35546423,1.60576456,0.99307322,0.04669688,1.85750942
-5.54377189,4.34722787,0.01159882,0.37347183,0.79360106,0.35579879,1.74639478,1.02792836,0.04528900,1.90384430
-5.53776888,4.49278658,0.01204099,0.39348684,0.81006674,0.35589296,1.90359445,1.06742811,0.04377468,1.95435452
-5.53176588,4.65406423,0.01251796,0.41577943,0.82899498,0.35589134,2.07726760,1.11160525,0.04217892,2.00944219
-5.52576288,4.83134181,0.01303161,0.44028159,0.85048934,0.35593747,2.26697173,1.16039446,0.04052775,2.06939921
-5.51975988,5.02448128,0.01358247,0.46687533,0.87458055,0.35616794,2.47187627,1.21361939,0.03884736,2.13437490
-5.51375688,5.23286335,0.01416954,0.49538726,0.90121439,0.35670680,2.69073006,1.27098239,0.03716314,2.20434724
-5.50775388,5.45534005,0.01479014,0.52558493,0.93024258,0.35766025,2.92184078,1.33205764,0.03549894,2.27909958
-5.50175088,5.69020624,0.01543982,0.55717521,0.96141723,0.35911212,3.16306902,1.39628863,0.03387635,2.35820460
-5.49574787,5.93519378,0.01611246,0.58980538,0.99438960,0.36112017,3.41183945,1.46299077,0.03231406,2.44101700
-5.48974487,6.18749085,0.01680032,0.62306688,1.02871358,0.36371360,3.66517033,1.53135958,0.03082752,2.52667591
-5.48374187,6.44378818,0.01749434,0.65650224,1.06385421,0.36689170,3.91972251,1.60048496,0.02942862,2.61411799
-5.47773887,6.70035222,0.01818435,0.68961490,1.09920100,0.37062400,4.17186733,1.66937142,0.02812559,2.70210105
-5.47173587,6.95312422,0.01885952,0.72188198,1.13408606,0.37485175,4.41777238,1.73696413,0.02692310,2.78923814
-5.46573287,7.19784228,0.01950873,0.75276945,1.16780610,0.37949069,4.65350262,1.80218008,0.02582241,2.87404089
-5.45972986,7.43018232,0.02012107,0.78174934,1.19964781,0.38443519,4.87513354,1.86394337,0.02482180,2.95497070
-5.45372686,7.64591254,0.02068627,0.80831823,1.22891535,0.38956341,5.07887203,1.92122343,0.02391690,3.03049570
-5.44772386,7.84105451,0.02119513,0.83201622,1.25495877,0.39474328,5.26118001,1.97307448,0.02310135,3.09915107
-5.44172086,8.01204395,0.02163998,0.85244551,1.27720207,0.39983910,5.41889527,2.01867467,0.02236725,3.15959989
-5.43571786,8.15588309,0.02201495,0.86928766,1.29516954,0.40471837,5.54934394,2.05736276,0.02170585,3.21069165
-5.42971486,8.27027721,0.02231628,0.88231866,1.30850883,0.40925856,5.65043910,2.08867075,0.02110806,3.25151555
-5.42371186,8.35374806,0.02254239,0.89142084,1.31700984,0.41335346,5.72076051,2.11235040,0.02056501,3.28144567
-5.41770885,8.40571783,0.02269402,0.89659108,1.32061811,0.41691883,5.75961124,2.12839231,0.02006854,3.30017581
-5.41170585,8.42655878,0.02277407,0.89794460,1.31944200,0.41989701,5.76704816,2.13703605,0.01961156,3.30774184
-5.40570285,8.41760514,0.02278746,0.89571412,1.31375317,0.42226039,5.74388421,2.13877064,0.01918836,3.30453036
-5.39969985,8.38112591,0.02274083,0.89024422,1.30398019,0.42401343,5.69166225,2.13432481,0.01879481,3.29127293
-5.39369685,8.32025888,0.02264220,0.88198100,1.29069543,0.42519327,5.61260131,2.12464725,0.01842841,3.26902591
-5.38769385,8.23890864,0.02250053,0.87145758,1.27459573,0.42586882,5.50951772,2.11087727,0.01808831,3.23913687
-5.38169085,8.14161280,0.02232526,0.85927582,1.25647772,0.42613860,5.38572483,2.09430716,0.01777518,3.20319895
-5.37568784,8.03338251,0.02212582,0.84608528,1.23720892,0.42612719,5.24491604,2.07633754,0.01749104,3.16299534
-5.36968484,7.91952472,0.02191123,0.83256028,1.21769586,0.42598085,5.09103677,2.05842783,0.01723903,3.12043663
-5.36368184,7.80545426,0.02168963,0.81937602,1.19885068,0.42586226,4.92815119,2.04204376,0.01702309,3.07749383
-5.35767884,7.69650459,0.02146797,0.80718507,1.18155784,0.42594497,4.76030999,2.02860456,0.01684767,3.03613039
-5.35167584,7.59774576,0.02125175,0.79659505,1.16664224,0.42640766,4.59142494,2.01943180,0.01671744,2.99823625
-5.34567284,7.51381759,0.02104483,0.78814863,1.15484029,0.42742863,4.42515554,2.01570252,0.01663698,2.96556696
-5.33966983,7.44878529,0.02084943,0.78230660,1.14677504,0.42918070,4.26481218,2.01840841,0.01661051,2.93969032
-5.33366683,7.40602307,0.02066610,0.77943477,1.14293645,0.43182694,4.11327908,2.02832293,0.01664169,2.92194289
-5.32766383,7.38813000,0.02049393,0.77979496,1.14366735,0.43551706,3.97295936,2.04597760,0.01673345,2.91339759
-5.32166083,7.39688025,0.02033075,0.78354049,1.14915562,0.44038498,3.84574286,2.07164830,0.01688786,2.91484350
-5.31565783,7.43320827,0.02017346,0.79071606,1.15943261,0.44654713,3.73299656,2.10535197,0.01710611,2.92677780
-5.30965483,7.49722739,0.02001834,0.80126173,1.17437762,0.45410186,3.63557594,2.14685334,0.01738846,2.94940960
-5.30365183,7.58827884,0.01986148,0.81502064,1.19372786,0.46312953,3.55385492,2.19568129,0.01773434,2.98267436
-5.29764882,7.70500693,0.01969911,0.83174987,1.21709325,0.47369326,3.48777105,2.25115341,0.01814235,3.02625750
-5.29164582,7.84545478,0.01952802,0.85113371,1.24397524,0.48584011,3.43688236,2.31240751,0.01861041,3.07962522
-5.28564282,8.00717467,0.01934583,0.87279850,1.27378834,0.49960244,3.40043165,2.37843825,0.01913588,3.14206046
-5.27963982,8.18734672,0.01915126,0.89632838,1.30588369,0.51499931,3.37741461,2.44813700,0.01971560,3.21270176
-5.27363682,8.38289968,0.01894436,0.92128113,1.33957323,0.53203769,3.36664775,2.52033297,0.02034607,3.29058287
-5.26763382,8.59062827,0.01872656,0.94720332,1.37415369,0.55071332,3.36683316,2.59383386,0.02102349,3.37467142
-5.26163082,8.80730228,0.01850070,0.97364441,1.40892953,0.57101122,3.37661722,2.66746415,0.02174386,3.46390481
-5.25562781,9.02976353,0.01827101,1.00016917,1.44323381,0.59290576,3.39464161,2.74009983,0.02250299,3.55722230
-5.24962481,9.25500830,0.01804293,1.02636820,1.47644678,0.61636030,3.41958514,2.81069819,0.02329653,3.65359243
-5.24362181,9.48025346,0.01782291,1.05186648,1.50801144,0.64132662,3.45019611,2.87832214,0.02412000,3.75203540
-5.23761881,9.70298629,0.01761816,1.07632973,1.53744605,0.66774417,3.48531516,2.94215846,0.02496880,3.85164043
-5.23161581,9.92099832,0.01743636,1.09946894,1.56435336,0.69553927,3.52388952,3.00153009,0.02583814,3.95157833
-5.22561281,10.13240486,0.01728533,1.12104306,1.58842669,0.72462459,3.56497950,3.05590259,0.02672314,4.05110994
-5.21960980,10.33565195,0.01717270,1.14086010,1.60945295,0.75489892,3.60775874,3.10488535,0.02761879,4.14959082
-5.21360680,10.52951298,0.01710565,1.15877703,1.62731278,0.78624742,3.65150949,3.14822821,0.02852000,4.24647319
-5.20760380,10.71307714,0.01709059,1.17469855,1.64197812,0.81854246,3.69561448,3.18581428,0.02942169,4.34130541
-5.20160080,10.88573167,0.01713292,1.18857507,1.65350744,0.85164495,3.73954649,3.21764986,0.03031888,4.43372969
-5.19559780,11.04713960,0.01723688,1.20039998,1.66203890,0.88540629,3.78285677,3.24385214,0.03120680,4.52347825
-5.18959480,11.19721405,0.01740537,1.21020637,1.66778167,0.91967068,3.82516307,3.26463548,0.03208103,4.61036802
-5.18359180,11.33608988,0.01763987,1.21806320,1.67100569,0.95427771,3.86613769,3.28029693,0.03293766,4.69429395
-5.17758879,11.46409296,0.01794047,1.22407095,1.67203013,0.98906500,3.90549596,3.29120127,0.03377347,4.77522060
-5.17158579,11.58170715,0.01830580,1.22835677,1.67121069,1.02387064,3.94298516,3.29776610,0.03458602,4.85317203
-5.16558279,11.68953874,0.01873320,1.23106899,1.66892617,1.05853535,3.97837379,3.30044713,0.03537383,4.92821952
-5.15957979,11.78827850,0.01921879,1.23237112,1.66556453,1.09290392,4.01144119,3.29972377,0.03613646,5.00046726
-5.15357679,11.87866129,0.01975760,1.23243539,1.66150873,1.12682613,4.04196740,3.29608524,0.03687456,5.07003611
-5.14757379,11.96142393,0.02034381,1.23143577,1.65712295,1.16015677,4.06972327,3.29001729,0.03758991,5.13704556
-5.14157079,12.03726222,0.02097088,1.22954088,1.65273943,1.19275506,4.09446110,3.28198961,0.03828537,5.20159475
-5.13556778,12.10678871,0.02163181,1.22690690,1.64864659,1.22448340,4.11590612,3.27244417,0.03896484,5.26374333
-5.12956478,12.17049296,0.02231930,1.22367087,1.64507884,1.25520569,4.13374923,3.26178478,0.03963312,5.32349314
-5.12356178,12.22870682,0.02302602,1.21994469,1.64220850,1.28478555,4.14764176,3.25036814,0.04029580,5.38077216
-5.11755878,12.28157683,0.02374477,1.21581034,1.64014040,1.31308468,4.15719290,3.23849676,0.04095914,5.43542185
-5.11155578,12.32904634,0.02446869,1.21131648,1.63890936,1.33996168,4.16197036,3.22641396,0.04162985,5.48718922
-5.10555278,12.37084907,0.02519147,1.20647696,1.63848077,1.36527169,4.16150503,3.21430141,0.04231505,5.53572458
-5.09954977,12.40651572,0.02590744,1.20127142,1.63875427,1.38886706,4.15529996,3.20227924,0.04302205,5.58058569
-5.09354677,12.43539403,0.02661182,1.19564794,1.63957047,1.41059916,4.14284378,3.19040881,0.04375837,5.62124873
-5.08754377,12.45668206,0.02730074,1.18952806,1.64072026,1.43032155,4.12362844,3.17869801,0.04453161,5.65712567
-5.08154077,12.46947325,0.02797138,1.18281364,1.64195622,1.44789427,4.09717092,3.16710875,0.04534944,5.68758758
-5.07553777,12.47281082,0.02862200,1.17539551,1.64300559,1.46318916,4.06303778,3.15556622,0.04621963,5.71199247
-5.06953477,12.46574832,0.02925200,1.16716336,1.64358383,1.47609582,4.02087181,3.14396916,0.04715006,5.72971608
-5.06353177,12.44741224,0.02986184,1.15801637,1.64340811,1.48652786,3.97041905,3.13220049,0.04814871,5.74018372
-5.05752876,12.41706245,0.03045303,1.14787383,1.64220984,1.49442889,3.91155482,3.12013751,0.04922362,5.74290079
-5.05152576,12.37414605,0.03102797,1.13668531,1.63974542,1.49977769,3.84430712,3.10766079,0.05038292,5.73747997
-5.04552276,12.31834047,0.03158982,1.12443950,1.63580476,1.50259211,3.76887571,3.09466125,0.05163460,5.72366290
-5.03951976,12.24958253,0.03214230,1.11117137,1.63021685,1.50293119,3.68564560,3.08104479,0.05298638,5.70133474
-5.03351676,12.16808093,0.03268945,1.09696691,1.62285233,1.50089513,3.59519361,3.06673423,0.05444534,5.67053032
-5.02751376,12.07431104,0.03323534,1.08196538,1.61362303,1.49662288,3.49828729,3.05166860,0.05601760,5.63143124
-5.02151076,11.96899192,0.03378375,1.06635861,1.60247854,1.49028740,3.39587570,3.03579993,0.05770775,5.58435400
-5.01550775,11.85304727,0.03433794,1.05038757,1.58940049,1.48208851,3.28907209,3.01908805,0.05951834,5.52972990
-5.00950475,11.72755276,0.03490022,1.03433610,1.57439490,1.47224384,3.17912900,3.00149419,0.06144923,5.46807793
-5.00350175,11.59367380,0.03547178,1.01852226,1.55748361,1.46097830,3.06740647,2.98297412,0.06349694,5.39997278
-4.99749875,11.45259807,0.03605231,1.00328763,1.53869539,1.44851259,2.95533486,2.96347180,0.06565403,5.32601003
-4.99149575,11.30546779,0.03663987,0.98898513,1.51805771,1.43505160,2.84437368,2.94291445,0.06790857,5.24677123
-4.98549275,11.15331685,0.03723073,0.97596581,1.49558982,1.42077340,2.73596808,2.92120981,0.07024364,5.16279138
-4.97948974,10.99701710,0.03781924,0.96456532,1.47129781,1.40581956,2.63150513,2.89824624,0.07263711,5.07453112
-4.97348674,10.83723785,0.03839793,0.95509066,1.44517207,1.39028748,2.53227139,2.87389586,0.07506151,4.98235575
-4.96748374,10.67442124,0.03895754,0.94780759,1.41718745,1.37422534,2.43941382,2.84802097,0.07748421,4.88652259
-4.96148074,10.50877507,0.03948727,0.94292947,1.38730599,1.35763001,2.35390534,2.82048338,0.07986781,4.78717746
-4.95547774,10.34028341,0.03997502,0.94060763,1.35548213,1.34044819,2.27651659,2.79115613,0.08217082,4.68436065
-4.94947474,10.16873378,0.04040780,0.94092388,1.32166995,1.32258069,2.20779473,2.75993674,0.08434857,4.57802176
-4.94347174,9.99375872,0.04077215,0.94388524,1.28583174,1.30388981,2.14805007,2.72676115,0.08635441,4.46804227
-4.93746873,9.81488859,0.04105460,0.94942107,1.24794738,1.28420917,2.09735082,2.69161703,0.08814097,4.35426429
-4.93146573,9.63161141,0.04124216,0.95738276,1.20802366,1.26335564,2.05552606,2.65455563,0.08966173,4.23652322
-4.92546273,9.44343576,0.04132287,0.96754585,1.16610277,1.24114249,2.02217656,2.61570090,0.09087252,4.11468200
-4.91945973,9.24995206,0.04128626,0.97961470,1.12226940,1.21739315,1.99669294,2.57525519,0.09173307,3.98866473
-4.91345673,9.05088846,0.04112376,0.99322936,1.07665573,1.19195456,1.97828032,2.53350079,0.09220854,3.85848701
-4.90745373,8.84615757,0.04082912,1.00797471,1.02944403,1.16470955,1.96598842,2.49079712,0.09227082,3.72428125
-4.90145073,8.63589153,0.04039865,1.02339148,0.98086652,1.13558738,1.95874612,2.44757329,0.09189969,3.58631518
-4.89544772,8.42046339,0.03983143,1.03898891,0.93120258,1.10457200,1.95539893,2.40431667,0.09108365,3.44500243
-4.88944472,8.20049424,0.03912940,1.05425873,0.88077326,1.07170741,1.95474833,2.36155760,0.08982050,3.30090457
-4.88344172,7.97684600,0.03829730,1.06869006,0.82993360,1.03710014,1.95559139,2.31985135,0.08811756,3.15472473
-4.87743872,7.75060111,0.03734254,1.08178483,0.77906307,1.00091858,1.95675947,2.27975821,0.08599152,3.00729310
-4.87143572,7.52303070,0.03627499,1.09307308,0.72855476,0.96338931,1.95715467,2.24182262,0.08346798,2.85954553
-4.86543272,7.29555374,0.03510661,1.10212785,0.67880377,0.92479077,1.95578280,2.20655259,0.08058066,2.71249644
-4.85942971,7.06968972,0.03385111,1.10857893,0.63019565,0.88544466,1.95178186,2.17440037,0.07737034,2.56720784
-4.85342671,6.84700768,0.03252346,1.11212503,0.58309523,0.84570555,1.94444508,2.14574530,0.07388358,2.42475603
-4.84742371,6.62907432,0.03113946,1.11254376,0.53783652,0.80594927,1.93323780,2.12087946,0.07017127,2.28619806
-4.84142071,6.41740372,0.02971522,1.10969909,0.49471405,0.76656077,1.91780774,2.09999694,0.06628704,2.15253934
-4.83541771,6.21341072,0.02826675,1.10354584,0.45397600,0.72792194,1.89798838,2.08318673,0.06228575,2.02470419
-4.82941471,6.01836986,0.02680947,1.09413082,0.41581926,0.69040000,1.87379537,2.07042965,0.05822188,1.90351037
-4.82341171,5.83338082,0.02535789,1.08159073,0.38038658,0.65433690,1.84541643,2.06159901,0.05414813,1.78964860
-4.81740870,5.65934142,0.02392525,1.06614656,0.34776576,0.62004013,1.81319509,2.05646491,0.05011411,1.68366760
-4.81140570,5.49692828,0.02252331,1.04809481,0.31799070,0.58777519,1.77760908,2.05470170,0.04616523,1.58596490
-4.80540270,5.34658514,0.02116214,1.02779580,0.29104422,0.55775992,1.73924439,2.05589822,0.04234178,1.49678338
-4.79939970,5.20851859,0.01985003,1.00565952,0.26686224,0.53016078,1.69876616,2.05957013,0.03867833,1.41621312
-4.79339670,5.08270045,0.01859350,0.98212956,0.24533912,0.50509094,1.65688763,2.06517404,0.03520328,1.34419798
-4.78739370,4.96887638,0.01739730,0.95766600,0.22633387,0.48261024,1.61433845,2.07212260,0.03193872,1.28054629
-4.78139070,4.86657972,0.01626450,0.93272769,0.20967682,0.46272668,1.57183391,2.07980035,0.02890042,1.22494469
-4.77538769,4.77514994,0.01519667,0.90775505,0.19517647,0.44539938,1.53004608,2.08757970,0.02609815,1.17697444
-4.76938469,4.69375506,0.01419400,0.88315390,0.18262638,0.43054271,1.48957835,2.09483667,0.02353602,1.13612911
-4.76338169,4.62141720,0.01325553,0.85928112,0.17181168,0.41803125,1.45094410,2.10096616,0.02121306,1.10183324
-4.75737869,4.55704073,0.01237935,0.83643288,0.16251522,0.40770559,1.41455047,2.10539636,0.01912387,1.07346092
-4.75137569,4.49944246,0.01156278,0.81483568,0.15452300,0.39937844,1.38068766,2.10760207,0.01725929,1.05035401
-4.74537269,4.44738319,0.01080258,0.79464078,0.14762904,0.39284108,1.34952403,2.10711675,0.01560718,1.03183933
-4.73936968,4.39960004,0.01009515,0.77592213,0.14163938,0.38786984,1.32110696,2.10354301,0.01415310,1.01724470
-4.73336668,4.35483887,0.00943666,0.75867768,0.13637536,0.38423248,1.29536914,2.09656142,0.01288106,1.00591331
-4.72736368,4.31188619,0.00882322,0.74283413,0.13167611,0.38169433,1.27213982,2.08593736,0.01177416,0.99721655
-4.72136068,4.26959961,0.00825099,0.72825454,0.12740036,0.38002413,1.25116002,2.07152580,0.01081517,0.99056497
-4.71535768,4.22693614,0.00771627,0.71474859,0.12342749,0.37899927,1.23210099,2.05327376,0.00998707,0.98541754
-4.70935468,4.18297758,0.00721557,0.70208466,0.11965804,0.37841065,1.21458471,2.03122050,0.00927343,0.98128906
-4.70335168,4.13695205,0.00674570,0.69000331,0.11601360,0.37806679,1.19820535,2.00549508,0.00865883,0.97775590
-4.69734867,4.08825118,0.00630375,0.67823134,0.11243642,0.37779731,1.18255061,1.97631165,0.00812903,0.97446002
-4.69134567,4.03644234,0.00588718,0.66649576,0.10888843,0.37745572,1.16722193,1.94396217,0.00767121,0.97111148
-4.68534267,3.98127558,0.00549377,0.65453719,0.10535023,0.37692138,1.15185256,1.90880718,0.00727404,0.96748954
-4.67933967,3.92268533,0.00512166,0.64212185,0.10181981,0.37610087,1.13612294,1.87126447,0.00692773,0.96344251
-4.67333667,3.86078695,0.00476933,0.62905198,0.09831116,0.37492853,1.11977273,1.83179649,0.00662402,0.95888654
-4.66733367,3.79586877,0.00443558,0.61517419,0.09485305,0.37336645,1.10260931,1.79089668,0.00635608,0.95380370
-4.66133067,3.72838040,0.00411955,0.60038551,0.09148777,0.37140388,1.08451252,1.74907551,0.00611846,0.94823947
-4.65532766,3.65891829,0.00382062,0.58463724,0.08827014,0.36905618,1.06543601,1.70684678,0.00590692,0.94230012
-4.64932466,3.58820984,0.00353847,0.56793644,0.08526671,0.36636355,1.04540545,1.66471485,0.00571835,0.93615011
-4.64332166,3.51709736,0.00327302,0.55034545,0.08255533,0.36338949,1.02451403,1.62316356,0.00555059,0.93001004
