energy_ev,total_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-3.40670335,0.20061459,0.00013543,0.00461902,0.02499488,0.13400898,0.00043682,0.04193802,0.01422458,0.04327191
-3.40070035,0.23315166,0.00016314,0.00523753,0.02917179,0.15656093,0.00052217,0.04828330,0.01662630,0.04972769
-3.39469735,0.26956826,0.00019521,0.00592321,0.03390793,0.18195093,0.00062194,0.05529506,0.01936406,0.05680337
-3.38869435,0.30991641,0.00023200,0.00667075,0.03921758,0.21025877,0.00073708,0.06295913,0.02244694,0.06447794
-3.38269135,0.35418969,0.00027382,0.00747389,0.04510855,0.24152525,0.00086843,0.07124900,0.02588053,0.07271666
-3.37668834,0.40231142,0.00032089,0.00832523,0.05158011,0.27574296,0.00101666,0.08012416,0.02966568,0.08146990
-3.37068534,0.45412406,0.00037339,0.00921614,0.05862122,0.31284755,0.00118223,0.08952884,0.03379725,0.09067233
-3.36468234,0.50938050,0.00043139,0.01013668,0.06620875,0.35271003,0.00136532,0.09939131,0.03826302,0.10024269
-3.35867934,0.56773750,0.00049484,0.01107563,0.07430617,0.39513043,0.00156574,0.10962366,0.04304276,0.11008414
-3.35267634,0.62875200,0.00056357,0.01202064,0.08286244,0.43983325,0.00178290,0.12012222,0.04810749,0.12008524
-3.34667334,0.69188050,0.00063726,0.01295834,0.09181136,0.48646502,0.00201577,0.13076857,0.05341899,0.13012155
-3.34067034,0.75648203,0.00071542,0.01387465,0.10107148,0.53459442,0.00226281,0.14143127,0.05892971,0.14005779
-3.33466733,0.82182475,0.00079741,0.01475504,0.11054647,0.58371504,0.00252199,0.15196812,0.06458285,0.14975071
-3.32866433,0.88709640,0.00088244,0.01558489,0.12012613,0.63325117,0.00279075,0.16222902,0.07031298,0.15905226
-3.32266133,0.95141841,0.00096954,0.01634989,0.12968796,0.68256650,0.00306605,0.17205934,0.07604687,0.16781335
-3.31665833,1.01386359,0.00105760,0.01703640,0.13909935,0.73097573,0.00334440,0.18130362,0.08170488,0.17588767
-3.31065533,1.07347674,0.00114540,0.01763186,0.14822033,0.77775891,0.00362189,0.18980959,0.08720252,0.18313580
-3.30465233,1.12929784,0.00123160,0.01812521,0.15690680,0.82217811,0.00389432,0.19743226,0.09245243,0.18942918
-3.29864932,1.18038688,0.00131479,0.01850715,0.16501410,0.86349589,0.00415724,0.20403801,0.09736664,0.19465387
-3.29264632,1.22584965,0.00139356,0.01877049,0.17240097,0.90099513,0.00440613,0.20950844,0.10185891,0.19871404
-3.28664332,1.26486331,0.00146646,0.01891037,0.17893352,0.93399925,0.00463649,0.21374392,0.10584728,0.20153489
-3.28064032,1.29670098,0.00153212,0.01892439,0.18448926,0.96189229,0.00484394,0.21666660,0.10925656,0.20306492
-3.27463732,1.32075422,0.00158926,0.01881270,0.18896089,0.98413783,0.00502445,0.21822283,0.11202072,0.20327759
-3.26863432,1.33655239,0.00163672,0.01857798,0.19225980,1.00029610,0.00517438,0.21838487,0.11408513,0.20217210
-3.26263132,1.34377822,0.00167352,0.01822538,0.19431902,1.01003843,0.00529065,0.21715179,0.11540846,0.19977340
-3.25662831,1.34227879,0.00169889,0.01776229,0.19509553,1.01315845,0.00537085,0.21454958,0.11596421,0.19613140
-3.25062531,1.33207141,0.00171230,0.01719817,0.19457189,1.00957943,0.00541330,0.21063043,0.11574185,0.19131942
-3.24462231,1.31334421,0.00171346,0.01654424,0.19275695,0.99935750,0.00541714,0.20547125,0.11474739,0.18543200
-3.23861931,1.28645131,0.00170234,0.01581311,0.18968585,0.98268051,0.00538233,0.19917147,0.11300350,0.17858205
-3.23261631,1.25190280,0.00167920,0.01501848,0.18541899,0.95986261,0.00530969,0.19185025,0.11054912,0.17089772
-3.22661331,1.21035004,0.00164452,0.01417475,0.18004033,0.93133467,0.00520087,0.18364320,0.10743860,0.16251882
-3.22061031,1.16256686,0.00159905,0.01329665,0.17365490,0.89763115,0.00505828,0.17469874,0.10374036,0.15359320
-3.21460730,1.10942745,0.00154373,0.01239890,0.16638571,0.85937378,0.00488502,0.16517437,0.09953531,0.14427311
-3.20860430,1.05188200,0.00147970,0.01149592,0.15837016,0.81725292,0.00468481,0.15523273,0.09491488,0.13471174
-3.20260130,0.99093108,0.00140823,0.01060154,0.14975614,0.77200739,0.00446182,0.14503794,0.08997903,0.12506001
-3.19659830,0.92759974,0.00133070,0.00972878,0.14069802,0.72440349,0.00422061,0.13475209,0.08483407,0.11546378
-3.19059530,0.86291246,0.00124855,0.00888973,0.13135261,0.67521431,0.00396595,0.12453206,0.07959059,0.10606151
-3.18459230,0.79786976,0.00116322,0.00809537,0.12187529,0.62519986,0.00370272,0.11452683,0.07436150,0.09698247
-3.17858929,0.73342740,0.00107616,0.00735556,0.11241651,0.57508901,0.00343580,0.10487524,0.06926028,0.08834544
-3.17258629,0.67047856,0.00098874,0.00667899,0.10311865,0.52556360,0.00316991,0.09570428,0.06439943,0.08025795
-3.16658329,0.60983975,0.00090224,0.00607325,0.09411342,0.47724543,0.00290957,0.08712791,0.05988926,0.07281610
-3.16058029,0.55224028,0.00081783,0.00554483,0.08551988,0.43068622,0.00265897,0.07924635,0.05583693,0.06610465
-3.15457729,0.49831567,0.00073654,0.00509926,0.07744293,0.38636077,0.00242196,0.07214580,0.05234576,0.06019761
-3.14857429,0.44860452,0.00065924,0.00474112,0.06997249,0.34466332,0.00220197,0.06589859,0.04951475,0.05515895
-3.14257129,0.40354875,0.00058666,0.00447422,0.06318312,0.30590686,0.00200198,0.06056353,0.04743824,0.05104356
-3.13656828,0.36349644,0.00051937,0.00430160,0.05713417,0.27032521,0.00182457,0.05618655,0.04620573,0.04789816
-3.13056528,0.32870707,0.00045777,0.00422563,0.05187031,0.23807733,0.00167183,0.05280141,0.04590155,0.04576218
-3.12456228,0.29935817,0.00040213,0.00424806,0.04742233,0.20925353,0.00154546,0.05043044,0.04660461,0.04466850
-3.11855928,0.27555303,0.00035260,0.00437002,0.04380820,0.18388308,0.00144673,0.04908531,0.04838786,0.04464384
-3.11255628,0.25732881,0.00030918,0.00459204,0.04103420,0.16194262,0.00137653,0.04876767,0.05131757,0.04570901
-3.10655328,0.24466442,0.00027180,0.00491400,0.03909614,0.14336503,0.00133538,0.04946970,0.05545238,0.04787873
-3.10055028,0.23748796,0.00024031,0.00533509,0.03798056,0.12804828,0.00132345,0.05117460,0.06084203,0.05116112
-3.09454727,0.23568334,0.00021445,0.00585376,0.03766583,0.11586392,0.00134060,0.05385690,0.06752590,0.05555699
-3.08854427,0.23909584,0.00019397,0.00646765,0.03812322,0.10666488,0.00138634,0.05748277,0.07553128,0.06105879
-3.08254127,0.24753676,0.00017854,0.00717352,0.03931782,0.10029248,0.00145986,0.06201032,0.08487162,0.06764946
-3.07653827,0.26078718,0.00016781,0.00796724,0.04120942,0.09658249,0.00156005,0.06738991,0.09554474,0.07530126
-3.07053527,0.27860098,0.00016145,0.00884374,0.04375330,0.09537017,0.00168546,0.07356459,0.10753130,0.08397465
-3.06453227,0.30070759,0.00015908,0.00979705,0.04690102,0.09649438,0.00183432,0.08047072,0.12079350,0.09361738
-3.05852926,0.32681466,0.00016035,0.01082037,0.05060118,0.09980086,0.00200453,0.08803878,0.13527441,0.10416405
-3.05252626,0.35661104,0.00016491,0.01190612,0.05480032,0.10514469,0.00219367,0.09619449,0.15089789,0.11553605
-3.04652326,0.38977060,0.00017241,0.01304616,0.05944379,0.11239232,0.00239901,0.10486014,0.16756948,0.12764219
-3.04052026,0.42595689,0.00018253,0.01423192,0.06447686,0.12142300,0.00261752,0.11395619,0.18517814,0.14038002
-3.03451726,0.46482917,0.00019495,0.01545468,0.06984583,0.13213017,0.00284596,0.12340311,0.20359920,0.15363788
-3.02851426,0.50604972,0.00020936,0.01670581,0.07549938,0.14442253,0.00308087,0.13312335,0.22269830,0.16729784
-3.02251126,0.54929253,0.00022548,0.01797703,0.08138995,0.15822527,0.00331868,0.14304338,0.24233643,0.18123919
-3.01650825,0.59425315,0.00024305,0.01926071,0.08747515,0.17348129,0.00355579,0.15309564,0.26237599,0.19534277
-3.01050525,0.64065954,0.00026182,0.02055012,0.09371930,0.19015253,0.00378865,0.16322040,0.28268758,0.20949570
-3.00450225,0.68828341,0.00028156,0.02183965,0.10009476,0.20822143,0.00401391,0.17336728,0.30315737,0.22359648
-2.99849925,0.73695159,0.00030206,0.02312502,0.10658320,0.22769241,0.00422851,0.18349634,0.32369469,0.23756021
-2.99249625,0.78655680,0.00032316,0.02440335,0.11317663,0.24859329,0.00442977,0.19357876,0.34423954,0.25132360
-2.98649325,0.83706724,0.00034470,0.02567327,0.11987815,0.27097652,0.00461558,0.20359687,0.36476946,0.26484965
-2.98049025,0.88853426,0.00036657,0.02693485,0.12670228,0.29492014,0.00478442,0.21354363,0.38530551,0.27813151
-2.97448724,0.94109744,0.00038867,0.02818949,0.13367485,0.32052812,0.00493551,0.22342145,0.40591685,0.29119546
-2.96848424,0.99498660,0.00041096,0.02943981,0.14083250,0.34793007,0.00506885,0.23324053,0.42672344,0.30410263
-2.96248124,1.05052008,0.00043342,0.03068933,0.14822150,0.37728003,0.00518526,0.24301667,0.44789664,0.31694920
-2.95647824,1.10809898,0.00045605,0.03194227,0.15589624,0.40875415,0.00528638,0.25276868,0.46965726,0.32986519
-2.95047524,1.16819718,0.00047891,0.03320318,0.16391709,0.44254725,0.00537467,0.26251569,0.49227099,0.34301139
-2.94447224,1.23134696,0.00050205,0.03447662,0.17234791,0.47886785,0.00545331,0.27227432,0.51604108,0.35657472
-2.93846923,1.29812043,0.00052557,0.03576689,0.18125308,0.51793198,0.00552617,0.28205593,0.54129823,0.37076192
-2.93246623,1.36910710,0.00054956,0.03707772,0.19069435,0.55995531,0.00559759,0.29186424,0.56838800,0.38579174
-2.92646323,1.44488808,0.00057415,0.03841205,0.20072739,0.60514406,0.00567234,0.30169333,0.59765592,0.40188596
-2.92046023,1.52600764,0.00059943,0.03977183,0.21139838,0.65368452,0.00575533,0.31152608,0.62943091,0.41925933
-2.91445723,1.61294304,0.00062550,0.04115794,0.22274057,0.70573154,0.00585151,0.32133336,0.66400742,0.43810909
-2.90845423,1.70607370,0.00065243,0.04257016,0.23477110,0.76139623,0.00596564,0.33107378,0.70162720,0.45860415
-2.90245123,1.80565086,0.00068027,0.04400716,0.24748809,0.82073331,0.00610208,0.34069409,0.74246126,0.48087473
-2.89644822,1.91176903,0.00070901,0.04546663,0.26086827,0.88372855,0.00626464,0.35013016,0.78659309,0.50500264
-2.89044522,2.02434064,0.00073860,0.04694538,0.27486508,0.95028688,0.00645638,0.35930857,0.83400387,0.53101289
-2.88444222,2.14307503,0.00076894,0.04843951,0.28940758,1.02022178,0.00667950,0.36814845,0.88456061,0.55886694
-2.87843922,2.26746333,0.00079987,0.04994461,0.30440009,1.09324666,0.00693521,0.37656380,0.93800790,0.58845807
-2.87243622,2.39677008,0.00083116,0.05145585,0.31972264,1.16896869,0.00722368,0.38446577,0.99396413,0.61960919
-2.86643322,2.53003276,0.00086254,0.05296821,0.33523239,1.24688602,0.00754400,0.39176519,1.05192246,0.65207329
-2.86043022,2.66606989,0.00089368,0.05447650,0.35076594,1.32638866,0.00789421,0.39837484,1.11125708,0.68553677
-2.85442721,2.80349801,0.00092419,0.05597547,0.36614249,1.40676354,0.00827135,0.40421171,1.17123475,0.71962561
-2.84842421,2.94075762,0.00095366,0.05745982,0.38116785,1.48720408,0.00867154,0.40919894,1.23103148,0.75391418
-2.84242121,3.07614769,0.00098166,0.05892414,0.39563917,1.56682427,0.00909015,0.41326758,1.28975392,0.78793668
-2.83641821,3.20786796,0.00100774,0.06036286,0.40935029,1.64467721,0.00952190,0.41635805,1.34646480,0.82120060
-2.83041521,3.33406763,0.00103147,0.06177015,0.42209751,1.71977759,0.00996112,0.41842133,1.40021151,0.85320185
-2.82441221,3.45289906,0.00105244,0.06313982,0.43368552,1.79112761,0.01040186,0.41941992,1.45005666,0.88344090
-2.81840920,3.56257428,0.00107028,0.06446520,0.44393348,1.85774552,0.01083814,0.41932865,1.49510936,0.91143934
-2.81240620,3.66142222,0.00108469,0.06573905,0.45268070,1.91869555,0.01126411,0.41813524,1.53455586,0.93675601
-2.80640320,3.74794417,0.00109543,0.06695355,0.45979199,1.97311828,0.01167424,0.41584077,1.56768816,0.95900211
-2.80040020,3.82086514,0.00110235,0.06810027,0.46516226,2.02025993,0.01206346,0.41246002,1.59392917,0.97785463
-2.79439720,3.87917870,0.00110540,0.06917023,0.46872016,2.05949940,0.01242730,0.40802160,1.61285340,0.99306729
-2.78839420,3.92218330,0.00110461,0.07015405,0.47043075,2.09037171,0.01276195,0.40256808,1.62420192,1.00447871
-2.78239120,3.94950821,0.00110011,0.07104210,0.47029686,2.11258669,0.01306436,0.39615576,1.62789111,1.01201731
-2.77638819,3.96112790,0.00109215,0.07182473,0.46835919,2.12604194,0.01333220,0.38885444,1.62401463,1.01570282
-2.77038519,3.95736410,0.00108103,0.07249259,0.46469513,2.13082939,0.01356392,0.38074670,1.61283858,1.01564429
-2.76438219,3.93887540,0.00106713,0.07303691,0.45941630,2.12723491,0.01375864,0.37192711,1.59479016,1.01203486
-2.75837919,3.90663490,0.00105090,0.07344984,0.45266492,2.11573106,0.01391611,0.36250095,1.57044037,1.00514362
-2.75237619,3.86189696,0.00103283,0.07372477,0.44460925,2.09696297,0.01403662,0.35258264,1.54048183,0.99530495
-2.74637319,3.80615478,0.00101342,0.07385662,0.43543815,2.07172817,0.01412087,0.34229387,1.50570266,0.98290615
-2.74037019,3.74109067,0.00099319,0.07384215,0.42535521,2.04095097,0.01416990,0.33176132,1.46695806,0.96837385
-2.73436718,3.66852162,0.00097263,0.07368015,0.41457257,2.00565271,0.01418498,0.32111417,1.42514075,0.95216011
-2.72836418,3.59034244,0.00095222,0.07337163,0.40330473,1.96691895,0.01416748,0.31048136,1.38115195,0.93472888
-2.72236118,3.50846930,0.00093237,0.07291986,0.39176267,1.92586520,0.01411882,0.29998879,1.33587409,0.91654348
-2.71635818,3.42478586,0.00091344,0.07233048,0.38014847,1.88360248,0.01404043,0.28975641,1.29014669,0.89805565
-2.71035518,3.34109430,0.00089574,0.07161137,0.36865058,1.84120413,0.01393367,0.27989549,1.24474607,0.87969664
-2.70435218,3.25907294,0.00087951,0.07077253,0.35744005,1.79967528,0.01379983,0.27050603,1.20036992,0.86187064
-2.69834917,3.18024189,0.00086489,0.06982598,0.34666767,1.75992593,0.01364019,0.26167452,1.15762689,0.84495048
-2.69234617,3.10593726,0.00085202,0.06878539,0.33646207,1.72274867,0.01345595,0.25347208,1.11703128,0.82927566
-2.68634317,3.03729453,0.00084094,0.06766589,0.32692889,1.68880169,0.01324839,0.24595311,1.07900269,0.81515231
-2.68034017,2.97524051,0.00083167,0.06648366,0.31815078,1.65859736,0.01301885,0.23915443,1.04386994,0.80285481
-2.67433717,2.92049330,0.00082421,0.06525565,0.31018822,1.63249667,0.01276882,0.23309506,1.01187852,0.79262839
-2.66833417,2.87356913,0.00081857,0.06399913,0.30308102,1.61070916,0.01249999,0.22777653,0.98320065,0.78469226
-2.66233117,2.83479469,0.00081475,0.06273134,0.29685025,1.59329813,0.01221432,0.22318374,0.95794688,0.77924259
-2.65632816,2.80432331,0.00081279,0.06146914,0.29150048,1.58019042,0.01191405,0.21928631,0.93617814,0.77645479
-2.65032516,2.78215348,0.00081279,0.06022862,0.28702212,1.57119004,0.01160174,0.21604044,0.91791720,0.77648470
-2.64432216,2.76814808,0.00081491,0.05902478,0.28339370,1.56599473,0.01128028,0.21339099,0.90315875,0.77946818
-2.63831916,2.76205301,0.00081939,0.05787119,0.28058398,1.56421460,0.01095282,0.21127392,0.89187726,0.78551902
-2.63231616,2.76351401,0.00082653,0.05677976,0.27855374,1.56539176,0.01062275,0.20961879,0.88403223,0.79472510
-2.62631316,2.77209098,0.00083673,0.05576050,0.27725722,1.56902019,0.01029361,0.20835131,0.87957050,0.80714293
-2.62031016,2.78726923,0.00085049,0.05482130,0.27664310,1.57456483,0.00996901,0.20739581,0.87842580,0.82279089
-2.61430715,2.80846762,0.00086836,0.05396783,0.27665518,1.58147940,0.00965250,0.20667753,0.88051561,0.84164164
-2.60830415,2.83504380,0.00089095,0.05320340,0.27723265,1.58922209,0.00934747,0.20612467,0.88573594,0.86361435
-2.60230115,2.86629709,0.00091892,0.05252898,0.27831011,1.59726901,0.00905703,0.20567004,0.89395470,0.88856727
-2.59629815,2.90146980,0.00095294,0.05194315,0.27981743,1.60512489,0.00878385,0.20525244,0.90500429,0.91629145
-2.59029515,2.93974778,0.00099368,0.05144216,0.28167954,1.61233109,0.00853011,0.20481756,0.91867444,0.94650619
-2.58429215,2.98026131,0.00104175,0.05102008,0.28381627,1.61847102,0.00829738,0.20431852,0.93470598,0.97885686
-2.57828914,3.02208725,0.00109770,0.05066890,0.28614232,1.62317304,0.00808655,0.20371600,0.95278628,1.01291549
-2.57228614,3.06425315,0.00116195,0.05037875,0.28856756,1.62611128,0.00789778,0.20297806,0.97254711,1.04818455
-2.56628314,3.10574427,0.00123480,0.05013813,0.29099752,1.62700475,0.00773054,0.20207962,0.99356530,1.08410384
-2.56028014,3.14551354,0.00131634,0.04993416,0.29333433,1.62561510,0.00758355,0.20100170,1.01536640,1.12006063
-2.55427714,3.18249508,0.00140647,0.04975290,0.29547799,1.62174370,0.00745490,0.19973052,1.03743153,1.15540262
-2.54827414,3.21562067,0.00150487,0.04957964,0.29732795,1.61522815,0.00734206,0.19825650,1.05920709,1.18945336
-2.54227114,3.24383918,0.00161092,0.04939926,0.29878506,1.60593901,0.00724205,0.19657324,1.08011707,1.22152941
-2.53626813,3.26613804,0.00172379,0.04919657,0.29975365,1.59377674,0.00715149,0.19467647,1.09957733,1.25095862
-2.53026513,3.28156598,0.00184233,0.04895663,0.30014377,1.57866930,0.00706677,0.19256326,1.11701129,1.27709863
-2.52426213,3.28925615,0.00196518,0.04866513,0.29987351,1.56057061,0.00698418,0.19023121,1.13186604,1.29935486
-2.51825913,3.28844848,0.00209069,0.04830868,0.29887110,1.53945975,0.00690004,0.18767797,1.14362838,1.31719703
-2.51225613,3.27851026,0.00221703,0.04787515,0.29707698,1.51534111,0.00681084,0.18490088,1.15183972,1.33017374
-2.50625313,3.25895400,0.00234215,0.04735390,0.29444544,1.48824531,0.00671336,0.18189691,1.15610938,1.33792422
-2.50025013,3.22945183,0.00246390,0.04673609,0.29094599,1.45823074,0.00660476,0.17866273,1.15612552,1.34018707
-2.49424712,3.18984569,0.00258002,0.04601486,0.28656425,1.42538554,0.00648269,0.17519507,1.15166330,1.33680547
-2.48824412,3.14015294,0.00268824,0.04518546,0.28130244,1.38982982,0.00634533,0.17149119,1.14259006,1.32772897
-2.48224112,3.08056720,0.00278635,0.04424543,0.27517938,1.35171783,0.00619145,0.16754949,1.12886723,1.31301179
-2.47623812,3.01145451,0.00287221,0.04319467,0.26822997,1.31123978,0.00602041,0.16337024,1.11054916,1.29280793
-2.47023512,2.93334487,0.00294390,0.04203542,0.26050437,1.26862324,0.00583214,0.15895628,1.08777901,1.26736351
-2.46423212,2.84691979,0.00299970,0.04077225,0.25206664,1.22413367,0.00562715,0.15431379,1.06078197,1.23700669
-2.45822911,2.75299620,0.00303821,0.03941202,0.24299320,1.17807402,0.00540646,0.14945288,1.02985637,1.20213587
-2.45222611,2.65250745,0.00305835,0.03796369,0.23337096,1.13078318,0.00517153,0.14438816,0.99536299,1.16320669
-2.44622311,2.54648210,0.00305944,0.03643818,0.22329522,1.08263322,0.00492421,0.13913910,0.95771324,1.12071842
-2.44022011,2.43602108,0.00304117,0.03484813,0.21286754,1.03402530,0.00466665,0.13373020,0.91735673,1.07520024
-2.43421711,2.32227402,0.00300367,0.03320761,0.20219349,0.98538415,0.00440123,0.12819093,0.87476860,1.02719797
-2.42821411,2.20641528,0.00294747,0.03153187,0.19138038,0.93715139,0.00413046,0.12255546,0.83043728,0.97726170
-2.42221111,2.08962031,0.00287347,0.02983692,0.18053510,0.88977750,0.00385691,0.11686216,0.78485281,0.92593447
-2.41620810,1.97304275,0.00278297,0.02813923,0.16976201,0.84371284,0.00358314,0.11115284,0.73849629,0.87374238
-2.41020510,1.85779281,0.00267754,0.02645533,0.15916096,0.79939772,0.00331162,0.10547181,0.69183051,0.82118619
-2.40420210,1.74491718,0.00255904,0.02480139,0.14882550,0.75725201,0.00304470,0.09986479,0.64529201,0.76873455
-2.39819910,1.63538090,0.00242952,0.02319287,0.13884127,0.71766438,0.00278452,0.09437769,0.59928457,0.71681862
-2.39219610,1.53005132,0.00229119,0.02164417,0.12928456,0.68098166,0.00253301,0.08905526,0.55417422,0.66582833
-2.38619310,1.42968456,0.00214631,0.02016824,0.12022114,0.64749876,0.00229185,0.08393982,0.51028571,0.61610985
-2.38019010,1.33491452,0.00199716,0.01877632,0.11170534,0.61744933,0.00206244,0.07906997,0.46790024,0.56796429
-2.37418709,1.24624471,0.00184597,0.01747766,0.10377937,0.59099786,0.00184591,0.07447936,0.42725459,0.52164748
-2.36818409,1.16404304,0.00169485,0.01627935,0.09647287,0.56823332,0.00164314,0.07019571,0.38854120,0.47737063
-2.36218109,1.08853972,0.00154578,0.01518617,0.08980285,0.54916489,0.00145471,0.06623993,0.35190926,0.43530167
-2.35617809,1.01982833,0.00140052,0.01420057,0.08377378,0.53371999,0.00128098,0.06262555,0.31746671,0.39556729
-2.35017509,0.95786997,0.00126063,0.01332262,0.07837806,0.52174479,0.00112210,0.05935833,0.28528269,0.35825541
-2.34417209,0.90250075,0.00112742,0.01255015,0.07359669,0.51300737,0.00097801,0.05643628,0.25539074,0.32341807
-2.33816908,0.85344215,0.00100198,0.01187890,0.06940029,0.50720360,0.00084850,0.05384981,0.22779220,0.29107468
-2.33216608,0.81031427,0.00088512,0.01130274,0.06575024,0.50396550,0.00073324,0.05158232,0.20246003,0.26121542
-2.32616308,0.77265158,0.00077746,0.01081394,0.06260016,0.50287201,0.00063184,0.04961092,0.17934270,0.23380496
-2.32016008,0.73992082,0.00067938,0.01040351,0.05989742,0.50346187,0.00054383,0.04790747,0.15836819,0.20878625
-2.31415708,0.71154050,0.00059108,0.01006158,0.05758492,0.50524804,0.00046877,0.04643978,0.13944796,0.18608439
-2.30815408,0.68690153,0.00051261,0.00977777,0.05560280,0.50773331,0.00040628,0.04517294,0.12248086,0.16561064
-2.30215108,0.66538827,0.00044388,0.00954158,0.05389033,0.51042655,0.00035602,0.04407075,0.10735688,0.14726638
-2.29614807,0.64639938,0.00038470,0.00934282,0.05238761,0.51285881,0.00031783,0.04309720,0.09396060,0.13094699
-2.29014507,0.62936788,0.00033482,0.00917194,0.05103729,0.51459888,0.00029168,0.04221791,0.08217454,0.11654570
-2.28414207,0.61377956,0.00029395,0.00902040,0.04978611,0.51526754,0.00027776,0.04140146,0.07188205,0.10395716
-2.27813907,0.59918937,0.00026179,0.00888096,0.04858621,0.51454998,0.00027648,0.04062065,0.06296994,0.09308090
-2.27213607,0.58523500,0.00023805,0.00874795,0.04739630,0.51220597,0.00028855,0.03985348,0.05533077,0.08382432
-2.26613307,0.57164740,0.00022245,0.00861743,0.04618243,0.50807723,0.00031493,0.03908402,0.04886461,0.07610541
-2.26013007,0.55825766,0.00021479,0.00848731,0.04491862,0.50209189,0.00035693,0.03830298,0.04348058,0.06985493
-2.25412706,0.54500030,0.00021486,0.00835744,0.04358709,0.49426574,0.00041613,0.03750797,0.03909782,0.06501808
-2.24812406,0.53191252,0.00022255,0.00822954,0.04217820,0.48470023,0.00049447,0.03670354,0.03564613,0.06155552
-2.24212106,0.51912977,0.00023776,0.00810718,0.04069019,0.47357750,0.00059416,0.03590093,0.03306612,0.05944379
-2.23611806,0.50687762,0.00026044,0.00799555,0.03912856,0.46115241,0.00071771,0.03511752,0.03130903,0.05867496
-2.23011506,0.49546022,0.00029055,0.00790131,0.03750525,0.44774208,0.00086784,0.03437608,0.03033608,0.05925551
-2.22411206,0.48524580,0.00032808,0.00783230,0.03583772,0.43371331,0.00104747,0.03370378,0.03011751,0.06120455
-2.21810905,0.47664968,0.00037297,0.00779721,0.03414775,0.41946833,0.00125960,0.03313098,0.03063123,0.06455118
-2.21210605,0.47011535,0.00042516,0.00780526,0.03246026,0.40542950,0.00150724,0.03268994,0.03186121,0.06933122
-2.20610305,0.46609427,0.00048449,0.00786580,0.03080202,0.39202350,0.00179329,0.03241339,0.03379557,0.07558325
-2.20010005,0.46502500,0.00055075,0.00798793,0.02920042,0.37966554,0.00212042,0.03233307,0.03642454,0.08334415
-2.19409705,0.46731244,0.00062360,0.00818011,0.02768223,0.36874422,0.00249093,0.03247823,0.03973827,0.09264418
-2.18809405,0.47330783,0.00070259,0.00844977,0.02627252,0.35960748,0.00290658,0.03287427,0.04372452,0.10350191
-2.18209105,0.48329023,0.00078713,0.00880293,0.02499367,0.35255015,0.00336845,0.03354138,0.04836652,0.11591906
-2.17608804,0.49745016,0.00087645,0.00924390,0.02386453,0.34780351,0.00387680,0.03449337,0.05364082,0.12987551
-2.17008504,0.51587595,0.00096965,0.00977501,0.02289977,0.34552711,0.00443090,0.03573673,0.05951548,0.14532487
-2.16408204,0.53854354,0.00106567,0.01039637,0.02210943,0.34580324,0.00502894,0.03726985,0.06594849,0.16219061
-2.15807904,0.56531001,0.00116329,0.01110573,0.02149864,0.34863401,0.00566790,0.03908259,0.07288663,0.18036331
-2.15207604,0.59591139,0.00126119,0.01189844,0.02106758,0.35394140,0.00634350,0.04115607,0.08026485,0.19969895
-2.14607304,0.62996502,0.00135789,0.01276749,0.02081161,0.36156999,0.00705015,0.04346285,0.08800612,0.22001880
-2.14007004,0.66697637,0.00145188,0.01370362,0.02072154,0.37129246,0.00778104,0.04596738,0.09602203,0.24111076
-2.13406703,0.70635071,0.00154159,0.01469556,0.02078417,0.38281769,0.00852815,0.04862680,0.10421388,0.26273241
-2.12806403,0.74740896,0.00162545,0.01573038,0.02098285,0.39580115,0.00928240,0.05139206,0.11247453,0.28461583
-2.12206103,0.78940770,0.00170194,0.01679391,0.02129827,0.40985723,0.01003388,0.05420931,0.12069072,0.30647399
-2.11605803,0.83156263,0.00176961,0.01787127,0.02170927,0.42457324,0.01077205,0.05702148,0.12874607,0.32800872
-2.11005503,0.87307468,0.00182716,0.01894742,0.02219375,0.43952453,0.01148602,0.05977020,0.13652440,0.34891986
-2.10405203,0.91315807,0.00187348,0.02000783,0.02272964,0.45429021,0.01216491,0.06239765,0.14391343,0.36891537
-2.09804902,0.95106903,0.00190765,0.02103915,0.02329581,0.46846910,0.01279819,0.06484864,0.15080861,0.38772195
-2.09204602,0.98613434,0.00192901,0.02202987,0.02387303,0.48169508,0.01337603,0.06707254,0.15711695,0.40509571
-2.08604302,1.01777830,0.00193717,0.02297097,0.02444481,0.49365162,0.01388968,0.06902518,0.16276067,0.42083236
-2.08004002,1.04554714,0.00193203,0.02385654,0.02499826,0.50408473,0.01433178,0.07067054,0.16768045,0.43477649
-2.07403702,1.06912970,0.00191378,0.02468429,0.02552472,0.51281394,0.01469668,0.07198219,0.17183818,0.44682933
-2.06803402,1.08837349,0.00188292,0.02545600,0.02602039,0.51974099,0.01498071,0.07294439,0.17521899,0.45695461
-2.06203102,1.10329536,0.00184021,0.02617777,0.02648677,0.52485578,0.01518233,0.07355285,0.17783245,0.46518221
-2.05602801,1.11408624,0.00178670,0.02686023,0.02693093,0.52823947,0.01530226,0.07381502,0.17971295,0.47160923
-2.05002501,1.12110961,0.00172367,0.02751851,0.02736569,0.53006466,0.01534352,0.07375007,0.18091904,0.47639841
-2.04402201,1.12489391,0.00165261,0.02817207,0.02780964,0.53059254,0.01531136,0.07338833,0.18153193,0.47977385
