energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-6.00000000,1.45504358,0.00244015,0.02379822,0.23901450,0.37369277,0.61153141,0.00000000,0.15988204,0.26802388
-5.99399700,1.43232731,0.00211690,0.02143978,0.24272697,0.36139826,0.60434395,0.00000000,0.15316486,0.26728113
-5.98799400,1.41414452,0.00190860,0.01944822,0.24687025,0.34940585,0.59835325,0.00000000,0.14777012,0.26778621
-5.98199100,1.40017920,0.00180901,0.01780840,0.25127119,0.33790430,0.59353689,0.00000000,0.14367064,0.26928578
-5.97598799,1.39018533,0.00181488,0.01651063,0.25576589,0.32707967,0.58989135,0.00000000,0.14086627,0.27154699
-5.96998499,1.38400595,0.00192590,0.01555082,0.26020533,0.31711525,0.58743908,0.00000000,0.13938542,0.27436357
-5.96398199,1.38159229,0.00214468,0.01493073,0.26446107,0.30819256,0.58623619,0.00000000,0.13928644,0.27756163
-5.95797899,1.38302206,0.00247667,0.01465785,0.26843057,0.30049310,0.58638004,0.00000000,0.14065833,0.28100459
-5.95197599,1.38851530,0.00292997,0.01474532,0.27204206,0.29420050,0.58801632,0.00000000,0.14362103,0.28459739
-5.94597299,1.39844612,0.00351516,0.01521155,0.27525850,0.28950269,0.59134459,0.00000000,0.14832468,0.28828940
-5.93996998,1.41334892,0.00424499,0.01607979,0.27808036,0.28659375,0.59662174,0.00000000,0.15494803,0.29207606
-5.93396698,1.43391724,0.00513401,0.01737743,0.28054699,0.28567485,0.60416254,0.00000000,0.16369547,0.29599873
-5.92796398,1.46099413,0.00619815,0.01913517,0.28273638,0.28695403,0.61433675,0.00000000,0.17479271,0.30014291
-5.92196098,1.49555284,0.00745421,0.02138591,0.28476315,0.29064446,0.62756212,0.00000000,0.18848078,0.30463436
-5.91595798,1.53866754,0.00891926,0.02416349,0.28677466,0.29696085,0.64429336,0.00000000,0.20500852,0.30963341
-5.90995498,1.59147388,0.01060994,0.02750120,0.28894543,0.30611404,0.66500669,0.00000000,0.22462323,0.31532732
-5.90395198,1.65512025,0.01254176,0.03143008,0.29146984,0.31830368,0.69018049,0.00000000,0.24756002,0.32192106
-5.89794897,1.73071111,0.01472833,0.03597706,0.29455349,0.33370922,0.72027245,0.00000000,0.27402971,0.32962658
-5.89194597,1.81924416,0.01718053,0.04116309,0.29840341,0.35247955,0.75569409,0.00000000,0.30420593,0.33865121
-5.88594297,1.92154431,0.01990574,0.04700111,0.30321765,0.37472168,0.79678371,0.00000000,0.33821177,0.34918546
-5.87993997,2.03819722,0.02290711,0.05349414,0.30917475,0.40048912,0.84377901,0.00000000,0.37610657,0.36139093
-5.87393697,2.16948615,0.02618293,0.06063353,0.31642338,0.42977062,0.89679087,0.00000000,0.41787361,0.37538882
-5.86793397,2.31533561,0.02972608,0.06839745,0.32507300,0.46247997,0.95577984,0.00000000,0.46340940,0.39124975
-5.86193097,2.47526560,0.03352379,0.07674974,0.33518577,0.49844767,1.02053675,0.00000000,0.51251531,0.40898535
-5.85592796,2.64835983,0.03755748,0.08563925,0.34677039,0.53741519,1.09066907,0.00000000,0.56489223,0.42854229
-5.84992496,2.83325087,0.04180294,0.09499980,0.35977809,0.57903243,1.16559411,0.00000000,0.62013907,0.44979913
-5.84392196,3.02812473,0.04623081,0.10475067,0.37410131,0.62285905,1.24454020,0.00000000,0.67775540,0.47256628
-5.83791896,3.23074622,0.05080731,0.11479793,0.38957502,0.66836978,1.32655637,0.00000000,0.73714873,0.49658937
-5.83191596,3.43850559,0.05549533,0.12503642,0.40598089,0.71496423,1.41053099,0.00000000,0.79764656,0.52155593
-5.82591296,3.64848585,0.06025570,0.13535238,0.42305423,0.76198072,1.49521889,0.00000000,0.85851294,0.54710524
-5.81990995,3.85754896,0.06504880,0.14562682,0.44049342,0.80871425,1.57927647,0.00000000,0.91896934,0.57284108
-5.81390695,4.06243782,0.06983629,0.15573933,0.45797144,0.85443764,1.66130357,0.00000000,0.97821898,0.59834681
-5.80790395,4.25989021,0.07458292,0.16557227,0.47514914,0.89842534,1.73989051,0.00000000,1.03547386,0.62320207
-5.80190095,4.44675951,0.07925843,0.17501518,0.49168949,0.93997887,1.81366827,0.00000000,1.08998320,0.64700043
-5.79589795,4.62013690,0.08383922,0.18396912,0.50727229,0.97845256,1.88135970,0.00000000,1.14106206,0.66936702
-5.78989495,4.77746875,0.08830997,0.19235082,0.52160853,1.01327867,1.94182913,0.00000000,1.18811872,0.68997527
-5.78389195,4.91666342,0.09266484,0.20009623,0.53445364,1.04399035,1.99412817,0.00000000,1.23067925,0.70856187
-5.77788894,5.03618162,0.09690827,0.20716347,0.54561913,1.07024140,2.03753515,0.00000000,1.26840805,0.72493907
-5.77188594,5.13510515,0.10105536,0.21353477,0.55498179,1.09182161,2.07158617,0.00000000,1.30112291,0.73900361
-5.76588294,5.21318008,0.10513164,0.21921742,0.56249004,1.10866696,2.09609605,0.00000000,1.32880370,0.75074182
-5.75987994,5.27083123,0.10917224,0.22424346,0.56816711,1.12086374,2.11116788,0.00000000,1.35159399,0.76023032
-5.75387694,5.30914665,0.11322052,0.22866822,0.57211075,1.12864654,2.11719045,0.00000000,1.36979513,0.76763234
-5.74787394,5.32983215,0.11732611,0.23256753,0.57448946,1.13238985,2.11482365,0.00000000,1.38385286,0.77318970
-5.74187094,5.33513758,0.12154247,0.23603396,0.57553546,1.13259367,2.10497214,0.00000000,1.39433707,0.77721075
-5.73586793,5.32775808,0.12592403,0.23917198,0.57553463,1.12986369,2.08874867,0.00000000,1.40191526,0.78005488
