energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Sc_p_up,Sc_p_down,Sc_d_up,Sc_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-4.46323162,2.14235005,-1.68052999,1.19845908,-1.01720376,0.63421359,-0.38372915,0.00334738,-0.00205650,0.24242212,-0.38931542,0.55462435,-0.45811355,0.23124799,-0.16711409,0.00236887,-0.00281231,1.20191628,-0.77284805
-4.45722861,2.16983548,-1.67938547,1.23275939,-1.01053380,0.63735248,-0.38692765,0.00355962,-0.00196391,0.24310495,-0.39000418,0.56216107,-0.46075116,0.23722713,-0.16724211,0.00266992,-0.00270208,1.21790165,-0.77249786
-4.45122561,2.20229991,-1.67360195,1.27142741,-1.00096118,0.64167170,-0.38896983,0.00378818,-0.00186689,0.24514780,-0.38913975,0.57071290,-0.46192579,0.24370610,-0.16687892,0.00301824,-0.00258214,1.23577847,-0.77078888
-4.44522261,2.24004406,-1.66394344,1.31443183,-0.98898248,0.64731913,-0.38999909,0.00403355,-0.00176752,0.24860215,-0.38682701,0.58032376,-0.46179629,0.25069251,-0.16610008,0.00341747,-0.00245472,1.25574056,-0.76817144
-4.43921961,2.28329237,-1.65130959,1.36165157,-0.97517186,0.65442195,-0.39019730,0.00429620,-0.00166787,0.25348795,-0.38321291,0.59101396,-0.46057096,0.25818724,-0.16499560,0.00387118,-0.00232210,1.27796509,-0.76514337
-4.43321661,2.33218636,-1.63671354,1.41287172,-0.96016834,0.66308470,-0.38977969,0.00457657,-0.00156993,0.25979212,-0.37848288,0.60277947,-0.45850253,0.26618394,-0.16366775,0.00438280,-0.00218665,1.30260860,-0.76223751
-4.42721361,2.38677866,-1.62125473,1.46778154,-0.94466058,0.67338767,-0.38898833,0.00487495,-0.00147564,0.26746804,-0.37285551,0.61559158,-0.45588126,0.27466872,-0.16222825,0.00495548,-0.00205074,1.32980249,-0.76000759
-4.42121061,2.44702757,-1.60608797,1.52597442,-0.92936971,0.68538549,-0.38808413,0.00519148,-0.00138679,0.27643579,-0.36657579,0.62939695,-0.45302625,0.28361962,-0.16079523,0.00559192,-0.00191673,1.35964785,-0.75901299
-4.41520760,2.51279178,-1.59238955,1.58695002,-0.91503080,0.69910557,-0.38733802,0.00552608,-0.00130501,0.28658331,-0.35990721,0.64411783,-0.45027527,0.29300616,-0.15948987,0.00629421,-0.00178696,1.39220968,-0.75980287
-4.40920460,2.58382519,-1.58132201,1.65011846,-0.90237377,0.71454659,-0.38702145,0.00587831,-0.00123181,0.29776818,-0.35312297,0.65965253,-0.44797371,0.30278874,-0.15843289,0.00706365,-0.00166371,1.42751033,-0.76290030
-4.40320160,2.65977195,-1.57399888,1.71480660,-0.89210428,0.73167672,-0.38739672,0.00624735,-0.00116848,0.30982020,-0.34649678,0.67587591,-0.44646293,0.31291810,-0.15774112,0.00790057,-0.00154922,1.46552251,-0.76878703
-4.39719860,2.74016179,-1.57145091,1.78026639,-0.88488551,0.75043171,-0.38870755,0.00663190,-0.00111618,0.32254451,-0.34029364,0.69263999,-0.44606872,0.32333467,-0.15752429,0.00880411,-0.00144568,1.50616194,-0.77788940
-4.39119560,2.82440613,-1.57459511,1.84568528,-0.88132141,0.77071289,-0.39117043,0.00703012,-0.00107587,0.33572526,-0.33476101,0.70977474,-0.44709016,0.33396805,-0.15788201,0.00977207,-0.00135524,1.54928003,-0.79056598
-4.38519260,2.91179535,-1.58420803,1.91019846,-0.88194213,0.79238522,-0.39496693,0.00743954,-0.00104836,0.34912979,-0.33012077,0.72708900,-0.44978953,0.34473655,-0.15890131,0.01080073,-0.00128003,1.59465705,-0.80709748
-4.37918959,3.00149783,-1.60090416,1.97290298,-0.88719198,0.81527553,-0.40023756,0.00785706,-0.00103435,0.36251321,-0.32656239,0.74437170,-0.45438373,0.35554694,-0.16065462,0.01188473,-0.00122216,1.64199623,-0.82767923
-4.37318659,3.09256141,-1.62512046,2.03287330,-0.89742052,0.83917117,-0.40707721,0.00827890,-0.00103439,0.37562326,-0.32423748,0.76139355,-0.46103732,0.36629447,-0.16319838,0.01301697,-0.00118379,1.69091923,-0.85241652
-4.36718359,3.18391787,-1.65710743,2.08917834,-0.91287676,0.86381942,-0.41553254,0.00870064,-0.00104895,0.38820540,-0.32325612,0.77790913,-0.46985780,0.37686322,-0.16657223,0.01418857,-0.00116710,1.74096370,-0.88132297
-4.36118059,3.27439099,-1.69692693,2.14089929,-0.93370670,0.88892774,-0.42560131,0.00911723,-0.00107844,0.40000814,-0.32368488,0.79365967,-0.48089294,0.38712689,-0.17079881,0.01538887,-0.00117434,1.79158315,-0.91432189
-4.35517759,3.36270857,-1.74445678,2.18714815,-0.95995404,0.91416520,-0.43723365,0.00952307,-0.00112322,0.41078830,-0.32554672,0.80837648,-0.49413053,0.39695001,-0.17588422,0.01660554,-0.00120787,1.84214973,-0.95125057
-4.34917459,3.44751889,-1.79940137,2.22708631,-0.99156380,0.93916528,-0.45033516,0.00991211,-0.00118363,0.42031626,-0.32882268,0.82178508,-0.50950017,0.40618967,-0.18181888,0.01782469,-0.00127014,1.89196015,-0.99186710
-4.34317159,3.52741136,-1.86130796,2.25994279,-1.02838848,0.96353011,-0.46477164,0.01027799,-0.00126001,0.42838099,-0.33345512,0.83361003,-0.52687719,0.41469781,-0.18857892,0.01903111,-0.00136373,1.94024485,-1.03585954
-4.33716858,3.60094153,-1.92958732,2.28503153,-1.07019625,0.98683629,-0.48037516,0.01061419,-0.00135270,0.43479475,-0.33935235,0.84358039,-0.54608832,0.42232384,-0.19612786,0.02020856,-0.00149136,1.98618055,-1.08285682
-4.33116558,3.66665979,-2.00353785,2.30176727,-1.11668069,1.00864225,-0.49695114,0.01091420,-0.00146208,0.43939740,-0.34639429,0.85143575,-0.56691873,0.42891786,-0.20441847,0.02134012,-0.00165588,2.02890597,-1.13244097
-4.32516258,3.72314328,-2.08237166,2.30967948,-1.16747133,1.02849704,-0.51428608,0.01117174,-0.00158853,0.44206002,-0.35443890,0.85693249,-0.58912017,0.43433412,-0.21339480,0.02240862,-0.00186025,2.06754037,-1.18415999
-4.31915958,3.76902994,-2.16524156,2.30842384,-1.22214456,1.04595039,-0.53215548,0.01138093,-0.00173247,0.44268795,-0.36332889,0.85985030,-0.61241969,0.43843474,-0.22299408,0.02339705,-0.00210756,2.10120451,-1.23754094
-4.31315658,3.80305391,-2.25126747,2.29779099,-1.28023426,1.06056373,-0.55033167,0.01153650,-0.00189429,0.44122290,-0.37289846,0.85999855,-0.63652857,0.44109359,-0.23314863,0.02428909,-0.00240095,2.12904331,-1.29210257
-4.30715358,3.82408068,-2.33956127,2.27771208,-1.34124170,1.07192183,-0.56859106,0.01163399,-0.00207439,0.43764427,-0.38297957,0.85722230,-0.66115105,0.44220008,-0.24378741,0.02506955,-0.00274361,2.15024954,-1.34736715
-4.30115058,3.83114101,-2.42924888,2.24826109,-1.40464442,1.07964464,-0.58672062,0.01166989,-0.00227311,0.43196949,-0.39340764,0.85140768,-0.68599250,0.44166283,-0.25483743,0.02572491,-0.00313871,2.16408761,-1.40287092
-4.29514757,3.82346204,-2.51948912,2.20965372,-1.46990362,1.08339895,-0.60452329,0.01164181,-0.00249073,0.42425333,-0.40402624,0.84248644,-0.71076669,0.43941300,-0.26622472,0.02624367,-0.00358935,2.16991667,-1.45817298
-4.28914457,3.80049445,-2.60948841,2.16224294,-1.53647025,1.08290923,-0.62182212,0.01154857,-0.00272739,0.41458632,-0.41469068,0.83043934,-0.73520199,0.43540710,-0.27787503,0.02661681,-0.00409847,2.16721196,-1.51286227
-4.28314157,3.76193427,-2.69851142,2.10651136,-1.60378949,1.07796732,-0.63846313,0.01139025,-0.00298309,0.40309222,-0.42527046,0.81529832,-0.75904630,0.42962923,-0.28971424,0.02683808,-0.00466877,2.15558363,-1.56656265
-4.27713857,3.70773860,-2.78588743,2.04306073,-1.67130403,1.06844050,-0.65431680,0.01116825,-0.00325764,0.38992460,-0.43565045,0.79714719,-0.78207069,0.42209263,-0.30166839,0.02690422,-0.00530265,2.13479230,-1.61893598
-4.27113557,3.63813417,-2.87101272,1.97259882,-1.73845614,1.05427749,-0.66927834,0.01088523,-0.00355063,0.37526276,-0.44573098,0.77612089,-0.80407170,0.41284037,-0.31366359,0.02681506,-0.00600205,2.10476044,-1.66968335
-4.26513257,3.55361844,-2.95334946,1.89592435,-1.80468905,1.03551214,-0.68326682,0.01054507,-0.00386137,0.35930699,-0.45542688,0.75240320,-0.82487242,0.40194524,-0.32562564,0.02657356,-0.00676841,2.06557933,-1.71854459
-4.25912956,3.45495296,-3.03242168,1.81391022,-1.86944787,1.01226457,-0.69622337,0.01015273,-0.00418890,0.34227346,-0.46466573,0.72622311,-0.84432249,0.38950877,-0.33747973,0.02618573,-0.00760250,2.01751105,-1.76529634
-4.25312656,3.34314915,-3.10780915,1.72748590,-1.93218050,0.98473969,-0.70810873,0.00971413,-0.00453194,0.32438886,-0.47338559,0.69784978,-0.86229712,0.37565942,-0.34914997,0.02566038,-0.00850431,1.96098552,-1.80974900
-4.24712356,3.21944700,-3.17913979,1.63761923,-1.99233888,0.95322302,-0.71890037,0.00923597,-0.00488893,0.30588489,-0.48153228,0.66758644,-0.87869552,0.36055000,-0.36055916,0.02500883,-0.00947294,1.89659253,-1.85174286
-4.24112056,3.08528745,-3.24608166,1.54529845,-2.04938090,0.91807413,-0.72858939,0.00872552,-0.00525797,0.28699305,-0.48905673,0.63576344,-0.89343870,0.34435442,-0.37162858,0.02424457,-0.01050650,1.82506922,-1.89114375
-4.23511756,2.94227951,-3.30833506,1.45151486,-2.10277325,0.87971780,-0.73717754,0.00819041,-0.00563688,0.26793957,-0.49591241,0.60273066,-0.90646709,0.32726387,-0.38227806,0.02338279,-0.01160193,1.74728339,-1.92783858
-4.22911456,2.79216343,-3.36562552,1.35724661,-2.15199533,0.83863329,-0.74467445,0.00763842,-0.00602320,0.24894093,-0.50205315,0.56884958,-0.91773798,0.30948264,-0.39242634,0.02243989,-0.01275494,1.66421335,-1.96173103
-4.22311156,2.63677124,-3.41769817,1.26344402,-2.19654434,0.79534227,-0.75109542,0.00707729,-0.00641424,0.23019992,-0.50743150,0.53448540,-0.92722312,0.29122366,-0.40199157,0.02143299,-0.01395990,1.57692518,-1.99273769
-4.21710855,2.47798642,-3.46431388,1.17101680,-2.23594146,0.75039571,-0.75645957,0.00651446,-0.00680709,0.21190247,-0.51199781,0.49999941,-0.93490638,0.27270400,-0.41089225,0.02037944,-0.01520976,1.48654812,-2.02078481
-4.21110555,2.31770380,-3.50524739,1.08082332,-2.26973901,0.70436048,-0.76078875,0.00595698,-0.00719869,0.19421519,-0.51569982,0.46574190,-0.94078186,0.25414042,-0.41904829,0.01929636,-0.01649600,1.39424929,-2.04580591
-4.20510255,2.15779158,-3.54028734,0.99366216,-2.29752832,0.65780605,-0.76410699,0.00541128,-0.00758588,0.17728384,-0.51848315,0.43204587,-0.94485216,0.23574521,-0.42638240,0.01820022,-0.01780861,1.30120846,-2.06774017
-4.19909955,2.00005631,-3.56923835,0.91026592,-2.31894802,0.61129177,-0.76644041,0.00488310,-0.00796542,0.16123253,-0.52029228,0.39922169,-0.94712710,0.21772237,-0.43282155,0.01710649,-0.01913610,1.20859387,-2.08653189
-4.19309655,1.84621221,-3.59192454,0.83129717,-2.33369240,0.56535534,-0.76781770,0.00437738,-0.00833406,0.14616377,-0.52107213,0.36755288,-0.94762278,0.20026431,-0.43829864,0.01602938,-0.02046560,1.11753978,-2.10213061
-4.18709355,1.69785534,-3.60819450,0.75734649,-2.34151939,0.52050270,-0.76827075,0.00389820,-0.00868857,0.13215926,-0.52076994,0.33729297,-0.94636083,0.18354904,-0.44275410,0.01498164,-0.02178290,1.02912653,-2.11449219
-4.18109055,1.55644334,-3.61792690,0.68893229,-2.34225779,0.47719963,-0.76783554,0.00344878,-0.00902581,0.11928124,-0.51933757,0.30866361,-0.94336801,0.16773806,-0.44613750,0.01397449,-0.02307271,0.94436343,-2.12358041
-4.17508754,1.42328067,-3.62103659,0.62650205,-2.33581342,0.43586533,-0.76655288,0.00303150,-0.00934271,0.10757446,-0.51673368,0.28185371,-0.93867601,0.15297477,-0.44840903,0.01301756,-0.02431882,0.86417481,-2.12936912
-4.16908454,1.29950946,-3.61748040,0.57043469,-2.32217379,0.39686795,-0.76446906,0.00264790,-0.00963634,0.09706846,-0.51292598,0.25701966,-0.93232127,0.13938351,-0.44954080,0.01211897,-0.02550438,0.78938935,-2.13184456
-4.16308154,1.18610527,-3.60726239,0.52104364,-2.30141101,0.36052208,-0.76163609,0.00229875,-0.00990393,0.08778013,-0.50789320,0.23428631,-0.92434503,0.12706914,-0.44951778,0.01128549,-0.02661227,0.72073261,-2.13100780
-4.15707854,1.08387737,-3.59043799,0.47858004,-2.27368280,0.32708798,-0.75811156,0.00198416,-0.01014285,0.07971641,-0.50162674,0.21374870,-0.91479330,0.11611702,-0.44833858,0.01052262,-0.02762545,0.65882236,-2.12687698
-4.15107554,0.99347253,-3.56711669,0.44323599,-2.23923150,0.29677253,-0.75395788,0.00170366,-0.01035067,0.07287684,-0.49413191,0.19547422,-0.90371696,0.10659343,-0.44601573,0.00983487,-0.02852736,0.60416660,-2.11948919
-4.14507254,0.91538135,-3.53746313,0.41514703,-2.19838097,0.26973136,-0.74924108,0.00145626,-0.01052517,0.06725611,-0.48542870,0.17950502,-0.89117170,0.09854614,-0.44257566,0.00922593,-0.02930240,0.55716351,-2.10890182
-4.13906953,0.84994639,-3.50169626,0.39439397,-2.15153155,0.24607198,-0.74402899,0.00124059,-0.01066432,0.06284620,-0.47555202,0.16586051,-0.87721812,0.09200527,-0.43805824,0.00869890,-0.02993632,0.51810296,-2.09519322
-4.13306653,0.79737070,-3.46008678,0.38100348,-2.09915317,0.22585764,-0.73838896,0.00105502,-0.01076632,0.05963816,-0.46455148,0.15453975,-0.86192164,0.08698406,-0.43251598,0.00825646,-0.03041668,0.48716908,-2.07846262
-4.12706353,0.75772638,-3.41295271,0.37494750,-2.04177695,0.20911141,-0.73238527,0.00089768,-0.01082965,0.05762351,-0.45249069,0.14552348,-0.84535245,0.08347972,-0.42601285,0.00790102,-0.03073326,0.46444326,-2.05882922
-4.12106053,0.73096203,-3.36065340,0.37614140,-1.97998542,0.19582027,-0.72607621,0.00076662,-0.01085302,0.05679507,-0.43944619,0.13877587,-0.82758549,0.08147419,-0.41862280,0.00763486,-0.03087839,0.44990733,-2.03643065
-4.11505753,0.71690885,-3.30358235,0.38444096,-1.91440187,0.18593902,-0.71951119,0.00065984,-0.01083549,0.05714725,-0.42550600,0.13424575,-0.80870034,0.08093466,-0.41042807,0.00746015,-0.03084729,0.44344651,-2.01142063
-4.10905453,0.71528508,-3.24215906,0.39963837,-1.84567914,0.17939368,-0.71272797,0.00057536,-0.01077642,0.05867585,-0.41076795,0.13186729,-0.78878112,0.08181412,-0.40151723,0.00737899,-0.03063825,0.44485204,-1.98396624
-4.10305153,0.72569861,-3.17682052,0.42145777,-1.77448819,0.17608428,-0.70575017,0.00051128,-0.01067558,0.06137736,-0.39533781,0.13156039,-0.76791644,0.08405168,-0.39198325,0.00739330,-0.03025279,0.45382338,-1.95424485
-4.09704852,0.74764820,-3.10801270,0.44955043,-1.70150698,0.17588712,-0.69858536,0.00046578,-0.01053313,0.06524778,-0.37932735,0.13323045,-0.74619930,0.08757283,-0.38192147,0.00750477,-0.02969563,0.46997023,-1.92244104
-4.09104552,0.78052363,-3.03618263,0.48349047,-1.62740987,0.17865627,-0.69122386,0.00043717,-0.01034968,0.07028112,-0.36285237,0.13676804,-0.72372700,0.09228975,-0.37142766,0.00771470,-0.02897469,0.49281451,-1.88874369
-4.08504252,0.82360536,-2.96177149,0.52277147,-1.55285789,0.18422469,-0.68363830,0.00042391,-0.01012629,0.07646755,-0.34603077,0.14204834,-0.70060109,0.09810159,-0.36059627,0.00802377,-0.02810086,0.52179269,-1.85334353
-4.07903952,0.87606471,-2.88520907,0.56680460,-1.47849027,0.19240479,-0.67578422,0.00042456,-0.00986456,0.08379143,-0.32898070,0.14893051,-0.67692725,0.10489498,-0.34951892,0.00843190,-0.02708773,0.55625896,-1.81643146
-4.07303652,0.93696504,-2.80691004,0.61491890,-1.40491718,0.20298892,-0.66760159,0.00043780,-0.00956654,0.09222935,-0.31181894,0.15725737,-0.65281521,0.11254477,-0.33828309,0.00893799,-0.02595125,0.59548956,-1.77819766
-4.06703352,1.00526517,-2.72727208,0.66636415,-1.33271406,0.21574976,-0.65901738,0.00046242,-0.00923481,0.10174814,-0.29465933,0.16685533,-0.62837862,0.12091510,-0.32697130,0.00953972,-0.02470930,0.63868887,-1.73883172
-4.06103052,1.07982543,-2.64667606,0.72031679,-1.26241736,0.23044098,-0.64994902,0.00049728,-0.00887241,0.11230322,-0.27761149,0.17753480,-0.60373488,0.12986080,-0.31566045,0.01023340,-0.02338121,0.68499756,-1.69852382
-4.05502751,1.15941737,-2.56548807,0.77588909,-1.19452167,0.24679828,-0.64030865,0.00054129,-0.00848284,0.12383720,-0.26077972,0.18909125,-0.57900489,0.13922934,-0.30442169,0.01101376,-0.02198724,0.73350308,-1.65746675
-4.04902451,1.24273716,-2.48406317,0.83214166,-1.12947821,0.26454112,-0.63000808,0.00059338,-0.00806997,0.13627903,-0.24426210,0.20130699,-0.55431271,0.14886311,-0.29332046,0.01187392,-0.02054807,0.78325261,-1.61585879
-4.04302151,1.32842329,-2.40275029,0.88809925,-1.06769435,0.28337510,-0.61896408,0.00065249,-0.00763801,0.14954364,-0.22814984,0.21395361,-0.52978519,0.15860222,-0.28241694,0.01280535,-0.01908432,0.83326861,-1.57390701
-4.03701851,1.41507820,-2.32189797,0.94276944,-1.00953386,0.30299525,-0.60710383,0.00071755,-0.00719140,0.16353219,-0.21252675,0.22679531,-0.50555128,0.16828762,-0.27176658,0.01379785,-0.01761605,0.88256649,-1.53183067
-4.03101551,1.50129361,-2.24186018,0.99516376,-0.95531780,0.32309016,-0.59437023,0.00078744,-0.00673477,0.17813307,-0.19746901,0.23959281,-0.48174136,0.17776454,-0.26142083,0.01483972,-0.01616235,0.93017426,-1.48986436
-4.02501251,1.58567883,-2.16300169,1.04432057,-0.90532542,0.34334692,-0.58072685,0.00086101,-0.00627276,0.19322351,-0.18304502,0.25210794,-0.45848623,0.18688606,-0.25142792,0.01591792,-0.01474101,0.97515347,-1.44826036
-4.01900950,1.66689125,-2.08570212,1.08932877,-0.85979505,0.36345681,-0.56616205,0.00093705,-0.00581001,0.20867180,-0.16931546,0.26410868,-0.43591598,0.19551672,-0.24183347,0.01701833,-0.01336821,1.01662075,-1.40728983
-4.01300650,1.74366771,-2.01035838,1.12935147,-0.81892448,0.38312141,-0.55069226,0.00101431,-0.00535100,0.22434015,-0.15633346,0.27537451,-0.41415853,0.20353603,-0.23268107,0.01812606,-0.01205837,1.05376916,-1.36724230
-4.00700350,1.81485563,-1.93738468,1.16364860,-0.78287079,0.40205914,-0.53436406,0.00109149,-0.00489999,0.24008795,-0.14414492,0.28570175,-0.39333803,0.21084162,-0.22401258,0.01922582,-0.01082402,1.08588841,-1.32842338
-4.00100050,1.87944234,-1.86721000,1.19159737,-0.75174936,0.42001175,-0.51725497,0.00116731,-0.00446090,0.25577544,-0.13278895,0.29490891,-0.37357298,0.21735193,-0.21586810,0.02030235,-0.00967577,1.11238312,-1.29115024
-3.99499750,1.93658143,-1.80027269,1.21270973,-0.72563208,0.43675050,-0.49947289,0.00124043,-0.00403729,0.27126747,-0.12229835,0.30284151,-0.35497420,0.22300828,-0.20828573,0.02134078,-0.00862237,1.13278816,-1.25574500
-3.98899450,1.98561471,-1.73701233,1.22664594,-0.70454487,0.45208186,-0.48115409,0.00130959,-0.00363226,0.28643727,-0.11270019,0.30937637,-0.33764261,0.22777621,-0.20130087,0.02232711,-0.00767083,1.14678050,-1.22252604
-3.98299150,2.02608866,-1.67785917,1.23322357,-0.68846448,0.46585228,-0.46246004,0.00137356,-0.00324841,0.30117009,-0.10401648,0.31442518,-0.32166699,0.23164592,-0.19494535,0.02324857,-0.00682660,1.15418672,-1.19179760
-3.97698849,2.05776459,-1.62322143,1.23242150,-0.67731515,0.47795186,-0.44357295,0.00143118,-0.00288784,0.31536640,-0.09626483,0.31793700,-0.30712175,0.23463188,-0.18924619,0.02409399,-0.00609376,1.15498603,-1.16383803
-3.97098549,2.08062176,-1.57347144,1.22437872,-0.67096520,0.48831670,-0.42469050,0.00148144,-0.00255212,0.32894461,-0.08945914,0.31989975,-0.29406479,0.23677146,-0.18422432,0.02485410,-0.00547522,1.14930837,-1.13888740
-3.96498249,2.09485355,-1.52893107,1.20938785,-0.66922400,0.49692982,-0.40601977,0.00152345,-0.00224233,0.34184306,-0.08361034,0.32034059,-0.28253558,0.23812277,-0.17989312,0.02552174,-0.00497302,1.13742785,-1.11713509
-3.95897949,2.10085640,-1.48985768,1.18788386,-0.67183995,0.50382054,-0.38777091,0.00155649,-0.00195904,0.35402137,-0.07872702,0.31932510,-0.27255361,0.23876173,-0.17625708,0.02609202,-0.00458851,1.11975167,-1.09870818
-3.95297649,2.09921248,-1.45643131,1.16042835,-0.67849964,0.50906239,-0.37015063,0.00158004,-0.00170239,0.36546082,-0.07481615,0.31695538,-0.26411721,0.23877844,-0.17331055,0.02656235,-0.00432257,1.09680509,-1.08366137
-3.94697349,2.09066659,-1.42874403,1.12769019,-0.68882870,0.51276964,-0.35335594,0.00159375,-0.00147211,0.37616406,-0.07188357,0.31336710,-0.25720294,0.23827321,-0.17103688,0.02693239,-0.00417574,1.06921313,-1.07196927
-3.94097049,2.07609867,-1.40679226,1.09042340,-0.70239467,0.51509268,-0.33756845,0.00159752,-0.00126758,0.38615399,-0.06993452,0.30872571,-0.25176557,0.23735227,-0.16940780,0.02720399,-0.00414839,1.03767988,-1.06352150
-3.93496748,2.05649312,-1.39047267,1.04944332,-0.71871204,0.51621237,-0.32294930,0.00159143,-0.00108790,0.39547195,-0.06897398,0.30322189,-0.24773864,0.23612350,-0.16838334,0.02738088,-0.00424076,1.00296631,-1.05812131
-3.92896448,2.03290659,-1.37958186,1.00560201,-0.73724954,0.51633385,-0.30963509,0.00157579,-0.00093195,0.40417543,-0.06900686,0.29706648,-0.24503575,0.23469227,-0.16791225,0.02746851,-0.00445293,0.96586767,-1.05548778
-3.92296148,2.00643561,-1.37382025,0.95976408,-0.75743964,0.51567992,-0.29773483,0.00155107,-0.00079842,0.41233544,-0.07003803,0.29048512,-0.24355234,0.23315782,-0.16793288,0.02747367,-0.00478486,0.92719126,-1.05526188
-3.91695848,1.97818574,-1.37279975,0.91278373,-0.77868995,0.51448452,-0.28732800,0.00151793,-0.00068590,0.42003367,-0.07207212,0.28371273,-0.24316821,0.23161008,-0.16837463,0.02740417,-0.00523620,0.88773578,-1.05701608
-3.91095548,1.94924339,-1.37605495,0.86548405,-0.80039628,0.51298646,-0.27846365,0.00147718,-0.00059293,0.42735973,-0.07511311,0.27698809,-0.24375034,0.23012738,-0.16915978,0.02726849,-0.00580618,0.84827269,-1.06026710
-3.90495248,1.92065159,-1.38305731,0.81863920,-0.82195674,0.51142380,-0.27116060,0.00142973,-0.00051801,0.43440863,-0.07916366,0.27054862,-0.24515613,0.22877484,-0.17020574,0.02707543,-0.00649338,0.80953046,-1.06449145
-3.89894947,1.89339054,-1.39323131,0.77295990,-0.84278637,0.51002902,-0.26540853,0.00137660,-0.00045964,0.44127865,-0.08422430,0.26462556,-0.24723689,0.22760381,-0.17142748,0.02683383,-0.00729556,0.77218199,-1.06914263
-3.89294647,1.86836322,-1.40597193,0.72908269,-0.86233159,0.50902517,-0.26116986,0.00131885,-0.00041641,0.44806976,-0.09029222,0.25943961,-0.24984137,0.22665210,-0.17274016,0.02655226,-0.00820937,0.73683550,-1.07366953
-3.88694347,1.84638657,-1.42066231,0.68756293,-0.88008391,0.50862304,-0.25838215,0.00125758,-0.00038691,0.45488264,-0.09736011,0.25519706,-0.25281917,0.22594505,-0.17406166,0.02623880,-0.00923012,0.70402880,-1.07753472
-3.88094047,1.82818760,-1.43669078,0.64887152,-0.89559207,0.50901942,-0.25696104,0.00119388,-0.00036985,0.46181839,-0.10541468,0.25208656,-0.25602396,0.22549736,-0.17531506,0.02590091,-0.01035157,0.67422686,-1.08023208
-3.87493747,1.81440428,-1.45346634,0.61339498,-0.90847227,0.51039619,-0.25680334,0.00112882,-0.00036397,0.46897877,-0.11443517,0.25027629,-0.25931641,0.22531544,-0.17643077,0.02554529,-0.01156573,0.64782223,-1.08130259
-3.86893447,1.80559003,-1.47043198,0.58143851,-0.91841589,0.51292031,-0.25779030,0.00106339,-0.00036810,0.47646701,-0.12439192,0.24991180,-0.26256658,0.22540014,-0.17734832,0.02517783,-0.01286271,0.62513785,-1.08034779
-3.86293147,1.80222102,-1.48707533,0.55323146,-0.92519440,0.51674431,-0.25979085,0.00099855,-0.00038114,0.48438896,-0.13524497,0.25111420,-0.26565588,0.22574962,-0.17801770,0.02480360,-0.01423067,0.60643164,-1.07704025
-3.85692846,1.80470500,-1.50293631,0.52893457,-0.92866133,0.52200708,-0.26266464,0.00093516,-0.00040203,0.49285434,-0.14694292,0.25397877,-0.26847849,0.22636223,-0.17840021,0.02442690,-0.01565578,0.59190227,-1.07113064
-3.85092546,1.81339043,-1.51761190,0.50864836,-0.92875131,0.52883480,-0.26626508,0.00087398,-0.00042974,0.50197790,-0.15942202,0.25857392,-0.27094222,0.22723900,-0.17846881,0.02405130,-0.01712230,0.58169536,-1.06245138
-3.84492246,1.82857467,-1.53075804,0.49242197,-0.92547640,0.53734155,-0.27044204,0.00081568,-0.00046329,0.51188029,-0.17260578,0.26494038,-0.27296888,0.22838576,-0.17820797,0.02367971,-0.01861281,0.57590956,-1.05091676
-3.83891946,1.85051037,-1.54208919,0.48026195,-0.91891987,0.54762954,-0.27504445,0.00076082,-0.00050168,0.52268817,-0.18640494,0.27309068,-0.27449430,0.22981459,-0.17761312,0.02331449,-0.02010839,0.57460202,-1.03651997
-3.83291646,1.87940890,-1.55137595,0.47214029,-0.90922811,0.55978868,-0.27992276,0.00070988,-0.00054394,0.53453356,-0.20071811,0.28300880,-0.27546790,0.23154454,-0.17668970,0.02295744,-0.02158902,0.57779272,-1.01932726
-3.82691346,1.91544044,-1.55844141,0.46800147,-0.89660099,0.57389541,-0.28493118,0.00066321,-0.00058908,0.54755208,-0.21543296,0.29465001,-0.27585204,0.23360150,-0.17545199,0.02260996,-0.02303400,0.58546746,-0.99946999
-3.82091046,1.95873033,-1.56315686,0.46776805,-0.88128136,0.59001067,-0.28992992,0.00062109,-0.00063612,0.56187994,-0.23042799,0.30794092,-0.27562127,0.23601736,-0.17392179,0.02227299,-0.02442242,0.59757934,-0.97713504
-3.81490745,2.00935165,-1.56543740,0.47134468,-0.86354424,0.60817710,-0.29478732,0.00058372,-0.00068405,0.57764963,-0.24557497,0.32277987,-0.27476146,0.23882822,-0.17212696,0.02194710,-0.02573371,0.61404872,-0.95255426
-3.80890445,2.06731444,-1.56523804,0.47862048,-0.84368623,0.62841556,-0.29938199,0.00055119,-0.00073189,0.59498439,-0.26074181,0.33903742,-0.27326894,0.24207213,-0.17010011,0.02163244,-0.02694818,0.63476188,-0.92599371
-3.80290145,2.13255216,-1.56255066,0.48946979,-0.82201557,0.65072106,-0.30360474,0.00052353,-0.00077863,0.61399142,-0.27579596,0.35655739,-0.27114971,0.24578608,-0.16787735,0.02132874,-0.02804762,0.65956850,-0.89774312
