energy_ev,total_up,Ge_p_up,Ge_d_up,Hg_p_up,Hg_d_up,Te_p_up,Te_d_up
-5.61580790,0.92926684,0.25943262,0.00000000,0.81815773,0.13934727,0.22159141,0.00000000
-5.60980490,1.01590165,0.27981580,0.00000000,0.88884147,0.15335511,0.24076919,0.00000000
-5.60380190,1.11229951,0.30227908,0.00000000,0.96695781,0.16890180,0.26228987,0.00000000
-5.59779890,1.21771551,0.32654586,0.00000000,1.05174940,0.18588678,0.28597358,0.00000000
-5.59179590,1.33123774,0.35230298,0.00000000,1.14232262,0.20418254,0.31160102,0.00000000
-5.58579290,1.45178751,0.37920472,0.00000000,1.23765439,0.22363394,0.33891409,0.00000000
-5.57978989,1.57812236,0.40687736,0.00000000,1.33660166,0.24405810,0.36761715,0.00000000
-5.57378689,1.70884285,0.43492453,0.00000000,1.43791377,0.26524478,0.39737904,0.00000000
-5.56778389,1.84240331,0.46293323,0.00000000,1.54024772,0.28695766,0.42783590,0.00000000
-5.56178089,1.97712737,0.49048036,0.00000000,1.64218664,0.30893634,0.45859501,0.00000000
-5.55577789,2.11122833,0.51713986,0.00000000,1.74226121,0.33089931,0.48923962,0.00000000
-5.54977489,2.24283451,0.54249020,0.00000000,1.83897397,0.35254781,0.51933488,0.00000000
-5.54377189,2.37001953,0.56612215,0.00000000,1.93082610,0.37357062,0.54843477,0.00000000
-5.53776888,2.49083709,0.58764652,0.00000000,2.01634624,0.39364978,0.57609002,0.00000000
-5.53176588,2.60335955,0.60670196,0.00000000,2.09412068,0.41246695,0.60185685,0.00000000
-5.52576288,2.70571946,0.62296231,0.00000000,2.16282422,0.42971049,0.62530631,0.00000000
-5.51975988,2.79615293,0.63614349,0.00000000,2.22125066,0.44508289,0.64603411,0.00000000
-5.51375688,2.87304330,0.64600966,0.00000000,2.26834217,0.45830833,0.66367044,0.00000000
-5.50775388,2.93496383,0.65237850,0.00000000,2.30321639,0.46914022,0.67788962,0.00000000
-5.50175088,2.98071756,0.65512534,0.00000000,2.32519031,0.47736827,0.68841916,0.00000000
-5.49574787,3.00937294,0.65418603,0.00000000,2.33379994,0.48282488,0.69504784,0.00000000
-5.48974487,3.02029344,0.64955856,0.00000000,2.32881493,0.48539055,0.69763256,0.00000000
-5.48374187,3.01315994,0.64130302,0.00000000,2.31024748,0.48499809,0.69610353,0.00000000
-5.47773887,2.98798456,0.62954024,0.00000000,2.27835491,0.48163534,0.69046765,0.00000000
-5.47173587,2.94511530,0.61444883,0.00000000,2.23363567,0.47534631,0.68080974,0.00000000
-5.46573287,2.88523081,0.59626080,0.00000000,2.17681875,0.46623060,0.66729171,0.00000000
-5.45972986,2.80932537,0.57525588,0.00000000,2.10884672,0.45444115,0.65014942,0.00000000
-5.45372686,2.71868440,0.55175464,0.00000000,2.03085282,0.44018027,0.62968748,0.00000000
-5.44772386,2.61485147,0.52611067,0.00000000,1.94413303,0.42369423,0.60627203,0.00000000
-5.44172086,2.49958772,0.49870207,0.00000000,1.85011392,0.40526653,0.58032186,0.00000000
-5.43571786,2.37482555,0.46992243,0.00000000,1.75031742,0.38521008,0.55229808,0.00000000
-5.42971486,2.24261813,0.44017176,0.00000000,1.64632398,0.36385875,0.52269280,0.00000000
-5.42371186,2.10508679,0.40984753,0.00000000,1.53973512,0.34155841,0.49201716,0.00000000
-5.41770885,1.96436826,0.37933618,0.00000000,1.43213696,0.31865804,0.46078926,0.00000000
-5.41170585,1.82256362,0.34900531,0.00000000,1.32506576,0.29550108,0.42952221,0.00000000
-5.40570285,1.68169093,0.31919698,0.00000000,1.21997660,0.27241738,0.39871292,0.00000000
-5.39969985,1.54364282,0.29022197,0.00000000,1.11821621,0.24971610,0.36883176,0.00000000
-5.39369685,1.41015060,0.26235556,0.00000000,1.02100046,0.22767957,0.34031348,0.00000000
-5.38769385,1.28275552,0.23583453,0.00000000,0.92939712,0.20655855,0.31354957,0.00000000
-5.38169085,1.16278787,0.21085576,0.00000000,0.84431401,0.18656871,0.28888222,0.00000000
-5.37568784,1.05135408,0.18757608,0.00000000,0.76649253,0.16788852,0.26659985,0.00000000
-5.36968484,0.94933150,0.16611358,0.00000000,0.69650645,0.15065848,0.24693436,0.00000000
-5.36368184,0.85737070,0.14655005,0.00000000,0.63476534,0.13498152,0.23005986,0.00000000
-5.35767884,0.77590416,0.12893446,0.00000000,0.58152243,0.12092459,0.21609299,0.00000000
-5.35167584,0.70516089,0.11328738,0.00000000,0.53688605,0.10852116,0.20509452,0.00000000
-5.34567284,0.64518570,0.09960586,0.00000000,0.50083403,0.09777444,0.19707217,0.00000000
-5.33966983,0.59586213,0.08786894,0.00000000,0.47323050,0.08866128,0.19198451,0.00000000
-5.33366683,0.55693805,0.07804321,0.00000000,0.45384434,0.08113637,0.18974580,0.00000000
-5.32766383,0.52805284,0.07008838,0.00000000,0.44236869,0.07513666,0.19023155,0.00000000
-5.32166083,0.50876523,0.06396264,0.00000000,0.43844089,0.07058591,0.19328477,0.00000000
-5.31565783,0.49858093,0.05962757,0.00000000,0.44166240,0.06739902,0.19872271,0.00000000
-5.30965483,0.49697919,0.05705251,0.00000000,0.45161814,0.06548625,0.20634397,0.00000000
-5.30365183,0.50343768,0.05621807,0.00000000,0.46789466,0.06475701,0.21593588,0.00000000
-5.29764882,0.51745498,0.05711883,0.00000000,0.49009695,0.06512336,0.22728191,0.00000000
-5.29164582,0.53857010,0.05976501,0.00000000,0.51786305,0.06650289,0.24016900,0.00000000
-5.28564282,0.56637846,0.06418300,0.00000000,0.55087629,0.06882110,0.25439462,0.00000000
-5.27963982,0.60054392,0.07041475,0.00000000,0.58887454,0.07201326,0.26977322,0.00000000
-5.27363682,0.64080633,0.07851593,0.00000000,0.63165597,0.07602551,0.28614198,0.00000000
-5.26763382,0.68698421,0.08855288,0.00000000,0.67908110,0.08081536,0.30336548,0.00000000
-5.26163082,0.73897240,0.10059836,0.00000000,0.73107056,0.08635154,0.32133905,0.00000000
-5.25562781,0.79673440,0.11472620,0.00000000,0.78759848,0.09261309,0.33999065,0.00000000
-5.24962481,0.86028946,0.13100497,0.00000000,0.84868145,0.09958790,0.35928099,0.00000000
-5.24362181,0.92969465,0.14949087,0.00000000,0.91436306,0.10727051,0.37920179,0.00000000
-5.23761881,1.00502231,0.17021999,0.00000000,0.98469443,0.11565944,0.39977210,0.00000000
-5.23161581,1.08633363,0.19320042,0.00000000,1.05971144,0.12475398,0.42103277,0.00000000
-5.22561281,1.17364928,0.21840427,0.00000000,1.13940926,0.13455072,0.44303919,0.00000000
-5.21960980,1.26691836,0.24576034,0.00000000,1.22371562,0.14503979,0.46585245,0.00000000
-5.21360680,1.36598711,0.27514741,0.00000000,1.31246383,0.15620106,0.48952946,0.00000000
-5.20760380,1.47056889,0.30638898,0.00000000,1.40536727,0.16800061,0.51411232,0.00000000
-5.20160080,1.58021736,0.33924958,0.00000000,1.50199678,0.18038736,0.53961761,0.00000000
-5.19559780,1.69430437,0.37343307,0.00000000,1.60176260,0.19329042,0.56602606,0.00000000
-5.18959480,1.81200431,0.40858333,0.00000000,1.70390221,0.20661708,0.59327323,0.00000000
-5.18359180,1.93228634,0.44428735,0.00000000,1.80747552,0.22025170,0.62124193,0.00000000
-5.17758879,2.05391558,0.48008101,0.00000000,1.91136821,0.23405568,0.64975666,0.00000000
-5.17158579,2.17546413,0.51545742,0.00000000,2.01430388,0.24786848,0.67858077,0.00000000
-5.16558279,2.29533200,0.54987766,0.00000000,2.11486510,0.26150987,0.70741649,0.00000000
-5.15957979,2.41177783,0.58278368,0.00000000,2.21152312,0.27478322,0.73590812,0.00000000
-5.15357679,2.52295868,0.61361288,0.00000000,2.30267518,0.28747991,0.76364834,0.00000000
-5.14757379,2.62697734,0.64181383,0.00000000,2.38668836,0.29938458,0.79018760,0.00000000
-5.14157079,2.72193573,0.66686262,0.00000000,2.46194800,0.31028114,0.81504606,0.00000000
-5.13556778,2.80599189,0.68827894,0.00000000,2.52690877,0.31995914,0.83772794,0.00000000
-5.12956478,2.87741836,0.70564142,0.00000000,2.58014609,0.32822046,0.85773730,0.00000000
-5.12356178,2.93465931,0.71860138,0.00000000,2.62040546,0.33488575,0.87459496,0.00000000
-5.11755878,2.97638379,0.72689439,0.00000000,2.64664752,0.33980059,0.88785544,0.00000000
-5.11155578,3.00153261,0.73034919,0.00000000,2.65808653,0.34284087,0.89712342,0.00000000
-5.10555278,3.00935690,0.72889342,0.00000000,2.65422056,0.34391727,0.90206875,0.00000000
-5.09954977,2.99944638,0.72255603,0.00000000,2.63485198,0.34297864,0.90243956,0.00000000
-5.09354677,2.97174606,0.71146615,0.00000000,2.60009725,0.34001404,0.89807260,0.00000000
-5.08754377,2.92656098,0.69584861,0.00000000,2.55038566,0.33505342,0.88890061,0.00000000
-5.08154077,2.86454843,0.67601629,0.00000000,2.48644718,0.32816693,0.87495625,0.00000000
-5.07553777,2.78669857,0.65235962,0.00000000,2.40929012,0.31946286,0.85637252,0.00000000
-5.06953477,2.69430422,0.62533387,0.00000000,2.32016978,0.30908432,0.83337973,0.00000000
-5.06353177,2.58892140,0.59544476,0.00000000,2.22054960,0.29720494,0.80629913,0.00000000
-5.05752876,2.47232254,0.56323298,0.00000000,2.11205670,0.28402360,0.77553357,0.00000000
-5.05152576,2.34644448,0.52925844,0.00000000,1.99643393,0.26975862,0.74155579,0.00000000
-5.04552276,2.21333360,0.49408474,0.00000000,1.87549033,0.25464152,0.70489465,0.00000000
-5.03951976,2.07509018,0.45826464,0.00000000,1.75105228,0.23891075,0.66612015,0.00000000
-5.03351676,1.93381448,0.42232682,0.00000000,1.62491706,0.22280548,0.62582768,0.00000000
-5.02751376,1.79155618,0.38676459,0.00000000,1.49881056,0.20655986,0.58462238,0.00000000
-5.02151076,1.65026903,0.35202664,0.00000000,1.37435037,0.19039771,0.54310387,0.00000000
-5.01550775,1.51177194,0.31851017,0.00000000,1.25301534,0.17452808,0.50185220,0.00000000
-5.00950475,1.37771729,0.28655625,0.00000000,1.13612204,0.15914147,0.46141523,0.00000000
-5.00350175,1.24956716,0.25644760,0.00000000,1.02480851,0.14440708,0.42229777,0.00000000
-4.99749875,1.12857721,0.22840839,0.00000000,0.92002501,0.13047081,0.38495289,0.00000000
-4.99149575,1.01578825,0.20260596,0.00000000,0.82253138,0.11745422,0.34977521,0.00000000
-4.98549275,0.91202459,0.17915407,0.00000000,0.73290038,0.10545428,0.31709635,0.00000000
-4.97948974,0.81789861,0.15811744,0.00000000,0.65152596,0.09454377,0.28718249,0.00000000
-4.97348674,0.73382025,0.13951710,0.00000000,0.57863569,0.08477235,0.26023362,0.00000000
-4.96748374,0.66001055,0.12333634,0.00000000,0.51430607,0.07616804,0.23638454,0.00000000
-4.96148074,0.59651799,0.10952682,0.00000000,0.45847984,0.06873906,0.21570715,0.00000000
-4.95547774,0.54323652,0.09801454,0.00000000,0.41098425,0.06247591,0.19821389,0.00000000
-4.94947474,0.49992445,0.08870559,0.00000000,0.37154932,0.05735351,0.18386194,0.00000000
-4.94347174,0.46622320,0.08149125,0.00000000,0.33982563,0.05333337,0.17255802,0.00000000
-4.93746873,0.44167531,0.07625254,0.00000000,0.31540066,0.05036569,0.16416364,0.00000000
-4.93146573,0.42574124,0.07286388,0.00000000,0.29781365,0.04839128,0.15850044,0.00000000
-4.92546273,0.41781462,0.07119610,0.00000000,0.28656843,0.04734332,0.15535570,0.00000000
-4.91945973,0.41723579,0.07111856,0.00000000,0.28114433,0.04714894,0.15448785,0.00000000
-4.91345673,0.42330371,0.07250064,0.00000000,0.28100502,0.04773058,0.15563187,0.00000000
-4.90745373,0.43528632,0.07521245,0.00000000,0.28560552,0.04900712,0.15850475,0.00000000
-4.90145073,0.45242951,0.07912513,0.00000000,0.29439758,0.05089491,0.16281076,0.00000000
-4.89544772,0.47396507,0.08411061,0.00000000,0.30683370,0.05330862,0.16824682,0.00000000
-4.88944472,0.49911787,0.09004111,0.00000000,0.32237001,0.05616196,0.17450769,0.00000000
-4.88344172,0.52711244,0.09678843,0.00000000,0.34046850,0.05936838,0.18129119,0.00000000
-4.87743872,0.55717942,0.10422322,0.00000000,0.36059876,0.06284169,0.18830327,0.00000000
-4.87143572,0.58856179,0.11221427,0.00000000,0.38223947,0.06649667,0.19526306,0.00000000
-4.86543272,0.62052129,0.12062797,0.00000000,0.40488008,0.07024973,0.20190752,0.00000000
-4.85942971,0.65234490,0.12932803,0.00000000,0.42802264,0.07401952,0.20799595,0.00000000
-4.85342671,0.68335148,0.13817555,0.00000000,0.45118405,0.07772763,0.21331396,0.00000000
-4.84742371,0.71289847,0.14702944,0.00000000,0.47389873,0.08129927,0.21767692,0.00000000
-4.84142071,0.74038859,0.15574721,0.00000000,0.49572185,0.08466404,0.22093276,0.00000000
-4.83541771,0.76527637,0.16418626,0.00000000,0.51623296,0.08775665,0.22296397,0.00000000
-4.82941471,0.78707433,0.17220554,0.00000000,0.53504004,0.09051764,0.22368870,0.00000000
-4.82341171,0.80535866,0.17966751,0.00000000,0.55178389,0.09289411,0.22306104,0.00000000
-4.81740870,0.81977413,0.18644047,0.00000000,0.56614255,0.09484040,0.22107021,0.00000000
-4.81140570,0.83003825,0.19240109,0.00000000,0.57783582,0.09631863,0.21773899,0.00000000
-4.80540270,0.83594422,0.19743707,0.00000000,0.58662950,0.09729928,0.21312117,0.00000000
-4.79939970,0.83736288,0.20144973,0.00000000,0.59233921,0.09776149,0.20729828,0.00000000
-4.79339670,0.83424319,0.20435660,0.00000000,0.59483362,0.09769340,0.20037567,0.00000000
-4.78739370,0.82661149,0.20609367,0.00000000,0.59403684,0.09709218,0.19247816,0.00000000
-4.78139070,0.81456931,0.20661732,0.00000000,0.58992986,0.09596401,0.18374536,0.00000000
-4.77538769,0.79828973,0.20590580,0.00000000,0.58255084,0.09432382,0.17432680,0.00000000
-4.76938469,0.77801248,0.20396011,0.00000000,0.57199418,0.09219490,0.16437727,0.00000000
-4.76338169,0.75403767,0.20080429,0.00000000,0.55840824,0.08960830,0.15405223,0.00000000
-4.75737869,0.72671840,0.19648503,0.00000000,0.54199187,0.08660205,0.14350372,0.00000000
-4.75137569,0.69645242,0.19107056,0.00000000,0.52298957,0.08322031,0.13287662,0.00000000
-4.74537269,0.66367290,0.18464902,0.00000000,0.50168558,0.07951230,0.12230563,0.00000000
-4.73936968,0.62883879,0.17732605,0.00000000,0.47839701,0.07553119,0.11191281,0.00000000
-4.73336668,0.59242471,0.16922209,0.00000000,0.45346614,0.07133287,0.10180574,0.00000000
-4.72736368,0.55491099,0.16046907,0.00000000,0.42725226,0.06697476,0.09207647,0.00000000
-4.72136068,0.51677392,0.15120702,0.00000000,0.40012331,0.06251454,0.08280092,0.00000000
-4.71535768,0.47847647,0.14158044,0.00000000,0.37244753,0.05800900,0.07403900,0.00000000
-4.70935468,0.44046002,0.13173472,0.00000000,0.34458554,0.05351293,0.06583510,0.00000000
-4.70335168,0.40313692,0.12181279,0.00000000,0.31688302,0.04907817,0.05821908,0.00000000
-4.69734867,0.36688455,0.11195192,0.00000000,0.28966433,0.04475274,0.05120752,0.00000000
-4.69134567,0.33204051,0.10228109,0.00000000,0.26322721,0.04058022,0.04480526,0.00000000
-4.68534267,0.29889956,0.09291868,0.00000000,0.23783871,0.03659927,0.03900705,0.00000000
-4.67933967,0.26771186,0.08397080,0.00000000,0.21373244,0.03284336,0.03379927,0.00000000
-4.67333667,0.23868277,0.07553012,0.00000000,0.19110723,0.02934068,0.02916167,0.00000000
-4.66733367,0.21197404,0.06767529,0.00000000,0.17012700,0.02611425,0.02506906,0.00000000
-4.66133067,0.18770611,0.06047084,0.00000000,0.15092192,0.02318216,0.02149287,0.00000000
-4.65532766,0.16596148,0.05396755,0.00000000,0.13359049,0.02055799,0.01840257,0.00000000
-4.64932466,0.14678881,0.04820323,0.00000000,0.11820254,0.01825132,0.01576698,0.00000000
-4.64332166,0.13020750,0.04320372,0.00000000,0.10480280,0.01626823,0.01355531,0.00000000
-4.63731866,0.11621246,0.03898415,0.00000000,0.09341477,0.01461199,0.01173806,0.00000000
-4.63131566,0.10477888,0.03555028,0.00000000,0.08404473,0.01328357,0.01028773,0.00000000
-4.62531266,0.09586665,0.03289976,0.00000000,0.07668554,0.01228221,0.00917929,0.00000000
-4.61930965,0.08942421,0.03102343,0.00000000,0.07132007,0.01160594,0.00839050,0.00000000
-4.61330665,0.08539175,0.02990639,0.00000000,0.06792409,0.01125185,0.00790200,0.00000000
-4.60730365,0.08370361,0.02952890,0.00000000,0.06646832,0.01121641,0.00769731,0.00000000
-4.60130065,0.08428965,0.02986704,0.00000000,0.06691972,0.01149555,0.00776258,0.00000000
-4.59529765,0.08707581,0.03089318,0.00000000,0.06924193,0.01208463,0.00808629,0.00000000
-4.58929465,0.09198380,0.03257617,0.00000000,0.07339469,0.01297826,0.00865872,0.00000000
-4.58329165,0.09892994,0.03488146,0.00000000,0.07933261,0.01417004,0.00947146,0.00000000
-4.57728864,0.10782347,0.03777091,0.00000000,0.08700306,0.01565211,0.01051670,0.00000000
-4.57128564,0.11856446,0.04120276,0.00000000,0.09634368,0.01741474,0.01178660,0.00000000
-4.56528264,0.13104141,0.04513137,0.00000000,0.10727940,0.01944581,0.01327258,0.00000000
-4.55927964,0.14512911,0.04950721,0.00000000,0.11971942,0.02173029,0.01496461,0.00000000
-4.55327664,0.16068666,0.05427684,0.00000000,0.13355436,0.02424978,0.01685060,0.00000000
-4.54727364,0.17755612,0.05938324,0.00000000,0.14865369,0.02698218,0.01891585,0.00000000
-4.54127064,0.19556200,0.06476624,0.00000000,0.16486396,0.02990136,0.02114259,0.00000000
-4.53526763,0.21451165,0.07036332,0.00000000,0.18200777,0.03297714,0.02350974,0.00000000
-4.52926463,0.23419677,0.07611065,0.00000000,0.19988388,0.03617537,0.02599275,0.00000000
-4.52326163,0.25439614,0.08194447,0.00000000,0.21826854,0.03945821,0.02856371,0.00000000
-4.51725863,0.27487946,0.08780260,0.00000000,0.23691802,0.04278471,0.03119158,0.00000000
-4.51125563,0.29541225,0.09362627,0.00000000,0.25557254,0.04611150,0.03384271,0.00000000
-4.50525263,0.31576169,0.09936192,0.00000000,0.27396134,0.04939374,0.03648150,0.00000000
-4.49924962,0.33570304,0.10496309,0.00000000,0.29180885,0.05258625,0.03907121,0.00000000
-4.49324662,0.35502652,0.11039221,0.00000000,0.30884172,0.05564470,0.04157500,0.00000000
-4.48724362,0.37354400,0.11562207,0.00000000,0.32479640,0.05852690,0.04395698,0.00000000
-4.48124062,0.39109545,0.12063705,0.00000000,0.33942699,0.06119413,0.04618334,0.00000000
-4.47523762,0.40755448,0.12543388,0.00000000,0.35251285,0.06361234,0.04822357,0.00000000
-4.46923462,0.42283270,0.13002178,0.00000000,0.36386588,0.06575331,0.05005151,0.00000000
-4.46323162,0.43688259,0.13442209,0.00000000,0.37333670,0.06759557,0.05164642,0.00000000
-4.45722861,0.44969865,0.13866720,0.00000000,0.38081982,0.06912508,0.05299380,0.00000000
-4.45122561,0.46131647,0.14279878,0.00000000,0.38625723,0.07033566,0.05408614,0.00000000
-4.44522261,0.47181001,0.14686553,0.00000000,0.38964033,0.07122909,0.05492343,0.00000000
-4.43921961,0.48128685,0.15092023,0.00000000,0.39101021,0.07181491,0.05551340,0.00000000
-4.43321661,0.48988179,0.15501649,0.00000000,0.39045599,0.07210988,0.05587169,0.00000000
-4.42721361,0.49774913,0.15920522,0.00000000,0.38811176,0.07213717,0.05602171,0.00000000
-4.42121061,0.50505402,0.16353099,0.00000000,0.38415188,0.07192537,0.05599441,0.00000000
-4.41520760,0.51196336,0.16802853,0.00000000,0.37878533,0.07150722,0.05582797,0.00000000
-4.40920460,0.51863699,0.17271959,0.00000000,0.37224914,0.07091833,0.05556738,0.00000000
-4.40320160,0.52521963,0.17761031,0.00000000,0.36480161,0.07019587,0.05526407,0.00000000
-4.39719860,0.53183408,0.18268938,0.00000000,0.35671547,0.06937721,0.05497559,0.00000000
-4.39119560,0.53857646,0.18792701,0.00000000,0.34827158,0.06849888,0.05476541,0.00000000
-4.38519260,0.54551351,0.19327498,0.00000000,0.33975340,0.06759551,0.05470283,0.00000000
-4.37918959,0.55268250,0.19866769,0.00000000,0.33144258,0.06669921,0.05486313,0.00000000
-4.37318659,0.56009376,0.20402436,0.00000000,0.32361586,0.06583912,0.05532776,0.00000000
-4.36718359,0.56773557,0.20925214,0.00000000,0.31654320,0.06504123,0.05618470,0.00000000
-4.36118059,0.57558148,0.21425017,0.00000000,0.31048741,0.06432861,0.05752896,0.00000000
-4.35517759,0.58359918,0.21891429,0.00000000,0.30570470,0.06372173,0.05946290,0.00000000
-4.34917459,0.59176068,0.22314222,0.00000000,0.30244623,0.06323909,0.06209650,0.00000000
-4.34317159,0.60005286,0.22683896,0.00000000,0.30096011,0.06289790,0.06554741,0.00000000
-4.33716858,0.60848757,0.22992198,0.00000000,0.30149332,0.06271483,0.06994051,0.00000000
-4.33116558,0.61711065,0.23232616,0.00000000,0.30429336,0.06270676,0.07540697,0.00000000
-4.32516258,0.62600878,0.23400785,0.00000000,0.30960886,0.06289131,0.08208271,0.00000000
-4.31915958,0.63531369,0.23494813,0.00000000,0.31768883,0.06328727,0.09010594,0.00000000
-4.31315658,0.64520300,0.23515486,0.00000000,0.32878020,0.06391466,0.09961405,0.00000000
-4.30715358,0.65589744,0.23466336,0.00000000,0.34312342,0.06479452,0.11073947,0.00000000
