energy_ev,total_up,Al_p_up,Al_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-6.00000000,7.21404644,0.11503401,0.00000000,0.00267221,5.03877486,4.46368489,3.66427526
-5.99399700,7.21688086,0.11156439,0.00000000,0.00269761,5.05793002,4.52239334,3.67340806
-5.98799400,7.21297395,0.10872532,0.00000000,0.00273834,5.07059675,4.57705548,3.67379962
-5.98199100,7.20132205,0.10648795,0.00000000,0.00279458,5.07607245,4.62627326,3.66501009
-5.97598799,7.18103051,0.10481913,0.00000000,0.00286616,5.07374870,4.66871707,3.64669163
-5.96998499,7.15135801,0.10368280,0.00000000,0.00295248,5.06314178,4.70317463,3.61860570
-5.96398199,7.11175373,0.10304121,0.00000000,0.00305255,5.04391844,4.72859545,3.58063809
-5.95797899,7.06188608,0.10285572,0.00000000,0.00316493,5.01591599,4.74412879,3.53281105
-5.95197599,7.00166162,0.10308729,0.00000000,0.00328773,4.97915534,4.74915348,3.47529175
-5.94597299,6.93123328,0.10369678,0.00000000,0.00341869,4.93384643,4.74329820,3.40839652
-5.93996998,6.85099748,0.10464487,0.00000000,0.00355512,4.88038546,4.72645145,3.33259039
-5.93396698,6.76158016,0.10589188,0.00000000,0.00369406,4.81934392,4.69876044,3.24848158
-5.92796398,6.66381242,0.10739743,0.00000000,0.00383225,4.75144972,4.66061929,3.15681107
-5.92196098,6.55869674,0.10912003,0.00000000,0.00396628,4.67756115,4.61264702,3.05843727
-5.91595798,6.44736562,0.11101665,0.00000000,0.00409263,4.59863488,4.55565650,2.95431641
-5.90995498,6.33103455,0.11304244,0.00000000,0.00420783,4.51568953,4.49061614,2.84547929
-5.90395198,6.21095177,0.11515050,0.00000000,0.00430851,4.42976653,4.41860622,2.73300531
-5.89794897,6.08834746,0.11729187,0.00000000,0.00439155,4.34189027,4.34077227,2.61799499
-5.89194597,5.96438491,0.11941574,0.00000000,0.00445415,4.25302970,4.25827791,2.50154198
-5.88594297,5.84011623,0.12146985,0.00000000,0.00449394,4.16406303,4.17225953,2.38470604
-5.87993997,5.71644479,0.12340119,0.00000000,0.00450905,4.07574763,4.08378507,2.26848789
-5.87393697,5.59409617,0.12515686,0.00000000,0.00449819,3.98869633,3.99381879,2.15380730
-5.86793397,5.47359898,0.12668516,0.00000000,0.00446066,3.90336127,3.90319352,2.04148490
-5.86193097,5.35527605,0.12793674,0.00000000,0.00439641,3.82002593,3.81259133,1.93222870
-5.85592796,5.23924612,0.12886592,0.00000000,0.00430598,3.73880534,3.72253309,1.82662544
-5.84992496,5.12543548,0.12943196,0.00000000,0.00419056,3.65965423,3.63337682,1.72513693
-5.84392196,5.01359831,0.12960025,0.00000000,0.00405186,3.58238223,3.54532415,1.62810110
-5.83791896,4.90334423,0.12934345,0.00000000,0.00389210,3.50667509,3.45843395,1.53573749
-5.83191596,4.79417123,0.12864235,0.00000000,0.00371390,3.43212029,3.37264172,1.44815626
-5.82591296,4.68550187,0.12748655,0.00000000,0.00352022,3.35823583,3.28778317,1.36537028
-5.81990995,4.57672064,0.12587481,0.00000000,0.00331420,3.28450018,3.20362041,1.28730907
-5.81390695,4.46721073,0.12381513,0.00000000,0.00309916,3.21038222,3.11986911,1.21383409
-5.80790395,4.35638821,0.12132453,0.00000000,0.00287838,3.13536946,3.03622502,1.14475419
-5.80190095,4.24373242,0.11842848,0.00000000,0.00265511,3.05899365,2.95238887,1.07984074
-5.79589795,4.12881145,0.11516012,0.00000000,0.00243242,2.98085257,2.86808829,1.01884169
-5.78989495,4.01130202,0.11155922,0.00000000,0.00221314,2.90062764,2.78309633,0.96149410
-5.78389195,3.89100350,0.10767096,0.00000000,0.00199983,2.81809686,2.69724587,0.90753488
-5.77788894,3.76784601,0.10354460,0.00000000,0.00179469,2.73314298,2.61044000,0.85670942
-5.77188594,3.64189303,0.09923209,0.00000000,0.00159956,2.64575716,2.52265820,0.80877835
-5.76588294,3.51333885,0.09478662,0.00000000,0.00141592,2.55603827,2.43395874,0.76352218
-5.75987994,3.38250162,0.09026134,0.00000000,0.00124485,2.46418839,2.34447744,0.72074426
-5.75387694,3.24981255,0.08570805,0.00000000,0.00108710,2.37050492,2.25442345,0.68027214
-5.74787394,3.11580210,0.08117609,0.00000000,0.00094306,2.27536990,2.16407230,0.64195758
-5.74187094,2.98108371,0.07671140,0.00000000,0.00081283,2.17923710,2.07375685,0.60567556
-5.73586793,2.84633577,0.07235576,0.00000000,0.00069625,2.08261731,1.98385648,0.57132245
-5.72986493,2.71228244,0.06814618,0.00000000,0.00059296,1.98606250,1.89478504,0.53881360
-5.72386193,2.57967372,0.06411457,0.00000000,0.00050243,1.89014914,1.80697787,0.50808053
-5.71785893,2.44926550,0.06028752,0.00000000,0.00042401,1.79546135,1.72087840,0.47906796
-5.71185593,2.32179978,0.05668631,0.00000000,0.00035697,1.70257411,1.63692459,0.45173063
-5.70585293,2.19798590,0.05332704,0.00000000,0.00030057,1.61203722,1.55553570,0.42603032
-5.69984992,2.07848289,0.05022092,0.00000000,0.00025407,1.52436016,1.47709977,0.40193288
-5.69384692,1.96388375,0.04737469,0.00000000,0.00021678,1.43999855,1.40196212,0.37940557
-5.68784392,1.85470193,0.04479109,0.00000000,0.00018807,1.35934243,1.33041542,0.35841463
-5.68184092,1.75136056,0.04246946,0.00000000,0.00016743,1.28270687,1.26269158,0.33892328
-5.67583792,1.65418479,0.04040633,0.00000000,0.00015445,1.21032511,1.19895578,0.32089016
-5.66983492,1.56339755,0.03859611,0.00000000,0.00014886,1.14234464,1.13930309,0.30426820
-5.66383192,1.47911889,0.03703172,0.00000000,0.00015054,1.07882627,1.08375762,0.28900412
-5.65782891,1.40136905,0.03570522,0.00000000,0.00015949,1.01974626,1.03227440,0.27503835
-5.65182591,1.33007492,0.03460846,0.00000000,0.00017586,0.96500145,0.98474393,0.26230556
-5.64582291,1.26507984,0.03373357,0.00000000,0.00019997,0.91441727,0.94099917,0.25073568
-5.63981991,1.20615611,0.03307344,0.00000000,0.00023224,0.86775801,0.90082467,0.24025527
-5.63381691,1.15301968,0.03262212,0.00000000,0.00027322,0.82473932,0.86396733,0.23078936
-5.62781391,1.10534618,0.03237505,0.00000000,0.00032357,0.78504196,0.83014844,0.22226343
-5.62181091,1.06278770,0.03232914,0.00000000,0.00038404,0.74832646,0.79907615,0.21460548
-5.61580790,1.02498920,0.03248286,0.00000000,0.00045543,0.71424796,0.77045794,0.20774814
-5.60980490,0.99160401,0.03283602,0.00000000,0.00053861,0.68247048,0.74401241,0.20163055
-5.60380190,0.96230742,0.03338949,0.00000000,0.00063444,0.65268013,0.71947975,0.19619997
-5.59779890,0.93680795,0.03414487,0.00000000,0.00074378,0.62459666,0.69663054,0.19141300
-5.59179590,0.91485569,0.03510390,0.00000000,0.00086747,0.59798279,0.67527239,0.18723632
-5.58579290,0.89624746,0.03626797,0.00000000,0.00100625,0.57265121,0.65525417,0.18364685
-5.57978989,0.88082864,0.03763743,0.00000000,0.00116079,0.54846875,0.63646786,0.18063146
-5.57378689,0.86849185,0.03921099,0.00000000,0.00133161,0.52535797,0.61884793,0.17818605
-5.56778389,0.85917253,0.04098509,0.00000000,0.00151910,0.50329590,0.60236842,0.17631424
-5.56178089,0.85284210,0.04295336,0.00000000,0.00172348,0.48231039,0.58703812,0.17502555
-5.55577789,0.84949888,0.04510620,0.00000000,0.00194475,0.46247419,0.57289414,0.17433337
-5.54977489,0.84915773,0.04743038,0.00000000,0.00218272,0.44389719,0.55999433,0.17425268
-5.54377189,0.85183862,0.04990895,0.00000000,0.00243695,0.42671723,0.54840905,0.17479766
-5.53776888,0.85755518,0.05252120,0.00000000,0.00270678,0.41108995,0.53821273,0.17597932
-5.53176588,0.86630340,0.05524280,0.00000000,0.00299128,0.39717816,0.52947572,0.17780338
-5.52576288,0.87805139,0.05804620,0.00000000,0.00328928,0.38514111,0.52225677,0.18026816
-5.51975988,0.89273027,0.06090108,0.00000000,0.00359933,0.37512427,0.51659654,0.18336297
-5.51375688,0.91022681,0.06377497,0.00000000,0.00391972,0.36724978,0.51251229,0.18706675
-5.50775388,0.93037797,0.06663403,0.00000000,0.00424850,0.36160810,0.50999402,0.19134712
-5.50175088,0.95296738,0.06944383,0.00000000,0.00458344,0.35825105,0.50900212,0.19615987
-5.49574787,0.97772410,0.07217018,0.00000000,0.00492208,0.35718646,0.50946644,0.20144887
-5.48974487,1.00432330,0.07477999,0.00000000,0.00526171,0.35837459,0.51128685,0.20714641
-5.48374187,1.03238920,0.07724208,0.00000000,0.00559940,0.36172641,0.51433514,0.21317396
-5.47773887,1.06149984,0.07952789,0.00000000,0.00593205,0.36710385,0.51845801,0.21944326
-5.47173587,1.09119373,0.08161216,0.00000000,0.00625635,0.37432176,0.52348114,0.22585784
-5.46573287,1.12097813,0.08347340,0.00000000,0.00656890,0.38315183,0.52921388,0.23231481
-5.45972986,1.15033881,0.08509435,0.00000000,0.00686619,0.39332795,0.53545467,0.23870695
-5.45372686,1.17875094,0.08646221,0.00000000,0.00714469,0.40455316,0.54199663,0.24492505
-5.44772386,1.20569095,0.08756881,0.00000000,0.00740089,0.41650766,0.54863337,0.25086031
-5.44172086,1.23064890,0.08841059,0.00000000,0.00763141,0.42885772,0.55516467,0.25640699
-5.43571786,1.25314115,0.08898847,0.00000000,0.00783302,0.44126516,0.56140178,0.26146496
-5.42971486,1.27272262,0.08930770,0.00000000,0.00800278,0.45339696,0.56717230,0.26594226
-5.42371186,1.28899856,0.08937744,0.00000000,0.00813809,0.46493465,0.57232430,0.26975742
-5.41770885,1.30163495,0.08921044,0.00000000,0.00823676,0.47558315,0.57672958,0.27284159
-5.41170585,1.31036735,0.08882250,0.00000000,0.00829712,0.48507855,0.58028594,0.27514027
-5.40570285,1.31500765,0.08823192,0.00000000,0.00831807,0.49319471,0.58291829,0.27661458
-5.39969985,1.31544825,0.08745891,0.00000000,0.00829911,0.49974822,0.58457864,0.27724204
-5.39369685,1.31166352,0.08652495,0.00000000,0.00824040,0.50460157,0.58524482,0.27701674
-5.38769385,1.30370832,0.08545207,0.00000000,0.00814277,0.50766450,0.58491814,0.27594889
-5.38169085,1.29171351,0.08426220,0.00000000,0.00800770,0.50889339,0.58361993,0.27406377
-5.37568784,1.27587871,0.08297643,0.00000000,0.00783729,0.50828886,0.58138726,0.27140015
-5.36968484,1.25646250,0.08161441,0.00000000,0.00763423,0.50589169,0.57826804,0.26800811
-5.36368184,1.23377063,0.08019368,0.00000000,0.00740169,0.50177739,0.57431572,0.26394660
-5.35767884,1.20814277,0.07872916,0.00000000,0.00714325,0.49604973,0.56958402,0.25928061
-5.35167584,1.17993856,0.07723268,0.00000000,0.00686281,0.48883364,0.56412185,0.25407833
-5.34567284,1.14952359,0.07571272,0.00000000,0.00656445,0.48026784,0.55796896,0.24840830
-5.33966983,1.11725625,0.07417417,0.00000000,0.00625234,0.47049769,0.55115240,0.24233676
-5.33366683,1.08347596,0.07261839,0.00000000,0.00593060,0.45966864,0.54368422,0.23592541
-5.32766383,1.04849345,0.07104334,0.00000000,0.00560322,0.44792054,0.53556042,0.22922959
-5.32166083,1.01258366,0.06944392,0.00000000,0.00527396,0.43538318,0.52676135,0.22229702
-5.31565783,0.97598130,0.06781247,0.00000000,0.00494624,0.42217307,0.51725347,0.21516721
-5.30965483,0.93887939,0.06613939,0.00000000,0.00462312,0.40839176,0.50699248,0.20787141
-5.30365183,0.90143057,0.06441390,0.00000000,0.00430726,0.39412542,0.49592743,0.20043318
-5.29764882,0.86375088,0.06262484,0.00000000,0.00400086,0.37944572,0.48400571,0.19286949
-5.29164582,0.82592563,0.06076151,0.00000000,0.00370567,0.36441179,0.47117854,0.18519222
-5.28564282,0.78801675,0.05881451,0.00000000,0.00342302,0.34907294,0.45740653,0.17740986
-5.27963982,0.75007096,0.05677647,0.00000000,0.00315384,0.33347189,0.44266492,0.16952948
-5.27363682,0.71212824,0.05464275,0.00000000,0.00289871,0.31764817,0.42694832,0.16155853
-5.26763382,0.67422977,0.05241192,0.00000000,0.00265787,0.30164145,0.41027439,0.15350661
-5.26163082,0.63642493,0.05008611,0.00000000,0.00243132,0.28549446,0.39268636,0.14538687
-5.25562781,0.59877685,0.04767118,0.00000000,0.00221886,0.26925532,0.37425419,0.13721714
-5.24962481,0.56136622,0.04517665,0.00000000,0.00202011,0.25297913,0.35507436,0.12902051
-5.24362181,0.52429309,0.04261552,0.00000000,0.00183459,0.23672867,0.33526811,0.12082557
-5.23761881,0.48767688,0.04000383,0.00000000,0.00166178,0.22057437,0.31497852,0.11266611
-5.23161581,0.45165437,0.03736016,0.00000000,0.00150108,0.20459333,0.29436637,0.10458045
-5.22561281,0.41637627,0.03470493,0.00000000,0.00135194,0.18886774,0.27360526,0.09661038
-5.21960980,0.38200243,0.03205973,0.00000000,0.00121377,0.17348270,0.25287600,0.08879991
-5.21360680,0.34869633,0.02944652,0.00000000,0.00108603,0.15852376,0.23236093,0.08119373
-5.20760380,0.31661902,0.02688692,0.00000000,0.00096821,0.14407415,0.21223814,0.07383573
-5.20160080,0.28592315,0.02440147,0.00000000,0.00085984,0.13021214,0.19267617,0.06676745
-5.19559780,0.25674741,0.02200903,0.00000000,0.00076045,0.11700855,0.17382920,0.06002675
-5.18959480,0.22921163,0.01972629,0.00000000,0.00066962,0.10452455,0.15583315,0.05364653
-5.18359180,0.20341293,0.01756730,0.00000000,0.00058693,0.09281006,0.13880265,0.04765392
-5.17758879,0.17942299,0.01554327,0.00000000,0.00051198,0.08190246,0.12282904,0.04206953
