energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-3.34667334,3.18998985,1.46474544,1.47621397,0.00120041,0.03707127,0.27409762,0.87900915,0.00983946,0.12903619
-3.34067034,3.11366889,1.43207061,1.44875825,0.00116668,0.03571449,0.26778110,0.84966338,0.00956584,0.12490818
-3.33466733,3.02359852,1.39218728,1.41472783,0.00112994,0.03422546,0.26006899,0.81717809,0.00925162,0.12035474
-3.32866433,2.92160011,1.34580898,1.37488555,0.00109069,0.03263512,0.25111642,0.78217983,0.00890297,0.11547390
-3.32266133,2.80972231,1.29375349,1.33010473,0.00104958,0.03097590,0.24110274,0.74535192,0.00852693,0.11037226
-3.31665833,2.69018024,1.23691796,1.28134361,0.00100734,0.02928086,0.23022591,0.70741444,0.00813112,0.10516176
-3.31065533,2.56529274,1.17625271,1.22961849,0.00096477,0.02758287,0.21869648,0.66910409,0.00772358,0.09995642
-3.30465233,2.43741985,1.11273487,1.17597674,0.00092275,0.02591388,0.20673155,0.63115461,0.00731252,0.09486909
-3.29864932,2.30890288,1.04734282,1.12147058,0.00088217,0.02430423,0.19454886,0.59427834,0.00690612,0.09000853
-3.29264632,2.18200880,0.98103235,1.06713259,0.00084393,0.02278208,0.18236125,0.55914948,0.00651229,0.08547660
-3.28664332,2.05888072,0.91471527,1.01395358,0.00080888,0.02137293,0.17037155,0.52638941,0.00613852,0.08136587
-3.28064032,1.94149553,0.84924107,0.96286359,0.00077786,0.02009922,0.15876823,0.49655439,0.00579166,0.07775754
-3.27463732,1.83162963,0.78538201,0.91471604,0.00075161,0.01898006,0.14772172,0.47012593,0.00547785,0.07471978
-3.26863432,1.73083304,0.72382191,0.87027571,0.00073077,0.01803104,0.13738156,0.44750372,0.00520234,0.07230644
-3.26263132,1.64041211,0.66514866,0.83021012,0.00071591,0.01726414,0.12787444,0.42900129,0.00496946,0.07055625
-3.25662831,1.56142038,0.60985025,0.79508449,0.00070745,0.01668768,0.11930294,0.41484427,0.00478251,0.06949238
-3.25062531,1.49465709,0.55831418,0.76535997,0.00070568,0.01630645,0.11174519,0.40517101,0.00464377,0.06912248
-3.24462231,1.44067268,0.51082982,0.74139465,0.00071079,0.01612176,0.10525511,0.40003548,0.00455452,0.06943905
-3.23861931,1.39978011,0.46759323,0.72344708,0.00072279,0.01613167,0.09986342,0.39941199,0.00451502,0.07042021
-3.23261631,1.37207116,0.42871401,0.71168182,0.00074160,0.01633121,0.09557902,0.40320173,0.00452456,0.07203087
-3.22661331,1.35743643,0.39422361,0.70617632,0.00076699,0.01671264,0.09239091,0.41124046,0.00458157,0.07422414
-3.22061031,1.35558815,0.36408456,0.70692892,0.00079862,0.01726579,0.09027038,0.42330742,0.00468369,0.07694303
-3.21460730,1.36608441,0.33820027,0.71386730,0.00083602,0.01797838,0.08917334,0.43913471,0.00482783,0.08012242
-3.20860430,1.38835404,0.31642479,0.72685692,0.00087867,0.01883640,0.08904287,0.45841722,0.00501033,0.08369112
-3.20260130,1.42172106,0.29857227,0.74570922,0.00092592,0.01982449,0.08981165,0.48082250,0.00522704,0.08757412
-3.19659830,1.46542789,0.28442576,0.77018906,0.00097707,0.02092633,0.09140439,0.50600033,0.00547348,0.09169483
-3.19059530,1.51865660,0.27374519,0.80002124,0.00103138,0.02212503,0.09374003,0.53359179,0.00574490,0.09597731
-3.18459230,1.58054762,0.26627424,0.83489590,0.00108804,0.02340350,0.09673384,0.56323743,0.00603645,0.10034840
-3.17858929,1.65021541,0.26174622,0.87447256,0.00114625,0.02474482,0.10029913,0.59458443,0.00634327,0.10473964
-3.17258629,1.72676098,0.25988869,0.91838299,0.00120518,0.02613255,0.10434878,0.62729244,0.00666055,0.10908898
-3.16658329,1.80928096,0.26042708,0.96623277,0.00126402,0.02755099,0.10879645,0.66103800,0.00698370,0.11334218
-3.16058029,1.89687342,0.26308735,1.01760174,0.00132200,0.02898543,0.11355750,0.69551759,0.00730833,0.11745379
-3.15457729,1.98864070,0.26759767,1.07204363,0.00137835,0.03042228,0.11854960,0.73044904,0.00763037,0.12138778
-3.14857429,2.08368959,0.27368958,1.12908509,0.00143240,0.03184918,0.12369319,0.76557158,0.00794609,0.12511772
-3.14257129,2.18112952,0.28109853,1.18822451,0.00148352,0.03325503,0.12891161,0.80064455,0.00825210,0.12862649
-3.13656828,2.28006939,0.28956418,1.24893108,0.00153115,0.03462993,0.13413125,0.83544501,0.00854541,0.13190567
-3.13056528,2.37961395,0.29883063,1.31064445,0.00157483,0.03596513,0.13928142,0.86976448,0.00882337,0.13495444
-3.12456228,2.47886047,0.30864668,1.37277557,0.00161421,0.03725286,0.14429435,0.90340511,0.00908369,0.13777821
-3.11855928,2.57689666,0.31876639,1.43470893,0.00164900,0.03848616,0.14910512,0.93617565,0.00932441,0.14038705
-3.11255628,2.67280059,0.32894997,1.49580678,0.00167907,0.03965877,0.15365168,0.96788761,0.00954386,0.14279388
-3.10655328,2.76564342,0.33896517,1.55541549,0.00170436,0.04076486,0.15787501,0.99835184,0.00974063,0.14501267
-3.10055028,2.85449538,0.34858918,1.61287419,0.00172492,0.04179897,0.16171943,1.02737602,0.00991357,0.14705665
-3.09454727,2.93843544,0.35761099,1.66752585,0.00174093,0.04275587,0.16513306,1.05476329,0.01006173,0.14893670
-3.08854427,3.01656487,0.36583421,1.71873056,0.00175266,0.04363050,0.16806846,1.08031216,0.01018435,0.15065993
-3.08254127,3.08802437,0.37308025,1.76588087,0.00176044,0.04441800,0.17048342,1.10381806,0.01028086,0.15222866
-3.07653827,3.15201450,0.37919172,1.80841859,0.00176475,0.04511381,0.17234190,1.12507636,0.01035087,0.15363974
-3.07053527,3.20781879,0.38403578,1.84585262,0.00176607,0.04571379,0.17361504,1.14388701,0.01039417,0.15488428
-3.06453227,3.25482837,0.38750742,1.87777710,0.00176500,0.04621450,0.17428213,1.16006057,0.01041077,0.15594788
-3.05852926,3.29256733,0.38953233,1.90388890,0.00176215,0.04661340,0.17433168,1.17342545,0.01040089,0.15681130
-3.05252626,3.32071729,0.39006925,1.92400384,0.00175817,0.04690924,0.17376222,1.18383603,0.01036498,0.15745149
-3.04652326,3.33913992,0.38911151,1.93807060,0.00175374,0.04710234,0.17258308,1.19118125,0.01030377,0.15784303
-3.04052026,3.34789615,0.38668777,1.94618150,0.00174951,0.04719490,0.17081479,1.19539329,0.01021825,0.15795983
-3.03451726,3.34726051,0.38286167,1.94857942,0.00174614,0.04719131,0.16848932,1.19645577,0.01010974,0.15777701
-3.02851426,3.33772975,0.37773054,1.94566023,0.00174426,0.04709834,0.16564993,1.19441105,0.00997982,0.15727287
-3.02251126,3.32002454,0.37142286,1.93797023,0.00174443,0.04692526,0.16235066,1.18936603,0.00983040,0.15643083
-3.01650825,3.29508366,0.36409486,1.92619837,0.00174717,0.04668391,0.15865551,1.18149620,0.00966366,0.15524121
-3.01050525,3.26405034,0.35592603,1.91116314,0.00175293,0.04638851,0.15463727,1.17104726,0.00948202,0.15370277
-3.00450225,3.22825061,0.34711396,1.89379447,0.00176205,0.04605551,0.15037600,1.15833425,0.00928812,0.15182389
-2.99849925,3.18916413,0.33786845,1.87511087,0.00177478,0.04570316,0.14595731,1.14373787,0.00908474,0.14962336
-2.99249625,3.14838802,0.32840530,1.85619269,0.00179127,0.04535101,0.14147039,1.12769788,0.00887477,0.14713060
-2.98649325,3.10759491,0.31893984,1.83815208,0.00181154,0.04501934,0.13700588,1.11070367,0.00866110,0.14438546
-2.98049025,3.06848633,0.30968067,1.82210097,0.00183549,0.04472840,0.13265377,1.09328218,0.00844658,0.14143743
-2.97448724,3.03274315,0.30082354,1.80911786,0.00186288,0.04449767,0.12850116,1.07598344,0.00823393,0.13834434
-2.96848424,3.00197473,0.29254588,1.80021490,0.00189333,0.04434506,0.12463028,1.05936423,0.00802566,0.13517060
-2.96248124,2.97766874,0.28500200,1.79630624,0.00192636,0.04428607,0.12111649,1.04397037,0.00782400,0.13198510
-2.95647824,2.96114331,0.27831920,1.79817900,0.00196133,0.04433311,0.11802666,1.03031833,0.00763087,0.12885872
-2.95047524,2.95350356,0.27259488,1.80646770,0.00199750,0.04449479,0.11541769,1.01887687,0.00744783,0.12586170
-2.94447224,2.95560410,0.26789471,1.82163337,0.00203402,0.04477540,0.11333540,1.01004947,0.00727601,0.12306090
-2.93846923,2.96801891,0.26425195,1.84394782,0.00206997,0.04517450,0.11181371,1.00415833,0.00711617,0.12051718
-2.93246623,2.99101993,0.26166784,1.87348387,0.00210436,0.04568674,0.11087424,1.00143070,0.00696863,0.11828283
-2.92646323,3.02456521,0.26011304,1.91011163,0.00213616,0.04630187,0.11052616,1.00198808,0.00683336,0.11639945
-2.92046023,3.06829711,0.25953003,1.95350123,0.00216436,0.04700486,0.11076643,1.00583907,0.00670998,0.11489604
-2.91445723,3.12155079,0.25983626,2.00313161,0.00218795,0.04777640,0.11158036,1.01287606,0.00659780,0.11378776
-2.90845423,3.18337261,0.26092809,2.05830517,0.00220600,0.04859341,0.11294239,1.02287618,0.00649594,0.11307510
-2.90245123,3.25254807,0.26268511,2.11816770,0.00221768,0.04942988,0.11481716,1.03550655,0.00640332,0.11274374
-2.89644822,3.32763801,0.26497485,2.18173290,0.00222228,0.05025772,0.11716080,1.05033371,0.00631880,0.11276493
-2.89044522,3.40702210,0.26765766,2.24791057,0.00221923,0.05104780,0.11992231,1.06683695,0.00624120,0.11309651
-2.88444222,3.48894785,0.27059148,2.31553758,0.00220814,0.05177106,0.12304509,1.08442501,0.00616941,0.11368448
-2.87843922,3.57158356,0.27363653,2.38341060,0.00218883,0.05239953,0.12646855,1.10245562,0.00610240,0.11446503
-2.87243622,3.65307325,0.27665966,2.45031936,0.00216130,0.05290750,0.13012974,1.12025700,0.00603931,0.11536698
-2.86643322,3.73159171,0.27953822,2.51507974,0.00212575,0.05327242,0.13396488,1.13715044,0.00597944,0.11631447
-2.86043022,3.80539788,0.28216349,2.57656532,0.00208259,0.05347587,0.13791098,1.15247315,0.00592231,0.11722987
-2.85442721,3.87288456,0.28444347,2.63373680,0.00203240,0.05350421,0.14190725,1.16560031,0.00586760,0.11803667
-2.84842421,3.93262316,0.28630507,2.68566828,0.00197593,0.05334921,0.14589648,1.17596551,0.00581522,0.11866234
-2.84242121,3.98340188,0.28769562,2.73156989,0.00191404,0.05300837,0.14982626,1.18307866,0.00576521,0.11904095
-2.83641821,4.02425637,0.28858381,2.77080614,0.00184773,0.05248505,0.15365003,1.18654082,0.00571774,0.11911546
-2.83041521,4.05449214,0.28895999,2.80290975,0.00177802,0.05178843,0.15732803,1.18605527,0.00567309,0.11883967
-2.82441221,4.07369819,0.28883591,2.82759062,0.00170601,0.05093326,0.16082799,1.18143460,0.00563153,0.11817961
-2.81840920,4.08175183,0.28824391,2.84474007,0.00163276,0.04993934,0.16412571,1.17260354,0.00559337,0.11711445
-2.81240620,4.07881493,0.28723576,2.85443023,0.00155931,0.04883094,0.16720541,1.15959764,0.00555882,0.11563689
-2.80640320,4.06532200,0.28588098,2.85690892,0.00148663,0.04763597,0.17005988,1.14255809,0.00552804,0.11375293
-2.80040020,4.04196098,0.28426490,2.85259024,0.00141559,0.04638516,0.17269044,1.12172293,0.00550105,0.11148122
-2.79439720,4.00964744,0.28248639,2.84204133,0.00134697,0.04511105,0.17510665,1.09741542,0.00547774,0.10885189
-2.78839420,3.96949347,0.28065536,2.82596554,0.00128140,0.04384695,0.17732584,1.07002991,0.00545788,0.10590503
-2.78239120,3.92277218,0.27889004,2.80518261,0.00121940,0.04262596,0.17937238,1.04001629,0.00544106,0.10268883
-2.77638819,3.87087907,0.27731410,2.78060634,0.00116137,0.04147993,0.18127671,1.00786343,0.00542680,0.09925758
-2.77038519,3.81529124,0.27605353,2.75322008,0.00110757,0.04043848,0.18307420,0.97408256,0.00541450,0.09566948
-2.76438219,3.75752570,0.27523350,2.72405069,0.00105816,0.03952813,0.18480373,0.93919104,0.00540350,0.09198451
-2.75837919,3.69909765,0.27497503,2.69414138,0.00101323,0.03877147,0.18650615,0.90369730,0.00539311,0.08826235
-2.75237619,3.64147965,0.27539158,2.66452403,0.00097278,0.03818648,0.18822246,0.86808730,0.00538265,0.08456045
-2.74637319,3.58606263,0.27658564,2.63619144,0.00093676,0.03778599,0.18999201,0.83281284,0.00537148,0.08093239
-2.74037019,3.53411951,0.27864536,2.61007023,0.00090512,0.03757724,0.19185053,0.79828206,0.00535904,0.07742646
-2.73436718,3.48677213,0.28164124,2.58699498,0.00087778,0.03756165,0.19382823,0.76485215,0.00534484,0.07408456
-2.72836418,3.44496238,0.28562308,2.56768423,0.00085471,0.03773469,0.19594788,0.73282429,0.00532852,0.07094150
-2.72236118,3.40942806,0.29061727,2.55271922,0.00083591,0.03808600,0.19822320,0.70244083,0.00530982,0.06802459
-2.71635818,3.38068432,0.29662444,2.54252601,0.00082143,0.03859959,0.20065736,0.67388447,0.00528860,0.06535356
-2.71035518,3.35901117,0.30361788,2.53736175,0.00081141,0.03925429,0.20324191,0.64727927,0.00526482,0.06294079
-2.70435218,3.34444775,0.31154253,2.53730581,0.00080605,0.04002428,0.20595607,0.62269329,0.00523853,0.06079181
-2.69834917,3.33679376,0.32031498,2.54225638,0.00080568,0.04087984,0.20876657,0.60014263,0.00520986,0.05890602
-2.69234617,3.33561837,0.32982434,2.55193306,0.00081070,0.04178816,0.21162796,0.57959656,0.00517899,0.05727760
-2.68634317,3.34027668,0.33993420,2.56588560,0.00082162,0.04271434,0.21448355,0.56098359,0.00514614,0.05589653
-2.68034017,3.34993361,0.35048570,2.58350903,0.00083905,0.04362239,0.21726684,0.54419819,0.00511153,0.05474969
-2.67433717,3.36359473,0.36130159,2.60406474,0.00086371,0.04447636,0.21990355,0.52910795,0.00507544,0.05382203
-2.66833417,3.38014323,0.37219131,2.62670718,0.00089639,0.04524139,0.22231407,0.51556098,0.00503813,0.05309760
-2.66233117,3.39838194,0.38295687,2.65051531,0.00093800,0.04588484,0.22441629,0.50339335,0.00499990,0.05256071
-2.65632816,3.41707892,0.39339940,2.67452756,0.00098948,0.04637728,0.22612872,0.49243634,0.00496105,0.05219681
-2.65032516,3.43501501,0.40332604,2.69777916,0.00105185,0.04669341,0.22737372,0.48252325,0.00492197,0.05199331
-2.64432216,3.45103116,0.41255692,2.71934007,0.00112616,0.04681287,0.22808064,0.47349579,0.00488309,0.05194031
-2.63831916,3.46407380,0.42093196,2.73835201,0.00121349,0.04672082,0.22818889,0.46520949,0.00484493,0.05203099
-2.63231616,3.47323591,0.42831699,2.75406262,0.00131487,0.04640836,0.22765051,0.45753835,0.00480814,0.05226193
-2.62631316,3.47779196,0.43460909,2.76585531,0.00143130,0.04587278,0.22643246,0.45037829,0.00477348,0.05263321
-2.62031016,3.47722489,0.43974068,2.77327315,0.00156369,0.04511752,0.22451812,0.44364947,0.00474186,0.05314821
-2.61430715,3.47124368,0.44368212,2.77603554,0.00171281,0.04415198,0.22190824,0.43729721,0.00471432,0.05381332
-2.60830415,3.45979066,0.44644285,2.77404674,0.00187926,0.04299103,0.21862115,0.43129175,0.00469204,0.05463738
-2.60230115,3.44303780,0.44807059,2.76739574,0.00206338,0.04165450,0.21469217,0.42562662,0.00467632,0.05563101
-2.59629815,3.42137238,0.44864898,2.75634737,0.00226528,0.04016631,0.21017237,0.42031591,0.00466852,0.05680573
-2.59029515,3.39537240,0.44829347,2.74132503,0.00248471,0.03855365,0.20512666,0.41539049,0.00467006,0.05817302
-2.58429215,3.36577317,0.44714574,2.72288585,0.00272104,0.03684598,0.19963140,0.41089343,0.00468236,0.05974334
-2.57828914,3.33342657,0.44536690,2.70168966,0.00297326,0.03507403,0.19377149,0.40687487,0.00470676,0.06152503
-2.57228614,3.29925533,0.44312979,2.67846320,0.00323991,0.03326880,0.18763734,0.40338664,0.00474449,0.06352336
-2.56628314,3.26420456,0.44061082,2.65396161,0.00351907,0.03146058,0.18132162,0.40047690,0.00479663,0.06573955
-2.56028014,3.22919315,0.43798166,2.62892922,0.00380840,0.02967808,0.17491613,0.39818512,0.00486399,0.06817001
-2.55427714,3.19506775,0.43540133,2.60406172,0.00410510,0.02794765,0.16850890,0.39653776,0.00494713,0.07080569
-2.54827414,3.16256158,0.43300907,2.57997167,0.00440601,0.02629266,0.16218156,0.39554468,0.00504627,0.07363168
-2.54227114,3.13226039,0.43091838,2.55715937,0.00470760,0.02473299,0.15600720,0.39519677,0.00516130,0.07662702
-2.53626813,3.10457726,0.42921253,2.53599046,0.00500613,0.02328474,0.15004877,0.39546463,0.00529172,0.07976484
-2.53026513,3.07973756,0.42794179,2.51668150,0.00529767,0.02196000,0.14435801,0.39629860,0.00543666,0.08301269
-2.52426213,3.05777465,0.42712255,2.49929421,0.00557828,0.02076691,0.13897498,0.39762994,0.00559485,0.08633323
-2.51825913,3.03853648,0.42673838,2.48373861,0.00584409,0.01970969,0.13392809,0.39937323,0.00576470,0.08968513
-2.51225613,3.02170257,0.42674284,2.46978472,0.00609145,0.01878899,0.12923473,0.40142968,0.00594425,0.09302422
-2.50625313,3.00681011,0.42706405,2.45708220,0.00631709,0.01800214,0.12490222,0.40369130,0.00613126,0.09630479
-2.50025013,2.99328781,0.42761066,2.44518652,0.00651826,0.01734362,0.12092914,0.40604555,0.00632321,0.09948113
-2.49424712,2.98049527,0.42827876,2.43359033,0.00669281,0.01680550,0.11730688,0.40838036,0.00651740,0.10250902
-2.48824412,2.96776572,0.42895955,2.42175805,0.00683936,0.01637798,0.11402133,0.41058910,0.00671095,0.10534733
-2.48224112,2.95444974,0.42954717,2.40916186,0.00695738,0.01604986,0.11105455,0.41257530,0.00690087,0.10795954
-2.47623812,2.93995743,0.42994618,2.39531686,0.00704726,0.01580904,0.10838639,0.41425698,0.00708415,0.11031517
-2.47023512,2.92379681,0.43007845,2.37981369,0.00711032,0.01564301,0.10599597,0.41557021,0.00725777,0.11239099
-2.46423212,2.90560646,0.42988884,2.36234674,0.00714886,0.01553930,0.10386291,0.41647190,0.00741879,0.11417205
-2.45822911,2.88518069,0.42934951,2.34273642,0.00716608,0.01548579,0.10196834,0.41694170,0.00756442,0.11565241
-2.45222611,2.86248610,0.42846248,2.32094452,0.00716605,0.01547114,0.10029560,0.41698284,0.00769205,0.11683561
-2.44622311,2.83766872,0.42726039,2.29708183,0.00715357,0.01548502,0.09883070,0.41662211,0.00779933,0.11773473
-2.44022011,2.81105177,0.42580539,2.27140783,0.00713402,0.01551834,0.09756245,0.41590884,0.00788424,0.11837222
-2.43421711,2.78312419,0.42418612,2.24432257,0.00711321,0.01556344,0.09648242,0.41491311,0.00794514,0.11877935
-2.42821411,2.75452084,0.42251322,2.21635149,0.00709719,0.01561425,0.09558461,0.41372323,0.00798082,0.11899535
-2.42221111,2.72599577,0.42091336,2.18812398,0.00709197,0.01566634,0.09486502,0.41244263,0.00799058,0.11906632
-2.41620810,2.69838988,0.41952229,2.16034713,0.00710338,0.01571701,0.09432110,0.41118645,0.00797424,0.11904388
-2.41020510,2.67259511,0.41847727,2.13377609,0.00713674,0.01576529,0.09395110,0.41007776,0.00793222,0.11898367
-2.40420210,2.64951685,0.41790944,2.10918273,0.00719671,0.01581199,0.09375342,0.40924380,0.00786555,0.11894372
-2.39819910,2.63003669,0.41793628,2.08732417,0.00728707,0.01585964,0.09372600,0.40881230,0.00777587,0.11898273
-2.39219610,2.61497723,0.41865496,2.06891288,0.00741047,0.01591245,0.09386576,0.40890794,0.00766546,0.11915845
-2.38619310,2.60507073,0.42013664,2.05458968,0.00756837,0.01597630,0.09416812,0.40964924,0.00753721,0.11952598
-2.38019010,2.60093274,0.42242216,2.04490074,0.00776088,0.01605863,0.09462663,0.41114582,0.00739456,0.12013632
-2.37418709,2.60304186,0.42551938,2.04027960,0.00798667,0.01616840,0.09523273,0.41349619,0.00724149,0.12103499
-2.36818409,2.61172603,0.42940212,2.04103450,0.00824301,0.01631593,0.09597568,0.41678607,0.00708243,0.12226086
-2.36218109,2.62715564,0.43401092,2.04734141,0.00852577,0.01651286,0.09684251,0.42108724,0.00692213,0.12384525
-2.35617809,2.64934309,0.43925527,2.05924228,0.00882954,0.01677195,0.09781821,0.42645697,0.00676561,0.12581115
-2.35017509,2.67814816,0.44501741,2.07664827,0.00914774,0.01710695,0.09888592,0.43293787,0.00661797,0.12817282
-2.34417209,2.71328835,0.45115720,2.09934708,0.00947282,0.01753238,0.10002728,0.44055818,0.00648432,0.13093548
-2.33816908,2.75435296,0.45751785,2.12701342,0.00979653,0.01806333,0.10122279,0.44933244,0.00636958,0.13409531
-2.33216608,2.80081973,0.46393211,2.15922170,0.01011012,0.01871516,0.10245221,0.45926225,0.00627840,0.13763958
-2.32616308,2.85207269,0.47022861,2.19545989,0.01040467,0.01950323,0.10369499,0.47033729,0.00621492,0.14154697
-2.32016008,2.90742006,0.47623794,2.23514356,0.01067141,0.02044248,0.10493068,0.48253623,0.00618274,0.14578799
-2.31415708,2.96611126,0.48179817,2.27762945,0.01090196,0.02154710,0.10613934,0.49582759,0.00618471,0.15032559
-2.30815408,3.02735223,0.48675968,2.32222788,0.01108866,0.02283003,0.10730184,0.51017042,0.00622289,0.15511574
-2.30215108,3.09031859,0.49098892,2.36821386,0.01122483,0.02430256,0.10840023,0.52551477,0.00629839,0.16010821
-2.29614807,3.15416659,0.49437124,2.41483671,0.01130498,0.02597373,0.10941795,0.54180180,0.00641138,0.16524728
-2.29014507,3.21804208,0.49681265,2.46132856,0.01132502,0.02784994,0.11034011,0.55896379,0.00656101,0.17047265
-2.28414207,3.28108784,0.49824066,2.50691210,0.01128239,0.02993436,0.11115363,0.57692376,0.00674543,0.17572032
-2.27813907,3.34245013,0.49860430,2.55080807,0.01117612,0.03222651,0.11184749,0.59559515,0.00696182,0.18092354
-2.27213607,3.40128521,0.49787349,2.59224340,0.01100687,0.03472180,0.11241289,0.61488123,0.00720643,0.18601398
-2.26613307,3.45676665,0.49603808,2.63046031,0.01077689,0.03741123,0.11284348,0.63467483,0.00747472,0.19092278
-2.26013007,3.50809428,0.49310667,2.66472725,0.01048990,0.04028110,0.11313564,0.65485807,0.00776148,0.19558194
-2.25412706,3.55450525,0.48910543,2.69435173,0.01015102,0.04331288,0.11328872,0.67530251,0.00806096,0.19992561
-2.24812406,3.59528772,0.48407711,2.71869535,0.00976651,0.04648328,0.11330547,0.69586974,0.00836709,0.20389159
-2.24212106,3.62979687,0.47808032,2.73719077,0.00934358,0.04976436,0.11319231,0.71641243,0.00867364,0.20742287
-2.23611806,3.65747325,0.47118909,2.74936008,0.00889019,0.05312389,0.11295982,0.73677594,0.00897449,0.21046911
-2.23011506,3.67786233,0.46349276,2.75483392,0.00841475,0.05652587,0.11262303,0.75680046,0.00926376,0.21298827
-2.22411206,3.69063456,0.45509596,2.75337011,0.00792590,0.05993117,0.11220179,0.77632368,0.00953610,0.21494791
-2.21810905,3.69560432,0.44611873,2.74487068,0.00743225,0.06329841,0.11172095,0.79518383,0.00978684,0.21632655
-2.21210605,3.69274649,0.43669638,2.72939596,0.00694214,0.06658482,0.11121045,0.81322292,0.01001215,0.21711463
-2.20610305,3.68220894,0.42697905,2.70717430,0.00646347,0.06974734,0.11070517,0.83029014,0.01020919,0.21731524
-2.20010005,3.66431956,0.41713067,2.67860634,0.00600349,0.07274369,0.11024457,0.84624511,0.01037620,0.21694443
-2.19409705,3.63958654,0.40732715,2.64426263,0.00556866,0.07553351,0.10987200,0.86096079,0.01051257,0.21603105
-2.18809405,3.60869091,0.39775371,2.60487414,0.00516452,0.07807935,0.10963375,0.87432594,0.01061880,0.21461620
-2.18209105,3.57247085,0.38860125,2.56131510,0.00479564,0.08034778,0.10957776,0.88624689,0.01069648,0.21275208
-2.17608804,3.53189768,0.38006172,2.51457856,0.00446555,0.08231014,0.10975207,0.89664848,0.01074820,0.21050038
-2.17008504,3.48804406,0.37232262,2.46574503,0.00417671,0.08394333,0.11020297,0.90547420,0.01077738,0.20793026
-2.16408204,3.44204536,0.36556082,2.41594543,0.00393053,0.08523028,0.11097294,0.91268545,0.01078807,0.20511590
-2.15807904,3.39505581,0.35993583,2.36631972,0.00372741,0.08616023,0.11209850,0.91825997,0.01078478,0.20213370
-2.15207604,3.34820128,0.35558297,2.31797297,0.00356676,0.08672884,0.11360801,0.92218956,0.01077221,0.19905943
-2.14607304,3.30253094,0.35260665,2.27193107,0.00344711,0.08693794,0.11551954,0.92447734,0.01075500,0.19596516
-2.14007004,3.25897047,0.35107426,2.22909803,0.00336616,0.08679524,0.11783899,0.92513469,0.01073747,0.19291635
-2.13406703,3.21827912,0.35101092,2.19021726,0.00332088,0.08631369,0.12055845,0.92417810,0.01072342,0.18996919
-2.12806403,3.18101312,0.35239556,2.15583879,0.00330762,0.08551078,0.12365505,0.92162634,0.01071590,0.18716823
-2.12206103,3.14749769,0.35515861,2.12629427,0.00332224,0.08440770,0.12709041,0.91749807,0.01071705,0.18454452
-2.11605803,3.11780940,0.35918144,2.10168124,0.00336017,0.08302844,0.13081056,0.91181012,0.01072797,0.18211437
-2.11005503,3.09177014,0.36429791,2.08185764,0.00341658,0.08139884,0.13474671,0.90457673,0.01074869,0.17987873
-2.10405203,3.06895337,0.37029789,2.06644721,0.00348647,0.07954574,0.13881659,0.89580977,0.01077813,0.17782333
-2.09804902,3.04870288,0.37693275,2.05485561,0.00356482,0.07749615,0.14292658,0.88552003,0.01081418,0.17591949
-2.09204602,3.03016315,0.38392282,2.04629676,0.00364665,0.07527655,0.14697439,0.87371954,0.01085382,0.17412570
-2.08604302,3.01232034,0.39096630,2.03982825,0.00372720,0.07291233,0.15085238,0.86042476,0.01089330,0.17238972
-2.08004002,2.99405182,0.39774951,2.03439428,0.00380196,0.07042738,0.15445121,0.84566053,0.01092834,0.17065134
-2.07403702,2.97418212,0.40395790,2.02887413,0.00386685,0.06784389,0.15766388,0.82946449,0.01095440,0.16884544
-2.06803402,2.95154242,0.40928745,2.02213382,0.00391824,0.06518220,0.16038974,0.81189163,0.01096698,0.16690536
-2.06203102,2.92503090,0.41345584,2.01307868,0.00395305,0.06246095,0.16253855,0.79301875,0.01096190,0.16476634
-2.05602801,2.89367071,0.41621309,2.00070423,0.00396879,0.05969719,0.16403419,0.77294838,0.01093557,0.16236891
-2.05002501,2.85666307,0.41735096,1.98414304,0.00396362,0.05690669,0.16481791,0.75181194,0.01088530,0.15966202
-2.04402201,2.81343260,0.41671080,1.96270539,0.00393634,0.05410425,0.16485102,0.72977189,0.01080951,0.15660574
-2.03801901,2.76366284,0.41418958,1.93591190,0.00388644,0.05130406,0.16411679,0.70702253,0.01070797,0.15317356
-2.03201601,2.70732042,0.40974365,1.90351673,0.00381403,0.04851999,0.16262147,0.68378945,0.01058187,0.14935391
-2.02601301,2.64466647,0.40339022,1.86552040,0.00371983,0.04576597,0.16039450,0.66032750,0.01043397,0.14515115
-2.02001001,2.57625520,0.39520652,1.82217171,0.00360512,0.04305609,0.15748763,0.63691734,0.01026861,0.14058567
-2.01400700,2.50291952,0.38532658,1.77395910,0.00347165,0.04040486,0.15397331,0.61386055,0.01009163,0.13569342
-2.00800400,2.42574479,0.37393593,1.72159175,0.00332161,0.03782718,0.14994216,0.59147366,0.00991028,0.13052470
-2.00200100,2.34603174,0.36126446,1.66597174,0.00315748,0.03533834,0.14549972,0.57008113,0.00973302,0.12514231
-1.99599800,2.26525069,0.34757771,1.60815857,0.00298199,0.03295386,0.14076271,0.55000772,0.00956933,0.11961929
-1.98999500,2.18498897,0.33316713,1.54932779,0.00279801,0.03068933,0.13585483,0.53157043,0.00942939,0.11403618
-1.98399200,2.10689403,0.31833957,1.49072576,0.00260844,0.02856012,0.13090237,0.51507036,0.00932379,0.10847807
