energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,W_p_up,W_d_up
-5.42371186,2.55374761,0.45308521,1.66348206,0.00174967,0.05804272,0.41673988,0.00000000,0.19086718,0.44015288
-5.41770885,2.64499657,0.46819119,1.72465892,0.00178048,0.06236345,0.42558864,0.00000000,0.19738443,0.45351482
-5.41170585,2.73320199,0.48271563,1.78420685,0.00180904,0.06659747,0.43345201,0.00000000,0.20383662,0.46623601
-5.40570285,2.81790389,0.49650442,1.84179052,0.00183607,0.07068471,0.44026995,0.00000000,0.21023097,0.47833974
-5.39969985,2.89869945,0.50941274,1.89710360,0.00186242,0.07456502,0.44600089,0.00000000,0.21657757,0.48986542
-5.39369685,2.97524438,0.52130671,1.94987010,0.00188909,0.07817971,0.45062061,0.00000000,0.22288756,0.50086642
-5.38769385,3.04725335,0.53206507,1.99984536,0.00191721,0.08147311,0.45412086,0.00000000,0.22917119,0.51140748
-5.38169085,3.11449935,0.54158082,2.04681641,0.00194806,0.08439405,0.45650774,0.00000000,0.23543590,0.52156189
-5.37568784,3.17681204,0.54976286,2.09060187,0.00198301,0.08689726,0.45779995,0.00000000,0.24168444,0.53140844
-5.36968484,3.23407501,0.55653732,2.13105124,0.00202360,0.08894463,0.45802685,0.00000000,0.24791324,0.54102832
-5.36368184,3.28622201,0.56184875,2.16804354,0.00207144,0.09050625,0.45722665,0.00000000,0.25411103,0.55050199
-5.35767884,3.33323225,0.56566096,2.20148544,0.00212826,0.09156116,0.45544454,0.00000000,0.26025785,0.55990624
-5.35167584,3.37512483,0.56795743,2.23130888,0.00219589,0.09209786,0.45273094,0.00000000,0.26632454,0.56931141
-5.34567284,3.41195265,0.56874136,2.25746833,0.00227619,0.09211449,0.44913989,0.00000000,0.27227269,0.57877893
-5.33966983,3.44379590,0.56803520,2.27993786,0.00237107,0.09161871,0.44472772,0.00000000,0.27805511,0.58835920
-5.33366683,3.47075550,0.56587983,2.29870825,0.00248246,0.09062735,0.43955176,0.00000000,0.28361687,0.59808988
-5.32766383,3.49294696,0.56233325,2.31378432,0.00261224,0.08916564,0.43366950,0.00000000,0.28889671,0.60799457
-5.32166083,3.51049477,0.55746895,2.32518277,0.00276220,0.08726639,0.42713789,0.00000000,0.29382900,0.61808208
-5.31565783,3.52352792,0.55137406,2.33293077,0.00293399,0.08496889,0.42001291,0.00000000,0.29834599,0.62834609
-5.30965483,3.53217679,0.54414720,2.33706536,0.00312908,0.08231764,0.41234947,0.00000000,0.30238030,0.63876533
-5.30365183,3.53657160,0.53589635,2.33763405,0.00334867,0.07936112,0.40420148,0.00000000,0.30586760,0.64930427
-5.29764882,3.53684274,0.52673671,2.33469639,0.00359362,0.07615041,0.39562214,0.00000000,0.30874929,0.65991431
-5.29164582,3.53312293,0.51678864,2.32832683,0.00386440,0.07273796,0.38666444,0.00000000,0.31097509,0.67053538
-5.28564282,3.52555135,0.50617576,2.31861860,0.00416103,0.06917632,0.37738172,0.00000000,0.31250548,0.68109796
-5.27963982,3.51427932,0.49502341,2.30568844,0.00448298,0.06551706,0.36782839,0.00000000,0.31331370,0.69152548
-5.27363682,3.49947750,0.48345727,2.28968215,0.00482919,0.06180980,0.35806054,0.00000000,0.31338753,0.70173690
-5.26763382,3.48134402,0.47160237,2.27078035,0.00519799,0.05810141,0.34813668,0.00000000,0.31273043,0.71164955
-5.26163082,3.46011318,0.45958237,2.24920434,0.00558709,0.05443540,0.33811821,0.00000000,0.31136221,0.72118199
-5.25562781,3.43606392,0.44751912,2.22522154,0.00599359,0.05085140,0.32806996,0.00000000,0.30931916,0.73025671
-5.24962481,3.40952762,0.43553245,2.19915004,0.00641403,0.04738495,0.31806036,0.00000000,0.30665355,0.73880275
-5.24362181,3.38089448,0.42374016,2.17136196,0.00684440,0.04406723,0.30816156,0.00000000,0.30343259,0.74675787
-5.23761881,3.35061785,0.41225799,2.14228511,0.00728025,0.04092513,0.29844921,0.00000000,0.29973686,0.75407026
-5.23161581,3.31921594,0.40119979,2.11240269,0.00771678,0.03798128,0.28900213,0.00000000,0.29565826,0.76069967
-5.22561281,3.28727042,0.39067743,2.08225063,0.00814893,0.03525420,0.27990163,0.00000000,0.29129760,0.76661788
-5.21960980,3.25542174,0.38080074,2.05241255,0.00857155,0.03275851,0.27123063,0.00000000,0.28676178,0.77180837
-5.21360680,3.22436073,0.37167717,2.02351221,0.00897954,0.03050517,0.26307261,0.00000000,0.28216086,0.77626537
-5.20760380,3.19481678,0.36341123,1.99620336,0.00936794,0.02850175,0.25551031,0.00000000,0.27760499,0.77999215
-5.20160080,3.16754275,0.35610367,1.97115742,0.00973215,0.02675265,0.24862429,0.00000000,0.27320127,0.78299881
-5.19559780,3.14329693,0.34985037,1.94904911,0.01006802,0.02525934,0.24249134,0.00000000,0.26905084,0.78529951
-5.18959480,3.12282297,0.34474102,1.93054049,0.01037197,0.02402065,0.23718284,0.00000000,0.26524604,0.78690957
-5.18359180,3.10682820,0.34085748,1.91626406,0.01064108,0.02303289,0.23276300,0.00000000,0.26186799,0.78784243
-5.17758879,3.09596161,0.33827205,1.90680535,0.01087320,0.02229009,0.22928718,0.00000000,0.25898446,0.78810686
-5.17158579,3.09079225,0.33704556,1.90268591,0.01106692,0.02178421,0.22680017,0.00000000,0.25664818,0.78770443
-5.16558279,3.09178924,0.33722551,1.90434724,0.01122165,0.02150524,0.22533470,0.00000000,0.25489570,0.78662774
-5.15957979,3.09930426,0.33884418,1.91213643,0.01133756,0.02144147,0.22490997,0.00000000,0.25374671,0.78485927
-5.15357679,3.11355745,0.34191699,1.92629422,0.01141551,0.02157961,0.22553049,0.00000000,0.25320381,0.78237117
-5.14757379,3.13462756,0.34644101,1.94694596,0.01145702,0.02190508,0.22718514,0.00000000,0.25325295,0.77912591
-5.14157079,3.16244674,0.35239392,1.97409599,0.01146414,0.02240215,0.22984659,0.00000000,0.25386412,0.77507791
-5.13556778,3.19680041,0.35973331,2.00762573,0.01143933,0.02305426,0.23347107,0.00000000,0.25499271,0.77017593
-5.12956478,3.23733224,0.36839646,2.04729562,0.01138536,0.02384428,0.23799847,0.00000000,0.25658098,0.76436618
-5.12356178,3.28355399,0.37830070,2.09275088,0.01130519,0.02475475,0.24335296,0.00000000,0.25856005,0.75759592
-5.11755878,3.33485981,0.38934425,2.14353078,0.01120180,0.02576824,0.24944395,0.00000000,0.26085196,0.74981729
-5.11155578,3.39054431,0.40140771,2.19908116,0.01107815,0.02686758,0.25616753,0.00000000,0.26337193,0.74099120
-5.10555278,3.44982359,0.41435594,2.25876951,0.01093702,0.02803613,0.26340820,0.00000000,0.26603071,0.73109095
-5.09954977,3.51185815,0.42804059,2.32190215,0.01078098,0.02925806,0.27104109,0.00000000,0.26873686,0.72010538
-5.09354677,3.57577681,0.44230299,2.38774244,0.01061230,0.03051852,0.27893433,0.00000000,0.27139896,0.70804136
-5.08754377,3.64070049,0.45697745,2.45552972,0.01043294,0.03180379,0.28695175,0.00000000,0.27392779,0.69492547
-5.08154077,3.70576500,0.47189478,2.52449778,0.01024452,0.03310140,0.29495564,0.00000000,0.27623816,0.68080480
-5.07553777,3.77014197,0.48688612,2.59389255,0.01004831,0.03440013,0.30280968,0.00000000,0.27825066,0.66574677
-5.06953477,3.83305729,0.50178682,2.66298820,0.00984529,0.03569002,0.31038177,0.00000000,0.27989310,0.64983814
-5.06353177,3.89380666,0.51644032,2.73110138,0.00963613,0.03696230,0.31754673,0.00000000,0.28110174,0.63318322
-5.05752876,3.95176802,0.53070193,2.79760318,0.00942130,0.03820924,0.32418897,0.00000000,0.28182224,0.61590140
-5.05152576,4.00641082,0.54444257,2.86192880,0.00920104,0.03942406,0.33020476,0.00000000,0.28201037,0.59812427
-5.04552276,4.05730232,0.55755204,2.92358489,0.00897550,0.04060070,0.33550432,0.00000000,0.28163258,0.57999245
-5.03951976,4.10411125,0.56994211,2.98215470,0.00874471,0.04173373,0.34001352,0.00000000,0.28066621,0.56165237
-5.03351676,4.14660931,0.58154912,3.03730130,0.00850870,0.04281820,0.34367528,0.00000000,0.27909972,0.54325315
-5.02751376,4.18467073,0.59233605,3.08876915,0.00826751,0.04384950,0.34645055,0.00000000,0.27693268,0.52494378
-5.02151076,4.21827064,0.60229403,3.13638432,0.00802124,0.04482335,0.34831898,0.00000000,0.27417565,0.50687060
-5.01550775,4.24748229,0.61144321,3.18005364,0.00777008,0.04573582,0.34927915,0.00000000,0.27085002,0.48917539
-5.00950475,4.27247364,0.61983282,3.21976296,0.00751436,0.04658333,0.34934850,0.00000000,0.26698775,0.47199380
-5.00350175,4.29350312,0.62754061,3.25557463,0.00725456,0.04736282,0.34856295,0.00000000,0.26263110,0.45545440
-4.99749875,4.31091485,0.63467124,3.28762426,0.00699131,0.04807194,0.34697607,0.00000000,0.25783227,0.43967802
-4.99149575,4.32513286,0.64135401,3.31611663,0.00672544,0.04870919,0.34465806,0.00000000,0.25265298,0.42477754
-4.98549275,4.33665422,0.64773960,3.34132062,0.00645796,0.04927422,0.34169435,0.00000000,0.24716405,0.41085793
-4.97948974,4.34604066,0.65399601,3.36356296,0.00619008,0.04976798,0.33818391,0.00000000,0.24144483,0.39801638
-4.97348674,4.35390847,0.66030373,3.38322052,0.00592319,0.05019300,0.33423733,0.00000000,0.23558254,0.38634254
-4.96748374,4.36091623,0.66685023,3.40071110,0.00565888,0.05055345,0.32997456,0.00000000,0.22967148,0.37591868
-4.96148074,4.36775052,0.67382390,3.41648252,0.00539892,0.05085530,0.32552248,0.00000000,0.22381204,0.36681982
-4.95547774,4.37510945,0.68140769,3.43100009,0.00514526,0.05110630,0.32101217,0.00000000,0.21810962,0.35911364
-4.94947474,4.38368431,0.68977254,3.44473262,0.00489999,0.05131587,0.31657608,0.00000000,0.21267319,0.35286032
-4.94347174,4.39413987,0.69907100,3.45813743,0.00466534,0.05149495,0.31234505,0.00000000,0.20761377,0.34811221
-4.93746873,4.40709394,0.70943125,3.47164470,0.00444369,0.05165572,0.30844529,0.00000000,0.20304263,0.34491336
-4.93146573,4.42309706,0.72095170,3.48564193,0.00423745,0.05181121,0.30499534,0.00000000,0.19906922,0.34329909
-4.92546273,4.44261321,0.73369652,3.50045919,0.00404914,0.05197491,0.30210318,0.00000000,0.19579911,0.34329549
-4.91945973,4.46600255,0.74769239,3.51635592,0.00388128,0.05216027,0.29986352,0.00000000,0.19333155,0.34491897
-4.91345673,4.49350718,0.76292640,3.53350996,0.00373636,0.05238023,0.29835535,0.00000000,0.19175714,0.34817596
-4.90745373,4.52524052,0.77934544,3.55200952,0.00361683,0.05264666,0.29763987,0.00000000,0.19115538,0.35306267
-4.90145073,4.56118111,0.79685706,3.57184857,0.00352503,0.05296999,0.29775893,0.00000000,0.19159229,0.35956503
-4.89544772,4.60117101,0.81533167,3.59292575,0.00346315,0.05335868,0.29873387,0.00000000,0.19311817,0.36765873
-4.88944472,4.64491894,0.83460609,3.61504702,0.00343322,0.05381898,0.30056501,0.00000000,0.19576561,0.37730937
-4.88344172,4.69200777,0.85448812,3.63793183,0.00343702,0.05435463,0.30323169,0.00000000,0.19954773,0.38847264
-4.87743872,4.74190594,0.87476208,3.66122215,0.00347609,0.05496671,0.30669291,0.00000000,0.20445688,0.40109453
-4.87143572,4.79398195,0.89519479,3.68449413,0.00355168,0.05565366,0.31088854,0.00000000,0.21046377,0.41511147
-4.86543272,4.84752110,0.91554192,3.70727121,0.00366476,0.05641127,0.31574104,0.00000000,0.21751709,0.43045041
-4.85942971,4.90174335,0.93555424,3.72903824,0.00381597,0.05723294,0.32115771,0.00000000,0.22554376,0.44702873
-4.85342671,4.95582155,0.95498356,3.74925558,0.00400564,0.05810990,0.32703326,0.00000000,0.23444972,0.46475411
-4.84742371,5.00889898,0.97358807,3.76737259,0.00423382,0.05903159,0.33325273,0.00000000,0.24412135,0.48352424
-4.84142071,5.06010570,0.99113705,3.78283989,0.00450022,0.05998600,0.33969459,0.00000000,0.25442748,0.50322649
-4.83541771,5.10857322,1.00741461,3.79512007,0.00480432,0.06096018,0.34623393,0.00000000,0.26522195,0.52373766
-4.82941471,5.15344738,1.02222260,3.80369672,0.00514532,0.06194064,0.35274567,0.00000000,0.27634666,0.54492378
-4.82341171,5.19389937,1.03538269,3.80808174,0.00552216,0.06291380,0.35910761,0.00000000,0.28763502,0.56664015
-4.81740870,5.22913550,1.04673762,3.80782140,0.00593359,0.06386638,0.36520332,0.00000000,0.29891575,0.58873172
-4.81140570,5.25840578,1.05615190,3.80250127,0.00637812,0.06478579,0.37092466,0.00000000,0.31001677,0.61103388
-4.80540270,5.28101228,1.06351196,3.79175082,0.00685405,0.06566041,0.37617401,0.00000000,0.32076924,0.63337371
-4.79939970,5.29631743,1.06872607,3.77524793,0.00735944,0.06647980,0.38086601,0.00000000,0.33101145,0.65557179
-4.79339670,5.30375295,1.07172414,3.75272388,0.00789211,0.06723485,0.38492886,0.00000000,0.34059250,0.67744454
-4.78739370,5.30282965,1.07245739,3.72396914,0.00844957,0.06791782,0.38830510,0.00000000,0.34937558,0.69880706
-4.78139070,5.29314811,1.07089829,3.68884005,0.00902897,0.06852236,0.39095193,0.00000000,0.35724085,0.71947632
-4.77538769,5.27441015,1.06704053,3.64726632,0.00962708,0.06904337,0.39284103,0.00000000,0.36408763,0.73927480
-4.76938469,5.24643074,1.06089913,3.59925923,0.01024018,0.06947687,0.39395794,0.00000000,0.36983601,0.75803409
-4.76338169,5.20914963,1.05251070,3.54491985,0.01086402,0.06981982,0.39430109,0.00000000,0.37442774,0.77559866
-4.75737869,5.16264206,1.04193370,3.48444685,0.01149375,0.07006984,0.39388051,0.00000000,0.37782643,0.79182934
-4.75137569,5.10712759,1.02924856,3.41814310,0.01212390,0.07022507,0.39271629,0.00000000,0.38001702,0.80660646
-4.74537269,5.04297633,1.01455774,3.34642035,0.01274831,0.07028389,0.39083701,0.00000000,0.38100471,0.81983250
-4.73936968,4.97071165,0.99798531,3.26980126,0.01336022,0.07024480,0.38827806,0.00000000,0.38081333,0.83143417
-4.73336668,4.89100877,0.97967629,3.18891815,0.01395222,0.07010627,0.38508010,0.00000000,0.37948322,0.84136370
-4.72736368,4.80468897,0.95979540,3.10450818,0.01451642,0.06986673,0.38128765,0.00000000,0.37706897,0.84959944
-4.72136068,4.71270888,0.93852545,3.01740445,0.01504450,0.06952455,0.37694793,0.00000000,0.37363685,0.85614575
-4.71535768,4.61614539,0.91606507,2.92852335,0.01552793,0.06907822,0.37211002,0.00000000,0.36926235,0.86103215
-4.70935468,4.51617614,0.89262616,2.83884810,0.01595815,0.06852648,0.36682427,0.00000000,0.36402773,0.86431191
-4.70335168,4.41405652,0.86843085,2.74940919,0.01632681,0.06786863,0.36114209,0.00000000,0.35801981,0.86606017
-4.69734867,4.31109367,0.84370818,2.66126221,0.01662599,0.06710482,0.35511596,0.00000000,0.35132810,0.86637163
-4.69134567,4.20861872,0.81869066,2.57546397,0.01684855,0.06623639,0.34879973,0.00000000,0.34404318,0.86535811
-4.68534267,4.10795804,0.79361069,2.49304779,0.01698832,0.06526621,0.34224901,0.00000000,0.33625557,0.86314593
-4.67933967,4.01040465,0.76869706,2.41499896,0.01704037,0.06419905,0.33552168,0.00000000,0.32805484,0.85987340
-4.67333667,3.91719078,0.74417153,2.34223121,0.01700126,0.06304176,0.32867831,0.00000000,0.31952918,0.85568835
-4.66733367,3.82946242,0.72024570,2.27556516,0.01686921,0.06180355,0.32178244,0.00000000,0.31076515,0.85074597
-4.66133067,3.74825664,0.69711808,2.21570942,0.01664419,0.06049600,0.31490068,0.00000000,0.30184770,0.84520676
-4.65532766,3.67448230,0.67497152,2.16324501,0.01632805,0.05913306,0.30810244,0.00000000,0.29286029,0.83923492
-4.64932466,3.60890459,0.65397098,2.11861351,0.01592448,0.05773087,0.30145935,0.00000000,0.28388514,0.83299684
-4.64332166,3.55213366,0.63426158,2.08210925,0.01543898,0.05630745,0.29504433,0.00000000,0.27500330,0.82666002
