energy_ev,total_up,Ag_p_up,Ag_d_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.62181091,3.59819174,0.88485871,2.05606329,0.80730943,0.33995398,0.00937256,0.50577047,0.07089475,0.48262569
-5.61580790,3.63810364,0.89063650,2.05808434,0.83525425,0.34923606,0.01001632,0.52301614,0.07301628,0.49161048
-5.60980490,3.67292901,0.89530672,2.05676293,0.86474996,0.35789275,0.01064257,0.53971954,0.07480772,0.50004601
-5.60380190,3.70238513,0.89879730,2.05195894,0.89599691,0.36586507,0.01124105,0.55584605,0.07625239,0.50786114
-5.59779890,3.72626275,0.90104209,2.04356710,0.92920010,0.37310874,0.01180133,0.57138355,0.07734130,0.51498540
-5.59179590,3.74443227,0.90198178,2.03151880,0.96456428,0.37959586,0.01231306,0.58634407,0.07807349,0.52135010
-5.58579290,3.75684930,0.90156499,2.01578402,1.00228912,0.38531615,0.01276636,0.60076474,0.07845616,0.52688982
-5.57978989,3.76355934,0.89974964,1.99637326,1.04256459,0.39027781,0.01315208,0.61470810,0.07850445,0.53154395
-5.57378689,3.76470142,0.89650449,1.97333929,1.08556661,0.39450778,0.01346216,0.62826168,0.07824093,0.53525837
-5.56778389,3.76051007,0.89181078,1.94677870,1.13145320,0.39805151,0.01368984,0.64153684,0.07769494,0.53798718
-5.56178089,3.75131536,0.88566390,1.91683281,1.18036101,0.40097207,0.01382999,0.65466680,0.07690157,0.53969428
-5.55577789,3.73754059,0.87807495,1.88368791,1.23240251,0.40334878,0.01387921,0.66780396,0.07590049,0.54035480
-5.54977489,3.71969733,0.86907216,1.84757444,1.28766340,0.40527519,0.01383605,0.68111641,0.07473467,0.53995630
-5.54377189,3.69837749,0.85870200,1.80876505,1.34620056,0.40685657,0.01370098,0.69478375,0.07344897,0.53849968
-5.53776888,3.67424231,0.84703000,1.76757126,1.40803999,0.40820697,0.01347646,0.70899220,0.07208863,0.53599972
-5.53176588,3.64800829,0.83414115,1.72433876,1.47317479,0.40944578,0.01316681,0.72392912,0.07069785,0.53248521
-5.52576288,3.62043002,0.82013981,1.67944127,1.54156283,0.41069410,0.01277807,0.73977691,0.06931842,0.52799878
-5.51975988,3.59228033,0.80514920,1.63327310,1.61312385,0.41207073,0.01231782,0.75670649,0.06798836,0.52259620
-5.51375688,3.56432810,0.78931036,1.58624057,1.68773589,0.41368813,0.01179489,0.77487038,0.06674088,0.51634546
-5.50775388,3.53731425,0.77278067,1.53875253,1.76523083,0.41564835,0.01121910,0.79439551,0.06560339,0.50932536
-5.50175088,3.51192675,0.75573184,1.49121031,1.84538896,0.41803900,0.01060092,0.81537599,0.06459679,0.50162392
-5.49574787,3.48877536,0.73834753,1.44399758,1.92793278,0.42092949,0.00995115,0.83786601,0.06373498,0.49333645
-5.48974487,3.46836714,0.72082057,1.39747030,2.01252013,0.42436759,0.00928061,0.86187308,0.06302466,0.48456347
-5.48374187,3.45108373,0.70334983,1.35194753,2.09873709,0.42837648,0.00859982,0.88735185,0.06246532,0.47540852
-5.47773887,3.43716133,0.68613679,1.30770318,2.18609114,0.43295236,0.00791876,0.91419897,0.06204954,0.46597589
-5.47173587,3.42667464,0.66938202,1.26495930,2.27400528,0.43806282,0.00724660,0.94224909,0.06176343,0.45636837
-5.46573287,3.41952547,0.65328133,1.22388113,2.36181379,0.44364598,0.00659154,0.97127248,0.06158739,0.44668511
-5.45972986,3.41543708,0.63802198,1.18457425,2.44876048,0.44961063,0.00596065,1.00097453,0.06149695,0.43701964
-5.45372686,3.41395476,0.62377883,1.14708384,2.53400018,0.45583728,0.00535980,1.03099738,0.06146380,0.42745812
-5.44772386,3.41445312,0.61071058,1.11139630,2.61660413,0.46218025,0.00479363,1.06092398,0.06145695,0.41807778
-5.44172086,3.41615038,0.59895611,1.07744303,2.69556989,0.46847089,0.00426553,1.09028456,0.06144388,0.40894581
-5.43571786,3.41812931,0.58863109,1.04510628,2.76983597,0.47452162,0.00377771,1.11856570,0.06139180,0.40011850
-5.42971486,3.41936448,0.57982484,1.01422685,2.83830135,0.48013106,0.00333130,1.14522175,0.06126886,0.39164077
-5.42371186,3.41875502,0.57259759,0.98461328,2.89984947,0.48508985,0.00292643,1.16968849,0.06104528,0.38354603
-5.41770885,3.41516174,0.56697825,0.95605210,2.95337627,0.48918707,0.00256238,1.19139861,0.06069443,0.37585640
-5.41170585,3.40744724,0.56296261,0.92831873,2.99782117,0.49221712,0.00223772,1.20979842,0.06019374,0.36858326
-5.40570285,3.39451742,0.56051229,0.90118857,3.03220003,0.49398666,0.00195046,1.22436540,0.05952550,0.36172800
-5.39969985,3.37536266,0.55955438,0.87444764,3.05563845,0.49432152,0.00169817,1.23462564,0.05867740,0.35528303
-5.39369685,3.34909695,0.55998179,0.84790250,3.06740402,0.49307311,0.00147814,1.24017068,0.05764299,0.34923298
-5.38769385,3.31499305,0.56165454,0.82138893,3.06693590,0.49012418,0.00128752,1.24067276,0.05642180,0.34355592
-5.38169085,3.27251241,0.56440193,0.79477894,3.05387006,0.48539360,0.00112337,1.23589794,0.05501933,0.33822472
-5.37568784,3.22132809,0.56802558,0.76798596,3.02805906,0.47884004,0.00098283,1.22571640,0.05344682,0.33320838
-5.36968484,3.16134007,0.57230345,0.74096790,2.98958488,0.47046419,0.00086312,1.21010938,0.05172079,0.32847329
-5.36368184,3.09268187,0.57699475,0.71372816,2.93876443,0.46030962,0.00076164,1.18917240,0.04986244,0.32398445
-5.35767884,3.01571856,0.58184558,0.68631435,2.87614686,0.44846202,0.00067600,1.16311462,0.04789692,0.31970657
-5.35167584,2.93103612,0.58659534,0.65881520,2.80250308,0.43504708,0.00060406,1.13225420,0.04585240,0.31560509
-5.34567284,2.83942278,0.59098365,0.63135550,2.71880756,0.42022681,0.00054390,1.09701007,0.04375914,0.31164698
-5.33966983,2.74184329,0.59475765,0.60408969,2.62621337,0.40419478,0.00049386,1.05789028,0.04164846,0.30780152
-5.33366683,2.63940744,0.59767934,0.57719423,2.52602152,0.38717025,0.00045249,1.01547746,0.03955177,0.30404083
-5.32766383,2.53333420,0.59953290,0.55085925,2.41964585,0.36939150,0.00041859,0.97041220,0.03749950,0.30034036
-5.32166083,2.42491317,0.60013158,0.52527992,2.30857520,0.35110880,0.00039113,0.92337485,0.03552025,0.29667918
-5.31565783,2.31546514,0.59932393,0.50064786,2.19433419,0.33257713,0.00036924,0.87506667,0.03363992,0.29304025
-5.30965483,2.20630322,0.59699922,0.47714309,2.07844440,0.31404903,0.00035221,0.82619101,0.03188098,0.28941048
-5.30365183,2.09869629,0.59309172,0.45492679,1.96238728,0.29576788,0.00033943,0.77743523,0.03026196,0.28578083
-5.29764882,1.99383597,0.58758383,0.43413521,1.84757010,0.27796184,0.00033037,0.72945408,0.02879699,0.28214627
-5.29164582,1.89280834,0.58050779,0.41487495,1.73529614,0.26083866,0.00032460,0.68285501,0.02749554,0.27850579
-5.28564282,1.79657118,0.57194611,0.39721985,1.62673964,0.24458149,0.00032169,0.63818576,0.02636241,0.27486237
-5.27963982,1.70593735,0.56203058,0.38120942,1.52292641,0.22934580,0.00032128,0.59592466,0.02539776,0.27122303
-5.27363682,1.62156439,0.55094012,0.36684892,1.42471999,0.21525752,0.00032298,0.55647366,0.02459735,0.26759896
-5.26763382,1.54395054,0.53889749,0.35411111,1.33281364,0.20241226,0.00032645,0.52015409,0.02395294,0.26400577
-5.26163082,1.47343661,0.52616512,0.34293932,1.24772778,0.19087563,0.00033133,0.48720513,0.02345279,0.26046391
-5.25562781,1.41021334,0.51304024,0.33325182,1.16981255,0.18068456,0.00033728,0.45778469,0.02308220,0.25699920
-5.24962481,1.35433343,0.49984957,0.32494722,1.09925493,0.17184945,0.00034394,0.43197248,0.02282423,0.25364356
-5.24362181,1.30572738,0.48694369,0.31791053,1.03608972,0.16435692,0.00035098,0.40977489,0.02266037,0.25043590
-5.23761881,1.26422217,0.47469148,0.31201970,0.98021381,0.15817318,0.00035807,0.39113139,0.02257121,0.24742301
-5.23161581,1.22956176,0.46347444,0.30715219,0.93140282,0.15324753,0.00036493,0.37592198,0.02253720,0.24466058
-5.22561281,1.20142827,0.45368128,0.30319131,0.88932957,0.14951614,0.00037129,0.36397538,0.02253927,0.24221408
-5.21960980,1.17946303,0.44570261,0.30003208,0.85358358,0.14690563,0.00037692,0.35507766,0.02255939,0.24015953
-5.21360680,1.16328637,0.43992581,0.29758616,0.82369087,0.14533653,0.00038166,0.34898087,0.02258111,0.23858389
-5.20760380,1.15251542,0.43672983,0.29578580,0.79913359,0.14472638,0.00038539,0.34541159,0.02258996,0.23758510
-5.20160080,1.14677920,0.43648000,0.29458651,0.77936887,0.14499236,0.00038807,0.34407896,0.02257368,0.23727160
-5.19559780,1.14573048,0.43952258,0.29396834,0.76384632,0.14605346,0.00038972,0.34468222,0.02252250,0.23776112
-5.18959480,1.14905405,0.44617895,0.29393571,0.75202386,0.14783204,0.00039041,0.34691748,0.02242909,0.23917886
-5.18359180,1.15647123,0.45673940,0.29451591,0.74338155,0.15025492,0.00039032,0.35048371,0.02228862,0.24165487
-5.17758879,1.16774070,0.47145636,0.29575615,0.73743299,0.15325384,0.00038967,0.35508785,0.02209855,0.24532068
-5.17158579,1.18265583,0.49053718,0.29771949,0.73373437,0.15676554,0.00038874,0.36044909,0.02185845,0.25030534
-5.16558279,1.20103892,0.51413660,0.30047989,0.73189086,0.16073137,0.00038788,0.36630226,0.02156971,0.25673074
-5.15957979,1.22273296,0.54234901,0.30411642,0.73156036,0.16509659,0.00038746,0.37240049,0.02123523,0.26470670
-5.15357679,1.24759157,0.57520083,0.30870726,0.73245490,0.16980947,0.00038791,0.37851702,0.02085909,0.27432569
-5.14757379,1.27546789,0.61264343,0.31432352,0.73433955,0.17482030,0.00038967,0.38444653,0.02044622,0.28565772
-5.14157079,1.30620326,0.65454689,0.32102343,0.73702937,0.18008036,0.00039319,0.39000574,0.02000207,0.29874547
-5.13556778,1.33961646,0.70069516,0.32884703,0.74038457,0.18554099,0.00039894,0.39503370,0.01953239,0.31359995
-5.12956478,1.37549439,0.75078307,0.33781177,0.74430431,0.19115290,0.00040734,0.39939170,0.01904298,0.33019705
-5.12356178,1.41358464,0.80441543,0.34790918,0.74871945,0.19686568,0.00041883,0.40296288,0.01853957,0.34847508
-5.11755878,1.45359071,0.86110888,0.35910273,0.75358489,0.20262762,0.00043378,0.40565173,0.01802768,0.36833354
-5.11155578,1.49517001,0.92029633,0.37132706,0.75887162,0.20838586,0.00045253,0.40738352,0.01751265,0.38963325
-5.10555278,1.53793495,0.98133449,0.38448850,0.76455911,0.21408686,0.00047538,0.40810363,0.01699962,0.41219782
-5.09954977,1.58145694,1.04351412,0.39846679,0.77062821,0.21967717,0.00050254,0.40777688,0.01649363,0.43581655
-5.09354677,1.62527310,1.10607300,0.41311803,0.77705487,0.22510437,0.00053417,0.40638695,0.01599972,0.46024855
-5.08754377,1.66889525,1.16821113,0.42827840,0.78380494,0.23031821,0.00057035,0.40393563,0.01552303,0.48522794
-5.08154077,1.71182055,1.22910772,0.44376864,0.79083008,0.23527184,0.00061107,0.40044220,0.01506898,0.51046996
-5.07553777,1.75354316,1.28793935,0.45939890,0.79806486,0.23992298,0.00065624,0.39594253,0.01464328,0.53567765
-5.06953477,1.79356608,1.34389850,0.47497363,0.80542502,0.24423496,0.00070568,0.39048826,0.01425210,0.56054873
-5.06353177,1.83141257,1.39621183,0.49029649,0.81280685,0.24817758,0.00075912,0.38414555,0.01390205,0.58478254
-5.05752876,1.86663636,1.44415741,0.50517468,0.82008750,0.25172766,0.00081619,0.37699375,0.01360013,0.60808661
-5.05152576,1.89883007,1.48708024,0.51942283,0.82712618,0.25486926,0.00087642,0.36912373,0.01335373,0.63018253
-5.04552276,1.92763153,1.52440540,0.53286608,0.83376606,0.25759347,0.00093924,0.36063584,0.01317037,0.65081111
-5.03951976,1.95272757,1.55564859,0.54534246,0.83983665,0.25989794,0.00100403,0.35163768,0.01305759,0.66973650
-5.03351676,1.97385545,1.58042353,0.55670441,0.84515671,0.26178590,0.00107003,0.34224147,0.01302262,0.68674921
-5.02751376,1.99080185,1.59844625,0.56681957,0.84953749,0.26326497,0.00113644,0.33256127,0.01307208,0.70166806
-5.02151076,2.00339982,1.60953635,0.57557092,0.85278623,0.26434571,0.00120239,0.32270999,0.01321168,0.71434113
-5.01550775,2.01152423,1.61361532,0.58285646,0.85470984,0.26504001,0.00126696,0.31279641,0.01344577,0.72464580
-5.00950475,2.01508607,1.61070238,0.58858854,0.85511893,0.26535943,0.00132918,0.30292218,0.01377706,0.73248798
-5.00350175,2.01402649,1.60090825,0.59269301,0.85383181,0.26531369,0.00138810,0.29317905,0.01420626,0.73780090
-4.99749875,2.00831083,1.58442736,0.59510848,0.85067877,0.26490920,0.00144276,0.28364640,0.01473175,0.74054348
-4.99149575,1.99792364,1.56152899,0.59578565,0.84550637,0.26414799,0.00149222,0.27438918,0.01534937,0.74069861
-4.98549275,1.98286473,1.53254788,0.59468700,0.83818174,0.26302695,0.00153562,0.26545637,0.01605227,0.73827146
-4.97948974,1.96314693,1.49787472,0.59178679,0.82859686,0.26153746,0.00157217,0.25688008,0.01683082,0.73328799
-4.97348674,1.93879550,1.45794691,0.58707145,0.81667250,0.25966552,0.00160119,0.24867525,0.01767265,0.72579372
-4.96748374,1.90984944,1.41323977,0.58054031,0.80236188,0.25739228,0.00162214,0.24084010,0.01856283,0.71585284
-4.96148074,1.87636432,1.36425849,0.57220659,0.78565379,0.25469506,0.00163461,0.23335720,0.01948408,0.70354763
-4.95547774,1.83841657,1.31153070,0.56209858,0.76657494,0.25154869,0.00163839,0.22619520,0.02041719,0.68897815
-4.94947474,1.79610869,1.25559972,0.55026085,0.74519153,0.24792721,0.00163342,0.21931111,0.02134149,0.67226209
-4.94347174,1.74957501,1.19701850,0.53675530,0.72160971,0.24380576,0.00161988,0.21265296,0.02223539,0.65353471
-4.93746873,1.69898736,1.13634382,0.52166206,0.69597506,0.23916256,0.00159811,0.20616295,0.02307702,0.63294863
-4.93146573,1.64456030,1.07413100,0.50507985,0.66847082,0.23398096,0.00156869,0.19978058,0.02384494,0.61067349
-4.92546273,1.58655529,1.01092858,0.48712605,0.63931504,0.22825133,0.00153239,0.19344603,0.02451878,0.58689532
-4.91945973,1.52528351,0.94727329,0.46793598,0.60875667,0.22197276,0.00149021,0.18710328,0.02507996,0.56181543
-4.91345673,1.46110692,0.88368486,0.44766180,0.57707063,0.21515447,0.00144334,0.18070308,0.02551232,0.53564891
-4.90745373,1.39443752,0.82066101,0.42647067,0.54455224,0.20781685,0.00139315,0.17420559,0.02580273,0.50862270
-4.90145073,1.32573461,0.75867253,0.40454238,0.51151099,0.19999209,0.00134123,0.16758249,0.02594150,0.48097311
-4.89544772,1.25550022,0.69815849,0.38206659,0.47826410,0.19172435,0.00128934,0.16081861,0.02592283,0.45294307
-4.88944472,1.18427279,0.63952193,0.35923962,0.44512997,0.18306951,0.00123941,0.15391299,0.02574499,0.42477900
-4.88344172,1.11261938,0.58312600,0.33626103,0.41242191,0.17409441,0.00119353,0.14687929,0.02541044,0.39672755
-4.87743872,1.04112682,0.52929082,0.31333007,0.38044227,0.16487582,0.00115398,0.13974571,0.02492579,0.36903215
-4.87143572,0.97039207,0.47829117,0.29064226,0.34947722,0.15549891,0.00112318,0.13255417,0.02430158,0.34192970
-4.86543272,0.90101210,0.43035508,0.26838600,0.31979230,0.14605558,0.00110368,0.12535920,0.02355198,0.31564736
-4.85942971,0.83357395,0.38566345,0.24673956,0.29162884,0.13664248,0.00109818,0.11822616,0.02269433,0.29039956
-4.85342671,0.76864489,0.34435069,0.22586845,0.26520133,0.12735897,0.00110950,0.11122928,0.02174864,0.26638536
-4.84742371,0.70676339,0.30650626,0.20592318,0.24069565,0.11830500,0.00114055,0.10444931,0.02073693,0.24378613
-4.84142071,0.64843073,0.27217712,0.18703762,0.21826813,0.10957899,0.00119433,0.09797100,0.01968257,0.22276367
-4.83541771,0.59410379,0.24137087,0.16932775,0.19804533,0.10127588,0.00127384,0.09188048,0.01860964,0.20345863
-4.82941471,0.54418867,0.21405939,0.15289101,0.18012443,0.09348520,0.00138208,0.08626266,0.01754218,0.18598936
-4.82341171,0.49903563,0.19018285,0.13780611,0.16457396,0.08628944,0.00152197,0.08119860,0.01650358,0.17045104
-4.81740870,0.45893485,0.16965382,0.12413321,0.15143491,0.07976254,0.00169627,0.07676303,0.01551592,0.15691512
-4.81140570,0.42411332,0.15236128,0.11191449,0.14072187,0.07396864,0.00190751,0.07302206,0.01459944,0.14542890
-4.80540270,0.39473250,0.13817443,0.10117497,0.13242416,0.06896107,0.00215785,0.07003109,0.01377205,0.13601536
-4.79939970,0.37088672,0.12694605,0.09192351,0.12650688,0.06478152,0.00244903,0.06783289,0.01304893,0.12867302
-4.79339670,0.35260230,0.11851542,0.08415394,0.12291179,0.06145945,0.00278220,0.06645614,0.01244221,0.12337602
-4.78739370,0.33983708,0.11271063,0.07784619,0.12155792,0.05901171,0.00315784,0.06591404,0.01196076,0.12007416
-4.78139070,0.33248063,0.10935040,0.07296738,0.12234206,0.05744228,0.00357560,0.06620350,0.01161006,0.11869313
-4.77538769,0.33035488,0.10824539,0.06947288,0.12513918,0.05674220,0.00403426,0.06730449,0.01139211,0.11913491
-4.76938469,0.33321529,0.10919905,0.06730715,0.12980268,0.05688969,0.00453158,0.06917989,0.01130556,0.12127829
-4.76338169,0.34075270,0.11200822,0.06640459,0.13616494,0.05785036,0.00506423,0.07177572,0.01134572,0.12497971
-4.75737869,0.35259595,0.11646358,0.06669009,0.14403791,0.05957762,0.00562782,0.07502174,0.01150483,0.13007450
-4.75137569,0.36831542,0.12235001,0.06807968,0.15321422,0.06201317,0.00621679,0.07883255,0.01177226,0.13637844
-4.74537269,0.38742755,0.12944726,0.07048091,0.16346873,0.06508777,0.00682454,0.08310914,0.01213487,0.14368992
-4.73936968,0.40940069,0.13753076,0.07379340,0.17456070,0.06872210,0.00744344,0.08774077,0.01257733,0.15179261
-4.73336668,0.43366222,0.14637296,0.07790930,0.18623665,0.07282786,0.00806497,0.09260741,0.01308254,0.16045873
-4.72736368,0.45960702,0.15574515,0.08271398,0.19823396,0.07730910,0.00867989,0.09758247,0.01363213,0.16945285
-4.72136068,0.48660739,0.16541984,0.08808680,0.21028520,0.08206372,0.00927846,0.10253582,0.01420687,0.17853629
-4.71535768,0.51402425,0.17517371,0.09390212,0.22212303,0.08698521,0.00985062,0.10733719,0.01478720,0.18747196
-4.70935468,0.54121944,0.18479111,0.10003069,0.23348573,0.09196462,0.01038632,0.11185954,0.01535374,0.19602950
-4.70335168,0.56756898,0.19406801,0.10634117,0.24412307,0.09689265,0.01087578,0.11598265,0.01588777,0.20399067
-4.69734867,0.59247678,0.20281629,0.11270210,0.25380231,0.10166192,0.01130977,0.11959648,0.01637171,0.21115468
-4.69134567,0.61538856,0.21086816,0.11898407,0.26231422,0.10616933,0.01167989,0.12260443,0.01678958,0.21734340
-4.68534267,0.63580543,0.21808066,0.12506215,0.26947870,0.11031836,0.01197887,0.12492622,0.01712739,0.22240611
-4.67933967,0.65329659,0.22433986,0.13081858,0.27514994,0.11402145,0.01220078,0.12650031,0.01737344,0.22622364
-4.67333667,0.66751078,0.22956468,0.13614542,0.27922071,0.11720214,0.01234125,0.12728577,0.01751867,0.22871179
-4.66733367,0.67818589,0.23371012,0.14094735,0.28162570,0.11979702,0.01239756,0.12726352,0.01755675,0.22982368
-4.66133067,0.68515633,0.23676963,0.14514423,0.28234361,0.12175742,0.01236883,0.12643687,0.01748425,0.22955106
-4.65532766,0.68835777,0.23877652,0.14867352,0.28139800,0.12305071,0.01225596,0.12483127,0.01730059,0.22792451
-4.64932466,0.68782909,0.23980431,0.15149222,0.27885677,0.12366115,0.01206163,0.12249340,0.01700801,0.22501230
-4.64332166,0.68371118,0.23996587,0.15357848,0.27483019,0.12359030,0.01179024,0.11948950,0.01661135,0.22091821
