energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-5.88594297,2.69028272,0.00471784,0.40917453,0.83849716,0.40853434,1.01826175,0.74424028,0.01538102,1.10459731
-5.87993997,2.55464056,0.00429925,0.39252328,0.79068708,0.38581077,0.97080937,0.71237629,0.01426334,1.04056936
-5.87393697,2.42125339,0.00390601,0.37607761,0.74369551,0.36335931,0.92460789,0.68078338,0.01319039,0.97799009
-5.86793397,2.29188472,0.00354188,0.36013394,0.69803454,0.34143408,0.88009234,0.65002109,0.01217520,0.91754026
-5.86193097,2.16820679,0.00320990,0.34497661,0.65417991,0.32027253,0.83767315,0.62063044,0.01122920,0.85985276
-5.85592796,2.05177134,0.00291242,0.33087092,0.61256412,0.30009289,0.79772959,0.59312101,0.01036211,0.80550584
-5.84992496,1.94398275,0.00265111,0.31805639,0.57357048,0.28109219,0.76060310,0.56795886,0.00958194,0.75501768
-5.84392196,1.84607416,0.00242705,0.30674057,0.53752842,0.26344461,0.72659048,0.54555525,0.00889503,0.70884202
-5.83791896,1.75908669,0.00224075,0.29709346,0.50470985,0.24730036,0.69593729,0.52625675,0.00830614,0.66736497
-5.83191596,1.68385227,0.00209225,0.28924278,0.47532659,0.23278480,0.66883155,0.51033684,0.00781845,0.63090263
-5.82591296,1.62098045,0.00198118,0.28327021,0.44952905,0.21999795,0.64539810,0.49798949,0.00743374,0.59969961
-5.81990995,1.57084943,0.00190682,0.27920878,0.42740590,0.20901422,0.62569387,0.48932464,0.00715245,0.57392817
-5.81390695,1.53360164,0.00186819,0.27704163,0.40898487,0.19988245,0.60970445,0.48436609,0.00697377,0.55368811
-5.80790395,1.50914412,0.00186408,0.27670199,0.39423457,0.19262615,0.59734217,0.48305156,0.00689573,0.53900731
-5.80190095,1.49715395,0.00189310,0.27807470,0.38306738,0.18724408,0.58844606,0.48523532,0.00691531,0.52984293
-5.79589795,1.49708873,0.00195372,0.28099913,0.37534330,0.18371109,0.58278385,0.49069314,0.00702846,0.52608340
-5.78989495,1.50820215,0.00204433,0.28527348,0.37087472,0.18197928,0.58005621,0.49912952,0.00723017,0.52755124
-5.78389195,1.52956451,0.00216317,0.29066041,0.36943211,0.18197950,0.57990332,0.51018707,0.00751453,0.53400671
-5.77788894,1.56008786,0.00230845,0.29689386,0.37075038,0.18362325,0.58191361,0.52345778,0.00787474,0.54515259
-5.77188594,1.59855520,0.00247825,0.30368678,0.37453600,0.18680490,0.58563456,0.53849585,0.00830318,0.56063981
-5.76588294,1.64365318,0.00267057,0.31073965,0.38047450,0.19140436,0.59058536,0.55483159,0.00879142,0.58007422
-5.75987994,1.69400732,0.00288330,0.31774939,0.38823837,0.19728998,0.59627084,0.57198613,0.00933028,0.60302435
-5.75387694,1.74821882,0.00311420,0.32441843,0.39749501,0.20432184,0.60219630,0.58948622,0.00990991,0.62903003
-5.74787394,1.80490183,0.00336089,0.33046354,0.40791458,0.21235521,0.60788269,0.60687878,0.01051983,0.65761178
-5.74187094,1.86271996,0.00362083,0.33562416,0.41917759,0.22124416,0.61288143,0.62374453,0.01114903,0.68828079
-5.73586793,1.92042079,0.00389128,0.33966986,0.43098185,0.23084520,0.61678824,0.63971033,0.01178613,0.72054917
-5.72986493,1.97686717,0.00416935,0.34240665,0.44304865,0.24102082,0.61925557,0.65445963,0.01241948,0.75394017
-5.72386193,2.03106429,0.00445194,0.34368196,0.45512806,0.25164277,0.62000281,0.66774076,0.01303734,0.78799818
-5.71785893,2.08218128,0.00473574,0.34338801,0.46700301,0.26259503,0.61882404,0.67937267,0.01362807,0.82229793
-5.71185593,2.12956692,0.00501730,0.34146360,0.47849224,0.27377625,0.61559290,0.68924793,0.01418034,0.85645278
-5.70585293,2.17275852,0.00529301,0.33789413,0.48945183,0.28510157,0.61026437,0.69733294,0.01468332,0.89012161
-5.69984992,2.21148388,0.00555913,0.33271004,0.49977548,0.29650372,0.60287347,0.70366524,0.01512694,0.92301413
-5.69384692,2.24565623,0.00581187,0.32598370,0.50939344,0.30793335,0.59353088,0.70834826,0.01550210,0.95489417
-5.68784392,2.27536231,0.00604743,0.31782498,0.51827026,0.31935843,0.58241581,0.71154352,0.01580087,0.98558108
-5.68184092,2.30084426,0.00626207,0.30837570,0.52640133,0.33076289,0.56976639,0.71346080,0.01601669,1.01494876
-5.67583792,2.32247589,0.00645221,0.29780324,0.53380861,0.34214435,0.55586808,0.71434663,0.01614457,1.04292267
-5.66983492,2.34073448,0.00661447,0.28629370,0.54053546,0.35351108,0.54104072,0.71447154,0.01618119,1.06947461
-5.66383192,2.35616916,0.00674581,0.27404479,0.54664102,0.36487839,0.52562460,0.71411671,0.01612502,1.09461567
-5.65782891,2.36936737,0.00684358,0.26125883,0.55219426,0.37626443,0.50996639,0.71356051,0.01597634,1.11838750
-5.65182591,2.38092058,0.00690563,0.24813616,0.55726793,0.38768576,0.49440540,0.71306546,0.01573730,1.14085239
-5.64582291,2.39139098,0.00693034,0.23486915,0.56193278,0.39915280,0.47926073,0.71286623,0.01541179,1.16208264
-5.63981991,2.40128042,0.00691675,0.22163700,0.56625209,0.41066544,0.46481983,0.71315906,0.01500544,1.18214958
-5.63381691,2.41100306,0.00686453,0.20860156,0.57027695,0.42220917,0.45132890,0.71409313,0.01452536,1.20111314
-5.62781391,2.42086297,0.00677405,0.19590417,0.57404233,0.43375174,0.43898538,0.71576420,0.01398008,1.21901227
-5.62181091,2.43103771,0.00664640,0.18366355,0.57756418,0.44524085,0.42793284,0.71821083,0.01337922,1.23585697
-5.61580790,2.44156867,0.00648331,0.17197486,0.58083770,0.45660285,0.41825832,0.72141320,0.01273332,1.25162237
-5.60980490,2.45235878,0.00628718,0.16090964,0.58383683,0.46774280,0.40999204,0.72529478,0.01205357,1.26624530
-5.60380190,2.46317769,0.00606097,0.15051673,0.58651505,0.47854577,0.40310958,0.72972670,0.01135152,1.27962372
-5.59779890,2.47367424,0.00580813,0.14082393,0.58880740,0.48887955,0.39753616,0.73453450,0.01063885,1.29161902
-5.59179590,2.48339573,0.00553253,0.13184027,0.59063371,0.49859866,0.39315278,0.73950725,0.00992710,1.30206136
-5.58579290,2.49181312,0.00523832,0.12355869,0.59190281,0.50754950,0.38980394,0.74440836,0.00922750,1.31075771
-5.57978989,2.49835082,0.00492984,0.11595903,0.59251766,0.51557642,0.38730648,0.74898766,0.00855070,1.31750218
-5.57378689,2.50241964,0.00461150,0.10901110,0.59238099,0.52252848,0.38545913,0.75299428,0.00790667,1.32208829
-5.56778389,2.50345124,0.00428764,0.10267772,0.59140120,0.52826648,0.38405236,0.75618955,0.00730453,1.32432224
-5.56178089,2.50093211,0.00396246,0.09691755,0.58949836,0.53266998,0.38287800,0.75835933,0.00675248,1.32403660
-5.55577789,2.49443529,0.00363990,0.09168762,0.58660970,0.53564380,0.38173830,0.75932515,0.00625768,1.32110347
-5.54977489,2.48364814,0.00332357,0.08694556,0.58269446,0.53712375,0.38045398,0.75895356,0.00582625,1.31544627
-5.54377189,2.46839432,0.00301667,0.08265124,0.57773780,0.53708121,0.37887101,0.75716317,0.00546323,1.30704946
-5.53776888,2.44864900,0.00272198,0.07876811,0.57175341,0.53552619,0.37686571,0.75392900,0.00517255,1.29596545
-5.53176588,2.42454608,0.00244176,0.07526394,0.56478472,0.53250884,0.37434824,0.74928385,0.00495707,1.28231817
-5.52576288,2.39637715,0.00217782,0.07211113,0.55690460,0.52811910,0.37126410,0.74331665,0.00481851,1.26630309
-5.51975988,2.36458211,0.00193148,0.06928668,0.54821352,0.52248460,0.36759390,0.73616777,0.00475754,1.24818346
-5.51375688,2.32973182,0.00170357,0.06677168,0.53883622,0.51576690,0.36335133,0.72802166,0.00477370,1.22828300
-5.50775388,2.29250401,0.00149454,0.06455068,0.52891708,0.50815617,0.35857960,0.71909708,0.00486546,1.20697534
-5.50175088,2.25365342,0.00130439,0.06261076,0.51861449,0.49986460,0.35334655,0.70963551,0.00503015,1.18467078
-5.49574787,2.21397815,0.00113283,0.06094055,0.50809438,0.49111893,0.34773890,0.69988846,0.00526401,1.16180112
-5.48974487,2.17428395,0.00097927,0.05952927,0.49752339,0.48215236,0.34185575,0.69010426,0.00556217,1.13880326
-5.48374187,2.13534848,0.00084287,0.05836585,0.48706204,0.47319641,0.33580211,0.68051514,0.00591865,1.11610257
-5.47773887,2.09788754,0.00072262,0.05743826,0.47685821,0.46447286,0.32968240,0.67132545,0.00632639,1.09409693
-5.47173587,2.06252498,0.00061740,0.05673302,0.46704137,0.45618642,0.32359480,0.66270139,0.00677731,1.07314206
-5.46573287,2.02976801,0.00052598,0.05623519,0.45771769,0.44851821,0.31762633,0.65476317,0.00726236,1.05353915
-5.45972986,1.99998911,0.00044711,0.05592849,0.44896653,0.44162050,0.31184933,0.64757979,0.00777168,1.03552506
-5.45372686,1.97341527,0.00037952,0.05579608,0.44083819,0.43561269,0.30631923,0.64116685,0.00829468,1.01926574
-5.44772386,1.95012519,0.00032197,0.05582146,0.43335322,0.43057880,0.30107396,0.63548742,0.00882028,1.00485291
-5.44172086,1.93005413,0.00027329,0.05598998,0.42650307,0.42656649,0.29613500,0.63045600,0.00933709,0.99230405
-5.43571786,1.91300626,0.00023233,0.05629056,0.42025221,0.42358738,0.29150985,0.62594526,0.00983367,0.98156561
-5.42971486,1.89867349,0.00019807,0.05671778,0.41454131,0.42161889,0.28719601,0.62179522,0.01029878,0.97251903
-5.42371186,1.88665973,0.00016954,0.05727418,0.40929154,0.42060710,0.28318616,0.61782434,0.01072171,0.96498925
-5.41770885,1.87650933,0.00014588,0.05797271,0.40440947,0.42047075,0.27947418,0.61384200,0.01109250,0.95875509
-5.41170585,1.86773811,0.00012631,0.05883931,0.39979250,0.42110596,0.27606188,0.60966167,0.01140228,0.95356099
-5.40570285,1.85986562,0.00011016,0.05991541,0.39533441,0.42239157,0.27296594,0.60511404,0.01164349,0.94912956
-5.39969985,1.85244696,0.00009683,0.06126028,0.39093088,0.42419488,0.27022476,0.60005969,0.01181012,0.94517435
-5.39369685,1.84510297,0.00008580,0.06295321,0.38648461,0.42637748,0.26790480,0.59440045,0.01189788,0.94141234
-5.38769385,1.83754742,0.00007664,0.06509525,0.38190999,0.42880113,0.26610623,0.58808911,0.01190435,0.93757570
-5.38169085,1.82961015,0.00006898,0.06781046,0.37713706,0.43133333,0.26496731,0.58113701,0.01182900,0.93342246
-5.37568784,1.82125530,0.00006252,0.07124664,0.37211468,0.43385261,0.26466749,0.57361919,0.01167325,0.92874573
-5.36968484,1.81259403,0.00005699,0.07557525,0.36681280,0.43625313,0.26542875,0.56567692,0.01144038,0.92338128
-5.36368184,1.80389109,0.00005222,0.08099052,0.36122385,0.43844870,0.26751525,0.55751759,0.01113539,0.91721329
-5.35767884,1.79556521,0.00004802,0.08770766,0.35536322,0.44037583,0.27123090,0.54941181,0.01076486,0.91017805
-5.35167584,1.78818297,0.00004429,0.09595998,0.34926885,0.44199594,0.27691490,0.54168801,0.01033669,0.90226570
-5.34567284,1.78244637,0.00004093,0.10599502,0.34299994,0.44329639,0.28493530,0.53472472,0.00985984,0.89351983
-5.33966983,1.77917428,0.00003788,0.11806944,0.33663491,0.44429038,0.29568046,0.52894060,0.00934404,0.88403501
-5.33366683,1.77927813,0.00003508,0.13244289,0.33026863,0.44501567,0.30954862,0.52478280,0.00879949,0.87395231
-5.32766383,1.78373236,0.00003252,0.14937072,0.32400901,0.44553206,0.32693572,0.52271374,0.00823655,0.86345283
-5.32166083,1.79354048,0.00003018,0.16909573,0.31797305,0.44591770,0.34822173,0.52319694,0.00766543,0.85274960
-5.31565783,1.80969731,0.00002804,0.19183907,0.31228250,0.44626430,0.37375583,0.52668198,0.00709594,0.84207777
-5.30965483,1.83314880,0.00002612,0.21779047,0.30705913,0.44667148,0.40384075,0.53358935,0.00653724,0.83168373
-5.30365183,1.86475032,0.00002441,0.24709811,0.30241995,0.44724033,0.43871684,0.54429529,0.00599765,0.82181326
-5.29764882,1.90522503,0.00002293,0.27985845,0.29847222,0.44806667,0.47854634,0.55911727,0.00548446,0.81269926
-5.29164582,1.95512361,0.00002168,0.31610635,0.29530881,0.44923408,0.52339848,0.57830042,0.00500387,0.80454958
-5.28564282,2.01478719,0.00002067,0.35580598,0.29300371,0.45080725,0.57323598,0.60200533,0.00456085,0.79753545
-5.27963982,2.08431488,0.00001992,0.39884289,0.29160809,0.45282598,0.62790369,0.63029775,0.00415921,0.79178100
-5.27363682,2.16353755,0.00001941,0.44501778,0.29114706,0.45530009,0.68711994,0.66314038,0.00380151,0.78735456
-5.26763382,2.25199946,0.00001916,0.49404229,0.29161718,0.45820571,0.75047127,0.70038729,0.00348920,0.78426213
-5.26163082,2.34894886,0.00001917,0.54553737,0.29298500,0.46148314,0.81741099,0.74178121,0.00322265,0.78244346
-5.25562781,2.45333855,0.00001944,0.59903440,0.29518672,0.46503651,0.88726209,0.78695386,0.00300126,0.78177109
-5.24962481,2.56383726,0.00001996,0.65397944,0.29812893,0.46873534,0.95922467,0.83542960,0.00282356,0.78205248
-5.24362181,2.67885171,0.00002073,0.70974064,0.30169064,0.47241799,1.03238817,0.88663236,0.00268738,0.78303536
-5.23761881,2.79655938,0.00002174,0.76561886,0.30572638,0.47589701,1.10574808,0.93989582,0.00258991,0.78441603
-5.23161581,2.91495109,0.00002298,0.82086132,0.31007048,0.47896593,1.17822703,0.99447670,0.00252788,0.78585037
-5.22561281,3.03188209,0.00002444,0.87467796,0.31454225,0.48140750,1.24869965,1.04957080,0.00249768,0.78696716
-5.21960980,3.14513021,0.00002611,0.92626014,0.31895187,0.48300270,1.31602048,1.10433136,0.00249543,0.78738305
-5.21360680,3.25245866,0.00002798,0.97480093,0.32310693,0.48354030,1.37905410,1.15788927,0.00251714,0.78671847
-5.20760380,3.35168138,0.00003002,1.01951654,0.32681916,0.48282635,1.43670630,1.20937440,0.00255876,0.78461388
-5.20160080,3.44072823,0.00003224,1.05966782,0.32991113,0.48069319,1.48795525,1.25793739,0.00261629,0.78074535
-5.19559780,3.51770755,0.00003461,1.09458124,0.33222270,0.47700747,1.53188141,1.30277111,0.00268585,0.77483898
-5.18959480,3.58096339,0.00003712,1.12366836,0.33361689,0.47167689,1.56769497,1.34313108,0.00276373,0.76668334
-5.18359180,3.62912521,0.00003976,1.14644313,0.33398489,0.46465517,1.59475975,1.37835402,0.00284643,0.75613934
-5.17758879,3.66114802,0.00004250,1.16253613,0.33325009,0.45594520,1.61261244,1.40787395,0.00293072,0.74314718
-5.17158579,3.67634136,0.00004533,1.17170531,0.33137089,0.44560012,1.62097650,1.43123516,0.00301367,0.72773009
-5.16558279,3.67438610,0.00004822,1.17384267,0.32834212,0.43372232,1.61977008,1.44810168,0.00309266,0.70999461
-5.15957979,3.65533844,0.00005117,1.16897667,0.32419530,0.42046055,1.60910756,1.45826283,0.00316538,0.69012770
-5.15357679,3.61962137,0.00005414,1.15727026,0.31899731,0.40600520,1.58929479,1.46163487,0.00322989,0.66839066
-5.14757379,3.56800390,0.00005711,1.13901460,0.31284800,0.39058203,1.56081811,1.45825862,0.00328455,0.64511030
-5.14157079,3.50156957,0.00006006,1.11461881,0.30587654,0.37444480,1.52432782,1.44829335,0.00332806,0.62066792
-5.13556778,3.42167540,0.00006296,1.08459628,0.29823678,0.35786697,1.48061659,1.43200727,0.00335944,0.59548637
-5.12956478,3.32990355,0.00006577,1.04954796,0.29010193,0.34113298,1.43059401,1.40976511,0.00337802,0.57001609
-5.12356178,3.22800767,0.00006848,1.01014355,0.28165853,0.32452946,1.37525814,1.38201347,0.00338338,0.54472046
-5.11755878,3.11785620,0.00007104,0.96710129,0.27310024,0.30833666,1.31566528,1.34926451,0.00337538,0.52006122
-5.11155578,3.00137509,0.00007342,0.92116713,0.26462149,0.29282050,1.25289929,1.31207882,0.00335410,0.49648440
-5.10555278,2.88049195,0.00007558,0.87309424,0.25641127,0.27822543,1.18804134,1.27104814,0.00331983,0.47440725
-5.09954977,2.75708380,0.00007751,0.82362342,0.24864729,0.26476833,1.12214149,1.22677864,0.00327303,0.45420661
-5.09354677,2.63293002,0.00007914,0.77346525,0.24149065,0.25263361,1.05619287,1.17987534,0.00321431,0.43620898
-5.08754377,2.50967188,0.00008047,0.72328440,0.23508131,0.24196954,0.99110919,1.13092825,0.00314438,0.42068255
-5.08154077,2.38877983,0.00008146,0.67368672,0.22953423,0.23288590,0.92770648,1.08050058,0.00306408,0.40783129
-5.07553777,2.27152895,0.00008207,0.62520909,0.22493657,0.22545293,0.86668901,1.02911923,0.00297430,0.39779119
-5.06953477,2.15898283,0.00008231,0.57831251,0.22134576,0.21970141,0.80864006,0.97726782,0.00287599,0.39062866
-5.06353177,2.05198593,0.00008213,0.53337812,0.21878866,0.21562396,0.75401709,0.92538207,0.00277015,0.38634095
-5.05752876,1.95116364,0.00008155,0.49070622,0.21726162,0.21317733,0.70315142,0.87384755,0.00265777,0.38485861
-5.05152576,1.85692966,0.00008055,0.45051792,0.21673159,0.21228553,0.65625196,0.82299941,0.00253989,0.38604969
-5.04552276,1.76949949,0.00007914,0.41295913,0.21713808,0.21284379,0.61341245,0.77312391,0.00241754,0.38972563
-5.03951976,1.68890916,0.00007733,0.37810652,0.21839603,0.21472311,0.57462174,0.72446128,0.00229173,0.39564859
-5.03351676,1.61503788,0.00007514,0.34597486,0.22039932,0.21777520,0.53977647,0.67720963,0.00216347,0.40353998
-5.02751376,1.54763363,0.00007260,0.31652556,0.22302500,0.22183789,0.50869540,0.63152936,0.00203375,0.41309001
-5.02151076,1.48634030,0.00006973,0.28967564,0.22613790,0.22674060,0.48113480,0.58754798,0.00190355,0.42396800
-5.01550775,1.43072553,0.00006659,0.26530705,0.22959576,0.23230989,0.45680431,0.54536469,0.00177378,0.43583306
-5.00950475,1.38030798,0.00006320,0.24327563,0.23325432,0.23837491,0.43538251,0.50505484,0.00164535,0.44834510
-5.00350175,1.33458348,0.00005962,0.22341975,0.23697266,0.24477258,0.41653194,0.46667386,0.00151909,0.46117555
-4.99749875,1.29304901,0.00005589,0.20556803,0.24061826,0.25135238,0.39991287,0.43026057,0.00139582,0.47401779
-4.99149575,1.25522401,0.00005207,0.18954628,0.24407176,0.25798057,0.38519563,0.39583995,0.00127625,0.48659668
-4.98549275,1.22066861,0.00004820,0.17518328,0.24723129,0.26454379,0.37207114,0.36342533,0.00116104,0.49867714
-4.97948974,1.18899828,0.00004434,0.16231544,0.25001614,0.27095186,0.36025944,0.33301991,0.00105078,0.51007121
-4.97348674,1.15989478,0.00004051,0.15079045,0.25236958,0.27713963,0.34951624,0.30461803,0.00094596,0.52064358
-4.96748374,1.13311327,0.00003678,0.14046967,0.25426087,0.28306801,0.33963723,0.27820593,0.00084699,0.53031516
-4.96148074,1.10848561,0.00003317,0.13122964,0.25568626,0.28872384,0.33046044,0.25376233,0.00075418,0.53906461
-4.95547774,1.08591997,0.00002971,0.12296263,0.25666888,0.29411889,0.32186657,0.23125897,0.00066775,0.54692773
-4.94947474,1.06539696,0.00002644,0.11557638,0.25725767,0.29928784,0.31377754,0.21066094,0.00058783,0.55399468
-4.94347174,1.04696270,0.00002337,0.10899327,0.25752523,0.30428536,0.30615351,0.19192716,0.00051444,0.56040507
-4.93746873,1.03071910,0.00002051,0.10314886,0.25756469,0.30918244,0.29898849,0.17501093,0.00044753,0.56634116
-4.93146573,1.01681205,0.00001789,0.09799017,0.25748583,0.31406211,0.29230495,0.15986047,0.00038696,0.57201934
-4.92546273,1.00541789,0.00001549,0.09347370,0.25741040,0.31901467,0.28614767,0.14641966,0.00033254,0.57768031
-4.91945973,0.99672894,0.00001332,0.08956331,0.25746707,0.32413277,0.28057714,0.13462875,0.00028399,0.58357824
-4.91345673,0.99093858,0.00001137,0.08622810,0.25778595,0.32950641,0.27566280,0.12442521,0.00024100,0.58996947
-4.90745373,0.98822660,0.00000965,0.08344048,0.25849319,0.33521817,0.27147643,0.11574454,0.00020321,0.59710111
-4.90145073,0.98874543,0.00000812,0.08117426,0.25970561,0.34133881,0.26808595,0.10852100,0.00017025,0.60520014
-4.89544772,0.99260771,0.00000679,0.07940317,0.26152580,0.34792348,0.26554984,0.10268835,0.00014170,0.61446330
-4.88944472,0.99987577,0.00000564,0.07809949,0.26403774,0.35500865,0.26391236,0.09818046,0.00011717,0.62504829
-4.88344172,1.01055327,0.00000465,0.07723308,0.26730323,0.36260985,0.26319978,0.09493176,0.00009624,0.63706650
-4.87743872,1.02457936,0.00000381,0.07677075,0.27135905,0.37072035,0.26341759,0.09287761,0.00007852,0.65057769
-4.87143572,1.04182545,0.00000310,0.07667585,0.27621530,0.37931065,0.26454886,0.09195440,0.00006364,0.66558655
-4.86543272,1.06209457,0.00000250,0.07690826,0.28185449,0.38832899,0.26655357,0.09209963,0.00005123,0.68204140
-4.85942971,1.08512315,0.00000201,0.07742455,0.28823187,0.39770255,0.26936908,0.09325170,0.00004095,0.69983489
-4.85342671,1.11058520,0.00000160,0.07817844,0.29527649,0.40733936,0.27291138,0.09534962,0.00003252,0.71880657
-4.84742371,1.13809831,0.00000126,0.07912137,0.30289331,0.41713090,0.27707718,0.09833255,0.00002565,0.73874724
-4.84142071,1.16723133,0.00000099,0.08020329,0.31096590,0.42695498,0.28174665,0.10213922,0.00002009,0.75940471
-4.83541771,1.19751318,0.00000077,0.08137341,0.31935982,0.43667902,0.28678654,0.10670727,0.00001562,0.78049073
-4.82941471,1.22844254,0.00000060,0.08258114,0.32792645,0.44616341,0.29205365,0.11197247,0.00001207,0.80168880
-4.82341171,1.25949778,0.00000046,0.08377691,0.33650706,0.45526494,0.29739846,0.11786794,0.00000926,0.82266242
-4.81740870,1.29014706,0.00000035,0.08491300,0.34493704,0.46384004,0.30266866,0.12432336,0.00000706,0.84306370
-4.81140570,1.31985809,0.00000027,0.08594433,0.35305008,0.47174795,0.30771262,0.13126419,0.00000535,0.86254177
-4.80540270,1.34810740,0.00000020,0.08682912,0.36068223,0.47885351,0.31238265,0.13861101,0.00000403,0.88075095
-4.79939970,1.37438891,0.00000015,0.08752949,0.36767567,0.48502972,0.31653793,0.14627900,0.00000302,0.89735837
-4.79339670,1.39822169,0.00000011,0.08801194,0.37388211,0.49015994,0.32004710,0.15417758,0.00000227,0.91205094
-4.78739370,1.41915694,0.00000009,0.08824775,0.37916583,0.49413979,0.32279051,0.16221035,0.00000171,0.92454144
-4.78139070,1.43678403,0.00000007,0.08821324,0.38340620,0.49687865,0.32466212,0.17027528,0.00000131,0.93457384
-4.77538769,1.45073569,0.00000005,0.08788999,0.38649973,0.49830088,0.32557099,0.17826526,0.00000104,0.94192755
-4.76938469,1.46069255,0.00000004,0.08726491,0.38836163,0.49834680,0.32544254,0.18606901,0.00000089,0.94642081
-4.76338169,1.46638675,0.00000004,0.08633030,0.38892691,0.49697327,0.32421940,0.19357243,0.00000083,0.94791308
-4.75737869,1.46760504,0.00000004,0.08508378,0.38815094,0.49415409,0.32186204,0.20066025,0.00000087,0.94630658
-4.75137569,1.46419110,0.00000005,0.08352820,0.38600970,0.48988015,0.31834909,0.20721813,0.00000101,0.94154684
-4.74537269,1.45604734,0.00000006,0.08167141,0.38249945,0.48415930,0.31367742,0.21313507,0.00000127,0.93362254
-4.73936968,1.44313602,0.00000008,0.07952609,0.37763621,0.47701605,0.30786198,0.21830604,0.00000166,0.92256450
-4.73336668,1.42547974,0.00000011,0.07710939,0.37145481,0.46849100,0.30093536,0.22263492,0.00000224,0.90844397
-4.72736368,1.40316135,0.00000015,0.07444261,0.36400766,0.45864015,0.29294708,0.22603741,0.00000305,0.89137034
-4.72136068,1.37632312,0.00000020,0.07155073,0.35536330,0.44753387,0.28396268,0.22844401,0.00000415,0.87148827
-4.71535768,1.34516530,0.00000028,0.06846202,0.34560477,0.43525589,0.27406249,0.22980292,0.00000563,0.84897432
-4.70935468,1.30994386,0.00000037,0.06520742,0.33482777,0.42190196,0.26334013,0.23008259,0.00000761,0.82403327
-4.70335168,1.27096767,0.00000050,0.06182008,0.32313876,0.40757849,0.25190086,0.22927406,0.00001022,0.79689410
-4.69734867,1.22859491,0.00000066,0.05833472,0.31065295,0.39240100,0.23985958,0.22739283,0.00001363,0.76780580
-4.69134567,1.18322886,0.00000088,0.05478705,0.29749234,0.37649262,0.22733877,0.22448017,0.00001807,0.73703308
-4.68534267,1.13531313,0.00000115,0.05121316,0.28378368,0.35998240,0.21446617,0.22060395,0.00002377,0.70485209
-4.67933967,1.08532639,0.00000150,0.04764898,0.26965661,0.34300377,0.20137249,0.21585880,0.00003107,0.67154615
-4.67333667,1.03377669,0.00000193,0.04412973,0.25524179,0.32569289,0.18818900,0.21036568,0.00004033,0.63740175
-4.66733367,0.98119552,0.00000248,0.04068943,0.24066927,0.30818716,0.17504522,0.20427079,0.00005198,0.60270465
-4.66133067,0.92813164,0.00000316,0.03736053,0.22606696,0.29062375,0.16206670,0.19774398,0.00006653,0.56773633
-4.65532766,0.87514486,0.00000400,0.03417353,0.21155930,0.27313824,0.14937296,0.19097652,0.00008456,0.53277074
-4.64932466,0.82279981,0.00000503,0.03115684,0.19726614,0.25586336,0.13707564,0.18417841,0.00010675,0.49807140
-4.64332166,0.77165987,0.00000627,0.02833656,0.18330185,0.23892789,0.12527699,0.17757524,0.00013384,0.46388886
