energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up,W_p_up,W_d_up
-5.60380190,2.96670917,0.00165524,0.30109866,0.00643008,1.83330706,0.97801456,0.29197516,1.14506826,0.51587353
-5.59779890,2.78936823,0.00147468,0.28159128,0.00623541,1.72310009,0.92014363,0.27556515,1.07193827,0.48554901
-5.59179590,2.61834792,0.00130738,0.26276713,0.00605656,1.61705100,0.86408819,0.25985744,1.00043878,0.45621750
-5.58579290,2.45487278,0.00115316,0.24475428,0.00589682,1.51592895,0.81027612,0.24495489,0.93111550,0.42809520
-5.57978989,2.30000290,0.00101176,0.22765889,0.00575886,1.42039677,0.75907154,0.23094663,0.86444079,0.40137596
-5.57378689,2.15461815,0.00088288,0.21156364,0.00564467,1.33100207,0.71077010,0.21790688,0.80080803,0.37622779
-5.56778389,2.01940647,0.00076611,0.19652708,0.00555537,1.24817072,0.66559611,0.20589385,0.74052865,0.35278983
-5.56178089,1.89485660,0.00066098,0.18258364,0.00549125,1.17220298,0.62370157,0.19494896,0.68383163,0.33116994
-5.55577789,1.78125541,0.00056695,0.16974449,0.00545164,1.10327210,0.58516702,0.18509627,0.63086535,0.31144305
-5.54977489,1.67868977,0.00048339,0.15799888,0.00543500,1.04142570,0.55000409,0.17634230,0.58170136,0.29365018
-5.54377189,1.58705277,0.00040965,0.14731618,0.00543891,0.98658962,0.51815960,0.16867603,0.53633995,0.27779838
-5.53776888,1.50605440,0.00034503,0.13764824,0.00546017,0.93857431,0.48952111,0.16206937,0.49471709,0.26386145
-5.53176588,1.43523614,0.00028879,0.12893218,0.00549491,0.89708361,0.46392366,0.15647788,0.45671240,0.25178151
-5.52576288,1.37398919,0.00024019,0.12109336,0.00553870,0.86172575,0.44115750,0.15184191,0.42215788,0.24147141
-5.51975988,1.32157603,0.00019850,0.11404848,0.00558677,0.83202635,0.42097669,0.14808816,0.39084707,0.23281786
-5.51375688,1.27715457,0.00016300,0.10770870,0.00563412,0.80744319,0.40310806,0.14513144,0.36254432,0.22568527
-5.50775388,1.23980452,0.00013298,0.10198266,0.00567573,0.78738241,0.38726063,0.14287698,0.33699404,0.21992015
-5.50175088,1.20855508,0.00010779,0.09677941,0.00570677,0.77121577,0.37313493,0.14122287,0.31392945,0.21535595
-5.49574787,1.18241346,0.00008680,0.09201102,0.00572271,0.75829854,0.36043214,0.14006281,0.29308095,0.21181824
-5.48974487,1.16039319,0.00006944,0.08759493,0.00571955,0.74798756,0.34886271,0.13928907,0.27418371,0.20913003
-5.48374187,1.14154161,0.00005519,0.08345594,0.00569391,0.73965899,0.33815427,0.13879545,0.25698438,0.20711698
-5.47773887,1.12496558,0.00004358,0.07952784,0.00564314,0.73272513,0.32805861,0.13848034,0.24124692,0.20561253
-5.47173587,1.10985464,0.00003419,0.07575457,0.00556543,0.72664989,0.31835749,0.13824954,0.22675735,0.20446252
-5.46573287,1.09550096,0.00002665,0.07209099,0.00545983,0.72096231,0.30886717,0.13801897,0.21332743,0.20352936
-5.45972986,1.08131527,0.00002064,0.06850326,0.00532625,0.71526770,0.29944163,0.13771698,0.20079728,0.20269538
-5.45372686,1.06683836,0.00001588,0.06496877,0.00516544,0.70925600,0.28997424,0.13728625,0.18903691,0.20186540
-5.44772386,1.05174771,0.00001214,0.06147574,0.00497898,0.70270704,0.28039802,0.13668512,0.17794672,0.20096835
-5.44172086,1.03585901,0.00000923,0.05802250,0.00476911,0.69549241,0.27068456,0.13588847,0.16745709,0.19995782
-5.43571786,1.01912269,0.00000698,0.05461646,0.00453869,0.68757407,0.26084156,0.13488776,0.15752710,0.19881161
-5.42971486,1.00161542,0.00000524,0.05127295,0.00429106,0.67899950,0.25090925,0.13369066,0.14814259,0.19753024
-5.42371186,0.98352720,0.00000392,0.04801381,0.00402987,0.66989383,0.24095590,0.13231984,0.13931355,0.19613449
-5.41770885,0.96514447,0.00000291,0.04486602,0.00375901,0.66044909,0.23107249,0.13081127,0.13107114,0.19466207
-5.41170585,0.94683006,0.00000216,0.04186021,0.00348240,0.65091112,0.22136700,0.12921204,0.12346436,0.19316368
-5.40570285,0.92900071,0.00000159,0.03902922,0.00320391,0.64156483,0.21195836,0.12757766,0.11655660,0.19169843
-5.39969985,0.91210347,0.00000117,0.03640682,0.00292724,0.63271815,0.20297040,0.12596910,0.11042213,0.19032903
-5.39369685,0.89659155,0.00000086,0.03402645,0.00265578,0.62468574,0.19452614,0.12444973,0.10514261,0.18911697
-5.38769385,0.88290112,0.00000063,0.03192016,0.00239260,0.61777292,0.18674239,0.12308212,0.10080379,0.18811773
-5.38169085,0.87142973,0.00000046,0.03011769,0.00214032,0.61226059,0.17972508,0.12192503,0.09749244,0.18737659
-5.37568784,0.86251737,0.00000034,0.02864576,0.00190111,0.60839189,0.17356528,0.12103071,0.09529349,0.18692489
-5.36968484,0.85643097,0.00000025,0.02752745,0.00167667,0.60636100,0.16833624,0.12044246,0.09428746,0.18677724
-5.36368184,0.85335287,0.00000018,0.02678180,0.00146822,0.60630473,0.16409117,0.12019281,0.09454822,0.18692964
-5.35767884,0.85337376,0.00000013,0.02642352,0.00127655,0.60829705,0.16086217,0.12030221,0.09614095,0.18735862
-5.35167584,0.85649009,0.00000010,0.02646278,0.00110199,0.61234685,0.15865993,0.12077835,0.09912047,0.18802158
-5.34567284,0.86260612,0.00000007,0.02690515,0.00094451,0.61839881,0.15747441,0.12161613,0.10352975,0.18885810
-5.33966983,0.87154023,0.00000006,0.02775155,0.00080376,0.62633745,0.15727627,0.12279828,0.10939869,0.18979237
-5.33366683,0.88303502,0.00000004,0.02899835,0.00067910,0.63599383,0.15801888,0.12429649,0.11674318,0.19073646
-5.32766383,0.89677071,0.00000003,0.03063739,0.00056967,0.64715460,0.15964096,0.12607312,0.12556428,0.19159425
-5.32166083,0.91238085,0.00000003,0.03265612,0.00047446,0.65957287,0.16206950,0.12808326,0.13584771,0.19226599
-5.31565783,0.92946972,0.00000002,0.03503777,0.00039234,0.67298026,0.16522296,0.13027710,0.14756363,0.19265302
-5.30965483,0.94763028,0.00000002,0.03776147,0.00032213,0.68709948,0.16901447,0.13260246,0.16066653,0.19266259
-5.30365183,0.96646199,0.00000001,0.04080254,0.00026259,0.70165676,0.17335502,0.13500729,0.17509548,0.19221240
-5.29764882,0.98558740,0.00000001,0.04413269,0.00021255,0.71639360,0.17815636,0.13744209,0.19077467,0.19123474
-5.29164582,1.00466687,0.00000001,0.04772035,0.00017084,0.73107709,0.18333364,0.13986213,0.20761411,0.18967998
-5.28564282,1.02341076,0.00000001,0.05153103,0.00013636,0.74550844,0.18880762,0.14222924,0.22551071,0.18751926
-5.27963982,1.04158850,0.00000001,0.05552773,0.00010812,0.75952928,0.19450634,0.14451327,0.24434951,0.18474622
-5.27363682,1.05903420,0.00000002,0.05967138,0.00008517,0.77302546,0.20036636,0.14669294,0.26400511,0.18137785
-5.26763382,1.07564880,0.00000002,0.06392142,0.00006670,0.78592827,0.20633331,0.14875631,0.28434325,0.17745421
-5.26163082,1.09139846,0.00000002,0.06823626,0.00005198,0.79821300,0.21236199,0.15070058,0.30522245,0.17303738
-5.25562781,1.10630979,0.00000003,0.07257391,0.00004036,0.80989504,0.21841588,0.15253150,0.32649561,0.16820937
-5.24962481,1.12046188,0.00000004,0.07689250,0.00003130,0.82102378,0.22446614,0.15426222,0.34801154,0.16306942
-5.24362181,1.13397588,0.00000005,0.08115086,0.00002434,0.83167469,0.23049028,0.15591182,0.36961634,0.15773068
-5.23761881,1.14700261,0.00000006,0.08530898,0.00001909,0.84193992,0.23647033,0.15750351,0.39115451,0.15231644
-5.23161581,1.15970889,0.00000008,0.08932848,0.00001523,0.85191813,0.24239093,0.15906261,0.41246986,0.14695621
-5.22561281,1.17226332,0.00000009,0.09317293,0.00001250,0.86170396,0.24823718,0.16061447,0.43340611,0.14178164
-5.21960980,1.18482222,0.00000012,0.09680818,0.00001069,0.87137776,0.25399247,0.16218239,0.45380725,0.13692260
-5.21360680,1.19751646,0.00000014,0.10020250,0.00000965,0.88099617,0.25963648,0.16378564,0.47351772,0.13250353
-5.20760380,1.21043980,0.00000018,0.10332670,0.00000924,0.89058400,0.26514337,0.16543779,0.49238243,0.12864002
-5.20160080,1.22363934,0.00000021,0.10615420,0.00000937,0.90012798,0.27048029,0.16714531,0.51024685,0.12543598
-5.19559780,1.23710857,0.00000026,0.10866094,0.00000998,0.90957260,0.27560634,0.16890650,0.52695715,0.12298117
-5.18959480,1.25078329,0.00000031,0.11082541,0.00001100,0.91881847,0.28047212,0.17071102,0.54236065,0.12134934
-5.18359180,1.26454069,0.00000036,0.11262857,0.00001240,0.92772317,0.28501976,0.17253975,0.55630665,0.12059680
-5.17758879,1.27820160,0.00000043,0.11405384,0.00001416,0.93610481,0.28918367,0.17436523,0.56864772,0.12076154
-5.17158579,1.29153577,0.00000050,0.11508713,0.00001625,0.94374800,0.29289185,0.17615251,0.57924161,0.12186276
-5.16558279,1.30427006,0.00000058,0.11571693,0.00001867,0.95041210,0.29606784,0.17786044,0.58795377,0.12390083
-5.15957979,1.31609895,0.00000067,0.11593451,0.00002139,0.95584132,0.29863311,0.17944336,0.59466044,0.12685756
-5.15357679,1.32669711,0.00000077,0.11573419,0.00002441,0.95977628,0.30050999,0.18085304,0.59925228,0.13069686
-5.14757379,1.33573320,0.00000088,0.11511366,0.00002769,0.96196633,0.30162474,0.18204081,0.60163834,0.13536556
-5.14157079,1.34288436,0.00000099,0.11407437,0.00003123,0.96218214,0.30191093,0.18295978,0.60175035,0.14079454
-5.13556778,1.34785063,0.00000111,0.11262199,0.00003498,0.96022788,0.30131260,0.18356704,0.59954684,0.14690005
-5.12956478,1.35036861,0.00000124,0.11076678,0.00003892,0.95595229,0.29978740,0.18382571,0.59501707,0.15358518
-5.12356178,1.35022368,0.00000137,0.10852401,0.00004300,0.94925812,0.29730916,0.18370679,0.58818440,0.16074163
-5.11755878,1.34726018,0.00000150,0.10591419,0.00004717,0.94010934,0.29387012,0.18319061,0.57910885,0.16825154
-5.11155578,1.34138905,0.00000163,0.10296330,0.00005138,0.92853582,0.28948233,0.18226796,0.56788857,0.17598959
-5.10555278,1.33259260,0.00000177,0.09970268,0.00005557,0.91463500,0.28417838,0.18094068,0.55466013,0.18382527
-5.09954977,1.32092611,0.00000190,0.09616892,0.00005966,0.89857067,0.27801128,0.17922182,0.53959739,0.19162526
-5.09354677,1.30651628,0.00000202,0.09240339,0.00006360,0.88056858,0.27105346,0.17713525,0.52290893,0.19925605
-5.08754377,1.28955661,0.00000214,0.08845163,0.00006732,0.86090932,0.26339506,0.17471484,0.50483413,0.20658653
-5.08154077,1.27029996,0.00000225,0.08436252,0.00007074,0.83991868,0.25514132,0.17200318,0.48563784,0.21349075
-5.07553777,1.24904865,0.00000235,0.08018726,0.00007380,0.81795588,0.24640951,0.16904986,0.46560397,0.21985058
-5.06953477,1.22614266,0.00000243,0.07597823,0.00007644,0.79540041,0.23732524,0.16590958,0.44502812,0.22555830
-5.06353177,1.20194653,0.00000250,0.07178771,0.00007860,0.77263799,0.22801857,0.16263993,0.42420972,0.23051904
-5.05752876,1.17683557,0.00000255,0.06766656,0.00008025,0.75004632,0.21861987,0.15929916,0.40344379,0.23465284
-5.05152576,1.15118206,0.00000259,0.06366295,0.00008135,0.72798143,0.20925585,0.15594389,0.38301289,0.23789655
-5.04552276,1.12534212,0.00000261,0.05982112,0.00008187,0.70676512,0.20004577,0.15262702,0.36317947,0.24020515
-5.03951976,1.09964392,0.00000261,0.05618028,0.00008181,0.68667425,0.19109811,0.14939574,0.34417906,0.24155266
-5.03351676,1.07437756,0.00000260,0.05277366,0.00008117,0.66793211,0.18250771,0.14628996,0.32621451,0.24193259
-5.02751376,1.04978732,0.00000257,0.04962783,0.00007996,0.65070255,0.17435365,0.14334101,0.30945155,0.24135781
-5.02151076,1.02606643,0.00000252,0.04676224,0.00007822,0.63508680,0.16669785,0.14057083,0.29401592,0.23985994
-5.01550775,1.00335453,0.00000246,0.04418902,0.00007598,0.62112322,0.15958440,0.13799158,0.27999203,0.23748833
-5.00950475,0.98173798,0.00000240,0.04191306,0.00007330,0.60878988,0.15303970,0.13560577,0.26742320,0.23430854
-5.00350175,0.96125276,0.00000233,0.03993239,0.00007024,0.59800973,0.14707328,0.13340674,0.25631354,0.23040063
-4.99749875,0.94188990,0.00000226,0.03823871,0.00006687,0.58865801,0.14167934,0.13137969,0.24663117,0.22585709
-4.99149575,0.92360291,0.00000219,0.03681823,0.00006327,0.58057152,0.13683871,0.12950298,0.23831265,0.22078070
-4.98549275,0.90631690,0.00000214,0.03565259,0.00005953,0.57355915,0.13252136,0.12774973,0.23126836,0.21528235
-4.97948974,0.88993872,0.00000212,0.03471992,0.00005573,0.56741315,0.12868904,0.12608968,0.22538856,0.20947890
-4.97348674,0.87436770,0.00000212,0.03399599,0.00005196,0.56192046,0.12529819,0.12449105,0.22054974,0.20349112
-4.96748374,0.85950616,0.00000217,0.03345529,0.00004832,0.55687363,0.12230267,0.12292252,0.21662097,0.19744186
-4.96148074,0.84526934,0.00000228,0.03307209,0.00004491,0.55208067,0.11965648,0.12135507,0.21347003,0.19145440
-4.95547774,0.83159403,0.00000246,0.03282143,0.00004183,0.54737338,0.11731607,0.11976355,0.21096889,0.18565107
-4.94947474,0.81844548,0.00000274,0.03267986,0.00003919,0.54261383,0.11524232,0.11812813,0.20899836,0.18015204
-4.94347174,0.80582224,0.00000315,0.03262616,0.00003709,0.53769862,0.11340209,0.11643527,0.20745179,0.17507442
-4.93746873,0.79375861,0.00000370,0.03264167,0.00003565,0.53256087,0.11176916,0.11467839,0.20623761,0.17053148
-4.93146573,0.78232472,0.00000444,0.03271061,0.00003499,0.52716982,0.11032480,0.11285805,0.20528067,0.16663204
-4.92546273,0.77162415,0.00000540,0.03282004,0.00003525,0.52152831,0.10905768,0.11098180,0.20452247,0.16347998
-4.91945973,0.76178928,0.00000662,0.03295971,0.00003656,0.51566815,0.10796340,0.10906358,0.20392027,0.16117377
-4.91345673,0.75297474,0.00000817,0.03312174,0.00003909,0.50964407,0.10704363,0.10712275,0.20344525,0.15980611
-4.90745373,0.74534934,0.00001009,0.03330015,0.00004301,0.50352629,0.10630488,0.10518289,0.20307994,0.15946344
-4.90145073,0.73908694,0.00001244,0.03349035,0.00004849,0.49739258,0.10575713,0.10327036,0.20281513,0.16022540
-4.89544772,0.73435680,0.00001530,0.03368854,0.00005573,0.49132008,0.10541224,0.10141272,0.20264648,0.16216433
-4.88944472,0.73131407,0.00001874,0.03389112,0.00006494,0.48537754,0.10528249,0.09963718,0.20257108,0.16534445
-4.88344172,0.73009075,0.00002284,0.03409419,0.00007634,0.47961842,0.10537908,0.09796902,0.20258433,0.16982106
-4.87743872,0.73078776,0.00002768,0.03429310,0.00009016,0.47407529,0.10571089,0.09643028,0.20267707,0.17563954
-4.87143572,0.73346841,0.00003333,0.03448209,0.00010661,0.46875584,0.10628339,0.09503854,0.20283349,0.18283411
-4.86543272,0.73815348,0.00003988,0.03465414,0.00012590,0.46364069,0.10709791,0.09380602,0.20302966,0.19142657
-4.85942971,0.74481823,0.00004741,0.03480090,0.00014826,0.45868323,0.10815115,0.09273903,0.20323285,0.20142467
-4.85342671,0.75339110,0.00005598,0.03491279,0.00017384,0.45381123,0.10943492,0.09183769,0.20340175,0.21282053
-4.84742371,0.76375424,0.00006564,0.03497921,0.00020279,0.44893026,0.11093627,0.09109590,0.20348730,0.22558876
-4.84142071,0.77574555,0.00007644,0.03498897,0.00023522,0.44392859,0.11263770,0.09050175,0.20343436,0.23968458
-4.83541771,0.78916201,0.00008841,0.03493066,0.00027116,0.43868318,0.11451761,0.09003804,0.20318377,0.25504195
-4.82941471,0.80376395,0.00010154,0.03479317,0.00031058,0.43306637,0.11655085,0.08968303,0.20267487,0.27157169
-4.82341171,0.81928001,0.00011580,0.03456626,0.00035338,0.42695291,0.11870924,0.08941139,0.20184813,0.28915988
-4.81740870,0.83541255,0.00013116,0.03424102,0.00039937,0.42022674,0.12096217,0.08919515,0.20064787,0.30766657
-4.81140570,0.85184313,0.00014751,0.03381038,0.00044827,0.41278728,0.12327707,0.08900473,0.19902474,0.32692495
-4.80540270,0.86823805,0.00016474,0.03326946,0.00049969,0.40455469,0.12561990,0.08880989,0.19693790,0.34674124
-4.79939970,0.88425375,0.00018271,0.03261592,0.00055317,0.39547400,0.12795546,0.08858069,0.19435681,0.36689535
-4.79339670,0.89954212,0.00020123,0.03185011,0.00060811,0.38551788,0.13024769,0.08828831,0.19126239,0.38714256
-4.78739370,0.91375580,0.00022008,0.03097514,0.00066387,0.37468785,0.13245992,0.08790575,0.18764776,0.40721631
-4.78139070,0.92655349,0.00023904,0.02999684,0.00071971,0.36301418,0.13455510,0.08740847,0.18351834,0.42683210
-4.77538769,0.93760547,0.00025783,0.02892354,0.00077482,0.35055433,0.13649615,0.08677487,0.17889142,0.44569271
-4.76938469,0.94659943,0.00027617,0.02776589,0.00082837,0.33739037,0.13824628,0.08598670,0.17379532,0.46349453
-4.76338169,0.95324674,0.00029380,0.02653644,0.00087948,0.32362539,0.13976960,0.08502943,0.16826817,0.47993494
-4.75737869,0.95728903,0.00031041,0.02524927,0.00092731,0.30937939,0.14103183,0.08389244,0.16235643,0.49472062
-4.75137569,0.95850535,0.00032573,0.02391957,0.00097101,0.29478481,0.14200120,0.08256932,0.15611328,0.50757638
-4.74537269,0.95671939,0.00033950,0.02256319,0.00100981,0.27998199,0.14264957,0.08105798,0.14959689,0.51825434
-4.73936968,0.95180683,0.00035148,0.02119624,0.00104301,0.26511488,0.14295374,0.07936087,0.14286887,0.52654294
-4.73336668,0.94370235,0.00036148,0.01983467,0.00107003,0.25032719,0.14289681,0.07748504,0.13599269,0.53227548
-4.72736368,0.93240590,0.00036934,0.01849395,0.00109040,0.23575906,0.14246965,0.07544225,0.12903239,0.53533768
-4.72136068,0.91798793,0.00037495,0.01718879,0.00110380,0.22154442,0.14167233,0.07324897,0.12205143,0.53567391
-4.71535768,0.90059300,0.00037826,0.01593290,0.00111008,0.20780906,0.14051532,0.07092635,0.11511178,0.53329164
-4.70935468,0.88044136,0.00037927,0.01473884,0.00110926,0.19466930,0.13902057,0.06850001,0.10827320,0.52826394
-4.70335168,0.85782829,0.00037805,0.01361791,0.00110150,0.18223127,0.13722214,0.06599986,0.10159269,0.52072966
-4.69734867,0.83312068,0.00037472,0.01258008,0.00108715,0.17059067,0.13516639,0.06345958,0.09512407,0.51089124
-4.69134567,0.80675093,0.00036944,0.01163398,0.00106672,0.15983277,0.13291175,0.06091619,0.08891768,0.49901014
-4.68534267,0.77920801,0.00036245,0.01078690,0.00104083,0.15003263,0.13052777,0.05840921,0.08302010,0.48539996
-4.67933967,0.75102579,0.00035400,0.01004480,0.00101024,0.14125532,0.12809364,0.05597992,0.07747387,0.47041749
-4.67333667,0.72276908,0.00034440,0.00941234,0.00097580,0.13355600,0.12569618,0.05367026,0.07231718,0.45445193
-4.66733367,0.69501756,0.00033396,0.00889291,0.00093842,0.12697982,0.12342718,0.05152177,0.06758357,0.43791275
-4.66133067,0.66834827,0.00032302,0.00848859,0.00089906,0.12156153,0.12138034,0.04957435,0.06330145,0.42121666
-4.65532766,0.64331735,0.00031191,0.00820018,0.00085865,0.11732477,0.11964783,0.04786502,0.05949370,0.40477409
-4.64932466,0.62044150,0.00030094,0.00802717,0.00081814,0.11428109,0.11831666,0.04642660,0.05617710,0.38897582
-4.64332166,0.60018021,0.00029044,0.00796768,0.00077838,0.11242870,0.11746491,0.04528656,0.05336188,0.37418021
