energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-3.31665833,1.98951728,0.24885340,0.65638661,0.00866573,0.05877751,0.02523613,0.72958005,0.54900527,0.62434760
-3.31065533,1.92076618,0.24179013,0.63824990,0.00907877,0.05809547,0.02516405,0.69137581,0.52463690,0.60196391
-3.30465233,1.85466608,0.23529601,0.62102074,0.00951909,0.05746841,0.02513224,0.65389487,0.50189733,0.57993970
-3.29864932,1.79120756,0.22938433,0.60459078,0.00997993,0.05688861,0.02514478,0.61737639,0.48068227,0.55836473
-3.29264632,1.73033959,0.22405447,0.58884501,0.01045497,0.05634368,0.02520438,0.58202056,0.46087951,0.53732284
-3.28664332,1.67198962,0.21929509,0.57366954,0.01093862,0.05581769,0.02531255,0.54799197,0.44237789,0.51689570
-3.28064032,1.61608321,0.21508779,0.55895876,0.01142619,0.05529259,0.02546987,0.51542420,0.42507570,0.49716637
-3.27463732,1.56256243,0.21141081,0.54462174,0.01191399,0.05474964,0.02567628,0.48442505,0.40888818,0.47822234
-3.26863432,1.51140188,0.20824263,0.53058745,0.01239946,0.05417099,0.02593128,0.45508224,0.39375391,0.46015791
-3.26263132,1.46262184,0.20556534,0.51680883,0.01288117,0.05354109,0.02623417,0.42746923,0.37963994,0.44307574
-3.25662831,1.41629782,0.20336745,0.50326532,0.01335880,0.05284807,0.02658424,0.40165068,0.36654531,0.42708746
-3.25062531,1.37256619,0.20164607,0.48996407,0.01383303,0.05208490,0.02698085,0.37768739,0.35450310,0.41231334
-3.24462231,1.33162576,0.20040836,0.47693964,0.01430543,0.05125028,0.02742352,0.35564055,0.34358074,0.39888095
-3.23861931,1.29373531,0.19967222,0.46425240,0.01477824,0.05034930,0.02791188,0.33557495,0.33387884,0.38692295
-3.23261631,1.25920744,0.19946602,0.45198576,0.01525418,0.04939372,0.02844561,0.31756116,0.32552828,0.37657418
-3.22661331,1.22839910,0.19982774,0.44024247,0.01573621,0.04840199,0.02902433,0.30167667,0.31868610,0.36796797
-3.22061031,1.20169947,0.20080323,0.42914017,0.01622726,0.04739893,0.02964748,0.28800586,0.31352992,0.36123220
-3.21460730,1.17951581,0.20244397,0.41880662,0.01673000,0.04641508,0.03031413,0.27663892,0.31025146,0.35648494
-3.20860430,1.16225815,0.20480439,0.40937474,0.01724666,0.04548590,0.03102289,0.26766987,0.30904912,0.35383016
-3.20260130,1.15032339,0.20793877,0.40097784,0.01777879,0.04465063,0.03177183,0.26119367,0.31012000,0.35335351
-3.19659830,1.14407975,0.21189809,0.39374522,0.01832713,0.04395101,0.03255838,0.25730272,0.31365158,0.35511847
-3.19059530,1.14385194,0.21672684,0.38779833,0.01889152,0.04343000,0.03337943,0.25608275,0.31981327,0.35916291
-3.18459230,1.14990779,0.22245996,0.38324760,0.01947087,0.04313022,0.03423133,0.25760845,0.32874821,0.36549618
-3.17858929,1.16244657,0.22912000,0.38019005,0.02006309,0.04309259,0.03511013,0.26193886,0.34056533,0.37409701
-3.17258629,1.18158933,0.23671466,0.37870763,0.02066521,0.04335488,0.03601170,0.26911278,0.35533217,0.38491189
-3.16658329,1.20737142,0.24523477,0.37886614,0.02127344,0.04395038,0.03693205,0.27914435,0.37306846,0.39785440
-3.16058029,1.23973702,0.25465268,0.38071476,0.02188327,0.04490667,0.03786754,0.29201897,0.39374084,0.41280512
-3.15457729,1.27853584,0.26492118,0.38428589,0.02248961,0.04624457,0.03881516,0.30768967,0.41725871,0.42961229
-3.14857429,1.32352169,0.27597298,0.38959516,0.02308697,0.04797722,0.03977275,0.32607413,0.44347160,0.44809316
-3.14257129,1.37435273,0.28772058,0.39664150,0.02366955,0.05010941,0.04073916,0.34705242,0.47216796,0.46803599
-3.13656828,1.43059330,0.30005683,0.40540693,0.02423141,0.05263703,0.04171435,0.37046554,0.50307572,0.48920256
-3.13056528,1.49171707,0.31285576,0.41585611,0.02476656,0.05554685,0.04269939,0.39611492,0.53586445,0.51133130
-3.12456228,1.55711144,0.32597413,0.42793550,0.02526909,0.05881642,0.04369629,0.42376288,0.57014935,0.53414084
-3.11855928,1.62608310,0.33925321,0.44157214,0.02573323,0.06241426,0.04470783,0.45313408,0.60549692,0.55733400
-3.11255628,1.69786460,0.35252114,0.45667202,0.02615338,0.06630026,0.04573721,0.48391801,0.64143229,0.58060219
-3.10655328,1.77162215,0.36559568,0.47311829,0.02652416,0.07042627,0.04678759,0.51577245,0.67744806,0.60363011
-3.10055028,1.84646456,0.37828727,0.49076936,0.02684047,0.07473693,0.04786162,0.54832789,0.71301448,0.62610065
-3.09454727,1.92145337,0.39040249,0.50945721,0.02709744,0.07917066,0.04896093,0.58119285,0.74759073,0.64770008
-3.08854427,1.99561441,0.40174781,0.52898601,0.02729050,0.08366090,0.05008552,0.61395996,0.78063694,0.66812325
-3.08254127,2.06795070,0.41213354,0.54913153,0.02741538,0.08813736,0.05123329,0.64621272,0.81162675,0.68707887
-3.07653827,2.13745676,0.42137793,0.56964136,0.02746817,0.09252757,0.05239957,0.67753284,0.84005989,0.70429471
-3.07053527,2.20313430,0.42931131,0.59023634,0.02744539,0.09675836,0.05357678,0.70750789,0.86547450,0.71952264
-3.06453227,2.26400919,0.43578025,0.61061321,0.02734400,0.10075750,0.05475419,0.73573925,0.88745884,0.73254338
-3.05852926,2.31914942,0.44065142,0.63044873,0.02716160,0.10445530,0.05591783,0.76185002,0.90566186,0.74317095
-3.05252626,2.36768388,0.44381532,0.64940517,0.02689645,0.10778623,0.05705065,0.78549291,0.91980251,0.75125664
-3.04652326,2.40882148,0.44518947,0.66713711,0.02654761,0.11069038,0.05813270,0.80635770,0.92967733,0.75669243
-3.04052026,2.44187015,0.44472117,0.68329949,0.02611509,0.11311490,0.05914163,0.82417822,0.93516616,0.75941389
-3.03451726,2.46625519,0.44238955,0.69755654,0.02559992,0.11501525,0.06005328,0.83873863,0.93623582,0.75940228
-3.02851426,2.48153638,0.43820705,0.70959134,0.02500425,0.11635622,0.06084243,0.84987874,0.93294155,0.75668608
-3.02251126,2.48742317,0.43221997,0.71911560,0.02433143,0.11711277,0.06148359,0.85749833,0.92542633,0.75134170
-3.01650825,2.48378739,0.42450828,0.72587926,0.02358605,0.11727064,0.06195200,0.86156009,0.91391798,0.74349333
-3.01050525,2.47067276,0.41518470,0.72967946,0.02277394,0.11682662,0.06222451,0.86209120,0.89872421,0.73331217
-3.00450225,2.44830072,0.40439279,0.73036845,0.02190210,0.11578861,0.06228055,0.85918332,0.88022572,0.72101463
-2.99849925,2.41707214,0.39230449,0.72786009,0.02097869,0.11417540,0.06210301,0.85299092,0.85886767,0.70685991
-2.99249625,2.37756441,0.37911679,0.72213443,0.02001286,0.11201613,0.06167903,0.84372793,0.83514955,0.69114661
-2.98649325,2.33052385,0.36504796,0.71324044,0.01901460,0.10934960,0.06100061,0.83166263,0.80961392,0.67420862
-2.98049025,2.27685337,0.35033317,0.70129625,0.01799460,0.10622323,0.06006518,0.81711091,0.78283424,0.65641022
-2.97448724,2.21759536,0.33521977,0.68648733,0.01696401,0.10269194,0.05887580,0.80042802,0.75540195,0.63814041
-2.96848424,2.15391034,0.31996229,0.66906224,0.01593424,0.09881681,0.05744135,0.78199901,0.72791336,0.61980657
-2.96248124,2.08705170,0.30481736,0.64932631,0.01491672,0.09466362,0.05577635,0.76222814,0.70095642,0.60182749
-2.95647824,2.01833732,0.29003843,0.62763345,0.01392267,0.09030135,0.05390065,0.74152758,0.67509774,0.58462590
-2.95047524,1.94911870,0.27587078,0.60437638,0.01296293,0.08580059,0.05183897,0.72030580,0.65087021,0.56862055
-2.94447224,1.88074880,0.26254652,0.57997574,0.01204766,0.08123202,0.04962016,0.69895617,0.62876132,0.55421803
-2.93846923,1.81454934,0.25027994,0.55486844,0.01118626,0.07666488,0.04727638,0.67784600,0.60920258,0.54180456
-2.93246623,1.75177876,0.23926321,0.52949579,0.01038710,0.07216559,0.04484220,0.65730677,0.59256023,0.53173773
-2.92646323,1.69360180,0.22966242,0.50429178,0.00965745,0.06779638,0.04235358,0.63762569,0.57912729,0.52433857
-2.92046023,1.64106175,0.22161417,0.47967207,0.00900334,0.06361423,0.03984682,0.61903909,0.56911739,0.51988415
-2.91445723,1.59505612,0.21522268,0.45602395,0.00842945,0.05966979,0.03735753,0.60172792,0.56266027,0.51860073
-2.90845423,1.55631657,0.21055745,0.43369761,0.00793908,0.05600666,0.03491968,0.58581541,0.55979920,0.52065784
-2.90245123,1.52539367,0.20765165,0.41299901,0.00753408,0.05266070,0.03256469,0.57136719,0.56049030,0.52616342
-2.89644822,1.50264671,0.20650106,0.39418449,0.00721485,0.04965971,0.03032063,0.55839355,0.56460397,0.53516006
-2.89044522,1.48823891,0.20706393,0.37745714,0.00698035,0.04702317,0.02821159,0.54685385,0.57192810,0.54762267
-2.88444222,1.48213785,0.20926141,0.36296489,0.00682814,0.04476226,0.02625720,0.53666279,0.58217338,0.56345742
-2.87843922,1.48412104,0.21297896,0.35080038,0.00675440,0.04288003,0.02447226,0.52769809,0.59498032,0.58250224
-2.87243622,1.49378608,0.21806845,0.34100221,0.00675407,0.04137170,0.02286663,0.51980916,0.60992799,0.60452871
-2.86643322,1.51056504,0.22435110,0.33355762,0.00682090,0.04022526,0.02144522,0.51282639,0.62654424,0.62924543
-2.86043022,1.53374237,0.23162123,0.32840613,0.00694762,0.03942199,0.02020815,0.50657039,0.64431723,0.65630275
-2.85442721,1.56247560,0.23965076,0.32544408,0.00712603,0.03893726,0.01915103,0.50086094,0.66270789,0.68529875
-2.84842421,1.59581829,0.24819433,0.32452972,0.00734721,0.03874137,0.01826544,0.49552495,0.68116320,0.71578646
-2.84242121,1.63274427,0.25699499,0.32548868,0.00760168,0.03880039,0.01753940,0.49040341,0.69912971,0.74728199
-2.83641821,1.67217280,0.26579036,0.32811960,0.00787960,0.03907716,0.01695799,0.48535682,0.71606725,0.77927366
-2.83041521,1.71299368,0.27431902,0.33219976,0.00817098,0.03953221,0.01650401,0.48026906,0.73146219,0.81123163
-2.82441221,1.75409215,0.28232701,0.33749066,0.00846587,0.04012472,0.01615864,0.47504974,0.74484010,0.84261820
-2.81840920,1.79437283,0.28957419,0.34374337,0.00875462,0.04081350,0.01590208,0.46963497,0.75577734,0.87289826
-2.81240620,1.83278239,0.29584032,0.35070368,0.00902804,0.04155782,0.01571428,0.46398677,0.76391130,0.90154991
-2.80640320,1.86833076,0.30093060,0.35811710,0.00927763,0.04231836,0.01557547,0.45809142,0.76894897,0.92807499
-2.80040020,1.90011041,0.30468054,0.36573351,0.00949574,0.04305790,0.01546674,0.45195688,0.77067361,0.95200926
-2.79439720,1.92731374,0.30695986,0.37331176,0.00967576,0.04374212,0.01537053,0.44560977,0.76894929,0.97293209
-2.78839420,1.94924820,0.30767550,0.38062394,0.00981223,0.04434018,0.01527102,0.43909206,0.76372326,0.99047541
-2.78239120,1.96534910,0.30677336,0.38745956,0.00990095,0.04482528,0.01515444,0.43245779,0.75502589,1.00433179
-2.77638819,1.97518989,0.30423898,0.39362943,0.00993907,0.04517508,0.01500932,0.42577011,0.74296845,1.01426138
-2.77038519,1.97848986,0.30009700,0.39896940,0.00992511,0.04537206,0.01482657,0.41909869,0.72773863,1.02009753
-2.76438219,1.97511895,0.29440943,0.40334361,0.00985896,0.04540379,0.01459963,0.41251767,0.70959404,1.02175092
-2.75837919,1.96509966,0.28727291,0.40664739,0.00974187,0.04526302,0.01432436,0.40610406,0.68885391,1.01921211
-2.75237619,1.94860577,0.27881507,0.40880962,0.00957636,0.04494777,0.01399901,0.39993667,0.66588927,1.01255219
-2.74637319,1.92595789,0.26919002,0.40979437,0.00936614,0.04446129,0.01362407,0.39409531,0.64111194,1.00192163
-2.74037019,1.89761564,0.25857344,0.40960174,0.00911602,0.04381191,0.01320206,0.38866023,0.61496277,0.98754714
-2.73436718,1.86416655,0.24715709,0.40826776,0.00883173,0.04301285,0.01273734,0.38371149,0.58789932,0.96972654
-2.72836418,1.82631166,0.23514338,0.40586334,0.00851978,0.04208197,0.01223582,0.37932820,0.56038362,0.94882175
-2.72236118,1.78484808,0.22273982,0.40249212,0.00818731,0.04104138,0.01170475,0.37558743,0.53287016,0.92524993
-2.71635818,1.74064883,0.21015384,0.39828720,0.00784193,0.03991713,0.01115241,0.37256269,0.50579462,0.89947301
-2.71035518,1.69464026,0.19758785,0.39340699,0.00749150,0.03873876,0.01058786,0.37032186,0.47956351,0.87198582
-2.70435218,1.64777782,0.18523502,0.38802998,0.00714402,0.03753885,0.01002073,0.36892473,0.45454509,0.84330318
-2.69834917,1.60102059,0.17327554,0.38234884,0.00680742,0.03635259,0.00946093,0.36842005,0.43106174,0.81394628
-2.69234617,1.55530565,0.16187362,0.37656396,0.00648941,0.03521729,0.00891845,0.36884236,0.40938388,0.78442881
-2.68634317,1.51152276,0.15117523,0.37087658,0.00619734,0.03417191,0.00840321,0.37020868,0.38972568,0.75524328
-2.68034017,1.47049051,0.14130654,0.36548197,0.00593805,0.03325656,0.00792482,0.37251543,0.37224243,0.72684803
-2.67433717,1.43293460,0.13237299,0.36056274,0.00571771,0.03251208,0.00749248,0.37573565,0.35702968,0.69965532
-2.66833417,1.39946906,0.12445901,0.35628267,0.00554176,0.03197951,0.00711479,0.37981691,0.34412402,0.67402104
-2.66233117,1.37058108,0.11762827,0.35278127,0.00541474,0.03169958,0.00679971,0.38468004,0.33350541,0.65023630
-2.65632816,1.34662005,0.11192434,0.35016930,0.00534023,0.03171224,0.00655439,0.39021891,0.32510095,0.62852131
-2.65032516,1.32779103,0.10737165,0.34852537,0.00532078,0.03205609,0.00638507,0.39630130,0.31878985,0.60902167
-2.64432216,1.31415293,0.10397682,0.34789382,0.00535780,0.03276777,0.00629707,0.40277106,0.31440941,0.59180730
-2.63831916,1.30562134,0.10172998,0.34828387,0.00545159,0.03388130,0.00629461,0.40945132,0.31176181,0.57687386
-2.63231616,1.30197576,0.10060624,0.34966998,0.00560127,0.03542745,0.00638081,0.41614881,0.31062146,0.56414673
-2.62631316,1.30287080,0.10056716,0.35199350,0.00580480,0.03743286,0.00655758,0.42265911,0.31074270,0.55348719
-2.62031016,1.30785090,0.10156213,0.35516534,0.00605902,0.03991927,0.00682554,0.42877247,0.31186753,0.54470065
-2.61430715,1.31636771,0.10352972,0.35906963,0.00635975,0.04290263,0.00718401,0.43428010,0.31373326,0.53754635
-2.60830415,1.32779955,0.10639890,0.36356800,0.00670182,0.04639215,0.00763090,0.43898049,0.31607982,0.53174840
-2.60230115,1.34147209,0.11009017,0.36850453,0.00707925,0.05038943,0.00816271,0.44268556,0.31865653,0.52700738
-2.59629815,1.35667933,0.11451664,0.37371092,0.00748544,0.05488752,0.00877448,0.44522633,0.32122817,0.52301226
-2.59029515,1.37270446,0.11958504,0.37901179,0.00791331,0.05987016,0.00945981,0.44645782,0.32358035,0.51945209
-2.58429215,1.38883963,0.12519676,0.38422991,0.00835560,0.06531106,0.01021088,0.44626304,0.32552386,0.51602708
-2.57828914,1.40440424,0.13124891,0.38919124,0.00880507,0.07117344,0.01101850,0.44455590,0.32689823,0.51245859
-2.57228614,1.41876135,0.13763547,0.39372950,0.00925484,0.07740978,0.01187219,0.44128293,0.32757420,0.50849792
-2.56628314,1.43133178,0.14424850,0.39769038,0.00969863,0.08396182,0.01276033,0.43642387,0.32745535,0.50393347
-2.56028014,1.44160583,0.15097961,0.40093508,0.01013110,0.09076098,0.01367032,0.42999107,0.32647874,0.49859628
-2.55427714,1.44915253,0.15772146,0.40334342,0.01054813,0.09772903,0.01458878,0.42202792,0.32461473,0.49236371
-2.54827414,1.45362632,0.16436950,0.40481620,0.01094710,0.10477926,0.01550176,0.41260635,0.32186603,0.48516141
-2.54227114,1.45477139,0.17082379,0.40527704,0.01132713,0.11181794,0.01639509,0.40182363,0.31826603,0.47696352
-2.53626813,1.45242378,0.17699091,0.40467361,0.01168928,0.11874620,0.01725459,0.38979863,0.31387655,0.46779128
-2.53026513,1.44651131,0.18278592,0.40297829,0.01203674,0.12546219,0.01806644,0.37666777,0.30878500,0.45771016
-2.52426213,1.43705155,0.18813429,0.40018831,0.01237486,0.13186351,0.01881750,0.36258077,0.30310114,0.44682572
-2.51825913,1.42414807,0.19297369,0.39632535,0.01271121,0.13784989,0.01949561,0.34769651,0.29695350,0.43527837
-2.51225613,1.40798499,0.19725551,0.39143467,0.01305550,0.14332582,0.02008994,0.33217900,0.29048541,0.42323729
-2.50625313,1.38881999,0.20094617,0.38558380,0.01341936,0.14820337,0.02059124,0.31619363,0.28385082,0.41089370
-2.50025013,1.36697605,0.20402796,0.37886076,0.01381617,0.15240471,0.02099211,0.29990381,0.27720999,0.39845365
-2.49424712,1.34283172,0.20649940,0.37137186,0.01426062,0.15586451,0.02128721,0.28346808,0.27072494,0.38613060
-2.48824412,1.31681046,0.20837514,0.36323918,0.01476834,0.15853205,0.02147343,0.26703755,0.26455491,0.37413800
-2.48224112,1.28936880,0.20968521,0.35459759,0.01535532,0.16037279,0.02154996,0.25075397,0.25885182,0.36268197
-2.47623812,1.26098383,0.21047374,0.34559154,0.01603731,0.16136963,0.02151834,0.23474803,0.25375573,0.35195434
-2.47023512,1.23214000,0.21079707,0.33637157,0.01682920,0.16152345,0.02138240,0.21913826,0.24939059,0.34212615
-2.46423212,1.20331565,0.21072142,0.32709057,0.01774431,0.16085325,0.02114822,0.20403016,0.24586013,0.33334191
-2.45822911,1.17496956,0.21032009,0.31789996,0.01879366,0.15939555,0.02082387,0.18951570,0.24324429,0.32571459
-2.45222611,1.14752787,0.20967032,0.30894586,0.01998533,0.15720340,0.02041928,0.17567310,0.24159602,0.31932163
-2.44622311,1.12137180,0.20885000,0.30036526,0.02132375,0.15434469,0.01994592,0.16256686,0.24093890,0.31420203
-2.44022011,1.09682654,0.20793431,0.29228240,0.02280919,0.15090016,0.01941646,0.15024788,0.24126540,0.31035468
-2.43421711,1.07415180,0.20699244,0.28480547,0.02443725,0.14696093,0.01884450,0.13875392,0.24253610,0.30773794
-2.42821411,1.05353442,0.20608467,0.27802365,0.02619854,0.14262573,0.01824411,0.12811003,0.24467990,0.30627060
-2.42221111,1.03508325,0.20525969,0.27200469,0.02807850,0.13799804,0.01762952,0.11832919,0.24759528,0.30583423
-2.41620810,1.01882676,0.20455265,0.26679309,0.03005738,0.13318304,0.01701470,0.10941305,0.25115263,0.30627682
-2.41020510,1.00471344,0.20398367,0.26240892,0.03211048,0.12828463,0.01641304,0.10135273,0.25519763,0.30741774
-2.40420210,0.99261505,0.20355720,0.25884743,0.03420850,0.12340256,0.01583699,0.09412969,0.25955566,0.30905372
-2.39819910,0.98233276,0.20326209,0.25607937,0.03631813,0.11862983,0.01529776,0.08771672,0.26403701,0.31096596
-2.39219610,0.97360581,0.20307241,0.25405208,0.03840287,0.11405027,0.01480506,0.08207897,0.26844291,0.31292778
-2.38619310,0.96612263,0.20294898,0.25269136,0.04042392,0.10973662,0.01436691,0.07717499,0.27257192,0.31471281
-2.38019010,0.95953378,0.20284164,0.25190395,0.04234129,0.10574894,0.01398947,0.07295790,0.27622669,0.31610335
-2.37418709,0.95346629,0.20269194,0.25158066,0.04411498,0.10213353,0.01367695,0.06937651,0.27922065,0.31689850
-2.36818409,0.94753887,0.20243635,0.25159997,0.04570619,0.09892229,0.01343159,0.06637651,0.28138442,0.31692181
-2.36218109,0.94137722,0.20200968,0.25183202,0.04707858,0.09613264,0.01325367,0.06390160,0.28257168,0.31602817
-2.35617809,0.93462900,0.20134860,0.25214278,0.04819942,0.09376778,0.01314159,0.06189471,0.28266426,0.31410955
-2.35017509,0.92697772,0.20039511,0.25239831,0.04904074,0.09181754,0.01309206,0.06029906,0.28157616,0.31109942
-2.34417209,0.91815497,0.19909970,0.25246900,0.04958020,0.09025954,0.01310025,0.05905925,0.27925642,0.30697566
-2.33816908,0.90795071,0.19742427,0.25223351,0.04980190,0.08906075,0.01316004,0.05812228,0.27569068,0.30176179
-2.33216608,0.89622095,0.19534431,0.25158242,0.04969692,0.08817927,0.01326430,0.05743841,0.27090136,0.29552650
-2.32616308,0.88289278,0.19285069,0.25042136,0.04926355,0.08756645,0.01340519,0.05696198,0.26494653,0.28838148
-2.32016008,0.86796652,0.18995056,0.24867362,0.04850741,0.08716899,0.01357449,0.05665207,0.25791749,0.28047768
-2.31415708,0.85151495,0.18666763,0.24628205,0.04744115,0.08693119,0.01376387,0.05647301,0.24993512,0.27200000
-2.30815408,0.83367966,0.18304163,0.24321035,0.04608406,0.08679716,0.01396523,0.05639468,0.24114538,0.26316088
-2.30215108,0.81466486,0.17912708,0.23944356,0.04446134,0.08671287,0.01417100,0.05639274,0.23171389,0.25419276
-2.29614807,0.79472881,0.17499141,0.23498785,0.04260326,0.08662800,0.01437432,0.05644858,0.22182009,0.24533990
-2.29014507,0.77417328,0.17071242,0.22986973,0.04054418,0.08649761,0.01456932,0.05654910,0.21165104,0.23684978
-2.28414207,0.75333153,0.16637543,0.22413444,0.03832140,0.08628336,0.01475122,0.05668630,0.20139523,0.22896444
-2.27813907,0.73255521,0.16206988,0.21784399,0.03597410,0.08595449,0.01491644,0.05685677,0.19123653,0.22191197
-2.27213607,0.71220082,0.15788590,0.21107465,0.03354214,0.08548831,0.01506260,0.05706089,0.18134862,0.21589860
-2.26613307,0.69261610,0.15391078,0.20391407,0.03106503,0.08487037,0.01518856,0.05730202,0.17188999,0.21110159
-2.26013007,0.67412703,0.15022550,0.19645830,0.02858097,0.08409420,0.01529424,0.05758557,0.16299976,0.20766306
-2.25412706,0.65702591,0.14690152,0.18880859,0.02612595,0.08316072,0.01538056,0.05791796,0.15479433,0.20568523
-2.24812406,0.64156095,0.14399805,0.18106837,0.02373310,0.08207738,0.01544926,0.05830570,0.14736503,0.20522692
-2.24212106,0.62792792,0.14155972,0.17334033,0.02143219,0.08085698,0.01550267,0.05875447,0.14077687,0.20630169
-2.23611806,0.61626414,0.13961492,0.16572381,0.01924925,0.07951648,0.01554359,0.05926827,0.13506816,0.20887756
-2.23011506,0.60664513,0.13817486,0.15831265,0.01720647,0.07807558,0.01557504,0.05984888,0.13025137,0.21287837
-2.22411206,0.59908424,0.13723336,0.15119352,0.01532218,0.07655546,0.01560018,0.06049539,0.12631473,0.21818680
-2.21810905,0.59353527,0.13676748,0.14444478,0.01361100,0.07497752,0.01562215,0.06120414,0.12322494,0.22464893
-2.21210605,0.58989805,0.13673886,0.13813608,0.01208414,0.07336238,0.01564408,0.06196883,0.12093051,0.23208019
-2.20610305,0.58802700,0.13709585,0.13232846,0.01074980,0.07172908,0.01566911,0.06278105,0.11936590,0.24027268
-2.20010005,0.58774232,0.13777634,0.12707519,0.00961356,0.07009454,0.01570050,0.06363107,0.11845619,0.24900342
-2.19409705,0.58884342,0.13871109,0.12242310,0.00867894,0.06847341,0.01574180,0.06450892,0.11812209,0.25804350
-2.18809405,0.59112423,0.13982761,0.11841449,0.00794784,0.06687817,0.01579713,0.06540575,0.11828534,0.26716763
-2.18209105,0.59438960,0.14105419,0.11508937,0.00742104,0.06531961,0.01587153,0.06631536,0.11887402,0.27616387
-2.17608804,0.59847233,0.14232424,0.11248805,0.00709865,0.06380744,0.01597126,0.06723592,0.11982798,0.28484324
-2.17008504,0.60324993,0.14358040,0.11065380,0.00698047,0.06235127,0.01610426,0.06817165,0.12110380,0.29304865
-2.16408204,0.60866040,0.14477857,0.10963552,0.00706636,0.06096162,0.01628051,0.06913451,0.12267951,0.30066307
-2.15807904,0.61471624,0.14589146,0.10949015,0.00735644,0.05965105,0.01651239,0.07014571,0.12455853,0.30761637
-2.15207604,0.62151604,0.14691157,0.11028483,0.00785126,0.05843519,0.01681503,0.07123698,0.12677293,0.31389072
-2.14607304,0.62925289,0.14785358,0.11209838,0.00855192,0.05733381,0.01720645,0.07245150,0.12938578,0.31952420
-2.14007004,0.63821912,0.14875577,0.11502226,0.00946003,0.05637152,0.01770775,0.07384436,0.13249236,0.32461241
-2.13406703,0.64880686,0.14968074,0.11916061,0.01057768,0.05557839,0.01834299,0.07548256,0.13622023,0.32930818
-2.12806403,0.66150433,0.15071508,0.12462951,0.01190732,0.05499014,0.01913905,0.07744442,0.14072809,0.33381899
-2.12206103,0.67688755,0.15196813,0.13155521,0.01345155,0.05464810,0.02012520,0.07981838,0.14620319,0.33840256
-2.11605803,0.69560765,0.15356990,0.14007141,0.01521292,0.05459871,0.02133253,0.08270127,0.15285759,0.34336036
-2.11005503,0.71837413,0.15566812,0.15031561,0.01719367,0.05489277,0.02279323,0.08619592,0.16092290,0.34902952
-2.10405203,0.74593430,0.15842451,0.16242456,0.01939543,0.05558428,0.02453961,0.09040829,0.17064397,0.35577325
-2.09804902,0.77904975,0.16201050,0.17652894,0.02181889,0.05672904,0.02660304,0.09544412,0.18227136,0.36397020
-2.09204602,0.81847049,0.16660246,0.19274745,0.02446352,0.05838299,0.02901271,0.10140522,0.19605285,0.37400309
-2.08604302,0.86490763,0.17237657,0.21118040,0.02732717,0.06060048,0.03179434,0.10838553,0.21222432,0.38624702
-2.08004002,0.91900574,0.17950360,0.23190327,0.03040576,0.06343233,0.03496882,0.11646713,0.23100006,0.40105790
-2.07403702,0.98131580,0.18814367,0.25496023,0.03369293,0.06692399,0.03855086,0.12571619,0.25256310,0.41876157
-2.06803402,1.05227005,0.19844120,0.28035812,0.03717972,0.07111382,0.04254779,0.13617933,0.27705559,0.43964376
-2.06203102,1.13215962,0.21052028,0.30806113,0.04085429,0.07603147,0.04695833,0.14788023,0.30457003,0.46394164
-2.05602801,1.22111615,0.22448045,0.33798640,0.04470159,0.08169658,0.05177176,0.16081692,0.33514134,0.49183701
-2.05002501,1.31909827,0.24039326,0.37000101,0.04870320,0.08811775,0.05696719,0.17495969,0.36874049,0.52345176
-2.04402201,1.42588386,0.25829951,0.40392040,0.05283719,0.09529197,0.06251319,0.19025001,0.40526997,0.55884549
-2.03801901,1.54106847,0.27820742,0.43950858,0.05707804,0.10320432,0.06836783,0.20660021,0.44456139,0.59801585
-2.03201601,1.66407054,0.30009175,0.47648019,0.06139669,0.11182812,0.07447900,0.22389439,0.48637559,0.64090122
-2.02601301,1.79414327,0.32389390,0.51450449,0.06576076,0.12112556,0.08078516,0.24199022,0.53040540,0.68738608
-2.02001001,1.93039314,0.34952300,0.55321128,0.07013483,0.13104850,0.08721652,0.26072186,0.57628118,0.73730863
-2.01400700,2.07180428,0.37685804,0.59219858,0.07448094,0.14153971,0.09369652,0.27990378,0.62357903,0.79047044
-2.00800400,2.21726809,0.40575081,0.63104186,0.07875921,0.15253431,0.10014366,0.29933547,0.67183153,0.84664775
-2.00200100,2.36561671,0.43602966,0.66930456,0.08292863,0.16396129,0.10647359,0.31880674,0.72054069,0.90560384
-1.99599800,2.51565903,0.46750392,0.70654940,0.08694791,0.17574514,0.11260132,0.33810348,0.76919264,0.96710182
-1.98999500,2.66621755,0.49996870,0.74235016,0.09077659,0.18780743,0.11844362,0.35701369,0.81727342,1.03091716
-1.98399200,2.81616427,0.53321001,0.77630335,0.09437604,0.20006827,0.12392132,0.37533339,0.86428526,1.09684922
-1.97798899,2.96445382,0.56700975,0.80803914,0.09771060,0.21244756,0.12896154,0.39287223,0.90976247,1.16473091
-1.97198599,3.11015208,0.60115056,0.83723134,0.10074867,0.22486600,0.13349971,0.40945857,0.95328625,1.23443591
-1.96598299,3.25245860,0.63542004,0.86360567,0.10346366,0.23724577,0.13748128,0.42494369,0.99449756,1.30588267
-1.95997999,3.39072168,0.66961438,0.88694603,0.10583488,0.24951097,0.14086310,0.43920503,1.03310737,1.37903478
-1.95397699,3.52444491,0.70354094,0.90709855,0.10784815,0.26158772,0.14361428,0.45214836,1.06890358,1.45389733
