energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up,V_p_up,V_d_up
-5.81390695,3.23784649,0.00076672,0.96073202,0.05018215,1.03919912,0.71906644,0.84022634,0.29128060,0.28525812
-5.80790395,3.23140670,0.00078567,0.97202557,0.04893475,1.01073413,0.72255979,0.84254542,0.28048677,0.29516774
-5.80190095,3.22757702,0.00080637,0.98238673,0.04798802,0.98581583,0.72598628,0.84412806,0.27187670,0.30632022
-5.79589795,3.22636147,0.00082857,0.99187165,0.04730469,0.96445512,0.72944505,0.84511323,0.26533645,0.31863275
-5.78989495,3.22765708,0.00085196,1.00052870,0.04684389,0.94658847,0.73302114,0.84562967,0.26072235,0.33200346
-5.78389195,3.23125918,0.00087621,1.00839782,0.04656262,0.93208143,0.73678404,0.84579368,0.25786620,0.34631178
-5.77788894,3.23686993,0.00090094,1.01551056,0.04641704,0.92073372,0.74078699,0.84570761,0.25658053,0.36141902
-5.77188594,3.24410995,0.00092576,1.02189098,0.04636382,0.91228577,0.74506701,0.84545929,0.25666382,0.37716932
-5.76588294,3.25253289,0.00095029,1.02755722,0.04636127,0.90642653,0.74964587,0.84512229,0.25790553,0.39339093
-5.75987994,3.26164258,0.00097412,1.03252387,0.04637042,0.90280250,0.75453190,0.84475707,0.26009107,0.40989796
-5.75387694,3.27091262,0.00099690,1.03680505,0.04635589,0.90102775,0.75972271,0.84441305,0.26300642,0.42649269
-5.74787394,3.27980783,0.00101828,1.04041820,0.04628659,0.90069468,0.76520879,0.84413152,0.26644259,0.44296848
-5.74187094,3.28780722,0.00103796,1.04338844,0.04613629,0.90138521,0.77097798,0.84394939,0.27019976,0.45911329
-5.73586793,3.29442779,0.00105572,1.04575350,0.04588397,0.90268232,0.77702056,0.84390363,0.27409112,0.47471377
-5.72986493,3.29924877,0.00107137,1.04756898,0.04551396,0.90418142,0.78333508,0.84403624,0.27794636,0.48955996
-5.72386193,3.30193530,0.00108481,1.04891383,0.04501604,0.90550135,0.78993436,0.84439971,0.28161484,0.50345047
-5.71785893,3.30226108,0.00109601,1.04989581,0.04438521,0.90629478,0.79685177,0.84506252,0.28496835,0.51619789
-5.71185593,3.30012894,0.00110503,1.05065661,0.04362147,0.90625762,0.80414727,0.84611460,0.28790343,0.52763447
-5.70585293,3.29558865,0.00111200,1.05137638,0.04272943,0.90513723,0.81191292,0.84767229,0.29034316,0.53761764
-5.69984992,3.28885089,0.00111710,1.05227739,0.04171779,0.90273925,0.82027751,0.84988260,0.29223854,0.54603531
-5.69384692,3.28029682,0.00112062,1.05362625,0.04059884,0.89893265,0.82940998,0.85292631,0.29356915,0.55281054
-5.68784392,3.27048220,0.00112287,1.05573468,0.03938780,0.89365313,0.83952121,0.85701964,0.29434332,0.55790542
-5.68184092,3.26013557,0.00112422,1.05895827,0.03810227,0.88690450,0.85086382,0.86241414,0.29459756,0.56132399
-5.67583792,3.25014993,0.00112508,1.06369301,0.03676153,0.87875809,0.86372988,0.86939455,0.29439541,0.56311377
-5.66983492,3.24156767,0.00112584,1.07036955,0.03538597,0.86935030,0.87844611,0.87827445,0.29382563,0.56336599
-5.66383192,3.23555877,0.00112693,1.07944490,0.03399653,0.85887813,0.89536671,0.88938965,0.29299971,0.56221433
-5.65782891,3.23339235,0.00112875,1.09139177,0.03261413,0.84759304,0.91486364,0.90308920,0.29204897,0.55983198
-5.65182591,3.23640249,0.00113166,1.10668562,0.03125921,0.83579332,0.93731468,0.91972434,0.29112100,0.55642744
-5.64582291,3.24594893,0.00113599,1.12578970,0.02995135,0.82381505,0.96308950,0.93963552,0.29037590,0.55223873
-5.63981991,3.26337400,0.00114202,1.14913864,0.02870890,0.81202234,0.99253413,0.96313797,0.28998218,0.54752661
-5.63381691,3.28995734,0.00114995,1.17712096,0.02754870,0.80079675,1.02595444,0.99050635,0.29011253,0.54256673
-5.62781391,3.32686992,0.00115992,1.21006138,0.02648592,0.79052671,1.06359935,1.02195900,0.29093969,0.53764134
-5.62181091,3.37512949,0.00117201,1.24820355,0.02553387,0.78159708,1.10564436,1.05764267,0.29263246,0.53303057
-5.61580790,3.43555923,0.00118620,1.29169404,0.02470393,0.77437924,1.15217634,1.09761833,0.29535203,0.52900397
-5.60980490,3.50875148,0.00120243,1.34056849,0.02400554,0.76922222,1.20318035,1.14184888,0.29924872,0.52581240
-5.60380190,3.59503850,0.00122055,1.39474060,0.02344617,0.76644499,1.25852923,1.19018961,0.30445929,0.52368073
-5.59779890,3.69447159,0.00124039,1.45399478,0.02303136,0.76633021,1.31797667,1.24238178,0.31110484,0.52280171
-5.59179590,3.80680995,0.00126172,1.51798297,0.02276482,0.76911964,1.38115438,1.29805028,0.31928932,0.52333104
-5.58579290,3.93151994,0.00128426,1.58622608,0.02264842,0.77501121,1.44757372,1.35670538,0.32909874,0.52538402
-5.57978989,4.06778514,0.00130775,1.65812041,0.02268236,0.78415766,1.51663208,1.41774905,0.34060087,0.52903371
-5.57378689,4.21452702,0.00133189,1.73294881,0.02286520,0.79666685,1.58762399,1.48048576,0.35384562,0.53431070
-5.56778389,4.37043548,0.00135640,1.80989662,0.02319393,0.81260324,1.65975674,1.54413761,0.36886571,0.54120442
-5.56178089,4.53400805,0.00138101,1.88807173,0.02366408,0.83199060,1.73217003,1.60786326,0.38567773,0.54966576
-5.55577789,4.70359612,0.00140547,1.96652827,0.02426976,0.85481534,1.80395912,1.67078018,0.40428334,0.55961096
-5.54977489,4.87745615,0.00142958,2.04429283,0.02500372,0.88103040,1.87420042,1.73198935,0.42467052,0.57092640
-5.54377189,5.05380358,0.00145314,2.12039235,0.02585740,0.91055916,1.94197865,1.79060137,0.44681469,0.58347406
-5.53776888,5.23086692,0.00147600,2.19388250,0.02682104,0.94329919,2.00641441,1.84576308,0.47067963,0.59709746
-5.53176588,5.40693971,0.00149803,2.26387526,0.02788370,0.97912552,2.06669090,1.89668341,0.49621803,0.61162765
-5.52576288,5.58042782,0.00151913,2.32956467,0.02903334,1.01789326,2.12207877,1.94265749,0.52337168,0.62688918
-5.51975988,5.74989020,0.00153922,2.39024945,0.03025699,1.05943935,2.17195787,1.98308792,0.55207122,0.64270566
-5.51375688,5.91407119,0.00155824,2.44535178,0.03154082,1.10358354,2.21583502,2.01750224,0.58223551,0.65890481
-5.50775388,6.07192334,0.00157611,2.49443116,0.03287036,1.15012853,2.25335700,2.04556597,0.61377058,0.67532294
-5.50175088,6.22261991,0.00159277,2.53719309,0.03423066,1.19885942,2.28431822,2.06709052,0.64656846,0.69180850
-5.49574787,6.36555699,0.00160813,2.57349208,0.03560659,1.24954270,2.30866285,2.08203581,0.68050575,0.70822502
-5.48974487,6.50034575,0.00162211,2.60332921,0.03698309,1.30192502,2.32648132,2.09050755,0.71544233,0.72445307
-5.48374187,6.62679588,0.00163457,2.62684425,0.03834552,1.35573203,2.33800164,2.09274931,0.75122032,0.74039152
-5.47773887,6.74489161,0.00164539,2.64430326,0.03967997,1.41066762,2.34357595,2.08912994,0.78766344,0.75595798
-5.47173587,6.85476244,0.00165442,2.65608204,0.04097370,1.46641389,2.34366318,2.08012699,0.82457703,0.77108866
-5.46573287,6.95665056,0.00166148,2.66264677,0.04221548,1.52263219,2.33880876,2.06630702,0.86174888,0.78573754
-5.45972986,7.05087735,0.00166640,2.66453262,0.04339600,1.57896528,2.32962254,2.04830377,0.89895101,0.79987513
-5.45372686,7.13781128,0.00166901,2.66232168,0.04450823,1.63504114,2.31675597,2.02679519,0.93594253,0.81348682
-5.44772386,7.21783917,0.00166914,2.65662111,0.04554773,1.69047814,2.30087977,2.00248059,0.97247359,0.82657101
-5.44172086,7.29134273,0.00166666,2.64804278,0.04651301,1.74489183,2.28266313,1.97605864,1.00829043,0.83913704
-5.43571786,7.35868161,0.00166146,2.63718504,0.04740568,1.79790317,2.26275532,1.94820741,1.04314145,0.85120309
-5.42971486,7.42018393,0.00165350,2.62461751,0.04823065,1.84914800,2.24177047,1.91956700,1.07678408,0.86279416
-5.42371186,7.47614432,0.00164276,2.61086924,0.04899616,1.89828736,2.22027594,1.89072539,1.10899228,0.87394021
-5.41770885,7.52682931,0.00162932,2.59642048,0.04971374,1.94501845,2.19878463,1.86220789,1.13956439,0.88467452
-5.41170585,7.57248909,0.00161329,2.58169801,0.05039810,1.98908551,2.17775093,1.83447026,1.16833090,0.89503241
-5.40570285,7.61337410,0.00159487,2.56707381,0.05106684,2.03029038,2.15757036,1.80789535,1.19516178,0.90505034
-5.39969985,7.64975484,0.00157434,2.55286651,0.05174012,2.06850187,2.13858207,1.78279314,1.21997301,0.91476539
-5.39369685,7.68194257,0.00155202,2.53934507,0.05244015,2.10366364,2.12107368,1.75940343,1.24273183,0.92421520
-5.38769385,7.71030879,0.00152828,2.52673390,0.05319069,2.13579987,2.10528765,1.73790092,1.26346035,0.93343825
-5.38169085,7.73530127,0.00150356,2.51521861,0.05401638,2.16501838,2.09142826,1.71840172,1.28223716,0.94247453
-5.37568784,7.75745469,0.00147832,2.50495180,0.05494202,2.19151064,2.07966840,1.70097078,1.29919669,0.95136639
-5.36968484,7.77739423,0.00145302,2.49605795,0.05599183,2.21554858,2.07015542,1.68562954,1.31452621,0.96015956
-5.36368184,7.79583089,0.00142814,2.48863716,0.05718864,2.23747787,2.06301536,1.67236312,1.32846019,0.96890408
-5.35767884,7.81354822,0.00140413,2.48276710,0.05855308,2.25770786,2.05835512,1.66112674,1.34127240,0.97765515
-5.35167584,7.83138021,0.00138142,2.47850328,0.06010282,2.27669818,2.05626244,1.65185084,1.35326563,0.98647350
-5.34567284,7.85018142,0.00136039,2.47587734,0.06185178,2.29494258,2.05680349,1.64444484,1.36475962,0.99542538
-5.33966983,7.87079044,0.00134135,2.47489390,0.06380947,2.31295034,2.06001844,1.63879952,1.37607742,1.00458186
-5.33366683,7.89398877,0.00132457,2.47552619,0.06598036,2.33122601,2.06591534,1.63478800,1.38753091,1.01401747
-5.32766383,7.92045738,0.00131021,2.47771100,0.06836340,2.35024834,2.07446295,1.63226574,1.39940601,1.02380805
-5.32166083,7.95073356,0.00129837,2.48134369,0.07095162,2.37044917,2.08558312,1.63106980,1.41194831,1.03402789
-5.31565783,7.98517083,0.00128908,2.48627374,0.07373195,2.39219337,2.09914365,1.63101779,1.42534982,1.04474624
-5.30965483,8.02390459,0.00128228,2.49230163,0.07668515,2.41576069,2.11495218,1.63190698,1.43973751,1.05602323
-5.30365183,8.06682575,0.00127782,2.49917757,0.07978589,2.44133043,2.13275209,1.63351386,1.45516431,1.06790555
-5.29764882,8.11356465,0.00127551,2.50660242,0.08300307,2.46896975,2.15222075,1.63559472,1.47160303,1.08042200
-5.29164582,8.16348639,0.00127509,2.51423124,0.08630030,2.49862633,2.17297080,1.63788728,1.48894371,1.09357917
-5.28564282,8.21569863,0.00127627,2.52167945,0.08963650,2.53012571,2.19455456,1.64011374,1.50699450,1.10735768
-5.27963982,8.26907184,0.00127872,2.52853160,0.09296675,2.56317375,2.21647175,1.64198516,1.52548633,1.12170902
-5.27363682,8.32227147,0.00128208,2.53435241,0.09624320,2.59736404,2.23818031,1.64320718,1.54408102,1.13655344
-5.26763382,8.37380063,0.00128602,2.53869970,0.09941615,2.63219017,2.25910989,1.64348683,1.56238278,1.15177898
-5.26163082,8.42205167,0.00129017,2.54113857,0.10243520,2.66706232,2.27867774,1.64254023,1.57995248,1.16724179
-5.25562781,8.46536394,0.00129424,2.54125630,0.10525046,2.70132754,2.29630592,1.64010068,1.59632410,1.18276792
-5.24962481,8.50208538,0.00129792,2.53867703,0.10781380,2.73429283,2.31143945,1.63592684,1.61102268,1.19815641
-5.24362181,8.53063486,0.00130098,2.53307568,0.11008004,2.76525008,2.32356425,1.62981057,1.62358291,1.21318381
-5.23761881,8.54956240,0.00130324,2.52419036,0.11200810,2.79350173,2.33222430,1.62158387,1.63356760,1.22760985
-5.23161581,8.55760470,0.00130455,2.51183258,0.11356211,2.81838621,2.33703695,1.61112473,1.64058506,1.24118415
-5.22561281,8.55373336,0.00130486,2.49589488,0.11471227,2.83930195,2.33770596,1.59836146,1.64430476,1.25365366
-5.21960980,8.53719390,0.00130417,2.47635547,0.11543568,2.85572914,2.33403147,1.58327526,1.64447051,1.26477062
-5.21360680,8.50753415,0.00130253,2.45327965,0.11571688,2.86724825,2.32591658,1.56590101,1.64091069,1.27430073
-5.20760380,8.46462097,0.00130008,2.42681810,0.11554825,2.87355491,2.31337031,1.54632616,1.63354497,1.28203120
-5.20160080,8.40864509,0.00129701,2.39720197,0.11493016,2.87447042,2.29650679,1.52468774,1.62238755,1.28777840
-5.19559780,8.34011433,0.00129355,2.36473527,0.11387090,2.86994781,2.27554085,1.50116788,1.60754667,1.29139489
-5.18959480,8.25983592,0.00129000,2.32978480,0.11238642,2.86007334,2.25078021,1.47598777,1.58922064,1.29277558
-5.18359180,8.16888930,0.00128667,2.29276818,0.11049982,2.84506367,2.22261479,1.44940071,1.56769069,1.29186274
-5.17758879,8.06859083,0.00128393,2.25414057,0.10824073,2.82525883,2.19150350,1.42168425,1.54331098,1.28864987
-5.17158579,7.96045245,0.00128213,2.21438069,0.10564443,2.80111174,2.15795930,1.39313212,1.51649648,1.28318415
-5.16558279,7.84613617,0.00128166,2.17397668,0.10275093,2.77317460,2.12253312,1.36404603,1.48770919,1.27556756
-5.15957979,7.72740641,0.00128285,2.13341254,0.09960395,2.74208300,2.08579719,1.33472789,1.45744350,1.26595651
-5.15357679,7.60608225,0.00128607,2.09315555,0.09624976,2.70853831,2.04832878,1.30547262,1.42621126,1.25456016
-5.14757379,7.48399131,0.00129160,2.05364514,0.09273609,2.67328915,2.01069458,1.27656187,1.39452726,1.24163727
-5.14157079,7.36292685,0.00129971,2.01528373,0.08911102,2.63711259,1.97343667,1.24825877,1.36289577,1.22749198
-5.13556778,7.24460942,0.00131061,1.97842957,0.08542192,2.60079575,1.93706023,1.22080389,1.33179852,1.21246831
-5.12956478,7.13065412,0.00132442,1.94339189,0.08171443,2.56511835,1.90202357,1.19441237,1.30168468,1.19694382
-5.12356178,7.02254400,0.00134122,1.91042838,0.07803163,2.53083669,1.86873066,1.16927228,1.27296305,1.18132244
-5.11755878,6.92161017,0.00136099,1.87974480,0.07441322,2.49866966,1.83752631,1.14554409,1.24599678,1.16602676
-5.11155578,6.82901854,0.00138363,1.85149675,0.07089493,2.46928675,1.80869401,1.12336103,1.22110045,1.15148992
-5.10555278,6.74576310,0.00140897,1.82579315,0.06750801,2.44329866,1.78245634,1.10283035,1.19853976,1.13814737
-5.09954977,6.67266517,0.00143675,1.80270121,0.06427892,2.42125039,1.75897779,1.08403512,1.17853348,1.12642875
-5.09354677,6.61037808,0.00146664,1.78225254,0.06122910,2.40361678,1.73836966,1.06703647,1.16125745,1.11674995
-5.08754377,6.55939630,0.00149824,1.76444991,0.05837498,2.39080065,1.72069657,1.05187599,1.14685028,1.10950567
-5.08154077,6.52006821,0.00153110,1.74927430,0.05572798,2.38313301,1.70598441,1.03857816,1.13542036,1.10506261
-5.07553777,6.49261124,0.00156474,1.73669185,0.05329480,2.38087532,1.69422896,1.02715264,1.12705364,1.10375332
-5.06953477,6.47712834,0.00159862,1.72666028,0.05107762,2.38422315,1.68540479,1.01759624,1.12182170,1.10587085
-5.06353177,6.47362467,0.00163223,1.71913447,0.04907459,2.39331103,1.67947400,1.00989453,1.11978949,1.11166422
-5.05752876,6.48202324,0.00166505,1.71407095,0.04728017,2.40821770,1.67639419,1.00402300,1.12102231,1.12133467
-5.05152576,6.50217846,0.00169658,1.71143096,0.04568575,2.42897143,1.67612521,0.99994768,1.12559132,1.13503260
-5.04552276,6.53388680,0.00172637,1.71118207,0.04428006,2.45555467,1.67863438,0.99762536,1.13357733,1.15285513
-5.03951976,6.57689352,0.00175405,1.71329816,0.04304982,2.48790769,1.68389975,0.99700333,1.14507223,1.17484426
-5.03351676,6.63089508,0.00177929,1.71775781,0.04198020,2.52593051,1.69191124,0.99801869,1.16017794,1.20098525
-5.02751376,6.69553688,0.00180187,1.72454126,0.04105538,2.56948310,1.70266949,1.00059748,1.17900263,1.23120538
-5.02151076,6.77040621,0.00182166,1.73362592,0.04025904,2.61838330,1.71618253,1.00465348,1.20165408,1.26537283
-5.01550775,6.85502085,0.00183861,1.74498086,0.03957479,2.67240270,1.73246027,1.01008698,1.22823056,1.30329569
-5.00950475,6.94881380,0.00185277,1.75856042,0.03898654,2.73126044,1.75150714,1.01678359,1.25880926,1.34472107
-5.00350175,7.05111519,0.00186428,1.77429739,0.03847889,2.79461538,1.77331336,1.02461318,1.29343286,1.38933439
-4.99749875,7.16113265,0.00187335,1.79209617,0.03803735,2.86205716,1.79784517,1.03342907,1.33209492,1.43675896
-4.99149575,7.27793152,0.00188025,1.81182626,0.03764854,2.93309685,1.82503475,1.04306767,1.37472470,1.48655609
-4.98549275,7.40041675,0.00188530,1.83331652,0.03730035,3.00715797,1.85477049,1.05334853,1.42117249,1.53822584
-4.97948974,7.52731820,0.00188884,1.85635076,0.03698200,3.08356896,1.88688813,1.06407511,1.47119619,1.59120891
-4.97348674,7.65718113,0.00189119,1.88066484,0.03668402,3.16155803,1.92116374,1.07503616,1.52445019,1.64488972
-4.96748374,7.78836366,0.00189268,1.90594583,0.03639825,3.24025119,1.95730892,1.08600780,1.58047752,1.69860118
-4.96148074,7.91904252,0.00189358,1.93183330,0.03611776,3.31867459,1.99496890,1.09675653,1.63870599,1.75163130
-4.95547774,8.04722836,0.00189409,1.95792310,0.03583668,3.39576166,2.03372396,1.10704286,1.69844910,1.80323190
-4.94947474,8.17079111,0.00189436,1.98377358,0.03555015,3.47036558,2.07309444,1.11662583,1.75891210,1.85262945
-4.94347174,8.28749589,0.00189442,2.00891421,0.03525408,3.54127727,2.11254950,1.12526814,1.81920355,1.89903819
-4.93746873,8.39504871,0.00189423,2.03285656,0.03494508,3.60724885,2.15151941,1.13274194,1.87835219,1.94167522
-4.93146573,8.49115130,0.00189364,2.05510716,0.03462025,3.66702207,2.18941130,1.13883506,1.93532902,1.97977747
-4.92546273,8.57356348,0.00189242,2.07518211,0.03427715,3.71936094,2.22562770,1.14335752,1.98907371,2.01262001
-4.91945973,8.64017092,0.00189025,2.09262266,0.03391363,3.76308760,2.25958741,1.14614819,2.03852476,2.03953525
-4.91345673,8.68905605,0.00188673,2.10701154,0.03352781,3.79712005,2.29074768,1.14708124,2.08265202,2.05993230
-4.90745373,8.71856907,0.00188144,2.11798906,0.03311806,3.82051018,2.31862714,1.14607232,2.12049054,2.07331589
-4.90145073,8.72739629,0.00187391,2.12526863,0.03268299,3.83248060,2.34282812,1.14308410,2.15117416,2.07930385
-4.89544772,8.71462265,0.00186368,2.12865093,0.03222153,3.83245854,2.36305769,1.13813092,2.17396758,2.07764259
-4.88944472,8.67978546,0.00185029,2.12803605,0.03173299,3.82010516,2.37914611,1.13128238,2.18829527,2.06821962
-4.88344172,8.62291672,0.00183336,2.12343306,0.03121717,3.79533888,2.39106212,1.12266567,2.19376615,2.05107256
-4.87743872,8.54457156,0.00181254,2.11496663,0.03067450,3.75835138,2.39892382,1.11246633,2.19019275,2.02639394
-4.87143572,8.44584118,0.00178761,2.10287994,0.03010616,3.70961548,2.40300487,1.10092742,2.17760399,1.99453155
-4.86543272,8.32834875,0.00175844,2.08753404,0.02951423,3.64988400,2.40373505,1.08834693,2.15625096,1.95598397
-4.85942971,8.19422795,0.00172501,2.06940299,0.02890179,3.58017965,2.40169525,1.07507332,2.12660539,1.91139134
-4.85342671,8.04608412,0.00168746,2.04906510,0.02827306,3.50177592,2.39760641,1.06149931,2.08935078,1.86152151
-4.84742371,7.88693875,0.00164605,2.02719014,0.02763345,3.41616951,2.39231278,1.04805385,2.04536651,1.80725211
-4.84142071,7.72015896,0.00160115,2.00452289,0.02698958,3.32504533,2.38675962,1.03519238,1.99570551,1.74954896
-4.83541771,7.54937383,0.00155329,1.98186324,0.02634931,3.23023506,2.38196599,1.02338572,1.94156640,1.68944170
-4.82941471,7.37838032,0.00150310,1.96004354,0.02572160,3.13367097,2.37899330,1.01310751,1.88426103,1.62799751
-4.82341171,7.21104172,0.00145129,1.93990361,0.02511646,3.03733640,2.37891060,1.00482083,1.82517881,1.56629392
-4.81740870,7.05118196,0.00139867,1.92226437,0.02454469,2.94321479,2.38275766,0.99896410,1.76574887,1.50539161
-4.81140570,6.90247927,0.00134609,1.90790069,0.02401769,2.85323895,2.39150702,0.99593678,1.70740160,1.44630834
-4.80540270,6.76836270,0.00129440,1.89751454,0.02354714,2.76924227,2.40602640,0.99608526,1.65153066,1.38999484
-4.79939970,6.65191495,0.00124450,1.89170923,0.02314466,2.69291344,2.42704275,0.99968937,1.59945683,1.33731348
-4.79339670,6.55578463,0.00119721,1.89096575,0.02282143,2.62575602,2.45510925,1.00695015,1.55239457,1.28902041
-4.78739370,6.48211088,0.00115333,1.89562205,0.02258780,2.56905411,2.49057669,1.01797910,1.51142245,1.24575173
-4.78139070,6.43246285,0.00111355,1.90585612,0.02245286,2.52384484,2.53357023,1.03278962,1.47745801,1.20801379
-4.77538769,6.40779567,0.00107848,1.92167371,0.02242408,2.49089833,2.58397285,1.05129091,1.45123764,1.17617800
-4.76938469,6.40842465,0.00104859,1.94290109,0.02250689,2.47070554,2.64141605,1.07328473,1.43330198,1.15047982
-4.76338169,6.43401811,0.00102422,1.96918350,0.02270434,2.46347380,2.70527869,1.09846532,1.42398685,1.13102187
-4.75737869,6.48360912,0.00100556,1.99998948,0.02301687,2.46913001,2.77469416,1.12642266,1.42341987,1.11778057
-4.75137569,6.55562570,0.00099262,2.03462113,0.02344208,2.48733098,2.84856604,1.15664918,1.43152261,1.11061594
-4.74537269,6.64793836,0.00098529,2.07223017,0.02397461,2.51748030,2.92559201,1.18854979,1.44801796,1.10928385
-4.73936968,6.75792337,0.00098327,2.11183940,0.02460610,2.55875096,3.00429541,1.22145516,1.47244247,1.11345008
-4.73336668,6.88253993,0.00098614,2.15236911,0.02532536,2.61011293,3.08306368,1.25463794,1.50416309,1.12270557
-4.72736368,7.01841859,0.00099334,2.19266744,0.02611847,2.67036469,3.16019257,1.28733140,1.54239784,1.13658213
-4.72136068,7.16195845,0.00100419,2.23154398,0.02696917,2.73816784,3.23393474,1.31875007,1.58623987,1.15456812
-4.71535768,7.30942996,0.00101793,2.26780539,0.02785920,2.81208379,3.30255118,1.34811170,1.63468409,1.17612353
-4.70935468,7.45708058,0.00103373,2.30029188,0.02876889,2.89061167,3.36436383,1.37465980,1.68665599,1.20069403
-4.70335168,7.60123999,0.00105073,2.32791339,0.02967766,2.97222640,3.41780755,1.39768603,1.74104157,1.22772367
-4.69734867,7.73842196,0.00106805,2.34968411,0.03056474,3.05541629,3.46147974,1.41655166,1.79671806,1.25666614
-4.69134567,7.86541988,0.00108486,2.36475430,0.03140983,3.13871915,3.49418574,1.43070733,1.85258427,1.28699423
-4.68534267,7.97939343,0.00110037,2.37243803,0.03219380,3.22075630,3.51497858,1.43971034,1.90759019,1.31820762
-4.67933967,8.07794381,0.00111385,2.37223625,0.03289942,3.30026360,3.52319152,1.44323889,1.96076477,1.34983907
-4.67333667,8.15917553,0.00112470,2.36385401,0.03351199,3.37611900,3.51846223,1.44110277,2.01124140,1.38145893
-4.66733367,8.22174312,0.00113245,2.34721150,0.03401998,3.44736591,3.50074791,1.43324992,2.05828023,1.41267822
-4.66133067,8.26488149,0.00113674,2.32244837,0.03441553,3.51323174,3.47033056,1.41976885,2.10128669,1.44315045
-4.65532766,8.28841910,0.00113741,2.28992141,0.03469485,3.57314139,3.42781246,1.40088665,2.13982580,1.47257225
-4.64932466,8.29277384,0.00113441,2.25019551,0.03485852,3.62672506,3.37410195,1.37696281,2.17363151,1.50068304
-4.64332166,8.27893166,0.00112788,2.20402850,0.03491165,3.67382020,3.31039014,1.34847901,2.20261095,1.52726383
