energy_ev,total_up,Au_p_up,Au_d_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-3.26863432,2.78413107,0.42980742,0.49527307,0.71201665,1.70460543,0.01273733,0.17785829,0.39833606,0.00000000
-3.26263132,2.78319915,0.43082271,0.49147260,0.70674966,1.71326013,0.01308114,0.17746952,0.39719452,0.00000000
-3.25662831,2.78662064,0.43158060,0.48765069,0.70290530,1.72710156,0.01348640,0.17676160,0.39618028,0.00000000
-3.25062531,2.79506213,0.43212450,0.48403151,0.70058209,1.74636584,0.01396850,0.17579454,0.39532326,0.00000000
-3.24462231,2.80914596,0.43249689,0.48084728,0.69985868,1.77122766,0.01454412,0.17462838,0.39464656,0.00000000
-3.23861931,2.82941682,0.43273529,0.47832885,0.70078754,1.80178583,0.01523075,0.17332025,0.39416445,0.00000000
-3.23261631,2.85630724,0.43286849,0.47669578,0.70338858,1.83804763,0.01604599,0.17192161,0.39388082,0.00000000
-3.22661331,2.89010348,0.43291350,0.47614651,0.70764309,1.87991318,0.01700690,0.17047597,0.39378782,0.00000000
-3.22061031,2.93091406,0.43287329,0.47684905,0.71348861,1.92716071,0.01812916,0.16901693,0.39386499,0.00000000
-3.21460730,2.97864229,0.43273538,0.47893245,0.72081498,1.97943382,0.01942622,0.16756688,0.39407891,0.00000000
-3.20860430,3.03296493,0.43247150,0.48247952,0.72946213,2.03623203,0.02090852,0.16613627,0.39438328,0.00000000
-3.20260130,3.09331808,0.43203813,0.48752109,0.73921982,2.09690543,0.02258260,0.16472352,0.39471960,0.00000000
-3.19659830,3.15889182,0.43137800,0.49403208,0.74982953,2.16065449,0.02445037,0.16331556,0.39501827,0.00000000
-3.19059530,3.22863415,0.43042240,0.50192946,0.76098859,2.22653560,0.02650846,0.16188894,0.39520015,0.00000000
-3.18459230,3.30126505,0.42909414,0.51107244,0.77235661,2.29347298,0.02874766,0.16041146,0.39517852,0.00000000
-3.17858929,3.37530043,0.42731101,0.52126477,0.78356389,2.36027689,0.03115260,0.15884424,0.39486135,0.00000000
-3.17258629,3.44908575,0.42498959,0.53225911,0.79422168,2.42566821,0.03370155,0.15714401,0.39415385,0.00000000
-3.16658329,3.52083853,0.42204925,0.54376353,0.80393391,2.48830885,0.03636656,0.15526564,0.39296117,0.00000000
-3.16058029,3.58869849,0.41841607,0.55544982,0.81230990,2.54683720,0.03911372,0.15316474,0.39119126,0.00000000
-3.15457729,3.65078384,0.41402667,0.56696337,0.81897760,2.59990760,0.04190379,0.15080012,0.38875774,0.00000000
-3.14857429,3.70525175,0.40883174,0.57793439,0.82359687,2.64623250,0.04469298,0.14813609,0.38558284,0.00000000
-3.14257129,3.75036094,0.40279919,0.58799002,0.82587218,2.68462571,0.04743403,0.14514454,0.38160020,0.00000000
-3.13656828,3.78453407,0.39591684,0.59676696,0.82556431,2.71404515,0.05007747,0.14180656,0.37675754,0.00000000
-3.13056528,3.80641746,0.38819459,0.60392411,0.82250051,2.73363328,0.05257302,0.13811371,0.37101915,0.00000000
-3.12456228,3.81493585,0.37966605,0.60915488,0.81658278,2.74275344,0.05487117,0.13406881,0.36436809,0.00000000
-3.11855928,3.80933983,0.37038959,0.61219851,0.80779384,2.74102050,0.05692472,0.12968631,0.35680806,0.00000000
-3.11255628,3.78924391,0.36044877,0.61285013,0.79620064,2.72832426,0.05869040,0.12499217,0.34836477,0.00000000
-3.10655328,3.75465343,0.34995222,0.61096909,0.78195514,2.70484432,0.06013034,0.12002332,0.33908688,0.00000000
-3.10055028,3.70597891,0.33903284,0.60648511,0.76529244,2.67105555,0.06121343,0.11482678,0.32904633,0.00000000
-3.09454727,3.64403694,0.32784649,0.59940221,0.74652622,2.62772358,0.06191648,0.10945846,0.31833803,0.00000000
-3.08854427,3.57003717,0.31656999,0.58979996,0.72604153,2.57589005,0.06222508,0.10398163,0.30707886,0.00000000
-3.08254127,3.48555556,0.30539852,0.57783212,0.70428541,2.51684798,0.06213417,0.09846534,0.29540598,0.00000000
-3.07653827,3.39249460,0.29454243,0.56372272,0.68175537,2.45210791,0.06164831,0.09298258,0.28347440,0.00000000
-3.07053527,3.29303158,0.28422345,0.54775958,0.65898628,2.38335587,0.06078157,0.08760852,0.27145390,0.00000000
-3.06453227,3.18955690,0.27467032,0.53028557,0.63653595,2.31240461,0.05955704,0.08241861,0.25952528,0.00000000
-3.05852926,3.08460423,0.26611392,0.51168795,0.61496998,2.24113990,0.05800612,0.07748691,0.24787615,0.00000000
-3.05252626,2.98077527,0.25878190,0.49238617,0.59484629,2.17146379,0.05616740,0.07288432,0.23669618,0.00000000
-3.04652326,2.88066159,0.25289300,0.47281853,0.57669976,2.10523690,0.05408539,0.06867712,0.22617215,0.00000000
-3.04052026,2.78676649,0.24865108,0.45342831,0.56102757,2.04422197,0.05180901,0.06492556,0.21648283,0.00000000
-3.03451726,2.70142968,0.24623901,0.43464980,0.54827564,1.99003062,0.04939000,0.06168260,0.20779394,0.00000000
-3.02851426,2.62675734,0.24581272,0.41689476,0.53882652,1.94407543,0.04688126,0.05899295,0.20025330,0.00000000
-3.02251126,2.56456017,0.24749540,0.40053986,0.53298924,1.90752890,0.04433520,0.05689216,0.19398634,0.00000000
-3.01650825,2.51630146,0.25137221,0.38591536,0.53099128,1.88129081,0.04180221,0.05540597,0.18909227,0.00000000
-3.01050525,2.48305692,0.25748562,0.37329567,0.53297306,1.86596504,0.03932921,0.05454982,0.18564086,0.00000000
-3.00450225,2.46548756,0.26583171,0.36289185,0.53898496,1.86184663,0.03695848,0.05432856,0.18367013,0.00000000
-2.99849925,2.46382643,0.27635743,0.35484638,0.54898711,1.86891921,0.03472661,0.05473635,0.18318496,0.00000000
-2.99249625,2.47787927,0.28895928,0.34923032,0.56285189,1.88686291,0.03266380,0.05575670,0.18415665,0.00000000
-2.98649325,2.50703913,0.30348325,0.34604292,0.58036913,1.91507218,0.03079333,0.05736280,0.18652365,0.00000000
-2.98049025,2.55031394,0.31972638,0.34521351,0.60125367,1.95268262,0.02913139,0.05951794,0.19019320,0.00000000
-2.97448724,2.60636601,0.33743987,0.34660573,0.62515539,1.99860575,0.02768709,0.06217618,0.19504403,0.00000000
-2.96848424,2.67356180,0.35633372,0.35002375,0.65167106,2.05157038,0.02646274,0.06528325,0.20092994,0.00000000
-2.96248124,2.75003016,0.37608287,0.35522029,0.68035781,2.11016879,0.02545430,0.06877762,0.20768426,0.00000000
-2.95647824,2.83372677,0.39633473,0.36190605,0.71074774,2.17290612,0.02465206,0.07259176,0.21512482,0.00000000
-2.95047524,2.92250262,0.41671782,0.36976032,0.74236323,2.23825123,0.02404137,0.07665361,0.22305959,0.00000000
-2.94447224,3.01417402,0.43685129,0.37844222,0.77473229,2.30468699,0.02360358,0.08088825,0.23129242,0.00000000
-2.93846923,3.10659180,0.45635507,0.38760239,0.80740360,2.37075856,0.02331691,0.08521963,0.23962906,0.00000000
-2.93246623,3.19770734,0.47486018,0.39689449,0.83996057,2.43511789,0.02315742,0.08957254,0.24788285,0.00000000
-2.92646323,3.28563329,0.49201897,0.40598629,0.87203386,2.49656296,0.02309998,0.09387447,0.25588023,0.00000000
-2.92046023,3.36869701,0.50751480,0.41457002,0.90331208,2.55407070,0.02311910,0.09805765,0.26346563,0.00000000
-2.91445723,3.44548502,0.52107084,0.42237144,0.93355001,2.60682251,0.02318981,0.10206093,0.27050559,0.00000000
-2.90845423,3.51487712,0.53245765,0.42915758,0.96257413,2.65422164,0.02328834,0.10583158,0.27689207,0.00000000
-2.90245123,3.57606930,0.54149931,0.43474287,0.99028520,2.69590220,0.02339279,0.10932689,0.28254470,0.00000000
-2.89644822,3.62858474,0.54807769,0.43899331,1.01665772,2.73172952,0.02348361,0.11251548,0.28741190,0.00000000
-2.89044522,3.67227279,0.55213496,0.44182883,1.04173627,2.76179216,0.02354396,0.11537836,0.29147095,0.00000000
-2.88444222,3.70729626,0.55367401,0.44322367,1.06562887,2.78638597,0.02356002,0.11790957,0.29472679,0.00000000
-2.87843922,3.73410769,0.55275703,0.44320476,1.08849757,2.80599106,0.02352107,0.12011632,0.29720992,0.00000000
-2.87243622,3.75341566,0.54950211,0.44184838,1.11054664,2.82124251,0.02341950,0.12201878,0.29897323,0.00000000
-2.86643322,3.76614260,0.54407817,0.43927503,1.13200890,2.83289619,0.02325077,0.12364935,0.30008803,0.00000000
-2.86043022,3.77337589,0.53669848,0.43564296,1.15313074,2.84179088,0.02301317,0.12505143,0.30063951,0.00000000
-2.85442721,3.77631415,0.52761289,0.43114045,1.17415643,2.84880830,0.02270755,0.12627782,0.30072179,0.00000000
-2.84842421,3.77621101,0.51709937,0.42597727,1.19531248,2.85483254,0.02233704,0.12738863,0.30043276,0.00000000
-2.84242121,3.77431848,0.50545490,0.42037561,1.21679281,2.86071043,0.02190663,0.12844896,0.29986904,0.00000000
-2.83641821,3.77183220,0.49298638,0.41456084,1.23874526,2.86721440,0.02142280,0.12952628,0.29912127,0.00000000
-2.83041521,3.76984079,0.48000169,0.40875244,1.26126026,2.87500923,0.02089309,0.13068770,0.29826989,0.00000000
-2.82441221,3.76928114,0.46680131,0.40315555,1.28436198,2.88462392,0.02032577,0.13199719,0.29738170,0.00000000
-2.81840920,3.77090145,0.45367079,0.39795332,1.30800261,2.89642969,0.01972943,0.13351293,0.29650727,0.00000000
-2.81240620,3.77523333,0.44087426,0.39330049,1.33205989,2.91062493,0.01911272,0.13528484,0.29567933,0.00000000
-2.80640320,3.78257396,0.42864917,0.38931827,1.35633803,2.92722760,0.01848407,0.13735239,0.29491226,0.00000000
-2.80040020,3.79297881,0.41720236,0.38609092,1.38057200,2.94607514,0.01785155,0.13974297,0.29420256,0.00000000
-2.79439720,3.80626511,0.40670749,0.38366399,1.40443498,2.96683194,0.01722274,0.14247058,0.29353040,0.00000000
-2.78839420,3.82202551,0.39730388,0.38204427,1.42754861,2.98900367,0.01660473,0.14553524,0.29286196,0.00000000
-2.78239120,3.83965139,0.38909657,0.38120151,1.44949551,3.01195798,0.01600415,0.14892294,0.29215264,0.00000000
-2.77638819,3.85836433,0.38215760,0.38107180,1.46983348,3.03495038,0.01542732,0.15260627,0.29135078,0.00000000
-2.77038519,3.87725451,0.37652836,0.38156231,1.48811086,3.05715428,0.01488045,0.15654555,0.29040179,0.00000000
-2.76438219,3.89532406,0.37222265,0.38255738,1.50388211,3.07769370,0.01436982,0.16069068,0.28925246,0.00000000
-2.75837919,3.91153352,0.36923059,0.38392548,1.51672322,3.09567740,0.01390212,0.16498336,0.28785517,0.00000000
-2.75237619,3.92484935,0.36752283,0.38552689,1.52624609,3.11023295,0.01348468,0.16935981,0.28617189,0.00000000
-2.74637319,3.93429059,0.36705516,0.38722161,1.53211147,3.12053942,0.01312581,0.17375374,0.28417773,0.00000000
-2.74037019,3.93897264,0.36777308,0.38887723,1.53403995,3.12585745,0.01283502,0.17809948,0.28186391,0.00000000
-2.73436718,3.93814654,0.36961636,0.39037641,1.53182062,3.12555569,0.01262326,0.18233523,0.27923993,0.00000000
-2.72836418,3.93123227,0.37252326,0.39162358,1.52531734,3.11913262,0.01250309,0.18640605,0.27633498,0.00000000
-2.72236118,3.91784487,0.37643440,0.39255059,1.51447233,3.10623336,0.01248876,0.19026681,0.27319846,0.00000000
-2.71635818,3.89781246,0.38129597,0.39312103,1.49930727,3.08666079,0.01259619,0.19388454,0.26989960,0.00000000
-2.71035518,3.87118580,0.38706233,0.39333309,1.47992195,3.06038101,0.01284286,0.19724045,0.26652622,0.00000000
-2.70435218,3.83823895,0.39369785,0.39322070,1.45649066,3.02752313,0.01324756,0.20033129,0.26318267,0.00000000
-2.69834917,3.79946142,0.40117783,0.39285297,1.42925673,2.98837357,0.01383002,0.20317003,0.25998703,0.00000000
-2.69234617,3.75554203,0.40948858,0.39233191,1.39852525,2.94336541,0.01461047,0.20578582,0.25706769,0.00000000
-2.68634317,3.70734527,0.41862648,0.39178850,1.36465462,2.89306319,0.01560896,0.20822321,0.25455942,0.00000000
-2.68034017,3.65588109,0.42859620,0.39137730,1.32804695,2.83814388,0.01684472,0.21054066,0.25259905,0.00000000
-2.67433717,3.60226917,0.43940800,0.39126973,1.28913784,2.77937471,0.01833529,0.21280828,0.25132093,0.00000000
-2.66833417,3.54769904,0.45107417,0.39164636,1.24838565,2.71758867,0.02009570,0.21510500,0.25085229,0.00000000
-2.66233117,3.49338734,0.46360490,0.39268852,1.20626074,2.65365841,0.02213751,0.21751526,0.25130868,0.00000000
-2.65632816,3.44053380,0.47700350,0.39456955,1.16323464,2.58846941,0.02446794,0.22012519,0.25278959,0.00000000
-2.65032516,3.39027730,0.49126142,0.39744603,1.11976969,2.52289318,0.02708894,0.22301865,0.25537440,0.00000000
-2.64432216,3.34365374,0.50635317,0.40144946,1.07630910,2.45776132,0.02999645,0.22627310,0.25911881,0.00000000
-2.63831916,3.30155698,0.52223142,0.40667868,1.03326780,2.39384123,0.03317965,0.22995567,0.26405190,0.00000000
-2.63231616,3.26470439,0.53882262,0.41319336,0.99102422,2.33181407,0.03662049,0.23411930,0.27017378,0.00000000
-2.62631316,3.23360822,0.55602338,0.42100887,0.94991310,2.27225589,0.04029340,0.23879953,0.27745410,0.00000000
-2.62031016,3.20855394,0.57369788,0.43009281,0.91021970,2.21562226,0.04416516,0.24401167,0.28583139,0.00000000
-2.61430715,3.18958644,0.59167665,0.44036335,0.87217537,2.16223710,0.04819516,0.24974881,0.29521331,0.00000000
-2.60830415,3.17650461,0.60975670,0.45168943,0.83595466,2.11228600,0.05233585,0.25598053,0.30547777,0.00000000
-2.60230115,3.16886487,0.62770337,0.46389298,0.80167420,2.06581441,0.05653353,0.26265262,0.31647503,0.00000000
-2.59629815,3.16599351,0.64525377,0.47675294,0.76939320,2.02273060,0.06072938,0.26968760,0.32803070,0.00000000
-2.59029515,3.16700751,0.66212188,0.49001109,0.73911570,1.98281353,0.06486079,0.27698622,0.33994951,0.00000000
-2.58429215,3.17084336,0.67800509,0.50337940,0.71079446,1.94572523,0.06886286,0.28442983,0.35201993,0.00000000
-2.57828914,3.17629274,0.69259217,0.51654862,0.68433638,1.91102732,0.07267009,0.29188351,0.36401931,0.00000000
-2.57228614,3.18204385,0.70557205,0.52919779,0.65960925,1.87820104,0.07621820,0.29919995,0.37571965,0.00000000
-2.56628314,3.18672689,0.71664346,0.54100436,0.63644961,1.84667006,0.07944590,0.30622381,0.38689361,0.00000000
-2.56028014,3.18896198,0.72552473,0.55165440,0.61467136,1.81582510,0.08229675,0.31279649,0.39732077,0.00000000
-2.55427714,3.18740769,0.73196341,0.56085263,0.59407491,1.78504951,0.08472079,0.31876112,0.40679380,0.00000000
-2.54827414,3.18080826,0.73574541,0.56833178,0.57445632,1.75374473,0.08667604,0.32396759,0.41512452,0.00000000
-2.54227114,3.16803789,0.73670305,0.57386104,0.55561637,1.72135460,0.08812975,0.32827733,0.42214944,0.00000000
-2.53626813,3.14814026,0.73472177,0.57725316,0.53736890,1.68738762,0.08905932,0.33156788,0.42773486,0.00000000
-2.53026513,3.12036189,0.72974524,0.57837014,0.51954831,1.65143629,0.08945294,0.33373691,0.43178110,0.00000000
-2.52426213,3.08417826,0.72177849,0.57712713,0.50201603,1.61319276,0.08930976,0.33470557,0.43422592,0.00000000
-2.51825913,3.03931163,0.71088910,0.57349463,0.48466545,1.57246044,0.08863979,0.33442121,0.43504691,0.00000000
-2.51225613,2.98574035,0.69720622,0.56749884,0.46742555,1.52916095,0.08746341,0.33285922,0.43426280,0.00000000
-2.50625313,2.92369927,0.68091767,0.55922029,0.45026292,1.48333651,0.08581051,0.33002396,0.43193359,0.00000000
-2.50025013,2.85367166,0.66226506,0.54879083,0.43318223,1.43514779,0.08371940,0.32594893,0.42815958,0.00000000
-2.49424712,2.77637320,0.64153729,0.53638921,0.41622533,1.38486735,0.08123544,0.32069599,0.42307926,0.00000000
-2.48824412,2.69272884,0.61906265,0.52223532,0.39946891,1.33286938,0.07840954,0.31435374,0.41686610,0.00000000
-2.48224112,2.60384368,0.59519987,0.50658363,0.38302112,1.27961605,0.07529652,0.30703523,0.40972448,0.00000000
-2.47623812,2.51096914,0.57032842,0.48971576,0.36701717,1.22564138,0.07195347,0.29887493,0.40188473,0.00000000
-2.47023512,2.41546587,0.54483853,0.47193271,0.35161421,1.17153323,0.06843811,0.29002519,0.39359755,0.00000000
-2.46423212,2.31876471,0.51912118,0.45354690,0.33698582,1.11791431,0.06480726,0.28065218,0.38512797,0.00000000
-2.45822911,2.22232718,0.49355854,0.43487429,0.32331610,1.06542296,0.06111545,0.27093166,0.37674901,0.00000000
-2.45222611,2.12760683,0.46851497,0.41622678,0.31079387,1.01469435,0.05741372,0.26104442,0.36873533,0.00000000
-2.44622311,2.03601256,0.44432905,0.39790511,0.29960685,0.96634283,0.05374864,0.25117174,0.36135688,0.00000000
-2.44022011,1.94887497,0.42130661,0.38019245,0.28993630,0.92094597,0.05016150,0.24149093,0.35487298,0.00000000
-2.43421711,1.86741658,0.39971516,0.36334863,0.28195198,0.87903066,0.04668785,0.23217099,0.34952672,0.00000000
-2.42821411,1.79272645,0.37977958,0.34760531,0.27580763,0.84106162,0.04335719,0.22336864,0.34554002,0.00000000
-2.42221111,1.72573971,0.36167919,0.33316200,0.27163705,0.80743249,0.04019288,0.21522471,0.34310929,0.00000000
-2.41620810,1.66722206,0.34554628,0.32018300,0.26955078,0.77845951,0.03721232,0.20786095,0.34240184,0.00000000
-2.41020510,1.61775943,0.33146582,0.30879526,0.26963333,0.75437781,0.03442720,0.20137745,0.34355301,0.00000000
-2.40420210,1.57775249,0.31947646,0.29908713,0.27194111,0.73534013,0.03184399,0.19585062,0.34666403,0.00000000
-2.39819910,1.54741590,0.30957256,0.29110804,0.27650080,0.72141773,0.02946447,0.19133175,0.35180061,0.00000000
-2.39219610,1.52678176,0.30170722,0.28486890,0.28330841,0.71260326,0.02728639,0.18784635,0.35899211,0.00000000
-2.38619310,1.51570702,0.29579600,0.28034343,0.29232880,0.70881522,0.02530408,0.18539396,0.36823139,0.00000000
-2.38019010,1.51388423,0.29172137,0.27747013,0.30349575,0.70990390,0.02350921,0.18394880,0.37947508,0.00000000
-2.37418709,1.52085522,0.28933757,0.27615499,0.31671251,0.71565812,0.02189139,0.18346090,0.39264440,0.00000000
-2.36818409,1.53602719,0.28847581,0.27627473,0.33185291,0.72581295,0.02043887,0.18385796,0.40762639,0.00000000
-2.36218109,1.55869075,0.28894967,0.27768077,0.34876297,0.74005777,0.01913908,0.18504764,0.42427550,0.00000000
-2.35617809,1.58803957,0.29056055,0.28020345,0.36726308,0.75804459,0.01797913,0.18692041,0.44241569,0.00000000
-2.35017509,1.62319099,0.29310304,0.28365683,0.38715064,0.77939660,0.01694627,0.18935282,0.46184287,0.00000000
-2.34417209,1.66320754,0.29637018,0.28784371,0.40820335,0.80371646,0.01602824,0.19221105,0.48232783,0.00000000
-2.33816908,1.70711864,0.30015841,0.29256081,0.43018292,0.83059458,0.01521351,0.19535472,0.50361978,0.00000000
-2.33216608,1.75394238,0.30427218,0.29760407,0.45283940,0.85961697,0.01449149,0.19864083,0.52545028,0.00000000
-2.32616308,1.80270684,0.30852819,0.30277391,0.47591578,0.89037275,0.01385262,0.20192771,0.54753792,0.00000000
-2.32016008,1.85247066,0.31275907,0.30788020,0.49915307,0.92246125,0.01328844,0.20507888,0.56959346,0.00000000
-2.31415708,1.90234233,0.31681657,0.31274701,0.52229550,0.95549841,0.01279155,0.20796666,0.59132566,0.00000000
-2.30815408,1.95149795,0.32057406,0.31721684,0.54509582,0.98912257,0.01235559,0.21047553,0.61244747,0.00000000
-2.30215108,1.99919682,0.32392850,0.32115421,0.56732043,1.02299949,0.01197515,0.21250497,0.63268269,0.00000000
-2.29614807,2.04479460,0.32680158,0.32444864,0.58875422,1.05682632,0.01164570,0.21397186,0.65177272,0.00000000
-2.29014507,2.08775358,0.32914028,0.32701669,0.60920494,1.09033470,0.01136344,0.21481226,0.66948335,0.00000000
-2.28414207,2.12764973,0.33091662,0.32880318,0.62850675,1.12329252,0.01112525,0.21498259,0.68561119,0.00000000
-2.27813907,2.16417627,0.33212682,0.32978156,0.64652298,1.15550459,0.01092863,0.21446009,0.69998957,0.00000000
-2.27213607,2.19714364,0.33278973,0.32995326,0.66314780,1.18681196,0.01077159,0.21324265,0.71249348,0.00000000
-2.26613307,2.22647589,0.33294472,0.32934625,0.67830687,1.21708990,0.01065271,0.21134805,0.72304341,0.00000000
-2.26013007,2.25220359,0.33264907,0.32801277,0.69195673,1.24624487,0.01057105,0.20881255,0.73160775,0.00000000
-2.25412706,2.27445370,0.33197495,0.32602650,0.70408322,1.27421022,0.01052627,0.20568900,0.73820359,0.00000000
-2.24812406,2.29343672,0.33100613,0.32347911,0.71469877,1.30094126,0.01051863,0.20204459,0.74289576,0.00000000
-2.24212106,2.30943199,0.32983461,0.32047657,0.72383897,1.32640967,0.01054909,0.19795826,0.74579411,0.00000000
-2.23611806,2.32277172,0.32855724,0.31713534,0.73155844,1.35059783,0.01061942,0.19351797,0.74704906,0.00000000
-2.23011506,2.33382465,0.32727249,0.31357853,0.73792638,1.37349329,0.01073227,0.18881790,0.74684558,0.00000000
-2.22411206,2.34298031,0.32607751,0.30993247,0.74302208,1.39508386,0.01089126,0.18395582,0.74539580,0.00000000
-2.21810905,2.35063451,0.32506567,0.30632357,0.74693065,1.41535372,0.01110108,0.17903055,0.74293066,0.00000000
-2.21210605,2.35717708,0.32432455,0.30287581,0.74973919,1.43428079,0.01136751,0.17413981,0.73969084,0.00000000
-2.20610305,2.36298226,0.32393450,0.29970882,0.75153385,1.45183567,0.01169744,0.16937836,0.73591755,0.00000000
-2.20010005,2.36840223,0.32396777,0.29693671,0.75239763,1.46798233,0.01209885,0.16483662,0.73184350,0.00000000
-2.19409705,2.37376398,0.32448834,0.29466754,0.75240939,1.48268040,0.01258070,0.16059971,0.72768450,0.00000000
-2.18809405,2.37936944,0.32555210,0.29300339,0.75164375,1.49588920,0.01315276,0.15674688,0.72363216,0.00000000
-2.18209105,2.38549851,0.32720757,0.29204092,0.75017207,1.50757298,0.01382544,0.15335138,0.71984787,0.00000000
-2.17608804,2.39241441,0.32949694,0.29187236,0.74806427,1.51770719,0.01460946,0.15048064,0.71645845,0.00000000
-2.17008504,2.40037069,0.33245728,0.29258653,0.74539113,1.52628518,0.01551554,0.14819668,0.71355352,0.00000000
-2.16408204,2.40961877,0.33612173,0.29426990,0.74222706,1.53332480,0.01655396,0.14655670,0.71118470,0.00000000
-2.15807904,2.42041513,0.34052062,0.29700740,0.73865279,1.53887429,0.01773414,0.14561366,0.70936657,0.00000000
-2.15207604,2.43302713,0.34568232,0.30088271,0.73475764,1.54301687,0.01906418,0.14541687,0.70807914,0.00000000
-2.14607304,2.44773638,0.35163364,0.30597804,0.73064125,1.54587352,0.02055031,0.14601231,0.70727179,0.00000000
-2.14007004,2.46483898,0.35839979,0.31237309,0.72641421,1.54760342,0.02219645,0.14744283,0.70686821,0.00000000
-2.13406703,2.48464199,0.36600377,0.32014327,0.72219761,1.54840186,0.02400376,0.14974791,0.70677197,0.00000000
-2.12806403,2.50745577,0.37446522,0.32935702,0.71812114,1.54849540,0.02597019,0.15296313,0.70687252,0.00000000
-2.12206103,2.53358228,0.38379868,0.34007251,0.71431994,1.54813437,0.02809024,0.15711925,0.70705107,0.00000000
-2.11605803,2.56329965,0.39401154,0.35233358,0.71092999,1.54758288,0.03035468,0.16224098,0.70718611,0.00000000
-2.11005503,2.59684376,0.40510153,0.36616535,0.70808250,1.54710695,0.03275052,0.16834542,0.70715828,0.00000000
-2.10405203,2.63438770,0.41705419,0.38156958,0.70589731,1.54696108,0.03526101,0.17544033,0.70685430,0.00000000
-2.09804902,2.67602048,0.42984030,0.39852018,0.70447588,1.54737428,0.03786590,0.18352229,0.70616995,0.00000000
-2.09204602,2.72172643,0.44341359,0.41695911,0.70389408,1.54853620,0.04054176,0.19257497,0.70501188,0.00000000
-2.08604302,2.77136664,0.45770898,0.43679307,0.70419548,1.55058424,0.04326255,0.20256747,0.70329850,0.00000000
-2.08004002,2.82466419,0.47264138,0.45789118,0.70538534,1.55359260,0.04600022,0.21345316,0.70095982,0.00000000
-2.07403702,2.88119439,0.48810541,0.48008399,0.70742601,1.55756391,0.04872555,0.22516888,0.69793660,0.00000000
-2.06803402,2.94038121,0.50397609,0.50316412,0.71023401,1.56242413,0.05140901,0.23763475,0.69417897,0.00000000
-2.06203102,3.00150087,0.52011050,0.52688842,0.71367901,1.56802129,0.05402170,0.25075478,0.68964478,0.00000000
-2.05602801,3.06369296,0.53635055,0.55098198,0.71758523,1.57412808,0.05653634,0.26441806,0.68429787,0.00000000
-2.05002501,3.12597904,0.55252674,0.57514373,0.72173491,1.58044860,0.05892817,0.27850081,0.67810662,0.00000000
-2.04402201,3.18728839,0.56846274,0.59905361,0.72587431,1.58662885,0.06117590,0.29286910,0.67104289,0.00000000
-2.03801901,3.24648985,0.58398061,0.62238100,0.72972157,1.59227050,0.06326246,0.30738213,0.66308150,0.00000000
-2.03201601,3.30242840,0.59890648,0.64479400,0.73297650,1.59694741,0.06517561,0.32189602,0.65420037,0.00000000
-2.02601301,3.35396479,0.61307623,0.66596934,0.73533163,1.60022380,0.06690847,0.33626779,0.64438128,0.00000000
-2.02001001,3.40001608,0.62634099,0.68560223,0.73648420,1.60167336,0.06845971,0.35035948,0.63361124,0.00000000
-2.01400700,3.43959513,0.63857203,0.70341577,0.73614826,1.60089803,0.06983365,0.36404198,0.62188429,0.00000000
-2.00800400,3.47184670,0.64966476,0.71916951,0.73406661,1.59754553,0.07103999,0.37719850,0.60920357,0.00000000
-2.00200100,3.49607829,0.65954159,0.73266649,0.73002162,1.59132469,0.07209348,0.38972740,0.59558349,0.00000000
-1.99599800,3.51178394,0.66815335,0.74375868,0.72384465,1.58201765,0.07301323,0.40154417,0.58105173,0.00000000
-1.98999500,3.51865966,0.67547930,0.75235025,0.71542348,1.56948842,0.07382191,0.41258246,0.56565084,0.00000000
-1.98399200,3.51660961,0.68152559,0.75839876,0.70470732,1.55368732,0.07454484,0.42279412,0.54943930,0.00000000
-1.97798899,3.50574293,0.68632226,0.76191402,0.69170936,1.53465116,0.07520885,0.43214821,0.53249187,0.00000000
-1.97198599,3.48636136,0.68991904,0.76295489,0.67650647,1.51249934,0.07584120,0.44062905,0.51489911,0.00000000
-1.96598299,3.45893853,0.69238011,0.76162406,0.65923642,1.48742615,0.07646844,0.44823351,0.49676605,0.00000000
-1.95997999,3.42409251,0.69377830,0.75806138,0.64009254,1.45969001,0.07711527,0.45496767,0.47821012,0.00000000
-1.95397699,3.38255313,0.69418901,0.75243591,0.61931628,1.42960021,0.07780359,0.46084322,0.45935835,0.00000000
-1.94797399,3.33512633,0.69368440,0.74493740,0.59718812,1.39750228,0.07855155,0.46587375,0.44034401,0.00000000
-1.94197099,3.28265764,0.69232815,0.73576754,0.57401718,1.36376271,0.07937290,0.47007131,0.42130295,0.00000000
-1.93596798,3.22599698,0.69017128,0.72513163,0.55013023,1.32875413,0.08027645,0.47344350,0.40236984,0.00000000
-1.92996498,3.16596676,0.68724920,0.71323099,0.52586057,1.29284162,0.08126576,0.47599132,0.38367441,0.00000000
-1.92396198,3.10333487,0.68358040,0.70025659,0.50153728,1.25637098,0.08233907,0.47770792,0.36533815,0.00000000
-1.91795898,3.03879400,0.67916668,0.68638422,0.47747536,1.21965946,0.08348938,0.47857848,0.34747141,0.00000000
-1.91195598,2.97294783,0.67399499,0.67177118,0.45396715,1.18298920,0.08470486,0.47858109,0.33017119,0.00000000
-1.90595298,2.90630435,0.66804074,0.65655478,0.43127522,1.14660358,0.08596924,0.47768875,0.31351970,0.00000000
