energy_ev,total_up,Ag_p_up,Ag_d_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-3.31065533,2.08230256,0.18942206,0.83115838,0.31062809,0.89996881,0.04351125,0.02339983,0.04179398,0.17576783
-3.30465233,2.12579588,0.19195197,0.83370128,0.32206639,0.93784673,0.04401014,0.02309598,0.04101211,0.17295535
-3.29864932,2.17658827,0.19481998,0.83899550,0.33589634,0.97855320,0.04450384,0.02285989,0.04028462,0.17149812
-3.29264632,2.23385223,0.19795158,0.84675010,0.35185199,1.02170564,0.04498166,0.02269172,0.03961668,0.17136340
-3.28664332,2.29658897,0.20125936,0.85662267,0.36963410,1.06682938,0.04543253,0.02258979,0.03901005,0.17250727
-3.28064032,2.36364643,0.20464495,0.86822677,0.38891483,1.11336539,0.04584540,0.02255050,0.03846304,0.17487488
-3.27463732,2.43374372,0.20800163,0.88114102,0.40934347,1.16068203,0.04620973,0.02256836,0.03797070,0.17840075
-3.26863432,2.50550152,0.21121740,0.89491945,0.43055303,1.20809067,0.04651592,0.02263611,0.03752510,0.18300922
-3.26263132,2.57747808,0.21417849,0.90910304,0.45216761,1.25486492,0.04675581,0.02274491,0.03711575,0.18861490
-3.25662831,2.64820951,0.21677308,0.92323199,0.47381046,1.30026285,0.04692310,0.02288457,0.03673021,0.19512341
-3.25062531,2.71625342,0.21889528,0.93685857,0.49511245,1.34355158,0.04701373,0.02304388,0.03635465,0.20243211
-3.24462231,2.78023415,0.22044887,0.94955979,0.51572089,1.38403328,0.04702628,0.02321104,0.03597465,0.21043105
-3.23861931,2.83888804,0.22135101,0.96094981,0.53530815,1.42107159,0.04696219,0.02337403,0.03557590,0.21900411
-3.23261631,2.89110673,0.22153543,0.97069124,0.55358008,1.45411732,0.04682597,0.02352111,0.03514495,0.22803024
-3.22661331,2.93597686,0.22095522,0.97850517,0.57028366,1.48273229,0.04662532,0.02364124,0.03466992,0.23738485
-3.22061031,2.97281409,0.21958484,0.98417931,0.58521379,1.50661019,0.04637107,0.02372452,0.03414117,0.24694137
-3.21460730,3.00118996,0.21742148,0.98757398,0.59821870,1.52559336,0.04607709,0.02376261,0.03355176,0.25657280
-3.20860430,3.02095021,0.21448550,0.98862549,0.60920396,1.53968458,0.04576002,0.02374903,0.03289792,0.26615348
-3.20260130,3.03222332,0.21082002,0.98734695,0.61813465,1.54905316,0.04543893,0.02367943,0.03217931,0.27556077
-3.19659830,3.03541882,0.20648976,0.98382627,0.62503577,1.55403485,0.04513482,0.02355177,0.03139905,0.28467676
-3.19059530,3.03121497,0.20157889,0.97822135,0.62999053,1.55512523,0.04487005,0.02336637,0.03056373,0.29338996
-3.18459230,3.02053622,0.19618830,0.97075278,0.63313685,1.55296683,0.04466769,0.02312588,0.02968317,0.30159684
-3.17858929,3.00452100,0.19043215,0.96169420,0.63466188,1.54833010,0.04455070,0.02283517,0.02877000,0.30920336
-3.17258629,2.98448116,0.18443401,0.95136075,0.63479482,1.54208912,0.04454120,0.02250109,0.02783925,0.31612613
-3.16658329,2.96185444,0.17832260,0.94009606,0.63379827,1.53519260,0.04465960,0.02213216,0.02690764,0.32229359
-3.16058029,2.93815202,0.17222746,0.92825832,0.63195845,1.52863164,0.04492376,0.02173818,0.02599301,0.32764672
-3.15457729,2.91490306,0.16627455,0.91620605,0.62957451,1.52340516,0.04534822,0.02132985,0.02511349,0.33213969
-3.14857429,2.89359862,0.16058212,0.90428411,0.62694752,1.52048463,0.04594345,0.02091826,0.02428687,0.33574003
-3.14257129,2.87563718,0.15525689,0.89281058,0.62436940,1.52077939,0.04671518,0.02051447,0.02352981,0.33842870
-3.13656828,2.86227400,0.15039077,0.88206494,0.62211238,1.52510397,0.04766392,0.02012905,0.02285723,0.34019971
-3.13056528,2.85457633,0.14605814,0.87227822,0.62041923,1.53414880,0.04878460,0.01977166,0.02228173,0.34105958
-3.12456228,2.85338635,0.14231392,0.86362531,0.61949481,1.54845548,0.05006638,0.01945070,0.02181313,0.34102654
-3.11855928,2.85929322,0.13919238,0.85621980,0.61949923,1.56839754,0.05149264,0.01917300,0.02145813,0.34012956
-3.11255628,2.87261542,0.13670679,0.85011155,0.62054287,1.59416769,0.05304124,0.01894363,0.02122012,0.33840722
-3.10655328,2.89339398,0.13484985,0.84528697,0.62268348,1.62577182,0.05468492,0.01876575,0.02109909,0.33590653
-3.10055028,2.92139676,0.13359490,0.84167197,0.62592555,1.66303027,0.05639198,0.01864059,0.02109175,0.33268169
-3.09454727,2.95613358,0.13289792,0.83913736,0.63022189,1.70558612,0.05812703,0.01856750,0.02119173,0.32879301
-3.08854427,2.99688144,0.13270002,0.83750644,0.63547731,1.75292034,0.05985203,0.01854406,0.02138988,0.32430576
-3.08254127,3.04271868,0.13293050,0.83656438,0.64155440,1.80437310,0.06152739,0.01856636,0.02167478,0.31928933
-3.07653827,3.09256672,0.13351033,0.83606894,0.64828101,1.85917055,0.06311318,0.01862920,0.02203315,0.31381642
-3.07053527,3.14523733,0.13435572,0.83576200,0.65545910,1.91645575,0.06457041,0.01872647,0.02245050,0.30796250
-3.06453227,3.19948383,0.13538188,0.83538140,0.66287462,1.97532291,0.06586223,0.01885147,0.02291166,0.30180545
-3.05852926,3.25405373,0.13650660,0.83467263,0.67030795,2.03485328,0.06695521,0.01899728,0.02340140,0.29542533
-3.05252626,3.30774093,0.13765368,0.83339972,0.67754439,2.09415140,0.06782041,0.01915716,0.02390496,0.28890428
-3.04652326,3.35943522,0.13875591,0.83135514,0.68438428,2.15238035,0.06843434,0.01932486,0.02440863,0.28232661
-3.04052026,3.40816729,0.13975768,0.82836803,0.69065228,2.20879453,0.06877976,0.01949494,0.02490011,0.27577884
-3.03451726,3.45314738,0.14061694,0.82431080,0.69620530,2.26276878,0.06884623,0.01966303,0.02536895,0.26934974
-3.02851426,3.49379625,0.14130656,0.81910361,0.70093891,2.31382267,0.06863047,0.01982603,0.02580681,0.26313037
-3.02251126,3.52976731,0.14181504,0.81271688,0.70479175,2.36163897,0.06813640,0.01998226,0.02620759,0.25721396
-3.01650825,3.56095922,0.14214656,0.80517162,0.70774794,2.40607572,0.06737496,0.02013154,0.02656756,0.25169562
-3.01050525,3.58751856,0.14232031,0.79653781,0.70983721,2.44717134,0.06636371,0.02027520,0.02688533,0.24667186
-3.00450225,3.60983265,0.14236935,0.78693087,0.71113292,2.48514254,0.06512617,0.02041598,0.02716172,0.24223990
-2.99849925,3.62851285,0.14233878,0.77650662,0.71174803,2.52037515,0.06369098,0.02055802,0.02739956,0.23849666
-2.99249625,3.64436911,0.14228361,0.76545470,0.71182911,2.55340812,0.06209088,0.02070662,0.02760349,0.23553754
-2.98649325,3.65837671,0.14226614,0.75399112,0.71154885,2.58491125,0.06036156,0.02086809,0.02777955,0.23345492
-2.98049025,3.67163651,0.14235325,0.74234986,0.71109728,2.61565739,0.05854049,0.02104952,0.02793492,0.23233640
-2.97448724,3.68532999,0.14261343,0.73077419,0.71067210,2.64649010,0.05666565,0.02125855,0.02807747,0.23226276
-2.96848424,3.70067083,0.14311390,0.71950774,0.71046868,2.67828775,0.05477429,0.02150311,0.02821538,0.23330581
-2.96248124,3.71885446,0.14391773,0.70878571,0.71066996,2.71192551,0.05290179,0.02179118,0.02835677,0.23552594
-2.95647824,3.74100746,0.14508122,0.69882657,0.71143687,2.74823623,0.05108054,0.02213055,0.02850926,0.23896969
-2.95047524,3.76813848,0.14665156,0.68982422,0.71289963,2.78797196,0.04933904,0.02252859,0.02867968,0.24366719
-2.94447224,3.80109218,0.14866480,0.68194114,0.71515024,2.83176716,0.04770109,0.02299203,0.02887367,0.24962964
-2.93846923,3.84050805,0.15114430,0.67530240,0.71823668,2.88010521,0.04618520,0.02352675,0.02909547,0.25684695
-2.93246623,3.88678537,0.15409962,0.66999095,0.72215885,2.93328929,0.04480417,0.02413764,0.02934762,0.26528557
-2.92646323,3.94005580,0.15752593,0.66604411,0.72686667,2.99141915,0.04356493,0.02482839,0.02963082,0.27488669
-2.92046023,4.00016467,0.16140399,0.66345147,0.73226034,3.05437447,0.04246853,0.02560140,0.02994382,0.28556494
-2.91445723,4.06666204,0.16570055,0.66215431,0.73819287,3.12180588,0.04151035,0.02645764,0.03028338,0.29720758
-2.90845423,4.13880395,0.17036944,0.66204648,0.74447467,3.19313433,0.04068055,0.02739660,0.03064427,0.30967454
-2.90245123,4.21556448,0.17535295,0.66297684,0.75088032,3.26755891,0.03996461,0.02841618,0.03101941,0.32279914
-2.89644822,4.29565842,0.18058382,0.66475321,0.75715694,3.34407342,0.03934409,0.02951275,0.03140002,0.33638982
-2.89044522,4.37757414,0.18598752,0.66714769,0.76303421,3.42149134,0.03879748,0.03068109,0.03177588,0.35023272
-2.88444222,4.45961596,0.19148482,0.66990341,0.76823528,3.49847849,0.03830112,0.03191448,0.03213561,0.36409532
-2.87843922,4.53995465,0.19699458,0.67274222,0.77248847,3.57359255,0.03783022,0.03320478,0.03246708,0.37773093
-2.87243622,4.61668457,0.20243670,0.67537341,0.77553899,3.64532797,0.03735986,0.03454260,0.03275773,0.39088407
-2.86643322,4.68788529,0.20773492,0.67750295,0.77716033,3.71216493,0.03686595,0.03591741,0.03299510,0.40329658
-2.86043022,4.75168556,0.21281960,0.67884304,0.77716479,3.77262021,0.03632619,0.03731782,0.03316720,0.41471425
-2.85442721,4.80632716,0.21763024,0.67912158,0.77541267,3.82529829,0.03572087,0.03873181,0.03326298,0.42489378
-2.84842421,4.85022593,0.22211758,0.67809116,0.77181973,3.86894035,0.03503357,0.04014697,0.03327276,0.43360981
-2.84242121,4.88202761,0.22624535,0.67553735,0.76636245,3.90246927,0.03425173,0.04155086,0.03318858,0.44066172
-2.83641821,4.90065598,0.22999142,0.67128575,0.75908109,3.92502869,0.03336704,0.04293122,0.03300457,0.44587995
-2.83041521,4.90535137,0.23334837,0.66520775,0.75008014,3.93601434,0.03237561,0.04427638,0.03271715,0.44913153
-2.82441221,4.89569763,0.23632349,0.65722452,0.73952627,3.93509629,0.03127806,0.04557541,0.03232528,0.45032462
-2.81840920,4.87163659,0.23893815,0.64730930,0.72764386,3.92223123,0.03007933,0.04681849,0.03183049,0.44941170
-2.81240620,4.83346922,0.24122655,0.63548777,0.71470827,3.89766397,0.02878839,0.04799700,0.03123691,0.44639147
-2.80640320,4.78184359,0.24323393,0.62183657,0.70103708,3.86191841,0.02741780,0.04910379,0.03055117,0.44130915
-2.80040020,4.71773012,0.24501440,0.60648000,0.68697982,3.81577821,0.02598316,0.05013319,0.02978224,0.43425525
-2.79439720,4.64238540,0.24662825,0.58958523,0.67290649,3.76025814,0.02450243,0.05108110,0.02894114,0.42536285
-2.78839420,4.55730613,0.24813917,0.57135605,0.65919531,3.69656738,0.02299527,0.05194496,0.02804062,0.41480342
-2.78239120,4.46417535,0.24961123,0.55202561,0.64622037,3.62606649,0.02148228,0.05272367,0.02709479,0.40278144
-2.77638819,4.36480342,0.25110591,0.53184839,0.63433939,3.55021998,0.01998431,0.05341746,0.02611867,0.38952800
-2.77038519,4.26106609,0.25267920,0.51109179,0.62388217,3.47054638,0.01852176,0.05402774,0.02512776,0.37529362
-2.76438219,4.15484249,0.25437903,0.49002768,0.61514014,3.38856816,0.01711395,0.05455686,0.02413755,0.36034067
-2.75837919,4.04795534,0.25624294,0.46892421,0.60835720,3.30576328,0.01577859,0.05500794,0.02316308,0.34493552
-2.75237619,3.94211579,0.25829625,0.44803816,0.60372214,3.22352036,0.01453128,0.05538459,0.02221852,0.32934098
-2.74637319,3.83887468,0.26055071,0.42760816,0.60136295,3.14309905,0.01338523,0.05569074,0.02131673,0.31380902
-2.74037019,3.73958199,0.26300375,0.40784888,0.60134289,3.06559688,0.01235090,0.05593043,0.02046898,0.29857425
-2.73436718,3.64535543,0.26563824,0.38894641,0.60365854,2.99192352,0.01143595,0.05610768,0.01968460,0.28384822
-2.72836418,3.55705907,0.26842298,0.37105484,0.60823976,2.92278312,0.01064510,0.05622638,0.01897080,0.26981485
-2.72236118,3.47529206,0.27131367,0.35429420,0.61495149,2.85866485,0.00998021,0.05629025,0.01833252,0.25662689
-2.71635818,3.40038751,0.27425457,0.33874961,0.62359726,2.79984167,0.00944037,0.05630291,0.01777237,0.24440368
-2.71035518,3.33242100,0.27718058,0.32447170,0.63392442,2.74637678,0.00902210,0.05626797,0.01729063,0.23323010
-2.70435218,3.27122783,0.28001997,0.31147810,0.64563079,2.69813732,0.00871958,0.05618924,0.01688540,0.22315675
-2.69834917,3.21642815,0.28269733,0.29975603,0.65837263,2.65481434,0.00852493,0.05607101,0.01655271,0.21420115
-2.69234617,3.16745872,0.28513700,0.28926572,0.67177385,2.61594807,0.00842856,0.05591834,0.01628681,0.20635002
-2.68634317,3.12360997,0.28726663,0.27994450,0.68543604,2.58095760,0.00841948,0.05573752,0.01608045,0.19956242
-2.68034017,3.08406691,0.28902084,0.27171158,0.69894940,2.54917360,0.00848572,0.05553646,0.01592526,0.19377353
-2.67433717,3.04795255,0.29034489,0.26447304,0.71190404,2.51987306,0.00861470,0.05532517,0.01581215,0.18889907
-2.66833417,3.01437221,0.29119813,0.25812715,0.72390156,2.49231483,0.00879360,0.05511618,0.01573169,0.18484002
-2.66233117,2.98245736,0.29155708,0.25256963,0.73456658,2.46577484,0.00900977,0.05492496,0.01567461,0.18148749
-2.65632816,2.95140738,0.29141809,0.24769875,0.74355780,2.43957971,0.00925109,0.05477022,0.01563215,0.17872768
-2.65032516,2.92052788,0.29079934,0.24342008,0.75057834,2.41313779,0.00950633,0.05467416,0.01559652,0.17644666
-2.64432216,2.88926427,0.28974196,0.23965076,0.75538498,2.38596645,0.00976547,0.05466253,0.01556122,0.17453470
-2.63831916,2.85722907,0.28831042,0.23632304,0.75779580,2.35771467,0.01002002,0.05476453,0.01552136,0.17289036
-2.63231616,2.82422209,0.28659174,0.23338699,0.75769613,2.32818002,0.01026322,0.05501250,0.01547387,0.17142373
-2.62631316,2.79024236,0.28469376,0.23081237,0.75504220,2.29731931,0.01049027,0.05544141,0.01541769,0.17005920
-2.62031016,2.75549111,0.28274232,0.22858936,0.74986253,2.26525226,0.01069845,0.05608806,0.01535381,0.16873726
-2.61430715,2.72036549,0.28087736,0.22672835,0.74225673,2.23225795,0.01088717,0.05699015,0.01528523,0.16741563
-2.60830415,2.68544284,0.27924814,0.22525853,0.73239164,2.19876390,0.01105796,0.05818503,0.01521688,0.16606941
-2.60230115,2.65145591,0.27800762,0.22422554,0.72049505,2.16532799,0.01121437,0.05970831,0.01515541,0.16469051
-2.59629815,2.61925982,0.27730628,0.22368814,0.70684700,2.13261381,0.01136181,0.06159237,0.01510888,0.16328624
-2.59029515,2.58979179,0.27728559,0.22371402,0.69176897,2.10136021,0.01150726,0.06386469,0.01508642,0.16187721
-2.58429215,2.56402533,0.27807132,0.22437505,0.67561154,2.07234627,0.01165901,0.06654623,0.01509786,0.16049468
-2.57828914,2.54292070,0.27976718,0.22574202,0.65874087,2.04635316,0.01182619,0.06964993,0.01515324,0.15917741
-2.57228614,2.52737395,0.28244898,0.22787923,0.64152461,2.02412442,0.01201838,0.07317921,0.01526238,0.15796832
-2.56628314,2.51816671,0.28615957,0.23083918,0.62431794,2.00632664,0.01224513,0.07712687,0.01543444,0.15691092
-2.56028014,2.51591930,0.29090497,0.23465752,0.60745036,1.99351223,0.01251544,0.08147417,0.01567747,0.15604596
-2.55427714,2.52104951,0.29665184,0.23934872,0.59121367,1.98608621,0.01283728,0.08619044,0.01599802,0.15540817
-2.54827414,2.53373906,0.30332649,0.24490249,0.57585202,1.98427876,0.01321711,0.09123300,0.01640079,0.15502353
-2.54227114,2.55390977,0.31081562,0.25128129,0.56155410,1.98812472,0.01365945,0.09654767,0.01688839,0.15490701
-2.53626813,2.58121069,0.31896860,0.25841905,0.54844813,1.99745158,0.01416650,0.10206977,0.01746115,0.15506098
-2.53026513,2.61501716,0.32760162,0.26622124,0.53659960,2.01187622,0.01473786,0.10772554,0.01811699,0.15547434
-2.52426213,2.65444201,0.33650316,0.27456620,0.52601197,2.03081116,0.01537033,0.11343415,0.01885143,0.15612243
-2.51825913,2.69835875,0.34544098,0.28330796,0.51663014,2.05347978,0.01605787,0.11911002,0.01965770,0.15696764
-2.51225613,2.74543569,0.35416997,0.29228014,0.50834649,2.07894013,0.01679155,0.12466547,0.02052683,0.15796080
-2.50625313,2.79417959,0.36244089,0.30130107,0.50100904,2.10611621,0.01755980,0.13001363,0.02144796,0.15904308
-2.50025013,2.84298707,0.37000940,0.31017972,0.49443145,2.13383530,0.01834863,0.13507137,0.02240863,0.16014852
-2.49424712,2.89020122,0.37664509,0.31872232,0.48840400,2.16086971,0.01914204,0.13976226,0.02339513,0.16120686
-2.48824412,2.93417114,0.38214012,0.32673928,0.48270531,2.18598097,0.01992248,0.14401928,0.02439295,0.16214658
-2.48224112,2.97331164,0.38631718,0.33405218,0.47711398,2.20796464,0.02067148,0.14778736,0.02538719,0.16289807
-2.47623812,3.00616057,0.38903627,0.34050054,0.47141968,2.22569365,0.02137018,0.15102534,0.02636304,0.16339663
-2.47023512,3.03143125,0.39020032,0.34594798,0.46543312,2.23815839,0.02200009,0.15370760,0.02730620,0.16358528
-2.46423212,3.04805810,0.38975921,0.35028768,0.45899457,2.24450190,0.02254367,0.15582498,0.02820337,0.16341717
-2.45822911,3.05523339,0.38771219,0.35344668,0.45198052,2.24404890,0.02298501,0.15738517,0.02904268,0.16285755
-2.45222611,3.05243420,0.38410866,0.35538913,0.44430830,2.23632745,0.02331039,0.15841243,0.02981399,0.16188520
-2.44622311,3.03943848,0.37904732,0.35611817,0.43593849,2.22108283,0.02350881,0.15894677,0.03050934,0.16049325
-2.44022011,3.01633013,0.37267375,0.35567639,0.42687534,2.19828327,0.02357238,0.15904251,0.03112315,0.15868937
-2.43421711,2.98349335,0.36517664,0.35414506,0.41716497,2.16811762,0.02349662,0.15876638,0.03165248,0.15649551
-2.42821411,2.94159677,0.35678284,0.35164194,0.40689195,2.13098546,0.02328060,0.15819533,0.03209718,0.15394693
-2.42221111,2.89156860,0.34775133,0.34831800,0.39617427,2.08748043,0.02292698,0.15741392,0.03245997,0.15109086
-2.41620810,2.83456402,0.33836660,0.34435299,0.38515707,2.03836764,0.02244188,0.15651167,0.03274647,0.14798478
-2.41020510,2.77192651,0.32893137,0.33995024,0.37400566,1.98455644,0.02183465,0.15558036,0.03296506,0.14469430
-2.40420210,2.70514459,0.31975907,0.33533076,0.36289796,1.92706969,0.02111748,0.15471134,0.03312683,0.14129095
-2.39819910,2.63580591,0.31116620,0.33072681,0.35201696,1.86701081,0.02030501,0.15399305,0.03324527,0.13784977
-2.39219610,2.56555010,0.30346465,0.32637534,0.34154331,1.80552997,0.01941373,0.15350876,0.03333596,0.13444697
-2.38619310,2.49602200,0.29695432,0.32251121,0.33164851,1.74379026,0.01846145,0.15333466,0.03341624,0.13115759
-2.38019010,2.42882660,0.29191593,0.31936065,0.32248880,1.68293531,0.01746667,0.15353817,0.03350469,0.12805330
-2.37418709,2.36548675,0.28860424,0.31713493,0.31420000,1.62405875,0.01644801,0.15417673,0.03362064,0.12520051
-2.36818409,2.30740466,0.28724174,0.31602443,0.30689343,1.56817670,0.01542363,0.15529678,0.03378357,0.12265855
-2.36218109,2.25582785,0.28801280,0.31619335,0.30065286,1.51620335,0.01441069,0.15693320,0.03401250,0.12047828
-2.35617809,2.21181998,0.29105852,0.31777493,0.29553267,1.46893050,0.01342495,0.15910898,0.03432537,0.11870090
-2.35017509,2.17623714,0.29647220,0.32086754,0.29155701,1.42701090,0.01248040,0.16183508,0.03473835,0.11735716
-2.34417209,2.14970966,0.30429565,0.32553152,0.28871997,1.39094575,0.01158893,0.16511067,0.03526523,0.11646676
-2.33816908,2.13262961,0.31451642,0.33178700,0.28698671,1.36107634,0.01076027,0.16892337,0.03591684,0.11603815
-2.33216608,2.12514415,0.32706611,0.33961268,0.28629533,1.33757971,0.01000180,0.17324982,0.03670055,0.11606856
-2.32616308,2.12715460,0.34181992,0.34894560,0.28655939,1.32046831,0.00931868,0.17805631,0.03761977,0.11654433
-2.32016008,2.13832132,0.35859748,0.35968211,0.28767099,1.30959343,0.00871388,0.18329959,0.03867374,0.11744149
-2.31415708,2.15807424,0.37716533,0.37167992,0.28950430,1.30465231,0.00818838,0.18892781,0.03985728,0.11872652
-2.30815408,2.18562894,0.39724081,0.38476133,0.29191930,1.30519858,0.00774145,0.19488167,0.04116080,0.12035742
-2.30215108,2.22000801,0.41849772,0.39871757,0.29476582,1.31065591,0.00737088,0.20109566,0.04257045,0.12228486
-2.29614807,2.26006738,0.44057357,0.41331428,0.29788757,1.32033448,0.00707334,0.20749956,0.04406842,0.12445355
-2.29014507,2.30452719,0.46307827,0.42829790,0.30112631,1.33345002,0.00684468,0.21402008,0.04563347,0.12680373
-2.28414207,2.35200641,0.48560429,0.44340300,0.30432579,1.34914489,0.00668032,0.22058267,0.04724151,0.12927269
-2.27813907,2.40106070,0.50773779,0.45836019,0.30733571,1.36651091,0.00657549,0.22711346,0.04886641,0.13179645
-2.27213607,2.45022218,0.52907053,0.47290442,0.31001532,1.38461330,0.00652560,0.23354130,0.05048085,0.13431139
-2.26613307,2.49804039,0.54921211,0.48678342,0.31223677,1.40251518,0.00652646,0.23979988,0.05205730,0.13675580
-2.26013007,2.54312279,0.56780191,0.49976590,0.31388809,1.41930195,0.00657454,0.24582966,0.05356896,0.13907151
-2.25412706,2.58417371,0.58452054,0.51164916,0.31487568,1.43410501,0.00666710,0.25157989,0.05499073,0.14120520
-2.24812406,2.62003035,0.59909990,0.52226584,0.31512635,1.44612392,0.00680235,0.25701013,0.05630013,0.14310970
-2.24212106,2.64969429,0.61133170,0.53148936,0.31458864,1.45464653,0.00697949,0.26209168,0.05747803,0.14474503
-2.23611806,2.67235754,0.62107381,0.53923787,0.31323363,1.45906619,0.00719876,0.26680842,0.05850937,0.14607914
-2.23011506,2.68742181,0.62825415,0.54547642,0.31105499,1.45889577,0.00746137,0.27115723,0.05938355,0.14708843
-2.22411206,2.69451038,0.63287188,0.55021723,0.30806832,1.45377770,0.00776942,0.27514785,0.06009473,0.14775800
-2.21810905,2.69347195,0.63499587,0.55351793,0.30430982,1.44349000,0.00812578,0.27880208,0.06064183,0.14808152
-2.21210605,2.68437622,0.63476028,0.55547791,0.29983429,1.42794781,0.00853390,0.28215254,0.06102838,0.14806085
-2.20610305,2.66750163,0.63235765,0.55623281,0.29471246,1.40720067,0.00899760,0.28524074,0.06126206,0.14770537
-2.20010005,2.64331553,0.62802967,0.55594743,0.28902783,1.38142552,0.00952082,0.28811476,0.06135416,0.14703103
-2.19409705,2.61244795,0.62205606,0.55480737,0.28287315,1.35091589,0.01010740,0.29082653,0.06131874,0.14605926
-2.18809405,2.57565994,0.61474216,0.55300985,0.27634651,1.31606762,0.01076079,0.29342883,0.06117182,0.14481561
-2.18209105,2.53380818,0.60640576,0.55075400,0.26954740,1.27736185,0.01148381,0.29597220,0.06093034,0.14332841
-2.17608804,2.48780730,0.59736381,0.54823129,0.26257282,1.23534602,0.01227833,0.29850185,0.06061125,0.14162730
-2.17008504,2.43859167,0.58791959,0.54561638,0.25551353,1.19061356,0.01314512,0.30105482,0.06023047,0.13974182
-2.16408204,2.38707844,0.57835102,0.54305897,0.24845082,1.14378319,0.01408359,0.30365741,0.05980211,0.13770011
-2.15807904,2.33413334,0.56890054,0.54067696,0.24145368,1.09547872,0.01509161,0.30632309,0.05933764,0.13552777
-2.15207604,2.28054058,0.55976695,0.53855127,0.23457667,1.04630995,0.01616540,0.30905097,0.05884539,0.13324688
-2.14607304,2.22697827,0.55109969,0.53672254,0.22785858,0.99685549,0.01729943,0.31182494,0.05833013,0.13087530
-2.14007004,2.17399990,0.54299548,0.53518983,0.22132186,0.94764802,0.01848638,0.31461346,0.05779290,0.12842624
-2.13406703,2.12202264,0.53549757,0.53391129,0.21497280,0.89916241,0.01971717,0.31737002,0.05723113,0.12590809
-2.12806403,2.07132243,0.52859738,0.53280684,0.20880259,0.85180701,0.02098100,0.32003434,0.05663886,0.12332457
-2.12206103,2.02203576,0.52223844,0.53176255,0.20278902,0.80591812,0.02226550,0.32253408,0.05600723,0.12067512
-2.11605803,1.97416772,0.51632217,0.53063645,0.19689882,0.76175777,0.02355689,0.32478713,0.05532509,0.11795551
-2.11005503,1.92760528,0.51071524,0.52926556,0.19109044,0.71951444,0.02484016,0.32670428,0.05457980,0.11515866
-2.10405203,1.88213511,0.50525803,0.52747360,0.18531714,0.67930654,0.02609938,0.32819218,0.05375803,0.11227560
-2.09804902,1.83746457,0.49977371,0.52507919,0.17953019,0.64118816,0.02731795,0.32915650,0.05284662,0.10929647
-2.09204602,1.79324478,0.49407752,0.52190386,0.17368211,0.60515669,0.02847893,0.32950505,0.05183346,0.10621163
-2.08604302,1.74909460,0.48798575,0.51777980,0.16772960,0.57116177,0.02956538,0.32915088,0.05070826,0.10301260
-2.08004002,1.70462422,0.48132420,0.51255686,0.16163621,0.53911498,0.03056069,0.32801517,0.04946321,0.09969305
-2.07403702,1.65945756,0.47393555,0.50610852,0.15537447,0.50890000,0.03144901,0.32602980,0.04809358,0.09624955
-2.06803402,1.61325249,0.46568570,0.49833675,0.14892751,0.48038249,0.03221551,0.32313960,0.04659807,0.09268221
-2.06203102,1.56571824,0.45646868,0.48917554,0.14229006,0.45341958,0.03284683,0.31930419,0.04497900,0.08899508
-2.05602801,1.51662964,0.44621022,0.47859308,0.13546884,0.42786850,0.03333135,0.31449939,0.04324243,0.08519640
-2.05002501,1.46583790,0.43486990,0.46659265,0.12848231,0.40359426,0.03365955,0.30871812,0.04139796,0.08129860
-2.04402201,1.41327796,0.42244197,0.45321223,0.12135995,0.38047616,0.03382427,0.30197098,0.03945849,0.07731816
-2.03801901,1.35897249,0.40895499,0.43852305,0.11414098,0.35841309,0.03382097,0.29428631,0.03743982,0.07327524
-2.03201601,1.30303296,0.39447047,0.42262724,0.10687284,0.33732771,0.03364792,0.28570988,0.03536015,0.06919328
-2.02601301,1.24565803,0.37908063,0.40565463,0.09960933,0.31716959,0.03330634,0.27630430,0.03323950,0.06509840
-2.02001001,1.18712995,0.36290554,0.38775920,0.09240871,0.29791733,0.03280053,0.26614804,0.03109918,0.06101878
-2.01400700,1.12780916,0.34608989,0.36911509,0.08533169,0.27957994,0.03213783,0.25533426,0.02896115,0.05698410
-2.00800400,1.06812796,0.32879945,0.34991251,0.07843969,0.26219759,0.03132866,0.24396938,0.02684752,0.05302487
-2.00200100,1.00858335,0.31121754,0.33035373,0.07179313,0.24584192,0.03038633,0.23217152,0.02478004,0.04917190
-1.99599800,0.94972973,0.29354148,0.31064922,0.06545007,0.23061596,0.02932695,0.22006879,0.02277975,0.04545585
-1.98999500,0.89217151,0.27597929,0.29101406,0.05946518,0.21665390,0.02816914,0.20779750,0.02086661,0.04190681
-1.98399200,0.83655609,0.25874661,0.27166476,0.05388900,0.20412062,0.02693376,0.19550034,0.01905933,0.03855402
-1.97798899,0.78356709,0.24206385,0.25281644,0.04876754,0.19321120,0.02564358,0.18332451,0.01737531,0.03542572
-1.97198599,0.73391804,0.22615365,0.23468043,0.04414223,0.18415007,0.02432287,0.17141984,0.01583055,0.03254905
-1.96598299,0.68834622,0.21123860,0.21746225,0.04005007,0.17719008,0.02299704,0.15993700,0.01443978,0.02995000
-1.95997999,0.64760672,0.19753908,0.20135991,0.03652408,0.17261108,0.02169215,0.14902565,0.01321660,0.02765352
-1.95397699,0.61246620,0.18527126,0.18656256,0.03359378,0.17071792,0.02043450,0.13883272,0.01217363,0.02568355
-1.94797399,0.58369619,0.17464508,0.17324916,0.03128583,0.17183775,0.01925017,0.12950065,0.01132273,0.02406310
