energy_ev,total_up,Ir_p_up,Ir_d_up,Se_s_up,Se_p_up,Sn_p_up,Sn_d_up
-6.00000000,4.44330339,1.40193897,3.64689577,0.00273581,0.10292832,0.76698378,0.00194999
-5.99399700,4.31056093,1.36521905,3.54275632,0.00266637,0.10010013,0.73699094,0.00191211
-5.98799400,4.18020682,1.32977694,3.43885814,0.00259850,0.09764890,0.70904834,0.00187461
-5.98199100,4.05349635,1.29616192,3.33612985,0.00253422,0.09558127,0.68345347,0.00183802
-5.97598799,3.93158755,1.26488086,3.23542861,0.00247545,0.09389805,0.66048174,0.00180284
-5.96998499,3.81553021,1.23639011,3.13753488,0.00242399,0.09259445,0.64038251,0.00176952
-5.96398199,3.70625854,1.21108894,3.04315004,0.00238143,0.09166047,0.62337550,0.00173847
-5.95797899,3.60458692,1.18931448,2.95289656,0.00234917,0.09108135,0.60964781,0.00171007
-5.95197599,3.51120806,1.17133793,2.86731974,0.00232834,0.09083818,0.59935135,0.00168463
-5.94597299,3.42669278,1.15736195,2.78689028,0.00231980,0.09090848,0.59260073,0.00166241
-5.93996998,3.35149063,1.14751905,2.71200701,0.00232412,0.09126688,0.58947168,0.00164362
-5.93396698,3.28593071,1.14187080,2.64299895,0.00234155,0.09188571,0.58999975,0.00162839
-5.92796398,3.23022231,1.14040777,2.58012647,0.00237207,0.09273565,0.59417961,0.00161683
-5.92196098,3.18445519,1.14305026,2.52358119,0.00241532,0.09378629,0.60196468,0.00160895
-5.91595798,3.14859958,1.14964981,2.47348477,0.00247066,0.09500663,0.61326743,0.00160473
-5.90995498,3.12250636,1.15999164,2.42988692,0.00253715,0.09636560,0.62796023,0.00160406
-5.90395198,3.10590800,1.17379821,2.39276309,0.00261359,0.09783245,0.64587698,0.00160677
-5.89794897,3.09842097,1.19073411,2.36201265,0.00269851,0.09937715,0.66681560,0.00161262
-5.89194597,3.09955067,1.21041248,2.33745832,0.00279023,0.10097076,0.69054144,0.00162133
-5.88594297,3.10869943,1.23240301,2.31884760,0.00288686,0.10258578,0.71679168,0.00163253
-5.87993997,3.12517837,1.25624178,2.30585693,0.00298635,0.10419656,0.74528080,0.00164580
-5.87393697,3.14822348,1.28144263,2.29809905,0.00308656,0.10577958,0.77570688,0.00166068
-5.86793397,3.17701588,1.30751013,2.29513389,0.00318525,0.10731395,0.80775873,0.00167667
-5.86193097,3.21070610,1.33395364,2.29648277,0.00328019,0.10878172,0.84112365,0.00169326
-5.85592796,3.24844142,1.36030200,2.30164570,0.00336918,0.11016828,0.87549533,0.00170992
-5.84992496,3.28939527,1.38611837,2.31012092,0.00345013,0.11146280,0.91058177,0.00172613
-5.84392196,3.33279730,1.41101446,2.32142587,0.00352111,0.11265847,0.94611268,0.00174143
-5.83791896,3.37796234,1.43466338,2.33511820,0.00358041,0.11375285,0.98184595,0.00175539
-5.83191596,3.42431654,1.45681052,2.35081571,0.00362659,0.11474798,1.01757292,0.00176765
-5.82591296,3.47141900,1.47728168,2.36821370,0.00365856,0.11565045,1.05312198,0.00177794
-5.81990995,3.51897724,1.49598799,2.38709859,0.00367555,0.11647136,1.08836031,0.00178610
-5.81390695,3.56685535,1.51292718,2.40735669,0.00367721,0.11722601,1.12319353,0.00179207
-5.80790395,3.61507378,1.52818103,2.42897723,0.00366358,0.11793359,1.15756339,0.00179590
-5.80190095,3.66380046,1.54190897,2.45204932,0.00363509,0.11861659,1.19144334,0.00179775
-5.79589795,3.71333340,1.55433814,2.47675252,0.00359259,0.11930014,1.22483239,0.00179790
-5.78989495,3.76407517,1.56575021,2.50334144,0.00353725,0.12001117,1.25774747,0.00179670
-5.78389195,3.81650064,1.57646570,2.53212489,0.00347058,0.12077755,1.29021472,0.00179459
-5.77788894,3.87111909,1.58682642,2.56344059,0.00339435,0.12162707,1.32226019,0.00179205
-5.77188594,3.92843290,1.59717696,2.59762664,0.00331052,0.12258645,1.35390042,0.00178960
-5.76588294,3.98889443,1.60784594,2.63499104,0.00322116,0.12368032,1.38513341,0.00178775
-5.75987994,4.05286338,1.61912803,2.67578101,0.00312842,0.12493021,1.41593038,0.00178699
-5.75387694,4.12056661,1.63126745,2.72015330,0.00303440,0.12635363,1.44622883,0.00178775
-5.74787394,4.19206219,1.64444352,2.76814716,0.00294111,0.12796317,1.47592710,0.00179038
-5.74187094,4.26720954,1.65875896,2.81966125,0.00285040,0.12976576,1.50488068,0.00179515
-5.73586793,4.34564678,1.67423124,2.87443549,0.00276388,0.13176195,1.53290045,0.00180217
-5.72986493,4.42677648,1.69078720,2.93203884,0.00268290,0.13394544,1.55975286,0.00181145
-5.72386193,4.50976043,1.70826108,2.99186372,0.00260851,0.13630261,1.58516204,0.00182284
-5.71785893,4.59352372,1.72639590,3.05312719,0.00254140,0.13881228,1.60881366,0.00183605
-5.71185593,4.67676818,1.74484799,3.11487930,0.00248195,0.14144564,1.63036053,0.00185067
-5.70585293,4.75799484,1.76319457,3.17601821,0.00243020,0.14416631,1.64942969,0.00186612
-5.69984992,4.83553474,1.78094389,3.23531190,0.00238584,0.14693062,1.66563075,0.00188174
-5.69384692,4.90758740,1.79754776,3.29142575,0.00234831,0.14968808,1.67856536,0.00189677
-5.68784392,4.97226574,1.81241598,3.34295521,0.00231676,0.15238215,1.68783753,0.00191037
-5.68184092,5.02764617,1.82493242,3.38846270,0.00229015,0.15495110,1.69306462,0.00192166
-5.67583792,5.07182258,1.83447218,3.42651744,0.00226726,0.15732928,1.69388869,0.00192976
-5.66983492,5.10296238,1.84041952,3.45573712,0.00224677,0.15944847,1.68998798,0.00193379
-5.66383192,5.11936301,1.84218607,3.47482998,0.00222730,0.16123953,1.68108823,0.00193294
-5.65782891,5.11950699,1.83922894,3.48263587,0.00220748,0.16263421,1.66697349,0.00192645
-5.65182591,5.10211373,1.83106806,3.47816484,0.00218596,0.16356707,1.64749608,0.00191369
-5.64582291,5.06618601,1.81730239,3.46063187,0.00216151,0.16397750,1.62258530,0.00189413
-5.63981991,5.01104954,1.79762440,3.42948629,0.00213303,0.16381172,1.59225451,0.00186742
-5.63381691,4.93638369,1.77183230,3.38443472,0.00209957,0.16302467,1.55660617,0.00183333
-5.62781391,4.84224219,1.73983955,3.32545650,0.00206040,0.16158182,1.51583462,0.00179184
-5.62181091,4.72906243,1.70168109,3.25281070,0.00201499,0.15946060,1.47022607,0.00174306
-5.61580790,4.59766290,1.65751611,3.16703445,0.00196303,0.15665155,1.42015581,0.00168730
-5.60980490,4.44922828,1.60762692,3.06893218,0.00190446,0.15315911,1.36608252,0.00162502
-5.60380190,4.28528265,1.55241390,2.95955626,0.00183942,0.14900190,1.30853960,0.00155681
-5.59779890,4.10765148,1.49238665,2.84017953,0.00176829,0.14421247,1.24812380,0.00148341
-5.59179590,3.91841369,1.42815138,2.71226069,0.00169161,0.13883671,1.18548147,0.00140564
-5.58579290,3.71984571,1.36039515,2.57740398,0.00161013,0.13293260,1.12129286,0.00132443
-5.57978989,3.51435953,1.28986731,2.43731456,0.00152472,0.12656871,1.05625505,0.00124073
-5.57378689,3.30443721,1.21735908,2.29375158,0.00143640,0.11982221,0.99106413,0.00115555
-5.56778389,3.09256460,1.14368178,2.14848061,0.00134627,0.11277664,0.92639745,0.00106985
-5.56178089,2.88116677,1.06964492,2.00322744,0.00125547,0.10551958,0.86289657,0.00098462
-5.55577789,2.67254766,0.99603469,1.85963502,0.00116521,0.09814011,0.80115163,0.00090075
-5.54977489,2.46883638,0.92359401,1.71922512,0.00107670,0.09072641,0.74168777,0.00081910
-5.54377189,2.27194185,0.85300472,1.58336606,0.00099113,0.08336344,0.68495425,0.00074042
-5.53776888,2.08351747,0.78487261,1.45324750,0.00090967,0.07613086,0.63131638,0.00066537
-5.53176588,1.90493650,0.71971583,1.32986300,0.00083345,0.06910128,0.58105089,0.00059449
-5.52576288,1.73727879,0.65795702,1.21400051,0.00076353,0.06233877,0.53434444,0.00052824
-5.51975988,1.58132847,0.59991919,1.10624063,0.00070094,0.05589788,0.49129548,0.00046696
-5.51375688,1.43758198,0.54582540,1.00696224,0.00064661,0.04982300,0.45191912,0.00041086
-5.50775388,1.30626543,0.49580196,0.91635454,0.00060143,0.04414811,0.41615455,0.00036009
-5.50175088,1.18735956,0.44988475,0.83443452,0.00056623,0.03889694,0.38387469,0.00031469
-5.49574787,1.08063068,0.40802821,0.76106849,0.00054174,0.03408343,0.35489746,0.00027462
-5.48974487,0.98566571,0.37011635,0.69599646,0.00052868,0.02971254,0.32899806,0.00023978
-5.48374187,0.90190922,0.33597513,0.63885778,0.00052765,0.02578118,0.30592159,0.00021002
-5.47773887,0.82870072,0.30538556,0.58921690,0.00053921,0.02227941,0.28539562,0.00018514
-5.47173587,0.76531052,0.27809694,0.54658790,0.00056384,0.01919166,0.26714199,0.00016491
-5.46573287,0.71097252,0.25383960,0.51045696,0.00060192,0.01649805,0.25088752,0.00014907
-5.45972986,0.66491310,0.23233667,0.48030167,0.00065370,0.01417568,0.23637320,0.00013736
-5.45372686,0.62637498,0.21331453,0.45560705,0.00071934,0.01219981,0.22336168,0.00012949
-5.44772386,0.59463592,0.19651169,0.43587760,0.00079882,0.01054507,0.21164291,0.00012521
-5.44172086,0.56902198,0.18168584,0.42064571,0.00089195,0.00918645,0.20103794,0.00012422
-5.43571786,0.54891576,0.16861916,0.40947637,0.00099832,0.00810024,0.19140085,0.00012626
-5.42971486,0.53376002,0.15712189,0.40196885,0.00111732,0.00726475,0.18261919,0.00013105
-5.42371186,0.52305755,0.14703429,0.39775575,0.00124807,0.00666097,0.17461294,0.00013835
-5.41770885,0.51636814,0.13822725,0.39650022,0.00138942,0.00627308,0.16733244,0.00014788
-5.41170585,0.51330373,0.13060170,0.39789215,0.00153998,0.00608881,0.16075552,0.00015940
-5.40570285,0.51352261,0.12408727,0.40164390,0.00169806,0.00609970,0.15488419,0.00017266
-5.39969985,0.51672374,0.11864023,0.40748653,0.00186172,0.00630131,0.14974113,0.00018741
-5.39369685,0.52264199,0.11424116,0.41516695,0.00202880,0.00669322,0.14536627,0.00020342
-5.38769385,0.53104480,0.11089247,0.42444647,0.00219695,0.00727910,0.14181370,0.00022046
-5.38169085,0.54173088,0.10861588,0.43510126,0.00236365,0.00806652,0.13914902,0.00023830
-5.37568784,0.55453092,0.10745009,0.44692449,0.00252634,0.00906684,0.13744717,0.00025674
-5.36968484,0.56931047,0.10744863,0.45973043,0.00268242,0.01029489,0.13679084,0.00027559
-5.36368184,0.58597447,0.10867783,0.47336004,0.00282938,0.01176867,0.13726935,0.00029468
-5.35767884,0.60447306,0.11121497,0.48768762,0.00296486,0.01350879,0.13897787,0.00031386
-5.35167584,0.62480794,0.11514637,0.50262817,0.00308674,0.01553802,0.14201685,0.00033302
-5.34567284,0.64703845,0.12056553,0.51814455,0.00319323,0.01788052,0.14649147,0.00035207
-5.33966983,0.67128658,0.12757084,0.53425392,0.00328293,0.02056110,0.15251089,0.00037098
-5.33366683,0.69773991,0.13626313,0.55103266,0.00335488,0.02360431,0.16018708,0.00038972
-5.32766383,0.72665185,0.14674258,0.56861914,0.00340865,0.02703338,0.16963302,0.00040834
-5.32166083,0.75833832,0.15910513,0.58721373,0.00344434,0.03086920,0.18096023,0.00042690
-5.31565783,0.79317049,0.17343831,0.60707565,0.00346259,0.03512904,0.19427537,0.00044549
-5.30965483,0.83156323,0.18981642,0.62851638,0.00346458,0.03982539,0.20967600,0.00046424
-5.30365183,0.87395934,0.20829515,0.65188949,0.00345197,0.04496467,0.22724538,0.00048331
-5.29764882,0.92080967,0.22890586,0.67757714,0.00342689,0.05054605,0.24704667,0.00050286
-5.29164582,0.97254986,0.25164963,0.70597344,0.00339182,0.05656029,0.26911637,0.00052305
-5.28564282,1.02957427,0.27649126,0.73746539,0.00334953,0.06298878,0.29345760,0.00054406
-5.27963982,1.09220839,0.30335368,0.77241199,0.00330295,0.06980264,0.32003324,0.00056602
-5.27363682,1.16068076,0.33211295,0.81112241,0.00325508,0.07696222,0.34875954,0.00058906
-5.26763382,1.23509584,0.36259418,0.85383441,0.00320885,0.08441678,0.37950035,0.00061327
-5.26163082,1.31540927,0.39456886,0.90069371,0.00316703,0.09210453,0.41206266,0.00063870
-5.25562781,1.40140694,0.42775370,0.95173573,0.00313210,0.09995304,0.44619352,0.00066532
-5.24962481,1.49268917,0.46181137,1.00687046,0.00310613,0.10788009,0.48157901,0.00069309
-5.24362181,1.58866119,0.49635333,1.06587151,0.00309076,0.11579483,0.51784528,0.00072187
-5.23761881,1.68853085,0.53094481,1.12837002,0.00308706,0.12359942,0.55456207,0.00075147
-5.23161581,1.79131415,0.56511199,1.19385401,0.00309556,0.13119098,0.59124868,0.00078165
-5.22561281,1.89584894,0.59835128,1.26167342,0.00311616,0.13846388,0.62738242,0.00081210
-5.21960980,2.00081656,0.63014051,1.33105106,0.00314818,0.14531230,0.66240947,0.00084248
-5.21360680,2.10477100,0.65995167,1.40109894,0.00319037,0.15163296,0.69575772,0.00087238
-5.20760380,2.20617466,0.68726482,1.47083979,0.00324099,0.15732789,0.72685137,0.00090137
-5.20160080,2.30343942,0.71158265,1.53923276,0.00329783,0.16230725,0.75512662,0.00092901
-5.19559780,2.39497144,0.73244516,1.60520251,0.00335836,0.16649199,0.78004802,0.00095484
-5.18959480,2.47921799,0.74944380,1.66767031,0.00341976,0.16981623,0.80112474,0.00097842
-5.18359180,2.55471430,0.76223449,1.72558617,0.00347912,0.17222937,0.81792598,0.00099930
-5.17758879,2.62012845,0.77054898,1.77796033,0.00353347,0.17369771,0.83009515,0.00101710
-5.17158579,2.67430245,0.77420400,1.82389309,0.00357996,0.17420557,0.83736181,0.00103146
-5.16558279,2.71628773,0.77310772,1.86260154,0.00361593,0.17375582,0.83955115,0.00104210
-5.15957979,2.74537363,0.76726334,1.89344232,0.00363901,0.17236989,0.83659037,0.00104876
-5.15357679,2.76110770,0.75676957,1.91592935,0.00364725,0.17008707,0.82851176,0.00105132
-5.14757379,2.76330715,0.74181789,1.92974609,0.00363914,0.16696330,0.81545234,0.00104968
-5.14157079,2.75206125,0.72268696,1.93475196,0.00361369,0.16306946,0.79765004,0.00104385
-5.13556778,2.72772470,0.69973412,1.93098288,0.00357046,0.15848913,0.77543668,0.00103394
-5.12956478,2.69090284,0.67338472,1.91864626,0.00350956,0.15331612,0.74922802,0.00102011
-5.12356178,2.64242954,0.64411953,1.89811092,0.00343169,0.14765172,0.71951141,0.00100264
-5.11755878,2.58333912,0.61246092,1.86989276,0.00333807,0.14160182,0.68683166,0.00098186
-5.11155578,2.51483401,0.57895847,1.83463700,0.00323042,0.13527412,0.65177561,0.00095818
-5.10555278,2.43824955,0.54417451,1.79309815,0.00311095,0.12877548,0.61495627,0.00093209
-5.09954977,2.35501797,0.50867036,1.74611857,0.00298225,0.12220949,0.57699711,0.00090412
-5.09354677,2.26663276,0.47299366,1.69460686,0.00284726,0.11567440,0.53851709,0.00087487
-5.08754377,2.17461526,0.43766731,1.63951677,0.00270920,0.10926153,0.50011703,0.00084496
-5.08154077,2.08048427,0.40318046,1.58182748,0.00257151,0.10305404,0.46236775,0.00081508
-5.07553777,1.98572974,0.36998149,1.52252587,0.00243778,0.09712626,0.42580031,0.00078592
-5.06953477,1.89179099,0.33847348,1.46259102,0.00231170,0.09154342,0.39089849,0.00075821
-5.06353177,1.80003958,0.30901179,1.40298112,0.00219700,0.08636180,0.35809362,0.00073266
-5.05752876,1.71176671,0.28190376,1.34462282,0.00209740,0.08162930,0.32776172,0.00071004
-5.05152576,1.62817466,0.25741037,1.28840258,0.00201656,0.07738623,0.30022269,0.00069106
-5.04552276,1.55037163,0.23574939,1.23515985,0.00195808,0.07366630,0.27574134,0.00067647
-5.03951976,1.47936919,0.21709970,1.18568150,0.00192539,0.07049779,0.25452997,0.00066697
-5.03351676,1.41608138,0.20160654,1.14069707,0.00192177,0.06790464,0.23675206,0.00066326
-5.02751376,1.36132474,0.18938699,1.10087434,0.00195029,0.06590754,0.22252676,0.00066597
-5.02151076,1.31581840,0.18053563,1.06681489,0.00201376,0.06452490,0.21193377,0.00067573
-5.01550775,1.28018364,0.17512976,1.03904928,0.00211471,0.06377362,0.20501829,0.00069308
-5.00950475,1.25494258,0.17323411,1.01803180,0.00225532,0.06366963,0.20179585,0.00071849
-5.00350175,1.24051561,0.17490458,1.00413475,0.00243737,0.06422823,0.20225656,0.00075237
-4.99749875,1.23721786,0.18019111,0.99764238,0.00266223,0.06546419,0.20636891,0.00079503
-4.99149575,1.24525464,0.18913931,0.99874488,0.00293072,0.06739162,0.21408282,0.00084665
-4.98549275,1.26471650,0.20179102,1.00753276,0.00324317,0.07002367,0.22533201,0.00090731
-4.97948974,1.29557429,0.21818373,1.02399208,0.00359927,0.07337207,0.24003557,0.00097695
-4.97348674,1.33767490,0.23834892,1.04800113,0.00399811,0.07744650,0.25809903,0.00105537
