energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up
-5.83191596,9.59286059,0.02440151,2.01631001,0.50416433,0.30568565,7.57128919,4.37827313,2.49857159,0.00000000
-5.82591296,9.18453765,0.02238151,1.94885146,0.47925234,0.28689727,7.31908391,4.20327075,2.35475934,0.00000000
-5.81990995,8.76663143,0.02046500,1.87636840,0.45452668,0.26841119,7.04996024,4.02366273,2.21185366,0.00000000
-5.81390695,8.34602453,0.01866680,1.80040069,0.43028797,0.25044293,6.76942892,3.84256223,2.07154619,0.00000000
-5.80790395,7.92942180,0.01699936,1.72250869,0.40682681,0.23318717,6.48307754,3.66301204,1.93540326,0.00000000
-5.80190095,7.52318604,0.01547287,1.64422747,0.38441757,0.21681574,6.19640715,3.48790621,1.80484117,0.00000000
-5.79589795,7.13318684,0.01409545,1.56702282,0.36331290,0.20147620,5.91467559,3.31991713,1.68110683,0.00000000
-5.78989495,6.76466706,0.01287339,1.49225075,0.34373909,0.18729126,5.64275298,3.16142993,1.56526388,0.00000000
-5.78389195,6.42213052,0.01181135,1.42112160,0.32589244,0.17435863,5.38499437,3.01448654,1.45818422,0.00000000
-5.77788894,6.10925433,0.01091253,1.35467011,0.30993671,0.16275157,5.14513368,2.88074086,1.36054477,0.00000000
-5.77188594,5.82882785,0.01017887,1.29373209,0.29600176,0.15251979,4.92620223,2.76142669,1.27282937,0.00000000
-5.76588294,5.58271997,0.00961114,1.23892867,0.28418327,0.14369081,4.73047396,2.65733918,1.19533507,0.00000000
-5.75987994,5.37187486,0.00920902,1.19065812,0.27454363,0.13627159,4.55943855,2.56883038,1.12818267,0.00000000
-5.75387694,5.19633599,0.00897114,1.14909552,0.26711378,0.13025044,4.41380231,2.49581892,1.07133065,0.00000000
-5.74787394,5.05529663,0.00889499,1.11420003,0.26189595,0.12559909,4.29351568,2.43781322,1.02459205,0.00000000
-5.74187094,4.94717464,0.00897692,1.08572910,0.25886707,0.12227478,4.19782531,2.39394740,0.98765334,0.00000000
-5.73586793,4.86970806,0.00921195,1.06325903,0.25798269,0.12022248,4.12534752,2.36302819,0.96009484,0.00000000
-5.72986493,4.82006767,0.00959368,1.04621078,0.25918109,0.11937703,4.07415924,2.34359110,0.94141163,0.00000000
-5.72386193,4.79498173,0.01011412,1.03387996,0.26238745,0.11966522,4.04190221,2.33396352,0.93103436,0.00000000
-5.71785893,4.79086799,0.01076356,1.02546963,0.26751772,0.12100766,4.02589530,2.33233220,0.92834917,0.00000000
-5.71185593,4.80396767,0.01153044,1.02012453,0.27448203,0.12332062,4.02325016,2.33681243,0.93271595,0.00000000
-5.70585293,4.83047626,0.01240129,1.01696557,0.28318742,0.12651751,4.03098522,2.34551612,0.94348457,0.00000000
-5.69984992,4.86666614,0.01336074,1.01512288,0.29353973,0.13051028,4.04613334,2.35661621,0.96000832,0.00000000
-5.69384692,4.90899662,0.01439152,1.01376653,0.30544451,0.13521053,4.06583900,2.36840487,0.98165442,0.00000000
-5.68784392,4.95420762,0.01547466,1.01213363,0.31880699,0.14053042,4.08744161,2.37934332,1.00781140,0.00000000
-5.68184092,4.99939418,0.01658969,1.00955091,0.33353108,0.14638344,4.10854233,2.38810165,1.03789330,0.00000000
-5.67583792,5.04205992,0.01771499,1.00545219,0.34951749,0.15268495,4.12705274,2.39358746,1.07134100,0.00000000
-5.66983492,5.08014874,0.01882817,0.99939038,0.36666124,0.15935271,4.14122483,2.39496257,1.10762089,0.00000000
-5.66383192,5.11205517,0.01990657,0.99104363,0.38484868,0.16630727,4.14966261,2.39164791,1.14622165,0.00000000
-5.65782891,5.13661486,0.02092782,0.98021614,0.40395442,0.17347239,4.15131677,2.38331714,1.18664957,0.00000000
-5.65182591,5.15307761,0.02187043,0.96683366,0.42383839,0.18077548,4.14546463,2.36988012,1.22842339,0.00000000
-5.64582291,5.16106632,0.02271442,0.95093453,0.44434348,0.18814816,4.13167811,2.35145776,1.27106923,0.00000000
-5.63981991,5.16052549,0.02344193,0.93265701,0.46529394,0.19552684,4.10978332,2.32835033,1.31411657,0.00000000
-5.63381691,5.15166372,0.02403783,0.91222378,0.48649490,0.20285349,4.07981515,2.30100141,1.35709586,0.00000000
-5.62781391,5.13489416,0.02449026,0.88992466,0.50773331,0.21007646,4.04197071,2.26995969,1.39953843,0.00000000
-5.62181091,5.11077713,0.02479107,0.86609870,0.52878026,0.21715140,3.99656478,2.23584108,1.44097900,0.00000000
-5.61580790,5.07996840,0.02493623,0.84111636,0.54939486,0.22404223,3.94399042,2.19929312,1.48096109,0.00000000
-5.60980490,5.04317595,0.02492609,0.81536292,0.56932967,0.23072209,3.88468702,2.16096349,1.51904519,0.00000000
-5.60380190,5.00112744,0.02476550,0.78922382,0.58833735,0.23717415,3.81911733,2.12147415,1.55481959,0.00000000
-5.59779890,4.95454923,0.02446383,0.76307228,0.60617847,0.24339234,3.74775436,2.08140196,1.58791321,0.00000000
-5.59179590,4.90415743,0.02403484,0.73725995,0.62263001,0.24938184,3.67107797,2.04126619,1.61800986,0.00000000
-5.58579290,4.85065982,0.02349646,0.71211027,0.63749418,0.25515923,3.58958043,2.00152307,1.64486311,0.00000000
-5.57978989,4.79476734,0.02287045,0.68791493,0.65060710,0.26075241,3.50377925,1.96256662,1.66831085,0.00000000
-5.57378689,4.73721260,0.02218190,0.66493276,0.66184691,0.26620005,3.41423536,1.92473499,1.68828845,0.00000000
-5.56778389,4.67877277,0.02145875,0.64339104,0.67114070,0.27155077,3.32157407,1.88832094,1.70483987,0.00000000
-5.56178089,4.62029364,0.02073118,0.62348830,0.67847005,0.27686195,3.22650616,1.85358514,1.71812548,0.00000000
-5.55577789,4.56271188,0.02003095,0.60539837,0.68387461,0.28219814,3.12984648,1.82077060,1.72842622,0.00000000
-5.54977489,4.50707244,0.01939076,0.58927475,0.68745358,0.28762935,3.03252773,1.79011669,1.73614333,0.00000000
-5.54377189,4.45453862,0.01884353,0.57525490,0.68936485,0.29322905,2.93560716,1.76187142,1.74179343,0.00000000
-5.53776888,4.40639282,0.01842177,0.56346376,0.68982172,0.29907207,2.84026493,1.73630058,1.74599879,0.00000000
-5.53176588,4.36402649,0.01815684,0.55401613,0.68908736,0.30523248,2.74779291,1.71369301,1.74947290,0.00000000
-5.52576288,4.32891889,0.01807834,0.54701751,0.68746704,0.31178150,2.65957389,1.69436127,1.75300187,0.00000000
-5.51975988,4.30260472,0.01821344,0.54256330,0.68529847,0.31878545,2.57705136,1.67863748,1.75742188,0.00000000
-5.51375688,4.28663146,0.01858627,0.54073624,0.68294060,0.32630393,2.50169112,1.66686455,1.76359385,0.00000000
-5.50775388,4.28250830,0.01921733,0.54160226,0.68076134,0.33438816,2.43493598,1.65938317,1.77237577,0.00000000
-5.50175088,4.29164852,0.02012297,0.54520502,0.67912461,0.34307943,2.37815584,1.65651538,1.78459408,0.00000000
-5.49574787,4.31530825,0.02131479,0.55155943,0.67837728,0.35240793,2.33259544,1.65854572,1.80101480,0.00000000
-5.48974487,4.35452442,0.02279927,0.56064465,0.67883654,0.36239169,2.29932215,1.66570110,1.82231569,0.00000000
-5.48374187,4.41005504,0.02457727,0.57239720,0.68077809,0.37303578,2.27917674,1.67813071,1.84906041,0.00000000
-5.47773887,4.48232506,0.02664375,0.58670445,0.68442577,0.38433174,2.27272935,1.69588715,1.88167569,0.00000000
-5.47173587,4.57138055,0.02898748,0.60339944,0.68994289,0.39625725,2.28024320,1.71891015,1.92043231,0.00000000
-5.46573287,4.67685410,0.03159092,0.62225707,0.69742570,0.40877603,2.30164793,1.74701383,1.96543085,0.00000000
-5.45972986,4.79794349,0.03443019,0.64299253,0.70689916,0.42183809,2.33652422,1.77987853,2.01659266,0.00000000
-5.45372686,4.93340548,0.03747523,0.66526190,0.71831532,0.43538021,2.38410069,1.81704783,2.07365662,0.00000000
-5.44772386,5.08156565,0.04069007,0.68866550,0.73155417,0.44932685,2.44326380,1.85793122,2.13618191,0.00000000
-5.44172086,5.24034473,0.04403334,0.71275373,0.74642707,0.46359141,2.51258051,1.90181260,2.20355678,0.00000000
-5.43571786,5.40730114,0.04745888,0.73703564,0.76268257,0.47807794,2.59033333,1.94786439,2.27501327,0.00000000
-5.42971486,5.57968861,0.05091664,0.76098979,0.78001439,0.49268331,2.67456648,1.99516701,2.34964740,0.00000000
-5.42371186,5.75452712,0.05435366,0.78407727,0.79807120,0.50729980,2.76314166,2.04273287,2.42644419,0.00000000
-5.41770885,5.92868487,0.05771527,0.80575633,0.81646783,0.52181809,2.85380133,2.08953421,2.50430678,0.00000000
-5.41170585,6.09896836,0.06094631,0.82549808,0.83479750,0.53613065,2.94423705,2.13453362,2.58208855,0.00000000
-5.40570285,6.26221717,0.06399258,0.84280278,0.85264446,0.55013526,3.03216048,2.17671611,2.65862715,0.00000000
-5.39969985,6.41539995,0.06680221,0.85721588,0.86959671,0.56373872,3.11537410,2.21512143,2.73277910,0.00000000
-5.39369685,6.55570796,0.06932705,0.86834338,0.88525806,0.57686049,3.19183911,2.24887546,2.80345381,0.00000000
-5.38769385,6.68064233,0.07152400,0.87586571,0.89925943,0.58943599,3.25973777,2.27721944,2.86964553,0.00000000
-5.38169085,6.78809183,0.07335623,0.87954965,0.91126856,0.60141956,3.31752797,2.29953578,2.93046215,0.00000000
-5.37568784,6.87639784,0.07479417,0.87925773,0.92099823,0.61278665,3.36398797,2.31536956,2.98514965,0.00000000
-5.36968484,6.94440431,0.07581634,0.87495478,0.92821242,0.62353528,3.39824969,2.32444490,3.03311130,0.00000000
-5.36368184,6.99149036,0.07640990,0.86671126,0.93273048,0.63368640,3.41981962,2.32667545,3.07392089,0.00000000
-5.35767884,7.01758467,0.07657092,0.85470333,0.93442924,0.64328320,3.42858656,2.32216869,3.10732953,0.00000000
-5.35167584,7.02316092,0.07630430,0.83920950,0.93324301,0.65238922,3.42481640,2.31122389,3.13326582,0.00000000
-5.34567284,7.00921464,0.07562354,0.82060405,0.92916187,0.66108526,3.40913431,2.29432365,3.15182953,0.00000000
-5.33966983,6.97722243,0.07455006,0.79934743,0.92222820,0.66946512,3.38249525,2.27211942,3.16327905,0.00000000
-5.33366683,6.92908513,0.07311236,0.77597394,0.91253192,0.67763042,3.34614435,2.24541143,3.16801332,0.00000000
-5.32766383,6.86705726,0.07134500,0.75107706,0.90020475,0.68568443,3.30156869,2.21512368,3.16654898,0.00000000
-5.32166083,6.79366520,0.06928732,0.72529303,0.88541370,0.69372547,3.25044245,2.18227478,3.15949381,0.00000000
-5.31565783,6.71161734,0.06698213,0.69928304,0.86835421,0.70183991,3.19456764,2.14794566,3.14751750,0.00000000
-5.30965483,6.62370925,0.06447428,0.67371468,0.84924325,0.71009520,3.13581231,2.11324502,3.13132107,0.00000000
-5.30365183,6.53272733,0.06180935,0.64924320,0.82831250,0.71853330,3.07604855,2.07927381,3.11160604,0.00000000
-5.29764882,6.44135418,0.05903226,0.62649307,0.80580204,0.72716481,3.01709215,2.04708963,3.08904475,0.00000000
-5.29164582,6.35207893,0.05618607,0.60604040,0.78195446,0.73596419,2.96064577,2.01767233,3.06425279,0.00000000
-5.28564282,6.26711557,0.05331095,0.58839671,0.75700970,0.74486636,2.90824726,1.99189188,3.03776480,0.00000000
-5.27963982,6.18833186,0.05044330,0.57399444,0.73120054,0.75376489,2.86122453,1.97047952,3.01001445,0.00000000
-5.27363682,6.11719125,0.04761506,0.56317474,0.70474893,0.76251209,2.82065803,1.95400315,2.98131941,0.00000000
-5.26763382,6.05470969,0.04485330,0.55617766,0.67786296,0.77092105,2.78735188,1.94284787,2.95187185,0.00000000
-5.26163082,6.00142875,0.04218000,0.55313532,0.65073464,0.77876967,2.76181403,1.93720243,2.92173489,0.00000000
-5.25562781,5.95740589,0.03961202,0.55406796,0.62353830,0.78580655,2.74424611,1.93705208,2.89084498,0.00000000
-5.24962481,5.92222239,0.03716127,0.55888335,0.59642975,0.79175879,2.73454290,1.94217832,2.85902025,0.00000000
-5.24362181,5.89500854,0.03483512,0.56737941,0.56954596,0.79634110,2.73230135,1.95216564,2.82597439,0.00000000
-5.23761881,5.87448534,0.03263680,0.57925019,0.54300541,0.79926621,2.73683891,1.96641530,2.79133544,0.00000000
-5.23161581,5.85902147,0.03056605,0.59409497,0.51690889,0.80025591,2.74722048,1.98416585,2.75466880,0.00000000
-5.22561281,5.84670329,0.02861975,0.61143053,0.49134087,0.79905241,2.76229323,2.00451983,2.71550328,0.00000000
-5.21960980,5.83541581,0.02679262,0.63070603,0.46637127,0.79542936,2.78072829,2.02647590,2.67335930,0.00000000
-5.21360680,5.82293141,0.02507785,0.65132036,0.44205756,0.78920219,2.80106802,2.04896541,2.62777777,0.00000000
-5.20760380,5.80700340,0.02346784,0.67264124,0.41844719,0.78023713,2.82177743,2.07089217,2.57834860,0.00000000
-5.20160080,5.78546070,0.02195471,0.69402563,0.39558016,0.76845857,2.84129820,2.09117405,2.52473739,0.00000000
-5.19559780,5.75630038,0.02053084,0.71484073,0.37349165,0.75385440,2.85810346,2.10878489,2.46670926,0.00000000
-5.18959480,5.71777426,0.01918931,0.73448485,0.35221465,0.73647899,2.87075158,2.12279516,2.40414875,0.00000000
-5.18359180,5.66846644,0.01792421,0.75240728,0.33178229,0.71645377,2.87793705,2.13240979,2.33707491,0.00000000
-5.17758879,5.60735862,0.01673085,0.76812654,0.31222998,0.69396530,2.87853670,2.13700161,2.26565096,0.00000000
-5.17158579,5.53388070,0.01560585,0.78124614,0.29359708,0.66926090,2.87164943,2.13613915,2.19018823,0.00000000
-5.16558279,5.44794464,0.01454719,0.79146729,0.27592802,0.64264223,2.85662811,2.12960747,2.11114415,0.00000000
-5.15957979,5.34996014,0.01355413,0.79859786,0.25927287,0.61445677,2.83310225,2.11742116,2.02911456,0.00000000
-5.15357679,5.24083172,0.01262704,0.80255733,0.24368730,0.58508799,2.80099058,2.09982893,1.94482072,0.00000000
-5.14757379,5.12193704,0.01176721,0.80337736,0.22923183,0.55494438,2.76050306,2.07730947,1.85909159,0.00000000
-5.14157079,4.99508755,0.01097661,0.80119798,0.21597065,0.52444782,2.71213209,2.05055860,1.77284230,0.00000000
-5.13556778,4.86247290,0.01025758,0.79625955,0.20396971,0.49402197,2.65663340,2.02046827,1.68704965,0.00000000
-5.12956478,4.72659144,0.00961260,0.78889081,0.19329456,0.46408092,2.59499727,1.98809799,1.60272565,0.00000000
-5.12356178,4.59016935,0.00904395,0.77949362,0.18400782,0.43501862,2.52841138,1.95463993,1.52089014,0.00000000
-5.11755878,4.45607189,0.00855349,0.76852496,0.17616656,0.40719943,2.45821681,1.92137900,1.44254356,0.00000000
-5.11155578,4.32720985,0.00814242,0.75647725,0.16981962,0.38095009,2.38585898,1.88964932,1.36864071,0.00000000
-5.10555278,4.20644516,0.00781108,0.74385769,0.16500527,0.35655326,2.31283575,1.86078895,1.30006634,0.00000000
-5.09954977,4.09649900,0.00755883,0.73116772,0.16174902,0.33424285,2.24064475,1.83609447,1.23761340,0.00000000
-5.09354677,3.99986592,0.00738392,0.71888351,0.16006210,0.31420105,2.17073213,1.81677725,1.18196445,0.00000000
-5.08754377,3.91873714,0.00728349,0.70743839,0.15994043,0.29655718,2.10444501,1.80392300,1.13367662,0.00000000
-5.08154077,3.85493569,0.00725358,0.69720802,0.16136430,0.28138815,2.04298927,1.79845607,1.09317052,0.00000000
-5.07553777,3.80986564,0.00728919,0.68849891,0.16429881,0.26872041,1.98739456,1.80110987,1.06072320,0.00000000
-5.06953477,3.78447699,0.00738441,0.68154073,0.16869500,0.25853331,1.93848766,1.81240430,1.03646520,0.00000000
-5.06353177,3.77924713,0.00753258,0.67648270,0.17449176,0.25076348,1.89687503,1.83263104,1.02038160,0.00000000
-5.05752876,3.79417930,0.00772649,0.67339408,0.18161830,0.24531018,1.86293504,1.86184695,1.01231690,0.00000000
-5.05152576,3.82881742,0.00795864,0.67226853,0.18999720,0.24204130,1.83681976,1.89987575,1.01198352,0.00000000
-5.04552276,3.88227655,0.00822145,0.67303207,0.19954779,0.24079977,1.81846580,1.94631768,1.01897343,0.00000000
-5.03951976,3.95328710,0.00850753,0.67555395,0.21018976,0.24141032,1.80761340,2.00056655,1.03277268,0.00000000
-5.03351676,4.04025094,0.00880996,0.67965989,0.22184684,0.24368609,1.80383234,2.06183341,1.05277825,0.00000000
-5.02751376,4.14130673,0.00912252,0.68514678,0.23445015,0.24743531,1.80655333,2.12917569,1.07831675,0.00000000
-5.02151076,4.25440186,0.00943994,0.69179812,0.24794135,0.25246750,1.81510303,2.20153073,1.10866443,0.00000000
-5.01550775,4.37736791,0.00975806,0.69939930,0.26227508,0.25859935,1.82874103,2.27775219,1.14306790,0.00000000
-5.00950475,4.50799680,0.01007403,0.70775191,0.27742070,0.26565996,1.84669678,2.35664805,1.18076504,0.00000000
-5.00350175,4.64411463,0.01038639,0.71668645,0.29336318,0.27349549,1.86820495,2.43701876,1.22100532,0.00000000
-4.99749875,4.78365059,0.01069516,0.72607277,0.31010299,0.28197300,1.89253755,2.51769415,1.26306920,0.00000000
-4.99149575,4.92469841,0.01100179,0.73582784,0.32765492,0.29098354,1.91903146,2.59756793,1.30628581,0.00000000
-4.98549275,5.06556848,0.01130914,0.74592038,0.34604592,0.30044436,1.94711046,2.67562851,1.35004848,0.00000000
-4.97948974,5.20482881,0.01162136,0.75637256,0.36531192,0.31030019,1.97630087,2.75098538,1.39382774,0.00000000
-4.97348674,5.34133388,0.01194368,0.76725833,0.38549373,0.32052370,2.00624057,2.82289010,1.43718118,0.00000000
-4.96748374,5.47424069,0.01228220,0.77869896,0.40663226,0.33111497,2.03668135,2.89075162,1.47976015,0.00000000
-4.96148074,5.60301185,0.01264359,0.79085580,0.42876320,0.34210009,2.06748482,2.95414534,1.52131293,0.00000000
-4.95547774,5.72740618,0.01303483,0.80392084,0.45191134,0.35352886,2.09861250,3.01281605,1.56168440,0.00000000
-4.94947474,5.84745757,0.01346276,0.81810546,0.47608491,0.36547171,2.13011100,3.06667488,1.60081232,0.00000000
-4.94347174,5.96344360,0.01393384,0.83362801,0.50127018,0.37801577,2.16209324,3.11579042,1.63872040,0.00000000
-4.93746873,6.07584527,0.01445371,0.85070065,0.52742653,0.39126038,2.19471691,3.16037494,1.67550853,0.00000000
-4.93146573,6.18530016,0.01502685,0.86951630,0.55448248,0.40531193,2.22816158,3.20076602,1.71134065,0.00000000
-4.92546273,6.29255102,0.01565632,0.89023597,0.58233261,0.42027832,2.26260550,3.23740483,1.74643082,0.00000000
-4.91945973,6.39839224,0.01634342,0.91297725,0.61083596,0.43626317,2.29820358,3.27081184,1.78102817,0.00000000
-4.91345673,6.50361672,0.01708751,0.93780431,0.63981579,0.45335995,2.33506753,3.30156113,1.81540145,0.00000000
-4.90745373,6.60896539,0.01788585,0.96471996,0.66906099,0.47164624,2.37324939,3.33025436,1.84982386,0.00000000
-4.90145073,6.71508184,0.01873352,0.99365995,0.69832912,0.49117843,2.41272908,3.35749555,1.88455888,0.00000000
-4.89544772,6.82247407,0.01962347,1.02448997,0.72735101,0.51198694,2.45340672,3.38386765,1.91984783,0.00000000
-4.88944472,6.93148500,0.02054656,1.05700539,0.75583698,0.53407244,2.49510024,3.40991191,1.95589957,0.00000000
-4.88344172,7.04227334,0.02149181,1.09093387,0.78348431,0.55740309,2.53754818,3.43611071,1.99288299,0.00000000
-4.87743872,7.15480546,0.02244662,1.12594083,0.80998588,0.58191312,2.58041793,3.46287462,2.03092239,0.00000000
-4.87143572,7.26885871,0.02339716,1.16163757,0.83503957,0.60750299,2.62331886,3.49053391,2.07009610,0.00000000
-4.86543272,7.38403603,0.02432870,1.19759194,0.85835818,0.63404111,2.66581991,3.51933474,2.11043811,0.00000000
-4.85942971,7.49979094,0.02522615,1.23334106,0.87967935,0.66136733,2.70747091,3.54943982,2.15194275,0.00000000
-4.85342671,7.61546179,0.02607446,1.26840576,0.89877525,0.68929807,2.74782671,3.58093331,2.19457187,0.00000000
-4.84742371,7.73031321,0.02685912,1.30230623,0.91546149,0.71763311,2.78647303,3.61382921,2.23826418,0.00000000
-4.84142071,7.84358286,0.02756664,1.33457813,0.92960503,0.74616377,2.82305299,3.64808263,2.28294612,0.00000000
-4.83541771,7.95453063,0.02818495,1.36478870,0.94113054,0.77468228,2.85729298,3.68360290,2.32854351,0.00000000
-4.82941471,8.06248795,0.02870379,1.39255212,0.95002516,0.80299187,2.88902677,3.72026758,2.37499343,0.00000000
-4.82341171,8.16690415,0.02911500,1.41754337,0.95634124,0.83091730,2.91821660,3.75793643,2.42225546,0.00000000
-4.81740870,8.26738759,0.02941273,1.43951011,0.96019700,0.85831525,2.94497022,3.79646428,2.47032163,0.00000000
-4.81140570,8.36373889,0.02959358,1.45828192,0.96177506,0.88508399,2.96955274,3.83571200,2.51922450,0.00000000
-4.80540270,8.45597454,0.02965664,1.47377645,0.96131872,0.91117196,2.99239257,3.87555498,2.56904275,0.00000000
-4.79939970,8.54433918,0.02960339,1.48600210,0.95912620,0.93658456,3.01408087,3.91588845,2.61990397,0.00000000
-4.79339670,8.62930579,0.02943762,1.49505712,0.95554300,0.96138875,3.03536380,3.95662969,2.67198422,0.00000000
-4.78739370,8.71156329,0.02916517,1.50112503,0.95095253,0.98571510,3.05712777,3.99771687,2.72550436,0.00000000
-4.78139070,8.79199198,0.02879367,1.50446652,0.94576532,1.00975685,3.08037744,4.03910485,2.78072303,0.00000000
-4.77538769,8.87162770,0.02833226,1.50540806,0.94040725,1.03376587,3.10620708,4.08075852,2.83792655,0.00000000
-4.76938469,8.95161615,0.02779128,1.50432783,0.93530703,1.05804555,3.13576583,4.12264400,2.89741598,0.00000000
-4.76338169,9.03315941,0.02718189,1.50163933,0.93088344,1.08294049,3.17021776,4.16471878,2.95949171,0.00000000
-4.75737869,9.11745699,0.02651584,1.49777358,0.92753270,1.10882356,3.21069816,4.20692128,3.02443637,0.00000000
-4.75137569,9.20564420,0.02580518,1.49316050,0.92561643,1.13608052,3.25826716,4.24916091,3.09249641,0.00000000
-4.74537269,9.29873055,0.02506203,1.48821041,0.92545055,1.16509289,3.31386276,4.29130933,3.16386347,0.00000000
-4.73936968,9.39754128,0.02429843,1.48329628,0.92729558,1.19621974,3.37825478,4.33319357,3.23865610,0.00000000
-4.73336668,9.50266479,0.02352624,1.47873773,0.93134864,1.22977915,3.45200188,4.37459173,3.31690286,0.00000000
-4.72736368,9.61440875,0.02275707,1.47478720,0.93773761,1.26603036,3.53541358,4.41523167,3.39852768,0.00000000
-4.72136068,9.73276715,0.02200228,1.47161906,0.94651748,1.30515727,3.62851923,4.45479302,3.48333837,0.00000000
-4.71535768,9.85740049,0.02127303,1.46932209,0.95766935,1.34725438,3.73104565,4.49291258,3.57101905,0.00000000
-4.70935468,9.98763030,0.02058034,1.46789560,0.97110200,1.39231581,3.84240515,4.52919321,3.66112719,0.00000000
-4.70335168,10.12244915,0.01993517,1.46724935,0.98665616,1.44022809,3.96169496,4.56321582,3.75309590,0.00000000
-4.69734867,10.26054613,0.01934847,1.46720734,1.00411138,1.49076743,4.08770891,4.59455428,3.84624162,0.00000000
-4.69134567,10.40034732,0.01883130,1.46751526,1.02319524,1.54360143,4.21896157,4.62279253,3.93977743,0.00000000
-4.68534267,10.54006996,0.01839481,1.46785125,1.04359472,1.59829563,4.35372457,4.64754331,4.03283162,0.00000000
-4.67933967,10.67778827,0.01805023,1.46783959,1.06496913,1.65432465,4.49007393,4.66846776,4.12447109,0.00000000
-4.67333667,10.81150807,0.01780886,1.46706672,1.08696423,1.71108734,4.62594706,4.68529482,4.21372864,0.00000000
-4.66733367,10.93924703,0.01768186,1.46509889,1.10922686,1.76792558,4.75920696,4.69783964,4.29963301,0.00000000
-4.66133067,11.05911650,0.01768013,1.46150070,1.13141933,1.82414560,4.88771129,4.70601992,4.38124039,0.00000000
-4.65532766,11.16940093,0.01781404,1.45585380,1.15323302,1.87904101,5.00938288,4.70986919,4.45766568,0.00000000
-4.64932466,11.26863069,0.01809309,1.44777488,1.17440034,1.93191620,5.12227873,4.70954622,4.52811195,0.00000000
-4.64332166,11.35564428,0.01852562,1.43693220,1.19470447,1.98210918,5.22465395,4.70533969,4.59189647,0.00000000
