energy_ev,total_up,B_p_up,B_d_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-6.00000000,2.38643544,0.15715527,0.00000000,0.84976549,1.09738816,0.03480437,0.77319526
-5.99399700,2.31770915,0.15847844,0.00000000,0.80518233,1.07182008,0.03562485,0.73846570
-5.98799400,2.25619124,0.16005563,0.00000000,0.76253829,1.04951528,0.03654418,0.70650650
-5.98199100,2.20109928,0.16180747,0.00000000,0.72182485,1.03010857,0.03752575,0.67712570
-5.97598799,2.15149303,0.16364527,0.00000000,0.68300590,1.01314968,0.03853104,0.65008031
-5.96998499,2.10632302,0.16547471,0.00000000,0.64602638,0.99812660,0.03952084,0.62509077
-5.96398199,2.06448136,0.16719994,0.00000000,0.61082034,0.98449092,0.04045662,0.60185557
-5.95797899,2.02485321,0.16872786,0.00000000,0.57731847,0.97168414,0.04130177,0.58006574
-5.95197599,1.98636703,0.16997255,0.00000000,0.54545482,0.95916396,0.04202283,0.55941848
-5.94597299,1.94804157,0.17085941,0.00000000,0.51517277,0.94642935,0.04259056,0.53962977
-5.93996998,1.90902812,0.17132914,0.00000000,0.48643011,0.93304359,0.04298089,0.52044534
-5.93396698,1.86864639,0.17134109,0.00000000,0.45920314,0.91865410,0.04317567,0.50164983
-5.92796398,1.82641260,0.17087594,0.00000000,0.43348988,0.90300843,0.04316319,0.48307385
-5.92196098,1.78205899,0.16993764,0.00000000,0.40931217,0.88596566,0.04293843,0.46459881
-5.91595798,1.73554388,0.16855429,0.00000000,0.38671689,0.86750280,0.04250313,0.44615932
-5.90995498,1.68705225,0.16677815,0.00000000,0.36577595,0.84771612,0.04186552,0.42774340
-5.90395198,1.63698683,0.16468452,0.00000000,0.34658540,0.82681715,0.04103985,0.40939036
-5.89794897,1.58595037,0.16236978,0.00000000,0.32926340,0.80512395,0.04004574,0.39118683
-5.89194597,1.53471995,0.15994832,0.00000000,0.31394722,0.78304791,0.03890719,0.37326089
-5.88594297,1.48421467,0.15754883,0.00000000,0.30078934,0.76107681,0.03765167,0.35577491
-5.87993997,1.43545807,0.15530983,0.00000000,0.28995272,0.73975499,0.03630885,0.33891739
-5.87393697,1.38953722,0.15337478,0.00000000,0.28160532,0.71966154,0.03490952,0.32289406
-5.86793397,1.34755994,0.15188686,0.00000000,0.27591408,0.70138749,0.03348430,0.30791892
-5.86193097,1.31061227,0.15098373,0.00000000,0.27303855,0.68551295,0.03206259,0.29420530
-5.85592796,1.27971761,0.15079236,0.00000000,0.27312428,0.67258527,0.03067144,0.28195760
-5.84992496,1.25579930,0.15142430,0.00000000,0.27629628,0.66309889,0.02933473,0.27136370
-5.84392196,1.23964773,0.15297137,0.00000000,0.28265266,0.65747786,0.02807238,0.26258856
-5.83791896,1.23189335,0.15550213,0.00000000,0.29225876,0.65606138,0.02689989,0.25576899
-5.83191596,1.23298606,0.15905914,0.00000000,0.30514194,0.65909295,0.02582796,0.25100977
-5.82591296,1.24318157,0.16365713,0.00000000,0.32128722,0.66671335,0.02486246,0.24838107
-5.81990995,1.26253492,0.16928222,0.00000000,0.34063394,0.67895752,0.02400452,0.24791730
-5.81390695,1.29090094,0.17589208,0.00000000,0.36307368,0.69575520,0.02325083,0.24961705
-5.80790395,1.32794138,0.18341717,0.00000000,0.38844940,0.71693530,0.02259414,0.25344419
-5.80190095,1.37313802,0.19176290,0.00000000,0.41655603,0.74223345,0.02202388,0.25932990
-5.79589795,1.42581114,0.20081269,0.00000000,0.44714258,0.77130245,0.02152688,0.26717542
-5.78989495,1.48514243,0.21043183,0.00000000,0.47991557,0.80372516,0.02108812,0.27685540
-5.78389195,1.55020148,0.22047194,0.00000000,0.51454399,0.83902917,0.02069159,0.28822164
-5.77788894,1.61997489,0.23077601,0.00000000,0.55066559,0.87670289,0.02032106,0.30110715
-5.77188594,1.69339704,0.24118365,0.00000000,0.58789436,0.91621239,0.01996085,0.31533030
-5.76588294,1.76938180,0.25153665,0.00000000,0.62582908,0.95701859,0.01959644,0.33069911
-5.75987994,1.84685414,0.26168439,0.00000000,0.66406268,0.99859437,0.01921514,0.34701551
-5.75387694,1.92478104,0.27148913,0.00000000,0.70219220,1.04044099,0.01880643,0.36407958
-5.74787394,2.00220089,0.28083095,0.00000000,0.73982907,1.08210368,0.01836237,0.38169378
-5.74187094,2.07825084,0.28961204,0.00000000,0.77660940,1.12318584,0.01787771,0.39966704
-5.73586793,2.15219139,0.29776049,0.00000000,0.81220385,1.16336167,0.01735001,0.41781888
-5.72986493,2.22342784,0.30523314,0.00000000,0.84632701,1.20238688,0.01677952,0.43598336
-5.72386193,2.29152789,0.31201760,0.00000000,0.87874567,1.24010724,0.01616903,0.45401288
-5.71785893,2.35623508,0.31813330,0.00000000,0.90928588,1.27646471,0.01552358,0.47178181
-5.71185593,2.41747760,0.32363145,0.00000000,0.93783841,1.31150095,0.01485013,0.48918978
-5.70585293,2.47537201,0.32859406,0.00000000,0.96436240,1.34535802,0.01415717,0.50616454
-5.69984992,2.53022163,0.33313179,0.00000000,0.98888697,1.37827609,0.01345428,0.52266425
