energy_ev,total_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-5.73586793,2.15683115,0.00865929,0.08613214,0.69551188,1.20280528,0.79204805,0.00000000,0.66869854,0.19723595
-5.72986493,2.16624192,0.00808346,0.08404191,0.69047227,1.22750181,0.78183973,0.00000000,0.65238833,0.19522038
-5.72386193,2.17749753,0.00757069,0.08219444,0.68686582,1.25248937,0.77268006,0.00000000,0.63708154,0.19368949
-5.71785893,2.19094326,0.00712664,0.08062546,0.68489607,1.27776579,0.76478712,0.00000000,0.62309421,0.19271049
-5.71185593,2.20684553,0.00675517,0.07936422,0.68472826,1.30329565,0.75834348,0.00000000,0.61071392,0.19234046
-5.70585293,2.22536861,0.00645835,0.07843220,0.68647963,1.32900016,0.75348741,0.00000000,0.60018870,0.19262344
-5.69984992,2.24655394,0.00623643,0.07784201,0.69021079,1.35474825,0.75030527,0.00000000,0.59171668,0.19358771
-5.69384692,2.27030306,0.00608795,0.07759653,0.69591869,1.38034952,0.74882528,0.00000000,0.58543715,0.19524346
-5.68784392,2.29636517,0.00600985,0.07768835,0.70353137,1.40554973,0.74901312,0.00000000,0.58142323,0.19758081
-5.68184092,2.32433037,0.00599758,0.07809963,0.71290507,1.43002910,0.75076943,0.00000000,0.57967653,0.20056839
-5.67583792,2.35362917,0.00604523,0.07880214,0.72382382,1.45340407,0.75392969,0.00000000,0.58012415,0.20415264
-5.66983492,2.38353885,0.00614578,0.07975784,0.73600168,1.47523241,0.75826633,0.00000000,0.58261823,0.20825769
-5.66383192,2.41319681,0.00629120,0.08091974,0.74908786,1.49502195,0.76349331,0.00000000,0.58693809,0.21278619
-5.65782891,2.44162076,0.00647272,0.08223304,0.76267446,1.51224268,0.76927304,0.00000000,0.59279510,0.21762088
-5.65182591,2.46773521,0.00668103,0.08363674,0.77630686,1.52634181,0.77522552,0.00000000,0.59984017,0.22262697
-5.64582291,2.49040350,0.00690649,0.08506529,0.78949627,1.53676129,0.78093936,0.00000000,0.60767357,0.22765540
-5.63981991,2.50846409,0.00713935,0.08645069,0.80173419,1.54295699,0.78598439,0.00000000,0.61585690,0.23254672
-5.63381691,2.52076968,0.00737004,0.08772444,0.81250806,1.54441888,0.78992536,0.00000000,0.62392667,0.23713554
-5.62781391,2.52622762,0.00758931,0.08881981,0.82131772,1.54069097,0.79233623,0.00000000,0.63140906,0.24125552
-5.62181091,2.52383969,0.00778850,0.08967384,0.82769175,1.53139044,0.79281448,0.00000000,0.63783529,0.24474446
-5.61580790,2.51273963,0.00795973,0.09022936,0.83120322,1.51622461,0.79099475,0.00000000,0.64275693,0.24744951
-5.60980490,2.49222665,0.00809606,0.09043679,0.83148409,1.49500528,0.78656148,0.00000000,0.64576060,0.24923220
-5.60380190,2.46179329,0.00819167,0.09025562,0.82823767,1.46765948,0.77925971,0.00000000,0.64648142,0.24997301
-5.59779890,2.42114660,0.00824196,0.08965563,0.82124853,1.43423612,0.76890386,0.00000000,0.64461473,0.24957540
-5.59179590,2.37022152,0.00824363,0.08861766,0.81038962,1.39490831,0.75538392,0.00000000,0.63992548,0.24796903
-5.58579290,2.30918587,0.00819475,0.08713404,0.79562615,1.34997113,0.73866896,0.00000000,0.63225513,0.24511209
-5.57978989,2.23843699,0.00809475,0.08520862,0.77701619,1.29983493,0.71880778,0.00000000,0.62152562,0.24099259
-5.57378689,2.15859010,0.00794437,0.08285633,0.75470796,1.24501462,0.69592668,0.00000000,0.60774042,0.23562859
-5.56778389,2.07045903,0.00774560,0.08010245,0.72893411,1.18611531,0.67022458,0.00000000,0.59098269,0.22906740
-5.56178089,1.97503041,0.00750159,0.07698149,0.70000312,1.12381506,0.64196573,0.00000000,0.57141065,0.22138365
-5.55577789,1.87343249,0.00721646,0.07353582,0.66828839,1.05884556,0.61147034,0.00000000,0.54925044,0.21267663
-5.54977489,1.76690004,0.00689515,0.06981413,0.63421553,0.99197149,0.57910362,0.00000000,0.52478690,0.20306667
-5.54377189,1.65673693,0.00654326,0.06586968,0.59824837,0.92396956,0.54526374,0.00000000,0.49835276,0.19269102
-5.53776888,1.54427800,0.00616679,0.06175856,0.56087436,0.85560798,0.51036923,0.00000000,0.47031657,0.18169927
-5.53176588,1.43085184,0.00577203,0.05753792,0.52258997,0.78762731,0.47484633,0.00000000,0.44107021,0.17024858
-5.52576288,1.31774569,0.00536527,0.05326432,0.48388662,0.72072314,0.43911680,0.00000000,0.41101617,0.15849892
-5.51975988,1.20617398,0.00495268,0.04899217,0.44523768,0.65553133,0.40358668,0.00000000,0.38055542,0.14660839
-5.51375688,1.09725131,0.00454014,0.04477239,0.40708703,0.59261618,0.36863628,0.00000000,0.35007609,0.13472907
-5.50775388,0.99197060,0.00413306,0.04065133,0.36983937,0.53246166,0.33461183,0.00000000,0.31994348,0.12300321
-5.50175088,0.89118691,0.00373632,0.03666985,0.33385264,0.47546591,0.30181880,0.00000000,0.29049164,0.11156014
-5.49574787,0.79560706,0.00335415,0.03286276,0.29943263,0.42193888,0.27051725,0.00000000,0.26201665,0.10051381
-5.48974487,0.70578480,0.00299008,0.02925842,0.26682968,0.37210285,0.24091890,0.00000000,0.23477190,0.08996106
-5.48374187,0.62212140,0.00264693,0.02587869,0.23623761,0.32609566,0.21318620,0.00000000,0.20896514,0.07998063
-5.47773887,0.54487085,0.00232680,0.02273901,0.20779441,0.28397615,0.18743294,0.00000000,0.18475737,0.07063290
-5.47173587,0.47414917,0.00203109,0.01984871,0.18158476,0.24573138,0.16372643,0.00000000,0.16226342,0.06196016
-5.46573287,0.40994692,0.00176056,0.01721151,0.15764388,0.21128520,0.14209081,0.00000000,0.14155393,0.05398752
-5.45972986,0.35214415,0.00151539,0.01482607,0.13596245,0.18050768,0.12251146,0.00000000,0.12265858,0.04672426
-5.45372686,0.30052679,0.00129522,0.01268671,0.11649239,0.15322496,0.10493994,0.00000000,0.10557022,0.04016550
-5.44772386,0.25480392,0.00109929,0.01078408,0.09915301,0.12922907,0.08929950,0.00000000,0.09024971,0.03429411
-5.44172086,0.21462495,0.00092645,0.00910593,0.08383737,0.10828742,0.07549057,0.00000000,0.07663106,0.02908281
-5.43571786,0.17959629,0.00077531,0.00763782,0.07041860,0.09015170,0.06339636,0.00000000,0.06462683,0.02449621
-5.42971486,0.14929679,0.00064428,0.00636380,0.05875582,0.07456584,0.05288804,0.00000000,0.05413331,0.02049290
-5.42371186,0.12329179,0.00053163,0.00526704,0.04869968,0.06127307,0.04382966,0.00000000,0.04503554,0.01702740
-5.41770885,0.10114528,0.00043560,0.00433035,0.04009725,0.05002178,0.03608238,0.00000000,0.03721187,0.01405186
-5.41170585,0.08243028,0.00035440,0.00353670,0.03279626,0.04057037,0.02950827,0.00000000,0.03053799,0.01151767
-5.40570285,0.06673712,0.00028632,0.00286957,0.02664860,0.03269094,0.02397334,0.00000000,0.02489042,0.00937677
-5.39969985,0.05367989,0.00022969,0.00231325,0.02151316,0.02617197,0.01935006,0.00000000,0.02014932,0.00758272
-5.39369685,0.04290110,0.00018296,0.00185314,0.01725793,0.02082010,0.01551919,0.00000000,0.01620075,0.00609159
-5.38769385,0.03407470,0.00014472,0.00147580,0.01376152,0.01646105,0.01237113,0.00000000,0.01293834,0.00486251
-5.38169085,0.02690773,0.00011368,0.00116915,0.01091410,0.01293992,0.00980668,0.00000000,0.01026441,0.00385818
-5.37568784,0.02114072,0.00008867,0.00092247,0.00861791,0.01012087,0.00773752,0.00000000,0.00809061,0.00304505
-5.36968484,0.01654733,0.00006869,0.00072639,0.00678736,0.00788644,0.00608620,0.00000000,0.00633821,0.00239348
-5.36368184,0.01293308,0.00005286,0.00057291,0.00534881,0.00613657,0.00478601,0.00000000,0.00493800,0.00187767
-5.35767884,0.01013381,0.00004042,0.00045531,0.00424025,0.00478741,0.00378056,0.00000000,0.00383002,0.00147562
-5.35167584,0.00801367,0.00003073,0.00036812,0.00341071,0.00377007,0.00302328,0.00000000,0.00296302,0.00116890
-5.34567284,0.00646316,0.00002326,0.00030705,0.00281973,0.00302935,0.00247689,0.00000000,0.00229383,0.00094251
-5.33966983,0.00539706,0.00001756,0.00026891,0.00243674,0.00252257,0.00211278,0.00000000,0.00178670,0.00078463
-5.33366683,0.00475255,0.00001329,0.00025155,0.00224050,0.00221846,0.00191052,0.00000000,0.00141259,0.00068643
-5.32766383,0.00448757,0.00001015,0.00025383,0.00221865,0.00209623,0.00185733,0.00000000,0.00114839,0.00064183
-5.32166083,0.00457933,0.00000792,0.00027557,0.00236723,0.00214481,0.00194768,0.00000000,0.00097633,0.00064740
-5.31565783,0.00502316,0.00000644,0.00031750,0.00269044,0.00236224,0.00218296,0.00000000,0.00088333,0.00070211
-5.30965483,0.00583167,0.00000558,0.00038125,0.00320033,0.00275526,0.00257120,0.00000000,0.00086041,0.00080730
-5.30365183,0.00703407,0.00000528,0.00046935,0.00391667,0.00333903,0.00312689,0.00000000,0.00090226,0.00096651
-5.29764882,0.00867571,0.00000548,0.00058518,0.00486681,0.00413703,0.00387082,0.00000000,0.00100674,0.00118544
-5.29164582,0.01081782,0.00000620,0.00073300,0.00608553,0.00518100,0.00482990,0.00000000,0.00117457,0.00147184
-5.28564282,0.01353722,0.00000745,0.00091787,0.00761491,0.00651102,0.00603705,0.00000000,0.00140894,0.00183552
-5.27963982,0.01692612,0.00000931,0.00114570,0.00950403,0.00817558,0.00753097,0.00000000,0.00171527,0.00228817
-5.27363682,0.02109165,0.00001186,0.00142313,0.01180866,0.01023166,0.00935581,0.00000000,0.00210091,0.00284333
-5.26763382,0.02615538,0.00001525,0.00175748,0.01459064,0.01274475,0.01156072,0.00000000,0.00257489,0.00351622
-5.26163082,0.03225236,0.00001963,0.00215668,0.01791716,0.01578874,0.01419931,0.00000000,0.00314762,0.00432358
-5.25562781,0.03952991,0.00002521,0.00262908,0.02185968,0.01944566,0.01732876,0.00000000,0.00383063,0.00528338
-5.24962481,0.04814588,0.00003225,0.00318335,0.02649265,0.02380529,0.02100883,0.00000000,0.00463627,0.00641452
-5.24362181,0.05826645,0.00004102,0.00382821,0.03189184,0.02896444,0.02530062,0.00000000,0.00557730,0.00773647
-5.23761881,0.07006335,0.00005187,0.00457222,0.03813249,0.03502604,0.03026503,0.00000000,0.00666658,0.00926873
-5.23161581,0.08371059,0.00006517,0.00542353,0.04528707,0.04209791,0.03596109,0.00000000,0.00791661,0.01103039
-5.22561281,0.09938065,0.00008135,0.00638952,0.05342288,0.05029122,0.04244403,0.00000000,0.00933909,0.01303940
-5.21960980,0.11724017,0.00010090,0.00747653,0.06259945,0.05971870,0.04976329,0.00000000,0.01094445,0.01531200
-5.21360680,0.13744537,0.00012431,0.00868953,0.07286593,0.07049250,0.05796040,0.00000000,0.01274138,0.01786198
-5.20760380,0.16013712,0.00015215,0.01003178,0.08425838,0.08272183,0.06706686,0.00000000,0.01473637,0.02069997
-5.20160080,0.18543600,0.00018500,0.01150455,0.09679736,0.09651035,0.07710223,0.00000000,0.01693326,0.02383272
-5.19559780,0.21343736,0.00022346,0.01310686,0.11048562,0.11195341,0.08807225,0.00000000,0.01933286,0.02726249
-5.18959480,0.24420667,0.00026814,0.01483528,0.12530633,0.12913517,0.09996735,0.00000000,0.02193264,0.03098643
-5.18359180,0.27777527,0.00031962,0.01668378,0.14122174,0.14812559,0.11276156,0.00000000,0.02472649,0.03499614
-5.17758879,0.31413673,0.00037848,0.01864369,0.15817244,0.16897759,0.12641182,0.00000000,0.02770465,0.03927730
-5.17158579,0.35324399,0.00044523,0.02070374,0.17607736,0.19172419,0.14085782,0.00000000,0.03085369,0.04380955
-5.16558279,0.39500729,0.00052031,0.02285016,0.19483446,0.21637589,0.15602243,0.00000000,0.03415664,0.04856645
-5.15957979,0.43929321,0.00060405,0.02506693,0.21432217,0.24291830,0.17181267,0.00000000,0.03759331,0.05351569
-5.15357679,0.48592457,0.00069665,0.02733610,0.23440151,0.27131007,0.18812121,0.00000000,0.04114065,0.05861953
-5.14757379,0.53468152,0.00079817,0.02963813,0.25491882,0.30148133,0.20482838,0.00000000,0.04477327,0.06383533
-5.14157079,0.58530352,0.00090849,0.03195240,0.27570907,0.33333249,0.22180453,0.00000000,0.04846405,0.06911633
-5.13556778,0.63749224,0.00102728,0.03425764,0.29659936,0.36673370,0.23891273,0.00000000,0.05218481,0.07441255
-5.12956478,0.69091537,0.00115400,0.03653247,0.31741279,0.40152482,0.25601161,0.00000000,0.05590698,0.07967182
-5.12356178,0.74521102,0.00128787,0.03875587,0.33797214,0.43751614,0.27295820,0.00000000,0.05960231,0.08484080
-5.11755878,0.79999277,0.00142790,0.04090762,0.35810350,0.47448967,0.28961070,0.00000000,0.06324352,0.08986617
-5.11155578,0.85485507,0.00157284,0.04296875,0.37763941,0.51220130,0.30583097,0.00000000,0.06680493,0.09469570
-5.10555278,0.90937897,0.00172123,0.04492180,0.39642164,0.55038357,0.32148673,0.00000000,0.07026290,0.09927927
-5.09954977,0.96313804,0.00187143,0.04675107,0.41430323,0.58874923,0.33645331,0.00000000,0.07359629,0.10356991
-5.09354677,1.01570436,0.00202161,0.04844279,0.43114994,0.62699545,0.35061492,0.00000000,0.07678666,0.10752455
-5.08754377,1.06665448,0.00216979,0.04998512,0.44684109,0.66480875,0.36386555,0.00000000,0.07981847,0.11110481
-5.08154077,1.11557546,0.00231393,0.05136816,0.46126969,0.70187039,0.37610935,0.00000000,0.08267909,0.11427752
-5.07553777,1.16207062,0.00245195,0.05258384,0.47434217,0.73786223,0.38726073,0.00000000,0.08535872,0.11701514
-5.06953477,1.20576537,0.00258179,0.05362576,0.48597769,0.77247288,0.39724418,0.00000000,0.08785025,0.11929606
-5.06353177,1.24631278,0.00270144,0.05448909,0.49610726,0.80540394,0.40599390,0.00000000,0.09014910,0.12110471
-5.05752876,1.28339888,0.00280907,0.05517036,0.50467289,0.83637609,0.41345352,0.00000000,0.09225298,0.12243159
-5.05152576,1.31674779,0.00290301,0.05566745,0.51162679,0.86513493,0.41957576,0.00000000,0.09416174,0.12327329
-5.04552276,1.34612640,0.00298186,0.05597948,0.51693096,0.89145618,0.42432246,0.00000000,0.09587721,0.12363229
-5.03951976,1.37134862,0.00304449,0.05610690,0.52055716,0.91515016,0.42766467,0.00000000,0.09740316,0.12351691
-5.03351676,1.39227901,0.00309009,0.05605161,0.52248729,0.93606522,0.42958325,0.00000000,0.09874537,0.12294104
-5.02751376,1.40883565,0.00311821,0.05581722,0.52271441,0.95409015,0.43006959,0.00000000,0.09991167,0.12192403
-5.02151076,1.42099223,0.00312873,0.05540935,0.52124406,0.96915521,0.42912674,0.00000000,0.10091227,0.12049046
-5.01550775,1.42877909,0.00312190,0.05483602,0.51809602,0.98123201,0.42677062,0.00000000,0.10175999,0.11866995
-5.00950475,1.43228326,0.00309831,0.05410811,0.51330630,0.99033207,0.42303140,0.00000000,0.10247071,0.11649697
-5.00350175,1.43164733,0.00305884,0.05323978,0.50692910,0.99650421,0.41795483,0.00000000,0.10306368,0.11401059
-4.99749875,1.42706722,0.00300464,0.05224889,0.49903873,0.99983096,0.41160336,0.00000000,0.10356199,0.11125421
-4.99149575,1.41878895,0.00293710,0.05115738,0.48973115,1.00042427,0.40405701,0.00000000,0.10399290,0.10827524
-4.98549275,1.40710431,0.00285778,0.04999147,0.47912495,0.99842063,0.39541382,0.00000000,0.10438808,0.10512472
-4.97948974,1.39234573,0.00276834,0.04878186,0.46736173,0.99397606,0.38578971,0.00000000,0.10478372,0.10185681
-4.97348674,1.37488050,0.00267051,0.04756358,0.45460562,0.98726115,0.37531785,0.00000000,0.10522052,0.09852824
-4.96748374,1.35510443,0.00256602,0.04637580,0.44104196,0.97845650,0.36414732,0.00000000,0.10574338,0.09519765
-4.96148074,1.33343519,0.00245656,0.04526138,0.42687510,0.96774870,0.35244112,0.00000000,0.10640094,0.09192479
-4.95547774,1.31030552,0.00234372,0.04426618,0.41232523,0.95532714,0.34037367,0.00000000,0.10724479,0.08876968
-4.94947474,1.28615644,0.00222897,0.04343822,0.39762453,0.94138161,0.32812767,0.00000000,0.10832846,0.08579164
-4.94347174,1.26143049,0.00211361,0.04282663,0.38301255,0.92610082,0.31589054,0.00000000,0.10970615,0.08304830
-4.93746873,1.23656528,0.00199877,0.04248046,0.36873111,0.90967165,0.30385062,0.00000000,0.11143120,0.08059452
-4.93146573,1.21198710,0.00188543,0.04244736,0.35501879,0.89227910,0.29219303,0.00000000,0.11355435,0.07848129
-4.92546273,1.18810495,0.00177433,0.04277221,0.34210533,0.87410670,0.28109556,0.00000000,0.11612184,0.07675469
-4.91945973,1.16530460,0.00166610,0.04349569,0.33020599,0.85533714,0.27072465,0.00000000,0.11917343,0.07545484
-4.91345673,1.14394307,0.00156115,0.04465289,0.31951626,0.83615285,0.26123154,0.00000000,0.12274033,0.07461492
-4.90745373,1.12434318,0.00145979,0.04627205,0.31020686,0.81673638,0.25274879,0.00000000,0.12684321,0.07426032
-4.90145073,1.10678850,0.00136220,0.04837337,0.30241947,0.79727026,0.24538726,0.00000000,0.13149040,0.07440793
-4.89544772,1.09151853,0.00126846,0.05096806,0.29626316,0.77793636,0.23923364,0.00000000,0.13667620,0.07506555
-4.88944472,1.07872436,0.00117860,0.05405759,0.29181164,0.75891445,0.23434863,0.00000000,0.14237968,0.07623158
-4.88344172,1.06854497,0.00109257,0.05763325,0.28910156,0.74038016,0.23076575,0.00000000,0.14856379,0.07789481
-4.87743872,1.06106417,0.00101033,0.06167592,0.28813181,0.72250225,0.22849094,0.00000000,0.15517502,0.08003456
-4.87143572,1.05630855,0.00093178,0.06615631,0.28886381,0.70543945,0.22750284,0.00000000,0.16214362,0.08262100
-4.86543272,1.05424656,0.00085687,0.07103529,0.29122288,0.68933688,0.22775383,0.00000000,0.16938448,0.08561567
-4.85942971,1.05478875,0.00078552,0.07626475,0.29510061,0.67432243,0.22917165,0.00000000,0.17679852,0.08897236
-4.85342671,1.05778952,0.00071770,0.08178856,0.30035802,0.66050321,0.23166178,0.00000000,0.18427483,0.09263801
-4.84742371,1.06305009,0.00065336,0.08754386,0.30682964,0.64796235,0.23511018,0.00000000,0.19169325,0.09655398
-4.84142071,1.07032299,0.00059248,0.09346247,0.31432806,0.63675626,0.23938659,0.00000000,0.19892750,0.10065731
-4.83541771,1.07931768,0.00053507,0.09947250,0.32264909,0.62691259,0.24434800,0.00000000,0.20584861,0.10488212
-4.82941471,1.08970729,0.00048112,0.10549996,0.33157704,0.61842896,0.24984243,0.00000000,0.21232867,0.10916108
-4.82341171,1.10113605,0.00043062,0.11147039,0.34089014,0.61127248,0.25571262,0.00000000,0.21824454,0.11342677
-4.81740870,1.11322734,0.00038356,0.11731041,0.35036591,0.60538013,0.26179969,0.00000000,0.22348159,0.11761309
-4.81140570,1.12559180,0.00033994,0.12294919,0.35978612,0.60065989,0.26794661,0.00000000,0.22793710,0.12165640
-4.80540270,1.13783534,0.00029972,0.12831970,0.36894138,0.59699264,0.27400129,0.00000000,0.23152331,0.12549667
-4.79939970,1.14956683,0.00026284,0.13335976,0.37763521,0.59423466,0.27981938,0.00000000,0.23416997,0.12907831
-4.79339670,1.16040512,0.00022922,0.13801297,0.38568748,0.59222069,0.28526656,0.00000000,0.23582623,0.13235085
-4.78739370,1.16998538,0.00019878,0.14222930,0.39293712,0.59076749,0.29022042,0.00000000,0.23646187,0.13526949
-4.78139070,1.17796475,0.00017139,0.14596556,0.39924436,0.58967777,0.29457196,0.00000000,0.23606782,0.13779534
-4.77538769,1.18402726,0.00014691,0.14918572,0.40449232,0.58874446,0.29822668,0.00000000,0.23465605,0.13989566
-4.76938469,1.18788826,0.00012519,0.15186104,0.40858815,0.58775526,0.30110534,0.00000000,0.23225879,0.14154384
-4.76338169,1.18929852,0.00010605,0.15397024,0.41146384,0.58649756,0.30314457,0.00000000,0.22892724,0.14271949
-4.75737869,1.18804814,0.00008931,0.15549954,0.41307689,0.58476353,0.30429736,0.00000000,0.22472989,0.14340832
-4.75137569,1.18397066,0.00007478,0.15644285,0.41341081,0.58235546,0.30453344,0.00000000,0.21975053,0.14360223
-4.74537269,1.17694735,0.00006228,0.15680189,0.41247582,0.57909131,0.30383983,0.00000000,0.21408613,0.14329932
-4.73936968,1.16691189,0.00005162,0.15658658,0.41030956,0.57481031,0.30222140,0.00000000,0.20784478,0.14250409
-4.73336668,1.15385546,0.00004261,0.15581540,0.40697810,0.56937865,0.29970163,0.00000000,0.20114361,0.14122765
-4.72736368,1.13783207,0.00003508,0.15451589,0.40257708,0.56269491,0.29632343,0.00000000,0.19410706,0.13948814
-4.72136068,1.11896402,0.00002887,0.15272526,0.39723298,0.55469526,0.29215010,0.00000000,0.18686529,0.13731107
-4.71535768,1.09744701,0.00002384,0.15049098,0.39110452,0.54535810,0.28726623,0.00000000,0.17955290,0.13472986
-4.70935468,1.07355469,0.00001985,0.14787133,0.38438374,0.53470784,0.28177853,0.00000000,0.17230798,0.13178620
-4.70335168,1.04764201,0.00001678,0.14493582,0.37729691,0.52281780,0.27581637,0.00000000,0.16527133,0.12853045
-4.69734867,1.02014692,0.00001456,0.14176549,0.37010480,0.50981175,0.26953198,0.00000000,0.15858578,0.12502183
-4.69134567,0.99158990,0.00001308,0.13845276,0.36310210,0.49586406,0.26310000,0.00000000,0.15239565,0.12132845
-4.68534267,0.96257095,0.00001230,0.13510114,0.35661584,0.48119818,0.25671643,0.00000000,0.14684602,0.11752703
-4.67933967,0.93376346,0.00001217,0.13182429,0.35100254,0.46608345,0.25059672,0.00000000,0.14208195,0.11370232
-4.67333667,0.90590496,0.00001267,0.12874473,0.34664384,0.45083007,0.24497293,0.00000000,0.13824723,0.10994613
-4.66733367,0.87978445,0.00001377,0.12599204,0.34394057,0.43578241,0.24008989,0.00000000,0.13548281,0.10635607
-4.66133067,0.85622639,0.00001548,0.12370042,0.34330518,0.42131061,0.23620044,0.00000000,0.13392479,0.10303379
-4.65532766,0.83607156,0.00001782,0.12200587,0.34515248,0.40780085,0.23355966,0.00000000,0.13370176,0.10008297
-4.64932466,0.82015527,0.00002079,0.12104288,0.34988891,0.39564437,0.23241825,0.00000000,0.13493178,0.09760688
-4.64332166,0.80928332,0.00002444,0.12094063,0.35790036,0.38522570,0.23301519,0.00000000,0.13771873,0.09570574
