energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Sc_p_up,Sc_p_down,Sc_d_up,Sc_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.92196098,3.05779146,-5.36811449,0.03569460,-0.08723569,0.35932946,-0.43751250,2.37732302,-2.15653352,0.43192409,-0.68840714,0.32166868,-0.60680033,0.14701458,-0.17673608,0.04664038,-0.10079963,1.37787072,-2.71894302
-5.91595798,3.26188120,-5.07808478,0.03903363,-0.08132134,0.39378121,-0.41901729,2.55420386,-2.07010717,0.46537392,-0.65203698,0.35041103,-0.56145206,0.15812978,-0.16900124,0.04847180,-0.09836516,1.45695030,-2.56659502
-5.90995498,3.48982254,-4.80597094,0.04258031,-0.07575059,0.43045050,-0.40196916,2.74064586,-1.99524799,0.50311180,-0.61693594,0.38172523,-0.51989574,0.17028307,-0.16187647,0.05078480,-0.09578793,1.54717321,-2.42361734
-5.90395198,3.73840731,-4.55251278,0.04628419,-0.07055855,0.46895799,-0.38641352,2.93424062,-1.93234491,0.54466936,-0.58321596,0.41530448,-0.48219018,0.18332084,-0.15540292,0.05353396,-0.09306864,1.64711967,-2.29039408
-5.89794897,4.00408215,-4.31821215,0.05008994,-0.06576989,0.50887821,-0.37238246,3.13243930,-1.88163676,0.58949916,-0.55097362,0.45081652,-0.44834429,0.19706998,-0.14961444,0.05666597,-0.09021255,1.75522902,-2.16718223
-5.89194597,4.28299085,-4.10338507,0.05393793,-0.06139934,0.54974420,-0.35989918,3.33259978,-1.84322647,0.63697912,-0.52029641,0.48790665,-0.41832704,0.21133976,-0.14453880,0.06012019,-0.08722999,1.86981944,-2.05413810
-5.88594297,4.57102843,-3.90821041,0.05776513,-0.05745249,0.59105402,-0.34898188,3.53203890,-1.81709515,0.68641973,-0.49126842,0.52620199,-0.39207728,0.22592427,-0.14019892,0.06382937,-0.08413674,1.98911196,-1.95134204
-5.87993997,4.86390617,-3.73277269,0.06150625,-0.05392683,0.63227898,-0.33964720,3.72808867,-1.80311554,0.73707410,-0.46397491,0.56531678,-0.36951265,0.24060553,-0.13661392,0.06772063,-0.08095407,2.11125857,-1.85882015
-5.87393697,5.15722673,-3.57709744,0.06509503,-0.05081288,0.67287357,-0.33191282,3.91815450,-1.80106452,0.78815077,-0.43850571,0.60485856,-0.35053749,0.25515722,-0.13379989,0.07171666,-0.07770863,2.23437391,-1.77656226
-5.86793397,5.44656744,-3.44117790,0.06846574,-0.04809553,0.71228667,-0.32579930,4.09977364,-1.81063465,0.83882907,-0.41495725,0.64443514,-0.33504924,0.26934895,-0.13177057,0.07573707,-0.07443196,2.35656986,-1.70453558
-5.86193097,5.72756947,-3.32499273,0.07155479,-0.04575530,0.74997380,-0.32133119,4.27067159,-1.83144479,0.88827662,-0.39343309,0.68366190,-0.32294339,0.28295091,-0.13053764,0.07969990,-0.07115995,2.47599202,-1.64269377
-5.85592796,5.99602970,-3.22851492,0.07430241,-0.04376971,0.78540993,-0.31853725,4.42881410,-1.86304980,0.93566839,-0.37404318,0.72216912,-0.31411665,0.29573896,-0.13011089,0.08352333,-0.06793202,2.59085680,-1.59098161
-5.84992496,6.24799209,-3.15171251,0.07665426,-0.04211445,0.81810237,-0.31745012,4.57245262,-1.90494967,0.98020667,-0.35690180,0.75960901,-0.30846870,0.30749971,-0.13049803,0.08712741,-0.06479013,2.69948796,-1.54933563
-5.84392196,6.47983477,-3.09454225,0.07856303,-0.04076460,0.84760311,-0.31810533,4.70016099,-1.95659800,1.02114115,-0.34212446,0.79566198,-0.30590235,0.31803571,-0.13170443,0.09043590,-0.06177781,2.80035098,-1.51768104
-5.83791896,6.68834925,-3.05693759,0.07998985,-0.03969557,0.87352020,-0.32053985,4.81086161,-2.01741019,1.05778831,-0.32982406,0.83004178,-0.30632260,0.32717028,-0.13373257,0.09337802,-0.05893897,2.89208395,-1.49592602
-5.83191596,6.87080825,-3.03879244,0.08090545,-0.03888393,0.89552756,-0.32479037,4.90383965,-2.08677129,1.08954926,-0.32010646,0.86249929,-0.30963460,0.33475196,-0.13658142,0.09589020,-0.05631688,2.97352355,-1.48395382
-5.82591296,7.02501907,-3.03994237,0.08129111,-0.03830812,0.91337284,-0.33089127,4.97874469,-2.16404345,1.11592520,-0.31306581,0.89282456,-0.31574101,0.34065836,-0.14024572,0.09791757,-0.05395298,3.04372510,-1.48161372
-5.81990995,7.14936017,-3.06014471,0.08113918,-0.03794884,0.92688283,-0.33887253,5.03557938,-2.24857311,1.13652988,-0.30877998,0.92084714,-0.32453897,0.34479915,-0.14471518,0.09941537,-0.05188590,3.10197561,-1.48871149
-5.81390695,7.24279938,-3.09905907,0.08045338,-0.03778938,0.93596645,-0.34875756,5.07467580,-2.33969754,1.15109841,-0.30730617,0.94643464,-0.33591702,0.34711816,-0.14997365,0.10035002,-0.05015047,3.14779939,-1.50500030
-5.80790395,7.30489305,-3.15622947,0.07924859,-0.03781569,0.94061489,-0.36056109,5.09666080,-2.43675082,1.15949211,-0.30867708,0.96948955,-0.34975222,0.34759447,-0.15599838,0.10069989,-0.04877690,3.18095610,-1.53017258
-5.80190095,7.33576664,-3.23106923,0.07755037,-0.03801632,0.94089924,-0.37428709,5.10241202,-2.53906902,1.16169924,-0.31289775,0.98994474,-0.36590787,0.34624232,-0.16275924,0.10045576,-0.04778999,3.20143130,-1.56385349
-5.79589795,7.33607812,-3.32284938,0.07539412,-0.03838218,0.93696555,-0.38992691,5.09300726,-2.64599434,1.15783155,-0.31994319,1.00775784,-0.38423181,0.34311011,-0.17021812,0.09962093,-0.04720852,3.20942047,-1.60559643
-5.78989495,7.30696652,-3.43069121,0.07282390,-0.03890625,0.92902787,-0.40745744,5.06966983,-2.75687846,1.14811704,-0.32975688,1.02290510,-0.40455576,0.33827819,-0.17832843,0.09821087,-0.04704476,3.20530716,-1.65488093
-5.78389195,7.24998881,-3.55356335,0.06989108,-0.03958309,0.91735942,-0.42683950,5.03371326,-2.87108461,1.13288930,-0.34225015,1.03537515,-0.42669551,0.33185590,-0.18703469,0.09625267,-0.04730407,3.18963701,-1.71111304
-5.77788894,7.16704883,-3.69028352,0.06665270,-0.04040837,0.90228271,-0.44801643,4.98648829,-2.98798891,1.11257412,-0.35730243,1.04516319,-0.45045215,0.32397768,-0.19627240,0.09378405,-0.04798466,3.16308881,-1.77362831
-5.77188594,7.06032222,-3.83952476,0.06316983,-0.04137829,0.88415891,-0.47091283,4.92933525,-3.10698066,1.08767401,-0.37476232,1.05226626,-0.47561434,0.31479873,-0.20596807,0.09085214,-0.04907744,3.12644469,-1.84169731
-5.76588294,6.93218154,-3.99982598,0.05950581,-0.04248901,0.86337711,-0.49543348,4.86354447,-3.22746202,1.05875159,-0.39444933,1.05667982,-0.50196130,0.30449018,-0.21603946,0.08751203,-0.05056599,3.08056070,-1.91453342
-5.75987994,6.78512523,-4.16960620,0.05572460,-0.04373606,0.84034406,-0.52146254,4.79032662,-3.34884702,1.02641258,-0.41615619,1.05839618,-0.52926658,0.29323409,-0.22639607,0.08382514,-0.05242672,3.02633966,-1.99130256
-5.75387694,6.62171396,-4.34718196,0.05188919,-0.04511384,0.81547478,-0.54886299,4.71079455,-3.47056019,0.99128920,-0.43965158,1.05740494,-0.55730225,0.28121856,-0.23693988,0.07985748,-0.05462902,2.96470741,-2.07113452
-5.74787394,6.44451666,-4.53078695,0.04806018,-0.04661505,0.78918438,-0.57747626,4.62595680,-3.59203491,0.95402471,-0.46468318,1.05369538,-0.58584323,0.26863298,-0.24756631,0.07567792,-0.05713569,2.89659347,-2.15313529
-5.74187094,6.25606815,-4.71859314,0.04429456,-0.04823032,0.76188138,-0.60712223,4.53672275,-3.71271146,0.91525963,-0.49098076,1.04726085,-0.61467147,0.25566373,-0.25816538,0.07135648,-0.05990339,2.82291678,-2.23639986
-5.73586793,6.05883891,-4.90873236,0.04064481,-0.04994777,0.73396267,-0.63759942,4.44391791,-3.83203490,0.87562006,-0.51825933,1.03810479,-0.64357979,0.24249041,-0.26862313,0.06696263,-0.06288327,2.74457664,-2.32002497
-5.72986493,5.85521677,-5.09931756,0.03715814,-0.05175279,0.70580997,-0.66868565,4.34830758,-3.94945274,0.83570838,-0.54622220,1.02624789,-0.67237487,0.22928269,-0.27882313,0.06256388,-0.06602170,2.66244851,-2.40312112
-5.72386193,5.64749928,-5.28846279,0.03387608,-0.05362782,0.67778777,-0.70013890,4.25062607,-4.06441231,0.79609623,-0.57456386,1.01173604,-0.70087933,0.21619785,-0.28864819,0.05822440,-0.06926118,2.57738425,-2.48482343
-5.71785893,5.43789464,-5.47430137,0.03083431,-0.05555230,0.65024241,-0.73169863,4.15160865,-4.17635787,0.75731980,-0.60297257,0.99464815,-0.72893261,0.20337904,-0.29798206,0.05400399,-0.07254135,2.49021561,-2.56430081
-5.71185593,5.22852885,-5.65500169,0.02806269,-0.05750270,0.62350204,-0.76308747,4.05202275,-4.28472748,0.71987710,-0.63113290,0.97510350,-0.75639061,0.19095417,-0.30671128,0.04995716,-0.07580006,2.40175989,-2.64076331
-5.70585293,5.02145584,-5.82878056,0.02558547,-0.05945268,0.59787699,-0.79401341,3.95269547,-4.38894973,0.68422676,-0.65872800,0.95326771,-0.78312401,0.17903541,-0.31472697,0.04613254,-0.07897459,2.31282641,-2.71346726
-5.69984992,4.81866781,-5.99391415,0.02342173,-0.06137338,0.57366030,-0.82417239,3.85453423,-4.48844059,0.65078798,-0.68544185,0.92935691,-0.80901543,0.16771926,-0.32192656,0.04257242,-0.08200293,2.22422250,-2.78171850
-5.69384692,4.62210290,-6.14874687,0.02158583,-0.06323380,0.55112784,-0.85325145,3.75853833,-4.58260083,0.61994112,-0.71096152,0.90363963,-0.83395558,0.15708690,-0.32821547,0.03931262,-0.08482508,2.13675772,-2.84487369
-5.68784392,4.43364781,-6.29169901,0.02008800,-0.06500135,0.53053798,-0.88093250,3.66579974,-4.67081447,0.59202842,-0.73497962,0.87643599,-0.85783878,0.14720503,-0.33350872,0.03638244,-0.08738433,2.05124539,-2.90234022
-5.68184092,4.25513363,-6.42127391,0.01893491,-0.06664250,0.51213032,-0.90689659,3.57749207,-4.75244902,0.56735450,-0.75719697,0.84811426,-0.88055812,0.13812674,-0.33773230,0.03380484,-0.08962861,1.96850066,-2.95357524
-5.67583792,4.08832394,-6.53606573,0.01813023,-0.06812347,0.49612358,-0.93082887,3.49484802,-4.82685822,0.54618619,-0.77732576,0.81908459,-0.90200085,0.12989252,-0.34082451,0.03159676,-0.09151164,1.88933481,-2.99808444
-5.66983492,3.93489504,-6.63476899,0.01767514,-0.06941112,0.48271241,-0.95242412,3.41912614,-4.89338803,0.52875168,-0.79509304,0.78979036,-0.92204434,0.12253139,-0.34273711,0.02976950,-0.09299409,1.81454567,-3.03542125
-5.66383192,3.79640912,-6.71619066,0.01756880,-0.07047381,0.47206347,-0.97139286,3.35156878,-4.95138661,0.51523872,-0.81024486,0.76069741,-0.94055316,0.11606185,-0.34343628,0.02832923,-0.09404455,1.74490483,-3.06518717
-5.65782891,3.67428163,-6.77926584,0.01780865,-0.07128234,0.46431084,-0.98746794,3.29335372,-5.00021881,0.50579198,-0.82255079,0.73228172,-0.95737765,0.11049281,-0.34290346,0.02727751,-0.09464030,1.68114202,-3.08703388
-5.65182591,3.56974532,-6.82307729,0.01839076,-0.07181090,0.45955104,-1.00041150,3.24554273,-5.03928529,0.50050979,-0.83180896,0.70501625,-0.97235433,0.10582448,-0.34113606,0.02661193,-0.09476798,1.62392796,-3.10066746
-5.64582291,3.48381320,-6.84687892,0.01930988,-0.07203798,0.45783814,-1.01002201,3.20903027,-5.06804625,0.49944049,-0.83785121,0.67935748,-0.98530834,0.10204910,-0.33814789,0.02632663,-0.09442394,1.57385663,-3.10585506
-5.63981991,3.41724348,-6.85012272,0.02055962,-0.07194725,0.45917927,-1.01614136,3.18449601,-5.08604928,0.50257877,-0.84054849,0.65573248,-0.99605805,0.09915167,-0.33396955,0.02641295,-0.09361441,1.53142835,-3.10243398
-5.63381691,3.37050910,-6.83248824,0.02213241,-0.07152827,0.46353095,-1.01866143,3.17236432,-5.09296008,0.50986232,-0.83981596,0.63452712,-1.00442161,0.09711058,-0.32864848,0.02686004,-0.09235544,1.49703490,-3.09032282
-5.62781391,3.34377448,-6.79391301,0.02401948,-0.07077713,0.47079666,-1.01753014,3.17277366,-5.08859476,0.52116939,-0.83561760,0.61607596,-1.01022531,0.09589832,-0.32224891,0.02765537,-0.09067255,1.47094763,-3.06953428
-5.62181091,3.33688163,-6.73462215,0.02621073,-0.06969689,0.48082591,-1.01275629,3.18555818,-5.07295193,0.53631736,-0.82797007,0.60065424,-1.01331335,0.09548212,-0.31485149,0.02878531,-0.08860020,1.45330966,-3.04018859
-5.61580790,3.34934698,-6.65515475,0.02869466,-0.06829787,0.49341504,-1.00441317,3.21024285,-5.04624207,0.55506292,-0.81694544,0.58847238,-1.01355839,0.09582471,-0.30655263,0.03023566,-0.08618106,1.44413254,-3.00252675
-5.60980490,3.38036973,-6.55638485,0.03145820,-0.06659761,0.50830991,-0.99264034,3.24605276,-5.00891226,0.57710391,-0.80267255,0.57967299,-1.01087228,0.09688511,-0.29746359,0.03199203,-0.08346500,1.44329779,-2.95692232
-5.60380190,3.42885156,-6.43953448,0.03448667,-0.06462076,0.52521051,-0.97764352,3.29193622,-4.96166364,0.60208302,-0.78533670,0.57433044,-1.00521631,0.09861940,-0.28770918,0.03404029,-0.08050802,1.45056304,-2.90389063
-5.59779890,3.49342695,-6.30617681,0.03776358,-0.06239864,0.54377726,-0.95969223,3.34660031,-4.90545950,0.62959332,-0.76517760,0.57245272,-0.99661033,0.10098163,-0.27742613,0.03636684,-0.07737100,1.46557257,-2.84409418
-5.59179590,3.57250230,-6.15822738,0.04127060,-0.05996862,0.56363889,-0.93911517,3.40855692,-4.84152238,0.65918553,-0.74248547,0.57398543,-0.98513986,0.10392456,-0.26676115,0.03895884,-0.07411838,1.48787116,-2.77834332
-5.58579290,3.66430183,-5.99792257,0.04498749,-0.05737335,0.58440156,-0.91629327,3.47617644,-4.77131866,0.69037681,-0.71759526,0.57881731,-0.97096090,0.10740042,-0.25586855,0.04180431,-0.07081673,1.51692055,-2.70759136
-5.57978989,3.76691750,-5.82778447,0.04889197,-0.05465976,0.60565872,-0.89165059,3.54774599,-4.69653037,0.72266068,-0.69087917,0.58678694,-0.95430175,0.11136156,-0.24490771,0.04489205,-0.06753343,1.55211721,-2.63292361
-5.57378689,3.87836016,-5.65057276,0.05295977,-0.05187799,0.62700136,-0.86564326,3.62152889,-4.61901419,0.75551768,-0.66273778,0.59769006,-0.93546173,0.11576082,-0.23404011,0.04821157,-0.06433521,1.59281024,-2.55554031
-5.56778389,3.99660909,-5.46922436,0.05716449,-0.04908024,0.64802815,-0.83874688,3.69582188,-4.54074890,0.78842637,-0.63358986,0.61128710,-0.91480656,0.12055176,-0.22342633,0.05175269,-0.06128689,1.63831827,-2.47673352
-5.56178089,4.11965730,-5.28678304,0.06147765,-0.04631952,0.66835496,-0.81144274,3.76900711,-4.46377290,0.82087415,-0.60386154,0.62731031,-0.89276060,0.12568862,-0.21322281,0.05550515,-0.05845011,1.68794431,-2.39785875
-5.55577789,4.24555043,-5.10632122,0.06586857,-0.04364845,0.68762340,-0.78420361,3.83959632,-4.39011461,0.85236746,-0.57397511,0.64547044,-0.86979611,0.13112597,-0.20357868,0.05945802,-0.05588223,1.74098774,-2.32030216
-5.54977489,4.37241762,-4.93085724,0.07030442,-0.04111814,0.70550803,-0.75747943,3.90626514,-4.32171864,0.88244101,-0.54433791,0.66546243,-0.84642009,0.13681812,-0.19463258,0.06359900,-0.05363531,1.79675304,-2.24544462
-5.54377189,4.49849356,-4.76327147,0.07475016,-0.03877700,0.72172194,-0.73168381,3.96787647,-4.26037151,0.91066567,-0.51533189,0.68697016,-0.82315916,0.14271830,-0.18650970,0.06791369,-0.05175532,1.85455487,-2.17462402
-5.53776888,4.62213146,-4.60622479,0.07916859,-0.03666985,0.73602062,-0.70718171,4.02349246,-4.20763057,0.93665481,-0.48730416,0.70967027,-0.80054329,0.14877771,-0.17931906,0.07238474,-0.05028138,1.91371992,-2.10909747
-5.53176588,4.74180760,-4.46208305,0.08352042,-0.03483697,0.74820406,-0.68427901,4.07237549,-4.16475967,0.96006904,-0.46055904,0.73323508,-0.77908898,0.15494439,-0.17315115,0.07699112,-0.04924529,1.97358579,-2.05000500
-5.52576288,4.85611878,-4.33285071,0.08776439,-0.03331341,0.75811712,-0.66321440,4.11397946,-4.13267524,0.98061927,-0.43535177,0.75733485,-0.75928277,0.16116223,-0.16807601,0.08170735,-0.04867110,2.03349779,-1.99833612
-5.51975988,4.96377432,-4.22011645,0.09185754,-0.03212835,0.76564846,-0.64415389,4.14793291,-4.11190539,0.99806818,-0.41188425,0.78163963,-0.74156567,0.16737000,-0.16414168,0.08650294,-0.04857489,2.09280455,-1.95490091
-5.51375688,5.06358488,-4.12501293,0.09575550,-0.03130473,0.77072808,-0.62718830,4.17401642,-4.10256438,1.01223035,-0.39030283,0.80582111,-0.72631930,0.17350069,-0.16137334,0.09134193,-0.04896467,2.15085360,-1.92030653
-5.50775388,5.15445042,-4.04819218,0.09941300,-0.03085884,0.77332400,-0.61233371,4.19213643,-4.10434382,1.02297124,-0.37069827,0.82955454,-0.71385424,0.17948117,-0.15977280,0.09618273,-0.04984036,2.20698780,-1.89494014
-5.50175088,5.23534938,-3.98981729,0.10278444,-0.03080023,0.77343825,-0.59953480,4.20229819,-4.11652095,1.03020529,-0.35310766,0.85252124,-0.70440086,0.18523230,-0.15931868,0.10097817,-0.05119397,2.26054397,-1.87895880
-5.49574787,5.30533133,-3.94957030,0.10582468,-0.03113161,0.77110258,-0.58867091,4.20457986,-4.13798369,1.03389346,-0.33751822,0.87441166,-0.69810327,0.19066951,-0.15996696,0.10567596,-0.05300978,2.31085415,-1.87228657
-5.48974487,5.36351431,-3.92667552,0.10848985,-0.03184890,0.76637418,-0.57956455,4.19910989,-4.16727108,1.03404039,-0.32387276,0.89492931,-0.69501609,0.19570398,-0.16165212,0.11021930,-0.05526465,2.35725036,-1.87461869
-5.48374187,5.40908817,-3.91993677,0.11073841,-0.03294146,0.75933159,-0.57199174,4.18604890,-4.20262702,1.03069155,-0.31207637,0.91379535,-0.69510441,0.20024426,-0.16428870,0.11454796,-0.05792842,2.39907297,-1.88543254
-5.47773887,5.44132387,-3.92778661,0.11253218,-0.03439227,0.75007117,-0.56569377,4.16557718,-4.24206466,1.02393042,-0.30200406,0.93075393,-0.69824664,0.20419853,-0.16777320,0.11859957,-0.06096434,2.43568257,-1.90400476
-5.47173587,5.45958865,-3.94834513,0.11383749,-0.03617841,0.73870400,-0.56038980,4.13788782,-4.28343821,1.01387580,-0.29350901,0.94557797,-0.70423998,0.20747711,-0.17198641,0.12231118,-0.06432962,2.46647499,-1.92943367
-5.46573287,5.46336592,-3.97948588,0.11462629,-0.03827142,0.72535351,-0.55578973,4.10318533,-4.32451896,1.00067941,-0.28643098,0.95807505,-0.71280838,0.20999535,-0.17679592,0.12562097,-0.06797601,2.49089867,-1.96066621
-5.45972986,5.45227826,-4.01890609,0.11487723,-0.04063794,0.71015361,-0.55160666,4.06168889,-4.36307202,0.98452351,-0.28060464,0.96809316,-0.72361236,0.21167675,-0.18205892,0.12847017,-0.07185045,2.50847330,-1.99652820
-5.45372686,5.42611169,-4.06419877,0.11457660,-0.04324033,0.69324730,-0.54756862,4.01363902,-4.39693059,0.96561874,-0.27586731,0.97552587,-0.73626049,0.21245593,-0.18762516,0.13080488,-0.07589583,2.51880876,-2.03575707
-5.44772386,5.38483893,-4.11292410,0.11371914,-0.04603743,0.67478568,-0.54342885,3.95930626,-4.42406481,0.94420176,-0.27206610,0.98031644,-0.75032198,0.21228158,-0.19334000,0.13257794,-0.08005180,2.52162276,-2.07703589
-5.44172086,5.32863951,-4.16267813,0.11230857,-0.04898542,0.65492710,-0.53897461,3.89900028,-4.44264293,0.92053275,-0.26906404,0.98246073,-0.76533992,0.21111900,-0.19904754,0.13375061,-0.08425565,2.51675628,-2.11902783
-5.43571786,5.25791452,-4.21115678,0.11035798,-0.05203872,0.63383642,-0.53403393,3.83307802,-4.45108273,0.89489258,-0.26674506,0.98200833,-0.78084486,0.20895220,-0.20459371,0.13429399,-0.08844326,2.50418539,-2.16041010
-5.42971486,5.17329446,-4.25621380,0.10788977,-0.05515096,0.61168404,-0.52848048,3.76194949,-4.44809203,0.86757952,-0.26501793,0.97906191,-0.79636821,0.20578540,-0.20982939,0.13419022,-0.09255016,2.48402870,-2.19990654
-5.42371186,5.07563893,-4.29591132,0.10493540,-0.05827609,0.58864485,-0.52223621,3.68608040,-4.43269767,0.83890544,-0.26381874,0.97377467,-0.81145518,0.20164385,-0.21461334,0.13343319,-0.09651256,2.45654963,-2.23631815
-5.41770885,4.96602731,-4.32856241,0.10153482,-0.06136936,0.56489673,-0.51527210,3.60599094,-4.40426269,0.80919151,-0.26311240,0.96634576,-0.82567686,0.19657386,-0.21881501,0.13202898,-0.10026853,2.42215334,-2.26855088
-5.41170585,4.84574072,-4.35276488,0.09773556,-0.06438843,0.54061878,-0.50760694,3.52225067,-4.36249226,0.77876343,-0.26289276,0.95701396,-0.83864127,0.19064216,-0.22231711,0.12999577,-0.10375906,2.38137816,-2.29564016
-5.40570285,4.71623565,-4.36742618,0.09359159,-0.06729434,0.51598927,-0.49930454,3.43546964,-4.30742907,0.74794636,-0.26318174,0.94604981,-0.85000294,0.18393450,-0.22501796,0.12736340,-0.10692925,2.33488205,-2.31677161
-5.39969985,4.57911056,-4.37177914,0.08916197,-0.07005251,0.49118326,-0.49046939,3.34628657,-4.23943932,0.71705958,-0.26402744,0.93374654,-0.85947103,0.17655361,-0.22683336,0.12417247,-0.10972934,2.28342466,-2.33129756
-5.39369685,4.43606714,-4.36538889,0.08450932,-0.07263352,0.46637015,-0.48124132,3.25535481,-4.15919058,0.68641134,-0.26550140,0.92041019,-0.86681564,0.16861662,-0.22769823,0.12047316,-0.11211573,2.22784593,-2.33874910
-5.38769385,4.28886825,-4.34815080,0.07969817,-0.07501378,0.44171116,-0.47178918,3.16332740,-4.06762289,0.65629384,-0.26769503,0.90634942,-0.87187229,0.16025213,-0.22756768,0.11632369,-0.11405188,2.16904253,-2.33884325
-5.38169085,4.13929470,-4.32028017,0.07479338,-0.07717607,0.41735694,-0.46230400,3.07084221,-3.96591458,0.62697882,-0.27071549,0.89186551,-0.87454439,0.15159695,-0.22641763,0.11178860,-0.11550903,2.10794316,-2.33148529
-5.37568784,3.98910337,-4.28229380,0.06985841,-0.07910980,0.39344550,-0.45299185,2.97850856,-3.85544403,0.59871386,-0.27468103,0.87724299,-0.87480381,0.14279283,-0.22424498,0.10693685,-0.11646680,2.04548427,-2.31676597
-5.36968484,3.83998854,-4.23498420,0.06495390,-0.08081105,0.37010042,-0.44406653,2.88689614,-3.73774876,0.57171963,-0.27971594,0.86274136,-0.87268938,0.13398320,-0.22106714,0.10183997,-0.11691358,1.98258716,-2.29495391
-5.36368184,3.69354863,-4.17938699,0.06013623,-0.08228244,0.34742967,-0.43574244,2.79652719,-3.61448286,0.54618829,-0.28594526,0.84858825,-0.86830346,0.12531014,-0.21692110,0.09657007,-0.11684667,1.92013777,-2.26648318
-5.35767884,3.55125956,-4.11674249,0.05545637,-0.08353272,0.32552490,-0.42822767,2.70787243,-3.48737375,0.52228300,-0.29348930,0.83497443,-0.86180680,0.11691169,-0.21186207,0.09119818,-0.11627226,1.85897003,-2.23193645
-5.35167584,3.41445609,-4.04845225,0.05095898,-0.08457610,0.30446132,-0.42171753,2.62135094,-3.35817919,0.50013877,-0.30245818,0.82205071,-0.85341165,0.10891954,-0.20596151,0.08579253,-0.11520507,1.79985329,-2.19202427
-5.34567284,3.28432154,-3.97603192,0.04668169,-0.08543147,0.28429820,-0.41638861,2.53733394,-3.22864534,0.47986440,-0.31294649,0.80992702,-0.84337348,0.10145723,-0.19930494,0.08041732,-0.11366794,1.74348441,-2.14756096
