energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-5.78989495,0.80772636,0.30205659,0.00000000,0.09964466,0.01765894,0.38516787,0.00000000,0.09350578,0.09391086
-5.78389195,0.80007787,0.29735205,0.00000000,0.10025818,0.01658428,0.38567071,0.00000000,0.09190274,0.09155701
-5.77788894,0.79028000,0.29173011,0.00000000,0.10056851,0.01557190,0.38473441,0.00000000,0.09028600,0.08907870
-5.77188594,0.77808829,0.28517743,0.00000000,0.10052466,0.01461390,0.38222497,0.00000000,0.08858521,0.08645575
-5.76588294,0.76331982,0.27769852,0.00000000,0.10008267,0.01370302,0.37804552,0.00000000,0.08674104,0.08367284
-5.75987994,0.74586039,0.26931607,0.00000000,0.09920760,0.01283283,0.37213949,0.00000000,0.08470609,0.08072039
-5.75387694,0.72566923,0.26007089,0.00000000,0.09787513,0.01199787,0.36449235,0.00000000,0.08244548,0.07759516
-5.74787394,0.70278090,0.25002128,0.00000000,0.09607264,0.01119373,0.35513201,0.00000000,0.07993701,0.07430054
-5.74187094,0.67730425,0.23924196,0.00000000,0.09379983,0.01041714,0.34412777,0.00000000,0.07717099,0.07084654
-5.73586793,0.64941868,0.22782246,0.00000000,0.09106878,0.00966590,0.33158779,0.00000000,0.07414964,0.06724940
-5.72986493,0.61936770,0.21586507,0.00000000,0.08790352,0.00893884,0.31765530,0.00000000,0.07088613,0.06353105
-5.72386193,0.58745033,0.20348238,0.00000000,0.08433914,0.00823571,0.30250373,0.00000000,0.06740338,0.05971824
-5.71785893,0.55401057,0.19079449,0.00000000,0.08042039,0.00755701,0.28633079,0.00000000,0.06373250,0.05584148
-5.71185593,0.51942567,0.17792595,0.00000000,0.07620003,0.00690389,0.26935210,0.00000000,0.05991113,0.05193398
-5.70585293,0.48409358,0.16500268,0.00000000,0.07173692,0.00627788,0.25179427,0.00000000,0.05598166,0.04803036
-5.69984992,0.44842028,0.15214881,0.00000000,0.06709390,0.00568081,0.23388805,0.00000000,0.05198944,0.04416553
-5.69384692,0.41280751,0.13948366,0.00000000,0.06233568,0.00511460,0.21586169,0.00000000,0.04798100,0.04037350
-5.68784392,0.37764140,0.12711906,0.00000000,0.05752679,0.00458116,0.19793474,0.00000000,0.04400247,0.03668636
-5.68184092,0.34328244,0.11515687,0.00000000,0.05272960,0.00408224,0.18031260,0.00000000,0.04009818,0.03313340
-5.67583792,0.31005715,0.10368708,0.00000000,0.04800265,0.00361939,0.16318199,0.00000000,0.03630943,0.02974039
-5.66983492,0.27825165,0.09278629,0.00000000,0.04339917,0.00319391,0.14670740,0.00000000,0.03267365,0.02652907
-5.66383192,0.24810728,0.08251675,0.00000000,0.03896596,0.00280684,0.13102864,0.00000000,0.02922377,0.02351684
-5.65782891,0.21981841,0.07292598,0.00000000,0.03474261,0.00245902,0.11625954,0.00000000,0.02598793,0.02071664
-5.65182591,0.19353209,0.06404684,0.00000000,0.03076101,0.00215110,0.10248769,0.00000000,0.02298949,0.01813698
-5.64582291,0.16934967,0.05589809,0.00000000,0.02704521,0.00188370,0.08977515,0.00000000,0.02024727,0.01578225
-5.63981991,0.14733006,0.04848545,0.00000000,0.02361160,0.00165751,0.07816008,0.00000000,0.01777613,0.01365299
-5.63381691,0.12749429,0.04180290,0.00000000,0.02046932,0.00147342,0.06765910,0.00000000,0.01558770,0.01174645
-5.62781391,0.10983116,0.03583432,0.00000000,0.01762082,0.00133270,0.05827016,0.00000000,0.01369126,0.01005713
-5.62181091,0.09430365,0.03055531,0.00000000,0.01506272,0.00123716,0.04997587,0.00000000,0.01209484,0.00857737
-5.61580790,0.08085574,0.02593512,0.00000000,0.01278661,0.00118938,0.04274703,0.00000000,0.01080632,0.00729799
-5.60980490,0.06941939,0.02193859,0.00000000,0.01078002,0.00119282,0.03654629,0.00000000,0.00983463,0.00620895
-5.60380190,0.05992140,0.01852808,0.00000000,0.00902739,0.00125206,0.03133172,0.00000000,0.00919089,0.00529993
-5.59779890,0.05228991,0.01566527,0.00000000,0.00751092,0.00137297,0.02706014,0.00000000,0.00888955,0.00456090
-5.59179590,0.04646040,0.01331288,0.00000000,0.00621148,0.00156282,0.02369031,0.00000000,0.00894944,0.00398263
-5.58579290,0.04238091,0.01143613,0.00000000,0.00510940,0.00183044,0.02118562,0.00000000,0.00939464,0.00355709
-5.57978989,0.04001653,0.01000405,0.00000000,0.00418510,0.00218633,0.01951643,0.00000000,0.01025526,0.00327786
-5.57378689,0.03935295,0.00899058,0.00000000,0.00341970,0.00264270,0.01866194,0.00000000,0.01156797,0.00314038
-5.56778389,0.04039899,0.00837542,0.00000000,0.00279548,0.00321348,0.01861153,0.00000000,0.01337632,0.00314213
-5.56178089,0.04318823,0.00814467,0.00000000,0.00229623,0.00391429,0.01936564,0.00000000,0.01573076,0.00328277
-5.55577789,0.04777948,0.00829126,0.00000000,0.00190751,0.00476233,0.02093614,0.00000000,0.01868847,0.00356415
-5.54977489,0.05425638,0.00881519,0.00000000,0.00161685,0.00577617,0.02334617,0.00000000,0.02231281,0.00399027
-5.54377189,0.06272581,0.00972354,0.00000000,0.00141379,0.00697557,0.02662951,0.00000000,0.02667243,0.00456715
-5.53776888,0.07331541,0.01103026,0.00000000,0.00128994,0.00838107,0.03082950,0.00000000,0.03184019,0.00530260
-5.53176588,0.08617013,0.01275586,0.00000000,0.00123890,0.01001364,0.03599746,0.00000000,0.03789161,0.00620599
-5.52576288,0.10144780,0.01492684,0.00000000,0.00125622,0.01189419,0.04219078,0.00000000,0.04490316,0.00728788
-5.51975988,0.11931397,0.01757495,0.00000000,0.00133924,0.01404302,0.04947055,0.00000000,0.05295023,0.00855965
-5.51375688,0.13993587,0.02073627,0.00000000,0.00148692,0.01647921,0.05789897,0.00000000,0.06210485,0.01003299
-5.50775388,0.16347587,0.02445011,0.00000000,0.00169963,0.01922003,0.06753635,0.00000000,0.07243332,0.01171949
-5.50175088,0.19008431,0.02875776,0.00000000,0.00197895,0.02228023,0.07843805,0.00000000,0.08399365,0.01363002
-5.49574787,0.21989201,0.03370094,0.00000000,0.00232740,0.02567137,0.09065119,0.00000000,0.09683308,0.01577423
-5.48974487,0.25300270,0.03932024,0.00000000,0.00274813,0.02940121,0.10421136,0.00000000,0.11098549,0.01815994
-5.48374187,0.28948526,0.04565329,0.00000000,0.00324469,0.03347308,0.11913934,0.00000000,0.12646908,0.02079258
-5.47773887,0.32936640,0.05273281,0.00000000,0.00382064,0.03788531,0.13543795,0.00000000,0.14328417,0.02367463
-5.47173587,0.37262359,0.06058459,0.00000000,0.00447924,0.04263079,0.15308922,0.00000000,0.16141126,0.02680510
-5.46573287,0.41917879,0.06922538,0.00000000,0.00522315,0.04769659,0.17205176,0.00000000,0.18080945,0.03017900
-5.45972986,0.46889294,0.07866075,0.00000000,0.00605400,0.05306367,0.19225867,0.00000000,0.20141525,0.03378695
-5.45372686,0.52156162,0.08888309,0.00000000,0.00697215,0.05870679,0.21361591,0.00000000,0.22314172,0.03761483
-5.44772386,0.57691194,0.09986958,0.00000000,0.00797630,0.06459442,0.23600129,0.00000000,0.24587813,0.04164348
-5.44172086,0.63460089,0.11158056,0.00000000,0.00906325,0.07068893,0.25926414,0.00000000,0.26949003,0.04584860
-5.43571786,0.69421531,0.12395801,0.00000000,0.01022767,0.07694676,0.28322568,0.00000000,0.29381973,0.05020066
-5.42971486,0.75527361,0.13692460,0.00000000,0.01146190,0.08331884,0.30768015,0.00000000,0.31868728,0.05466504
-5.42371186,0.81722923,0.15038306,0.00000000,0.01275584,0.08975097,0.33239679,0.00000000,0.34389182,0.05920220
-5.41770885,0.87947613,0.16421623,0.00000000,0.01409697,0.09618449,0.35712248,0.00000000,0.36921334,0.06376809
-5.41170585,0.94135597,0.17828770,0.00000000,0.01547041,0.10255691,0.38158524,0.00000000,0.39441491,0.06831463
-5.40570285,1.00216732,0.19244309,0.00000000,0.01685909,0.10880265,0.40549838,0.00000000,0.41924520,0.07279040
-5.39969985,1.06117652,0.20651215,0.00000000,0.01824400,0.11485395,0.42856537,0.00000000,0.44344146,0.07714138
-5.39369685,1.11763023,0.22031150,0.00000000,0.01960465,0.12064175,0.45048521,0.00000000,0.46673292,0.08131192
-5.38769385,1.17076935,0.23364809,0.00000000,0.02091944,0.12609675,0.47095825,0.00000000,0.48884450,0.08524573
-5.38169085,1.21984417,0.24632329,0.00000000,0.02216626,0.13115045,0.48969244,0.00000000,0.50950100,0.08888705
-5.37568784,1.26413031,0.25813744,0.00000000,0.02332308,0.13573632,0.50640963,0.00000000,0.52843158,0.09218180
-5.36968484,1.30294508,0.26889495,0.00000000,0.02436857,0.13979099,0.52085198,0.00000000,0.54537466,0.09507884
-5.36368184,1.33566395,0.27840940,0.00000000,0.02528277,0.14325553,0.53278815,0.00000000,0.56008305,0.09753122
-5.35767884,1.36173641,0.28650892,0.00000000,0.02604771,0.14607664,0.54201917,0.00000000,0.57232928,0.09949737
-5.35167584,1.38070089,0.29304121,0.00000000,0.02664798,0.14820797,0.54838377,0.00000000,0.58191099,0.10094226
-5.34567284,1.39219815,0.29787834,0.00000000,0.02707127,0.14961128,0.55176298,0.00000000,0.58865626,0.10183840
-5.33966983,1.39598252,0.30092086,0.00000000,0.02730881,0.15025761,0.55208378,0.00000000,0.59242865,0.10216672
-5.33366683,1.39193068,0.30210123,0.00000000,0.02735560,0.15012822,0.54932175,0.00000000,0.59313179,0.10191723
-5.32766383,1.38004733,0.30138630,0.00000000,0.02721068,0.14921544,0.54350249,0.00000000,0.59071328,0.10108951
-5.32166083,1.36046762,0.29877871,0.00000000,0.02687708,0.14752326,0.53470175,0.00000000,0.58516767,0.09969285
-5.31565783,1.33345603,0.29431718,0.00000000,0.02636181,0.14506766,0.52304421,0.00000000,0.57653840,0.09774622
-5.30965483,1.29940148,0.28807568,0.00000000,0.02567555,0.14187661,0.50870100,0.00000000,0.56491845,0.09527791
-5.30365183,1.25880904,0.28016139,0.00000000,0.02483232,0.13798981,0.49188582,0.00000000,0.55044960,0.09232490
-5.29764882,1.21228814,0.27071164,0.00000000,0.02384903,0.13345799,0.47284995,0.00000000,0.53332024,0.08893201
-5.29164582,1.16053782,0.25988994,0.00000000,0.02274493,0.12834200,0.45187623,0.00000000,0.51376184,0.08515077
-5.28564282,1.10432948,0.24788116,0.00000000,0.02154100,0.12271148,0.42927222,0.00000000,0.49204389,0.08103816
-5.27963982,1.04448780,0.23488624,0.00000000,0.02025936,0.11664332,0.40536276,0.00000000,0.46846781,0.07665517
-5.27363682,0.98187044,0.22111647,0.00000000,0.01892258,0.11021983,0.38048221,0.00000000,0.44335968,0.07206529
-5.26763382,0.91734736,0.20678774,0.00000000,0.01755315,0.10352686,0.35496670,0.00000000,0.41706235,0.06733297
-5.26163082,0.85178053,0.19211485,0.00000000,0.01617291,0.09665169,0.32914657,0.00000000,0.38992704,0.06252209
-5.25562781,0.78600477,0.17730620,0.00000000,0.01480255,0.08968105,0.30333934,0.00000000,0.36230487,0.05769455
-5.24962481,0.72081037,0.16255898,0.00000000,0.01346129,0.08269910,0.27784343,0.00000000,0.33453860,0.05290899
-5.24362181,0.65692809,0.14805505,0.00000000,0.01216654,0.07578564,0.25293282,0.00000000,0.30695488,0.04821965
-5.23761881,0.59501707,0.13395768,0.00000000,0.01093376,0.06901446,0.22885278,0.00000000,0.27985737,0.04367549
-5.23161581,0.53565580,0.12040909,0.00000000,0.00977640,0.06245199,0.20581686,0.00000000,0.25352086,0.03931955
-5.22561281,0.47933648,0.10752895,0.00000000,0.00870590,0.05615631,0.18400505,0.00000000,0.22818671,0.03518850
-5.21960980,0.42646263,0.09541372,0.00000000,0.00773185,0.05017635,0.16356321,0.00000000,0.20405959,0.03131249
-5.21360680,0.37734987,0.08413690,0.00000000,0.00686218,0.04455160,0.14460363,0.00000000,0.18130555,0.02771525
-5.20760380,0.33222953,0.07374997,0.00000000,0.00610340,0.03931202,0.12720661,0.00000000,0.16005166,0.02441431
-5.20160080,0.29125477,0.06428402,0.00000000,0.00546096,0.03447828,0.11142297,0.00000000,0.14038667,0.02142151
-5.19559780,0.25450864,0.05575181,0.00000000,0.00493950,0.03006237,0.09727727,0.00000000,0.12236304,0.01874360
-5.18959480,0.22201360,0.04815032,0.00000000,0.00454326,0.02606828,0.08477144,0.00000000,0.10599984,0.01638295
-5.18359180,0.19374192,0.04146341,0.00000000,0.00427631,0.02249295,0.07388883,0.00000000,0.09128641,0.01433829
-5.17758879,0.16962641,0.03566470,0.00000000,0.00414290,0.01932739,0.06459828,0.00000000,0.07818661,0.01260559
-5.17158579,0.14957096,0.03072033,0.00000000,0.00414760,0.01655770,0.05685807,0.00000000,0.06664336,0.01117871
-5.16558279,0.13346038,0.02659164,0.00000000,0.00429547,0.01416629,0.05061964,0.00000000,0.05658337,0.01005026
-5.15957979,0.12116922,0.02323763,0.00000000,0.00459214,0.01213297,0.04583088,0.00000000,0.04792174,0.00921210
-5.15357679,0.11256910,0.02061714,0.00000000,0.00504375,0.01043598,0.04243882,0.00000000,0.04056639,0.00865596
-5.14757379,0.10753459,0.01869066,0.00000000,0.00565685,0.00905296,0.04039181,0.00000000,0.03442212,0.00837378
-5.14157079,0.10594712,0.01742184,0.00000000,0.00643814,0.00796180,0.03964090,0.00000000,0.02939426,0.00835800
-5.13556778,0.10769730,0.01677858,0.00000000,0.00739419,0.00714135,0.04014064,0.00000000,0.02539180,0.00860167
-5.12956478,0.11268539,0.01673378,0.00000000,0.00853101,0.00657199,0.04184917,0.00000000,0.02233004,0.00909842
-5.12356178,0.12082024,0.01726573,0.00000000,0.00985361,0.00623610,0.04472769,0.00000000,0.02013266,0.00984235
-5.11755878,0.13201674,0.01835822,0.00000000,0.01136543,0.00611840,0.04873946,0.00000000,0.01873335,0.01082776
-5.11155578,0.14619230,0.02000029,0.00000000,0.01306783,0.00620619,0.05384828,0.00000000,0.01807692,0.01204886
-5.10555278,0.16326241,0.02218580,0.00000000,0.01495950,0.00648947,0.06001674,0.00000000,0.01812002,0.01349933
-5.09954977,0.18313578,0.02491279,0.00000000,0.01703592,0.00696103,0.06720427,0.00000000,0.01883148,0.01517196
-5.09354677,0.20570935,0.02818264,0.00000000,0.01928890,0.00761641,0.07536511,0.00000000,0.02019229,0.01705818
-5.08754377,0.23086358,0.03199914,0.00000000,0.02170617,0.00845391,0.08444646,0.00000000,0.02219536,0.01914772
-5.08154077,0.25845828,0.03636746,0.00000000,0.02427109,0.00947444,0.09438676,0.00000000,0.02484493,0.02142823
-5.07553777,0.28832935,0.04129307,0.00000000,0.02696251,0.01068143,0.10511445,0.00000000,0.02815584,0.02388503
-5.06953477,0.32028655,0.04678068,0.00000000,0.02975479,0.01208060,0.11654706,0.00000000,0.03215253,0.02650098
-5.06353177,0.35411257,0.05283312,0.00000000,0.03261800,0.01367981,0.12859092,0.00000000,0.03686783,0.02925638
-5.05752876,0.38956355,0.05945034,0.00000000,0.03551830,0.01548874,0.14114147,0.00000000,0.04234151,0.03212911
-5.05152576,0.42637086,0.06662844,0.00000000,0.03841851,0.01751858,0.15408410,0.00000000,0.04861866,0.03509472
-5.04552276,0.46424435,0.07435876,0.00000000,0.04127885,0.01978162,0.16729572,0.00000000,0.05574782,0.03812683
-5.03951976,0.50287668,0.08262718,0.00000000,0.04405782,0.02229077,0.18064681,0.00000000,0.06377881,0.04119749
-5.03351676,0.54194881,0.09141348,0.00000000,0.04671322,0.02505896,0.19400406,0.00000000,0.07276044,0.04427769
-5.02751376,0.58113615,0.10069093,0.00000000,0.04920329,0.02809850,0.20723337,0.00000000,0.08273800,0.04733789
-5.02151076,0.62011526,0.11042606,0.00000000,0.05148781,0.03142029,0.22020323,0.00000000,0.09375056,0.05034866
-5.01550775,0.65857081,0.12057871,0.00000000,0.05352925,0.03503302,0.23278826,0.00000000,0.10582823,0.05328122
-5.00950475,0.69620238,0.13110229,0.00000000,0.05529390,0.03894226,0.24487282,0.00000000,0.11898948,0.05610809
-5.00350175,0.73273107,0.14194438,0.00000000,0.05675284,0.04314956,0.25635456,0.00000000,0.13323844,0.05880361
-4.99749875,0.76790550,0.15304769,0.00000000,0.05788281,0.04765156,0.26714779,0.00000000,0.14856264,0.06134445
-4.99149575,0.80150711,0.16435124,0.00000000,0.05866685,0.05243923,0.27718647,0.00000000,0.16493100,0.06370998
-4.98549275,0.83335479,0.17579202,0.00000000,0.05909486,0.05749713,0.28642692,0.00000000,0.18229245,0.06588268
-4.97948974,0.86330852,0.18730692,0.00000000,0.05916376,0.06280298,0.29484983,0.00000000,0.20057521,0.06784833
-4.97348674,0.89127230,0.19883492,0.00000000,0.05887759,0.06832744,0.30246185,0.00000000,0.21968688,0.06959619
-4.96748374,0.91719624,0.21031965,0.00000000,0.05824725,0.07403417,0.30929647,0.00000000,0.23951544,0.07111908
-4.96148074,0.94107788,0.22171199,0.00000000,0.05729013,0.07988028,0.31541422,0.00000000,0.25993130,0.07241340
-4.95547774,0.96296296,0.23297287,0.00000000,0.05602951,0.08581713,0.32090220,0.00000000,0.28079027,0.07347907
-4.94947474,0.98294548,0.24407591,0.00000000,0.05449377,0.09179155,0.32587284,0.00000000,0.30193749,0.07431948
-4.94347174,1.00116722,0.25500999,0.00000000,0.05271557,0.09774743,0.33046200,0.00000000,0.32321228,0.07494130
-4.93746873,1.01781662,0.26578130,0.00000000,0.05073083,0.10362760,0.33482635,0.00000000,0.34445359,0.07535440
-4.93146573,1.03312702,0.27641506,0.00000000,0.04857780,0.10937604,0.33913999,0.00000000,0.36550604,0.07557164
-4.92546273,1.04737401,0.28695639,0.00000000,0.04629598,0.11494027,0.34359047,0.00000000,0.38622603,0.07560867
-4.91945973,1.06087189,0.29747039,0.00000000,0.04392525,0.12027374,0.34837417,0.00000000,0.40648788,0.07548373
-4.91345673,1.07396886,0.30804124,0.00000000,0.04150487,0.12533828,0.35369108,0.00000000,0.42618944,0.07521738
-4.90745373,1.08704096,0.31877016,0.00000000,0.03907269,0.13010631,0.35973908,0.00000000,0.44525703,0.07483221
-4.90145073,1.10048433,0.32977227,0.00000000,0.03666444,0.13456270,0.36670784,0.00000000,0.46364923,0.07435247
-4.89544772,1.11470601,0.34117228,0.00000000,0.03431310,0.13870623,0.37477241,0.00000000,0.48135939,0.07380364
-4.88944472,1.13011291,0.35309908,0.00000000,0.03204837,0.14255047,0.38408672,0.00000000,0.49841653,0.07321196
-4.88344172,1.14709929,0.36567937,0.00000000,0.02989634,0.14612402,0.39477713,0.00000000,0.51488456,0.07260380
-4.87743872,1.16603284,0.37903057,0.00000000,0.02787914,0.14946994,0.40693620,0.00000000,0.53085967,0.07200505
-4.87143572,1.18723971,0.39325320,0.00000000,0.02601484,0.15264459,0.42061699,0.00000000,0.54646600,0.07144039
-4.86543272,1.21098901,0.40842311,0.00000000,0.02431726,0.15571554,0.43582813,0.00000000,0.56184962,0.07093253
-4.85942971,1.23747736,0.42458389,0.00000000,0.02279604,0.15875897,0.45252977,0.00000000,0.57717116,0.07050140
-4.85342671,1.26681419,0.44173992,0.00000000,0.02145668,0.16185631,0.47063082,0.00000000,0.59259717,0.07016343
-4.84742371,1.29900855,0.45985035,0.00000000,0.02030065,0.16509056,0.48998761,0.00000000,0.60829074,0.06993079
-4.84142071,1.33395825,0.47882456,0.00000000,0.01932557,0.16854213,0.51040413,0.00000000,0.62440171,0.06981079
-4.83541771,1.37144197,0.49851928,0.00000000,0.01852548,0.17228468,0.53163395,0.00000000,0.64105690,0.06980535
-4.82941471,1.41111523,0.51873777,0.00000000,0.01789109,0.17638090,0.55338405,0.00000000,0.65835076,0.06991069
-4.82341171,1.45251048,0.53923129,0.00000000,0.01741011,0.18087860,0.57532029,0.00000000,0.67633701,0.07011716
-4.81740870,1.49504200,0.55970281,0.00000000,0.01706765,0.18580720,0.59707462,0.00000000,0.69502144,0.07040935
-4.81140570,1.53801552,0.57981318,0.00000000,0.01684663,0.19117488,0.61825389,0.00000000,0.71435652,0.07076638
-4.80540270,1.58064269,0.59918941,0.00000000,0.01672822,0.19696646,0.63844981,0.00000000,0.73423780,0.07116245
-4.79939970,1.62205999,0.61743505,0.00000000,0.01669235,0.20314219,0.65724998,0.00000000,0.75450254,0.07156760
-4.79339670,1.66135164,0.63414208,0.00000000,0.01671820,0.20963753,0.67424956,0.00000000,0.77493068,0.07194868
-4.78739370,1.69757571,0.64890399,0.00000000,0.01678473,0.21636394,0.68906306,0.00000000,0.79524804,0.07227046
-4.78139070,1.72979259,0.66132953,0.00000000,0.01687124,0.22321072,0.70133605,0.00000000,0.81513195,0.07249689
-4.77538769,1.75709462,0.67105649,0.00000000,0.01695787,0.23004777,0.71075612,0.00000000,0.83421896,0.07259242
-4.76938469,1.77863585,0.67776488,0.00000000,0.01702607,0.23672929,0.71706292,0.00000000,0.85211456,0.07252328
-4.76338169,1.79366069,0.68118904,0.00000000,0.01705909,0.24309825,0.72005668,0.00000000,0.86840451,0.07225881
-4.75737869,1.80153032,0.68112798,0.00000000,0.01704237,0.24899134,0.71960505,0.00000000,0.88266750,0.07177258
-4.75137569,1.80174565,0.67745362,0.00000000,0.01696385,0.25424444,0.71564802,0.00000000,0.89448859,0.07104345
-4.74537269,1.79396615,0.67011640,0.00000000,0.01681421,0.25869816,0.70820054,0.00000000,0.90347307,0.07005640
-4.73936968,1.77802348,0.65914817,0.00000000,0.01658705,0.26220341,0.69735305,0.00000000,0.90926013,0.06880308
-4.73336668,1.75392957,0.64466209,0.00000000,0.01627889,0.26462660,0.68326964,0.00000000,0.91153583,0.06728219
-4.72736368,1.72187884,0.62684966,0.00000000,0.01588920,0.26585444,0.66618410,0.00000000,0.91004494,0.06549953
-4.72136068,1.68224430,0.60597503,0.00000000,0.01542018,0.26579801,0.64639395,0.00000000,0.90460100,0.06346785
-4.71535768,1.63556798,0.58236675,0.00000000,0.01487661,0.26439590,0.62425265,0.00000000,0.89509434,0.06120638
-4.70935468,1.58254587,0.55640751,0.00000000,0.01426550,0.26161655,0.60016028,0.00000000,0.88149760,0.05874018
-4.70335168,1.52400810,0.52852225,0.00000000,0.01359574,0.25745933,0.57455308,0.00000000,0.86386851,0.05609931
-4.69734867,1.46089505,0.49916514,0.00000000,0.01287771,0.25195459,0.54789206,0.00000000,0.84234981,0.05331784
-4.69134567,1.39423046,0.46880608,0.00000000,0.01212282,0.24516270,0.52065108,0.00000000,0.81716623,0.05043270
-4.68534267,1.32509227,0.43791718,0.00000000,0.01134310,0.23717191,0.49330491,0.00000000,0.78861870,0.04748257
-4.67933967,1.25458248,0.40695975,0.00000000,0.01055072,0.22809537,0.46631729,0.00000000,0.75707592,0.04450668
-4.67333667,1.18379693,0.37637230,0.00000000,0.00975766,0.21806737,0.44012965,0.00000000,0.72296371,0.04154367
-4.66733367,1.11379601,0.34655996,0.00000000,0.00897525,0.20723891,0.41515049,0.00000000,0.68675254,0.03863054
-4.66133067,1.04557719,0.31788551,0.00000000,0.00821394,0.19577294,0.39174595,0.00000000,0.64894370,0.03580165
-4.65532766,0.98005030,0.29066236,0.00000000,0.00748298,0.18383929,0.37023150,0.00000000,0.61005479,0.03308791
-4.64932466,0.91801614,0.26514951,0.00000000,0.00679027,0.17160966,0.35086518,0.00000000,0.57060501,0.03051611
-4.64332166,0.86014894,0.24154854,0.00000000,0.00614219,0.15925283,0.33384237,0.00000000,0.53110091,0.02810841
