energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Ca_p_up,Ca_p_down,Ca_d_up,Ca_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-6.00000000,2.37869817,-2.37869647,0.01219173,-0.01219169,0.43217017,-0.43216995,0.00541988,-0.00541987,0.00000000,-0.00000000,0.39081713,-0.39081722,0.58950987,-0.58950929,0.03877494,-0.03877487,0.69130822,-0.69130763
-5.99399700,2.31600407,-2.31600259,0.01081192,-0.01081188,0.42565209,-0.42565194,0.00519360,-0.00519360,0.00000000,-0.00000000,0.39426533,-0.39426548,0.56734556,-0.56734506,0.03698344,-0.03698338,0.66864929,-0.66864873
-5.98799400,2.25921439,-2.25921313,0.00964305,-0.00964302,0.42082414,-0.42082406,0.00497856,-0.00497856,0.00000000,-0.00000000,0.39943876,-0.39943897,0.54714335,-0.54714292,0.03528745,-0.03528740,0.64678442,-0.64678390
-5.98199100,2.20872472,-2.20872369,0.00868022,-0.00868019,0.41763806,-0.41763803,0.00477736,-0.00477736,0.00000000,-0.00000000,0.40625016,-0.40625042,0.52902985,-0.52902950,0.03369139,-0.03369134,0.62598794,-0.62598746
-5.97598799,2.16483295,-2.16483215,0.00791947,-0.00791945,0.41602982,-0.41602984,0.00459231,-0.00459230,0.00000000,-0.00000000,0.41459941,-0.41459972,0.51311208,-0.51311181,0.03219787,-0.03219782,0.60650260,-0.60650217
-5.96998499,2.12774305,-2.12774249,0.00735819,-0.00735818,0.41592276,-0.41592283,0.00442537,-0.00442537,0.00000000,-0.00000000,0.42437762,-0.42437798,0.49947846,-0.49947827,0.03080783,-0.03080778,0.58853744,-0.58853706
-5.96398199,2.09757278,-2.09757246,0.00699535,-0.00699535,0.41723094,-0.41723107,0.00427821,-0.00427821,0.00000000,-0.00000000,0.43547117,-0.43547156,0.48820051,-0.48820041,0.02952061,-0.02952057,0.57226744,-0.57226713
-5.95797899,2.07436438,-2.07436430,0.00683169,-0.00683169,0.41986253,-0.41986270,0.00415210,-0.00415210,0.00000000,-0.00000000,0.44776554,-0.44776598,0.47933499,-0.47933498,0.02833420,-0.02833416,0.55783485,-0.55783459
-5.95197599,2.05809777,-2.05809793,0.00686972,-0.00686974,0.42372306,-0.42372328,0.00404801,-0.00404800,0.00000000,-0.00000000,0.46114893,-0.46114941,0.47292644,-0.47292652,0.02724547,-0.02724544,0.54535187,-0.54535168
-5.94597299,2.04870508,-2.04870549,0.00711375,-0.00711378,0.42871854,-0.42871880,0.00396654,-0.00396654,0.00000000,-0.00000000,0.47551527,-0.47551578,0.46900981,-0.46900999,0.02625050,-0.02625047,0.53490455,-0.53490443
-5.93996998,2.04608555,-2.04608619,0.00756972,-0.00756976,0.43475813,-0.43475843,0.00390802,-0.00390802,0.00000000,-0.00000000,0.49076667,-0.49076722,0.46761313,-0.46761341,0.02534488,-0.02534485,0.52655723,-0.52655718
-5.93396698,2.05011963,-2.05012052,0.00824497,-0.00824501,0.44175636,-0.44175670,0.00387249,-0.00387249,0.00000000,-0.00000000,0.50681514,-0.50681571,0.46875978,-0.46876015,0.02452411,-0.02452409,0.52035735,-0.52035737
-5.92796398,2.06068155,-2.06068268,0.00914796,-0.00914801,0.44963478,-0.44963515,0.00385971,-0.00385972,0.00000000,-0.00000000,0.52358357,-0.52358418,0.47247031,-0.47247079,0.02378393,-0.02378391,0.51634013,-0.51634023
-5.92196098,2.07764934,-2.07765071,0.01028788,-0.01028794,0.45832295,-0.45832335,0.00386928,-0.00386928,0.00000000,-0.00000000,0.54100602,-0.54100666,0.47876371,-0.47876430,0.02312067,-0.02312065,0.51453279,-0.51453297
-5.91595798,2.10091194,-2.10091356,0.01167424,-0.01167431,0.46775887,-0.46775932,0.00390055,-0.00390056,0.00000000,-0.00000000,0.55902730,-0.55902797,0.48765778,-0.48765847,0.02253155,-0.02253154,0.51495795,-0.51495821
-5.90995498,2.13037319,-2.13037505,0.01331637,-0.01331645,0.47788888,-0.47788936,0.00395277,-0.00395278,0.00000000,-0.00000000,0.57760208,-0.57760277,0.49916881,-0.49916961,0.02201498,-0.02201497,0.51763618,-0.51763652
