energy_ev,total_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-5.83191596,1.91292306,0.01893550,0.00000000,0.01583353,0.27632306,0.01072332,1.15218691,0.88643084,0.30610381
-5.82591296,1.93253931,0.01929358,0.00000000,0.01611481,0.27378025,0.01101055,1.17085016,0.89903242,0.30762677
-5.81990995,1.95213668,0.01962997,0.00000000,0.01636732,0.27219275,0.01129440,1.18845605,0.90896403,0.30957049
-5.81390695,1.97047525,0.01993260,0.00000000,0.01657533,0.27138078,0.01156546,1.20425152,0.91581348,0.31173169
-5.80790395,1.98638172,0.02019021,0.00000000,0.01672519,0.27115917,0.01181456,1.21753899,0.91924574,0.31390970
-5.80190095,1.99878818,0.02039275,0.00000000,0.01680563,0.27134333,0.01203305,1.22769910,0.91901257,0.31591375
-5.79589795,2.00676642,0.02053162,0.00000000,0.01680803,0.27175476,0.01221312,1.23421058,0.91495930,0.31756956
-5.78989495,2.00955691,0.02059999,0.00000000,0.01672653,0.27222598,0.01234796,1.23666675,0.90702887,0.31872529
-5.78389195,2.00659147,0.02059295,0.00000000,0.01655809,0.27260474,0.01243207,1.23478807,0.89526278,0.31925649
-5.77788894,1.99750923,0.02050766,0.00000000,0.01630250,0.27275749,0.01246138,1.22843049,0.87979930,0.31907005
-5.77188594,1.98216574,0.02034340,0.00000000,0.01596221,0.27257207,0.01243340,1.21758952,0.86086892,0.31810703
-5.76588294,1.96063517,0.02010160,0.00000000,0.01554217,0.27195955,0.01234724,1.20240000,0.83878750,0.31634445
-5.75987994,1.93320606,0.01978571,0.00000000,0.01504954,0.27085544,0.01220366,1.18313185,0.81394742,0.31379597
-5.75387694,1.90037129,0.01940114,0.00000000,0.01449344,0.26922009,0.01200500,1.16018219,0.78680706,0.31051165
-5.74787394,1.86281269,0.01895505,0.00000000,0.01388451,0.26703847,0.01175508,1.13406422,0.75787922,0.30657681
-5.74187094,1.82138153,0.01845612,0.00000000,0.01323461,0.26431947,0.01145907,1.10539347,0.72771890,0.30211012
-5.73586793,1.77707545,0.01791434,0.00000000,0.01255640,0.26109463,0.01112330,1.07487207,0.69691074,0.29726112
-5.72986493,1.73101301,0.01734071,0.00000000,0.01186292,0.25741645,0.01075506,1.04327146,0.66605674,0.29220706
-5.72386193,1.68440657,0.01674697,0.00000000,0.01116728,0.25335642,0.01036234,1.01141435,0.63576443,0.28714954
-5.71785893,1.63853427,0.01614528,0.00000000,0.01048229,0.24900267,0.00995365,0.98015624,0.60663586,0.28231063
-5.71185593,1.59471201,0.01554797,0.00000000,0.00982012,0.24445742,0.00953772,0.95036720,0.57925759,0.27792885
-5.70585293,1.55426572,0.01496723,0.00000000,0.00919209,0.23983425,0.00912329,0.92291404,0.55419179,0.27425489
-5.69984992,1.51850465,0.01441490,0.00000000,0.00860838,0.23525519,0.00871892,0.89864338,0.53196857,0.27154721
-5.69384692,1.48869574,0.01390215,0.00000000,0.00807790,0.23084767,0.00833280,0.87836576,0.51307932,0.27006744
-5.68784392,1.46603960,0.01343933,0.00000000,0.00760813,0.22674145,0.00797253,0.86284093,0.49797130,0.27007564
-5.68184092,1.45164797,0.01303575,0.00000000,0.00720503,0.22306546,0.00764506,0.85276436,0.48704294,0.27182545
-5.67583792,1.44652298,0.01269953,0.00000000,0.00687299,0.21994470,0.00735657,0.84875512,0.48064012,0.27555904
-5.66983492,1.45153813,0.01243742,0.00000000,0.00661483,0.21749717,0.00711238,0.85134504,0.47905283,0.28150203
-5.66383192,1.46742105,0.01225476,0.00000000,0.00643180,0.21583095,0.00691694,0.86096907,0.48251243,0.28985816
-5.65782891,1.49473814,0.01215533,0.00000000,0.00632364,0.21504141,0.00677382,0.87795702,0.49118897,0.30080404
-5.65182591,1.53388111,0.01214135,0.00000000,0.00628866,0.21520867,0.00668573,0.90252643,0.50518885,0.31448383
-5.64582291,1.58505562,0.01221341,0.00000000,0.00632381,0.21639540,0.00665453,0.93477681,0.52455234,0.33100403
-5.63981991,1.64827198,0.01237052,0.00000000,0.00642486,0.21864490,0.00668129,0.97468514,0.54925131,0.35042850
-5.63381691,1.72333836,0.01261009,0.00000000,0.00658648,0.22197962,0.00676636,1.02210279,0.57918698,0.37277378
-5.62781391,1.80985663,0.01292802,0.00000000,0.00680240,0.22640005,0.00690941,1.07675397,0.61418795,0.39800504
-5.62181091,1.90722108,0.01331876,0.00000000,0.00706564,0.23188422,0.00710947,1.13823586,0.65400854,0.42603263
-5.61580790,2.01462048,0.01377542,0.00000000,0.00736860,0.23838755,0.00736500,1.20602064,0.69832794,0.45670956
-5.60980490,2.13104365,0.01428990,0.00000000,0.00770334,0.24584330,0.00767391,1.27945951,0.74675014,0.48983016
-5.60380190,2.25528904,0.01485305,0.00000000,0.00806170,0.25416355,0.00803360,1.35778905,0.79880524,0.52512993
-5.59779890,2.38597848,0.01545483,0.00000000,0.00843554,0.26324064,0.00844094,1.44013998,0.85395223,0.56228697
-5.59179590,2.52157543,0.01608450,0.00000000,0.00881690,0.27294919,0.00889227,1.52554851,0.91158374,0.60092502
-5.58579290,2.66040777,0.01673085,0.00000000,0.00919819,0.28314857,0.00938345,1.61297048,0.97103288,0.64061824
-5.57978989,2.80069530,0.01738242,0.00000000,0.00957238,0.29368580,0.00990976,1.70129808,1.03158234,0.68089790
-5.57378689,2.94058173,0.01802772,0.00000000,0.00993309,0.30439892,0.01046595,1.78937938,1.09247604,0.72126079
-5.56778389,3.07817083,0.01865550,0.00000000,0.01027473,0.31512065,0.01104621,1.87604028,1.15293301,0.76117946
-5.56178089,3.21156630,0.01925498,0.00000000,0.01059260,0.32568240,0.01164417,1.96010862,1.21216350,0.80011401
-5.55577789,3.33891455,0.01981611,0.00000000,0.01088292,0.33591841,0.01225295,2.04044011,1.26938708,0.83752526
-5.54977489,3.45844942,0.02032977,0.00000000,0.01114284,0.34567006,0.01286520,2.11594536,1.32385198,0.87288888
-5.54377189,3.56853768,0.02078808,0.00000000,0.01137043,0.35479013,0.01347317,2.18561740,1.37485541,0.90571013
-5.53776888,3.66772384,0.02118452,0.00000000,0.01156466,0.36314692,0.01406887,2.24855877,1.42176386,0.93553869
-5.53176588,3.75477278,0.02151415,0.00000000,0.01172525,0.37062814,0.01464414,2.30400738,1.46403271,0.96198300
-5.52576288,3.82870844,0.02177376,0.00000000,0.01185264,0.37714434,0.01519092,2.35135996,1.50122423,0.98472356
-5.51975988,3.88884698,0.02196195,0.00000000,0.01194781,0.38263182,0.01570135,2.39019222,1.53302314,1.00352452
-5.51375688,3.93482267,0.02207925,0.00000000,0.01201221,0.38705484,0.01616809,2.42027470,1.55924875,1.01824313
-5.50775388,3.96660493,0.02212804,0.00000000,0.01204758,0.39040700,0.01658447,2.44158331,1.57986310,1.02883628
-5.50175088,3.98450547,0.02211261,0.00000000,0.01205585,0.39271172,0.01694474,2.45430392,1.59497432,1.03536393
-5.49574787,3.98917427,0.02203897,0.00000000,0.01203903,0.39402168,0.01724427,2.45883028,1.60483487,1.03798888
-5.48974487,3.98158404,0.02191477,0.00000000,0.01199910,0.39441727,0.01747976,2.45575494,1.60983435,1.03697291
-5.48374187,3.96300302,0.02174902,0.00000000,0.01193796,0.39400393,0.01764931,2.44585323,1.61048696,1.03266907
-5.47773887,3.93495652,0.02155187,0.00000000,0.01185732,0.39290857,0.01775257,2.43006027,1.60741385,1.02551036
-5.47173587,3.89917824,0.02133429,0.00000000,0.01175876,0.39127498,0.01779072,2.40944185,1.60132083,1.01599510
-5.46573287,3.85755275,0.02110773,0.00000000,0.01164363,0.38925857,0.01776645,2.38515978,1.59297229,1.00466956
-5.45972986,3.81205123,0.02088374,0.00000000,0.01151313,0.38702038,0.01768388,2.35843310,1.58316224,0.99210836
-5.45372686,3.76466286,0.02067357,0.00000000,0.01136826,0.38472089,0.01754831,2.33049634,1.57268368,0.97889354
-5.44772386,3.71732444,0.02048782,0.00000000,0.01120994,0.38251356,0.01736611,2.30255669,1.56229749,0.96559319
-5.44172086,3.67185139,0.02033608,0.00000000,0.01103896,0.38053858,0.01714435,2.27575159,1.55270225,0.95274042
-5.43571786,3.62987290,0.02022654,0.00000000,0.01085607,0.37891706,0.01689057,2.25110865,1.54450632,0.94081380
-5.42971486,3.59277421,0.02016576,0.00000000,0.01066199,0.37774593,0.01661242,2.22950967,1.53820339,0.93022003
-5.42371186,3.56164866,0.02015843,0.00000000,0.01045743,0.37709377,0.01631736,2.21166030,1.53415275,0.92127958
-5.41770885,3.53726164,0.02020716,0.00000000,0.01024310,0.37699786,0.01601238,2.19806669,1.53256512,0.91421619
-5.41170585,3.52002835,0.02031247,0.00000000,0.01001974,0.37746255,0.01570371,2.18902037,1.53349475,0.90915041
-5.40570285,3.51000621,0.02047278,0.00000000,0.00978808,0.37845910,0.01539660,2.18459194,1.53683829,0.90609765
-5.39969985,3.50690246,0.02068444,0.00000000,0.00954885,0.37992709,0.01509520,2.18463385,1.54234043,0.90497077
-5.39369685,3.51009649,0.02094200,0.00000000,0.00930274,0.38177718,0.01480244,2.18879228,1.54960609,0.90558698
-5.38769385,3.51867585,0.02123836,0.00000000,0.00905043,0.38389539,0.01452005,2.19652735,1.55811870,0.90767864
-5.38169085,3.53148407,0.02156514,0.00000000,0.00879251,0.38614836,0.01424855,2.20714070,1.56726352,0.91090754
-5.37568784,3.54717790,0.02191303,0.00000000,0.00852950,0.38838976,0.01398742,2.21980918,1.57635518,0.91488168
-5.36968484,3.56429116,0.02227215,0.00000000,0.00826186,0.39046710,0.01373524,2.23362277,1.58466776,0.91917386
-5.36368184,3.58130187,0.02263249,0.00000000,0.00798996,0.39222897,0.01348990,2.24762494,1.59146636,0.92334113
-5.35767884,3.59669948,0.02298426,0.00000000,0.00771413,0.39353208,0.01324885,2.26085352,1.59603825,0.92694400
-5.35167584,3.60904871,0.02331831,0.00000000,0.00743463,0.39424789,0.01300931,2.27237993,1.59772250,0.92956470
-5.34567284,3.61704723,0.02362637,0.00000000,0.00715172,0.39426832,0.01276858,2.28134506,1.59593643,0.93082357
-5.33966983,3.61957420,0.02390141,0.00000000,0.00686567,0.39351050,0.01252416,2.28699009,1.59019777,0.93039283
-5.33366683,3.61572788,0.02413774,0.00000000,0.00657680,0.39191999,0.01227402,2.28868099,1.58014167,0.92800732
-5.32766383,3.60485066,0.02433114,0.00000000,0.00628553,0.38947254,0.01201672,2.28592564,1.56553183,0.92347180
-5.32166083,3.58654095,0.02447889,0.00000000,0.00599235,0.38617425,0.01175147,2.27838330,1.54626532,0.91666473
-5.31565783,3.56065205,0.02457972,0.00000000,0.00569792,0.38206010,0.01147821,2.26586620,1.52237143,0.90753853
-5.30965483,3.52727854,0.02463364,0.00000000,0.00540302,0.37719101,0.01119757,2.24833371,1.49400449,0.89611670
-5.30365183,3.48673203,0.02464179,0.00000000,0.00510858,0.37164960,0.01091081,2.22588002,1.46143171,0.88248798
-5.29764882,3.43950798,0.02460616,0.00000000,0.00481565,0.36553491,0.01061973,2.19871627,1.42501658,0.86679841
-5.29164582,3.38624611,0.02452933,0.00000000,0.00452542,0.35895644,0.01032650,2.16714869,1.38519926,0.84924159
-5.28564282,3.32768717,0.02441422,0.00000000,0.00423914,0.35202782,0.01003353,2.13155429,1.34247486,0.83004803
-5.27963982,3.26462858,0.02426374,0.00000000,0.00395814,0.34486053,0.00974326,2.09235560,1.29737114,0.80947411
-5.27363682,3.19788170,0.02408060,0.00000000,0.00368374,0.33755798,0.00945805,2.04999616,1.25042659,0.78779136
-5.26763382,3.12823306,0.02386710,0.00000000,0.00341723,0.33021035,0.00917995,2.00491814,1.20217013,0.76527645
-5.26163082,3.05641149,0.02362492,0.00000000,0.00315984,0.32289035,0.00891063,1.95754313,1.15310333,0.74220255
-5.25562781,2.98306264,0.02335506,0.00000000,0.00291267,0.31565026,0.00865125,1.90825722,1.10368584,0.71883208
-5.24962481,2.90873174,0.02305781,0.00000000,0.00267668,0.30852026,0.00840242,1.85740071,1.05432444,0.69541128
-5.24362181,2.83385501,0.02273274,0.00000000,0.00245267,0.30150817,0.00816412,1.80526290,1.00536607,0.67216651
-5.23761881,2.75875949,0.02237884,0.00000000,0.00224122,0.29460046,0.00793577,1.75208157,0.95709468,0.64930222
-5.23161581,2.68367052,0.02199461,0.00000000,0.00204274,0.28776458,0.00771624,1.69804696,0.90973163,0.62700053
-5.22561281,2.60872571,0.02157828,0.00000000,0.00185741,0.28095227,0.00750396,1.64330945,0.86343931,0.60542203
-5.21960980,2.53399403,0.02112800,0.00000000,0.00168525,0.27410371,0.00729699,1.58799008,0.81832731,0.58470758
-5.21360680,2.45949817,0.02064204,0.00000000,0.00152608,0.26715221,0.00709316,1.53219289,0.77446046,0.56498088
-5.20760380,2.38523855,0.02011906,0.00000000,0.00137956,0.26002907,0.00689023,1.47601807,0.73186809,0.54635124
-5.20160080,2.31121718,0.01955827,0.00000000,0.00124522,0.25266852,0.00668595,1.41957485,0.69055372,0.52891653
-5.19559780,2.23745969,0.01895962,0.00000000,0.00112249,0.24501226,0.00647825,1.36299311,0.65050460,0.51276581
-5.18959480,2.16403426,0.01832394,0.00000000,0.00101070,0.23701343,0.00626534,1.30643299,0.61170052,0.49798156
-5.18359180,2.09106627,0.01765303,0.00000000,0.00090914,0.22863988,0.00604577,1.25009180,0.57412137,0.48464125
-5.17758879,2.01874786,0.01694970,0.00000000,0.00081707,0.21987654,0.00581854,1.19420772,0.53775327,0.47281825
-5.17158579,1.94734201,0.01621778,0.00000000,0.00073375,0.21072673,0.00558314,1.13906019,0.50259296,0.46258180
-5.16558279,1.87718101,0.01546202,0.00000000,0.00065842,0.20121262,0.00533954,1.08496684,0.46865043,0.45399637
-5.15957979,1.80865959,0.01468803,0.00000000,0.00059040,0.19137454,0.00508820,1.03227723,0.43594989,0.44712014
-5.15357679,1.74222309,0.01390210,0.00000000,0.00052899,0.18126959,0.00483007,0.98136371,0.40452913,0.44200283
-5.14757379,1.67835163,0.01311105,0.00000000,0.00047358,0.17096931,0.00456648,0.93260993,0.37443763,0.43868302
-5.14157079,1.61754101,0.01232198,0.00000000,0.00042358,0.16055692,0.00429913,0.88639766,0.34573361,0.43718501
-5.13556778,1.56028151,0.01154212,0.00000000,0.00037848,0.15012396,0.00402999,0.84309250,0.31848036,0.43751537
-5.12956478,1.50703563,0.01077857,0.00000000,0.00033780,0.13976686,0.00376121,0.80302940,0.29274214,0.43965947
-5.12356178,1.45821600,0.01003808,0.00000000,0.00030111,0.12958331,0.00349507,0.76649851,0.26857997,0.44357806
-5.11755878,1.41416444,0.00932690,0.00000000,0.00026803,0.11966883,0.00323384,0.73373220,0.24604760,0.44920404
-5.11155578,1.37513325,0.00865055,0.00000000,0.00023822,0.11011358,0.00297976,0.70489388,0.22518788,0.45643980
-5.10555278,1.34126961,0.00801373,0.00000000,0.00021137,0.10099959,0.00273494,0.68006909,0.20602963,0.46515506
-5.09954977,1.31260382,0.00742016,0.00000000,0.00018722,0.09239839,0.00250133,0.65925934,0.18858533,0.47518562
-5.09354677,1.28904184,0.00687256,0.00000000,0.00016551,0.08436933,0.00228063,0.64237898,0.17284953,0.48633304
-5.08754377,1.27036276,0.00637255,0.00000000,0.00014603,0.07695835,0.00207430,0.62925540,0.15879809,0.49836539
-5.08154077,1.25622111,0.00592073,0.00000000,0.00012858,0.07019744,0.00188354,0.61963236,0.14638834,0.51101931
-5.07553777,1.24615415,0.00551664,0.00000000,0.00011296,0.06410457,0.00170923,0.61317660,0.13555994,0.52400331
-5.06953477,1.23959385,0.00515889,0.00000000,0.00009902,0.05868422,0.00155198,0.60948739,0.12623650,0.53700237
-5.06353177,1.23588323,0.00484523,0.00000000,0.00008660,0.05392825,0.00141213,0.60810861,0.11832786,0.54968391
-5.05752876,1.23429639,0.00457268,0.00000000,0.00007555,0.04981725,0.00128974,0.60854308,0.11173288,0.56170483
-5.05152576,1.23406155,0.00433768,0.00000000,0.00006575,0.04632210,0.00118461,0.61026842,0.10634264,0.57271964
-5.04552276,1.23438629,0.00413623,0.00000000,0.00005707,0.04340574,0.00109633,0.61275400,0.10204388,0.58238940
-5.03951976,1.23448385,0.00396403,0.00000000,0.00004941,0.04102511,0.00102427,0.61547818,0.09872271,0.59039109
-5.03351676,1.23359980,0.00381668,0.00000000,0.00004266,0.03913301,0.00096762,0.61794528,0.09626823,0.59642720
-5.02751376,1.23103770,0.00368981,0.00000000,0.00003673,0.03768004,0.00092540,0.61970169,0.09457609,0.60023505
-5.02151076,1.22618303,0.00357920,0.00000000,0.00003154,0.03661640,0.00089649,0.62035033,0.09355187,0.60159557
-5.01550775,1.21852429,0.00348095,0.00000000,0.00002701,0.03589349,0.00087966,0.61956312,0.09311406,0.60034103
-5.00950475,1.20767060,0.00339154,0.00000000,0.00002308,0.03546539,0.00087356,0.61709085,0.09319661,0.59636144
-5.00350175,1.19336490,0.00330796,0.00000000,0.00001967,0.03529009,0.00087678,0.61277029,0.09375102,0.58960927
-4.99749875,1.17549259,0.00322772,0.00000000,0.00001675,0.03533045,0.00088784,0.60652804,0.09474768,0.58010228
-4.99149575,1.15408492,0.00314895,0.00000000,0.00001426,0.03555498,0.00090525,0.59838130,0.09617666,0.56792424
-4.98549275,1.12931743,0.00307035,0.00000000,0.00001216,0.03593825,0.00092748,0.58843539,0.09804760,0.55322353
-4.97948974,1.10150324,0.00299125,0.00000000,0.00001043,0.03646117,0.00095302,0.57687826,0.10038901,0.53620965
-4.97348674,1.07108178,0.00291152,0.00000000,0.00000903,0.03711095,0.00098042,0.56397224,0.10324663,0.51714769
-4.96748374,1.03860333,0.00283157,0.00000000,0.00000794,0.03788082,0.00100827,0.55004333,0.10668114,0.49635111
-4.96148074,1.00470998,0.00275223,0.00000000,0.00000717,0.03876959,0.00103527,0.53546858,0.11076503,0.47417307
-4.95547774,0.97011411,0.00267476,0.00000000,0.00000669,0.03978099,0.00106023,0.52066197,0.11557895,0.45099667
-4.94947474,0.93557481,0.00260069,0.00000000,0.00000652,0.04092288,0.00108210,0.50605938,0.12120740,0.42722448
-4.94347174,0.90187357,0.00253176,0.00000000,0.00000667,0.04220626,0.00110002,0.49210317,0.12773404,0.40326791
-4.93746873,0.86978990,0.00246986,0.00000000,0.00000717,0.04364425,0.00111328,0.47922695,0.13523673,0.37953667
-4.93146573,0.84007785,0.00241689,0.00000000,0.00000804,0.04525100,0.00112142,0.46784103,0.14378244,0.35642881
-4.92546273,0.81344413,0.00237471,0.00000000,0.00000932,0.04704052,0.00112414,0.45831908,0.15342235,0.33432167
-4.91945973,0.79052863,0.00234509,0.00000000,0.00001106,0.04902562,0.00112141,0.45098630,0.16418710,0.31356393
-4.91345673,0.77188780,0.00232960,0.00000000,0.00001333,0.05121678,0.00111337,0.44610959,0.17608277,0.29446915
-4.90745373,0.75798131,0.00232957,0.00000000,0.00001619,0.05362124,0.00110042,0.44388987,0.18908738,0.27731063
-4.90145073,0.74916226,0.00234607,0.00000000,0.00001972,0.05624209,0.00108310,0.44445676,0.20314849,0.26231790
-4.89544772,0.74567102,0.00237986,0.00000000,0.00002400,0.05907763,0.00106217,0.44786580,0.21818173,0.24967467
-4.88944472,0.74763271,0.00243140,0.00000000,0.00002911,0.06212084,0.00103852,0.45409804,0.23407070,0.23951812
-4.88344172,0.75505804,0.00250081,0.00000000,0.00003516,0.06535904,0.00101314,0.46306210,0.25066802,0.23193945
-4.87743872,0.76784732,0.00258789,0.00000000,0.00004223,0.06877387,0.00098712,0.47459848,0.26779781,0.22698540
-4.87143572,0.78579727,0.00269214,0.00000000,0.00005041,0.07234133,0.00096160,0.48848589,0.28525945,0.22466062
-4.86543272,0.80861009,0.00281275,0.00000000,0.00005979,0.07603215,0.00093768,0.50444933,0.30283256,0.22493058
-4.85942971,0.83590439,0.00294865,0.00000000,0.00007043,0.07981232,0.00091647,0.52216962,0.32028304,0.22772490
-4.85342671,0.86722752,0.00309854,0.00000000,0.00008239,0.08364376,0.00089898,0.54129399,0.33737003,0.23294076
-4.84742371,0.90206872,0.00326086,0.00000000,0.00009571,0.08748518,0.00088610,0.56144743,0.35385343,0.24044647
-4.84142071,0.93987271,0.00343391,0.00000000,0.00011040,0.09129300,0.00087857,0.58224428,0.36950185,0.25008482
-4.83541771,0.98005338,0.00361578,0.00000000,0.00012643,0.09502240,0.00087698,0.60329978,0.38410053,0.26167641
-4.82941471,1.02200715,0.00380443,0.00000000,0.00014376,0.09862837,0.00088169,0.62424129,0.39745906,0.27502267
-4.82341171,1.06512586,0.00399773,0.00000000,0.00016231,0.10206674,0.00089287,0.64471872,0.40941845,0.28990890
-4.81740870,1.10880890,0.00419343,0.00000000,0.00018193,0.10529523,0.00091044,0.66441400,0.41985743,0.30610708
-4.81140570,1.15247468,0.00438923,0.00000000,0.00020248,0.10827441,0.00093412,0.68304936,0.42869757,0.32337879
-4.80540270,1.19557112,0.00458281,0.00000000,0.00022373,0.11096860,0.00096341,0.70039422,0.43590717,0.34147815
-4.79939970,1.23758542,0.00477183,0.00000000,0.00024546,0.11334661,0.00099759,0.71627065,0.44150365,0.36015494
-4.79339670,1.27805294,0.00495400,0.00000000,0.00026738,0.11538247,0.00103577,0.73055722,0.44555441,0.37915807
-4.78739370,1.31656531,0.00512708,0.00000000,0.00028919,0.11705597,0.00107692,0.74319141,0.44817617,0.39823919
-4.78139070,1.35277763,0.00528897,0.00000000,0.00031056,0.11835311,0.00111986,0.75417039,0.44953272,0.41715671
-4.77538769,1.38641482,0.00543772,0.00000000,0.00033116,0.11926641,0.00116337,0.76355032,0.44983123,0.43568008
-4.76938469,1.41727698,0.00557160,0.00000000,0.00035064,0.11979514,0.00120616,0.77144427,0.44931718,0.45359414
-4.76338169,1.44524346,0.00568915,0.00000000,0.00036868,0.11994534,0.00124697,0.77801875,0.44826820,0.47070362
-4.75737869,1.47027556,0.00578921,0.00000000,0.00038496,0.11972983,0.00128459,0.78348886,0.44698672,0.48683735
-4.75137569,1.49241754,0.00587098,0.00000000,0.00039921,0.11916797,0.00131791,0.78811240,0.44579199,0.50185228
-4.74537269,1.51179561,0.00593407,0.00000000,0.00041117,0.11828532,0.00134596,0.79218262,0.44501135,0.51563675
-4.73936968,1.52861465,0.00597853,0.00000000,0.00042068,0.11711321,0.00136795,0.79602014,0.44497114,0.52811303
-4.73336668,1.54315248,0.00600484,0.00000000,0.00042759,0.11568802,0.00138332,0.79996373,0.44598749,0.53923891
-4.72736368,1.55575153,0.00601395,0.00000000,0.00043186,0.11405045,0.00139172,0.80436048,0.44835701,0.54900798
-4.72136068,1.56680782,0.00600724,0.00000000,0.00043350,0.11224454,0.00139305,0.80955517,0.45234787,0.55744881
-4.71535768,1.57675749,0.00598650,0.00000000,0.00043259,0.11031658,0.00138750,0.81587936,0.45819127,0.56462266
-4.70935468,1.58606113,0.00595391,0.00000000,0.00042930,0.10831390,0.00137549,0.82364028,0.46607362,0.57062004
-4.70335168,1.59518625,0.00591192,0.00000000,0.00042386,0.10628356,0.00135769,0.83310988,0.47612968,0.57555599
-4.69734867,1.60458868,0.00586324,0.00000000,0.00041657,0.10427098,0.00133502,0.84451441,0.48843674,0.57956446
-4.69134567,1.61469355,0.00581069,0.00000000,0.00040778,0.10231857,0.00130855,0.85802487,0.50301024,0.58279193
-4.68534267,1.62587650,0.00575715,0.00000000,0.00039789,0.10046438,0.00127956,0.87374875,0.51980084,0.58539055
-4.67933967,1.63844636,0.00570541,0.00000000,0.00038734,0.09874091,0.00124942,0.89172340,0.53869319,0.58751122
-4.67333667,1.65262971,0.00565812,0.00000000,0.00037658,0.09717396,0.00121956,0.91191134,0.55950652,0.58929682
-4.66733367,1.66855843,0.00561767,0.00000000,0.00036607,0.09578181,0.00119147,0.93419788,0.58199711,0.59087603
-4.66133067,1.68626075,0.00558609,0.00000000,0.00035625,0.09457456,0.00116657,0.95839120,0.60586259,0.59235793
-4.65532766,1.70565625,0.00556497,0.00000000,0.00034756,0.09355381,0.00114622,0.98422487,0.63074816,0.59382763
-4.64932466,1.72655527,0.00555544,0.00000000,0.00034036,0.09271262,0.00113164,1.01136303,0.65625444,0.59534319
-4.64332166,1.74866254,0.00555809,0.00000000,0.00033501,0.09203583,0.00112388,1.03940789,0.68194690,0.59693375
