energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.85592796,2.26149386,-2.26149624,0.43127059,-0.43127118,0.07477487,-0.07477501,0.00576149,-0.00576152,0.72488578,-0.72488645,1.08756874,-1.08757014,1.06371986,-1.06372068,0.47120633,-0.47120697,0.00000000,-0.00000000
-5.84992496,2.18529516,-2.18529749,0.42138547,-0.42138603,0.07074479,-0.07074492,0.00539805,-0.00539807,0.69985816,-0.69985883,1.04630137,-1.04630272,1.02993425,-1.02993508,0.45678201,-0.45678262,0.00000000,-0.00000000
-5.84392196,2.10983917,-2.10984143,0.41268157,-0.41268209,0.06720047,-0.06720059,0.00502197,-0.00502199,0.67433624,-0.67433690,1.00520497,-1.00520628,0.99531338,-0.99531420,0.44344942,-0.44345000,0.00000000,-0.00000000
-5.83791896,2.03629054,-2.03629270,0.40527992,-0.40528041,0.06418917,-0.06418928,0.00463937,-0.00463939,0.64873013,-0.64873078,0.96453595,-0.96453720,0.96062857,-0.96062938,0.43134785,-0.43134839,0.00000000,-0.00000000
-5.83191596,1.96583711,-1.96583916,0.39930734,-0.39930778,0.06175409,-0.06175418,0.00425607,-0.00425609,0.62345779,-0.62345841,0.92456488,-0.92456607,0.92666984,-0.92667063,0.42062354,-0.42062403,0.00000000,-0.00000000
-5.82591296,1.89966437,-1.89966628,0.39489371,-0.39489411,0.05993425,-0.05993432,0.00387747,-0.00387749,0.59893557,-0.59893617,0.88557560,-0.88557674,0.89422499,-0.89422574,0.41142775,-0.41142819,0.00000000,-0.00000000
-5.81990995,1.83892832,-1.83893007,0.39216826,-0.39216861,0.05876437,-0.05876441,0.00350843,-0.00350845,0.57556861,-0.57556918,0.84786247,-0.84786354,0.86405884,-0.86405953,0.40391386,-0.40391425,0.00000000,-0.00000000
-5.81390695,1.78472766,-1.78472924,0.39125490,-0.39125520,0.05827463,-0.05827466,0.00315320,-0.00315323,0.55374130,-0.55374183,0.81172569,-0.81172669,0.83689347,-0.83689411,0.39823353,-0.39823386,0.00000000,-0.00000000
-5.80790395,1.73807648,-1.73807787,0.39226682,-0.39226706,0.05849046,-0.05849046,0.00281536,-0.00281538,0.53380840,-0.53380889,0.77746518,-0.77746610,0.81339016,-0.81339072,0.39453198,-0.39453226,0.00000000,-0.00000000
-5.80190095,1.69987839,-1.69987957,0.39530063,-0.39530081,0.05943217,-0.05943215,0.00249779,-0.00249781,0.51608701,-0.51608744,0.74537308,-0.74537393,0.79413354,-0.79413402,0.39294277,-0.39294298,0.00000000,-0.00000000
-5.79589795,1.67090323,-1.67090421,0.40043035,-0.40043047,0.06111458,-0.06111453,0.00220269,-0.00220271,0.50084973,-0.50085011,0.71572559,-0.71572636,0.77961870,-0.77961909,0.39358214,-0.39358229,0.00000000,-0.00000000
-5.78989495,1.65176748,-1.65176823,0.40770163,-0.40770169,0.06354662,-0.06354655,0.00193158,-0.00193160,0.48831935,-0.48831968,0.68877443,-0.68877512,0.77024143,-0.77024173,0.39654350,-0.39654358,0.00000000,-0.00000000
-5.78389195,1.64291897,-1.64291949,0.41712657,-0.41712658,0.06673091,-0.06673082,0.00168540,-0.00168541,0.47866519,-0.47866546,0.66473865,-0.66473926,0.76629190,-0.76629211,0.40189209,-0.40189211,0.00000000,-0.00000000
-5.77788894,1.64462683,-1.64462712,0.42867951,-0.42867946,0.07066336,-0.07066324,0.00146452,-0.00146453,0.47200111,-0.47200132,0.64379723,-0.64379775,0.76795186,-0.76795198,0.40966044,-0.40966040,0.00000000,-0.00000000
-5.77188594,1.65697683,-1.65697690,0.44229409,-0.44229399,0.07533285,-0.07533270,0.00126887,-0.00126888,0.46838541,-0.46838556,0.62608286,-0.62608329,0.77529518,-0.77529520,0.41984475,-0.41984465,0.00000000,-0.00000000
-5.76588294,1.67987248,-1.67987232,0.45786193,-0.45786177,0.08072104,-0.08072087,0.00109800,-0.00109801,0.46782229,-0.46782239,0.61167746,-0.61167781,0.78829151,-0.78829143,0.43240250,-0.43240234,0.00000000,-0.00000000
-5.75987994,1.71304145,-1.71304107,0.47523294,-0.47523273,0.08680226,-0.08680207,0.00095118,-0.00095119,0.47026489,-0.47026493,0.60060953,-0.60060979,0.80681267,-0.80681250,0.44725154,-0.44725132,0.00000000,-0.00000000
-5.75387694,1.75604711,-1.75604654,0.49421753,-0.49421728,0.09354362,-0.09354341,0.00082748,-0.00082749,0.47561947,-0.47561945,0.59285338,-0.59285356,0.83064128,-0.83064102,0.46427062,-0.46427035,0.00000000,-0.00000000
-5.74787394,1.80830433,-1.80830357,0.51459052,-0.51459024,0.10090525,-0.10090501,0.00072591,-0.00072591,0.48375057,-0.48375050,0.58833052,-0.58833062,0.85948091,-0.85948058,0.48330160,-0.48330128,0.00000000,-0.00000000
-5.74187094,1.86909859,-1.86909765,0.53609670,-0.53609639,0.10884073,-0.10884047,0.00064541,-0.00064541,0.49448670,-0.49448658,0.58691264,-0.58691267,0.89296730,-0.89296689,0.50415300,-0.50415263,0.00000000,-0.00000000
-5.73586793,1.93760737,-1.93760628,0.55845770,-0.55845737,0.11729773,-0.11729746,0.00058502,-0.00058503,0.50762622,-0.50762606,0.58842628,-0.58842624,0.93067983,-0.93067936,0.52660493,-0.52660453,0.00000000,-0.00000000
-5.72986493,2.01292276,-2.01292153,0.58137996,-0.58137962,0.12621877,-0.12621849,0.00054389,-0.00054390,0.52294304,-0.52294283,0.59265860,-0.59265850,0.97215279,-0.97215226,0.55041506,-0.55041463,0.00000000,-0.00000000
-5.72386193,2.09407385,-2.09407250,0.60456323,-0.60456289,0.13554212,-0.13554181,0.00052136,-0.00052136,0.54019180,-0.54019155,0.59936398,-0.59936382,1.01688578,-1.01688521,0.57532533,-0.57532488,0.00000000,-0.00000000
-5.71785893,2.18004814,-2.18004670,0.62770934,-0.62770900,0.14520273,-0.14520242,0.00051696,-0.00051696,0.55911240,-0.55911211,0.60827095,-0.60827074,1.06435297,-1.06435236,0.60106909,-0.60106862,0.00000000,-0.00000000
-5.71185593,2.26981090,-2.26980937,0.65053062,-0.65053028,0.15513335,-0.15513302,0.00053049,-0.00053049,0.57943350,-0.57943318,0.61908911,-0.61908886,1.11401080,-1.11401017,0.62737822,-0.62737775,0.00000000,-0.00000000
-5.70585293,2.36232179,-2.36232020,0.67275763,-0.67275731,0.16526543,-0.16526510,0.00056203,-0.00056203,0.60087523,-0.60087488,0.63151571,-0.63151543,1.16530411,-1.16530345,0.65399000,-0.65398952,0.00000000,-0.00000000
-5.69984992,2.45654847,-2.45654684,0.69414587,-0.69414558,0.17553016,-0.17552982,0.00061190,-0.00061189,0.62315079,-0.62315042,0.64524153,-0.64524122,1.21767064,-1.21766998,0.68065323,-0.68065276,0.00000000,-0.00000000
-5.69384692,2.55147691,-2.55147526,0.71448103,-0.71448076,0.18585928,-0.18585893,0.00068069,-0.00068069,0.64596746,-0.64596707,0.65995598,-0.65995564,1.27054425,-1.27054359,0.70713353,-0.70713307,0.00000000,-0.00000000
-5.68784392,2.64611870,-2.64611703,0.73358264,-0.73358240,0.19618580,-0.19618545,0.00076927,-0.00076926,0.66902694,-0.66902654,0.67535131,-0.67535095,1.32335699,-1.32335633,0.73321735,-0.73321689,0.00000000,-0.00000000
-5.68184092,2.73951571,-2.73951405,0.75130610,-0.75130590,0.20644457,-0.20644422,0.00087867,-0.00087867,0.69202557,-0.69202516,0.69112597,-0.69112560,1.37554060,-1.37553996,0.75871473,-0.75871429,0.00000000,-0.00000000
-5.67583792,2.83074290,-2.83074126,0.76754294,-0.76754277,0.21657265,-0.21657229,0.00101015,-0.00101014,0.71465458,-0.71465416,0.70698723,-0.70698685,1.42652795,-1.42652733,0.78346072,-0.78346030,0.00000000,-0.00000000
-5.66983492,2.91890986,-2.91890824,0.78221951,-0.78221937,0.22650948,-0.22650912,0.00116507,-0.00116506,0.73660090,-0.73660048,0.72265320,-0.72265282,1.47575478,-1.47575420,0.80731544,-0.80731503,0.00000000,-0.00000000
-5.66383192,3.00316212,-3.00316054,0.79529426,-0.79529417,0.23619694,-0.23619658,0.00134487,-0.00134486,0.75754873,-0.75754831,0.73785467,-0.73785428,1.52266247,-1.52266193,0.83016284,-0.83016245,0.00000000,-0.00000000
-5.65782891,3.08268299,-3.08268147,0.80675401,-0.80675395,0.24557924,-0.24557888,0.00155102,-0.00155101,0.77718219,-0.77718178,0.75233666,-0.75233627,1.56670201,-1.56670151,0.85190850,-0.85190813,0.00000000,-0.00000000
-5.65182591,3.15669671,-3.15669524,0.81660928,-0.81660926,0.25460271,-0.25460235,0.00178493,-0.00178492,0.79518929,-0.79518889,0.76586032,-0.76585995,1.60733955,-1.60733910,0.87247652,-0.87247617,0.00000000,-0.00000000
-5.64582291,3.22447332,-3.22447191,0.82488933,-0.82488935,0.26321553,-0.26321517,0.00204790,-0.00204789,0.81126714,-0.81126675,0.77820508,-0.77820470,1.64406371,-1.64406332,0.89180584,-0.89180551,0.00000000,-0.00000000
-5.63981991,3.28533577,-3.28533444,0.83163703,-0.83163707,0.27136748,-0.27136712,0.00234104,-0.00234103,0.82512847,-0.82512810,0.78917115,-0.78917079,1.67639445,-1.67639413,0.90984627,-0.90984597,0.00000000,-0.00000000
-5.63381691,3.33866910,-3.33866786,0.83690399,-0.83690407,0.27900973,-0.27900937,0.00266522,-0.00266520,0.83650923,-0.83650889,0.79858269,-0.79858234,1.70389333,-1.70389308,0.92655456,-0.92655428,0.00000000,-0.00000000
-5.62781391,3.38393156,-3.38393041,0.84074628,-0.84074639,0.28609477,-0.28609442,0.00302098,-0.00302097,0.84517688,-0.84517656,0.80629120,-0.80629086,1.72617471,-1.72617453,0.94189068,-0.94189042,0.00000000,-0.00000000
-5.62181091,3.42066700,-3.42066595,0.84322075,-0.84322089,0.29257643,-0.29257608,0.00340852,-0.00340851,0.85093897,-0.85093868,0.81217924,-0.81217892,1.74291733,-1.74291723,0.95581462,-0.95581439,0.00000000,-0.00000000
-5.61580790,3.44851794,-3.44851700,0.84438233,-0.84438249,0.29841016,-0.29840981,0.00382761,-0.00382759,0.85365153,-0.85365128,0.81616417,-0.81616386,1.75387554,-1.75387552,0.96828399,-0.96828378,0.00000000,-0.00000000
-5.60980490,3.46723821,-3.46723738,0.84428220,-0.84428238,0.30355347,-0.30355313,0.00427755,-0.00427753,0.85322668,-0.85322646,0.81820150,-0.81820121,1.75888947,-1.75888953,0.97925234,-0.97925216,0.00000000,-0.00000000
-5.60380190,3.47670421,-3.47670350,0.84296686,-0.84296707,0.30796664,-0.30796631,0.00475718,-0.00475716,0.84963881,-0.84963862,0.81828774,-0.81828746,1.75789335,-1.75789349,0.98866854,-0.98866839,0.00000000,-0.00000000
-5.59779890,3.47692379,-3.47692321,0.84047811,-0.84047834,0.31161362,-0.31161331,0.00526482,-0.00526480,0.84292893,-0.84292878,0.81646213,-0.81646187,1.75092131,-1.75092152,0.99647710,-0.99647698,0.00000000,-0.00000000
-5.59179590,3.46804165,-3.46804120,0.83685359,-0.83685384,0.31446309,-0.31446279,0.00579831,-0.00579829,0.83320671,-0.83320660,0.81280719,-0.81280695,1.73811007,-1.73811037,1.00261938,-1.00261931,0.00000000,-0.00000000
-5.58579290,3.45034066,-3.45034035,0.83212792,-0.83212820,0.31648969,-0.31648941,0.00635497,-0.00635495,0.82064976,-0.82064968,0.80744763,-0.80744741,1.71969813,-1.71969849,1.00703575,-1.00703572,0.00000000,-0.00000000
-5.57978989,3.42423833,-3.42423816,0.82633414,-0.82633444,0.31767530,-0.31767505,0.00693165,-0.00693163,0.80550020,-0.80550015,0.80054754,-0.80054734,1.69602109,-1.69602152,1.00966835,-1.00966836,0.00000000,-0.00000000
-5.57378689,3.39027833,-3.39027830,0.81950522,-0.81950554,0.31801037,-0.31801014,0.00752475,-0.00752473,0.78805826,-0.78805825,0.79230578,-0.79230560,1.66750338,-1.66750388,1.01046438,-1.01046444,0.00000000,-0.00000000
-5.56778389,3.34911696,-3.34911707,0.81167553,-0.81167588,0.31749506,-0.31749486,0.00813026,-0.00813023,0.76867329,-0.76867330,0.78294958,-0.78294943,1.63464634,-1.63464688,1.00937976,-1.00937988,0.00000000,-0.00000000
-5.56178089,3.30150494,-3.30150518,0.80288209,-0.80288246,0.31614030,-0.31614013,0.00874378,-0.00874376,0.74773234,-0.74773237,0.77272656,-0.77272643,1.59801317,-1.59801376,1.00638273,-1.00638291,0.00000000,-0.00000000
-5.55577789,3.24826520,-3.24826558,0.79316541,-0.79316580,0.31396854,-0.31396839,0.00936063,-0.00936061,0.72564688,-0.72564694,0.76189538,-0.76189528,1.55821156,-1.55821219,1.00145732,-1.00145756,0.00000000,-0.00000000
-5.54977489,3.19026753,-3.19026804,0.78256992,-0.78257034,0.31101412,-0.31101400,0.00997583,-0.00997582,0.70283830,-0.70283838,0.75071554,-0.75071546,1.51587447,-1.51587514,0.99460637,-0.99460667,0.00000000,-0.00000000
-5.54377189,3.12840113,-3.12840176,0.77114397,-0.77114442,0.30732328,-0.30732320,0.01058424,-0.01058422,0.67972276,-0.67972285,0.73943660,-0.73943655,1.47164020,-1.47164089,0.98585385,-0.98585421,0.00000000,-0.00000000
-5.53776888,3.06354638,-3.06354713,0.75893930,-0.75893977,0.30295367,-0.30295362,0.01118054,-0.01118053,0.65669623,-0.65669632,0.72828760,-0.72828758,1.42613249,-1.42613319,0.97524637,-0.97524680,0.00000000,-0.00000000
-5.53176588,2.99654709,-2.99654794,0.74601015,-0.74601064,0.29797330,-0.29797328,0.01175935,-0.01175933,0.63412040,-0.63412050,0.71746697,-0.71746697,1.37994168,-1.37994239,0.96285371,-0.96285420,0.00000000,-0.00000000
-5.52576288,2.92818441,-2.92818536,0.73241204,-0.73241255,0.29245910,-0.29245911,0.01231525,-0.01231523,0.61231021,-0.61231031,0.70713364,-0.70713368,1.33360778,-1.33360849,0.94876817,-0.94876872,0.00000000,-0.00000000
-5.51975988,2.85915370,-2.85915474,0.71820033,-0.71820086,0.28649492,-0.28649496,0.01284287,-0.01284286,0.59152351,-0.59152362,0.69739984,-0.69739990,1.28760603,-1.28760674,0.93310295,-0.93310355,0.00000000,-0.00000000
-5.51375688,2.79004535,-2.79004647,0.70342871,-0.70342926,0.28016917,-0.28016924,0.01333696,-0.01333695,0.57195344,-0.57195355,0.68832580,-0.68832589,1.24233575,-1.24233645,0.91598939,-0.91599004,0.00000000,-0.00000000
-5.50775388,2.72133033,-2.72133152,0.68814772,-0.68814830,0.27357215,-0.27357223,0.01379242,-0.01379241,0.55372372,-0.55372383,0.67991696,-0.67991707,1.19811276,-1.19811344,0.89757328,-0.89757397,0.00000000,-0.00000000
-5.50175088,2.65335109,-2.65335234,0.67240343,-0.67240402,0.26679310,-0.26679320,0.01420437,-0.01420437,0.53688725,-0.53688735,0.67212362,-0.67212377,1.15516554,-1.15516621,0.87801042,-0.87801115,0.00000000,-0.00000000
-5.49574787,2.58631823,-2.58631953,0.65623636,-0.65623696,0.25991731,-0.25991743,0.01456826,-0.01456826,0.52142772,-0.52142782,0.66484330,-0.66484347,1.11363536,-1.11363602,0.85746166,-0.85746242,0.00000000,-0.00000000
-5.48974487,2.52031275,-2.52031409,0.63968087,-0.63968149,0.25302325,-0.25302338,0.01487990,-0.01487990,0.50726442,-0.50726452,0.65792545,-0.65792565,1.07357989,-1.07358053,0.83608765,-0.83608843,0.00000000,-0.00000000
-5.48374187,2.45529402,-2.45529541,0.62276485,-0.62276547,0.24617992,-0.24618006,0.01513553,-0.01513553,0.49425957,-0.49425968,0.65117867,-0.65117890,1.03498024,-1.03498086,0.81404366,-0.81404445,0.00000000,-0.00000000
-5.47773887,2.39111270,-2.39111412,0.60550997,-0.60551060,0.23944469,-0.23944483,0.01533190,-0.01533191,0.48222808,-0.48222819,0.64437973,-0.64437999,0.99775080,-0.99775140,0.79147479,-0.79147560,0.00000000,-0.00000000
-5.47173587,2.32752809,-2.32752954,0.58793239,-0.58793304,0.23286154,-0.23286169,0.01546638,-0.01546639,0.47094887,-0.47094898,0.63728420,-0.63728449,0.96175129,-0.96175188,0.76851181,-0.76851262,0.00000000,-0.00000000
-5.46573287,2.26422909,-2.26423056,0.57004395,-0.57004460,0.22646007,-0.22646022,0.01553697,-0.01553698,0.46017741,-0.46017753,0.62963808,-0.62963839,0.92680040,-0.92680098,0.74526792,-0.74526873,0.00000000,-0.00000000
-5.45972986,2.20085769,-2.20085919,0.55185372,-0.55185438,0.22025515,-0.22025530,0.01554241,-0.01554243,0.44965874,-0.44965886,0.62118989,-0.62119023,0.89269030,-0.89269087,0.72183672,-0.72183753,0.00000000,-0.00000000
-5.45372686,2.13703407,-2.13703560,0.53337001,-0.53337067,0.21424735,-0.21424749,0.01548224,-0.01548225,0.43914022,-0.43914035,0.61170265,-0.61170301,0.85920130,-0.85920187,0.69829139,-0.69829219,0.00000000,-0.00000000
-5.44772386,2.07238204,-2.07238358,0.51460257,-0.51460324,0.20842412,-0.20842426,0.01535683,-0.01535684,0.42838367,-0.42838381,0.60096518,-0.60096557,0.82611604,-0.82611661,0.67468531,-0.67468611,0.00000000,-0.00000000
-5.44172086,2.00655384,-2.00655540,0.49556500,-0.49556566,0.20276172,-0.20276186,0.01516747,-0.01516748,0.41717611,-0.41717627,0.58880227,-0.58880268,0.79323257,-0.79323312,0.65105403,-0.65105481,0.00000000,-0.00000000
-5.43571786,1.93925338,-1.93925496,0.47627719,-0.47627786,0.19722778,-0.19722791,0.01491636,-0.01491638,0.40533890,-0.40533907,0.57508316,-0.57508358,0.76037580,-0.76037636,0.62741842,-0.62741919,0.00000000,-0.00000000
-5.42971486,1.87025679,-1.87025839,0.45676779,-0.45676845,0.19178428,-0.19178440,0.01460666,-0.01460668,0.39273471,-0.39273489,0.55972811,-0.55972854,0.72740710,-0.72740765,0.60378906,-0.60378982,0.00000000,-0.00000000
-5.42371186,1.79942971,-1.79943132,0.43707637,-0.43707703,0.18639101,-0.18639113,0.01424247,-0.01424249,0.37927243,-0.37927262,0.54271281,-0.54271326,0.69423141,-0.69423196,0.58017129,-0.58017204,0.00000000,-0.00000000
-5.41770885,1.72674068,-1.72674230,0.41725552,-0.41725616,0.18100917,-0.18100928,0.01382882,-0.01382884,0.36490961,-0.36490981,0.52407045,-0.52407090,0.66080215,-0.66080270,0.55657097,-0.55657170,0.00000000,-0.00000000
-5.41170585,1.65227017,-1.65227178,0.39737238,-0.39737302,0.17560490,-0.17560501,0.01337161,-0.01337163,0.34965276,-0.34965297,0.50389146,-0.50389192,0.62712356,-0.62712411,0.53300034,-0.53300106,0.00000000,-0.00000000
-5.40570285,1.57621513,-1.57621673,0.37750995,-0.37751057,0.17015275,-0.17015285,0.01287759,-0.01287761,0.33355545,-0.33355566,0.48232116,-0.48232162,0.59325071,-0.59325125,0.50948387,-0.50948457,0.00000000,-0.00000000
-5.39969985,1.49888914,-1.49889071,0.35776771,-0.35776831,0.16463867,-0.16463876,0.01235426,-0.01235428,0.31671460,-0.31671481,0.45955534,-0.45955579,0.55928740,-0.55928793,0.48606356,-0.48606424,0.00000000,-0.00000000
-5.39369685,1.42071810,-1.42071964,0.33826189,-0.33826246,0.15906260,-0.15906269,0.01180975,-0.01180977,0.29926518,-0.29926538,0.43583421,-0.43583465,0.52538211,-0.52538263,0.46280358,-0.46280424,0.00000000,-0.00000000
-5.38769385,1.34223218,-1.34223366,0.31912506,-0.31912560,0.15344034,-0.15344042,0.01125276,-0.01125277,0.28137379,-0.28137399,0.41143504,-0.41143546,0.49172248,-0.49172298,0.43979386,-0.43979450,0.00000000,-0.00000000
-5.38169085,1.26405419,-1.26405559,0.30050526,-0.30050577,0.14780473,-0.14780479,0.01069235,-0.01069237,0.26323139,-0.26323158,0.38666384,-0.38666423,0.45852854,-0.45852901,0.41715254,-0.41715315,0.00000000,-0.00000000
-5.37568784,1.18688522,-1.18688652,0.28256459,-0.28256505,0.14220600,-0.14220605,0.01013789,-0.01013790,0.24504565,-0.24504583,0.36184650,-0.36184685,0.42604527,-0.42604570,0.39502700,-0.39502757,0.00000000,-0.00000000
-5.36968484,1.11148813,-1.11148931,0.26547726,-0.26547767,0.13671140,-0.13671142,0.00959880,-0.00959881,0.22703334,-0.22703350,0.33731983,-0.33732014,0.39453467,-0.39453506,0.37359362,-0.37359413,0.00000000,-0.00000000
-5.36368184,1.03866950,-1.03867053,0.24942723,-0.24942757,0.13140391,-0.13140391,0.00908448,-0.00908449,0.20941291,-0.20941305,0.31342277,-0.31342303,0.36426794,-0.36426829,0.35305606,-0.35305652,0.00000000,-0.00000000
-5.35767884,0.96926084,-0.96926169,0.23460544,-0.23460571,0.12638038,-0.12638035,0.00860405,-0.00860405,0.19239779,-0.19239790,0.29048811,-0.29048831,0.33551786,-0.33551816,0.33364233,-0.33364272,0.00000000,-0.00000000
-5.35167584,0.90409959,-0.90410023,0.22120671,-0.22120690,0.12174883,-0.12174876,0.00816623,-0.00816623,0.17619045,-0.17619053,0.26883498,-0.26883511,0.30855179,-0.30855202,0.31560056,-0.31560087,0.00000000,-0.00000000
-5.34567284,0.84401047,-0.84401087,0.20942635,-0.20942645,0.11762536,-0.11762525,0.00777914,-0.00777914,0.16097739,-0.16097743,0.24876221,-0.24876228,0.28362537,-0.28362554,0.29919378,-0.29919400,0.00000000,-0.00000000
