energy_ev,total_up,total_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,S_s_up,S_s_down,S_p_up,S_p_down,Si_p_up,Si_p_down,Si_d_up,Si_d_down
-2.57828914,4.24695512,-1.46744574,0.71312945,-0.36650560,2.50547211,-0.56896335,0.08727757,-0.02363706,1.69484008,-0.78839168,0.16973389,-0.17997980,0.00000000,-0.00000000
-2.57228614,4.16008868,-1.43859311,0.70561137,-0.36612406,2.44469883,-0.56496566,0.08579697,-0.02251888,1.66947407,-0.76409979,0.16211788,-0.18461871,0.00000000,-0.00000000
-2.56628314,4.06662868,-1.41202443,0.69683042,-0.36665123,2.37982085,-0.56115496,0.08429541,-0.02141409,1.64111589,-0.74136423,0.15526530,-0.18930979,0.00000000,-0.00000000
-2.56028014,3.96640913,-1.38726572,0.68664704,-0.36786827,2.31086531,-0.55734986,0.08275783,-0.02032483,1.60963311,-0.71999377,0.14907479,-0.19394744,0.00000000,-0.00000000
-2.55427714,3.85943935,-1.36382055,0.67496033,-0.36954349,2.23797331,-0.55336927,0.08116945,-0.01925355,1.57496229,-0.69978018,0.14344548,-0.19842266,0.00000000,-0.00000000
-2.54827414,3.74592043,-1.34118615,0.66171500,-0.37143819,2.16140402,-0.54903703,0.07951683,-0.01820296,1.53711819,-0.68050700,0.13828104,-0.20262474,0.00000000,-0.00000000
-2.54227114,3.62625329,-1.31886970,0.64690603,-0.37331283,2.08153390,-0.54418674,0.07778875,-0.01717606,1.49619957,-0.66195835,0.13349296,-0.20644338,0.00000000,-0.00000000
-2.53626813,3.50103843,-1.29640445,0.63058107,-0.37493340,1.99885149,-0.53866646,0.07597701,-0.01617611,1.45239146,-0.64392754,0.12900310,-0.20977103,0.00000000,-0.00000000
-2.53026513,3.37106806,-1.27336534,0.61284046,-0.37607806,1.91394814,-0.53234364,0.07407701,-0.01520663,1.40596388,-0.62622530,0.12474548,-0.21250553,0.00000000,-0.00000000
-2.52426213,3.23731120,-1.24938406,0.59383500,-0.37654354,1.82750551,-0.52510987,0.07208819,-0.01427136,1.35726748,-0.60868754,0.12066731,-0.21455294,0.00000000,-0.00000000
-2.51825913,3.10089303,-1.22416326,0.57376189,-0.37615158,1.74028040,-0.51688561,0.07001423,-0.01337426,1.30672619,-0.59118256,0.11672941,-0.21583050,0.00000000,-0.00000000
-2.51225613,2.96306958,-1.19748955,0.55285886,-0.37475475,1.65308772,-0.50762479,0.06786319,-0.01251953,1.25482765,-0.57361753,0.11290592,-0.21626953,0.00000000,-0.00000000
-2.50625313,2.82519899,-1.16924523,0.53139710,-0.37224193,1.56678238,-0.49731900,0.06564736,-0.01171163,1.20211178,-0.55594424,0.10918362,-0.21581823,0.00000000,-0.00000000
-2.50025013,2.68871076,-1.13941829,0.50967323,-0.36854286,1.48224067,-0.48600139,0.06338306,-0.01095529,1.14915803,-0.53816394,0.10556078,-0.21444425,0.00000000,-0.00000000
-2.49424712,2.55507395,-1.10811048,0.48800086,-0.36363190,1.40034187,-0.47374995,0.06109024,-0.01025559,1.09657200,-0.52033124,0.10204573,-0.21213678,0.00000000,-0.00000000
-2.48824412,2.42576550,-1.07554314,0.46670191,-0.35753058,1.32195035,-0.46068995,0.05879206,-0.00961799,1.04497180,-0.50255690,0.09865526,-0.20890818,0.00000000,-0.00000000
-2.48224112,2.30223936,-1.04206044,0.44609826,-0.35030900,1.24789871,-0.44699566,0.05651431,-0.00904846,0.99497461,-0.48500938,0.09541292,-0.20479494,0.00000000,-0.00000000
-2.47623812,2.18589718,-1.00812978,0.42650383,-0.34208589,1.17897211,-0.43289086,0.05428475,-0.00855346,0.94718384,-0.46791514,0.09234728,-0.19985798,0.00000000,-0.00000000
-2.47023512,2.07806100,-0.97433918,0.40821734,-0.33302732,1.11589390,-0.41864825,0.05213253,-0.00814004,0.90217710,-0.45155743,0.08949025,-0.19418214,0.00000000,-0.00000000
-2.46423212,1.97994811,-0.94139140,0.39151595,-0.32334393,1.05931268,-0.40458758,0.05008738,-0.00781589,0.86049517,-0.43627354,0.08687551,-0.18787496,0.00000000,-0.00000000
-2.45822911,1.89264835,-0.91009478,0.37664978,-0.31328692,1.00979067,-0.39107237,0.04817897,-0.00758932,0.82263208,-0.42245050,0.08453700,-0.18106470,0.00000000,-0.00000000
-2.45222611,1.81710374,-0.88135065,0.36383734,-0.30314273,0.96779347,-0.37850529,0.04643615,-0.00746921,0.78902635,-0.41051906,0.08250762,-0.17389764,0.00000000,-0.00000000
-2.44622311,1.75409064,-0.85613752,0.35326189,-0.29322655,0.93368114,-0.36732217,0.04488621,-0.00746498,0.76005335,-0.40094601,0.08081795,-0.16653485,0.00000000,-0.00000000
-2.44022011,1.70420421,-0.83549213,0.34506855,-0.28387498,0.90770050,-0.35798468,0.04355424,-0.00758641,0.73601880,-0.39422484,0.07949527,-0.15914843,0.00000000,-0.00000000
-2.43421711,1.66784537,-0.82048763,0.33936224,-0.27543776,0.88997890,-0.35097170,0.04246238,-0.00784348,0.71715333,-0.39086486,0.07856254,-0.15191746,0.00000000,-0.00000000
-2.42821411,1.64521034,-0.81220922,0.33620623,-0.26826916,0.88051929,-0.34676970,0.04162924,-0.00824611,0.70360820,-0.39137891,0.07803756,-0.14502366,0.00000000,-0.00000000
-2.42221111,1.63628297,-0.81172769,0.33562132,-0.26271887,0.87919707,-0.34586203,0.04106932,-0.00880387,0.69545204,-0.39626974,0.07793228,-0.13864708,0.00000000,-0.00000000
-2.41620810,1.64083009,-0.82007142,0.33758559,-0.25912300,0.88575872,-0.34871752,0.04079249,-0.00952562,0.69266882,-0.40601560,0.07825210,-0.13296182,0.00000000,-0.00000000
-2.41020510,1.65840045,-0.83819738,0.34203474,-0.25779520,0.89982256,-0.35577851,0.04080359,-0.01041909,0.69515697,-0.42105499,0.07899542,-0.12813193,0.00000000,-0.00000000
-2.40420210,1.68832744,-0.86696189,0.34886299,-0.25901819,0.92088199,-0.36744859,0.04110208,-0.01149050,0.70273001,-0.44177130,0.08015317,-0.12430771,0.00000000,-0.00000000
-2.39819910,1.72973626,-0.90709189,0.35792458,-0.26303603,0.94831147,-0.38408028,0.04168189,-0.01274407,0.71511850,-0.46847756,0.08170855,-0.12162238,0.00000000,-0.00000000
-2.39219610,1.78155575,-0.95915744,0.36903604,-0.27004720,0.98137536,-0.40596313,0.04253131,-0.01418165,0.73197377,-0.50140192,0.08363694,-0.12018919,0.00000000,-0.00000000
-2.38619310,1.84253534,-1.02354652,0.38197912,-0.28019879,1.01924005,-0.43331229,0.04363308,-0.01580226,0.75287325,-0.54067436,0.08590594,-0.12009917,0.00000000,-0.00000000
-2.38019010,1.91126705,-1.10044284,0.39650460,-0.29358191,1.06098907,-0.46625823,0.04496463,-0.01760178,0.77732776,-0.58631514,0.08847563,-0.12141935,0.00000000,-0.00000000
-2.37418709,1.98621262,-1.18980767,0.41233690,-0.31022847,1.10564139,-0.50483769,0.04649846,-0.01957268,0.80479044,-0.63822566,0.09129906,-0.12419163,0.00000000,-0.00000000
-2.36818409,2.06573541,-1.29136656,0.42917956,-0.33010947,1.15217245,-0.54898647,0.04820268,-0.02170382,0.83466758,-0.69618211,0.09432299,-0.12843216,0.00000000,-0.00000000
-2.36218109,2.14813644,-1.40460157,0.44672148,-0.35313480,1.19953753,-0.59853421,0.05004174,-0.02398039,0.86633091,-0.75983254,0.09748880,-0.13413134,0.00000000,-0.00000000
-2.35617809,2.23169365,-1.52874992,0.46464388,-0.37915463,1.24669687,-0.65320169,0.05197722,-0.02638404,0.89913135,-0.82869756,0.10073371,-0.14125426,0.00000000,-0.00000000
-2.35017509,2.31470353,-1.66280928,0.48262781,-0.40796232,1.29264181,-0.71260076,0.05396883,-0.02889303,0.93241361,-0.90217503,0.10399211,-0.14974174,0.00000000,-0.00000000
-2.34417209,2.39552344,-1.80555020,0.50036190,-0.43929885,1.33642095,-0.77623724,0.05597542,-0.03148264,0.96553151,-0.97954885,0.10719717,-0.15951165,0.00000000,-0.00000000
-2.33816908,2.47261343,-1.95553547,0.51755036,-0.47285848,1.37716559,-0.84351682,0.05795611,-0.03412565,0.99786324,-1.06000164,0.11028244,-0.17046073,0.00000000,-0.00000000
-2.33216608,2.54457592,-2.11114625,0.53392055,-0.50829568,1.41411318,-0.91375406,0.05987135,-0.03679297,1.02882629,-1.14263126,0.11318360,-0.18246672,0.00000000,-0.00000000
-2.32616308,2.61019168,-2.27061444,0.54923027,-0.54523287,1.44662814,-0.98618437,0.06168408,-0.03945436,1.05789129,-1.22647048,0.11584021,-0.19539068,0.00000000,-0.00000000
-2.32016008,2.66845060,-2.43206015,0.56327406,-0.58326885,1.47421890,-1.05997866,0.06336071,-0.04207924,1.08459435,-1.31050934,0.11819726,-0.20907959,0.00000000,-0.00000000
-2.31415708,2.71857604,-2.59353347,0.57588847,-0.62198752,1.49655048,-1.13426043,0.06487203,-0.04463754,1.10854744,-1.39371938,0.12020676,-0.22336903,0.00000000,-0.00000000
-2.30815408,2.76004169,-2.75305875,0.58695601,-0.66096665,1.51345208,-1.20812474,0.06619405,-0.04710050,1.12944623,-1.47507868,0.12182896,-0.23808602,0.00000000,-0.00000000
-2.30215108,2.79258014,-2.90868015,0.59640743,-0.69978626,1.52491923,-1.28065842,0.06730850,-0.04944152,1.14707531,-1.55359692,0.12303339,-0.25305174,0.00000000,-0.00000000
-2.29614807,2.81618267,-3.05850657,0.60422245,-0.73803641,1.53111031,-1.35096100,0.06820333,-0.05163680,1.16131033,-1.62833932,0.12379952,-0.26808435,0.00000000,-0.00000000
-2.29014507,2.83109045,-3.20075434,0.61042860,-0.77532409,1.53233756,-1.41816547,0.06887278,-0.05366600,1.17211722,-1.69844844,0.12411714,-0.28300165,0.00000000,-0.00000000
-2.28414207,2.83777722,-3.33378613,0.61509844,-0.81127894,1.52905288,-1.48145816,0.06931743,-0.05551263,1.17954836,-1.76316313,0.12398635,-0.29762359,0.00000000,-0.00000000
-2.27813907,2.83692428,-3.45614455,0.61834503,-0.84555778,1.52182886,-1.54009712,0.06954385,-0.05716432,1.18373597,-1.82183371,0.12341714,-0.31177466,0.00000000,-0.00000000
-2.27213607,2.82938872,-3.56657941,0.62031604,-0.87784775,1.51133588,-1.59342815,0.06956415,-0.05861290,1.18488305,-1.87393295,0.12242873,-0.32528609,0.00000000,-0.00000000
-2.26613307,2.81616614,-3.66406772,0.62118651,-0.90786814,1.49831603,-1.64089808,0.06939533,-0.05985426,1.18325208,-1.91906256,0.12104851,-0.33799777,0.00000000,-0.00000000
-2.26013007,2.79834936,-3.74782597,0.62115076,-0.93537107,1.48355484,-1.68206474,0.06905841,-0.06088809,1.17915229,-1.95695514,0.11931079,-0.34976004,0.00000000,-0.00000000
-2.25412706,2.77708468,-3.81731476,0.62041366,-0.96014106,1.46785192,-1.71660341,0.06857751,-0.06171737,1.17292558,-1.98747175,0.11725535,-0.36043521,0.00000000,-0.00000000
-2.24812406,2.75352735,-3.87223597,0.61918162,-0.98199387,1.45199153,-1.74430961,0.06797882,-0.06234780,1.16493214,-2.01059562,0.11492581,-0.36989895,0.00000000,-0.00000000
-2.24212106,2.72879788,-3.91252327,0.61765371,-1.00077477,1.43671417,-1.76509825,0.06728954,-0.06278716,1.15553588,-2.02642253,0.11236802,-0.37804137,0.00000000,-0.00000000
-2.23611806,2.70394085,-3.93832697,0.61601325,-1.01635667,1.42269010,-1.77899952,0.06653683,-0.06304453,1.14509056,-2.03514882,0.10962843,-0.38476806,0.00000000,-0.00000000
-2.23011506,2.67988752,-3.94999437,0.61442013,-1.02863826,1.41049591,-1.78615168,0.06574677,-0.06312962,1.13392686,-2.03705771,0.10675253,-0.39000089,0.00000000,-0.00000000
-2.22411206,2.65742371,-3.94804708,0.61300428,-1.03754252,1.40059463,-1.78679145,0.06494348,-0.06305206,1.12234105,-2.03250493,0.10378347,-0.39367872,0.00000000,-0.00000000
-2.21810905,2.63716383,-3.93315659,0.61186035,-1.04301577,1.39332039,-1.78124249,0.06414827,-0.06282088,1.11058546,-2.02190447,0.10076084,-0.39575793,0.00000000,-0.00000000
-2.21210605,2.61953203,-3.90611953,0.61104400,-1.04502743,1.38886782,-1.76990259,0.06337900,-0.06244397,1.09886107,-2.00571528,0.09771973,-0.39621291,0.00000000,-0.00000000
-2.20610305,2.60475094,-3.86783364,0.61056971,-1.04357051,1.38728668,-1.75323031,0.06264953,-0.06192786,1.08731250,-1.98442927,0.09468996,-0.39503627,0.00000000,-0.00000000
-2.20010005,2.59283833,-3.81927557,0.61041033,-1.03866280,1.38848193,-1.73173149,0.06196944,-0.06127750,1.07602545,-1.95856129,0.09169566,-0.39223912,0.00000000,-0.00000000
-2.19409705,2.58361166,-3.76148101,0.61049828,-1.03034868,1.39221901,-1.70594638,0.06134379,-0.06049636,1.06502652,-1.92864107,0.08875510,-0.38785099,0.00000000,-0.00000000
-2.18809405,2.57670031,-3.69552760,0.61072837,-1.01870132,1.39813432,-1.67643755,0.06077315,-0.05958656,1.05428552,-1.89520715,0.08588070,-0.38191974,0.00000000,-0.00000000
-2.18209105,2.57156480,-3.62252055,0.61096210,-1.00382506,1.40575031,-1.64377911,0.06025378,-0.05854920,1.04371995,-1.85880256,0.08307942,-0.37451116,0.00000000,-0.00000000
-2.17608804,2.56752239,-3.54358092,0.61103325,-0.98585766,1.41449480,-1.60854724,0.05977791,-0.05738481,1.03320149,-1.81997190,0.08035315,-0.36570843,0.00000000,-0.00000000
-2.17008504,2.56377789,-3.45983589,0.61075455,-0.96497213,1.42372362,-1.57131210,0.05933421,-0.05609387,1.02256419,-1.77925929,0.07769948,-0.35561134,0.00000000,-0.00000000
-2.16408204,2.55945841,-3.37241053,0.60992523,-0.94137787,1.43274581,-1.53263110,0.05890832,-0.05467733,1.01161401,-1.73720668,0.07511240,-0.34433520,0.00000000,-0.00000000
-2.15807904,2.55365076,-3.28242039,0.60833898,-0.91532087,1.44085031,-1.49304332,0.05848352,-0.05313718,1.00013930,-1.69435194,0.07258319,-0.33200958,0.00000000,-0.00000000
-2.15207604,2.54543988,-3.19096412,0.60579224,-0.88708281,1.44733319,-1.45306476,0.05804144,-0.05147693,0.98792173,-1.65122626,0.07010131,-0.31877680,0.00000000,-0.00000000
-2.14607304,2.53394683,-3.09911565,0.60209227,-0.85697891,1.45152417,-1.41318442,0.05756277,-0.04970211,0.97474730,-1.60835057,0.06765529,-0.30479013,0.00000000,-0.00000000
-2.14007004,2.51836458,-3.00791545,0.59706493,-0.82535456,1.45281152,-1.37386067,0.05702808,-0.04782053,0.96041692,-1.56623065,0.06523356,-0.29021187,0.00000000,-0.00000000
-2.13406703,2.49799031,-2.91836068,0.59056161,-0.79258075,1.45066412,-1.33551800,0.05641855,-0.04584255,0.94475612,-1.52535098,0.06282522,-0.27521120,0.00000000,-0.00000000
-2.12806403,2.47225281,-2.83139429,0.58246527,-0.75904846,1.44464997,-1.29854384,0.05571668,-0.04378113,0.92762351,-1.48616748,0.06042074,-0.25996201,0.00000000,-0.00000000
-2.12206103,2.44073381,-2.74789333,0.57269517,-0.72516228,1.43445026,-1.26328550,0.05490695,-0.04165180,0.90891761,-1.44909943,0.05801243,-0.24464057,0.00000000,-0.00000000
-2.11605803,2.40318238,-2.66865705,0.56121030,-0.69133341,1.41986847,-1.23004738,0.05397642,-0.03947250,0.88858182,-1.41452105,0.05559490,-0.22942329,0.00000000,-0.00000000
-2.11005503,2.35952198,-2.59439546,0.54801119,-0.65797251,1.40083423,-1.19908845,0.05291517,-0.03726322,0.86660725,-1.38275336,0.05316529,-0.21448449,0.00000000,-0.00000000
-2.10405203,2.30984996,-2.52571929,0.53314018,-0.62548253,1.37740191,-1.17062040,0.05171670,-0.03504570,0.84303349,-1.35405690,0.05072341,-0.19999434,0.00000000,-0.00000000
-2.09804902,2.25442957,-2.46313207,0.51668017,-0.59425196,1.34974403,-1.14480665,0.05037813,-0.03284292,0.81794708,-1.32862597,0.04827168,-0.18611700,0.00000000,-0.00000000
-2.09204602,2.19367538,-2.40702541,0.49875185,-0.56464873,1.31814002,-1.12176256,0.04890034,-0.03067861,0.79147809,-1.30658506,0.04581503,-0.17300893,0.00000000,-0.00000000
-2.08604302,2.12813265,-2.35767795,0.47950960,-0.53701486,1.28296117,-1.10155718,0.04728790,-0.02857672,0.76379479,-1.28798773,0.04336058,-0.16081756,0.00000000,-0.00000000
-2.08004002,2.05845226,-2.31525870,0.45913629,-0.51166222,1.24465230,-1.08421668,0.04554895,-0.02656093,0.73509685,-1.27281847,0.04091734,-0.14968028,0.00000000,-0.00000000
-2.07403702,1.98536221,-2.27983492,0.43783722,-0.48886922,1.20371158,-1.06972968,0.04369484,-0.02465410,0.70560746,-1.26099756,0.03849578,-0.13972371,0.00000000,-0.00000000
-2.06803402,1.90963768,-2.25138442,0.41583351,-0.46887865,1.16066935,-1.05805440,0.04173984,-0.02287787,0.67556473,-1.25238881,0.03610737,-0.13106342,0.00000000,-0.00000000
-2.06203102,1.83207092,-2.22981205,0.39335518,-0.45189642,1.11606709,-1.04912770,0.03970055,-0.02125226,0.64521287,-1.24680997,0.03376410,-0.12380388,0.00000000,-0.00000000
-2.05602801,1.75344271,-2.21496949,0.37063435,-0.43809117,1.07043777,-1.04287545,0.03759544,-0.01979533,0.61479369,-1.24404520,0.03147805,-0.11803887,0.00000000,-0.00000000
-2.05002501,1.67449685,-2.20667745,0.34789880,-0.42759460,1.02428831,-1.03922412,0.03544420,-0.01852291,0.58453873,-1.24385913,0.02926096,-0.11385212,0.00000000,-0.00000000
-2.04402201,1.59591872,-2.20474899,0.32536606,-0.42050217,0.97808518,-1.03811285,0.03326713,-0.01744842,0.55466249,-1.24601141,0.02712381,-0.11131823,0.00000000,-0.00000000
-2.03801901,1.51831905,-2.20901270,0.30323854,-0.41687416,0.93224357,-1.03950550,0.03108457,-0.01658273,0.52535706,-1.25027130,0.02507658,-0.11050383,0.00000000,-0.00000000
-2.03201601,1.44222332,-2.21933414,0.28169954,-0.41673677,0.88712053,-1.04340179,0.02891633,-0.01593410,0.49678831,-1.25643101,0.02312801,-0.11146888,0.00000000,-0.00000000
-2.02601301,1.36806709,-2.23563425,0.26091050,-0.42008313,0.84301231,-1.04984714,0.02678113,-0.01550809,0.46909391,-1.26431730,0.02128545,-0.11426803,0.00000000,-0.00000000
-2.02001001,1.29619730,-2.25790348,0.24100945,-0.42687411,0.80015554,-1.05894017,0.02469622,-0.01530762,0.44238300,-1.27380042,0.01955485,-0.11895201,0.00000000,-0.00000000
-2.01400700,1.22687885,-2.28621051,0.22211065,-0.43703891,0.75873219,-1.07083751,0.02267700,-0.01533300,0.41673760,-1.28479993,0.01794079,-0.12556888,0.00000000,-0.00000000
-2.00800400,1.16030595,-2.32070474,0.20430540,-0.45047524,0.71887760,-1.08575524,0.02073674,-0.01558191,0.39221546,-1.29728687,0.01644664,-0.13416511,0.00000000,-0.00000000
-2.00200100,1.09661725,-2.36161235,0.18766380,-0.46704943,0.68069096,-1.10396674,0.01888647,-0.01604954,0.36885420,-1.31128229,0.01507478,-0.14478634,0.00000000,-0.00000000
-1.99599800,1.03591362,-2.40922543,0.17223742,-0.48659623,0.64424748,-1.12579667,0.01713486,-0.01672860,0.34667637,-1.32685199,0.01382683,-0.15747770,0.00000000,-0.00000000
-1.98999500,0.97827737,-2.46388485,0.15806257,-0.50891870,0.60961144,-1.15161100,0.01548829,-0.01760945,0.32569506,-1.34409789,0.01270400,-0.17228364,0.00000000,-0.00000000
-1.98399200,0.92379179,-2.52595725,0.14516407,-0.53378817,0.57684933,-1.18180353,0.01395093,-0.01868015,0.30591984,-1.36314632,0.01170746,-0.18924704,0.00000000,-0.00000000
-1.97798899,0.87255984,-2.59580716,0.13355918,-0.56094450,0.54604225,-1.21677886,0.01252492,-0.01992655,0.28736245,-1.38413399,0.01083865,-0.20840772,0.00000000,-0.00000000
-1.97198599,0.82472090,-2.67376536,0.12326153,-0.59009679,0.51729700,-1.25693273,0.01121063,-0.02133244,0.27004216,-1.40719230,0.01009965,-0.22980007,0.00000000,-0.00000000
-1.96598299,0.78046475,-2.76009503,0.11428483,-0.62092470,0.49075513,-1.30263016,0.01000686,-0.02287967,0.25399033,-1.43243080,0.00949350,-0.25344991,0.00000000,-0.00000000
-1.95997999,0.74004212,-2.85495698,0.10664622,-0.65308039,0.46659975,-1.35418222,0.00891117,-0.02454825,0.23925406,-1.45992077,0.00902450,-0.27937054,0.00000000,-0.00000000
-1.95397699,0.70377125,-2.95837568,0.10036897,-0.68619133,0.44505952,-1.41182235,0.00792019,-0.02631662,0.22589871,-1.48967964,0.00869841,-0.30755804,0.00000000,-0.00000000
-1.94797399,0.67204019,-3.07020762,0.09548458,-0.71986379,0.42640988,-1.47568323,0.00702989,-0.02816176,0.21400914,-1.52165715,0.00852263,-0.33798597,0.00000000,-0.00000000
-1.94197099,0.64530488,-3.19011350,0.09203395,-0.75368715,0.41097135,-1.54577497,0.00623585,-0.03005952,0.20368978,-1.55572393,0.00850627,-0.37059963,0.00000000,-0.00000000
-1.93596798,0.62408285,-3.31753550,0.09006786,-0.78723891,0.39910501,-1.62196588,0.00553353,-0.03198485,0.19506331,-1.59166309,0.00866012,-0.40531009,0.00000000,-0.00000000
-1.92996498,0.60894298,-3.45168110,0.08964641,-0.82009030,0.39120539,-1.70396638,0.00491850,-0.03391210,0.18826829,-1.62916531,0.00899659,-0.44198836,0.00000000,-0.00000000
-1.92396198,0.60049171,-3.59151413,0.09083765,-0.85181233,0.38769089,-1.79131727,0.00438663,-0.03581538,0.18345560,-1.66782764,0.00952947,-0.48046004,0.00000000,-0.00000000
-1.91795898,0.59935590,-3.73575406,0.09371534,-0.88198223,0.38899218,-1.88338286,0.00393421,-0.03766892,0.18078397,-1.70715627,0.01027366,-0.52050071,0.00000000,-0.00000000
-1.91195598,0.60616327,-3.88288392,0.09835589,-0.91019003,0.39553891,-1.97934963,0.00355814,-0.03944743,0.18041471,-1.74657315,0.01124474,-0.56183261,0.00000000,-0.00000000
-1.90595298,0.62152063,-4.03116705,0.10483468,-0.93604509,0.40774500,-2.07823096,0.00325598,-0.04112652,0.18250583,-1.78542641,0.01245854,-0.60412295,0.00000000,-0.00000000
-1.89994997,0.64599091,-4.17867270,0.11322167,-0.95918254,0.42599321,-2.17887812,0.00302599,-0.04268304,0.18720576,-1.82300403,0.01393053,-0.64698406,0.00000000,-0.00000000
-1.89394697,0.68006935,-4.32330993,0.12357669,-0.97926940,0.45061919,-2.27999754,0.00286718,-0.04409554,0.19464682,-1.85855059,0.01567519,-0.68997591,0.00000000,-0.00000000
-1.88794397,0.72415979,-4.46286931,0.13594433,-0.99601021,0.48189563,-2.38017429,0.00277928,-0.04534457,0.20493864,-1.89128636,0.01770537,-0.73261092,0.00000000,-0.00000000
-1.88194097,0.77855170,-4.59507117,0.15034886,-1.00915216,0.52001693,-2.47790114,0.00276274,-0.04641305,0.21816182,-1.92042816,0.02003151,-0.77436131,0.00000000,-0.00000000
-1.87593797,0.84339865,-4.71761933,0.16678911,-1.01848949,0.56508497,-2.57161272,0.00281863,-0.04728660,0.23436185,-1.94521122,0.02266097,-0.81466892,0.00000000,-0.00000000
-1.86993497,0.91869903,-4.82825852,0.18523380,-1.02386713,0.61709643,-2.65972362,0.00294856,-0.04795374,0.25354368,-1.96491131,0.02559730,-0.85295714,0.00000000,-0.00000000
-1.86393197,1.00427978,-4.92483379,0.20561727,-1.02518350,0.67593213,-2.74066948,0.00315456,-0.04840615,0.27566698,-1.97886642,0.02883959,-0.88864481,0.00000000,-0.00000000
-1.85792896,1.09978377,-5.00534982,0.22783604,-1.02239236,0.74134903,-2.81294943,0.00343895,-0.04863878,0.30064236,-1.98649704,0.03238188,-0.92116151,0.00000000,-0.00000000
-1.85192596,1.20466149,-5.06802811,0.25174632,-1.01550371,0.81297507,-2.87516866,0.00380417,-0.04864994,0.32832867,-1.98732455,0.03621271,-0.94996365,0.00000000,-0.00000000
-1.84592296,1.31816779,-5.11135981,0.27716260,-1.00458355,0.89030752,-2.92607929,0.00425258,-0.04844129,0.35853156,-1.98098675,0.04031478,-0.97455069,0.00000000,-0.00000000
-1.83991996,1.43936393,-5.13415224,0.30385763,-0.98975272,0.97271496,-2.96461807,0.00478624,-0.04801779,0.39100346,-1.96725023,0.04466477,-0.99448083,0.00000000,-0.00000000
-1.83391696,1.56712544,-5.13556702,0.33156375,-0.97118456,1.05944314,-2.98993930,0.00540672,-0.04738753,0.42544502,-1.94601889,0.04923339,-1.00938535,0.00000000,-0.00000000
-1.82791396,1.70015590,-5.11514848,0.35997581,-0.94910154,1.14962484,-3.00144169,0.00611481,-0.04656153,0.46150811,-1.91733838,0.05398563,-1.01898098,0.00000000,-0.00000000
-1.82191096,1.83700659,-5.07284071,0.38875553,-0.92377087,1.24229360,-2.99878785,0.00691032,-0.04555349,0.49880046,-1.88139626,0.05888116,-1.02307972,0.00000000,-0.00000000
-1.81590795,1.97610179,-5.00899285,0.41753743,-0.89549916,1.33640125,-2.98191573,0.00779182,-0.04437939,0.53689176,-1.83851792,0.06387504,-1.02159552,0.00000000,-0.00000000
-1.80990495,2.11576933,-4.92435197,0.44593610,-0.86462633,1.43083862,-2.95104132,0.00875644,-0.04305720,0.57532136,-1.78915827,0.06891861,-1.01454760,0.00000000,-0.00000000
-1.80390195,2.25427552,-4.82004402,0.47355465,-0.83151873,1.52445930,-2.90665271,0.00979964,-0.04160637,0.61360719,-1.73388977,0.07396056,-1.00206019,0.00000000,-0.00000000
-1.79789895,2.38986377,-4.69754342,0.49999427,-0.79656192,1.61610540,-2.84949556,0.01091510,-0.04004750,0.65125595,-1.67338710,0.07894816,-0.98435871,0.00000000,-0.00000000
-1.79189595,2.52079568,-4.55863272,0.52486431,-0.76015303,1.70463490,-2.78055075,0.01209459,-0.03840181,0.68777409,-1.60840913,0.08382872,-0.96176266,0.00000000,-0.00000000
-1.78589295,2.64539341,-4.40535390,0.54779288,-0.72269318,1.78894954,-2.70100528,0.01332795,-0.03669079,0.72267949,-1.53977900,0.08855099,-0.93467547,0.00000000,-0.00000000
-1.77988994,2.76208212,-4.23995342,0.56843734,-0.68458011,1.86802245,-2.61221757,0.01460314,-0.03493574,0.75551337,-1.46836301,0.09306677,-0.90357193,0.00000000,-0.00000000
-1.77388694,2.86943091,-4.06482323,0.58649450,-0.64620113,1.94092468,-2.51567877,0.01590632,-0.03315743,0.78585213,-1.39504920,0.09733239,-0.86898377,0.00000000,-0.00000000
-1.76788394,2.96619115,-3.88244024,0.60170996,-0.60792685,2.00684961,-2.41297165,0.01722211,-0.03137578,0.81331878,-1.32072633,0.10131016,-0.83148407,0.00000000,-0.00000000
-1.76188094,3.05133077,-3.69530635,0.61388637,-0.57010571,2.06513461,-2.30572885,0.01853388,-0.02960955,0.83759344,-1.24626416,0.10496977,-0.79167118,0.00000000,-0.00000000
-1.75587794,3.12406340,-3.50589159,0.62289029,-0.53305944,2.11527919,-2.19559195,0.01982412,-0.02787619,0.85842273,-1.17249559,0.10828941,-0.75015290,0.00000000,-0.00000000
-1.74987494,3.18387139,-3.31658192,0.62865717,-0.49707969,2.15695901,-2.08417300,0.02107489,-0.02619164,0.87562764,-1.10020115,0.11125673,-0.70753145,0.00000000,-0.00000000
-1.74387194,3.23052191,-3.12963359,0.63119451,-0.46242578,2.19003540,-1.97301959,0.02226839,-0.02457027,0.88910947,-1.03009639,0.11386956,-0.66438990,0.00000000,-0.00000000
-1.73786893,3.26407557,-2.94713497,0.63058286,-0.42932353,2.21456001,-1.86358473,0.02338748,-0.02302479,0.89885382,-0.96282226,0.11613629,-0.62128032,0.00000000,-0.00000000
