energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Cd_p_up,Cd_d_up,Se_s_up,Se_p_up
-5.87993997,2.00010531,0.01780061,0.07978075,0.02922962,0.00000000,0.48259224,0.12892745,0.11132311,0.95820489
-5.87393697,2.14321449,0.01741672,0.08604918,0.03125670,0.00000000,0.51662029,0.13507952,0.11869428,1.02831334
-5.86793397,2.28936573,0.01713308,0.09251734,0.03329013,0.00000000,0.55200085,0.14147122,0.12603257,1.09961722
-5.86193097,2.43717504,0.01692785,0.09913305,0.03531352,0.00000000,0.58838451,0.14799446,0.13325696,1.17145763
-5.85592796,2.58523552,0.01678229,0.10584079,0.03731080,0.00000000,0.62540991,0.15454572,0.14028828,1.24316461
-5.84992496,2.73213935,0.01668126,0.11258229,0.03926650,0.00000000,0.66270872,0.16102806,0.14705075,1.31406844
-5.84392196,2.87649894,0.01661364,0.11929706,0.04116587,0.00000000,0.69991086,0.16735278,0.15347337,1.38351057
-5.83791896,3.01696693,0.01657254,0.12592301,0.04299502,0.00000000,0.73664959,0.17344079,0.15949105,1.45085420
-5.83191596,3.15225502,0.01655545,0.13239702,0.04474103,0.00000000,0.77256690,0.17922358,0.16504553,1.51549431
-5.82591296,3.28115165,0.01656417,0.13865571,0.04639200,0.00000000,0.80731899,0.18464407,0.17008602,1.57686713
-5.81990995,3.40253869,0.01660468,0.14463614,0.04793702,0.00000000,0.84058189,0.18965704,0.17456964,1.63445901
-5.81390695,3.51540711,0.01668690,0.15027670,0.04936622,0.00000000,0.87205735,0.19422945,0.17846163,1.68781470
-5.80790395,3.61887199,0.01682430,0.15551800,0.05067075,0.00000000,0.90147876,0.19834053,0.18173528,1.73654506
-5.80190095,3.71218672,0.01703345,0.16030389,0.05184278,0.00000000,0.92861717,0.20198173,0.18437181,1.78033406
-5.79589795,3.79475646,0.01733344,0.16458260,0.05287555,0.00000000,0.95328709,0.20515659,0.18636011,1.81894520
-5.78989495,3.86615075,0.01774528,0.16830784,0.05376340,0.00000000,0.97535203,0.20788043,0.18769634,1.85222706
-5.78389195,3.92611474,0.01829116,0.17144002,0.05450190,0.00000000,0.99472935,0.21018006,0.18838361,1.88011788
-5.77788894,3.97457874,0.01899367,0.17394737,0.05508797,0.00000000,1.01139431,0.21209327,0.18843161,1.90264902
-5.77188594,4.01166533,0.01987500,0.17580710,0.05552002,0.00000000,1.02538278,0.21366833,0.18785628,1.91994681
-5.76588294,4.03769328,0.02095606,0.17700633,0.05579816,0.00000000,1.03679255,0.21496329,0.18667958,1.93223266
-5.75987994,4.05317741,0.02225558,0.17754290,0.05592435,0.00000000,1.04578260,0.21604512,0.18492918,1.93982098
-5.75387694,4.05882370,0.02378925,0.17742591,0.05590259,0.00000000,1.05257048,0.21698862,0.18263837,1.94311457
-5.74787394,4.05551875,0.02556885,0.17667597,0.05573903,0.00000000,1.05742728,0.21787523,0.17984580,1.94259731
-5.74187094,4.04431322,0.02760145,0.17532507,0.05544203,0.00000000,1.06067026,0.21879139,0.17659530,1.93882393
-5.73586793,4.02639896,0.02988869,0.17341610,0.05502213,0.00000000,1.06265329,0.21982681,0.17293564,1.93240682
-5.72986493,4.00307996,0.03242622,0.17100198,0.05449197,0.00000000,1.06375505,0.22107240,0.16892015,1.92400008
-5.72386193,3.97573753,0.03520328,0.16814429,0.05386604,0.00000000,1.06436557,0.22261807,0.16460629,1.91428110
-5.71785893,3.94579093,0.03820246,0.16491172,0.05316035,0.00000000,1.06487144,0.22455029,0.16005498,1.90393026
-5.71185593,3.91465443,0.04139971,0.16137800,0.05239202,0.00000000,1.06564027,0.22694965,0.15532989,1.89360943
-5.70585293,3.88369287,0.04476465,0.15761979,0.05157873,0.00000000,1.06700523,0.22988848,0.15049653,1.88394014
-5.69984992,3.85417754,0.04826105,0.15371423,0.05073817,0.00000000,1.06925026,0.23342854,0.14562123,1.87548249
-5.69384692,3.82724451,0.05184768,0.14973656,0.04988737,0.00000000,1.07259684,0.23761909,0.14077006,1.86871575
-5.68784392,3.80385770,0.05547937,0.14575780,0.04904207,0.00000000,1.07719299,0.24249524,0.13600762,1.86402179
-5.68184092,3.78477863,0.05910832,0.14184254,0.04821616,0.00000000,1.08310524,0.24807691,0.13139597,1.86167224
-5.67583792,3.77054465,0.06268557,0.13804704,0.04742107,0.00000000,1.09031403,0.25436827,0.12699347,1.86182017
-5.66983492,3.76145690,0.06616271,0.13441775,0.04666540,0.00000000,1.09871290,0.26135785,0.12285387,1.86449686
-5.66383192,3.75757882,0.06949353,0.13099020,0.04595456,0.00000000,1.10811177,0.26901924,0.11902544,1.86961400
-5.65782891,3.75874524,0.07263571,0.12778844,0.04529063,0.00000000,1.11824406,0.27731239,0.11555034,1.87697115
-5.65182591,3.76458164,0.07555245,0.12482495,0.04467235,0.00000000,1.12877749,0.28618541,0.11246421,1.88626827
-5.64582291,3.77453234,0.07821384,0.12210113,0.04409533,0.00000000,1.13932802,0.29557673,0.10979591,1.89712251
-5.63981991,3.78789580,0.08059803,0.11960817,0.04355229,0.00000000,1.14947630,0.30541748,0.10756754,1.90908830
-5.63381691,3.80386490,0.08269197,0.11732845,0.04303364,0.00000000,1.15878561,0.31563392,0.10579461,1.92167970
-5.62781391,3.82156975,0.08449186,0.11523714,0.04252797,0.00000000,1.16682058,0.32614973,0.10448632,1.93439353
-5.62181091,3.84012019,0.08600306,0.11330416,0.04202276,0.00000000,1.17316551,0.33688797,0.10364602,1.94673204
-5.61580790,3.85864559,0.08723963,0.11149618,0.04150508,0.00000000,1.17744147,0.34777255,0.10327172,1.95822368
-5.60980490,3.87632963,0.08822339,0.10977866,0.04096231,0.00000000,1.17932116,0.35872918,0.10335656,1.96844102
-5.60380190,3.89243810,0.08898258,0.10811778,0.04038280,0.00000000,1.17854092,0.36968558,0.10388943,1.97701467
-5.59779890,3.90633862,0.08955019,0.10648225,0.03975654,0.00000000,1.17490936,0.38057108,0.10485536,1.98364268
-5.59179590,3.91751147,0.08996209,0.10484474,0.03907563,0.00000000,1.16831210,0.39131570,0.10623605,1.98809518
-5.58579290,3.92555170,0.09025494,0.10318312,0.03833469,0.00000000,1.15871280,0.40184857,0.10801023,1.99021422
-5.57978989,3.93016337,0.09046410,0.10148123,0.03753115,0.00000000,1.14615043,0.41209627,0.11015407,1.98990931
-5.57378689,3.93114698,0.09062163,0.09972935,0.03666536,0.00000000,1.13073328,0.42198094,0.11264144,1.98714941
-5.56778389,3.92838233,0.09075454,0.09792426,0.03574062,0.00000000,1.11263024,0.43141858,0.11544432,1.98195221
-5.56178089,3.92180849,0.09088323,0.09606907,0.03476300,0.00000000,1.09206000,0.44031781,0.11853313,1.97437201
-5.55577789,3.91140339,0.09102045,0.09417263,0.03374116,0.00000000,1.06927910,0.44857916,0.12187712,1.96448713
-5.54977489,3.89716512,0.09117063,0.09224886,0.03268601,0.00000000,1.04456951,0.45609524,0.12544482,1.95238825
-5.54377189,3.87909667,0.09132978,0.09031579,0.03161035,0.00000000,1.01822661,0.46275185,0.12920456,1.93816851
-5.53776888,3.85719574,0.09148580,0.08839462,0.03052848,0.00000000,0.99054821,0.46843007,0.13312500,1.92191610
-5.53176588,3.83145036,0.09161938,0.08650864,0.02945573,0.00000000,0.96182522,0.47300933,0.13717573,1.90371013
-5.52576288,3.80184078,0.09170520,0.08468226,0.02840814,0.00000000,0.93233433,0.47637143,0.14132787,1.88361958
-5.51975988,3.76834706,0.09171360,0.08294003,0.02740198,0.00000000,0.90233291,0.47840512,0.14555455,1.86170563
-5.51375688,3.73096178,0.09161242,0.08130580,0.02645350,0.00000000,0.87205620,0.47901129,0.14983139,1.83802666
-5.50775388,3.68970626,0.09136899,0.07980194,0.02557855,0.00000000,0.84171657,0.47810823,0.15413683,1.81264541
-5.50175088,3.64464867,0.09095221,0.07844874,0.02479234,0.00000000,0.81150465,0.47563672,0.15845219,1.78563747
-5.49574787,3.59592227,0.09033441,0.07726391,0.02410920,0.00000000,0.78159176,0.47156468,0.16276167,1.75710018
-5.48974487,3.54374169,0.08949314,0.07626214,0.02354240,0.00000000,0.75213339,0.46589097,0.16705198,1.72716094
-5.48374187,3.48841574,0.08841261,0.07545489,0.02310391,0.00000000,0.72327303,0.45864817,0.17131185,1.69598411
-5.47773887,3.43035527,0.08708473,0.07485015,0.02280423,0.00000000,0.69514594,0.44990404,0.17553129,1.66377585
-5.47173587,3.37007504,0.08550980,0.07445234,0.02265221,0.00000000,0.66788242,0.43976167,0.17970067,1.63078616
-5.46573287,3.30818928,0.08369674,0.07426228,0.02265486,0.00000000,0.64161034,0.42835813,0.18380978,1.59730811
-5.45972986,3.24540081,0.08166288,0.07427722,0.02281708,0.00000000,0.61645644,0.41586177,0.18784672,1.56367393
-5.45372686,3.18248437,0.07943333,0.07449092,0.02314148,0.00000000,0.59254664,0.40246826,0.19179699,1.53024844
-5.44772386,3.12026500,0.07704006,0.07489378,0.02362813,0.00000000,0.57000497,0.38839556,0.19564256,1.49741992
-5.44172086,3.05959290,0.07452057,0.07547306,0.02427432,0.00000000,0.54895160,0.37387808,0.19936129,1.46558927
-5.43571786,3.00131606,0.07191650,0.07621313,0.02507434,0.00000000,0.52949988,0.35916031,0.20292647,1.43515798
-5.42971486,2.94625247,0.06927198,0.07709578,0.02601931,0.00000000,0.51175280,0.34449018,0.20630678,1.40651555
-5.42371186,2.89516314,0.06663200,0.07810060,0.02709705,0.00000000,0.49579912,0.33011244,0.20946656,1.38002726
-5.41770885,2.84872747,0.06404080,0.07920539,0.02829201,0.00000000,0.48170941,0.31626240,0.21236644,1.35602275
-5.41170585,2.80752196,0.06154038,0.08038661,0.02958533,0.00000000,0.46953248,0.30316013,0.21496422,1.33478590
-5.40570285,2.77200297,0.05916914,0.08161987,0.03095495,0.00000000,0.45929214,0.29100530,0.21721612,1.31654642
-5.39969985,2.74249398,0.05696079,0.08288040,0.03237593,0.00000000,0.45098481,0.27997291,0.21907816,1.30147338
-5.39369685,2.71917746,0.05494344,0.08414357,0.03382076,0.00000000,0.44457784,0.27020975,0.22050769,1.28967061
-5.38769385,2.70209098,0.05313896,0.08538527,0.03525992,0.00000000,0.44000879,0.26183183,0.22146500,1.28117395
-5.38169085,2.69112728,0.05156261,0.08658234,0.03666249,0.00000000,0.43718564,0.25492254,0.22191477,1.27595016
-5.37568784,2.68603754,0.05022292,0.08771291,0.03799689,0.00000000,0.43598773,0.24953167,0.22182746,1.27389730
-5.36968484,2.68643738,0.04912173,0.08875659,0.03923163,0.00000000,0.43626764,0.24567505,0.22118042,1.27484616
-5.36368184,2.69181467,0.04825447,0.08969468,0.04033622,0.00000000,0.43785358,0.24333488,0.21995880,1.27856266
-5.35767884,2.70153903,0.04761063,0.09051020,0.04128200,0.00000000,0.44055242,0.24246056,0.21815601,1.28475095
-5.35167584,2.71487214,0.04717424,0.09118790,0.04204301,0.00000000,0.44415302,0.24297009,0.21577394,1.29305715
-5.34567284,2.73097917,0.04692459,0.09171417,0.04259674,0.00000000,0.44842996,0.24475185,0.21282280,1.30307361
-5.33966983,2.74894088,0.04683693,0.09207691,0.04292489,0.00000000,0.45314741,0.24766686,0.20932064,1.31434384
-5.33366683,2.76776685,0.04688322,0.09226536,0.04301390,0.00000000,0.45806310,0.25155151,0.20529264,1.32636824
-5.32766383,2.78640990,0.04703293,0.09226996,0.04285539,0.00000000,0.46293241,0.25622071,0.20077014,1.33861078
-5.32166083,2.80378219,0.04725381,0.09208224,0.04244641,0.00000000,0.46751245,0.26147151,0.19578951,1.35050677
-5.31565783,2.81877317,0.04751273,0.09169469,0.04178952,0.00000000,0.47156625,0.26708719,0.19039103,1.36147200
-5.30965483,2.83026974,0.04777642,0.09110081,0.04089265,0.00000000,0.47486681,0.27284187,0.18461769,1.37091330
-5.30365183,2.83717859,0.04801223,0.09029517,0.03976882,0.00000000,0.47720128,0.27850542,0.17851405,1.37824055
-5.29764882,2.83845070,0.04818887,0.08927362,0.03843567,0.00000000,0.47837502,0.28384886,0.17212524,1.38287995
-5.29164582,2.83310755,0.04827709,0.08803355,0.03691483,0.00000000,0.47821560,0.28864992,0.16549611,1.38428852
-5.28564282,2.82026852,0.04825030,0.08657429,0.03523121,0.00000000,0.47657663,0.29269881,0.15867052,1.38196923
-5.27963982,2.79917860,0.04808519,0.08489757,0.03341218,0.00000000,0.47334141,0.29580384,0.15169087,1.37548643
-5.27363682,2.76923533,0.04776223,0.08300803,0.03148672,0.00000000,0.46842618,0.29779689,0.14459781,1.36448087
-5.26763382,2.73001398,0.04726606,0.08091379,0.02948454,0.00000000,0.46178292,0.29853839,0.13743004,1.34868376
-5.26163082,2.68128948,0.04658585,0.07862700,0.02743524,0.00000000,0.45340161,0.29792170,0.13022437,1.32792911
-5.25562781,2.62305415,0.04571550,0.07616434,0.02536753,0.00000000,0.44331170,0.29587662,0.12301581,1.30216362
-5.24962481,2.55553002,0.04465371,0.07354750,0.02330855,0.00000000,0.43158282,0.29237190,0.11583772,1.27145373
-5.24362181,2.47917479,0.04340395,0.07080358,0.02128325,0.00000000,0.41832454,0.28741666,0.10872205,1.23598910
-5.23761881,2.39468098,0.04197429,0.06796527,0.01931398,0.00000000,0.40368516,0.28106053,0.10169952,1.19608239
-5.23161581,2.30296776,0.04037709,0.06507105,0.01742007,0.00000000,0.38784951,0.27339261,0.09479976,1.15216499
-5.22561281,2.20516554,0.03862855,0.06216510,0.01561773,0.00000000,0.37103578,0.26453917,0.08805143,1.10477888
-5.21960980,2.10259372,0.03674819,0.05929710,0.01391988,0.00000000,0.35349139,0.25466025,0.08148222,1.05456479
-5.21360680,1.99673218,0.03475822,0.05652190,0.01233627,0.00000000,0.33548808,0.24394518,0.07511875,1.00224699
-5.20760380,1.88918755,0.03268286,0.05389894,0.01087357,0.00000000,0.31731630,0.23260734,0.06898645,0.94861525
-5.20160080,1.78165526,0.03054759,0.05149155,0.00953563,0.00000000,0.29927905,0.22087822,0.06310931,0.89450482
-5.19559780,1.67587887,0.02837841,0.04936608,0.00832377,0.00000000,0.28168541,0.20900109,0.05750959,0.84077483
-5.18959480,1.57360786,0.02620115,0.04759087,0.00723708,0.00000000,0.26484384,0.19722445,0.05220749,0.78828621
-5.18359180,1.47655541,0.02404079,0.04623508,0.00627284,0.00000000,0.24905556,0.18579552,0.04722083,0.73787969
-5.17758879,1.38635725,0.02192085,0.04536736,0.00542688,0.00000000,0.23460808,0.17495391,0.04256473,0.69035472
-5.17158579,1.30453306,0.01986293,0.04505438,0.00469393,0.00000000,0.22176908,0.16492576,0.03825128,0.64644989
-5.16558279,1.23245115,0.01788628,0.04535933,0.00406796,0.00000000,0.21078082,0.15591838,0.03428935,0.60682555
-5.15957979,1.17129747,0.01600760,0.04634022,0.00354257,0.00000000,0.20185516,0.14811551,0.03068439,0.57204892
-5.15357679,1.12204963,0.01424085,0.04804818,0.00311123,0.00000000,0.19516932,0.14167345,0.02743836,0.54258219
-5.14757379,1.08545639,0.01259731,0.05052572,0.00276756,0.00000000,0.19086247,0.13671789,0.02454972,0.51877390
-5.14157079,1.06202318,0.01108569,0.05380497,0.00250558,0.00000000,0.18903328,0.13334165,0.02201350,0.50085360
-5.13556778,1.05200381,0.00971238,0.05790604,0.00231988,0.00000000,0.18973849,0.13160320,0.01982150,0.48893006
-5.12956478,1.05539870,0.00848183,0.06283550,0.00220583,0.00000000,0.19299251,0.13152616,0.01796249,0.48299294
-5.12356178,1.07195981,0.00739698,0.06858499,0.00215973,0.00000000,0.19876831,0.13309956,0.01642255,0.48291795
-5.11755878,1.10120222,0.00645981,0.07513025,0.00217894,0.00000000,0.20699947,0.13627892,0.01518541,0.48847538
-5.11155578,1.14242257,0.00567196,0.08243043,0.00226203,0.00000000,0.21758359,0.14098828,0.01423289,0.49934187
-5.10555278,1.19472417,0.00503532,0.09042786,0.00240892,0.00000000,0.23038707,0.14712290,0.01354536,0.51511521
-5.09954977,1.25704853,0.00455277,0.09904839,0.00262101,0.00000000,0.24525116,0.15455280,0.01310216,0.53533199
-5.09354677,1.32821304,0.00422880,0.10820227,0.00290134,0.00000000,0.26199949,0.16312700,0.01288220,0.55948762
-5.08754377,1.40695409,0.00407022,0.11778565,0.00325467,0.00000000,0.28044670,0.17267839,0.01286435,0.58705845
-5.08154077,1.49197464,0.00408685,0.12768272,0.00368767,0.00000000,0.30040820,0.18302922,0.01302808,0.61752531
-5.07553777,1.58199529,0.00429208,0.13776845,0.00420905,0.00000000,0.32171072,0.19399697,0.01335386,0.65039789
-5.06953477,1.67580702,0.00470344,0.14791185,0.00482959,0.00000000,0.34420335,0.20540054,0.01382370,0.68523920
-5.06353177,1.77232395,0.00534312,0.15797965,0.00556228,0.00000000,0.36776866,0.21706650,0.01442164,0.72168912
-5.05752876,1.87063396,0.00623825,0.16784031,0.00642233,0.00000000,0.39233328,0.22883524,0.01513414,0.75948616
-5.05152576,1.97004477,0.00742123,0.17736817,0.00742707,0.00000000,0.41787754,0.24056675,0.01595048,0.79848639
-5.04552276,2.07012313,0.00892970,0.18644750,0.00859587,0.00000000,0.44444346,0.25214570,0.01686312,0.83867832
-5.03951976,2.17072470,0.01080648,0.19497631,0.00994990,0.00000000,0.47214041,0.26348571,0.01786789,0.88019302
-5.03351676,2.27201226,0.01309919,0.20286973,0.01151177,0.00000000,0.50114803,0.27453239,0.01896422,0.92330814
-5.02751376,2.37446044,0.01585966,0.21006267,0.01330502,0.00000000,0.53171563,0.28526505,0.02015516,0.96844551
-5.02151076,2.47884541,0.01914310,0.21651171,0.01535360,0.00000000,0.56415785,0.29569686,0.02144736,1.01616143
-5.01550775,2.58621873,0.02300688,0.22219602,0.01768101,0.00000000,0.59884625,0.30587332,0.02285091,1.06712956
-5.00950475,2.69786524,0.02750917,0.22711721,0.02030953,0.00000000,0.63619665,0.31586910,0.02437906,1.12211663
-5.00350175,2.81524576,0.03270719,0.23129817,0.02325913,0.00000000,0.67665255,0.32578323,0.02604789,1.18195117
-4.99749875,2.93992617,0.03865527,0.23478084,0.02654648,0.00000000,0.72066483,0.33573277,0.02787578,1.24748633
-4.99149575,3.07349532,0.04540262,0.23762307,0.03018377,0.00000000,0.76866841,0.34584533,0.02988289,1.31955808
-4.98549275,3.21747517,0.05299107,0.23989471,0.03417758,0.00000000,0.82105681,0.35625055,0.03209054,1.39894019
-4.97948974,3.37322698,0.06145259,0.24167312,0.03852781,0.00000000,0.87815556,0.36707119,0.03452059,1.48629813
-4.97348674,3.54185812,0.07080693,0.24303839,0.04322662,0.00000000,0.94019573,0.37841401,0.03719477,1.58214389
-4.96748374,3.72413409,0.08105929,0.24406841,0.04825764,0.00000000,1.00728899,0.39036114,0.04013409,1.68679395
-4.96148074,3.92040079,0.09219834,0.24483431,0.05359535,0.00000000,1.07940553,0.40296228,0.04335828,1.80033279
-4.95547774,4.13052116,0.10419442,0.24539624,0.05920468,0.00000000,1.15635615,0.41622822,0.04688535,1.92258387
-4.94947474,4.35383054,0.11699835,0.24579998,0.06504099,0.00000000,1.23777986,0.43012605,0.05073118,2.05309007
-4.94347174,4.58911371,0.13054073,0.24607441,0.07105043,0.00000000,1.32313795,0.44457645,0.05490929,2.19110499
-4.93746873,4.83460574,0.14473189,0.24623005,0.07717061,0.00000000,1.41171526,0.45945315,0.05943070,2.33559621
-4.93146573,5.08801780,0.15946257,0.24625878,0.08333167,0.00000000,1.50262912,0.47458476,0.06430387,2.48526071
-4.92546273,5.34658734,0.17460529,0.24613462,0.08945776,0.00000000,1.59484597,0.48975891,0.06953472,2.63855248
-4.91945973,5.60715117,0.19001654,0.24581568,0.09546881,0.00000000,1.68720519,0.50472852,0.07512671,2.79372125
-4.91345673,5.86623833,0.20553955,0.24524696,0.10128259,0.00000000,1.77844951,0.51921994,0.08108091,2.94886099
-4.90745373,6.12017868,0.22100773,0.24436408,0.10681696,0.00000000,1.86726069,0.53294257,0.08739602,3.10196599
-4.90145073,6.36522231,0.23624861,0.24309734,0.11199225,0.00000000,1.95229908,0.54559956,0.09406834,3.25099221
-4.89544772,6.59766395,0.25108806,0.24137631,0.11673368,0.00000000,2.03224531,0.55689898,0.10109153,3.39392084
-4.88944472,6.81396658,0.26535477,0.23913429,0.12097363,0.00000000,2.10584219,0.56656494,0.10845633,3.52882130
-4.88344172,7.01087828,0.27888464,0.23631264,0.12465381,0.00000000,2.17193497,0.57434822,0.11615003,3.65391057
-4.87743872,7.18553680,0.29152505,0.23286461,0.12772708,0.00000000,2.22950811,0.58003577,0.12415576,3.76760625
-4.87143572,7.33555732,0.30313869,0.22875861,0.13015894,0.00000000,2.27771689,0.58345876,0.13245166,3.86857079
-4.86543272,7.45909944,0.31360696,0.22398056,0.13192865,0.00000000,2.31591257,0.58449881,0.14100993,3.95574522
-4.85942971,7.55491118,0.32283268,0.21853550,0.13302973,0.00000000,2.34365996,0.58309213,0.14979579,4.02837097
-4.85342671,7.62234884,0.33074200,0.21244815,0.13347019,0.00000000,2.36074701,0.57923156,0.15876649,4.08599946
-4.84742371,7.66137298,0.33728566,0.20576263,0.13327210,0.00000000,2.36718616,0.57296642,0.16787047,4.12848950
-4.84142071,7.67252237,0.34243936,0.19854136,0.13247082,0.00000000,2.36320778,0.56440032,0.17704666,4.15599344
-4.83541771,7.65686858,0.34620337,0.19086317,0.13111376,0.00000000,2.34924652,0.55368716,0.18622418,4.16893365
-4.82941471,7.61595500,0.34860156,0.18282089,0.12925894,0.00000000,2.32592147,0.54102566,0.19532243,4.16797113
-4.82341171,7.55172480,0.34967975,0.17451856,0.12697314,0.00000000,2.29401158,0.52665268,0.20425166,4.15396874
-4.81740870,7.46644231,0.34950364,0.16606830,0.12433000,0.00000000,2.25442782,0.51083576,0.21291414,4.12795148
-4.81140570,7.36261262,0.34815642,0.15758727,0.12140807,0.00000000,2.20818345,0.49386527,0.22120592,4.09106605
-4.80540270,7.24290347,0.34573618,0.14919457,0.11828874,0.00000000,2.15636405,0.47604653,0.22901909,4.04454220
-4.79939970,7.11007310,0.34235326,0.14100847,0.11505440,0.00000000,2.10009861,0.45769217,0.23624471,3.98965749
-4.79339670,6.96690660,0.33812756,0.13314395,0.11178663,0.00000000,2.04053260,0.43911498,0.24277602,3.92770695
-4.78739370,6.81616257,0.33318602,0.12571053,0.10856460,0.00000000,1.97880401,0.42062158,0.24851213,3.85997841
-4.78139070,6.66053055,0.32766018,0.11881062,0.10546369,0.00000000,1.91602280,0.40250672,0.25336174,3.78773378
-4.77538769,6.50259886,0.32168393,0.11253820,0.10255427,0.00000000,1.85325381,0.38504855,0.25724696,3.71219599
-4.76938469,6.34483156,0.31539132,0.10697786,0.09990066,0.00000000,1.79150324,0.36850469,0.26010679,3.63454072
-4.76338169,6.18955259,0.30891460,0.10220412,0.09756035,0.00000000,1.73170800,0.35310898,0.26190032,3.55589191
-4.75737869,6.03893456,0.30238220,0.09828101,0.09558321,0.00000000,1.67472778,0.33906893,0.26260922,3.47731955
-4.75137569,5.89498990,0.29591683,0.09526172,0.09401100,0.00000000,1.62133877,0.32656364,0.26223953,3.39983822
-4.74537269,5.75956173,0.28963348,0.09318836,0.09287681,0.00000000,1.57222868,0.31574214,0.26082247,3.32440521
-4.73936968,5.63431256,0.28363743,0.09209164,0.09220463,0.00000000,1.52799226,0.30672199,0.25841434,3.25191670
-4.73336668,5.52070938,0.27802224,0.09199052,0.09200904,0.00000000,1.48912685,0.29958817,0.25509529,3.18320143
-4.72736368,5.42000441,0.27286768,0.09289179,0.09229486,0.00000000,1.45602769,0.29439206,0.25096711,3.11901118
-4.72136068,5.33321174,0.26823771,0.09478949,0.09305691,0.00000000,1.42898278,0.29115068,0.24615003,3.06000822
-4.71535768,5.26108069,0.26417867,0.09766435,0.09427992,0.00000000,1.40816750,0.28984623,0.24077863,3.00675003
-4.70935468,5.20406772,0.26071763,0.10148315,0.09593850,0.00000000,1.39363927,0.29042582,0.23499716,2.95967236
-4.70335168,5.16230905,0.25786113,0.10619815,0.09799731,0.00000000,1.38533269,0.29280182,0.22895430,2.91907173
-4.69734867,5.13559679,0.25559446,0.11174674,0.10041144,0.00000000,1.38305598,0.29685264,0.22279771,2.88508887
-4.69134567,5.12336128,0.25388147,0.11805128,0.10312701,0.00000000,1.38648920,0.30242425,0.21666857,2.85769471
-4.68534267,5.12466256,0.25266522,0.12501929,0.10608203,0.00000000,1.39518519,0.30933255,0.21069642,2.83668052
-4.67933967,5.13819322,0.25186933,0.13254411,0.10920758,0.00000000,1.40857382,0.31736652,0.20499448,2.82165349
-4.67333667,5.16229467,0.25140022,0.14050606,0.11242920,0.00000000,1.42596999,0.32629229,0.19965568,2.81203907
-4.66733367,5.19498780,0.25115018,0.14877419,0.11566860,0.00000000,1.44658590,0.33585816,0.19474969,2.80709071
-4.66133067,5.23401851,0.25100115,0.15720860,0.11884549,0.00000000,1.46954762,0.34580036,0.19032084,2.80590735
-4.65532766,5.27691727,0.25082931,0.16566334,0.12187972,0.00000000,1.49391575,0.35584954,0.18638736,2.80745851
-4.64932466,5.32107143,0.25051001,0.17398987,0.12469339,0.00000000,1.51870993,0.36573782,0.18294165,2.81061633
-4.64332166,5.36380770,0.24992310,0.18204099,0.12721305,0.00000000,1.54293637,0.37520605,0.17995178,2.81419349
