energy_ev,total_up,B_p_up,B_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-6.00000000,0.55008093,0.00005198,0.00000000,0.00001720,0.00569634,0.82619796,0.16766891
-5.99399700,0.52268772,0.00004759,0.00000000,0.00001277,0.00529570,0.78611574,0.15954958
-5.98799400,0.49449744,0.00004352,0.00000000,0.00000942,0.00489754,0.74456411,0.15115111
-5.98199100,0.46564590,0.00003972,0.00000000,0.00000690,0.00450442,0.70179410,0.14251736
-5.97598799,0.43631700,0.00003616,0.00000000,0.00000502,0.00411912,0.65812258,0.13370676
-5.96998499,0.40672949,0.00003280,0.00000000,0.00000362,0.00374449,0.61391301,0.12478830
-5.96398199,0.37712406,0.00002965,0.00000000,0.00000260,0.00338323,0.56955676,0.11583770
-5.95797899,0.34775132,0.00002668,0.00000000,0.00000185,0.00303785,0.52545556,0.10693375
-5.95197599,0.31886078,0.00002389,0.00000000,0.00000131,0.00271049,0.48200563,0.09815495
-5.94597299,0.29069138,0.00002128,0.00000000,0.00000092,0.00240291,0.43958383,0.08957662
-5.93996998,0.26346350,0.00001886,0.00000000,0.00000064,0.00211643,0.39853618,0.08126845
-5.93396698,0.23737268,0.00001661,0.00000000,0.00000044,0.00185189,0.35916886,0.07329257
-5.92796398,0.21258513,0.00001454,0.00000000,0.00000030,0.00160973,0.32174172,0.06570210
-5.92196098,0.18923479,0.00001265,0.00000000,0.00000021,0.00138994,0.28646422,0.05854025
-5.91595798,0.16742199,0.00001093,0.00000000,0.00000014,0.00119214,0.25349371,0.05183988
-5.90995498,0.14721351,0.00000939,0.00000000,0.00000009,0.00101563,0.22293574,0.04562344
-5.90395198,0.12864385,0.00000801,0.00000000,0.00000006,0.00085942,0.19484612,0.03990337
-5.89794897,0.11171740,0.00000679,0.00000000,0.00000004,0.00072231,0.16923442,0.03468271
-5.89194597,0.09641149,0.00000571,0.00000000,0.00000003,0.00060296,0.14606871,0.02995603
-5.88594297,0.08267989,0.00000477,0.00000000,0.00000002,0.00049990,0.12528089,0.02571049
-5.87993997,0.07045663,0.00000396,0.00000000,0.00000001,0.00041163,0.10677265,0.02192700
-5.87393697,0.05966002,0.00000326,0.00000000,0.00000001,0.00033663,0.09042153,0.01858144
-5.86793397,0.05019652,0.00000267,0.00000000,0.00000000,0.00027341,0.07608688,0.01564588
-5.86193097,0.04196451,0.00000217,0.00000000,0.00000000,0.00022053,0.06361563,0.01308974
-5.85592796,0.03485772,0.00000175,0.00000000,0.00000000,0.00017666,0.05284747,0.01088084
-5.84992496,0.02876832,0.00000140,0.00000000,0.00000000,0.00014054,0.04361958,0.00898637
-5.84392196,0.02358953,0.00000112,0.00000000,0.00000000,0.00011104,0.03577062,0.00737373
-5.83791896,0.01921782,0.00000088,0.00000000,0.00000000,0.00008712,0.02914405,0.00601121
-5.83191596,0.01555464,0.00000069,0.00000000,0.00000000,0.00006788,0.02359082,0.00486855
-5.82591296,0.01250772,0.00000054,0.00000000,0.00000000,0.00005252,0.01897130,0.00391735
-5.81990995,0.00999193,0.00000042,0.00000000,0.00000000,0.00004036,0.01515665,0.00313134
-5.81390695,0.00792987,0.00000032,0.00000000,0.00000000,0.00003080,0.01202965,0.00248659
-5.80790395,0.00625200,0.00000024,0.00000000,0.00000000,0.00002334,0.00948502,0.00196159
-5.80190095,0.00489666,0.00000018,0.00000000,0.00000000,0.00001756,0.00742934,0.00153720
-5.79589795,0.00380978,0.00000014,0.00000000,0.00000000,0.00001312,0.00578071,0.00119665
-5.78989495,0.00294451,0.00000010,0.00000000,0.00000000,0.00000974,0.00446810,0.00092535
-5.78389195,0.00226063,0.00000008,0.00000000,0.00000000,0.00000717,0.00343058,0.00071079
-5.77788894,0.00172402,0.00000006,0.00000000,0.00000000,0.00000525,0.00261642,0.00054234
-5.77188594,0.00130600,0.00000004,0.00000000,0.00000000,0.00000381,0.00198214,0.00041103
-5.76588294,0.00098271,0.00000003,0.00000000,0.00000000,0.00000275,0.00149156,0.00030942
-5.75987994,0.00073448,0.00000002,0.00000000,0.00000000,0.00000197,0.00111486,0.00023137
-5.75387694,0.00054526,0.00000002,0.00000000,0.00000000,0.00000140,0.00082769,0.00017183
-5.74787394,0.00040206,0.00000001,0.00000000,0.00000000,0.00000099,0.00061034,0.00012676
-5.74187094,0.00029446,0.00000001,0.00000000,0.00000000,0.00000070,0.00044702,0.00009287
-5.73586793,0.00021420,0.00000001,0.00000000,0.00000000,0.00000049,0.00032519,0.00006758
-5.72986493,0.00015477,0.00000001,0.00000000,0.00000000,0.00000034,0.00023496,0.00004884
-5.72386193,0.00011107,0.00000001,0.00000000,0.00000000,0.00000024,0.00016862,0.00003506
-5.71785893,0.00007919,0.00000001,0.00000000,0.00000000,0.00000018,0.00012019,0.00002500
-5.71185593,0.00005610,0.00000002,0.00000000,0.00000000,0.00000014,0.00008511,0.00001771
-5.70585293,0.00003952,0.00000002,0.00000000,0.00000000,0.00000012,0.00005988,0.00001246
-5.69984992,0.00002772,0.00000004,0.00000000,0.00000000,0.00000013,0.00004189,0.00000871
-5.69384692,0.00001941,0.00000005,0.00000000,0.00000000,0.00000015,0.00002917,0.00000606
-5.68784392,0.00001366,0.00000008,0.00000000,0.00000000,0.00000021,0.00002028,0.00000421
-5.68184092,0.00000979,0.00000012,0.00000000,0.00000000,0.00000029,0.00001416,0.00000293
-5.67583792,0.00000732,0.00000018,0.00000000,0.00000000,0.00000043,0.00001005,0.00000206
