energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.61580790,2.07336759,0.02528594,0.05956718,0.02451661,0.00000000,0.01894069,1.26585236,0.43008339,0.17813527
-5.60980490,1.98247592,0.02404902,0.05818738,0.02375645,0.00000000,0.01824736,1.20894042,0.41140247,0.16949618
-5.60380190,1.89001601,0.02277284,0.05678795,0.02293703,0.00000000,0.01751834,1.15103223,0.39228033,0.16079047
-5.59779890,1.79663843,0.02147425,0.05536120,0.02206486,0.00000000,0.01676145,1.09256022,0.37285149,0.15208043
-5.59179590,1.70302232,0.02017111,0.05390026,0.02114732,0.00000000,0.01598496,1.03397445,0.35326060,0.14342871
-5.58579290,1.60986598,0.01888188,0.05239983,0.02019253,0.00000000,0.01519748,0.97573554,0.33366001,0.13489739
-5.57978989,1.51787705,0.01762517,0.05085686,0.01920916,0.00000000,0.01440779,0.91830750,0.31420728,0.12654705
-5.57378689,1.42776276,0.01641931,0.04927117,0.01820624,0.00000000,0.01362470,0.86215075,0.29506250,0.11843595
-5.56778389,1.34022041,0.01528196,0.04764585,0.01719301,0.00000000,0.01285697,0.80771544,0.27638572,0.11061930
-5.56178089,1.25592817,0.01422968,0.04598753,0.01617876,0.00000000,0.01211312,0.75543525,0.25833441,0.10314859
-5.55577789,1.17553637,0.01327763,0.04430649,0.01517264,0.00000000,0.01140139,0.70572159,0.24106104,0.09607107
-5.54977489,1.09965901,0.01243924,0.04261648,0.01418352,0.00000000,0.01072959,0.65895832,0.22471092,0.08942918
-5.54377189,1.02886566,0.01172594,0.04093450,0.01321988,0.00000000,0.01010504,0.61549688,0.20942005,0.08326022
-5.53776888,0.96367355,0.01114696,0.03928023,0.01228967,0.00000000,0.00953445,0.57565164,0.19531328,0.07759591
-5.53176588,0.90453971,0.01070914,0.03767549,0.01140017,0.00000000,0.00902384,0.53969565,0.18250247,0.07246207
-5.52576288,0.85185328,0.01041680,0.03614338,0.01055796,0.00000000,0.00857847,0.50785643,0.17108487,0.06787828
-5.51975988,0.80592791,0.01027164,0.03470750,0.00976877,0.00000000,0.00820273,0.48031207,0.16114164,0.06385760
-5.51375688,0.76699439,0.01027267,0.03339097,0.00903744,0.00000000,0.00790004,0.45718746,0.15273635,0.06040631
-5.50775388,0.73519376,0.01041622,0.03221551,0.00836783,0.00000000,0.00767281,0.43855080,0.14591379,0.05752362
-5.50175088,0.71057114,0.01069594,0.03120052,0.00776281,0.00000000,0.00752231,0.42441066,0.14069876,0.05520154
-5.49574787,0.69307061,0.01110284,0.03036223,0.00722421,0.00000000,0.00744861,0.41471349,0.13709521,0.05342480
-5.48974487,0.68253165,0.01162547,0.02971295,0.00675282,0.00000000,0.00745055,0.40934209,0.13508552,0.05217079
-5.48374187,0.67868740,0.01225001,0.02926043,0.00634835,0.00000000,0.00752564,0.40811515,0.13463019,0.05140982
-5.47773887,0.68116539,0.01296052,0.02900742,0.00600953,0.00000000,0.00767012,0.41078803,0.13566785,0.05110536
-5.47173587,0.68949080,0.01373925,0.02895142,0.00573409,0.00000000,0.00787890,0.41705525,0.13811581,0.05121464
-5.46573287,0.70309290,0.01456689,0.02908458,0.00551886,0.00000000,0.00814567,0.42655451,0.14187109,0.05168931
-5.45972986,0.72131447,0.01542306,0.02939385,0.00535986,0.00000000,0.00846293,0.43887273,0.14681213,0.05247642
-5.45372686,0.74342455,0.01628667,0.02986134,0.00525238,0.00000000,0.00882220,0.45355385,0.15280099,0.05351954
-5.44772386,0.76863422,0.01713646,0.03046481,0.00519116,0.00000000,0.00921410,0.47010851,0.15968630,0.05476008
-5.44172086,0.79611516,0.01795147,0.03117844,0.00517048,0.00000000,0.00962860,0.48802529,0.16730673,0.05613878
-5.43571786,0.82502054,0.01871165,0.03197364,0.00518434,0.00000000,0.01005530,0.50678347,0.17549501,0.05759727
-5.42971486,0.85450755,0.01939829,0.03282004,0.00522664,0.00000000,0.01048362,0.52586661,0.18408240,0.05907969
-5.42371186,0.88376099,0.01999462,0.03368657,0.00529129,0.00000000,0.01090317,0.54477686,0.19290339,0.06053433
-5.41770885,0.91201673,0.02048622,0.03454255,0.00537245,0.00000000,0.01130402,0.56304917,0.20180055,0.06191515
-5.41170585,0.93858449,0.02086145,0.03535878,0.00546463,0.00000000,0.01167698,0.58026502,0.21062931,0.06318319
-5.40570285,0.96286872,0.02111179,0.03610861,0.00556287,0.00000000,0.01201396,0.59606503,0.21926243,0.06430777
-5.39969985,0.98438672,0.02123204,0.03676890,0.00566282,0.00000000,0.01230815,0.61015989,0.22759398,0.06526741
-5.39369685,1.00278329,0.02122045,0.03732087,0.00576092,0.00000000,0.01255431,0.62233912,0.23554261,0.06605046
-5.38769385,1.01784112,0.02107875,0.03775081,0.00585437,0.00000000,0.01274892,0.63247724,0.24305395,0.06665545
-5.38169085,1.02948643,0.02081202,0.03805056,0.00594129,0.00000000,0.01289032,0.64053699,0.25010197,0.06709100
-5.37568784,1.03778960,0.02042850,0.03821783,0.00602064,0.00000000,0.01297875,0.64656954,0.25668924,0.06737548
-5.36968484,1.04296068,0.01993929,0.03825630,0.00609226,0.00000000,0.01301637,0.65071147,0.26284598,0.06753628
-5.36368184,1.04534002,0.01935792,0.03817549,0.00615679,0.00000000,0.01300716,0.65317885,0.26862798,0.06760889
-5.35767884,1.04538445,0.01869995,0.03799049,0.00621564,0.00000000,0.01295678,0.65425848,0.27411339,0.06763564
-5.35167584,1.04364950,0.01798245,0.03772135,0.00627083,0.00000000,0.01287235,0.65429683,0.27939869,0.06766437
-5.34567284,1.04076871,0.01722348,0.03739253,0.00632492,0.00000000,0.01276225,0.65368712,0.28459371,0.06774693
-5.33966983,1.03743074,0.01644166,0.03703198,0.00638086,0.00000000,0.01263571,0.65285509,0.28981631,0.06793772
-5.33366683,1.03435541,0.01565564,0.03667031,0.00644184,0.00000000,0.01250260,0.65224426,0.29518662,0.06829222
-5.32766383,1.03226971,0.01488371,0.03633975,0.00651119,0.00000000,0.01237294,0.65230101,0.30082142,0.06886562
-5.32166083,1.03188467,0.01414348,0.03607320,0.00659218,0.00000000,0.01225667,0.65346043,0.30682867,0.06971165
-5.31565783,1.03387405,0.01345158,0.03590322,0.00668797,0.00000000,0.01216319,0.65613329,0.31330266,0.07088157
-5.30965483,1.03885564,0.01282349,0.03586106,0.00680142,0.00000000,0.01210109,0.66069454,0.32031978,0.07242332
-5.30365183,1.04737551,0.01227343,0.03597581,0.00693505,0.00000000,0.01207786,0.66747393,0.32793530,0.07438095
-5.29764882,1.05989578,0.01181433,0.03627360,0.00709098,0.00000000,0.01209961,0.67674857,0.33618108,0.07679422
-5.29164582,1.07678594,0.01145784,0.03677694,0.00727080,0.00000000,0.01217089,0.68873789,0.34506435,0.07969830
-5.28564282,1.09831758,0.01121441,0.03750417,0.00747563,0.00000000,0.01229457,0.70360068,0.35456762,0.08312362
-5.27963982,1.12466239,0.01109337,0.03846902,0.00770605,0.00000000,0.01247173,0.72143404,0.36464946,0.08709582
-5.27363682,1.15589288,0.01110305,0.03968038,0.00796210,0.00000000,0.01270169,0.74227418,0.37524628,0.09163559
-5.26763382,1.19198540,0.01125085,0.04114207,0.00824332,0.00000000,0.01298205,0.76609843,0.38627471,0.09675852
-5.26163082,1.23282482,0.01154327,0.04285279,0.00854879,0.00000000,0.01330878,0.79282834,0.39763468,0.10247484
-5.25562781,1.27821035,0.01198593,0.04480623,0.00887709,0.00000000,0.01367638,0.82233337,0.40921275,0.10878897
-5.24962481,1.32786184,0.01258348,0.04699113,0.00922642,0.00000000,0.01407810,0.85443489,0.42088568,0.11569893
-5.24362181,1.38142637,0.01333947,0.04939152,0.00959457,0.00000000,0.01450615,0.88891018,0.43252413,0.12319559
-5.23761881,1.43848455,0.01425614,0.05198700,0.00997898,0.00000000,0.01495196,0.92549635,0.44399611,0.13126175
-5.23161581,1.49855659,0.01533415,0.05475309,0.01037676,0.00000000,0.01540645,0.96389391,0.45517045,0.13987113
-5.22561281,1.56110813,0.01657229,0.05766158,0.01078476,0.00000000,0.01586028,1.00377031,0.46591993,0.14898737
-5.21960980,1.62555583,0.01796707,0.06068097,0.01119956,0.00000000,0.01630414,1.04476326,0.47612426,0.15856305
-5.21360680,1.69127333,0.01951246,0.06377697,0.01161752,0.00000000,0.01672896,1.08648427,0.48567279,0.16853888
-5.20760380,1.75759775,0.02119948,0.06691301,0.01203484,0.00000000,0.01712615,1.12852260,0.49446723,0.17884321
-5.20160080,1.82383720,0.02301596,0.07005083,0.01244762,0.00000000,0.01748780,1.17044993,0.50242410,0.18939182
-5.19559780,1.88928003,0.02494636,0.07315107,0.01285191,0.00000000,0.01780682,1.21182609,0.50947736,0.20008830
-5.18959480,1.95320576,0.02697166,0.07617402,0.01324384,0.00000000,0.01807706,1.25220600,0.51558096,0.21082487
-5.18359180,2.01489848,0.02906942,0.07908031,0.01361968,0.00000000,0.01829343,1.29114820,0.52071155,0.22148397
-5.17758879,2.07366239,0.03121400,0.08183174,0.01397597,0.00000000,0.01845194,1.32822481,0.52487127,0.23194026
-5.17158579,2.12883971,0.03337687,0.08439209,0.01430970,0.00000000,0.01854971,1.36303303,0.52809051,0.24206348
-5.16558279,2.17983038,0.03552718,0.08672801,0.01461840,0.00000000,0.01858500,1.39520781,0.53043066,0.25172167
-5.15957979,2.22611315,0.03763244,0.08880985,0.01490034,0.00000000,0.01855715,1.42443540,0.53198664,0.26078498
-5.15357679,2.26726715,0.03965928,0.09061258,0.01515465,0.00000000,0.01846656,1.45046719,0.53288897,0.26912973
-5.14757379,2.30299281,0.04157441,0.09211654,0.01538146,0.00000000,0.01831461,1.47313317,0.53330525,0.27664268
-5.14157079,2.33313120,0.04334558,0.09330817,0.01558204,0.00000000,0.01810361,1.49235418,0.53344075,0.28322522
-5.13556778,2.35768019,0.04494260,0.09418064,0.01575886,0.00000000,0.01783668,1.50815216,0.53353780,0.28879736
-5.12956478,2.37680643,0.04633835,0.09473425,0.01591562,0.00000000,0.01751770,1.52065762,0.53387387,0.29330117
-5.12356178,2.39085171,0.04750966,0.09497670,0.01605730,0.00000000,0.01715120,1.53011340,0.53475801,0.29670369
-5.11755878,2.40033284,0.04843820,0.09492313,0.01619002,0.00000000,0.01674226,1.53687414,0.53652557,0.29899884
-5.11155578,2.40593416,0.04911105,0.09459584,0.01632097,0.00000000,0.01629642,1.54140106,0.53953116,0.30020847
-5.10555278,2.40849244,0.04952125,0.09402387,0.01645821,0.00000000,0.01581957,1.54425160,0.54413980,0.30038226
-5.09954977,2.40897396,0.04966803,0.09324223,0.01661041,0.00000000,0.01531784,1.54606415,0.55071648,0.29959647
-5.09354677,2.40844443,0.04955684,0.09229092,0.01678656,0.00000000,0.01479748,1.54753805,0.55961434,0.29795166
-5.08754377,2.40803252,0.04919917,0.09121372,0.01699566,0.00000000,0.01426477,1.54940952,0.57116187,0.29556926
-5.08154077,2.40888847,0.04861211,0.09005684,0.01724629,0.00000000,0.01372586,1.55242440,0.58564955,0.29258740
-5.07553777,2.41213949,0.04781779,0.08886741,0.01754629,0.00000000,0.01318668,1.55730899,0.60331654,0.28915588
-5.06953477,2.41884399,0.04684259,0.08769189,0.01790239,0.00000000,0.01265282,1.56474009,0.62433807,0.28543076
-5.06353177,2.42994698,0.04571622,0.08657458,0.01831982,0.00000000,0.01212939,1.57531602,0.64881407,0.28156879
-5.05752876,2.44623892,0.04447080,0.08555610,0.01880205,0.00000000,0.01162095,1.58952996,0.67675981,0.27772180
-5.05152576,2.46832029,0.04313984,0.08467208,0.01935055,0.00000000,0.01113142,1.60774711,0.70809916,0.27403156
-5.04552276,2.49657395,0.04175727,0.08395210,0.01996464,0.00000000,0.01066400,1.63018712,0.74266088,0.27062522
-5.03951976,2.53114692,0.04035653,0.08341880,0.02064145,0.00000000,0.01022111,1.65691271,0.78017846,0.26761152
-5.03351676,2.57194290,0.03896979,0.08308739,0.02137591,0.00000000,0.00980443,1.68782542,0.82029370,0.26507816
-5.02751376,2.61862610,0.03762722,0.08296549,0.02216098,0.00000000,0.00941486,1.72266881,0.86256412,0.26309010
-5.02151076,2.67063631,0.03635653,0.08305321,0.02298781,0.00000000,0.00905262,1.76103909,0.90647402,0.26168924
-5.01550775,2.72721480,0.03518253,0.08334369,0.02384612,0.00000000,0.00871728,1.80240285,0.95144891,0.26089505
-5.00950475,2.78743962,0.03412700,0.08382383,0.02472460,0.00000000,0.00840790,1.84612093,0.99687275,0.26070639
-5.00350175,2.85026849,0.03320857,0.08447530,0.02561139,0.00000000,0.00812314,1.89147731,1.04210731,0.26110420
-4.99749875,2.91458715,0.03244276,0.08527571,0.02649453,0.00000000,0.00786145,1.93771150,1.08651279,0.26205488
-4.99149575,2.97926054,0.03184221,0.08619991,0.02736253,0.00000000,0.00762118,1.98405273,1.12946884,0.26351415
-4.98549275,3.04318399,0.03141681,0.08722126,0.02820478,0.00000000,0.00740080,2.02975416,1.17039500,0.26543119
-4.97948974,3.10533201,0.03117404,0.08831291,0.02901208,0.00000000,0.00719903,2.07412534,1.20876955,0.26775262
-4.97348674,3.16480181,0.03111914,0.08944891,0.02977694,0.00000000,0.00701500,2.11656121,1.24414606,0.27042635
-4.96748374,3.22084974,0.03125544,0.09060518,0.03049391,0.00000000,0.00684837,2.15656637,1.27616681,0.27340485
-4.96148074,3.27291871,0.03158450,0.09176022,0.03115979,0.00000000,0.00669947,2.19377327,1.30457247,0.27664780
-4.95547774,3.32065567,0.03210627,0.09289559,0.03177367,0.00000000,0.00656932,2.22795384,1.32920788,0.28012395
-4.94947474,3.36391845,0.03281917,0.09399612,0.03233696,0.00000000,0.00645968,2.25902402,1.35002360,0.28381216
-4.94347174,3.40277224,0.03372010,0.09504986,0.03285325,0.00000000,0.00637306,2.28704140,1.36707342,0.28770161
-4.93746873,3.43747635,0.03480441,0.09604782,0.03332805,0.00000000,0.00631262,2.31219636,1.38050813,0.29179115
-4.93146573,3.46846247,0.03606583,0.09698355,0.03376855,0.00000000,0.00628211,2.33479753,1.39056601,0.29608809
-4.92546273,3.49630600,0.03749632,0.09785252,0.03418324,0.00000000,0.00628573,2.35525262,1.39756061,0.30060626
-4.91945973,3.52169243,0.03908599,0.09865151,0.03458146,0.00000000,0.00632793,2.37404589,1.40186667,0.30536381
-4.91345673,3.54538065,0.04082299,0.09937795,0.03497302,0.00000000,0.00641325,2.39171353,1.40390478,0.31038067
-4.90745373,3.56816527,0.04269340,0.10002929,0.03536777,0.00000000,0.00654607,2.40881826,1.40412563,0.31567602
-4.90145073,3.59083982,0.04468124,0.10060250,0.03577514,0.00000000,0.00673040,2.42592441,1.40299442,0.32126576
-4.89544772,3.61416230,0.04676841,0.10109367,0.03620381,0.00000000,0.00696958,2.44357454,1.40097624,0.32716035
-4.88944472,3.63882451,0.04893483,0.10149780,0.03666137,0.00000000,0.00726612,2.46226836,1.39852254,0.33336282
-4.88344172,3.66542606,0.05115855,0.10180871,0.03715403,0.00000000,0.00762142,2.48244474,1.39605933,0.33986730
-4.87743872,3.69445345,0.05341590,0.10201914,0.03768643,0.00000000,0.00803558,2.50446693,1.39397716,0.34665798
-4.87143572,3.72626463,0.05568178,0.10212102,0.03826148,0.00000000,0.00850725,2.52861139,1.39262286,0.35370857
-4.86543272,3.76107875,0.05792994,0.10210574,0.03888024,0.00000000,0.00903349,2.55505994,1.39229319,0.36098211
-4.85942971,3.79897084,0.06013328,0.10196466,0.03954196,0.00000000,0.00960967,2.58389523,1.39322997,0.36843135
-4.85342671,3.83987085,0.06226422,0.10168950,0.04024405,0.00000000,0.01022951,2.61509898,1.39561682,0.37599935
-4.84742371,3.88356637,0.06429504,0.10127283,0.04098215,0.00000000,0.01088504,2.64855284,1.39957699,0.38362048
-4.84142071,3.92970859,0.06619831,0.10070849,0.04175025,0.00000000,0.01156677,2.68404125,1.40517237,0.39122159
-4.83541771,3.97782065,0.06794725,0.09999187,0.04254081,0.00000000,0.01226381,2.72125612,1.41240321,0.39872341
-4.82941471,4.02730804,0.06951610,0.09912021,0.04334494,0.00000000,0.01296412,2.75980293,1.42120875,0.40604195
-4.82341171,4.07747062,0.07088056,0.09809269,0.04415254,0.00000000,0.01365477,2.79920801,1.43146845,0.41309007
-4.81740870,4.12751586,0.07201815,0.09691045,0.04495252,0.00000000,0.01432226,2.83892684,1.44300394,0.41977901
-4.81140570,4.17657327,0.07290856,0.09557651,0.04573299,0.00000000,0.01495290,2.87835324,1.45558173,0.42601983
-4.80540270,4.22370966,0.07353409,0.09409558,0.04648151,0.00000000,0.01553321,2.91682946,1.46891673,0.43172488
-4.79939970,4.26794547,0.07387996,0.09247378,0.04718525,0.00000000,0.01605026,2.95365697,1.48267675,0.43680916
-4.79339670,4.30827186,0.07393470,0.09071839,0.04783126,0.00000000,0.01649211,2.98810818,1.49648795,0.44119154
-4.78739370,4.34366856,0.07369040,0.08883748,0.04840672,0.00000000,0.01684816,3.01943875,1.50994148,0.44479598
-4.78139070,4.37312243,0.07314303,0.08683966,0.04889911,0.00000000,0.01710947,3.04690070,1.52260118,0.44755249
-4.77538769,4.39564654,0.07229261,0.08473377,0.04929651,0.00000000,0.01726908,3.06975598,1.53401239,0.44939809
-4.76938469,4.41029945,0.07114342,0.08252871,0.04958780,0.00000000,0.01732217,3.08729052,1.54371175,0.45027761
-4.76338169,4.41620453,0.06970399,0.08023324,0.04976286,0.00000000,0.01726624,3.09882839,1.55123784,0.45014436
-4.75737869,4.41256879,0.06798714,0.07785595,0.04981286,0.00000000,0.01710119,3.10374599,1.55614241,0.44896068
-4.75137569,4.39870105,0.06600980,0.07540524,0.04973036,0.00000000,0.01682926,3.10148577,1.55800187,0.44669841
-4.74537269,4.37402871,0.06379282,0.07288936,0.04950956,0.00000000,0.01645500,3.09156944,1.55642880,0.44333921
-4.73936968,4.33811304,0.06136060,0.07031658,0.04914640,0.00000000,0.01598505,3.07361005,1.55108304,0.43887486
-4.73336668,4.29066225,0.05874066,0.06769528,0.04863872,0.00000000,0.01542790,3.04732287,1.54168195,0.43330744
-4.72736368,4.23154215,0.05596311,0.06503416,0.04798633,0.00000000,0.01479367,3.01253461,1.52800961,0.42664940
-4.72136068,4.16078394,0.05306008,0.06234238,0.04719105,0.00000000,0.01409369,2.96919073,1.50992440,0.41892367
-4.71535768,4.07858890,0.05006503,0.05962971,0.04625675,0.00000000,0.01334022,2.91736058,1.48736489,0.41016358
-4.70935468,3.98532959,0.04701210,0.05690665,0.04518931,0.00000000,0.01254603,2.85724007,1.46035355,0.40041285
-4.70335168,3.88154763,0.04393541,0.05418443,0.04399654,0.00000000,0.01172405,2.78915187,1.42899832,0.38972540
-4.69734867,3.76794766,0.04086842,0.05147504,0.04268811,0.00000000,0.01088703,2.71354267,1.39349176,0.37816512
-4.69134567,3.64538772,0.03784329,0.04879114,0.04127533,0.00000000,0.01004723,2.63097783,1.35410782,0.36580546
-4.68534267,3.51486594,0.03489036,0.04614587,0.03977105,0.00000000,0.00921611,2.54213301,1.31119627,0.35272902
-4.67933967,3.37750376,0.03203764,0.04355269,0.03818937,0.00000000,0.00840415,2.44778313,1.26517503,0.33902677
-4.67333667,3.23452598,0.02931045,0.04102505,0.03654539,0.00000000,0.00762062,2.34878868,1.21652033,0.32479724
-4.66733367,3.08723794,0.02673115,0.03857609,0.03485498,0.00000000,0.00687352,2.24607965,1.16575539,0.31014544
-4.66133067,2.93700037,0.02431894,0.03621832,0.03313442,0.00000000,0.00616945,2.14063735,1.11343763,0.29518152
-4.65532766,2.78520245,0.02208976,0.03396321,0.03140010,0.00000000,0.00551365,2.03347468,1.06014496,0.28001924
-4.64932466,2.63323376,0.02005632,0.03182090,0.02966823,0.00000000,0.00490998,1.92561523,1.00646158,0.26477430
-4.64332166,2.48245597,0.01822811,0.02979984,0.02795447,0.00000000,0.00436100,1.81807181,0.95296376,0.24956236
