energy_ev,total_up,C_s_up,C_p_up,Na_s_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-6.00000000,1.67867440,0.02052906,0.09174102,0.25526236,0.01233102,1.02609674,0.36994645,0.27980987
-5.99399700,1.80659579,0.02146071,0.09871819,0.27542036,0.01301418,1.10485470,0.39932661,0.30032493
-5.98799400,1.93286195,0.02235947,0.10557272,0.29630475,0.01366513,1.18264667,0.42865381,0.32027966
-5.98199100,2.05580469,0.02320262,0.11221587,0.31770840,0.01427026,1.25845382,0.45754990,0.33939247
-5.97598799,2.17374624,0.02396795,0.11855888,0.33940846,0.01481641,1.33125066,0.48562645,0.35738680
-5.96998499,2.28504376,0.02463447,0.12451527,0.36117126,0.01529127,1.40003224,0.51249459,0.37399906
-5.96398199,2.38813470,0.02518313,0.13000318,0.38275761,0.01568383,1.46384191,0.53777535,0.38898666
-5.95797899,2.48158109,0.02559746,0.13494758,0.40392837,0.01598467,1.52179852,0.56111003,0.40213551
-5.95197599,2.56411129,0.02586412,0.13928246,0.42445018,0.01618631,1.57312203,0.58217036,0.41326692
-5.94597299,2.63465741,0.02597336,0.14295265,0.44410109,0.01628347,1.61715655,0.60066793,0.42224346
-5.93996998,2.69238698,0.02591928,0.14591547,0.46267607,0.01627321,1.65338988,0.61636262,0.42897359
-5.93396698,2.73672765,0.02570005,0.14814193,0.47999215,0.01615499,1.68146885,0.62906966,0.43341481
-5.92796398,2.76738396,0.02531791,0.14961757,0.49589298,0.01593075,1.70120969,0.63866509,0.43557523
-5.92196098,2.78434547,0.02477901,0.15034289,0.51025286,0.01560474,1.71260324,0.64508939,0.43551348
-5.91595798,2.78788605,0.02409322,0.15033322,0.52297983,0.01518340,1.71581469,0.64834916,0.43333692
-5.90995498,2.77855435,0.02327366,0.14961831,0.53401797,0.01467510,1.71117784,0.64851682,0.42919822
-5.90395198,2.75715586,0.02233625,0.14824133,0.54334853,0.01408985,1.69918430,0.64572829,0.42329054
-5.89794897,2.72472724,0.02129914,0.14625760,0.55099013,0.01343897,1.68046780,0.64017890,0.41584129
-5.89194597,2.68250409,0.02018204,0.14373291,0.55699769,0.01273470,1.65578451,0.63211754,0.40710503
-5.88594297,2.63188313,0.01900563,0.14074157,0.56146034,0.01198982,1.62598987,0.62183945,0.39735538
-5.87993997,2.57438051,0.01779084,0.13736427,0.56449813,0.01121732,1.59201304,0.60967784,0.38687665
-5.87393697,2.51158754,0.01655829,0.13368584,0.56625786,0.01042999,1.55482966,0.59599475,0.37595522
-5.86793397,2.44512558,0.01532766,0.12979282,0.56690793,0.00964013,1.51543413,0.58117140,0.36487107
-5.86193097,2.37660160,0.01411722,0.12577124,0.56663263,0.00885929,1.47481226,0.56559855,0.35388980
-5.85592796,2.30756598,0.01294344,0.12170441,0.56562581,0.00809805,1.43391520,0.54966703,0.34325540
-5.84992496,2.23947394,0.01182060,0.11767086,0.56408445,0.00736585,1.39363568,0.53375884,0.33318387
-5.84392196,2.17365174,0.01076061,0.11374263,0.56220211,0.00667092,1.35478709,0.51823919,0.32385813
-5.83791896,2.11126885,0.00977292,0.10998378,0.56016285,0.00602026,1.31808628,0.50344949,0.31542417
-5.83191596,2.05331667,0.00886442,0.10644930,0.55813547,0.00541962,1.28414030,0.48970162,0.30798862
-5.82591296,2.00059440,0.00803955,0.10318436,0.55626867,0.00487363,1.25343761,0.47727355,0.30161775
-5.81990995,1.95370216,0.00730043,0.10022399,0.55468709,0.00438591,1.22634371,0.46640624,0.29633792
-5.81390695,1.91304132,0.00664704,0.09759312,0.55348844,0.00395919,1.20310119,0.45730187,0.29213738
-5.80790395,1.87882163,0.00607747,0.09530701,0.55274172,0.00359555,1.18383396,0.45012326,0.28896932
-5.80190095,1.85107435,0.00558822,0.09337199,0.55248670,0.00329657,1.16855522,0.44499432,0.28675599
-5.79589795,1.82967059,0.00517448,0.09178652,0.55273438,0.00306354,1.15717856,0.44200129,0.28539369
-5.78989495,1.81434368,0.00483041,0.09054243,0.55346852,0.00289765,1.14953158,0.44119464,0.28475842
-5.78389195,1.80471429,0.00454951,0.08962630,0.55464790,0.00280015,1.14537113,0.44259128,0.28471192
-5.77788894,1.80031695,0.00432482,0.08902101,0.55620930,0.00277254,1.14439958,0.44617691,0.28510780
-5.77188594,1.80062674,0.00414923,0.08870713,0.55807076,0.00281662,1.14628099,0.45190835,0.28579760
-5.76588294,1.80508469,0.00401573,0.08866433,0.56013508,0.00293466,1.15065670,0.45971550,0.28663643
-5.75987994,1.81312102,0.00391756,0.08887260,0.56229330,0.00312934,1.15715949,0.46950313,0.28748806
-5.75387694,1.82417500,0.00384840,0.08931323,0.56442798,0.00340385,1.16542583,0.48115207,0.28822924
-5.74787394,1.83771100,0.00380253,0.08996958,0.56641616,0.00376175,1.17510580,0.49452014,0.28875314
-5.74187094,1.85323019,0.00377490,0.09082746,0.56813192,0.00420697,1.18587040,0.50944264,0.28897177
-5.73586793,1.87027779,0.00376123,0.09187529,0.56944862,0.00474361,1.19741636,0.52573273,0.28881744
-5.72986493,1.88844612,0.00375801,0.09310395,0.57024071,0.00537582,1.20946837,0.54318159,0.28824324
-5.72386193,1.90737380,0.00376259,0.09450626,0.57038527,0.00610759,1.22177915,0.56155895,0.28722259
-5.71785893,1.92674181,0.00377314,0.09607638,0.56976345,0.00694254,1.23412773,0.58061373,0.28574799
-5.71185593,1.94626723,0.00378865,0.09780889,0.56826174,0.00788367,1.24631639,0.60007538,0.28382916
-5.70585293,1.96569555,0.00380891,0.09969784,0.56577345,0.00893317,1.25816691,0.61965582,0.28149065
-5.69984992,1.98479245,0.00383448,0.10173576,0.56220028,0.01009216,1.26951654,0.63905232,0.27876920
-5.69384692,2.00333609,0.00386663,0.10391269,0.55745410,0.01136048,1.28021429,0.65795111,0.27571093
-5.68784392,2.02111046,0.00390731,0.10621531,0.55145909,0.01273652,1.29011800,0.67603210,0.27236861
-5.68184092,2.03790064,0.00395907,0.10862626,0.54415400,0.01421710,1.29909234,0.69297421,0.26879907
-5.67583792,2.05349023,0.00402501,0.11112374,0.53549458,0.01579731,1.30700818,0.70846161,0.26506097
-5.66983492,2.06766121,0.00410869,0.11368127,0.52545603,0.01747053,1.31374324,0.72219033,0.26121285
-5.66383192,2.08019622,0.00421406,0.11626785,0.51403527,0.01922841,1.31918388,0.73387519,0.25731168
-5.65782891,2.09088301,0.00434530,0.11884835,0.50125288,0.02106094,1.32322810,0.74325680,0.25341176
-5.65182591,2.09952059,0.00450679,0.12138424,0.48715449,0.02295656,1.32578918,0.75010819,0.24956409
-5.64582291,2.10592674,0.00470289,0.12383449,0.47181148,0.02490235,1.32679979,0.75424094,0.24581596
-5.63981991,2.10994596,0.00493786,0.12615680,0.45532082,0.02688424,1.32621611,0.75551049,0.24221096
-5.63381691,2.11145742,0.00521565,0.12830885,0.43780396,0.02888724,1.32402158,0.75382040,0.23878907
-5.62781391,2.11038228,0.00553976,0.13024974,0.41940474,0.03089570,1.32022998,0.74912538,0.23558694
-5.62181091,2.10668961,0.00591304,0.13194139,0.40028640,0.03289360,1.31488745,0.74143304,0.23263816
-5.61580790,2.10040072,0.00633753,0.13334987,0.38062764,0.03486481,1.30807341,0.73080424,0.22997354
-5.60980490,2.09159145,0.00681427,0.13444664,0.36061804,0.03679329,1.29990009,0.71735204,0.22762129
-5.60380190,2.08039222,0.00734314,0.13520957,0.34045299,0.03866338,1.29051083,0.70123939,0.22560714
-5.59779890,2.06698611,0.00792273,0.13562375,0.32032830,0.04045993,1.28007712,0.68267562,0.22395434
-5.59179590,2.05160477,0.00855025,0.13568198,0.30043487,0.04216845,1.26879473,0.66191192,0.22268354
-5.58579290,2.03452279,0.00922146,0.13538502,0.28095357,0.04377526,1.25687895,0.63923605,0.22181261
-5.57978989,2.01605078,0.00993063,0.13474147,0.26205063,0.04526752,1.24455954,0.61496635,0.22135647
-5.57378689,1.99652757,0.01067062,0.13376743,0.24387375,0.04663329,1.23207543,0.58944550,0.22132681
-5.56778389,1.97631220,0.01143295,0.13248586,0.22654908,0.04786158,1.21966970,0.56303404,0.22173194
-5.56178089,1.95577597,0.01220801,0.13092569,0.21017915,0.04894234,1.20758496,0.53610400,0.22257669
-5.55577789,1.93529512,0.01298521,0.12912082,0.19484184,0.04986653,1.19605949,0.50903277,0.22386234
-5.54977489,1.91524446,0.01375334,0.12710892,0.18059040,0.05062612,1.18532420,0.48219734,0.22558676
-5.54377189,1.89599204,0.01450082,0.12493018,0.16745434,0.05121418,1.17560055,0.45596911,0.22774453
-5.53776888,1.87789518,0.01521612,0.12262612,0.15544122,0.05162497,1.16709934,0.43070928,0.23032725
-5.53176588,1.86129771,0.01588815,0.12023831,0.14453905,0.05185406,1.16002037,0.40676499,0.23332382
-5.52576288,1.84652832,0.01650660,0.11780730,0.13471923,0.05189849,1.15455276,0.38446600,0.23672077
-5.51975988,1.83389979,0.01706239,0.11537159,0.12593977,0.05175695,1.15087567,0.36412218,0.24050262
-5.51375688,1.82370888,0.01754803,0.11296680,0.11814859,0.05142996,1.14915923,0.34602156,0.24465208
-5.50775388,1.81623639,0.01795790,0.11062493,0.11128680,0.05092003,1.14956540,0.33042888,0.24915023
