energy_ev,total_up,Au_p_up,Au_d_up,Bi_p_up,Bi_d_up,Se_s_up,Se_p_up
-6.00000000,11.84968793,0.87887044,10.41050041,0.39477224,0.04022473,0.16689196,0.67409586
-5.99399700,11.89848613,0.88183118,10.45691908,0.39250406,0.04077632,0.16803931,0.67673508
-5.98799400,11.93846314,0.88349700,10.49584425,0.38959755,0.04128096,0.16902900,0.67906051
-5.98199100,11.96891049,0.88389996,10.52653462,0.38604471,0.04173444,0.16986853,0.68107720
-5.97598799,11.98954166,0.88311286,10.54861338,0.38185944,0.04213423,0.17057158,0.68281255
-5.96998499,12.00048888,0.88124766,10.56206653,0.37707720,0.04247946,0.17115768,0.68431559
-5.96398199,12.00228161,0.87845248,10.56722554,0.37175392,0.04277095,0.17165172,0.68565525
-5.95797899,11.99580817,0.87490698,10.56473529,0.36596397,0.04301102,0.17208319,0.68691773
-5.95197599,11.98226251,0.87081647,10.55550927,0.35979755,0.04320343,0.17248527,0.68820316
-5.94597299,11.96307914,0.86640502,10.54067469,0.35335729,0.04335307,0.17289377,0.68962153
-5.93996998,11.93985984,0.86190763,10.52151062,0.34675460,0.04346577,0.17334592,0.69128824
-5.93396698,11.91429606,0.85756212,10.49938274,0.34010559,0.04354796,0.17387918,0.69331924
-5.92796398,11.88809155,0.85360080,10.47567846,0.33352696,0.04360644,0.17453005,0.69582625
-5.92196098,11.86288915,0.85024257,10.45174596,0.32713202,0.04364800,0.17533298,0.69891199
-5.91595798,11.84020592,0.84768559,10.42884068,0.32102690,0.04367923,0.17631935,0.70266586
-5.90995498,11.82137978,0.84610104,10.40808197,0.31530726,0.04370620,0.17751680,0.70716009
-5.90395198,11.80753050,0.84562815,10.39042211,0.31005551,0.04373433,0.17894860,0.71244666
-5.89794897,11.79953645,0.84637077,10.37662912,0.30533870,0.04376820,0.18063344,0.71855500
-5.89194597,11.79802811,0.84839560,10.36728365,0.30120714,0.04381148,0.18258543,0.72549072
-5.88594297,11.80339761,0.85173215,10.36278950,0.29769372,0.04386689,0.18481432,0.73323521
-5.87993997,11.81582307,0.85637441,10.36339622,0.29481401,0.04393627,0.18732601,0.74174627
-5.87393697,11.83530519,0.86228410,10.36923170,0.29256696,0.04402059,0.19012327,0.75095971
-5.86793397,11.86171292,0.86939519,10.38034160,0.29093626,0.04412016,0.19320651,0.76079168
-5.86193097,11.89483448,0.87761962,10.39673230,0.28989217,0.04423469,0.19657473,0.77114175
-5.85592796,11.93442949,0.88685363,10.41841374,0.28939366,0.04436353,0.20022637,0.78189653
-5.84992496,11.98027805,0.89698451,10.44543835,0.28939088,0.04450580,0.20416016,0.79293357
-5.84392196,12.03222298,0.90789722,10.47793277,0.28982767,0.04466055,0.20837574,0.80412543
-5.83791896,12.09020141,0.91948067,10.51611940,0.29064405,0.04482691,0.21287417,0.81534364
-5.83191596,12.15426332,0.93163306,10.56032543,0.29177861,0.04500415,0.21765809,0.82646246
-5.82591296,12.22457493,0.94426622,10.61097814,0.29317061,0.04519177,0.22273161,0.83736209
-5.81990995,12.30140633,0.95730852,10.66858577,0.29476181,0.04538948,0.22809992,0.84793141
-5.81390695,12.38510350,0.97070623,10.73370487,0.29649794,0.04559715,0.23376856,0.85806999
-5.80790395,12.47604641,0.98442344,10.80689540,0.29832975,0.04581475,0.23974246,0.86768939
-5.80190095,12.57459534,0.99844024,10.88866616,0.30021367,0.04604217,0.24602472,0.87671362
-5.79589795,12.68102910,1.01274972,10.97941389,0.30211212,0.04627909,0.25261525,0.88507908
-5.78989495,12.79547899,1.02735361,11.07935972,0.30399349,0.04652481,0.25950935,0.89273362
-5.78389195,12.91786297,1.04225722,11.18848720,0.30583174,0.04677807,0.26669628,0.89963535
-5.77788894,13.04782492,1.05746375,11.30648624,0.30760590,0.04703683,0.27415795,0.90575083
-5.77188594,13.18468313,1.07296862,11.43270688,0.30929930,0.04729820,0.28186782,0.91105324
-5.76588294,13.32739246,1.08875403,11.56612678,0.31089876,0.04755830,0.28979007,0.91552044
-5.75987994,13.47452338,1.10478433,11.70533527,0.31239375,0.04781221,0.29787915,0.91913314
-5.75387694,13.62426042,1.12100234,11.84853606,0.31377550,0.04805396,0.30607969,0.92187345
-5.74787394,13.77442155,1.13732718,11.99356995,0.31503626,0.04827663,0.31432692,0.92372376
-5.74187094,13.92249864,1.15365349,12.13795736,0.31616862,0.04847245,0.32254751,0.92466616
-5.73586793,14.06571814,1.16985252,12.27895964,0.31716496,0.04863304,0.33066089,0.92468251
-5.72986493,14.20111974,1.18577468,12.41365711,0.31801701,0.04874958,0.33858091,0.92375496
-5.72386193,14.32564989,1.20125381,12.53904055,0.31871561,0.04881316,0.34621796,0.92186710
-5.71785893,14.43626602,1.21611271,12.65211233,0.31925056,0.04881509,0.35348132,0.91900561
-5.71185593,14.53004682,1.23016978,12.74999262,0.31961055,0.04874724,0.36028169,0.91516221
-5.70585293,14.60430326,1.24324628,12.83002574,0.31978334,0.04860234,0.36653382,0.91033592
-5.69984992,14.65668522,1.25517399,12.88988190,0.31975582,0.04837434,0.37215918,0.90453531
-5.69384692,14.68527853,1.26580260,12.92764943,0.31951434,0.04805871,0.37708844,0.89778074
-5.68784392,14.68868796,1.27500669,12.94191324,0.31904499,0.04765264,0.38126374,0.89010635
-5.68184092,14.66610195,1.28269169,12.93181592,0.31833395,0.04715525,0.38464068,0.88156156
-5.67583792,14.61733637,1.28879862,12.89709867,0.31736789,0.04656771,0.38718984,0.87221218
