energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-2.84242121,0.78515075,0.40415294,0.49307358,0.00059307,0.01150000,0.00262459,0.08388691,0.04897877,0.10851675
-2.83641821,0.73897193,0.36942836,0.46346018,0.00055827,0.01045429,0.00243887,0.07620543,0.04750778,0.10936833
-2.83041521,0.69952150,0.33730060,0.43789886,0.00052460,0.00955313,0.00226322,0.06921889,0.04648965,0.11180777
-2.82441221,0.66732912,0.30794920,0.41672004,0.00049268,0.00879587,0.00209954,0.06292180,0.04597130,0.11599127
-2.81840920,0.64286975,0.28151990,0.40022254,0.00046306,0.00818053,0.00194945,0.05730822,0.04599667,0.12206509
-2.81240620,0.62654999,0.25812201,0.38866687,0.00043626,0.00770390,0.00181429,0.05237080,0.04660491,0.13015998
-2.80640320,0.61869542,0.23782688,0.38226944,0.00041272,0.00736152,0.00169505,0.04809987,0.04782854,0.14038549
-2.80040020,0.61953935,0.22066736,0.38119766,0.00039278,0.00714772,0.00159237,0.04448270,0.04969171,0.15282403
-2.79439720,0.62921297,0.20663834,0.38556623,0.00037671,0.00705567,0.00150657,0.04150291,0.05220856,0.16752499
-2.78839420,0.64773744,0.19569810,0.39543442,0.00036468,0.00707743,0.00143758,0.03914001,0.05538176,0.18449916
-2.78239120,0.67501792,0.18777045,0.41080449,0.00035677,0.00720400,0.00138502,0.03736922,0.05920124,0.20371364
-2.77638819,0.71083980,0.18274742,0.43162121,0.00035295,0.00742538,0.00134817,0.03616134,0.06364329,0.22508749
-2.77038519,0.75486743,0.18049249,0.45777238,0.00035313,0.00773069,0.00132604,0.03548291,0.06866992,0.24848853
-2.76438219,0.80664542,0.18084415,0.48909042,0.00035709,0.00810820,0.00131735,0.03529642,0.07422869,0.27373136
-2.75837919,0.86560267,0.18361971,0.52535476,0.00036456,0.00854552,0.00132060,0.03556075,0.08025294,0.30057703
-2.75237619,0.93105920,0.18861923,0.56629511,0.00037520,0.00902972,0.00133413,0.03623163,0.08666251,0.32873454
-2.74637319,1.00223589,0.19562958,0.61159536,0.00038859,0.00954747,0.00135611,0.03726225,0.09336497,0.35786418
-2.74037019,1.07826685,0.20442842,0.66089802,0.00040426,0.01008527,0.00138466,0.03860394,0.10025730,0.38758295
-2.73436718,1.15821435,0.21478812,0.71380906,0.00042171,0.01062963,0.00141786,0.04020691,0.10722811,0.41747202
-2.72836418,1.24108592,0.22647960,0.76990289,0.00044041,0.01116729,0.00145380,0.04202096,0.11416019,0.44708598
-2.72236118,1.32585329,0.23927586,0.82872747,0.00045983,0.01168549,0.00149065,0.04399630,0.12093352,0.47596377
-2.71635818,1.41147251,0.25295544,0.88980921,0.00047942,0.01217219,0.00152672,0.04608427,0.12742844,0.50364103
-2.71035518,1.49690464,0.26730537,0.95265775,0.00049866,0.01261631,0.00156047,0.04823816,0.13352901,0.52966319
-2.70435218,1.58113648,0.28212399,1.01677026,0.00051707,0.01300796,0.00159059,0.05041386,0.13912644,0.55359909
-2.69834917,1.66320046,0.29722318,1.08163550,0.00053419,0.01333865,0.00161600,0.05257054,0.14412229,0.57505441
-2.69234617,1.74219313,0.31243035,1.14673743,0.00054962,0.01360148,0.00163591,0.05467125,0.14843146,0.59368433
-2.68634317,1.81729165,0.32758978,1.21155847,0.00056304,0.01379124,0.00164982,0.05668345,0.15198485,0.60920497
-2.68034017,1.88776770,0.34256367,1.27558272,0.00057418,0.01390459,0.00165753,0.05857943,0.15473139,0.62140296
-2.67433717,1.95299850,0.35723259,1.33829904,0.00058283,0.01394002,0.00165915,0.06033665,0.15663953,0.63014267
-2.66833417,2.01247469,0.37149551,1.39920443,0.00058890,0.01389792,0.00165510,0.06193796,0.15769799,0.63537091
-2.66233117,2.06580505,0.38526952,1.45780782,0.00059232,0.01378055,0.00164608,0.06337179,0.15791586,0.63711866
-2.65632816,2.11271818,0.39848906,1.51363459,0.00059314,0.01359187,0.00163303,0.06463217,0.15732190,0.63549987
-2.65032516,2.15306132,0.41110498,1.56623197,0.00059143,0.01333748,0.00161714,0.06571869,0.15596312,0.63070729
-2.64432216,2.18679675,0.42308342,1.61517546,0.00058734,0.01302443,0.00159977,0.06663634,0.15390286,0.62300565
-2.63831916,2.21399636,0.43440454,1.66007638,0.00058107,0.01266100,0.00158244,0.06739534,0.15121817,0.61272235
-2.63231616,2.23483454,0.44506134,1.70059045,0.00057284,0.01225650,0.00156675,0.06801085,0.14799689,0.60023620
-2.62631316,2.24958032,0.45505845,1.73642724,0.00056290,0.01182099,0.00155435,0.06850257,0.14433444,0.58596477
-2.62031016,2.25858887,0.46441119,1.76736023,0.00055153,0.01136509,0.00154692,0.06889438,0.14033049,0.57035072
-2.61430715,2.26229287,0.47314476,1.79323697,0.00053898,0.01089971,0.00154605,0.06921383,0.13608562,0.55384796
-2.60830415,2.26119397,0.48129358,1.81398893,0.00052550,0.01043580,0.00155328,0.06949163,0.13169826,0.53690801
-2.60230115,2.25585451,0.48890093,1.82964027,0.00051135,0.00998418,0.00156999,0.06976103,0.12726181,0.51996723
-2.59629815,2.24688934,0.49601864,1.84031509,0.00049674,0.00955532,0.00159740,0.07005723,0.12286226,0.50343526
-2.59029515,2.23495789,0.50270694,1.84624230,0.00048185,0.00915915,0.00163657,0.07041666,0.11857623,0.48768513
-2.58429215,2.22075606,0.50903420,1.84775770,0.00046686,0.00880497,0.00168831,0.07087620,0.11446962,0.47304537
-2.57828914,2.20500790,0.51507669,1.84530260,0.00045187,0.00850131,0.00175322,0.07147246,0.11059674,0.45979402
-2.57228614,2.18845660,0.52091805,1.83941887,0.00043700,0.00825587,0.00183169,0.07224085,0.10700001,0.44815504
-2.56628314,2.17185499,0.52664850,1.83074003,0.00042233,0.00807546,0.00192387,0.07321481,0.10371018,0.43829658
-2.56028014,2.15595498,0.53236373,1.81997851,0.00040791,0.00796596,0.00202969,0.07442486,0.10074701,0.43033147
-2.55427714,2.14149631,0.53816332,1.80790945,0.00039379,0.00793239,0.00214890,0.07589780,0.09812026,0.42431939
-2.54827414,2.12919450,0.54414883,1.79535136,0.00037999,0.00797887,0.00228110,0.07765590,0.09583109,0.42027069
-2.54227114,2.11972838,0.55042148,1.78314434,0.00036657,0.00810871,0.00242574,0.07971613,0.09387357,0.41815152
-2.53626813,2.11372752,0.55707948,1.77212679,0.00035356,0.00832446,0.00258218,0.08208958,0.09223634,0.41789001
-2.53026513,2.11175991,0.56421525,1.76311146,0.00034100,0.00862797,0.00274976,0.08478098,0.09090436,0.41938324
-2.52426213,2.11432066,0.57191240,1.75686172,0.00032896,0.00902049,0.00292777,0.08778837,0.08986051,0.42250460
-2.51825913,2.12182192,0.58024294,1.75406936,0.00031751,0.00950274,0.00311557,0.09110306,0.08908721,0.42711151
-2.51225613,2.13458479,0.58926456,1.75533438,0.00030674,0.01007499,0.00331259,0.09470968,0.08856780,0.43305296
-2.50625313,2.15283343,0.59901835,1.76114804,0.00029676,0.01073708,0.00351839,0.09858655,0.08828773,0.44017685
-2.50025013,2.17669180,0.60952697,1.77187939,0.00028769,0.01148850,0.00373264,0.10270623,0.08823553,0.44833690
-2.49424712,2.20618310,0.62079344,1.78776606,0.00027963,0.01232838,0.00395522,0.10703625,0.08840354,0.45739874
-2.48824412,2.24123187,0.63280061,1.80890934,0.00027273,0.01325550,0.00418616,0.11154000,0.08878837,0.46724529
-2.48224112,2.28166879,0.64551130,1.83527360,0.00026709,0.01426821,0.00442565,0.11617779,0.08939107,0.47778103
-2.47623812,2.32723755,0.65886919,1.86669001,0.00026283,0.01536440,0.00467405,0.12090787,0.09021709,0.48893519
-2.47023512,2.37760371,0.67280033,1.90286400,0.00026006,0.01654134,0.00493185,0.12568758,0.09127596,0.50066364
-2.46423212,2.43236480,0.68721523,1.94338614,0.00025886,0.01779561,0.00519962,0.13047438,0.09258080,0.51294959
-2.45822911,2.49106126,0.70201141,1.98774578,0.00025927,0.01912291,0.00547795,0.13522683,0.09414760,0.52580280
-2.45222611,2.55318776,0.71707626,2.03534680,0.00026135,0.02051792,0.00576743,0.13990538,0.09599442,0.53925766
-2.44622311,2.61820422,0.73229008,2.08552480,0.00026508,0.02197413,0.00606852,0.14447310,0.09814034,0.55336998
-2.44022011,2.68554650,0.74752919,2.13756519,0.00027046,0.02348372,0.00638156,0.14889608,0.10060452,0.56821266
-2.43421711,2.75463617,0.76266889,2.19072149,0.00027743,0.02503741,0.00670666,0.15314382,0.10340514,0.58387058
-2.42821411,2.82488948,0.77758623,2.24423335,0.00028592,0.02662446,0.00704365,0.15718930,0.10655839,0.60043473
-2.42221111,2.89572540,0.79216248,2.29734403,0.00029584,0.02823260,0.00739205,0.16100902,0.11007756,0.61799604
-2.41620810,2.96657280,0.80628521,2.34931686,0.00030709,0.02984810,0.00775103,0.16458294,0.11397227,0.63663902
-2.41020510,3.03687706,0.81984999,2.39945044,0.00031957,0.03145594,0.00811940,0.16789432,0.11824785,0.65643573
-2.40420210,3.10610621,0.83276169,2.44709264,0.00033315,0.03304000,0.00849562,0.17092967,0.12290496,0.67744016
-2.39819910,3.17375686,0.84493534,2.49165302,0.00034775,0.03458335,0.00887781,0.17367865,0.12793941,0.69968346
-2.39219610,3.23936008,0.85629678,2.53261380,0.00036326,0.03606865,0.00926380,0.17613418,0.13334222,0.72317009
-2.38619310,3.30248745,0.86678295,2.56953924,0.00037964,0.03747855,0.00965119,0.17829261,0.13909987,0.74787515
-2.38019010,3.36275702,0.87634203,2.60208345,0.00039682,0.03879617,0.01003739,0.18015406,0.14519482,0.77374297
-2.37418709,3.41983950,0.88493346,2.62999642,0.00041480,0.04000563,0.01041974,0.18172287,0.15160610,0.80068690
-2.36818409,3.47346410,0.89252795,2.65312844,0.00043359,0.04109249,0.01079553,0.18300817,0.15831006,0.82859036
-2.36218109,3.52342390,0.89910748,2.67143247,0.00045325,0.04204431,0.01116213,0.18402451,0.16528108,0.85730883
-2.35617809,3.56958036,0.90466538,2.68496471,0.00047385,0.04285100,0.01151701,0.18479244,0.17249239,0.88667283
-2.35017509,3.61186652,0.90920655,2.69388290,0.00049548,0.04350521,0.01185782,0.18533907,0.17991661,0.91649149
-2.34417209,3.65028844,0.91274771,2.69844254,0.00051827,0.04400263,0.01218240,0.18569838,0.18752625,0.94655646
-2.33816908,3.68492449,0.91531774,2.69899069,0.00054233,0.04434206,0.01248885,0.18591137,0.19529397,0.97664599
-2.33216608,3.71592221,0.91695810,2.69595750,0.00056777,0.04452554,0.01277547,0.18602587,0.20319254,1.00652899
-2.32616308,3.74349252,0.91772312,2.68984547,0.00059470,0.04455822,0.01304081,0.18609590,0.21119461,1.03596863
-2.32016008,3.76790125,0.91768022,2.68121647,0.00062319,0.04444814,0.01328359,0.18618076,0.21927218,1.06472563
-2.31415708,3.78945808,0.91690992,2.67067684,0.00065325,0.04420598,0.01350267,0.18634360,0.22739585,1.09256101
-2.30815408,3.80850327,0.91550543,2.65886088,0.00068486,0.04384460,0.01369704,0.18664957,0.23553393,1.11923825
-2.30215108,3.82539260,0.91357197,2.64641308,0.00071792,0.04337861,0.01386570,0.18716365,0.24365144,1.14452500
-2.29614807,3.84048119,0.91122547,2.63396971,0.00075226,0.04282377,0.01400769,0.18794819,0.25170916,1.16819445
-2.29014507,3.85410696,0.90859085,2.62214031,0.00078761,0.04219652,0.01412198,0.18906019,0.25966273,1.19002633
-2.28414207,3.86657458,0.90579966,2.61148978,0.00082365,0.04151335,0.01420751,0.19054853,0.26746201,1.20980797
-2.27813907,3.87814069,0.90298720,2.60252169,0.00085994,0.04079030,0.01426316,0.19245125,0.27505071,1.22733534
-2.27213607,3.88900144,0.90028926,2.59566364,0.00089600,0.04004248,0.01428775,0.19479298,0.28236647,1.24241444
-2.26613307,3.89928285,0.89783834,2.59125522,0.00093124,0.03928363,0.01428008,0.19758274,0.28934126,1.25486304
-2.26013007,3.90903490,0.89575984,2.58953913,0.00096506,0.03852577,0.01423902,0.20081217,0.29590244,1.26451284
-2.25412706,3.91822959,0.89416806,2.59065607,0.00099680,0.03777899,0.01416354,0.20445432,0.30197409,1.27121221
-2.24812406,3.92676331,0.89316249,2.59464349,0.00102579,0.03705124,0.01405281,0.20846313,0.30747895,1.27482935
-2.24212106,3.93446361,0.89282441,2.60143864,0.00105137,0.03634833,0.01390630,0.21277370,0.31234062,1.27525577
-2.23611806,3.94109987,0.89321416,2.61088553,0.00107290,0.03567389,0.01372386,0.21730324,0.31648606,1.27241008
-2.23011506,3.94639773,0.89436913,2.62274575,0.00108981,0.03502954,0.01350584,0.22195287,0.31984826,1.26624167
-2.22411206,3.95005618,0.89630270,2.63671263,0.00110161,0.03441506,0.01325313,0.22661015,0.32236890,1.25673429
-2.21810905,3.95176669,0.89900426,2.65242800,0.00110790,0.03382862,0.01296722,0.23115223,0.32400086,1.24390912
-2.21210605,3.95123317,0.90244014,2.66950070,0.00110840,0.03326705,0.01265027,0.23544961,0.32471049,1.22782711
-2.20610305,3.94819160,0.90655570,2.68752594,0.00110295,0.03272619,0.01230510,0.23937028,0.32447944,1.20859057
-2.20010005,3.94242817,0.91127821,2.70610433,0.00109155,0.03220118,0.01193515,0.24278408,0.32330598,1.18634355
-2.19409705,3.93379480,0.91652041,2.72485960,0.00107433,0.03168676,0.01154443,0.24556719,0.32120567,1.16127108
-2.18809405,3.92222098,0.92218463,2.74345390,0.00105153,0.03117760,0.01113746,0.24760644,0.31821143,1.13359730
-2.18209105,3.90772113,0.92816700,2.76159983,0.00102358,0.03066854,0.01071914,0.24880333,0.31437291,1.10358217
-2.17608804,3.89039687,0.93436156,2.77906837,0.00099096,0.03015482,0.01029460,0.24907760,0.30975515,1.07151722
-2.17008504,3.87043390,0.94066407,2.79569228,0.00095430,0.02963225,0.00986909,0.24837008,0.30443669,1.03772020
-2.16408204,3.84809356,0.94697501,2.81136479,0.00091429,0.02909736,0.00944776,0.24664484,0.29850718,1.00252896
-2.15807904,3.82369936,0.95320192,2.82603355,0.00087167,0.02854747,0.00903557,0.24389051,0.29206449,0.96629478
-2.15207604,3.79761935,0.95926068,2.83969043,0.00082722,0.02798071,0.00863706,0.24012063,0.28521168,0.92937529
-2.14607304,3.77024516,0.96507581,2.85235772,0.00078172,0.02739602,0.00825624,0.23537312,0.27805371,0.89212747
-2.14007004,3.74196905,0.97057988,2.86407186,0.00073592,0.02679311,0.00789649,0.22970893,0.27069427,0.85490081
-2.13406703,3.71316046,0.97571217,2.87486587,0.00069055,0.02617236,0.00756040,0.22320981,0.26323274,0.81803097
-2.12806403,3.68414350,0.98041671,2.88475174,0.00064627,0.02553476,0.00724977,0.21597550,0.25576138,0.78183413
-2.12206103,3.65517698,0.98464014,2.89370429,0.00060366,0.02488175,0.00696551,0.20812030,0.24836309,0.74660232
-2.11605803,3.62643830,0.98832965,2.90164769,0.00056321,0.02421515,0.00670771,0.19976932,0.24110950,0.71259971
-2.11005503,3.59801257,0.99143126,2.90844588,0.00052530,0.02353708,0.00647564,0.19105448,0.23405970,0.68006013
-2.10405203,3.56988773,0.99388892,2.91389789,0.00049023,0.02284980,0.00626781,0.18211060,0.22725964,0.64918573
-2.09804902,3.54195635,0.99564444,2.91773851,0.00045819,0.02215574,0.00608210,0.17307148,0.22074200,0.62014686
-2.09204602,3.51402408,0.99663867,2.91964470,0.00042927,0.02145741,0.00591587,0.16406638,0.21452677,0.59308304
-2.08604302,3.48582479,0.99681381,2.91924761,0.00040347,0.02075742,0.00576612,0.15521698,0.20862229,0.56810494
-2.08004002,3.45704127,0.99611699,2.91614954,0.00038070,0.02005849,0.00562963,0.14663471,0.20302685,0.54529730
-2.07403702,3.42733079,0.99450478,2.90994513,0.00036084,0.01936351,0.00550314,0.13841887,0.19773058,0.52472238
-2.06803402,3.39635379,0.99194858,2.90024544,0.00034367,0.01867560,0.00538349,0.13065524,0.19271770,0.50642402
-2.06203102,3.36380425,0.98844041,2.88670363,0.00032895,0.01799818,0.00526778,0.12341544,0.18796885,0.49043181
-2.05602801,3.32943985,0.98399887,2.86904055,0.00031644,0.01733508,0.00515354,0.11675683,0.18346353,0.47676534
-2.05002501,3.29311011,0.97867457,2.84706877,0.00030585,0.01669057,0.00503879,0.11072298,0.17918250,0.46543814
-2.04402201,3.25478078,0.97255492,2.82071349,0.00029692,0.01606948,0.00492219,0.10534468,0.17510986,0.45646127
-2.03801901,3.21455299,0.96576761,2.79002903,0.00028939,0.01547721,0.00480304,0.10064118,0.17123501,0.44984612
-2.03201601,3.17267590,0.95848248,2.75520978,0.00028304,0.01491970,0.00468137,0.09662190,0.16755416,0.44560654
-2.02601301,3.12955189,0.95091155,2.71659484,0.00027767,0.01440349,0.00455790,0.09328811,0.16407137,0.44376005
-2.02001001,3.08573395,0.94330698,2.67466593,0.00027311,0.01393557,0.00443406,0.09063476,0.16079920,0.44432800
-2.01400700,3.04191507,0.93595673,2.63003863,0.00026926,0.01352329,0.00431185,0.08865222,0.15775878,0.44733492
-2.00800400,2.99891014,0.92917822,2.58344699,0.00026602,0.01317423,0.00419385,0.08732787,0.15497943,0.45280678
-2.00200100,2.95763094,0.92330980,2.53572254,0.00026335,0.01289598,0.00408307,0.08664746,0.15249773,0.46076867
-1.99599800,2.91905558,0.91870048,2.48776817,0.00026127,0.01269594,0.00398282,0.08659619,0.15035619,0.47124162
-1.98999500,2.88419343,0.91569823,2.44052842,0.00025978,0.01258104,0.00389659,0.08715939,0.14860159,0.48423916
-1.98399200,2.85404743,0.91463710,2.39495720,0.00025895,0.01255752,0.00382794,0.08832299,0.14728290,0.49976359
-1.97798899,2.82957526,0.91582386,2.35198445,0.00025884,0.01263063,0.00378033,0.09007348,0.14644919,0.51780228
-1.97198599,2.81165112,0.91952446,2.31248301,0.00025955,0.01280442,0.00375698,0.09239771,0.14614722,0.53832431
-1.96598299,2.80102979,0.92595111,2.27723714,0.00026116,0.01308145,0.00376079,0.09528225,0.14641926,0.56127763
-1.95997999,2.79831450,0.93525020,2.24691392,0.00026374,0.01346266,0.00379420,0.09871269,0.14730087,0.58658692
-1.95397699,2.80392990,0.94749193,2.22203847,0.00026739,0.01394718,0.00385910,0.10267265,0.14881896,0.61415242
-1.94797399,2.81810124,0.96266191,2.20297410,0.00027214,0.01453220,0.00395676,0.10714283,0.15099017,0.64384971
-1.94197099,2.84084061,0.98065531,2.18990791,0.00027804,0.01521302,0.00408778,0.11209998,0.15381955,0.67553062
-1.93596798,2.87194065,1.00127384,2.18284255,0.00028510,0.01598298,0.00425210,0.11751601,0.15729978,0.70902516
-1.92996498,2.91097600,1.02422582,2.18159406,0.00029330,0.01683361,0.00444891,0.12335724,0.16141075,0.74414433
-1.92396198,2.95731229,1.04912965,2.18579625,0.00030260,0.01775476,0.00467678,0.12958390,0.16611962,0.78068383
-1.91795898,3.01012226,1.07552046,2.19491104,0.00031292,0.01873481,0.00493360,0.13614984,0.17138142,0.81842819
-1.91195598,3.06840829,1.10286005,2.20824464,0.00032416,0.01976097,0.00521668,0.14300260,0.17713994,0.85715528
-1.90595298,3.13103026,1.13054979,2.22496880,0.00033622,0.02081953,0.00552283,0.15008376,0.18332907,0.89664071
-1.89994997,3.19673779,1.15794605,2.24414644,0.00034894,0.02189623,0.00584841,0.15732958,0.18987436,0.93666198
-1.89394697,3.26420522,1.18437778,2.26476076,0.00036219,0.02297664,0.00618947,0.16467190,0.19669480,0.97700190
-1.88794397,3.33206827,1.20916550,2.28574668,0.00037580,0.02404645,0.00654176,0.17203931,0.20370474,1.01745122
-1.88194097,3.39896065,1.23164109,2.30602360,0.00038962,0.02509186,0.00690093,0.17935839,0.21081577,1.05781009
-1.87593797,3.46354953,1.25116762,2.32452830,0.00040350,0.02609985,0.00726253,0.18655515,0.21793853,1.09788839
-1.86993497,3.52456836,1.26715835,2.34024672,0.00041729,0.02705853,0.00762216,0.19355639,0.22498442,1.13750486
-1.86393197,3.58084624,1.27909433,2.35224378,0.00043088,0.02795728,0.00797550,0.20029113,0.23186709,1.17648505
-1.85792896,3.63133283,1.28653977,2.35968989,0.00044416,0.02878703,0.00831843,0.20669185,0.23850365,1.21465847
-1.85192596,3.67511829,1.28915467,2.36188368,0.00045707,0.02954030,0.00864705,0.21269565,0.24481568,1.25185503
-1.84592296,3.71144804,1.28670421,2.35826999,0.00046956,0.03021132,0.00895776,0.21824521,0.25072996,1.28790135
-1.83991996,3.73973224,1.27906461,2.34845286,0.00048163,0.03079604,0.00924727,0.22328961,0.25617898,1.32261722
-1.83391696,3.75955036,1.26622529,2.33220311,0.00049333,0.03129212,0.00951269,0.22778494,0.26110130,1.35581276
-1.82791396,3.77065128,1.24828742,2.30946073,0.00050474,0.03169885,0.00975151,0.23169479,0.26544171,1.38728672
-1.82191096,3.77294962,1.22545900,2.28033204,0.00051602,0.03201711,0.00996161,0.23499056,0.26915145,1.41682627
-1.81590795,3.76651906,1.19804679,2.24508223,0.00052737,0.03224922,0.01014137,0.23765176,0.27218827,1.44420864
-1.80990495,3.75158339,1.16644560,2.20412371,0.00053906,0.03239886,0.01028958,0.23966620,0.27451672,1.46920476
-1.80390195,3.72850625,1.13112550,2.15800107,0.00055144,0.03247099,0.01040552,0.24103018,0.27610836,1.49158491
-1.79789895,3.69777994,1.09261755,2.10737331,0.00056493,0.03247170,0.01048898,0.24174864,0.27694221,1.51112629
-1.79189595,3.66001405,1.05149859,2.05299425,0.00058006,0.03240813,0.01054024,0.24183538,0.27700524,1.52762217
-1.78589295,3.61592404,1.00837584,1.99569181,0.00059742,0.03228840,0.01056009,0.24131317,0.27629299,1.54089213
-1.77988994,3.56632012,0.96387182,1.93634700,0.00061773,0.03212149,0.01054985,0.24021390,0.27481020,1.55079292
-1.77388694,3.51209606,0.91860995,1.87587307,0.00064178,0.03191713,0.01051134,0.23857856,0.27257148,1.55722909
-1.76788394,3.45421791,0.87320146,1.81519567,0.00067049,0.03168573,0.01044687,0.23645714,0.26960179,1.56016271
-1.76188094,3.39371218,0.82823361,1.75523401,0.00070483,0.03143819,0.01035920,0.23390828,0.26593688,1.55962160
-1.75587794,3.33165308,0.78425961,1.69688367,0.00074588,0.03118575,0.01025151,0.23099869,0.26162335,1.55570508
-1.74987494,3.26914829,0.74179019,1.64100099,0.00079477,0.03093978,0.01012733,0.22780218,0.25671846,1.54858708
-1.74387194,3.20732305,0.70128683,1.58838914,0.00085269,0.03071153,0.00999041,0.22439845,0.25128952,1.53851580
-1.73786893,3.14730219,0.66315658,1.53978587,0.00092081,0.03051181,0.00984468,0.22087140,0.24541293,1.52581005
-1.73186593,3.09019007,0.62774829,1.49585271,0.00100030,0.03035072,0.00969410,0.21730718,0.23917270,1.51085205
-1.72586293,3.03704865,0.59535012,1.45716567,0.00109222,0.03023722,0.00954253,0.21379188,0.23265866,1.49407705
-1.71985993,2.98887387,0.56618808,1.42420712,0.00119756,0.03017882,0.00939360,0.21040901,0.22596429,1.47595999
-1.71385693,2.94657103,0.54042552,1.39735877,0.00131709,0.03018120,0.00925056,0.20723685,0.21918427,1.45700008
-1.70785393,2.91092990,0.51816336,1.37689576,0.00145139,0.03024785,0.00911619,0.20434574,0.21241193,1.43770369
-1.70185093,2.88260040,0.49944097,1.36298163,0.00160071,0.03037984,0.00899264,0.20179552,0.20573652,1.41856669
-1.69584792,2.86206993,0.48423763,1.35566443,0.00176501,0.03057554,0.00888138,0.19963320,0.19924072,1.40005683
-1.68984492,2.84964325,0.47247454,1.35487381,0.00194382,0.03083053,0.00878308,0.19789102,0.19299817,1.38259711
-1.68384192,2.84542608,0.46401736,1.36041949,0.00213628,0.03113758,0.00869761,0.19658498,0.18707144,1.36655093
-1.67783892,2.84931316,0.45867930,1.37199116,0.00234106,0.03148672,0.00862403,0.19571394,0.18151032,1.35220954
-1.67183592,2.86098162,0.45622491,1.38915999,0.00255636,0.03186548,0.00856062,0.19525945,0.17635065,1.33978239
-1.66583292,2.87989026,0.45637442,1.41138232,0.00277993,0.03225918,0.00850497,0.19518616,0.17161357,1.32939065
-1.65982991,2.90528506,0.45880887,1.43800531,0.00300907,0.03265144,0.00845404,0.19544295,0.16730547,1.32106411
-1.65382691,2.93621102,0.46317587,1.46827524,0.00324066,0.03302465,0.00840432,0.19596467,0.16341833,1.31474138
-1.64782391,2.97153029,0.46909614,1.50134825,0.00347126,0.03336059,0.00835201,0.19667450,0.15993071,1.31027328
-1.64182091,3.00994620,0.47617070,1.53630381,0.00369715,0.03364111,0.00829313,0.19748660,0.15680905,1.30742910
-1.63581791,3.05003254,0.48398855,1.57216085,0.00391444,0.03384874,0.00822374,0.19830926,0.15400946,1.30590539
-1.62981491,3.09026746,0.49213491,1.60789631,0.00411915,0.03396737,0.00814010,0.19904808,0.15147975,1.30533677
-1.62381191,3.12907092,0.50019964,1.64246597,0.00430736,0.03398283,0.00803885,0.19960931,0.14916166,1.30530832
-1.61780890,3.16484475,0.50778582,1.67482709,0.00447532,0.03388340,0.00791712,0.19990292,0.14699320,1.30536909
-1.61180590,3.19601400,0.51451814,1.70396230,0.00461955,0.03366024,0.00777268,0.19984566,0.14491098,1.30504618
-1.60580290,3.22106854,0.52005091,1.72890414,0.00473696,0.03330772,0.00760405,0.19936353,0.14285249,1.30385907
-1.59979990,3.23860356,0.52407549,1.74875946,0.00482498,0.03282353,0.00741048,0.19839403,0.14075818,1.30133378
-1.59379690,3.24735776,0.52632682,1.76273288,0.00488163,0.03220879,0.00719208,0.19688782,0.13857336,1.29701645
-1.58779390,3.24624814,0.52658894,1.77014850,0.00490557,0.03146792,0.00694972,0.19480984,0.13624988,1.29048620
-1.58179090,3.23440020,0.52469917,1.77046892,0.00489618,0.03060846,0.00668505,0.19214001,0.13374739,1.28136690
-1.57578789,3.21117277,0.52055097,1.76331094,0.00485356,0.02964077,0.00640037,0.18887329,0.13103441,1.26933768
-1.56978489,3.17617639,0.51409522,1.74845710,0.00477854,0.02857758,0.00609862,0.18501942,0.12808904,1.25414206
-1.56378189,3.12928500,0.50534003,1.72586257,0.00467263,0.02743362,0.00578319,0.18060209,0.12489933,1.23559545
-1.55777889,3.07064013,0.49434892,1.69565697,0.00453801,0.02622503,0.00545785,0.17565790,0.12146336,1.21359087
-1.55177589,3.00064771,0.48123755,1.65814093,0.00437738,0.02496891,0.00512662,0.17023493,0.11778904,1.18810289
-1.54577289,2.91996739,0.46616908,1.61377743,0.00419394,0.02368279,0.00479363,0.16439114,0.11389363,1.15918956
-1.53976988,2.82949474,0.44934826,1.56317807,0.00399125,0.02238412,0.00446303,0.15819263,0.10980307,1.12699234
-1.53376688,2.73033678,0.43101461,1.50708472,0.00377312,0.02108986,0.00413888,0.15171181,0.10555102,1.09173394
-1.52776388,2.62378182,0.41143472,1.44634735,0.00354348,0.01981606,0.00382506,0.14502548,0.10117785,1.05371413
-1.52176088,2.51126435,0.39089413,1.38189850,0.00330630,0.01857753,0.00352520,0.13821301,0.09672938,1.01330365
-1.51575788,2.39432636,0.36968890,1.31472579,0.00306544,0.01738756,0.00324265,0.13135448,0.09225561,0.97093617
-1.50975488,2.27457619,0.34811730,1.24584300,0.00282455,0.01625777,0.00298042,0.12452902,0.08780937,0.92709871
-1.50375188,2.15364656,0.32647175,1.17626127,0.00258702,0.01519788,0.00274119,0.11781312,0.08344490,0.88232067
-1.49774887,2.03315293,0.30503141,1.10696110,0.00235588,0.01421572,0.00252730,0.11127920,0.07921652,0.83716184
-1.49174587,1.91465378,0.28405544,1.03886641,0.00213376,0.01331717,0.00234080,0.10499426,0.07517730,0.79219967
-1.48574287,1.79961400,0.26377737,0.97282151,0.00192285,0.01250618,0.00218341,0.09901877,0.07137786,0.74801632
-1.47973987,1.68937268,0.24440050,0.90957164,0.00172487,0.01178490,0.00205663,0.09340567,0.06786524,0.70518580
