energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.90395198,7.22878866,0.05414726,1.22729249,1.91547780,3.19732521,0.07673944,2.15693669,1.10866406,0.63376994
-5.89794897,7.41019604,0.05515641,1.25352258,1.97028647,3.27190316,0.07907545,2.22414070,1.14633808,0.65297695
-5.89194597,7.57831230,0.05601011,1.27504151,2.02098496,3.33493317,0.08140247,2.29248010,1.18650496,0.67188088
-5.88594297,7.73039550,0.05669883,1.29143279,2.06689704,3.38533059,0.08369142,2.36097779,1.22837073,0.69026688
-5.87993997,7.86404783,0.05721651,1.30238859,2.10744295,3.42226936,0.08591308,2.42865101,1.27112345,0.70792386
-5.87393697,7.97725793,0.05756045,1.30771659,2.14214992,3.44520044,0.08803858,2.49452581,1.31394519,0.72464734
-5.86793397,8.06843174,0.05773121,1.30734323,2.17065946,3.45386187,0.09003996,2.55765180,1.35602398,0.74024227
-5.86193097,8.13641136,0.05773236,1.30131327,2.19273104,3.44828003,0.09189078,2.61711686,1.39656576,0.75452589
-5.85592796,8.18048147,0.05757020,1.28978552,2.20824218,3.42876219,0.09356671,2.67206157,1.43480612,0.76733050
-5.84992496,8.20036382,0.05725341,1.27302527,2.21718504,3.39588077,0.09504610,2.72169308,1.47002165,0.77850602
-5.84392196,8.19620037,0.05679263,1.25139341,2.21965975,3.35045014,0.09631055,2.76529793,1.50154092,0.78792241
-5.83791896,8.16852632,0.05620005,1.22533312,2.21586493,3.29349697,0.09734540,2.80225374,1.52875466,0.79547169
-5.83191596,8.11823448,0.05548899,1.19535433,2.20608589,3.22622555,0.09814011,2.83203914,1.55112502,0.80106964
-5.82591296,8.04653285,0.05467344,1.16201707,2.19068118,3.14997951,0.09868861,2.85424197,1.56819378,0.80465698
-5.81990995,7.95489728,0.05376767,1.12591403,2.17006809,3.06620165,0.09898948,2.86856519,1.57958914,0.80620011
-5.81390695,7.84502128,0.05278586,1.08765325,2.14470787,2.97639329,0.09904604,2.87483063,1.58503108,0.80569127
-5.80790395,7.71876504,0.05174177,1.04784167,2.11509125,2.88207491,0.09886629,2.87298017,1.58433504,0.80314821
-5.80190095,7.57810520,0.05064850,1.00706988,2.08172494,2.78474911,0.09846276,2.86307456,1.57741383,0.79861324
-5.79589795,7.42508733,0.04951826,0.96589886,2.04511951,2.68586735,0.09785214,2.84528973,1.56427777,0.79215184
-5.78989495,7.26178201,0.04836223,0.92484884,2.00577909,2.58680109,0.09705492,2.81991068,1.54503302,0.78385080
-5.78389195,7.09024578,0.04719051,0.88439069,1.96419313,2.48881800,0.09609476,2.78732332,1.51987815,0.77381591
-5.77788894,6.91248720,0.04601211,0.84493982,1.92083022,2.39306356,0.09499794,2.74800417,1.48909907,0.76216932
-5.77188594,6.73043854,0.04483494,0.80685257,1.87613408,2.30054802,0.09379256,2.70250844,1.45306244,0.74904669
-5.76588294,6.54593281,0.04366591,0.77042504,1.83052140,2.21213849,0.09250779,2.65145675,1.41220772,0.73459406
-5.75987994,6.36068589,0.04251100,0.73589389,1.78438132,2.12855569,0.09117305,2.59552075,1.36703811,0.71896474
-5.75387694,6.17628326,0.04137543,0.70343908,1.73807626,2.05037495,0.08981720,2.53540817,1.31811063,0.70231612
-5.74787394,5.99417063,0.04026371,0.67318786,1.69194361,1.97803053,0.08846771,2.47184761,1.26602543,0.68480655
-5.74187094,5.81564802,0.03917980,0.64521986,1.64629795,1.91182279,0.08714996,2.40557356,1.21141476,0.66659242
-5.73586793,5.64186645,0.03812720,0.61957275,1.60143342,1.85192737,0.08588649,2.33731201,1.15493173,0.64782544
-5.72986493,5.47382688,0.03710904,0.59624818,1.55762589,1.79840583,0.08469650,2.26776702,1.09723908,0.62865020
-5.72386193,5.31238096,0.03612813,0.57521767,1.51513459,1.75121708,0.08359533,2.19760876,1.03899827,0.60920215
-5.71785893,5.15823328,0.03518706,0.55642816,1.47420317,1.71022930,0.08259420,2.12746316,0.98085898,0.58960590
-5.71185593,5.01194496,0.03428817,0.53980706,1.43505989,1.67523181,0.08170000,2.05790354,0.92344922,0.56997406
-5.70585293,4.87393860,0.03343359,0.52526665,1.39791702,1.64594676,0.08091536,1.98944439,0.86736621,0.55040650
-5.69984992,4.74450446,0.03262524,0.51270786,1.36296947,1.62204042,0.08023871,1.92253736,0.81316824,0.53099010
-5.69384692,4.62380802,0.03186481,0.50202320,1.33039271,1.60313400,0.07966471,1.85756957,0.76136737,0.51179903
-5.68784392,4.51189889,0.03115376,0.49309915,1.30034023,1.58881389,0.07918456,1.79486398,0.71242330,0.49289543
-5.68184092,4.40872102,0.03049327,0.48581789,1.27294065,1.57864136,0.07878668,1.73468182,0.66673830,0.47433051
-5.67583792,4.31412415,0.02988427,0.48005850,1.24829474,1.57216170,0.07845726,1.67722677,0.62465324,0.45614608
-5.66983492,4.22787625,0.02932736,0.47569786,1.22647250,1.56891277,0.07818099,1.62265046,0.58644476,0.43837626
-5.66383192,4.14967680,0.02882282,0.47261117,1.20751068,1.56843295,0.07794180,1.57105906,0.55232358,0.42104944
-5.65782891,4.07917036,0.02837060,0.47067234,1.19141065,1.57026855,0.07772350,1.52252045,0.52243383,0.40419030
-5.65182591,4.01596027,0.02797024,0.46975433,1.17813710,1.57398046,0.07751051,1.47707158,0.49685342,0.38782180
-5.64582291,3.95962195,0.02762090,0.46972945,1.16761744,1.57915025,0.07728837,1.43472572,0.47559548,0.37196712
-5.63981991,3.90971541,0.02732128,0.47046976,1.15974217,1.58538545,0.07704425,1.39547909,0.45861060,0.35665128
-5.63381691,3.86579669,0.02706959,0.47184761,1.15436618,1.59232413,0.07676733,1.35931679,0.44579004,0.34190255
-5.62781391,3.82742804,0.02686353,0.47373629,1.15131104,1.59963880,0.07644901,1.32621764,0.43696973,0.32775343
-5.62181091,3.79418649,0.02670020,0.47601093,1.15036832,1.60703944,0.07608305,1.29615801,0.43193498,0.31424131
-5.61580790,3.76567097,0.02657610,0.47854953,1.15130375,1.61427591,0.07566554,1.26911440,0.43042585,0.30140855
-5.60980490,3.74150787,0.02648705,0.48123412,1.15386228,1.62113966,0.07519478,1.24506497,0.43214313,0.28930230
-5.60380190,3.72135513,0.02642822,0.48395215,1.15777385,1.62746473,0.07467111,1.22399004,0.43675474,0.27797380
-5.59779890,3.70490505,0.02639409,0.48659789,1.16275969,1.63312824,0.07409655,1.20587172,0.44390258,0.26747731
-5.59179590,3.69188591,0.02637849,0.48907396,1.16853900,1.63805018,0.07347453,1.19069275,0.45320956,0.25786879
-5.58579290,3.68206253,0.02637466,0.49129278,1.17483574,1.64219270,0.07280949,1.17843488,0.46428674,0.24920426
-5.57978989,3.67523579,0.02637533,0.49317801,1.18138540,1.64555874,0.07210650,1.16907675,0.47674052,0.24153802
-5.57378689,3.67124125,0.02637284,0.49466582,1.18794128,1.64819001,0.07137093,1.16259152,0.49017953,0.23492073
-5.56778389,3.66994655,0.02635928,0.49570592,1.19428024,1.65016427,0.07060804,1.15894420,0.50422129,0.22939745
-5.56178089,3.67124779,0.02632672,0.49626233,1.20020748,1.65159176,0.06982273,1.15808895,0.51849828,0.22500573
-5.55577789,3.67506451,0.02626738,0.49631379,1.20556024,1.65261076,0.06901925,1.15996609,0.53266339,0.22177368
-5.54977489,3.68133322,0.02617382,0.49585373,1.21021016,1.65338227,0.06820098,1.16449912,0.54639470,0.21971827
-5.54377189,3.68999944,0.02603923,0.49488983,1.21406417,1.65408362,0.06737027,1.17159151,0.55939926,0.21884373
-5.53776888,3.70100813,0.02585762,0.49344303,1.21706382,1.65490124,0.06652830,1.18112354,0.57141605,0.21914014
-5.53176588,3.71429283,0.02562396,0.49154616,1.21918309,1.65602255,0.06567504,1.19294904,0.58221801,0.22058228
-5.52576288,3.72976361,0.02533447,0.48924208,1.22042480,1.65762727,0.06480922,1.20689230,0.59161310,0.22312878
-5.51975988,3.74729445,0.02498662,0.48658141,1.22081565,1.65987829,0.06392836,1.22274527,0.59944458,0.22672154
-5.51375688,3.76671071,0.02457932,0.48362005,1.22040041,1.66291258,0.06302886,1.24026523,0.60559046,0.23128553
-5.50775388,3.78777732,0.02411291,0.48041642,1.21923534,1.66683252,0.06210612,1.25917331,0.60996242,0.23672900
-5.50175088,3.81018892,0.02358918,0.47702872,1.21738142,1.67169803,0.06115473,1.27915408,0.61250426,0.24294412
-5.49574787,3.83356261,0.02301130,0.47351221,1.21489772,1.67752018,0.06016870,1.29985653,0.61318999,0.24980814
-5.48974487,3.85743454,0.02238370,0.46991674,1.21183537,1.68425652,0.05914173,1.32089679,0.61202189,0.25718502
-5.48374187,3.88126098,0.02171200,0.46628467,1.20823257,1.69180882,0.05806756,1.34186272,0.60902857,0.26492766
-5.47773887,3.90442472,0.02100281,0.46264924,1.20411097,1.70002337,0.05694027,1.36232066,0.60426318,0.27288062
-5.47173587,3.92624714,0.02026354,0.45903352,1.19947367,1.70869412,0.05575470,1.38182434,0.59780190,0.28088345
-5.46573287,3.94600614,0.01950227,0.45545007,1.19430512,1.71756894,0.05450683,1.39992578,0.58974271,0.28877438
-5.45972986,3.96295950,0.01872755,0.45190125,1.18857289,1.72635859,0.05319417,1.41618815,0.58020457,0.29639449
-5.45372686,3.97637339,0.01794825,0.44838028,1.18223130,1.73474855,0.05181612,1.43020005,0.56932675,0.30359215
-5.44772386,3.98555462,0.01717340,0.44487288,1.17522675,1.74241302,0.05037430,1.44159082,0.55726856,0.31022759
-5.44172086,3.98988570,0.01641212,0.44135954,1.16750436,1.74903077,0.04887281,1.45004611,0.54420898,0.31617746
-5.43571786,3.98886079,0.01567351,0.43781821,1.15901566,1.75430202,0.04731848,1.45532326,0.53034642,0.32133918
-5.42971486,3.98212097,0.01496660,0.43422734,1.14972676,1.75796565,0.04572089,1.45726536,0.51589821,0.32563491
-5.42371186,3.96948690,0.01430035,0.43056903,1.13962648,1.75981596,0.04409246,1.45581352,0.50109982,0.32901490
-5.41770885,3.95098684,0.01368359,0.42683215,1.12873400,1.75971810,0.04244830,1.45101641,0.48620348,0.33146010
-5.41170585,3.92687859,0.01312509,0.42301532,1.11710539,1.75762143,0.04080601,1.44303653,0.47147637,0.33298382
-5.40570285,3.89766359,0.01263351,0.41912945,1.10483867,1.75356999,0.03918537,1.43215260,0.45719798,0.33363229
-5.39969985,3.86409209,0.01221746,0.41519975,1.09207697,1.74770968,0.03760791,1.41875767,0.44365679,0.33348414
-5.39369685,3.82715862,0.01188544,0.41126718,1.07900944,1.74029146,0.03609638,1.40335293,0.43114625,0.33264866
-5.38769385,3.78808746,0.01164583,0.40738907,1.06586993,1.73167045,0.03467423,1.38653706,0.41995994,0.33126293
-5.38169085,3.74830806,0.01150684,0.40363891,1.05293316,1.72230073,0.03336490,1.36899149,0.41038624,0.32948784
-5.37568784,3.70942128,0.01147639,0.40010543,1.04050863,1.71272591,0.03219122,1.35146203,0.40270241,0.32750319
-5.36968484,3.67315730,0.01156199,0.39689071,1.02893248,1.70356582,0.03117472,1.33473737,0.39716841,0.32550201
-5.36368184,3.64132674,0.01177058,0.39410758,1.01855744,1.69549956,0.03033498,1.31962544,0.39402053,0.32368436
-5.35767884,3.61576661,0.01210834,0.39187639,1.00974154,1.68924564,0.02968905,1.30692840,0.39346506,0.32225082
-5.35167584,3.59828334,0.01258041,0.39032112,1.00283576,1.68553975,0.02925087,1.29741721,0.39567237,0.32139594
-5.34567284,3.59059465,0.01319072,0.38956506,0.99817136,1.68511103,0.02903090,1.29180695,0.40077128,0.32130191
-5.33966983,3.59427282,0.01394170,0.38972635,0.99604736,1.68865761,0.02903566,1.29073362,0.40884431,0.32213276
-5.33366683,3.61069116,0.01483405,0.39091325,0.99671853,1.69682237,0.02926759,1.29473345,0.41992366,0.32402924
-5.32766383,3.64097584,0.01586648,0.39321968,1.00038474,1.71016967,0.02972491,1.30422546,0.43398839,0.32710458
-5.32166083,3.68596484,0.01703559,0.39672096,1.00718174,1.72916402,0.03040159,1.31949783,0.45096260,0.33144136
-5.31565783,3.74617540,0.01833563,0.40147006,1.01717404,1.75415139,0.03128753,1.34069857,0.47071499,0.33708941
-5.30965483,3.82178130,0.01975849,0.40749451,1.03035010,1.78534400,0.03236885,1.36783073,0.49305973,0.34406498
-5.30365183,3.91260063,0.02129362,0.41479413,1.04662001,1.82280904,0.03362816,1.40075213,0.51775866,0.35235101
-5.29764882,4.01809461,0.02292813,0.42333965,1.06581592,1.86646202,0.03504515,1.43917969,0.54452480,0.36189849
-5.29164582,4.13737748,0.02464685,0.43307248,1.08769510,1.91606496,0.03659708,1.48269778,0.57302722,0.37262878
-5.28564282,4.26923707,0.02643260,0.44390545,1.11194575,1.97122970,0.03825941,1.53077044,0.60289700,0.38443679
-5.27963982,4.41216552,0.02826645,0.45572475,1.13819521,2.03142635,0.04000651,1.58275675,0.63373440,0.39719481
-5.27363682,4.56439909,0.03012807,0.46839296,1.16602047,2.09599671,0.04181232,1.63792875,0.66511678,0.41075676
-5.26763382,4.72396577,0.03199617,0.48175305,1.19496056,2.16417239,0.04365108,1.69549131,0.69660742,0.42496281
-5.26163082,4.88873927,0.03384892,0.49563326,1.22453048,2.23509705,0.04549803,1.75460313,0.72776482,0.43964407
-5.25562781,5.05649750,0.03566450,0.50985277,1.25423609,2.30785211,0.04733004,1.81439834,0.75815229,0.45462718
-5.24962481,5.22498395,0.03742159,0.52422781,1.28358966,2.38148505,0.04912622,1.87400788,0.78734764,0.46973882
-5.24362181,5.39196973,0.03909988,0.53857805,1.31212527,2.45503938,0.05086843,1.93258024,0.81495277,0.48480981
-5.23761881,5.55531460,0.04068058,0.55273303,1.33941376,2.52758508,0.05254172,1.98930090,0.84060274,0.49967891
-5.23161581,5.71302483,0.04214689,0.56653829,1.36507656,2.59824845,0.05413465,2.04341018,0.86397421,0.51419618
-5.22561281,5.86330625,0.04348438,0.57986097,1.38879796,2.66624022,0.05563950,2.09421908,0.88479306,0.52822585
-5.21960980,6.00461077,0.04468135,0.59259465,1.41033532,2.73088068,0.05705235,2.14112284,0.90284075,0.54164880
-5.21360680,6.13567487,0.04572910,0.60466317,1.42952692,2.79162096,0.05837303,2.18361215,0.91795948,0.55436464
-5.20760380,6.25554909,0.04662210,0.61602317,1.44629709,2.84805942,0.05960499,2.22128184,0.93005586,0.56629335
-5.20160080,6.36361750,0.04735811,0.62666542,1.46065848,2.89995254,0.06075496,2.25383713,0.93910297,0.57737662
-5.19559780,6.45960673,0.04793810,0.63661469,1.47271135,2.94721978,0.06183258,2.28109728,0.94514081,0.58757895
-5.18959480,6.54358448,0.04836626,0.64592814,1.48263991,2.98994228,0.06284991,2.30299704,0.94827505,0.59688835
-5.18359180,6.61594769,0.04864974,0.65469247,1.49070583,3.02835537,0.06382079,2.31958563,0.94867415,0.60531689
-5.17758879,6.67740095,0.04879841,0.66301976,1.49723921,3.06283526,0.06476026,2.33102377,0.94656492,0.61290100
-5.17158579,6.72892616,0.04882455,0.67104221,1.50262722,3.09388051,0.06568381,2.33757853,0.94222662,0.61970145
-5.16558279,6.77174451,0.04874243,0.67890615,1.50730101,3.12208918,0.06660670,2.33961644,0.93598386,0.62580301
-5.15957979,6.80727239,0.04856789,0.68676536,1.51172106,3.14813251,0.06754327,2.33759485,0.92819837,0.63131384
-5.15357679,6.83707260,0.04831788,0.69477421,1.51636182,3.17272647,0.06850627,2.33205169,0.91925998,0.63636429
-5.14757379,6.86280280,0.04800994,0.70308073,1.52169593,3.19660238,0.06950628,2.32359385,0.90957702,0.64110533
-5.14157079,6.88616277,0.04766174,0.71182008,1.52817866,3.22047776,0.07055120,2.31288423,0.89956645,0.64570630
-5.13556778,6.90884225,0.04729059,0.72110851,1.53623306,3.24502876,0.07164591,2.30062773,0.88964387,0.65035205
-5.12956478,6.93247098,0.04691297,0.73103824,1.54623637,3.27086526,0.07279195,2.28755622,0.88021381,0.65523937
-5.12356178,6.95857237,0.04654412,0.74167332,1.55850812,3.29850952,0.07398748,2.27441292,0.87166047,0.66057272
-5.11755878,6.98852214,0.04619766,0.75304672,1.57330020,3.32837925,0.07522726,2.26193613,0.86433915,0.66655929
-5.11155578,7.02351295,0.04588528,0.76515872,1.59078938,3.36077558,0.07650292,2.25084289,0.85856852,0.67340340
-5.10555278,7.06452590,0.04561646,0.77797659,1.61107243,3.39587627,0.07780320,2.24181273,0.85462403,0.68130045
-5.09954977,7.11230944,0.04539833,0.79143568,1.63416396,3.43373419,0.07911449,2.23547188,0.85273248,0.69043047
-5.09354677,7.16736614,0.04523553,0.80544165,1.65999708,3.47428089,0.08042134,2.23237845,0.85306790,0.70095155
-5.08754377,7.22994725,0.04513020,0.81987403,1.68842686,3.51733489,0.08170713,2.23300882,0.85574885,0.71299339
-5.08154077,7.30005505,0.04508205,0.83459057,1.71923639,3.56261407,0.08295477,2.23774587,0.86083716,0.72665115
-5.07553777,7.37745260,0.04508843,0.84943259,1.75214530,3.60975148,0.08414735,2.24686927,0.86833809,0.74198001
-5.06953477,7.46168027,0.04514459,0.86423078,1.78682047,3.65831364,0.08526889,2.26054836,0.87820190,0.75899064
-5.06353177,7.55207829,0.04524388,0.87881146,1.82288842,3.70782048,0.08630495,2.27883773,0.89032680,0.77764582
-5.05752876,7.64781443,0.04537808,0.89300292,1.85994911,3.75776590,0.08724317,2.30167599,0.90456307,0.79785855
-5.05152576,7.74791570,0.04553770,0.90664170,1.89759057,3.80763810,0.08807373,2.32888760,0.92071838,0.81949169
-5.04552276,7.85130274,0.04571240,0.91957847,1.93540388,3.85693869,0.08878968,2.36018789,0.93856387,0.84235934
-5.03951976,7.95682586,0.04589132,0.93168343,1.97299786,3.90519989,0.08938709,2.39519108,0.95784110,0.86622991
-5.03351676,8.06330115,0.04606344,0.94285090,2.01001311,3.95199908,0.08986509,2.43342115,0.97826936,0.89083090
-5.02751376,8.16954542,0.04621793,0.95300306,2.04613465,3.99697015,0.09022577,2.47432497,0.99955324,0.91585525
-5.02151076,8.27440877,0.04634450,0.96209261,2.08110286,4.03981136,0.09047387,2.51728745,1.02139021,0.94096895
-5.01550775,8.37680357,0.04643362,0.97010425,2.11472218,4.08028951,0.09061647,2.56164799,1.04347786,0.96581974
-5.00950475,8.47572888,0.04647679,0.97705508,2.14686725,4.11824044,0.09066245,2.60671761,1.06552069,0.99004650
-5.00350175,8.57028968,0.04646669,0.98299363,2.17748630,4.15356599,0.09062194,2.65179626,1.08723618,1.01328900
-4.99749875,8.65971042,0.04639733,0.98799787,2.20660166,4.18622796,0.09050572,2.69618959,1.10835999,1.03519749
-4.99149575,8.74334267,0.04626407,0.99217202,2.23430734,4.21623947,0.09032460,2.73922468,1.12865017,1.05544198
-4.98549275,8.82066733,0.04606370,0.99564245,2.26076389,4.24365449,0.09008878,2.78026421,1.14789039,1.07372065
-4.97948974,8.89129161,0.04579439,0.99855277,2.28619078,4.26855629,0.08980727,2.81871890,1.16589211,1.08976717
-4.97348674,8.95494190,0.04545565,1.00105835,2.31085672,4.29104559,0.08948744,2.85405775,1.18249579,1.10335674
-4.96748374,9.01145338,0.04504826,1.00332043,2.33506842,4.31122940,0.08913457,2.88581621,1.19757127,1.11431063
-4.96148074,9.06075771,0.04457416,1.00550027,2.35915826,4.32921109,0.08875161,2.91360213,1.21101746,1.12249921
-4.95547774,9.10287007,0.04403642,1.00775329,2.38347168,4.34508258,0.08833897,2.93709986,1.22276145,1.12784339
-4.94947474,9.13787677,0.04343909,1.01022379,2.40835465,4.35891912,0.08789455,2.95607246,1.23275742,1.13031474
-4.94347174,9.16592469,0.04278715,1.01304029,2.43414212,4.37077694,0.08741385,2.97036251,1.24098524,1.12993416
-4.93746873,9.18721333,0.04208645,1.01631168,2.46114768,4.38069399,0.08689025,2.97989168,1.24744928,1.12676961
-4.93146573,9.20199011,0.04134365,1.02012451,2.48965502,4.38869360,0.08631534,2.98465949,1.25217719,1.12093285
-4.92546273,9.21054922,0.04056619,1.02454134,2.51991147,4.39479072,0.08567946,2.98474130,1.25521907,1.11257564
-4.91945973,9.21323379,0.03976223,1.02960028,2.55212370,4.39900032,0.08497228,2.98028584,1.25664679,1.10188547
-4.91345673,9.21044080,0.03894064,1.03531576,2.58645553,4.40134702,0.08418336,2.97151235,1.25655359,1.08908105
-4.90745373,9.20262787,0.03811093,1.04168022,2.62302778,4.40187522,0.08330287,2.95870722,1.25505385,1.07440788
-4.90145073,9.19032076,0.03728320,1.04866689,2.66191969,4.40065889,0.08232222,2.94222025,1.25228278,1.05813369
-4.89544772,9.17412012,0.03646807,1.05623310,2.70317152,4.39780989,0.08123464,2.92246008,1.24839616,1.04054422
-4.88944472,9.15470621,0.03567658,1.06432415,2.74678784,4.39348417,0.08003576,2.89988898,1.24356954,1.02193899
-4.88344172,9.13283997,0.03492000,1.07287735,2.79274076,4.38788507,0.07872406,2.87501640,1.23799720,1.00262737
-4.87743872,9.10935969,0.03420970,1.08182589,2.84097280,4.38126327,0.07730118,2.84839155,1.23189033,0.98292463
-4.87143572,9.08517203,0.03355693,1.09110246,2.89139872,4.37391303,0.07577216,2.82059446,1.22547453,0.96314820
-4.86543272,9.06123734,0.03297260,1.10064222,2.94390598,4.36616493,0.07414546,2.79222595,1.21898657,0.94361384
-4.85942971,9.03854911,0.03246698,1.11038497,2.99835369,4.35837530,0.07243291,2.76389620,1.21267033,0.92463179
-4.85342671,9.01810836,0.03204951,1.12027654,3.05457007,4.35091295,0.07064951,2.73621245,1.20677204,0.90650292
-4.84742371,9.00089397,0.03172848,1.13026917,3.11234843,4.34414415,0.06881300,2.70976600,1.20153499,0.88951477
-4.84142071,8.98783054,0.03151083,1.14032106,3.17144233,4.33841668,0.06694349,2.68511895,1.19719387,0.87393754
-4.83541771,8.97975569,0.03140189,1.15039519,3.23156041,4.33404434,0.06506280,2.66279133,1.19396899,0.86002021
-4.82941471,8.97738894,0.03140528,1.16045747,3.29236150,4.33129289,0.06319393,2.64324896,1.19206069,0.84798664
-4.82341171,8.98130425,0.03152270,1.17047468,3.35345116,4.33036869,0.06136032,2.62689290,1.19164411,0.83803199
-4.81740870,8.99190852,0.03175395,1.18041228,3.41438021,4.33141095,0.05958519,2.61405071,1.19286481,0.83031938
-4.81140570,9.00942753,0.03209690,1.19023246,3.47464618,4.33448833,0.05789090,2.60497025,1.19583519,0.82497711
-4.80540270,9.03390098,0.03254758,1.19989274,3.53369842,4.33960053,0.05629833,2.59981617,1.20063218,0.82209632
-4.79939970,9.06518723,0.03310031,1.20934530,3.59094717,4.34668487,0.05482631,2.59866939,1.20729608,0.82172936
-4.79339670,9.10297811,0.03374794,1.21853721,3.64577698,4.35562761,0.05349115,2.60152948,1.21583079,0.82388884
-4.78739370,9.14682300,0.03448206,1.22741176,3.69756413,4.36627972,0.05230631,2.60831992,1.22620526,0.82854753
-4.78139070,9.19616140,0.03529336,1.23591080,3.74569779,4.37847581,0.05128214,2.61889580,1.23835611,0.83563891
-4.77538769,9.25036173,0.03617189,1.24397806,3.78960407,4.39205540,0.05042572,2.63305363,1.25219120,0.84505862
-4.76938469,9.30876444,0.03710745,1.25156318,3.82877171,4.40688486,0.04974085,2.65054251,1.26759403,0.85666654
-4.76338169,9.37072647,0.03808989,1.25862637,3.86277827,4.42287867,0.04922811,2.67107617,1.28442852,0.87028964
-4.75737869,9.43566435,0.03910942,1.26514310,3.89131512,4.44001834,0.04888507,2.69434513,1.30254402,0.88572534
-4.75137569,9.50309293,0.04015691,1.27110866,3.91420970,4.45836765,0.04870652,2.72002829,1.32178020,0.90274545
-4.74537269,9.57265724,0.04122406,1.27654205,3.93144344,4.47808271,0.04868482,2.74780337,1.34197164,0.92110047
-4.73936968,9.64415499,0.04230359,1.28148885,3.94316392,4.49941612,0.04881023,2.77735578,1.36295181,0.94052427
-4.73336668,9.71754810,0.04338937,1.28602269,3.94969009,4.52271420,0.04907137,2.80838540,1.38455630,0.96073887
-4.72736368,9.79296212,0.04447636,1.29024508,3.95150966,4.54840737,0.04945556,2.84061114,1.40662529,0.98145949
-4.72136068,9.87067322,0.04556066,1.29428340,3.94926832,4.57699349,0.04994930,2.87377323,1.42900515,1.00239941
-4.71535768,9.95108317,0.04663937,1.29828695,3.94375079,4.60901505,0.05053858,2.90763335,1.45154925,1.02327494
-4.70935468,10.03468359,0.04771041,1.30242111,3.93585414,4.64503095,0.05120926,2.94197270,1.47411801,1.04381005
-4.70335168,10.12201124,0.04877237,1.30685996,3.92655455,4.68558430,0.05194734,2.97658863,1.49657850,1.06374081
-4.69734867,10.21359697,0.04982424,1.31177735,3.91686872,4.73116792,0.05273920,3.01128997,1.51880356,1.08281948
-4.69134567,10.30991117,0.05086518,1.31733719,3.90781180,4.78218923,0.05357174,3.04589181,1.54067074,1.10081810
-4.68534267,10.41130879,0.05189428,1.32368322,3.90035368,4.83893653,0.05443254,3.08021011,1.56206132,1.11753159
-4.67933967,10.51797743,0.05291032,1.33092887,3.89537602,4.90154844,0.05530983,3.11405663,1.58285932,1.13278034
-4.67333667,10.62989127,0.05391154,1.33914790,3.89363175,4.96998843,0.05619254,3.14723477,1.60295095,1.14641214
-4.66733367,10.74677393,0.05489554,1.34836620,3.89570949,5.04402584,0.05707022,3.17953638,1.62222435,1.15830344
-4.66133067,10.86807247,0.05585908,1.35855539,3.90200424,5.12322463,0.05793296,3.21074022,1.64056976,1.16835999
-4.65532766,10.99294426,0.05679807,1.36962867,3.91269616,5.20694088,0.05877132,3.24061179,1.65788013,1.17651690
-4.64932466,11.12025793,0.05770752,1.38143911,3.92773824,5.29432923,0.05957615,3.26890491,1.67405203,1.18273799
-4.64332166,11.24860857,0.05858164,1.39378073,3.94685358,5.38435845,0.06033860,3.29536484,1.68898686,1.18701464
