energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-2.85442721,1.80333473,0.46846267,0.92574191,0.00067129,0.02248266,0.22507355,0.77889734,0.29246880,0.00000000
-2.84842421,1.88210750,0.48778475,0.97868835,0.00079414,0.02288762,0.23039936,0.80542316,0.30014473,0.00000000
-2.84242121,1.96659343,0.51104323,1.03647880,0.00093675,0.02342949,0.23579336,0.83238980,0.30778735,0.00000000
-2.83641821,2.05607424,0.53817701,1.09872461,0.00110062,0.02409280,0.24119997,0.85947235,0.31526940,0.00000000
-2.83041521,2.14966137,0.56904302,1.16491083,0.00128708,0.02485918,0.24655645,0.88630656,0.32245175,0.00000000
-2.82441221,2.24630780,0.60341770,1.23440223,0.00149717,0.02570779,0.25179315,0.91249462,0.32918591,0.00000000
-2.81840920,2.34482623,0.64100049,1.30645334,0.00173153,0.02661576,0.25683417,0.93761302,0.33531736,0.00000000
-2.81240620,2.44391322,0.68141909,1.38022248,0.00199039,0.02755881,0.26159861,0.96122272,0.34068965,0.00000000
-2.80640320,2.54217861,0.72423651,1.45478939,0.00227345,0.02851186,0.26600215,0.98288090,0.34514916,0.00000000
-2.80040020,2.63817923,0.76895963,1.52917606,0.00257980,0.02944968,0.26995912,1.00215404,0.34855013,0.00000000
-2.79439720,2.73045566,0.81504919,1.60237008,0.00290790,0.03034760,0.27338477,1.01863163,0.35076003,0.00000000
-2.78839420,2.81757081,0.86193096,1.67334988,0.00325552,0.03118210,0.27619783,1.03193992,0.35166464,0.00000000
-2.78239120,2.89814880,0.90900785,1.74111105,0.00361970,0.03193150,0.27832296,1.04175501,0.35117288,0.00000000
-2.77638819,2.97091279,0.95567283,1.80469283,0.00399678,0.03257645,0.27969329,1.04781460,0.34922090,0.00000000
-2.77038519,3.03472028,1.00132230,1.86320414,0.00438243,0.03310045,0.28025268,1.04992792,0.34577534,0.00000000
-2.76438219,3.08859477,1.04536965,1.91584797,0.00477168,0.03349021,0.27995763,1.04798319,0.34083546,0.00000000
-2.75837919,3.13175261,1.08725887,1.96194371,0.00515903,0.03373593,0.27877890,1.04195239,0.33443412,0.00000000
-2.75237619,3.16362422,1.12647773,2.00094643,0.00553858,0.03383144,0.27670258,1.03189304,0.32663739,0.00000000
-2.74637319,3.18386903,1.16257037,2.03246258,0.00590414,0.03377427,0.27373073,1.01794694,0.31754299,0.00000000
-2.74037019,3.19238379,1.19514882,2.05626165,0.00624938,0.03356558,0.26988141,1.00033593,0.30727740,0.00000000
-2.73436718,3.18930416,1.22390332,2.07228324,0.00656806,0.03320994,0.26518832,0.97935499,0.29599200,0.00000000
-2.72836418,3.17499960,1.24861084,2.08063940,0.00685417,0.03271511,0.25969989,0.95536294,0.28385821,0.00000000
-2.72236118,3.15006184,1.26914165,2.08161211,0.00710214,0.03209169,0.25347804,0.92877121,0.27106210,0.00000000
-2.71635818,3.11528745,1.28546356,2.07564577,0.00730701,0.03135265,0.24659649,0.90003123,0.25779848,0.00000000
-2.71035518,3.07165507,1.29764344,2.06333493,0.00746459,0.03051293,0.23913891,0.86962091,0.24426490,0.00000000
-2.70435218,3.02029795,1.30584595,2.04540748,0.00757163,0.02958891,0.23119680,0.83803086,0.23065580,0.00000000
-2.69834917,2.96247257,1.31032904,2.02270375,0.00762590,0.02859790,0.22286723,0.80575066,0.21715697,0.00000000
-2.69234617,2.89952421,1.31143643,1.99615186,0.00762627,0.02755763,0.21425063,0.77325595,0.20394063,0.00000000
-2.68634317,2.83285036,1.30958686,1.96674016,0.00757279,0.02648578,0.20544845,0.74099642,0.19116123,0.00000000
-2.68034017,2.76386272,1.30526036,1.93548729,0.00746665,0.02539949,0.19656102,0.70938524,0.17895213,0.00000000
-2.67433717,2.69394901,1.29898181,1.90341089,0.00731014,0.02431495,0.18768538,0.67879009,0.16742322,0.00000000
-2.66833417,2.62443531,1.29130227,1.87149572,0.00710659,0.02324704,0.17891340,0.64952597,0.15665947,0.00000000
-2.66233117,2.55655008,1.28277861,1.84066229,0.00686021,0.02220898,0.17032999,0.62184988,0.14672052,0.00000000
-2.65632816,2.49139084,1.27395212,1.81173694,0.00657602,0.02121214,0.16201159,0.59595743,0.13764108,0.00000000
-2.65032516,2.42989452,1.26532707,1.78542458,0.00625962,0.02026577,0.15402483,0.57198132,0.12943213,0.00000000
-2.64432216,2.37281241,1.25734990,1.76228491,0.00591700,0.01937696,0.14642555,0.54999169,0.12208291,0.00000000
-2.63831916,2.32069070,1.25039016,1.74271319,0.00555443,0.01855059,0.13925804,0.52999819,0.11556336,0.00000000
-2.63231616,2.27385730,1.24472403,1.72692647,0.00517818,0.01778929,0.13255463,0.51195365,0.10982708,0.00000000
-2.62631316,2.23241572,1.24052120,1.71495577,0.00479441,0.01709364,0.12633556,0.49575926,0.10481459,0.00000000
-2.62031016,2.19624631,1.23783608,1.70664489,0.00440896,0.01646225,0.12060921,0.48127096,0.10045672,0.00000000
-2.61430715,2.16501515,1.23660361,1.70165608,0.00402727,0.01589201,0.11537266,0.46830699,0.09667816,0.00000000
-2.60830415,2.13819055,1.23664036,1.69948243,0.00365421,0.01537837,0.11061256,0.45665630,0.09340086,0.00000000
-2.60230115,2.11506669,1.23765078,1.69946683,0.00329402,0.01491565,0.10630636,0.44608755,0.09054746,0.00000000
-2.59629815,2.09479377,1.23923874,1.70082696,0.00295025,0.01449741,0.10242371,0.43635860,0.08804436,0.00000000
-2.59029515,2.07641379,1.24092377,1.70268527,0.00262575,0.01411680,0.09892826,0.42722600,0.08582467,0.00000000
-2.58429215,2.05890055,1.24216162,1.70410307,0.00232263,0.01376696,0.09577952,0.41845435,0.08383078,0.00000000
-2.57828914,2.04120253,1.24236799,1.70411737,0.00204233,0.01344142,0.09293494,0.40982525,0.08201663,0.00000000
-2.57228614,2.02228693,1.24094474,1.70177893,0.00178565,0.01313444,0.09035206,0.40114543,0.08034961,0.00000000
-2.56628314,2.00118321,1.23730722,1.69619018,0.00155277,0.01284135,0.08799059,0.39225398,0.07881201,0.00000000
-2.56028014,1.97702433,1.23091150,1.68654127,0.00134341,0.01255888,0.08581446,0.38302824,0.07740219,0.00000000
-2.55427714,1.94908396,1.22128031,1.67214296,0.00115683,0.01228537,0.08379374,0.37338832,0.07613512,0.00000000
-2.54827414,1.91680829,1.20802660,1.65245490,0.00099193,0.01202095,0.08190624,0.36330000,0.07504270,0.00000000
-2.54227114,1.87984095,1.19087345,1.62710817,0.00084739,0.01176768,0.08013882,0.35277593,0.07417344,0.00000000
-2.53626813,1.83804024,1.16966959,1.59592127,0.00072166,0.01152954,0.07848842,0.34187511,0.07359175,0.00000000
-2.53026513,1.79148777,1.14439990,1.55890895,0.00061310,0.01131242,0.07696248,0.33070058,0.07337674,0.00000000
-2.52426213,1.74048839,1.11519038,1.51628362,0.00052004,0.01112397,0.07557908,0.31939553,0.07362049,0.00000000
-2.51825913,1.68556152,1.08230746,1.46844945,0.00044078,0.01097340,0.07436649,0.30813791,0.07442585,0.00000000
-2.51225613,1.62742409,1.04615181,1.41598954,0.00037371,0.01087118,0.07336223,0.29713359,0.07590376,0.00000000
-2.50625313,1.56696616,1.00724701,1.35964692,0.00031727,0.01082873,0.07261168,0.28660865,0.07817000,0.00000000
-2.50025013,1.50522021,0.96622366,1.30030023,0.00027005,0.01085796,0.07216631,0.27680060,0.08134159,0.00000000
-2.49424712,1.44332526,0.92379966,1.23893529,0.00023075,0.01097087,0.07208135,0.26794933,0.08553274,0.00000000
-2.48824412,1.38248759,0.88075771,1.17661380,0.00019821,0.01117899,0.07241335,0.26028760,0.09085042,0.00000000
-2.48224112,1.32393949,0.83792081,1.11444050,0.00017141,0.01149293,0.07321738,0.25403188,0.09738980,0.00000000
-2.47623812,1.26889754,0.79612701,1.05353007,0.00014947,0.01192182,0.07454412,0.24937341,0.10522941,0.00000000
-2.47023512,1.21852230,0.75620427,0.99497507,0.00013164,0.01247283,0.07643696,0.24647010,0.11442644,0.00000000
-2.46423212,1.17388052,0.71894639,0.93981602,0.00011727,0.01315069,0.07892921,0.24543941,0.12501217,0.00000000
-2.45822911,1.13591146,0.68509089,0.88901452,0.00010584,0.01395730,0.08204148,0.24635247,0.13698778,0.00000000
-2.45222611,1.10539819,0.65529947,0.84343026,0.00009691,0.01489133,0.08577942,0.24922969,0.15032071,0.00000000
-2.44622311,1.08294489,0.63014173,0.80380237,0.00009011,0.01594804,0.09013198,0.25403808,0.16494182,0.00000000
-2.44022011,1.06896073,0.61008231,0.77073551,0.00008514,0.01711905,0.09507011,0.26069023,0.18074354,0.00000000
-2.43421711,1.06365061,0.59547189,0.74469070,0.00008175,0.01839238,0.10054618,0.26904533,0.19757909,0.00000000
-2.42821411,1.06701293,0.58654202,0.72598090,0.00007974,0.01975250,0.10649407,0.27891196,0.21526318,0.00000000
-2.42221111,1.07884419,0.58340369,0.71477100,0.00007893,0.02118062,0.11282998,0.29005276,0.23357391,0.00000000
-2.41620810,1.09875008,0.58604944,0.71108183,0.00007916,0.02265501,0.11945402,0.30219092,0.25225634,0.00000000
-2.41020510,1.12616234,0.59435873,0.71479773,0.00008028,0.02415155,0.12625243,0.31501813,0.27102740,0.00000000
-2.40420210,1.16036078,0.60810619,0.72567699,0.00008218,0.02564437,0.13310056,0.32820402,0.28958223,0.00000000
-2.39819910,1.20049941,0.62697225,0.74336468,0.00008473,0.02710655,0.13986631,0.34140655,0.30760174,0.00000000
-2.39219610,1.24563565,0.65055574,0.76740715,0.00008782,0.02851100,0.14641405,0.35428320,0.32476116,0.00000000
-2.38619310,1.29476162,0.67838792,0.79726759,0.00009135,0.02983130,0.15260884,0.36650246,0.34073927,0.00000000
-2.38019010,1.34683630,0.70994746,0.83234224,0.00009522,0.03104263,0.15832075,0.37775528,0.35522806,0.00000000
-2.37418709,1.40081747,0.74467596,0.87197664,0.00009935,0.03212265,0.16342917,0.38776601,0.36794229,0.00000000
-2.36818409,1.45569246,0.78199341,0.91548153,0.00010368,0.03305235,0.16782682,0.39630251,0.37862861,0.00000000
-2.36218109,1.51050659,0.82131344,0.96214818,0.00010817,0.03381684,0.17142345,0.40318487,0.38707398,0.00000000
-2.35617809,1.56438864,0.86205772,1.01126283,0.00011281,0.03440598,0.17414897,0.40829260,0.39311267,0.00000000
-2.35017509,1.61657262,0.90366948,1.06212007,0.00011762,0.03481492,0.17595578,0.41156988,0.39663196,0.00000000
-2.34417209,1.66641525,0.94562566,1.11403514,0.00012269,0.03504443,0.17682052,0.41302863,0.39757589,0.00000000
-2.33816908,1.71340894,0.98744766,1.16635508,0.00012812,0.03510106,0.17674473,0.41274943,0.39594713,0.00000000
-2.33216608,1.75719003,1.02871042,1.21846863,0.00013413,0.03499717,0.17575483,0.41088002,0.39180676,0.00000000
-2.32616308,1.79754231,1.06904973,1.26981509,0.00014095,0.03475068,0.17390112,0.40763164,0.38527205,0.00000000
-2.32016008,1.83439602,1.10816768,1.31989193,0.00014894,0.03438472,0.17125598,0.40327318,0.37651230,0.00000000
-2.31415708,1.86782258,1.14583618,1.36826127,0.00015853,0.03392707,0.16791137,0.39812354,0.36574300,0.00000000
-2.30815408,1.89802541,1.18189852,1.41455515,0.00017025,0.03340949,0.16397569,0.39254220,0.35321846,0.00000000
-2.30215108,1.92532736,1.21626889,1.45847952,0.00018474,0.03286687,0.15957019,0.38691866,0.33922346,0.00000000
-2.29614807,1.95015518,1.24892993,1.49981678,0.00020276,0.03233640,0.15482503,0.38166085,0.32406404,0.00000000
-2.29014507,1.97302165,1.27992825,1.53842691,0.00022516,0.03185660,0.14987525,0.37718309,0.30805807,0.00000000
-2.28414207,1.99450576,1.30936815,1.57424678,0.00025295,0.03146632,0.14485664,0.37389390,0.29152580,0.00000000
-2.27813907,2.01523169,1.33740335,1.60728774,0.00028723,0.03120379,0.13990188,0.37218405,0.27478086,0.00000000
-2.27213607,2.03584685,1.36422727,1.63763125,0.00032921,0.03110565,0.13513685,0.37241533,0.25812196,0.00000000
-2.26613307,2.05699983,1.39006171,1.66542257,0.00038023,0.03120606,0.13067749,0.37491017,0.24182572,0.00000000
-2.26013007,2.07931850,1.41514454,1.69086251,0.00044166,0.03153588,0.12662701,0.37994268,0.22614055,0.00000000
-2.25412706,2.10338898,1.43971657,1.71419738,0.00051498,0.03212189,0.12307376,0.38773105,0.21128202,0.00000000
-2.24812406,2.12973603,1.46400816,1.73570749,0.00060167,0.03298614,0.12008971,0.39843179,0.19742958,0.00000000
-2.24212106,2.15880532,1.48822607,1.75569446,0.00070320,0.03414538,0.11772950,0.41213571,0.18472472,0.00000000
-2.23611806,2.19094827,1.51254106,1.77446795,0.00082098,0.03561061,0.11603019,0.42886593,0.17327049,0.00000000
-2.23011506,2.22640993,1.53707697,1.79233234,0.00095633,0.03738673,0.11501151,0.44857779,0.16313225,0.00000000
-2.22411206,2.26532044,1.56190170,1.80957401,0.00111037,0.03947229,0.11467674,0.47116072,0.15433958,0.00000000
-2.21810905,2.30769051,1.58702072,1.82644996,0.00128401,0.04185936,0.11501405,0.49644197,0.14688905,0.00000000
-2.21210605,2.35341127,1.61237360,1.84317830,0.00147785,0.04453353,0.11599824,0.52419207,0.14074780,0.00000000
-2.20610305,2.40225856,1.63783379,1.85993135,0.00169215,0.04747399,0.11759284,0.55413179,0.13585762,0.00000000
-2.20010005,2.45390189,1.66321190,1.87683153,0.00192672,0.05065383,0.11975241,0.58594048,0.13213936,0.00000000
-2.19409705,2.50791757,1.68826243,1.89395054,0.00218090,0.05404031,0.12242504,0.61926538,0.12949759,0.00000000
-2.18809405,2.56380582,1.71269373,1.91131177,0.00245353,0.05759543,0.12555486,0.65373170,0.12782514,0.00000000
-2.18209105,2.62101101,1.73618090,1.92889572,0.00274285,0.06127652,0.12908448,0.68895303,0.12700754,0.00000000
-2.17608804,2.67894431,1.75838074,1.94664819,0.00304658,0.06503703,0.13295735,0.72454189,0.12692719,0.00000000
-2.17008504,2.73700758,1.77894833,1.96449049,0.00336186,0.06882737,0.13711982,0.76011977,0.12746706,0.00000000
-2.16408204,2.79461729,1.79755411,1.98233097,0.00368529,0.07259600,0.14152293,0.79532664,0.12851396,0.00000000
-2.15807904,2.85122735,1.81390058,2.00007701,0.00401299,0.07629044,0.14612374,0.82982932,0.12996123,0.00000000
-2.15207604,2.90634940,1.82773764,2.01764643,0.00434070,0.07985856,0.15088633,0.86332850,0.13171083,0.00000000
-2.14607304,2.95956956,1.83887566,2.03497751,0.00466381,0.08324973,0.15578217,0.89556421,0.13367492,0.00000000
-2.14007004,3.01056054,1.84719550,2.05203668,0.00497756,0.08641611,0.16079013,0.92631940,0.13577668,0.00000000
-2.13406703,3.05908834,1.85265475,2.06882324,0.00527710,0.08931388,0.16589588,0.95542163,0.13795072,0.00000000
-2.12806403,3.10501318,1.85528993,2.08537059,0.00555767,0.09190435,0.17109090,0.98274280,0.14014285,0.00000000
-2.12206103,3.14828439,1.85521427,2.10174380,0.00581476,0.09415497,0.17637100,1.00819691,0.14230946,0.00000000
-2.11605803,3.18892967,1.85261138,2.11803350,0.00604422,0.09604023,0.18173455,1.03173606,0.14441643,0.00000000
-2.11005503,3.22703921,1.84772505,2.13434654,0.00624243,0.09754229,0.18718044,1.05334488,0.14643788,0.00000000
-2.10405203,3.26274578,1.84084575,2.15079391,0.00640642,0.09865135,0.19270589,1.07303375,0.14835453,0.00000000
-2.09804902,3.29620189,1.83229478,2.16747681,0.00653395,0.09936583,0.19830428,1.09083106,0.15015219,0.00000000
-2.09204602,3.32755565,1.82240683,2.18447192,0.00662362,0.09969220,0.20396310,1.10677513,0.15182007,0.00000000
-2.08604302,3.35692685,1.81151225,2.20181695,0.00667492,0.09964458,0.20966214,1.12090607,0.15334931,0.00000000
-2.08004002,3.38438498,1.79991988,2.21949762,0.00668819,0.09924403,0.21537213,1.13325821,0.15473171,0.00000000
-2.07403702,3.40993071,1.78790172,2.23743716,0.00666467,0.09851767,0.22105379,1.14385335,0.15595867,0.00000000
-2.06803402,3.43348226,1.77568018,2.25548936,0.00660642,0.09749754,0.22665762,1.15269547,0.15702057,0.00000000
-2.06203102,3.45486777,1.76341881,2.27343574,0.00651625,0.09621938,0.23212418,1.15976705,0.15790646,0.00000000
-2.05602801,3.47382446,1.75121703,2.29098763,0.00639761,0.09472129,0.23738518,1.16502736,0.15860416,0.00000000
-2.05002501,3.49000493,1.73910916,2.30779302,0.00625448,0.09304244,0.24236521,1.16841276,0.15910079,0.00000000
-2.04402201,3.50299048,1.72706780,2.32344828,0.00609127,0.09122175,0.24698409,1.16983918,0.15938360,0.00000000
-2.03801901,3.51231091,1.71501125,2.33751415,0.00591263,0.08929677,0.25115974,1.16920647,0.15944112,0.00000000
-2.03201601,3.51746987,1.70281461,2.34953529,0.00572340,0.08730271,0.25481147,1.16640461,0.15926455,0.00000000
-2.02601301,3.51797430,1.69032364,2.35906240,0.00552848,0.08527161,0.25786358,1.16132123,0.15884927,0.00000000
-2.02001001,3.51336642,1.67737072,2.36567559,0.00533271,0.08323186,0.26024889,1.15385027,0.15819634,0.00000000
-2.01400700,3.50325627,1.66379158,2.36900777,0.00514085,0.08120789,0.26191231,1.14390098,0.15731397,0.00000000
-2.00800400,3.48735289,1.64944202,2.36876658,0.00495756,0.07922015,0.26281396,1.13140693,0.15621876,0.00000000
-2.00200100,3.46549231,1.63421329,2.36475368,0.00478737,0.07728526,0.26293186,1.11633445,0.15493668,0.00000000
-1.99599800,3.43766032,1.61804532,2.35687999,0.00463473,0.07541639,0.26226392,1.09868988,0.15350357,0.00000000
-1.98999500,3.40400875,1.60093677,2.34517611,0.00450409,0.07362379,0.26082909,1.07852528,0.15196531,0.00000000
-1.98399200,3.36486390,1.58295149,2.32979703,0.00439995,0.07191533,0.25866768,1.05594216,0.15037734,0.00000000
-1.97798899,3.32072653,1.56422064,2.31102087,0.00432703,0.07029718,0.25584060,1.03109293,0.14880378,0.00000000
-1.97198599,3.27226305,1.54494063,2.28924147,0.00429032,0.06877434,0.25242776,1.00418002,0.14731588,0.00000000
-1.96598299,3.22028825,1.52536687,2.26495531,0.00429525,0.06735124,0.24852552,0.97545260,0.14599010,0.00000000
-1.95997999,3.16574027,1.50580364,2.23874317,0.00434779,0.06603205,0.24424330,0.94520101,0.14490565,0.00000000
-1.95397699,3.10964911,1.48659094,2.21124773,0.00445451,0.06482102,0.23969961,0.91374923,0.14414174,0.00000000
-1.94797399,3.05310016,1.46808894,2.18314806,0.00462268,0.06372254,0.23501759,0.88144576,0.14377462,0.00000000
-1.94197099,2.99719473,1.45066123,2.15513262,0.00486027,0.06274106,0.23032029,0.84865332,0.14387442,0.00000000
-1.93596798,2.94300964,1.43465772,2.12787194,0.00517590,0.06188093,0.22572596,0.81573793,0.14450214,0.00000000
-1.92996498,2.89155795,1.42039855,2.10199276,0.00557879,0.06114606,0.22134360,0.78305792,0.14570677,0.00000000
-1.92396198,2.84375289,1.40815981,2.07805482,0.00607856,0.06053951,0.21726886,0.75095354,0.14752273,0.00000000
-1.91795898,2.80037695,1.39816218,2.05653150,0.00668501,0.06006308,0.21358071,0.71973743,0.14996780,0.00000000
-1.91195598,2.76205753,1.39056300,2.03779554,0.00740784,0.05971687,0.21033890,0.68968673,0.15304164,0.00000000
-1.90595298,2.72925052,1.38545253,2.02211027,0.00825630,0.05949895,0.20758231,0.66103689,0.15672499,0.00000000
-1.89994997,2.70223230,1.38285429,2.00962682,0.00923871,0.05940508,0.20532842,0.63397773,0.16097954,0.00000000
-1.89394697,2.68110058,1.38272975,2.00038739,0.01036207,0.05942863,0.20357377,0.60865160,0.16574867,0.00000000
-1.88794397,2.66578376,1.38498671,1.99433406,0.01163149,0.05956060,0.20229545,0.58515387,0.17095885,0.00000000
-1.88194097,2.65605790,1.38949099,1.99132266,0.01304974,0.05978988,0.20145352,0.56353552,0.17652186,0.00000000
-1.87593797,2.65157043,1.39608042,1.99114059,0.01461667,0.06010360,0.20099421,0.54380763,0.18233755,0.00000000
-1.86993497,2.65186880,1.40458029,1.99352745,0.01632882,0.06048774,0.20085373,0.52594751,0.18829717,0.00000000
-1.86393197,2.65643253,1.41481906,1.99819722,0.01817894,0.06092777,0.20096251,0.50990589,0.19428707,0.00000000
-1.85792896,2.66470672,1.42664318,2.00486053,0.02015571,0.06140944,0.20124961,0.49561507,0.20019265,0.00000000
-1.85192596,2.67613506,1.43993014,2.01324573,0.02224352,0.06191962,0.20164710,0.48299710,0.20590229,0.00000000
-1.84592296,2.69019073,1.45459865,2.02311741,0.02442242,0.06244708,0.20209418,0.47197206,0.21131130,0.00000000
-1.83991996,2.70640343,1.47061521,2.03429145,0.02666816,0.06298327,0.20254080,0.46246552,0.21632540,0.00000000
-1.83391696,2.72438137,1.48799668,2.04664565,0.02895252,0.06352303,0.20295072,0.45441516,0.22086391,0.00000000
-1.82791396,2.74382721,1.50680849,2.06012549,0.03124372,0.06406507,0.20330373,0.44777610,0.22486232,0.00000000
-1.82191096,2.76454735,1.52715867,2.07474473,0.03350702,0.06461234,0.20359701,0.44252473,0.22827415,0.00000000
-1.81590795,2.78645453,1.54918788,2.09058107,0.03570555,0.06517220,0.20384561,0.43866087,0.23107211,0.00000000
-1.80990495,2.80956378,1.57305615,2.10776703,0.03780120,0.06575639,0.20408197,0.43620829,0.23324845,0.00000000
-1.80390195,2.83398235,1.59892711,2.12647696,0.03975567,0.06638073,0.20435457,0.43521356,0.23481457,0.00000000
-1.79789895,2.85989444,1.62695059,2.14691081,0.04153159,0.06706473,0.20472577,0.43574334,0.23579984,0.00000000
-1.79189595,2.88754168,1.65724480,2.16927580,0.04309367,0.06783089,0.20526897,0.43788030,0.23624976,0.00000000
-1.78589295,2.91720064,1.68987900,2.19376699,0.04440983,0.06870396,0.20606519,0.44171784,0.23622354,0.00000000
-1.77988994,2.94915850,1.72485782,2.22054787,0.04545226,0.06971005,0.20719923,0.44735392,0.23579123,0.00000000
-1.77388694,2.98368802,1.76210806,2.24973198,0.04619838,0.07087560,0.20875567,0.45488418,0.23503043,0.00000000
-1.76788394,3.02102319,1.80146889,2.28136651,0.04663160,0.07222637,0.21081464,0.46439473,0.23402292,0.00000000
-1.76188094,3.06133625,1.84268583,2.31541870,0.04674193,0.07378649,0.21344781,0.47595488,0.23285114,0.00000000
-1.75587794,3.10471728,1.88540897,2.35176552,0.04652634,0.07557736,0.21671459,0.48960992,0.23159479,0.00000000
-1.74987494,3.15115681,1.92919551,2.39018712,0.04598883,0.07761687,0.22065860,0.50537453,0.23032762,0.00000000
-1.74387194,3.20053215,1.97351645,2.43036437,0.04514036,0.07991852,0.22530478,0.52322673,0.22911458,0.00000000
-1.73786893,3.25259783,2.01776723,2.47188020,0.04399838,0.08249080,0.23065700,0.54310284,0.22800936,0.00000000
-1.73186593,3.30698029,2.06128155,2.51422498,0.04258628,0.08533671,0.23669639,0.56489356,0.22705246,0.00000000
-1.72586293,3.36317714,2.10334800,2.55680539,0.04093254,0.08845338,0.24338041,0.58844139,0.22626978,0.00000000
-1.71985993,3.42056086,2.14322859,2.59895648,0.03906979,0.09183197,0.25064269,0.61353950,0.22567191,0.00000000
-1.71385693,3.47838692,2.18017840,2.63995643,0.03703370,0.09545771,0.25839371,0.63993227,0.22525387,0.00000000
-1.70785393,3.53580621,2.21346568,2.67904360,0.03486183,0.09931006,0.26652225,0.66731750,0.22499564,0.00000000
-1.70185093,3.59188148,2.24239151,2.71543507,0.03259252,0.10336317,0.27489762,0.69535040,0.22486311,0.00000000
-1.69584792,3.64560750,2.26630842,2.74834632,0.03026371,0.10758633,0.28337264,0.72364928,0.22480963,0.00000000
-1.68984492,3.69593441,2.28463740,2.77701143,0.02791196,0.11194465,0.29178727,0.75180294,0.22477800,0.00000000
-1.68384192,3.74179382,2.29688287,2.80070313,0.02557150,0.11639980,0.29997275,0.77937952,0.22470283,0.00000000
-1.67783892,3.78212692,2.30264503,2.81875227,0.02327345,0.12091081,0.30775625,0.80593667,0.22451317,0.00000000
-1.67183592,3.81591369,2.30162974,2.83056613,0.02104528,0.12543485,0.31496577,0.83103267,0.22413534,0.00000000
-1.66583292,3.84220254,2.29365538,2.83564502,0.01891035,0.12992808,0.32143514,0.85423816,0.22349583,0.00000000
-1.65982991,3.86013909,2.27865689,2.83359668,0.01688769,0.13434642,0.32700907,0.87514807,0.22252411,0.00000000
-1.65382691,3.86899317,2.25668699,2.82414810,0.01499194,0.13864618,0.33154789,0.89339326,0.22115538,0.00000000
-1.64782391,3.86818286,2.22791456,2.80715418,0.01323346,0.14278472,0.33493196,0.90865137,0.21933299,0.00000000
-1.64182091,3.85729459,2.19262043,2.78260302,0.01161855,0.14672087,0.33706546,0.92065647,0.21701066,0.00000000
-1.63581791,3.83609831,2.15119073,2.75061752,0.01014984,0.15041533,0.33787951,0.92920690,0.21415418,0.00000000
-1.62981491,3.80455682,2.10410802,2.71145313,0.00882669,0.15383091,0.33733440,0.93417116,0.21074275,0.00000000
-1.62381191,3.76282899,2.05194050,2.66549166,0.00764568,0.15693264,0.33542095,0.93549138,0.20676979,0.00000000
-1.61780890,3.71126627,1.99532950,2.61323145,0.00660118,0.15968787,0.33216078,0.93318416,0.20224331,0.00000000
-1.61180590,3.65040275,1.93497577,2.55527393,0.00568581,0.16206628,0.32760569,0.92733895,0.19718578,0.00000000
-1.60580290,3.58093914,1.87162470,2.49230723,0.00489103,0.16403983,0.32183602,0.91811378,0.19163350,0.00000000
-1.59979990,3.50372120,1.80605109,2.42508732,0.00420752,0.16558287,0.31495815,0.90572879,0.18563561,0.00000000
-1.59379690,3.41971384,1.73904366,2.35441743,0.00362570,0.16667208,0.30710123,0.89045774,0.17925274,0.00000000
-1.58779390,3.32997199,1.67138997,2.28112657,0.00313601,0.16728674,0.29841330,0.87261798,0.17255533,0.00000000
-1.58179090,3.23560967,1.60386192,2.20604810,0.00272928,0.16740890,0.28905697,0.85255953,0.16562177,0.00000000
-1.57578789,3.13776878,1.53720234,2.12999911,0.00239691,0.16702375,0.27920487,0.83065363,0.15853642,0.00000000
-1.56978489,3.03758897,1.47211309,2.05376155,0.00213108,0.16612011,0.26903501,0.80728144,0.15138746,0.00000000
-1.56378189,2.93618008,1.40924464,1.97806592,0.00192483,0.16469093,0.25872624,0.78282344,0.14426488,0.00000000
-1.55777889,2.83459809,1.34918771,1.90357786,0.00177209,0.16273394,0.24845403,0.75764998,0.13725843,0.00000000
-1.55177589,2.73382555,1.29246668,1.83088832,0.00166776,0.16025227,0.23838655,0.73211326,0.13045565,0.00000000
-1.54577289,2.63475704,1.23953497,1.76050735,0.00160755,0.15725503,0.22868135,0.70654122,0.12394015,0.00000000
-1.53976988,2.53818965,1.19077221,1.69286148,0.00158801,0.15375786,0.21948247,0.68123322,0.11778996,0.00000000
-1.53376688,2.44481858,1.14648295,1.62829449,0.00160633,0.14978331,0.21091825,0.65645773,0.11207607,0.00000000
-1.52776388,2.35523710,1.10689671,1.56707109,0.00166030,0.14536107,0.20309958,0.63245178,0.10686115,0.00000000
-1.52176088,2.26994036,1.07216890,1.50938294,0.00174811,0.14052793,0.19611875,0.60942198,0.10219854,0.00000000
-1.51575788,2.18933196,1.04238258,1.45535631,0.00186820,0.13532760,0.19004877,0.58754688,0.09813124,0.00000000
-1.50975488,2.11373250,1.01755040,1.40506070,0.00201919,0.12981011,0.18494304,0.56698017,0.09469130,0.00000000
-1.50375188,2.04338889,0.99761685,1.35851763,0.00219965,0.12403117,0.18083546,0.54785453,0.09189919,0.00000000
-1.49774887,1.97848370,0.98246040,1.31570909,0.00240803,0.11805105,0.17774076,0.53028552,0.08976347,0.00000000
-1.49174587,1.91914372,0.97189573,1.27658505,0.00264254,0.11193350,0.17565506,0.51437544,0.08828066,0.00000000
