energy_ev,total_up,Bi_p_up,Bi_d_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-6.00000000,0.84715672,0.11830553,0.00234912,0.53585570,0.25006502,0.01171811,0.37036311
-5.99399700,0.80799960,0.11130913,0.00220685,0.50975548,0.23921340,0.01120994,0.35472639
-5.98799400,0.77129754,0.10464621,0.00207765,0.48303239,0.23032597,0.01071844,0.33979805
-5.98199100,0.73773272,0.09843532,0.00196371,0.45612524,0.22359106,0.01025209,0.32585449
-5.97598799,0.70796967,0.09278777,0.00186697,0.42948485,0.21918831,0.00981915,0.31317524
-5.96998499,0.68264272,0.08780639,0.00178913,0.40356390,0.21728660,0.00942734,0.30203666
-5.96398199,0.66234508,0.08358467,0.00173163,0.37880738,0.21804240,0.00908367,0.29270596
-5.95797899,0.64761990,0.08020656,0.00169564,0.35564402,0.22159846,0.00879424,0.28543583
-5.95197599,0.63895363,0.07774667,0.00168210,0.33447894,0.22808311,0.00856412,0.28045983
-5.94597299,0.63677185,0.07627094,0.00169172,0.31568770,0.23760998,0.00839723,0.27798875
-5.93996998,0.64143758,0.07583765,0.00172502,0.29961197,0.25027821,0.00829636,0.27820809
-5.93396698,0.65325184,0.07649865,0.00178232,0.28655663,0.26617306,0.00826312,0.28127661
-5.92796398,0.67245629,0.07830076,0.00186384,0.27678847,0.28536675,0.00829809,0.28732587
-5.92196098,0.69923740,0.08128714,0.00196965,0.27053609,0.30791956,0.00840081,0.29646082
-5.91595798,0.73373179,0.08549857,0.00209980,0.26799092,0.33388076,0.00857003,0.30876100
-5.90995498,0.77603198,0.09097449,0.00225426,0.26930904,0.36328947,0.00880378,0.32428242
-5.90395198,0.82619211,0.09775372,0.00243301,0.27461352,0.39617498,0.00909958,0.34305956
-5.89794897,0.88423289,0.10587479,0.00263602,0.28399694,0.43255664,0.00945460,0.36510756
-5.89194597,0.95014527,0.11537570,0.00286328,0.29752396,0.47244293,0.00986580,0.39042403
-5.88594297,1.02389238,0.12629327,0.00311480,0.31523348,0.51582976,0.01033010,0.41899045
-5.87993997,1.10540935,0.13866184,0.00339060,0.33714039,0.56269780,0.01084448,0.45077293
-5.87393697,1.19460083,0.15251154,0.00369071,0.36323670,0.61300900,0.01140600,0.48572210
-5.86793397,1.29133612,0.16786600,0.00401510,0.39349200,0.66670220,0.01201193,0.52377220
-5.86193097,1.39544217,0.18473976,0.00436371,0.42785317,0.72368814,0.01265965,0.56483928
-5.85592796,1.50669464,0.20313537,0.00473634,0.46624350,0.78384394,0.01334669,0.60881857
-5.84992496,1.62480760,0.22304027,0.00513266,0.50856126,0.84700745,0.01407058,0.65558128
-5.84392196,1.74942247,0.24442381,0.00555214,0.55467778,0.91297165,0.01482879,0.70497091
-5.83791896,1.88009695,0.26723430,0.00599396,0.60443534,0.98147973,0.01561861,0.75679946
-5.83191596,2.01629477,0.29139646,0.00645704,0.65764487,1.05222091,0.01643698,0.81084371
-5.82591296,2.15737698,0.31680928,0.00693994,0.71408384,1.12482760,0.01728042,0.86684207
-5.81990995,2.30259574,0.34334458,0.00744083,0.77349423,1.19887424,0.01814486,0.92449211
-5.81390695,2.45109118,0.37084619,0.00795747,0.83558105,1.27387793,0.01902558,0.98344930
-5.80790395,2.60189195,0.39912998,0.00848720,0.90001122,1.34930128,0.01991718,1.04332706
-5.80190095,2.75391991,0.42798481,0.00902693,0.96641321,1.42455740,0.02081349,1.10369836
-5.79589795,2.90599915,0.45717423,0.00957315,1.03437729,1.49901725,0.02170766,1.16409909
-5.78989495,3.05686934,0.48643916,0.01012196,1.10345666,1.57201898,0.02259221,1.22403314
-5.78389195,3.20520329,0.51550134,0.01066908,1.17316944,1.64287932,0.02345910,1.28297921
-5.77788894,3.34962819,0.54406745,0.01120994,1.24300153,1.71090647,0.02429996,1.34039926
-5.77188594,3.48875010,0.57183397,0.01173971,1.31241046,1.77541429,0.02510618,1.39574829
-5.76588294,3.62118081,0.59849242,0.01225336,1.38083032,1.83573714,0.02586917,1.44848531
-5.75987994,3.74556634,0.62373505,0.01274577,1.44767760,1.89124495,0.02658055,1.49808501
-5.75387694,3.86061608,0.64726072,0.01321178,1.51235816,1.94135803,0.02723236,1.54404978
-5.74787394,3.96513154,0.66878085,0.01364631,1.57427519,1.98556089,0.02781731,1.58592174
-5.74187094,4.05803392,0.68802529,0.01404439,1.63283808,2.02341488,0.02832891,1.62329414
-5.73586793,4.13838936,0.70474799,0.01440133,1.68747214,2.05456886,0.02876170,1.65582188
-5.72986493,4.20543115,0.71873228,0.01471272,1.73762906,2.07876778,0.02911137,1.68323062
-5.72386193,4.25857805,0.72979571,0.01497461,1.78279761,2.09585874,0.02937482,1.70532411
-5.71785893,4.29744814,0.73779419,0.01518350,1.82251465,2.10579442,0.02955032,1.72198944
-5.71185593,4.32186762,0.74262547,0.01533647,1.85637568,2.10863361,0.02963745,1.73319994
-5.70585293,4.33187426,0.74423175,0.01543126,1.88404485,2.10453903,0.02963714,1.73901559
-5.69984992,4.32771527,0.74260128,0.01546629,1.90526376,2.09377237,0.02955162,1.73958079
-5.69384692,4.30983960,0.73776905,0.01544071,1.91985863,2.07668680,0.02938430,1.73511956
-5.68784392,4.27888485,0.72981632,0.01535447,1.92774549,2.05371717,0.02913974,1.72592830
-5.68184092,4.23565903,0.71886903,0.01520832,1.92893297,2.02536823,0.02882343,1.71236628
-5.67583792,4.18111784,0.70509519,0.01500382,1.92352234,1.99220125,0.02844172,1.69484420
-5.66983492,4.11633810,0.68870110,0.01474330,1.91170474,1.95481949,0.02800156,1.67381122
-5.66383192,4.04248812,0.66992664,0.01442986,1.89375559,1.91385294,0.02751038,1.64974095
-5.65782891,3.96079622,0.64903970,0.01406732,1.87002623,1.86994289,0.02697589,1.62311693
-5.65182591,3.87251825,0.62632986,0.01366011,1.84093318,1.82372674,0.02640587,1.59441810
-5.64582291,3.77890551,0.60210167,0.01321323,1.80694549,1.77582369,0.02580799,1.56410505
-5.63981991,3.68117412,0.57666752,0.01273212,1.76857066,1.72682156,0.02518961,1.53260730
-5.63381691,3.58047711,0.55034062,0.01222258,1.72633994,1.67726535,0.02455766,1.50031249
-5.62781391,3.47788025,0.52342813,0.01169060,1.68079366,1.62764784,0.02391846,1.46755766
-5.62181091,3.37434259,0.49622479,0.01114228,1.63246730,1.57840254,0.02327758,1.43462315
-5.61580790,3.27070236,0.46900730,0.01058372,1.58187906,1.52989912,0.02263980,1.40172929
-5.60980490,3.16766890,0.44202951,0.01002085,1.52951944,1.48244156,0.02200899,1.36903607
-5.60380190,3.06582058,0.41551874,0.00945938,1.47584333,1.43626893,0.02138816,1.33664566
-5.59779890,2.96560880,0.38967320,0.00890468,1.42126487,1.39155867,0.02077940,1.30460776
-5.59179590,2.86736766,0.36466057,0.00836173,1.36615517,1.34843226,0.02018401,1.27292733
-5.58579290,2.77132849,0.34061780,0.00783502,1.31084279,1.30696284,0.01960252,1.24157435
-5.57978989,2.67763854,0.31765197,0.00732859,1.25561680,1.26718442,0.01903489,1.21049511
-5.57378689,2.58638245,0.29584200,0.00684595,1.20073184,1.22910219,0.01848058,1.17962436
-5.56778389,2.49760548,0.27524135,0.00639008,1.14641476,1.19270346,0.01793882,1.14889767
-5.56178089,2.41133695,0.25588109,0.00596353,1.09287214,1.15796858,0.01740870,1.11826343
-5.55577789,2.32761277,0.23777355,0.00556834,1.04029812,1.12488135,0.01688941,1.08769374
-5.54977489,2.24649569,0.22091603,0.00520619,0.98888174,1.09343840,0.01638039,1.05719375
-5.54377189,2.16809212,0.20529449,0.00487836,0.93881335,1.06365706,0.01588150,1.02680881
-5.53776888,2.09256490,0.19088716,0.00458583,0.89028950,1.03558139,0.01539313,0.99662921
-5.53176588,2.02014097,0.17766763,0.00432933,0.84351607,1.00928595,0.01491633,0.96679218
-5.52576288,1.95111403,0.16560762,0.00410934,0.79870918,0.98487734,0.01445280,0.93748109
-5.51975988,1.88584169,0.15467916,0.00392615,0.75609408,0.96249325,0.01400491,0.90892188
-5.51375688,1.82473768,0.14485619,0.00377990,0.71590194,0.94229921,0.01357569,0.88137688
-5.50775388,1.76825931,0.13611562,0.00367056,0.67836474,0.92448313,0.01316869,0.85513636
-5.50175088,1.71689102,0.12843779,0.00359793,0.64370870,0.90924799,0.01278785,0.83050824
-5.49574787,1.67112494,0.12180647,0.00356164,0.61214658,0.89680292,0.01243738,0.80780633
-5.48974487,1.63143929,0.11620837,0.00356116,0.58386930,0.88735324,0.01212147,0.78733789
-5.48374187,1.59827585,0.11163237,0.00359570,0.55903754,0.88108978,0.01184417,0.76939078
-5.47773887,1.57201753,0.10806842,0.00366424,0.53777354,0.87817809,0.01160909,0.75422104
-5.47173587,1.55296713,0.10550623,0.00376549,0.52015391,0.87874801,0.01141924,0.74204134
-5.46573287,1.54132816,0.10393386,0.00389780,0.50620353,0.88288399,0.01127679,0.73301075
-5.45972986,1.53718875,0.10333632,0.00405923,0.49589104,0.89061666,0.01118294,0.72722640
-5.45372686,1.54050914,0.10369406,0.00424746,0.48912623,0.90191608,0.01113773,0.72471722
-5.44772386,1.55111338,0.10498168,0.00445980,0.48575923,0.91668682,0.01114001,0.72544015
-5.44172086,1.56868565,0.10716663,0.00469319,0.48558183,0.93476518,0.01118734,0.72927882
-5.43571786,1.59277110,0.11020816,0.00494424,0.48833069,0.95591877,0.01127601,0.73604484
-5.42971486,1.62278157,0.11405650,0.00520923,0.49369245,0.97984836,0.01140112,0.74548166
-5.42371186,1.65800565,0.11865220,0.00548416,0.50131048,1.00619212,0.01155666,0.75727072
-5.41770885,1.69762299,0.12392583,0.00576483,0.51079298,1.03453206,0.01173565,0.77103978
-5.41170585,1.74072238,0.12979804,0.00604685,0.52172232,1.06440266,0.01193033,0.78637311
-5.40570285,1.78632301,0.13617989,0.00632577,0.53366509,1.09530130,0.01213242,0.80282310
-5.39969985,1.83339840,0.14297370,0.00659714,0.54618266,1.12670037,0.01233325,0.81992301
-5.39369685,1.88090223,0.15007423,0.00685658,0.55884192,1.15806073,0.01252414,0.83720041
-5.38769385,1.92779549,0.15737033,0.00709990,0.57122585,1.18884608,0.01269652,0.85419079
-5.38169085,1.97307410,0.16474713,0.00732317,0.58294362,1.21853800,0.01284229,0.87045111
-5.37568784,2.01579636,0.17208844,0.00752284,0.59364001,1.24665112,0.01295397,0.88557263
-5.36968484,2.05510947,0.17927980,0.00769575,0.60300394,1.27274807,0.01302495,0.89919291
-5.36368184,2.09027424,0.18621160,0.00783931,0.61077572,1.29645373,0.01304967,0.91100636
-5.35767884,2.12068751,0.19278265,0.00795148,0.61675314,1.31746833,0.01302375,0.92077327
-5.35167584,2.14590135,0.19890368,0.00803089,0.62079606,1.33557889,0.01294414,0.92832680
-5.34567284,2.16563857,0.20450095,0.00807687,0.62282944,1.35066863,0.01280919,0.93357794
-5.33966983,2.17980385,0.20951967,0.00808946,0.62284481,1.36272397,0.01261866,0.93651820
-5.33366683,2.18849001,0.21392703,0.00806949,0.62090007,1.37183856,0.01237379,0.93721981
-5.32766383,2.19197914,0.21771482,0.00801853,0.61711765,1.37821435,0.01207721,0.93583369
-5.32166083,2.19073818,0.22090136,0.00793894,0.61168104,1.38215924,0.01173292,0.93258484
-5.31565783,2.18540912,0.22353267,0.00783380,0.60482973,1.38408140,0.01134618,0.92776574
-5.30965483,2.17679369,0.22568270,0.00770689,0.59685271,1.38448020,0.01092341,0.92172749
-5.30365183,2.16583294,0.22745260,0.00756266,0.58808061,1.38393395,0.01047203,0.91486931
-5.29764882,2.15358236,0.22896898,0.00740612,0.57887660,1.38308474,0.01000035,0.90762654
-5.29164582,2.14118290,0.23038110,0.00724280,0.56962642,1.38262086,0.00951735,0.90045756
-5.28564282,2.12982905,0.23185709,0.00707864,0.56072758,1.38325726,0.00903258,0.89383013
-5.27963982,2.12073480,0.23357927,0.00691991,0.55257812,1.38571468,0.00855588,0.88820746
-5.27363682,2.11509860,0.23573872,0.00677305,0.54556524,1.39069831,0.00809730,0.88403464
-5.26763382,2.11406841,0.23852919,0.00664463,0.54005403,1.39887644,0.00766685,0.88172573
-5.26163082,2.11870801,0.24214069,0.00654116,0.53637672,1.41085998,0.00727434,0.88165197
-5.25562781,2.12996551,0.24675282,0.00646901,0.53482272,1.42718350,0.00692920,0.88413147
-5.24962481,2.14864512,0.25252815,0.00643426,0.53562972,1.44828831,0.00664030,0.88942062
-5.24362181,2.17538286,0.25960595,0.00644261,0.53897634,1.47450810,0.00641579,0.89770745
-5.23761881,2.21062691,0.26809628,0.00649922,0.54497625,1.50605751,0.00626290,0.90910704
-5.23161581,2.25462302,0.27807493,0.00660859,0.55367426,1.54302388,0.00618780,0.92365902
-5.22561281,2.30740515,0.28957916,0.00677451,0.56504438,1.58536227,0.00619545,0.94132701
-5.21960980,2.36879154,0.30260458,0.00699987,0.57898993,1.63289378,0.00628945,0.96200002
-5.21360680,2.43838605,0.31710313,0.00728664,0.59534576,1.68530703,0.00647188,0.98549558
-5.20760380,2.51558463,0.33298245,0.00763574,0.61388254,1.74216279,0.00674322,1.01156431
-5.20160080,2.59958660,0.35010647,0.00804700,0.63431296,1.80290141,0.00710226,1.03989589
-5.19559780,2.68941056,0.36829745,0.00851911,0.65629971,1.86685289,0.00754602,1.07012608
-5.18959480,2.78391437,0.38733929,0.00904960,0.67946501,1.93324946,0.00806974,1.10184470
-5.18359180,2.88181900,0.40698210,0.00963486,0.70340134,2.00124033,0.00866690,1.13460437
-5.17758879,2.98173589,0.42694798,0.01027013,0.72768324,2.06990855,0.00932929,1.16792999
-5.17158579,3.08219726,0.44693773,0.01094964,0.75187961,2.13828962,0.01004716,1.20132867
-5.16558279,3.18168920,0.46663844,0.01166665,0.77556631,2.20539185,0.01080935,1.23430030
-5.15957979,3.27868678,0.48573171,0.01241363,0.79833865,2.27021803,0.01160361,1.26634847
-5.15357679,3.37169078,0.50390218,0.01318240,0.81982328,2.33178827,0.01241686,1.29699178
-5.14757379,3.45926522,0.52084624,0.01396435,0.83968933,2.38916341,0.01323554,1.32577532
-5.14157079,3.54007485,0.53628050,0.01475065,0.85765817,2.44146876,0.01404605,1.35228224
-5.13556778,3.61292163,0.54994986,0.01553252,0.87351174,2.48791732,0.01483514,1.37614500
-5.12956478,3.67677895,0.56163475,0.01630143,0.88709889,2.52783190,0.01559040,1.39705614
-5.12356178,3.73082236,0.57115743,0.01704938,0.89833970,2.56066534,0.01630066,1.41477804
-5.11755878,3.77445553,0.57838689,0.01776912,0.90722750,2.58601781,0.01695643,1.42915132
-5.11155578,3.80733010,0.58324244,0.01845435,0.91382841,2.60365046,0.01755028,1.44010136
-5.10555278,3.82935814,0.58569548,0.01909992,0.91827848,2.61349457,0.01807714,1.44764245
-5.09954977,3.84071623,0.58576966,0.01970190,0.92077839,2.61565537,0.01853452,1.45187918
-5.09354677,3.84184051,0.58353925,0.02025770,0.92158586,2.61041003,0.01892264,1.45300467
-5.08754377,3.83341208,0.57912581,0.02076606,0.92100596,2.59819951,0.01924441,1.45129551
-5.08154077,3.81633307,0.57269321,0.02122698,0.91937966,2.57961424,0.01950537,1.44710318
-5.07553777,3.79169359,0.56444140,0.02164167,0.91707103,2.55537374,0.01971338,1.44084215
-5.06953477,3.76073091,0.55459893,0.02201231,0.91445343,2.52630107,0.01987832,1.43297500
-5.06353177,3.72478201,0.54341470,0.02234191,0.91189535,2.49329263,0.02001160,1.42399486
-5.05752876,3.68523164,0.53114925,0.02263401,0.90974633,2.45728493,0.02012565,1.41440611
-5.05152576,3.64345796,0.51806599,0.02289246,0.90832359,2.41921939,0.02023324,1.40470388
-5.04552276,3.60077830,0.50442256,0.02312108,0.90789983,2.38000699,0.02034691,1.39535353
-5.03951976,3.55839748,0.49046303,0.02332347,0.90869282,2.34049436,0.02047824,1.38677088
-5.03351676,3.51736122,0.47641079,0.02350269,0.91085709,2.30143287,0.02063728,1.37930440
-5.02751376,3.47851687,0.46246283,0.02366109,0.91447814,2.26345233,0.02083195,1.37322012
-5.02151076,3.44248338,0.44878523,0.02380012,0.91956940,2.22704058,0.02106757,1.36869010
-5.01550775,3.40963200,0.43551029,0.02392025,0.92607206,2.19252985,0.02134648,1.36578528
-5.00950475,3.38007851,0.42273508,0.02402091,0.93385772,2.16009066,0.02166781,1.36447279
-5.00350175,3.35368751,0.41052159,0.02410050,0.94273375,2.12973346,0.02202743,1.36461824
-4.99749875,3.33008809,0.39889816,0.02415648,0.95245113,2.10131770,0.02241797,1.36599266
-4.99149575,3.30870038,0.38786227,0.02418552,0.96271430,2.07456801,0.02282910,1.36828389
-4.98549275,3.28877107,0.37738423,0.02418366,0.97319268,2.04909624,0.02324791,1.37111171
-4.97948974,3.26941624,0.36741172,0.02414658,0.98353318,2.02442836,0.02365936,1.37404603
-4.97348674,3.24966920,0.35787477,0.02406980,0.99337334,2.00003450,0.02404700,1.37662711
-4.96748374,3.22853063,0.34869102,0.02394897,1.00235438,1.97536077,0.02439355,1.37838682
-4.96148074,3.20501880,0.33977097,0.02378012,1.01013365,1.94986091,0.02468173,1.37886985
-4.95547774,3.17821720,0.33102293,0.02355994,1.01639608,1.92302635,0.02489496,1.37765375
-4.94947474,3.14731737,0.32235762,0.02328593,1.02086415,1.89441318,0.02501812,1.37436702
-4.94347174,3.11165521,0.31369211,0.02295661,1.02330605,1.86366472,0.02503818,1.36870420
-4.93746873,3.07073914,0.30495317,0.02257167,1.02354191,1.83052882,0.02494479,1.36043753
-4.93146573,3.02426923,0.29607977,0.02213199,1.02144791,1.79486923,0.02473074,1.34942473
-4.92546273,2.97214692,0.28702488,0.02163971,1.01695825,1.75667078,0.02439229,1.33561258
-4.91945973,2.91447528,0.27775654,0.02109820,1.01006516,1.71603846,0.02392932,1.31903654
-4.91345673,2.85155049,0.26825822,0.02051194,1.00081708,1.67319070,0.02334539,1.29981652
-4.90745373,2.78384545,0.25852853,0.01988643,0.98931510,1.62844770,0.02264759,1.27814934
-4.90145073,2.71198678,0.24858052,0.01922801,0.97570819,1.58221553,0.02184630,1.25429832
-4.89544772,2.63672674,0.23844042,0.01854370,0.96018717,1.53496709,0.02095479,1.22858082
-4.88944472,2.55891175,0.22814614,0.01784097,0.94297802,1.48722112,0.01998878,1.20135440
-4.88344172,2.47944907,0.21774547,0.01712753,0.92433453,1.43952033,0.01896583,1.17300221
-4.87743872,2.39927332,0.20729421,0.01641112,0.90453069,1.39240963,0.01790480,1.14391855
-4.87143572,2.31931410,0.19685414,0.01569932,0.88385296,1.34641572,0.01682518,1.11449496
-4.86543272,2.24046617,0.18649100,0.01499932,0.86259264,1.30202844,0.01574653,1.08510754
-4.85942971,2.16356291,0.17627248,0.01431781,0.84103836,1.25968488,0.01468789,1.05610578
-4.85342671,2.08935387,0.16626633,0.01366078,0.81946905,1.21975650,0.01366725,1.02780334
-4.84742371,2.01848692,0.15653852,0.01303344,0.79814719,1.18253945,0.01270109,1.00047070
-4.84142071,1.95149495,0.14715154,0.01244013,0.77731271,1.14824837,0.01180407,0.97433006
-4.83541771,1.88878743,0.13816284,0.01188425,0.75717740,1.11701336,0.01098870,0.94955211
-4.82941471,1.83064633,0.12962345,0.01136822,0.73792014,1.08888005,0.01026521,0.92625484
-4.82341171,1.77722628,0.12157681,0.01089350,0.71968280,1.06381235,0.00964144,0.90450408
-4.81740870,1.72855840,0.11405778,0.01046061,0.70256716,1.04169760,0.00912286,0.88431555
-4.81140570,1.68455753,0.10709189,0.01006914,0.68663277,1.02235373,0.00871267,0.86565833
-4.80540270,1.64503213,0.10069487,0.00971784,0.67189595,1.00553785,0.00841193,0.84845940
-4.79939970,1.60969655,0.09487242,0.00940466,0.65832995,0.99095615,0.00821983,0.83260904
-4.79339670,1.57818509,0.08962025,0.00912688,0.64586639,0.97827450,0.00813390,0.81796698
-4.78739370,1.55006744,0.08492449,0.00888119,0.63439794,0.96712957,0.00815035,0.80436896
-4.78139070,1.52486495,0.08076224,0.00866378,0.62378223,0.95714006,0.00826434,0.79163358
-4.77538769,1.50206740,0.07710251,0.00847048,0.61384700,0.94791784,0.00847032,0.77956928
-4.76938469,1.48114978,0.07390734,0.00829690,0.60439623,0.93907877,0.00876230,0.76798120
-4.76338169,1.46158860,0.07113308,0.00813850,0.59521716,0.93025287,0.00913415,0.75667775
-4.75737869,1.44287737,0.06873192,0.00799074,0.58608795,0.92109372,0.00957980,0.74547679
-4.75137569,1.42454078,0.06665339,0.00784923,0.57678569,0.91128685,0.01009343,0.73421115
-4.74537269,1.40614713,0.06484602,0.00770978,0.56709450,0.90055694,0.01066961,0.72273340
-4.73936968,1.38731872,0.06325879,0.00756855,0.55681328,0.88867367,0.01130334,0.71091963
-4.73336668,1.36773981,0.06184269,0.00742212,0.54576299,0.87545599,0.01199007,0.69867226
-4.72736368,1.34716183,0.06055192,0.00726756,0.53379298,0.86077484,0.01272562,0.68592162
-4.72136068,1.32540581,0.05934503,0.00710253,0.52078620,0.84455413,0.01350604,0.67262637
-4.71535768,1.30236192,0.05818570,0.00692526,0.50666306,0.82676995,0.01432748,0.65877271
-4.70935468,1.27798614,0.05704337,0.00673460,0.49138377,0.80744815,0.01518589,0.64437240
-4.70335168,1.25229435,0.05589342,0.00653003,0.47494914,0.78666034,0.01607686,0.62945977
-4.69734867,1.22535417,0.05471726,0.00631162,0.45739977,0.76451841,0.01699532,0.61408778
-4.69134567,1.19727499,0.05350202,0.00607998,0.43881374,0.74116796,0.01793528,0.59832350
-4.68534267,1.16819672,0.05224005,0.00583623,0.41930300,0.71678082,0.01888965,0.58224301
-4.67933967,1.13827806,0.05092833,0.00558191,0.39900853,0.69154710,0.01985006,0.56592631
-4.67333667,1.10768474,0.04956763,0.00531889,0.37809471,0.66566693,0.02080674,0.54945230
-4.66733367,1.07657853,0.04816168,0.00504933,0.35674304,0.63934265,0.02174855,0.53289414
-4.66133067,1.04510766,0.04671634,0.00477550,0.33514566,0.61277132,0.02266298,0.51631543
-4.65532766,1.01339906,0.04523874,0.00449980,0.31349884,0.58613835,0.02353641,0.49976718
-4.64932466,0.98155294,0.04373660,0.00422459,0.29199684,0.55961217,0.02435431,0.48328592
-4.64332166,0.94964000,0.04221762,0.00395214,0.27082642,0.53334032,0.02510164,0.46689303
-4.63731866,0.91770120,0.04068908,0.00368460,0.25016208,0.50744702,0.02576329,0.45059517
-4.63131566,0.88575023,0.03915756,0.00342390,0.23016241,0.48203230,0.02632455,0.43438594
-4.62531266,0.85377831,0.03762888,0.00317175,0.21096747,0.45717254,0.02677171,0.41824862
-4.61930965,0.82176105,0.03610819,0.00292960,0.19269740,0.43292239,0.02709257,0.40215966
-4.61330665,0.78966677,0.03460025,0.00269865,0.17545213,0.40931779,0.02727702,0.38609289
-4.60730365,0.75746588,0.03310979,0.00247983,0.15931227,0.38637988,0.02731751,0.37002405
-4.60130065,0.72514057,0.03164199,0.00227386,0.14434098,0.36411948,0.02720950,0.35393544
-4.59529765,0.69269433,0.03020309,0.00208124,0.13058672,0.34254184,0.02695181,0.33782038
-4.58929465,0.66016068,0.02880092,0.00190234,0.11808671,0.32165141,0.02654687,0.32168724
-4.58329165,0.62761069,0.02744551,0.00173738,0.10687100,0.30145626,0.02600082,0.30556285
-4.57728864,0.59515890,0.02614968,0.00158652,0.09696677,0.28197203,0.02532351,0.28949503
-4.57128564,0.56296734,0.02492953,0.00144991,0.08840291,0.26322519,0.02452841,0.27355436
-4.56528264,0.53124762,0.02380491,0.00132769,0.08121454,0.24525542,0.02363233,0.25783484
-4.55927964,0.50026097,0.02279971,0.00122011,0.07544723,0.22811723,0.02265510,0.24245364
-4.55327664,0.47031636,0.02194219,0.00112749,0.07116098,0.21188051,0.02161914,0.22755003
-4.54727364,0.44176681,0.02126504,0.00105030,0.06843353,0.19663041,0.02054895,0.21328332
-4.54127064,0.41500421,0.02080539,0.00098916,0.06736300,0.18246631,0.01947062,0.19983025
-4.53526763,0.39045273,0.02060469,0.00094488,0.06806959,0.16950013,0.01841121,0.18738172
-4.52926463,0.36856125,0.02070839,0.00091843,0.07069634,0.15785410,0.01739820,0.17613905
