energy_ev,total_up,Bi_p_up,Bi_d_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-4.52326163,0.34979475,0.02116549,0.00091098,0.07540866,0.14765798,0.01645895,0.16630992
-4.51725863,0.33462517,0.02202790,0.00092385,0.08239254,0.13904595,0.01562013,0.15810401
-4.51125563,0.32352157,0.02334962,0.00095848,0.09185145,0.13215321,0.01490724,0.15172853
-4.50525263,0.31693981,0.02518570,0.00101644,0.10400170,0.12711233,0.01434413,0.14738345
-4.49924962,0.31531188,0.02759100,0.00109932,0.11906630,0.12404946,0.01395259,0.14525677
-4.49324662,0.31903472,0.03061878,0.00120872,0.13726740,0.12308041,0.01375192,0.14551959
-4.48724362,0.32845882,0.03431904,0.00134615,0.15881729,0.12430664,0.01375862,0.14832115
-4.48124062,0.34387641,0.03873673,0.00151295,0.18390820,0.12781120,0.01398604,0.15378373
-4.47523762,0.36550972,0.04390979,0.00171022,0.21270114,0.13365478,0.01444412,0.16199768
-4.46923462,0.39349919,0.04986718,0.00193872,0.24531408,0.14187173,0.01513910,0.17301644
-4.46323162,0.42789221,0.05662677,0.00219879,0.28181002,0.15246642,0.01607337,0.18685175
-4.45722861,0.46863272,0.06419344,0.00249024,0.32218525,0.16540987,0.01724521,0.20346936
-4.45122561,0.51555206,0.07255726,0.00281226,0.36635861,0.18063690,0.01864876,0.22278521
-4.44522261,0.56836190,0.08169195,0.00316339,0.41416221,0.19804401,0.02027393,0.24466252
-4.43921961,0.62664963,0.09155369,0.00354143,0.46533423,0.21748808,0.02210639,0.26890988
-4.43321661,0.68987692,0.10208047,0.00394342,0.51951457,0.23878619,0.02412776,0.29528085
-4.42721361,0.75738204,0.11319192,0.00436564,0.57624359,0.26171666,0.02631575,0.32347497
-4.42121061,0.82838631,0.12478983,0.00480360,0.63496470,0.28602150,0.02864454,0.35314071
-4.41520760,0.90200506,0.13675925,0.00525216,0.69503074,0.31141025,0.03108519,0.38388028
-4.40920460,0.97726316,0.14897043,0.00570555,0.75571458,0.33756538,0.03360622,0.41525645
-4.40320160,1.05311487,0.16128126,0.00615753,0.81622351,0.36414903,0.03617427,0.44680126
-4.39719860,1.12846780,0.17354041,0.00660151,0.87571740,0.39081098,0.03875484,0.47802656
-4.39119560,1.20221011,0.18559093,0.00703078,0.93332983,0.41719766,0.04131314,0.50843591
-4.38519260,1.27324013,0.19727426,0.00743865,0.98819164,0.44296177,0.04381494,0.53753767
-4.37918959,1.34049718,0.20843438,0.00781867,1.03945582,0.46777221,0.04622742,0.56485866
-4.37318659,1.40299237,0.21892209,0.00816488,1.08632285,0.49132378,0.04852009,0.58995777
-4.36718359,1.45983792,0.22859905,0.00847196,1.12806528,0.51334625,0.05066547,0.61243915
-4.36118059,1.51027361,0.23734152,0.00873544,1.16405037,0.53361229,0.05263985,0.63196409
-4.35517759,1.55368916,0.24504356,0.00895188,1.19375990,0.55194390,0.05442378,0.64826122
-4.34917459,1.58964119,0.25161962,0.00911898,1.21680605,0.56821679,0.05600244,0.66113445
-4.34317159,1.61786411,0.25700628,0.00923566,1.23294258,0.58236277,0.05736589,0.67046816
-4.33716858,1.63827415,0.26116326,0.00930213,1.24207099,0.59436967,0.05850903,0.67622956
-4.33116558,1.65096653,0.26407345,0.00931983,1.24424112,0.60427896,0.05943145,0.67846787
-4.32516258,1.65620570,0.26574225,0.00929144,1.23964646,0.61218112,0.06013707,0.67731051
-4.31915958,1.65440940,0.26619602,0.00922070,1.22861433,0.61820907,0.06063364,0.67295645
-4.31315658,1.64612732,0.26547999,0.00911235,1.21159161,0.62252994,0.06093213,0.66566709
-4.30715358,1.63201547,0.26365566,0.00897185,1.18912672,0.62533570,0.06104600,0.65575505
