energy_ev,total_up,Cu_p_up,Cu_d_up,Pb_p_up,Pb_d_up,Se_s_up,Se_p_up
-6.00000000,1.46891566,0.64935294,0.84300815,0.11030599,0.00186466,0.00945291,0.52466229
-5.99399700,1.53712747,0.68818736,0.88758537,0.11966458,0.00186155,0.01018426,0.54603146
-5.98799400,1.60767833,0.72765414,0.93389822,0.12903357,0.00185721,0.01092684,0.56828832
-5.98199100,1.67990279,0.76731290,0.98155332,0.13826840,0.00185181,0.01166760,0.59124296
-5.97598799,1.75307906,0.80669924,1.03012339,0.14721875,0.00184542,0.01239331,0.61468734
-5.96998499,1.82644217,0.84533523,1.07915523,0.15573227,0.00183807,0.01309070,0.63839849
-5.96398199,1.89920172,0.88274180,1.12818048,0.16365857,0.00182968,0.01374677,0.66214328
-5.95797899,1.97056368,0.91845272,1.17672849,0.17085348,0.00182011,0.01434904,0.68568469
-5.95197599,2.03975513,0.95202941,1.22434098,0.17718333,0.00180917,0.01488578,0.70878924
-5.94597299,2.10605082,0.98307595,1.27058768,0.18252914,0.00179659,0.01534636,0.73123520
-5.93996998,2.16880016,1.01125346,1.31508223,0.18679040,0.00178208,0.01572144,0.75282112
-5.93396698,2.22745307,1.03629308,1.35749742,0.18988838,0.00176533,0.01600329,0.77337415
-5.92796398,2.28158322,1.05800687,1.39757892,0.19176881,0.00174605,0.01618592,0.79275770
-5.92196098,2.33090725,1.07629579,1.43515666,0.19240370,0.00172397,0.01626533,0.81087792
-5.91595798,2.37529859,1.09115442,1.47015310,0.19179225,0.00169891,0.01623954,0.82768850
-5.90995498,2.41479502,1.10267185,1.50258779,0.18996088,0.00167072,0.01610870,0.84319347
-5.90395198,2.44959908,1.11102868,1.53257777,0.18696222,0.00163939,0.01587506,0.85744773
-5.89794897,2.48007122,1.11649004,1.56033363,0.18287327,0.00160499,0.01554287,0.87055514
-5.89194597,2.50671567,1.11939498,1.58615124,0.17779265,0.00156772,0.01511827,0.88266424
-5.88594297,2.53015948,1.12014245,1.61039945,0.17183727,0.00152787,0.01460909,0.89396161
-5.87993997,2.55112587,1.11917480,1.63350425,0.16513831,0.00148584,0.01402457,0.90466333
-5.87393697,2.57040282,1.11695920,1.65593007,0.15783698,0.00144214,0.01337514,0.91500473
-5.86793397,2.58880867,1.11396820,1.67815919,0.15008002,0.00139733,0.01267203,0.92522914
-5.86193097,2.60715625,1.11066009,1.70067018,0.14201528,0.00135204,0.01192701,0.93557608
-5.85592796,2.62621744,1.10746020,1.72391645,0.13378751,0.00130693,0.01115201,0.94626948
-5.84992496,2.64668983,1.10474387,1.74830600,0.12553445,0.00126268,0.01035885,0.95750666
-5.84392196,2.66916712,1.10282197,1.77418332,0.11738349,0.00121993,0.00955890,0.96944848
-5.83791896,2.69411461,1.10192959,1.80181425,0.10944898,0.00117931,0.00876284,0.98221132
-5.83191596,2.72185100,1.10221839,1.83137464,0.10183006,0.00114137,0.00798045,0.99586109
-5.82591296,2.75253706,1.10375278,1.86294303,0.09460938,0.00110660,0.00722042,1.01040971
-5.81990995,2.78617153,1.10651009,1.89649783,0.08785237,0.00107539,0.00649019,1.02581401
-5.81390695,2.82259437,1.11038454,1.93191880,0.08160725,0.00104803,0.00579595,1.04197727
-5.80790395,2.86149659,1.11519466,1.96899274,0.07590563,0.00102473,0.00514253,1.05875299
-5.80190095,2.90243616,1.12069365,2.00742278,0.07076359,0.00100558,0.00453350,1.07595080
-5.79589795,2.94485880,1.12658213,2.04684084,0.06618322,0.00099056,0.00397114,1.09334404
-5.78989495,2.98812249,1.13252246,2.08682233,0.06215440,0.00097959,0.00345659,1.11067865
-5.78389195,3.03152419,1.13815395,2.12690246,0.05865688,0.00097247,0.00298994,1.12768282
-5.77788894,3.07432763,1.14310824,2.16659319,0.05566238,0.00096897,0.00257038,1.14407691
-5.77188594,3.11579067,1.14702409,2.20540014,0.05313676,0.00096878,0.00219633,1.15958321
-5.76588294,3.15519117,1.14956105,2.24283861,0.05104208,0.00097155,0.00186559,1.17393507
-5.75987994,3.19185026,1.15041137,2.27844834,0.04933858,0.00097690,0.00157551,1.18688506
-5.75387694,3.22515248,1.14931002,2.31180618,0.04798649,0.00098444,0.00132309,1.19821191
-5.74787394,3.25456200,1.14604223,2.34253678,0.04694758,0.00099378,0.00110516,1.20772596
-5.74187094,3.27963492,1.14044883,2.37032072,0.04618657,0.00100453,0.00091844,1.21527319
-5.73586793,3.30002744,1.13242909,2.39490040,0.04567232,0.00101632,0.00075968,1.22073761
-5.72986493,3.31550029,1.12194139,2.41608350,0.04537878,0.00102880,0.00062572,1.22404230
-5.72386193,3.32591955,1.10900192,2.43374438,0.04528580,0.00104167,0.00051356,1.22514907
-5.71785893,3.33125459,1.09368169,2.44782371,0.04537976,0.00105465,0.00042042,1.22405703
-5.71185593,3.33157344,1.07610213,2.45832642,0.04565413,0.00106751,0.00034375,1.22080026
-5.70585293,3.32703638,1.05642983,2.46531859,0.04610983,0.00108006,0.00028127,1.21544473
-5.69984992,3.31788827,1.03487061,2.46892336,0.04675562,0.00109218,0.00023095,1.20808480
-5.69384692,3.30444995,1.01166336,2.46931629,0.04760841,0.00110377,0.00019107,1.19883944
-5.68784392,3.28710953,0.98707393,2.46672034,0.04869350,0.00111481,0.00016013,1.18784836
-5.68184092,3.26631346,0.96138929,2.46140066,0.05004484,0.00112535,0.00013691,1.17526816
-5.67583792,3.24255805,0.93491220,2.45365936,0.05170526,0.00113547,0.00012042,1.16126867
-5.66983492,3.21638119,0.90795651,2.44383021,0.05372660,0.00114532,0.00010988,1.14602949
-5.66383192,3.18835453,0.88084307,2.43227343,0.05616987,0.00115515,0.00010470,1.12973673
-5.65782891,3.15907602,0.85389638,2.41937038,0.05910520,0.00116523,0.00010449,1.11258008
-5.65182591,3.12916250,0.82744178,2.40551818,0.06261179,0.00117592,0.00010899,1.09475003
-5.64582291,3.09924242,0.80180315,2.39112403,0.06677753,0.00118766,0.00011808,1.07643530
-5.63981991,3.06994828,0.77730100,2.37659935,0.07169848,0.00120091,0.00013177,1.05782039
-5.63381691,3.04190858,0.75425069,2.36235336,0.07747799,0.00121623,0.00015015,1.03908326
-5.62781391,3.01573924,0.73296065,2.34878631,0.08422550,0.00123421,0.00017341,1.02039299
-5.62181091,2.99203422,0.71373047,2.33628210,0.09205485,0.00125549,0.00020179,1.00190754
-5.61580790,2.97135528,0.69684855,2.32520047,0.10108224,0.00128072,0.00023559,0.98377144
-5.60980490,2.95422094,0.68258934,2.31586882,0.11142357,0.00131060,0.00027512,0.96611364
-5.60380190,2.94109474,0.67120988,2.30857366,0.12319139,0.00134579,0.00032071,0.94904529
-5.59779890,2.93237295,0.66294572,2.30355213,0.13649130,0.00138695,0.00037271,0.93265774
-5.59179590,2.92837213,0.65800614,2.30098365,0.15141788,0.00143468,0.00043143,0.91702070
-5.58579290,2.92931682,0.65656872,2.30098209,0.16805029,0.00148953,0.00049715,0.90218070
-5.57978989,2.93532794,0.65877338,2.30358887,0.18644757,0.00155194,0.00057011,0.88815992
-5.57378689,2.94641238,0.66471603,2.30876724,0.20664379,0.00162224,0.00065049,0.87495551
-5.56778389,2.96245431,0.67444208,2.31639819,0.22864334,0.00170062,0.00073839,0.86253944
-5.56178089,2.98320892,0.68794013,2.32627830,0.25241633,0.00178710,0.00083382,0.85085900
-5.55577789,3.00829892,0.70513604,2.33811987,0.27789461,0.00188151,0.00093672,0.83983793
-5.54977489,3.03721454,0.72588788,2.35155353,0.30496840,0.00198347,0.00104689,0.82937829
-5.54377189,3.06931723,0.74998205,2.36613355,0.33348403,0.00209241,0.00116406,0.81936301
-5.53776888,3.10384754,0.77713097,2.38134585,0.36324275,0.00220751,0.00128782,0.80965900
-5.53176588,3.13993721,0.80697271,2.39661876,0.39400113,0.00232773,0.00141767,0.80012092
-5.52576288,3.17662559,0.83907285,2.41133632,0.42547297,0.00245184,0.00155299,0.79059537
-5.51975988,3.21288022,0.87292883,2.42485399,0.45733303,0.00257838,0.00169305,0.78092541
-5.51375688,3.24762123,0.90797701,2.43651619,0.48922255,0.00270572,0.00183703,0.77095532
-5.50775388,3.27974912,0.94360243,2.44567556,0.52075660,0.00283211,0.00198401,0.76053540
-5.50175088,3.30817518,0.97915125,2.45171310,0.55153314,0.00295567,0.00213299,0.74952661
-5.49574787,3.33185394,1.01394571,2.45405876,0.58114359,0.00307448,0.00228293,0.73780506
-5.48974487,3.34981639,1.04730125,2.45221184,0.60918460,0.00318663,0.00243270,0.72526602
-5.48374187,3.36120324,1.07854531,2.44576043,0.63527080,0.00329025,0.00258116,0.71182744
-5.47773887,3.36529683,1.10703734,2.43439933,0.65904783,0.00338361,0.00272715,0.69743285
-5.47173587,3.36155069,1.13218912,2.41794565,0.68020543,0.00346515,0.00286949,0.68205354
-5.46573287,3.34961544,1.15348476,2.39635160,0.69848978,0.00353356,0.00300706,0.66568993
-5.45972986,3.32935989,1.17049960,2.36971372,0.71371473,0.00358783,0.00313874,0.64837216
-5.45372686,3.30088643,1.18291688,2.33827821,0.72577132,0.00362729,0.00326350,0.63015981
-5.44772386,3.26453959,1.19054173,2.30244188,0.73463491,0.00365167,0.00338037,0.61114079
-5.44172086,3.22090724,1.19331141,2.26274843,0.74036979,0.00366107,0.00348850,0.59142941
-5.43571786,3.17081372,1.19130143,2.21987997,0.74313067,0.00365605,0.00358716,0.57116369
-5.42971486,3.11530492,1.18472685,2.17464371,0.74316083,0.00363757,0.00367575,0.55050198
-5.42371186,3.05562519,1.17393869,2.12795413,0.74078704,0.00360697,0.00375385,0.52961890
-5.41770885,2.99318652,1.15941514,2.08081075,0.73641099,0.00356598,0.00382120,0.50870086
-5.41170585,2.92953073,1.14174799,2.03427230,0.73049769,0.00351661,0.00387772,0.48794110
-5.40570285,2.86628565,1.12162441,1.98942765,0.72356100,0.00346114,0.00392356,0.46753451
-5.39969985,2.80511662,1.09980483,1.94736459,0.71614686,0.00340201,0.00395902,0.44767231
-5.39369685,2.74767481,1.07709760,1.90913724,0.70881473,0.00334176,0.00398463,0.42853679
-5.38769385,2.69554425,1.05433155,1.87573319,0.70211804,0.00328292,0.00400111,0.41029621
-5.38169085,2.65018930,1.03232727,1.84804159,0.69658429,0.00322793,0.00400935,0.39310013
-5.37568784,2.61290466,1.01186851,1.82682314,0.69269573,0.00317908,0.00401038,0.37707516
-5.36968484,2.58476988,0.99367467,1.81268341,0.69087129,0.00313836,0.00400539,0.36232145
-5.36368184,2.56661012,0.97837565,1.80605030,0.69145062,0.00310748,0.00399563,0.34890989
-5.35767884,2.55896505,0.96648998,1.80715692,0.69468092,0.00308773,0.00398246,0.33688028
-5.35167584,2.56206721,0.95840735,1.81603050,0.70070718,0.00307998,0.00396721,0.32624036
-5.34567284,2.57583104,0.95437597,1.83248816,0.70956633,0.00308464,0.00395121,0.31696598
-5.33966983,2.59985327,0.95449565,1.85613992,0.72118558,0.00310164,0.00393571,0.30900218
-5.33366683,2.63342515,0.95871655,1.88639913,0.73538521,0.00313047,0.00392187,0.30226533
-5.32766383,2.67555613,0.96684394,1.92250021,0.75188562,0.00317017,0.00391066,0.29664619
-5.32166083,2.72500862,0.97854852,1.96352329,0.77031864,0.00321943,0.00390288,0.29201380
-5.31565783,2.78034254,0.99338198,2.00842508,0.79024255,0.00327657,0.00389911,0.28822011
-5.30965483,2.83996812,1.01079707,2.05607485,0.81116018,0.00333971,0.00389968,0.28510511
-5.30365183,2.90220506,1.03017121,2.10529434,0.83253958,0.00340677,0.00390466,0.28250235
-5.29764882,2.96534556,1.05083276,2.15490009,0.85383608,0.00347562,0.00391387,0.28024464
-5.29164582,3.02771881,1.07208857,2.20374648,0.87451502,0.00354413,0.00392688,0.27816966
-5.28564282,3.08775406,1.09325178,2.25076762,0.89407404,0.00361030,0.00394301,0.27612530
-5.27963982,3.14403961,1.11366845,2.29501649,0.91206383,0.00367228,0.00396138,0.27397461
-5.27363682,3.19537509,1.13274206,2.33569939,0.92810649,0.00372852,0.00398092,0.27159992
-5.26763382,3.24081458,1.14995462,2.37220411,0.94191060,0.00377777,0.00400046,0.26890633
-5.26163082,3.27969852,1.16488359,2.40412065,0.95328211,0.00381914,0.00401870,0.26582402
-5.25562781,3.31167305,1.17721403,2.43125322,0.96213079,0.00385214,0.00403431,0.26230966
-5.24962481,3.33669563,1.18674532,2.45362305,0.96847159,0.00387665,0.00404599,0.25834661
-5.24362181,3.35502680,1.19339251,2.47146168,0.97242110,0.00389295,0.00405248,0.25394406
