energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Ir_p_up,Ir_d_up,S_s_up,S_p_up
-6.00000000,2.41611209,0.00296090,0.30642991,0.70873970,0.32553601,0.87152513,0.62820480,0.00516846,1.01048610
-5.99399700,2.47698468,0.00292327,0.32030980,0.72387763,0.32973931,0.88738949,0.65392391,0.00519594,1.02770318
-5.98799400,2.54537901,0.00290063,0.33493230,0.74151274,0.33450208,0.90534816,0.68192459,0.00524806,1.04836724
-5.98199100,2.62093554,0.00289162,0.35023483,0.76157151,0.33982133,0.92527829,0.71201013,0.00532332,1.07242078
-5.97598799,2.70326668,0.00289513,0.36614399,0.78395826,0.34571157,0.94703262,0.74396381,0.00542081,1.09980131
-5.96998499,2.79194069,0.00291030,0.38257354,0.80854891,0.35220201,0.97043471,0.77754643,0.00554014,1.13043308
-5.96398199,2.88646440,0.00293647,0.39942250,0.83518517,0.35933297,0.99527429,0.81249392,0.00568139,1.16421801
-5.95797899,2.98626642,0.00297313,0.41657358,0.86366942,0.36715158,1.02130342,0.84851526,0.00584495,1.20102670
-5.95197599,3.09068221,0.00301989,0.43389212,0.89376104,0.37570714,1.04823370,0.88529117,0.00603145,1.24069008
-5.94597299,3.19894250,0.00307641,0.45122560,0.92517441,0.38504640,1.07573509,0.92247389,0.00624163,1.28299221
-5.93996998,3.31016619,0.00314238,0.46840406,0.95757900,0.39520884,1.10343648,0.95968827,0.00647615,1.32766498
-5.93396698,3.42335865,0.00321742,0.48524128,0.99060172,0.40622246,1.13092827,0.99653445,0.00673554,1.37438495
-5.92796398,3.53741598,0.00330106,0.50153692,1.02383150,0.41809998,1.15776708,1.03259209,0.00701999,1.42277263
-5.92196098,3.65113557,0.00339273,0.51707961,1.05682624,0.43083583,1.18348258,1.06742630,0.00732929,1.47239445
-5.91595798,3.76323269,0.00349170,0.53165089,1.08912166,0.44440402,1.20758622,1.10059506,0.00766268,1.52276734
-5.90995498,3.87236299,0.00359709,0.54502996,1.12024199,0.45875691,1.22958179,1.13165797,0.00801879,1.57336587
-5.90395198,3.97714990,0.00370785,0.55699910,1.14971189,0.47382506,1.24897732,1.16018610,0.00839554,1.62363168
-5.89794897,4.07621616,0.00382276,0.56734946,1.17706931,0.48951809,1.26529791,1.18577244,0.00879015,1.67298499
-5.89194597,4.16821817,0.00394047,0.57588721,1.20187864,0.50572655,1.27809909,1.20804274,0.00919905,1.72083762
-5.88594297,4.25188198,0.00405955,0.58243958,1.22374363,0.52232474,1.28698009,1.22666614,0.00961796,1.76660727
-5.87993997,4.32603934,0.00417844,0.58686068,1.24231964,0.53917440,1.29159642,1.24136518,0.01004186,1.80973238
-5.87393697,4.38966241,0.00429558,0.58903673,1.25732456,0.55612908,1.29167137,1.25192473,0.01046511,1.84968718
-5.86793397,4.44189578,0.00440943,0.58889056,1.26854813,0.57303906,1.28700574,1.25819953,0.01088154,1.88599627
-5.86193097,4.48208430,0.00451850,0.58638503,1.27585902,0.58975664,1.27748541,1.26011972,0.01128455,1.91824835
-5.85592796,4.50979563,0.00462141,0.58152527,1.27920970,0.60614144,1.26308650,1.25769436,0.01166724,1.94610838
-5.84992496,4.52483639,0.00471698,0.57435959,1.27863849,0.62206567,1.24387761,1.25101250,0.01202265,1.96932788
-5.84392196,4.52726110,0.00480421,0.56497891,1.27426900,0.63741889,1.22001925,1.24024175,0.01234384,1.98775284
-5.83791896,4.51737329,0.00488238,0.55351478,1.26630670,0.65211222,1.19176031,1.22562438,0.01262415,2.00132875
-5.83191596,4.49571857,0.00495105,0.54013598,1.25503280,0.66608151,1.15943166,1.20747092,0.01285736,2.01010265
-5.82591296,4.46306947,0.00501010,0.52504389,1.24079562,0.67928950,1.12343717,1.18615151,0.01303787,2.01422171
-5.81990995,4.42040251,0.00505973,0.50846667,1.22399958,0.69172654,1.08424251,1.16208525,0.01316088,2.01392851
-5.81390695,4.36886797,0.00510045,0.49065260,1.20509237,0.70340998,1.04236205,1.13572799,0.01322256,2.00955266
-5.80790395,4.30975337,0.00513312,0.47186287,1.18455047,0.71438193,0.99834454,1.10755885,0.01322014,2.00149932
-5.80190095,4.24444172,0.00515883,0.45236396,1.16286375,0.72470565,0.95275791,1.07806606,0.01315203,1.99023446
-5.79589795,4.17436622,0.00517892,0.43242011,1.14051955,0.73446049,0.90617406,1.04773268,0.01301789,1.97626775
-5.78989495,4.10096287,0.00519490,0.41228605,1.11798682,0.74373563,0.85915392,1.01702264,0.01281861,1.96013329
-5.78389195,4.02562305,0.00520837,0.39220042,1.09570107,0.75262304,0.81223355,0.98636776,0.01255638,1.94236926
-5.77788894,3.94964782,0.00522097,0.37237992,1.07405053,0.76120980,0.76591165,0.95615615,0.01223454,1.92349705
-5.77188594,3.87420614,0.00523425,0.35301471,1.05336420,0.76957042,0.72063899,0.92672251,0.01185755,1.90400107
-5.76588294,3.80029875,0.00524960,0.33426493,1.03390230,0.77775951,0.67681002,0.89834077,0.01143085,1.88431010
-5.75987994,3.72872943,0.00526819,0.31625861,1.01584956,0.78580540,0.63475686,0.87121917,0.01096073,1.86478115
-5.75387694,3.66008521,0.00529083,0.29909095,0.99931156,0.79370500,0.59474590,0.84549824,0.01045413,1.84568679
-5.74787394,3.59472650,0.00531798,0.28282489,0.98431452,0.80142057,0.55697691,0.82125153,0.00991849,1.82720668
-5.74187094,3.53278782,0.00534962,0.26749298,0.97080844,0.80887851,0.52158456,0.79848911,0.00936155,1.80942394
-5.73586793,3.47418923,0.00538528,0.25310027,0.95867351,0.81597051,0.48864215,0.77716371,0.00879118,1.79232659
-5.72986493,3.41865816,0.00542399,0.23962814,0.94772960,0.82255714,0.45816731,0.75717913,0.00821519,1.77581426
-5.72386193,3.36576045,0.00546430,0.22703871,0.93774833,0.82847376,0.43012919,0.73840054,0.00764119,1.75970981
-5.71785893,3.31493937,0.00550434,0.21527975,0.92846726,0.83353857,0.40445687,0.72066621,0.00707647,1.74377548
-5.71185593,3.26556044,0.00554184,0.20428964,0.91960538,0.83756237,0.38104841,0.70380005,0.00652786,1.72773250
-5.70585293,3.21695989,0.00557426,0.19400230,0.91087930,0.84035958,0.35978016,0.68762437,0.00600165,1.71128338
-5.69984992,3.16849407,0.00559886,0.18435174,0.90201925,0.84175980,0.34051593,0.67197231,0.00550358,1.69413535
-5.69384692,3.11958713,0.00561279,0.17527613,0.89278401,0.84161930,0.32311545,0.65669923,0.00503875,1.67602375
-5.68784392,3.06977437,0.00561327,0.16672110,0.88297420,0.83983169,0.30744209,0.64169265,0.00461164,1.65673385
-5.68184092,3.01873876,0.00559765,0.15864236,0.87244298,0.83633702,0.29336909,0.62688009,0.00422616,1.63611981
-5.67583792,2.96633854,0.00556359,0.15100733,0.86110383,0.83112870,0.28078461,0.61223465,0.00388559,1.61411948
-5.66983492,2.91262426,0.00550909,0.14379600,0.84893485,0.82425778,0.26959499,0.59777789,0.00359270,1.59076414
-5.66383192,2.85784429,0.00543266,0.13700088,0.83597943,0.81583414,0.25972655,0.58357999,0.00334973,1.56618245
-5.65782891,2.80243831,0.00533335,0.13062622,0.82234325,0.80602437,0.25112571,0.56975725,0.00315845,1.54059822
-5.65182591,2.74701915,0.00521079,0.12468659,0.80818781,0.79504651,0.24375776,0.55646696,0.00302016,1.51432212
-5.64582291,2.69234407,0.00506525,0.11920493,0.79372083,0.78316168,0.23760424,0.54390011,0.00293573,1.48773765
-5.63981991,2.63927685,0.00489760,0.11421032,0.77918414,0.77066307,0.23265941,0.53227211,0.00290562,1.46128219
-5.63381691,2.58874307,0.00470930,0.10973549,0.76483963,0.75786293,0.22892596,0.52181230,0.00292980,1.43542412
-5.62781391,2.54168089,0.00450235,0.10581448,0.75095421,0.74507807,0.22641028,0.51275255,0.00300777,1.41063746
-5.62181091,2.49899042,0.00427920,0.10248037,0.73778442,0.73261495,0.22511770,0.50531571,0.00313852,1.38737528
-5.61580790,2.46148422,0.00404268,0.09976340,0.72556174,0.72075485,0.22504799,0.49970453,0.00332047,1.36604366
-5.60980490,2.42984203,0.00379589,0.09768961,0.71447927,0.70974027,0.22619138,0.49609146,0.00355139,1.34697752
-5.60380190,2.40457210,0.00354211,0.09627993,0.70468051,0.69976305,0.22852545,0.49461006,0.00382837,1.33041983
-5.59779890,2.38598147,0.00328466,0.09554999,0.69625087,0.69095508,0.23201306,0.49534838,0.00414778,1.31650540
-5.59179590,2.37415668,0.00302680,0.09551059,0.68921227,0.68338193,0.23660148,0.49834468,0.00450522,1.30524999
-5.58579290,2.36895618,0.00277169,0.09616879,0.68352111,0.67703990,0.24222283,0.50358560,0.00489547,1.29654564
-5.57978989,2.37001466,0.00252224,0.09752960,0.67906967,0.67185646,0.24879578,0.51100714,0.00531258,1.29016222
-5.57378689,2.37675928,0.00228105,0.09959820,0.67569077,0.66769423,0.25622857,0.52049809,0.00574981,1.28575517
-5.56778389,2.38843664,0.00205041,0.10238257,0.67316531,0.66435802,0.26442310,0.53190604,0.00619979,1.28287903
-5.56178089,2.40414921,0.00183219,0.10589628,0.67123249,0.66160479,0.27327985,0.54504535,0.00665457,1.28100595
-5.55577789,2.42289917,0.00162789,0.11016142,0.66960175,0.65915569,0.28270348,0.55970698,0.00710575,1.27954815
-5.54977489,2.44363718,0.00143858,0.11521135,0.66796607,0.65670979,0.29260876,0.57566939,0.00754472,1.27788313
-5.54377189,2.46531361,0.00126495,0.12109305,0.66601580,0.65395856,0.30292635,0.59271012,0.00796277,1.27538044
-5.53776888,2.48692938,0.00110732,0.12786904,0.66345229,0.65060047,0.31360821,0.61061723,0.00835136,1.27142837
-5.53176588,2.50758370,0.00096567,0.13561840,0.66000073,0.64635495,0.32463221,0.62920021,0.00870235,1.26545958
-5.52576288,2.52651635,0.00083971,0.14443697,0.65542149,0.64097499,0.33600556,0.64829936,0.00900819,1.25697420
-5.51975988,2.54314202,0.00072888,0.15443638,0.64951959,0.63425789,0.34776686,0.66779349,0.00926218,1.24555950
-5.51375688,2.55707526,0.00063242,0.16574201,0.64215182,0.62605364,0.35998636,0.68760509,0.00945865,1.23090528
-5.50775388,2.56814445,0.00054944,0.17848958,0.63323136,0.61627054,0.37276445,0.70770279,0.00959316,1.21281445
-5.50175088,2.57639437,0.00047892,0.19282062,0.62272968,0.60487812,0.38622819,0.72810081,0.00966260,1.19120835
-5.49574787,2.58207716,0.00041978,0.20887677,0.61067592,0.59190703,0.40052592,0.74885537,0.00966533,1.16612708
-5.48974487,2.58563217,0.00037091,0.22679299,0.59715380,0.57744629,0.41582011,0.77005800,0.00960118,1.13772476
-5.48374187,2.58765594,0.00033122,0.24669008,0.58229637,0.56163805,0.43227866,0.79182626,0.00947148,1.10626036
-5.47773887,2.58886370,0.00029961,0.26866662,0.56627899,0.54467019,0.45006507,0.81429200,0.00927897,1.07208477
-5.47173587,2.59004473,0.00027506,0.29279063,0.54931097,0.52676737,0.46932767,0.83758798,0.00902773,1.03562473
-5.46573287,2.59201364,0.00025657,0.31909158,0.53162625,0.50818086,0.49018876,0.86183345,0.00872298,0.99736481
-5.45972986,2.59556034,0.00024324,0.34755275,0.51347380,0.48917782,0.51273378,0.88711936,0.00837093,0.95782806
-5.45372686,2.60140126,0.00023422,0.37810478,0.49510799,0.47003059,0.53700143,0.91349430,0.00797857,0.91755654
-5.44772386,2.61013433,0.00022875,0.41062041,0.47677947,0.45100644,0.56297504,0.94095175,0.00755339,0.87709248
-5.44172086,2.62220013,0.00022612,0.44491108,0.45872697,0.43235826,0.59057579,0.96941951,0.00710320,0.83696093
-5.43571786,2.63785125,0.00022572,0.48072555,0.44117025,0.41431660,0.61965819,0.99875214,0.00663583,0.79765452
-5.42971486,2.65713135,0.00022696,0.51775076,0.42430450,0.39708345,0.65000822,1.02872675,0.00615896,0.75962098
-5.42371186,2.67986524,0.00022936,0.55561513,0.40829628,0.38082774,0.68134431,1.05904268,0.00567987,0.72325368
-5.41770885,2.70566016,0.00023247,0.59389434,0.39328118,0.36568297,0.71332122,1.08932527,0.00520531,0.68888542
-5.41170585,2.73391865,0.00023588,0.63211949,0.37936302,0.35174665,0.74553690,1.11913357,0.00474131,0.65678551
-5.40570285,2.76386187,0.00023926,0.66978737,0.36661466,0.33908171,0.77754207,1.14797185,0.00429313,0.62716006
-5.39969985,2.79456262,0.00024230,0.70637266,0.35508014,0.32771948,0.80885210,1.17530451,0.00386513,0.60015507
-5.39369685,2.82498605,0.00024475,0.74134156,0.34477804,0.31766414,0.83896102,1.20057349,0.00346078,0.57586202
-5.38769385,2.85403612,0.00024639,0.77416642,0.33570568,0.30889818,0.86735679,1.22321776,0.00308266,0.55432546
-5.38169085,2.88060542,0.00024707,0.80434067,0.32784398,0.30138847,0.89353744,1.24269358,0.00273249,0.53555189
-5.37568784,2.90362582,0.00024664,0.83139365,0.32116262,0.29509272,0.91702720,1.25849491,0.00241119,0.51951946
-5.36968484,2.92211726,0.00024501,0.85490452,0.31562513,0.28996569,0.93739219,1.27017273,0.00211894,0.50618770
-5.36368184,2.93523243,0.00024214,0.87451490,0.31119373,0.28596489,0.95425470,1.27735248,0.00185532,0.49550685
-5.35767884,2.94229489,0.00023801,0.88993947,0.30783355,0.28305547,0.96730564,1.27974873,0.00161938,0.48742597
-5.35167584,2.94282886,0.00023264,0.90097420,0.30551597,0.28121385,0.97631460,1.27717648,0.00140974,0.48189952
-5.34567284,2.93657920,0.00022607,0.90750193,0.30422101,0.28042999,0.98113700,1.26955839,0.00122471,0.47889199
-5.33966983,2.92352069,0.00021839,0.90949488,0.30393847,0.28070813,0.98171820,1.25692790,0.00106241,0.47838022
-5.33366683,2.90385624,0.00020971,0.90701417,0.30466790,0.28206592,0.97809424,1.23942797,0.00092081,0.48035336
