energy_ev,total_up,Pt_p_up,Pt_d_up,Si_p_up,Si_d_up,Te_p_up,Te_d_up
-6.00000000,1.45359383,0.37515698,0.91531213,0.27538834,0.00000000,0.35715447,0.00000000
-5.99399700,1.39270576,0.35509175,0.87851402,0.26875331,0.00000000,0.34104019,0.00000000
-5.98799400,1.33102342,0.33579291,0.84102577,0.26187746,0.00000000,0.32469578,0.00000000
-5.98199100,1.26911015,0.31724256,0.80318304,0.25477509,0.00000000,0.30833090,0.00000000
-5.97598799,1.20754319,0.29942422,0.76533603,0.24747216,0.00000000,0.29215174,0.00000000
-5.96998499,1.14689071,0.28232241,0.72783488,0.24000319,0.00000000,0.27635420,0.00000000
-5.96398199,1.08769069,0.26592237,0.69101641,0.23240832,0.00000000,0.26111761,0.00000000
-5.95797899,1.03043270,0.25020979,0.65519252,0.22473051,0.00000000,0.24659925,0.00000000
-5.95197599,0.97554311,0.23517071,0.62064095,0.21701321,0.00000000,0.23293001,0.00000000
-5.94597299,0.92337438,0.22079145,0.58759844,0.20929833,0.00000000,0.22021128,0.00000000
-5.93996998,0.87419876,0.20705869,0.55625667,0.20162477,0.00000000,0.20851325,0.00000000
-5.93396698,0.82820634,0.19395959,0.52676093,0.19402729,0.00000000,0.19787455,0.00000000
-5.92796398,0.78550750,0.18148200,0.49921145,0.18653604,0.00000000,0.18830343,0.00000000
-5.92196098,0.74613934,0.16961467,0.47366713,0.17917640,0.00000000,0.17978014,0.00000000
-5.91595798,0.71007567,0.15834758,0.45015154,0.17196936,0.00000000,0.17226048,0.00000000
-5.90995498,0.67723977,0.14767213,0.42866052,0.16493217,0.00000000,0.16568036,0.00000000
-5.90395198,0.64751938,0.13758149,0.40917116,0.15807933,0.00000000,0.15996098,0.00000000
-5.89794897,0.62078291,0.12807081,0.39165153,0.15142375,0.00000000,0.15501449,0.00000000
-5.89194597,0.59689608,0.11913740,0.37607065,0.14497807,0.00000000,0.15074973,0.00000000
-5.88594297,0.57573815,0.11078088,0.36240823,0.13875595,0.00000000,0.14707790,0.00000000
-5.87993997,0.55721692,0.10300327,0.35066357,0.13277328,0.00000000,0.14391770,0.00000000
-5.87393697,0.54128166,0.09580896,0.34086325,0.12704930,0.00000000,0.14119992,0.00000000
-5.86793397,0.52793350,0.08920463,0.33306721,0.12160738,0.00000000,0.13887110,0.00000000
-5.86193097,0.51723257,0.08319898,0.32737276,0.11647557,0.00000000,0.13689613,0.00000000
-5.85592796,0.50930162,0.07780250,0.32391642,0.11168678,0.00000000,0.13525980,0.00000000
-5.84992496,0.50432590,0.07302696,0.32287334,0.10727854,0.00000000,0.13396708,0.00000000
-5.84392196,0.50254913,0.06888489,0.32445419,0.10329242,0.00000000,0.13304229,0.00000000
-5.83791896,0.50426574,0.06538887,0.32889965,0.09977302,0.00000000,0.13252714,0.00000000
-5.83191596,0.50980963,0.06255075,0.33647257,0.09676657,0.00000000,0.13247771,0.00000000
