energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Mo_p_up,Mo_d_up,Se_s_up,Se_p_up
-5.49574787,4.53369608,0.03070780,0.65874510,0.70474489,0.51052092,1.89513055,1.28396986,0.10121081,1.87809243
-5.48974487,4.38872591,0.02845387,0.61515792,0.69201555,0.51665880,1.73650561,1.22120527,0.09988463,1.84331307
-5.48374187,4.25501908,0.02640100,0.57331123,0.68247395,0.52371135,1.59099581,1.16082838,0.09869168,1.81375450
-5.47773887,4.13361392,0.02456610,0.53349674,0.67610559,0.53164824,1.45962064,1.10336108,0.09766074,1.78965905
-5.47173587,4.02523900,0.02296195,0.49595257,0.67280943,0.54041244,1.34309840,1.04924444,0.09681911,1.77113735
-5.46573287,3.93032318,0.02159707,0.46086548,0.67240375,0.54991991,1.24186422,0.99883896,0.09619203,1.75817293
-5.45972986,3.84901071,0.02047589,0.42837421,0.67463383,0.56005977,1.15609225,0.95242638,0.09580202,1.75062858
-5.45372686,3.78117979,0.01959883,0.39857369,0.67918126,0.57069506,1.08572048,0.91021288,0.09566804,1.74825407
-5.44772386,3.72646360,0.01896255,0.37151962,0.68567435,0.58166408,1.03047638,0.87233315,0.09580462,1.75069492
-5.44172086,3.68427292,0.01856017,0.34723345,0.69369946,0.59278232,0.98990232,0.83885509,0.09622096,1.75750191
-5.43571786,3.65381971,0.01838157,0.32570724,0.70281282,0.60384523,0.96337965,0.80978472,0.09692001,1.76814115
-5.42971486,3.63414133,0.01841372,0.30690850,0.71255250,0.61463152,0.95015099,0.78507138,0.09789762,1.78200486
-5.42371186,3.62412543,0.01864094,0.29078466,0.72245041,0.62490726,0.94934047,0.76461286,0.09914187,1.79842257
-5.41770885,3.62253562,0.01904530,0.27726743,0.73204383,0.63443061,0.95997209,0.74826061,0.10063257,1.81667328
-5.41170585,3.62803828,0.01960694,0.26627663,0.74088648,0.64295715,0.98098663,0.73582513,0.10234099,1.83599828
-5.40570285,3.63923081,0.02030440,0.25772394,0.74855878,0.65024563,1.01125759,0.72708143,0.10422995,1.85561504
-5.39969985,3.65467163,0.02111509,0.25151626,0.75467719,0.65606418,1.04960697,0.72177490,0.10625424,1.87473227
-5.39369685,3.67291214,0.02201562,0.24755892,0.75890245,0.66019654,1.09482154,0.71962749,0.10836139,1.89256588
-5.38769385,3.69253042,0.02298226,0.24575864,0.76094669,0.66244835,1.14567022,0.72034445,0.11049283,1.90835613
-5.38169085,3.71216662,0.02399141,0.24602639,0.76057923,0.66265314,1.20092289,0.72362140,0.11258540,1.92138545
-5.37568784,3.73055903,0.02502008,0.24827987,0.75763091,0.66067785,1.25937099,0.72915188,0.11457319,1.93099675
-5.36968484,3.74658020,0.02604638,0.25244585,0.75199713,0.65642757,1.31984963,0.73663504,0.11638963,1.93661173
-5.36368184,3.75927160,0.02705002,0.25846205,0.74363932,0.64984942,1.38126089,0.74578332,0.11796973,1.93774849
-5.35767884,3.76787553,0.02801284,0.26627846,0.73258488,0.64093521,1.44259750,0.75632983,0.11925248,1.93403787
-5.35167584,3.77186250,0.02891920,0.27585814,0.71892573,0.62972291,1.50296600,0.76803500,0.12018315,1.92523780
-5.34567284,3.77095255,0.02975641,0.28717711,0.70281526,0.61629665,1.56160819,0.78069212,0.12071554,1.91124473
-5.33966983,3.76512874,0.03051508,0.30022337,0.68446399,0.60078538,1.61791951,0.79413145,0.12081394,1.89210160
-5.33366683,3.75464157,0.03118928,0.31499495,0.66413380,0.58335997,1.67146310,0.80822249,0.12045482,1.86800163
-5.32766383,3.74000313,0.03177669,0.33149679,0.64213102,0.56422910,1.72197837,0.82287420,0.11962804,1.83928734
-5.32166083,3.72197039,0.03227852,0.34973663,0.61879845,0.54363387,1.76938297,0.83803288,0.11833760,1.80644462
-5.31565783,3.70151745,0.03269937,0.36971990,0.59450657,0.52184131,1.81376763,0.85367789,0.11660185,1.77009155
-5.30965483,3.67979729,0.03304687,0.39144374,0.56964400,0.49913722,1.85538340,0.86981506,0.11445309,1.73096216
-5.30365183,3.65809390,0.03333123,0.41489048,0.54460767,0.47581833,1.89462151,0.88646824,0.11193666,1.68988542
-5.29764882,3.63776666,0.03356465,0.44002077,0.51979280,0.45218434,1.93198651,0.90366937,0.10910943,1.64776006
-5.29164582,3.62018899,0.03376064,0.46676683,0.49558300,0.42852990,1.96806367,0.92144752,0.10603786,1.60552608
-5.28564282,3.60668397,0.03393324,0.49502618,0.47234085,0.40513698,2.00348215,0.93981768,0.10279563,1.56413387
-5.27963982,3.59845987,0.03409628,0.52465631,0.45039912,0.38226784,2.03887587,0.95876991,0.09946094,1.52451213
-5.27363682,3.59654886,0.03426259,0.55547077,0.43005294,0.36015891,2.07484408,0.97825970,0.09611364,1.48753600
-5.26763382,3.60175180,0.03444327,0.58723702,0.41155324,0.33901557,2.11191391,0.99820013,0.09283229,1.45399646
-5.26163082,3.61459233,0.03464710,0.61967641,0.39510146,0.31900834,2.15050701,1.01845662,0.08969124,1.42457256
-5.25562781,3.63528271,0.03488001,0.65246663,0.38084596,0.30027022,2.19091236,1.03884464,0.08675793,1.39980753
-5.24962481,3.66370359,0.03514475,0.68524659,0.36887996,0.28289550,2.23326700,1.05913086,0.08409044,1.38008992
-5.24362181,3.69939908,0.03544078,0.71762400,0.35924128,0.26693977,2.27754582,1.07903782,0.08173546,1.36564058
-5.23761881,3.74158786,0.03576426,0.74918519,0.35191376,0.25242138,2.32356138,1.09825203,0.07972672,1.35650621
-5.23161581,3.78919020,0.03610829,0.77950715,0.34683024,0.23932388,2.37097377,1.11643536,0.07808394,1.35255960
-5.22561281,3.84086975,0.03646338,0.80817127,0.34387718,0.22759966,2.41931020,1.13323906,0.07681238,1.35350684
-5.21960980,3.89508853,0.03681793,0.83477810,0.34290038,0.21717422,2.46799318,1.14831978,0.07590296,1.35890100
-5.21360680,3.95017247,0.03715902,0.85896270,0.34371194,0.20795126,2.51637577,1.16135687,0.07533292,1.36816180
-5.20760380,4.00438440,0.03747318,0.88040958,0.34609786,0.19981798,2.56378194,1.17206983,0.07506706,1.38060033
-5.20160080,4.05600098,0.03774720,0.89886678,0.34982618,0.19265072,2.60954948,1.18023510,0.07505938,1.39544781
-5.19559780,4.10338978,0.03796903,0.91415800,0.35465518,0.18632044,2.65307317,1.18570112,0.07525512,1.41188693
-5.18959480,4.14508269,0.03812849,0.92619252,0.36034143,0.18069804,2.69384550,1.18840085,0.07559314,1.42908456
-5.18359180,4.17984208,0.03821808,0.93497190,0.36664738,0.17565921,2.73149246,1.18836098,0.07600838,1.44622412
-5.17758879,4.20671636,0.03823342,0.94059341,0.37334808,0.17108867,2.76580244,1.18570720,0.07643449,1.46253647
-5.17158579,4.22508233,0.03817376,0.94324969,0.38023694,0.16688377,2.79674637,1.18066525,0.07680633,1.47732770
-5.16558279,4.23467242,0.03804216,0.94322463,0.38713031,0.16295724,2.82448793,1.17355762,0.07706237,1.49000282
-5.15957979,4.23558547,0.03784549,0.94088573,0.39387077,0.15923910,2.84938323,1.16479596,0.07714685,1.50008436
-5.15357679,4.22828100,0.03759431,0.93667293,0.40032899,0.15567771,2.87197001,1.15486969,0.07701158,1.50722517
-5.14757379,4.21355735,0.03730245,0.93108482,0.40640438,0.15224000,2.89294693,1.14433119,0.07661736,1.51121509
-5.14157079,4.19251523,0.03698657,0.92466245,0.41202438,0.14891083,2.91314408,1.13377851,0.07593502,1.51198143
-5.13556778,4.16650880,0.03666544,0.91797176,0.41714276,0.14569174,2.93348646,1.12383628,0.07494597,1.50958344
-5.12956478,4.13708683,0.03635921,0.91158524,0.42173692,0.14259902,2.95495236,1.11513587,0.07364225,1.50420147
-5.12356178,4.10592729,0.03608860,0.90606369,0.42580451,0.13966130,2.97852881,1.10829563,0.07202631,1.49612141
-5.11755878,4.07476840,0.03587405,0.90193893,0.42935964,0.13691688,3.00516647,1.10390215,0.07011022,1.48571549
-5.11155578,4.04533969,0.03573495,0.89969789,0.43242879,0.13441073,3.03573615,1.10249322,0.06791470,1.47342055
-5.10555278,4.01929606,0.03568886,0.89976896,0.43504681,0.13219150,3.07098899,1.10454326,0.06546781,1.45971495
-5.09954977,3.99815766,0.03575084,0.90251078,0.43725304,0.13030853,3.11152194,1.11045150,0.06280349,1.44509516
-5.09354677,3.98325794,0.03593298,0.90820390,0.43908789,0.12880910,3.15774997,1.12053326,0.05996003,1.43005335
-5.08754377,3.97570140,0.03624391,0.91704527,0.44058986,0.12773585,3.20988590,1.13501436,0.05697839,1.41505671
-5.08154077,3.97633234,0.03668861,0.92914557,0.44179315,0.12712460,3.26792808,1.15402858,0.05390078,1.40052939
-5.07553777,3.98571477,0.03726830,0.94452925,0.44272593,0.12700256,3.33165622,1.17761781,0.05076911,1.38683772
-5.06953477,4.00412348,0.03798041,0.96313675,0.44340915,0.12738688,3.40063463,1.20573461,0.04762382,1.37427894
-5.06353177,4.03154540,0.03881883,0.98482871,0.44385597,0.12828375,3.47422237,1.23824657,0.04450275,1.36307373
-5.05752876,4.06769023,0.03977408,1.00939168,0.44407169,0.12968783,3.55158935,1.27494217,0.04144036,1.35336238
-5.05152576,4.11200879,0.04083372,1.03654481,0.44405405,0.13158209,3.63173713,1.31553744,0.03846708,1.34520452
-5.04552276,4.16371759,0.04198272,1.06594720,0.44379391,0.13393802,3.71352342,1.35968319,0.03560900,1.33858199
-5.03951976,4.22182793,0.04320395,1.09720554,0.44327612,0.13671623,3.79568926,1.40697237,0.03288768,1.33340439
-5.03351676,4.28517808,0.04447859,1.12988180,0.44248056,0.13986719,3.87688779,1.45694738,0.03032025,1.32951686
-5.02751376,4.35246719,0.04578661,1.16350077,0.44138326,0.14333238,3.95571380,1.50910727,0.02791961,1.32670953
-5.02151076,4.42228973,0.04710719,1.19755748,0.43995751,0.14704552,4.03073364,1.56291476,0.02569477,1.32472811
-5.01550775,4.49316981,0.04841915,1.23152442,0.43817505,0.15093405,4.10051481,1.61780326,0.02365136,1.32328526
-5.00950475,4.56359469,0.04970125,1.26485875,0.43600711,0.15492069,4.16365505,1.67318412,0.02179206,1.32207211
-5.00350175,4.63204721,0.05093262,1.29700965,0.43342549,0.15892516,4.21881070,1.72845420,0.02011717,1.32076976
-4.99749875,4.69703692,0.05209293,1.32742594,0.43040361,0.16286600,4.26472427,1.78300408,0.01862511,1.31906038
-4.99149575,4.75712995,0.05316276,1.35556411,0.42691748,0.16666236,4.30025087,1.83622705,0.01731293,1.31663771
-4.98549275,4.81097755,0.05412377,1.38089705,0.42294667,0.17023596,4.32438349,1.88752896,0.01617669,1.31321665
-4.97948974,4.85734321,0.05495893,1.40292317,0.41847523,0.17351294,4.33627665,1.93633886,0.01521183,1.30854200
-4.97348674,4.89512832,0.05565276,1.42117628,0.41349256,0.17642573,4.33526815,1.98212044,0.01441349,1.30239604
-4.96748374,4.92339594,0.05619151,1.43523574,0.40799427,0.17891481,4.32089811,2.02438382,0.01377662,1.29460503
-4.96148074,4.94139249,0.05656336,1.44473686,0.40198288,0.18093040,4.29292492,2.06269741,0.01329617,1.28504434
-4.95547774,4.94856668,0.05675865,1.44938106,0.39546851,0.18243394,4.25133717,2.09669937,0.01296707,1.27364248
-4.94947474,4.94458518,0.05677004,1.44894561,0.38846933,0.18339936,4.19636099,2.12610813,0.01278425,1.26038364
-4.94347174,4.92934441,0.05659272,1.44329221,0.38101198,0.18381411,4.12846210,2.15073144,0.01274254,1.24530905
-4.93746873,4.90297790,0.05622455,1.43237425,0.37313172,0.18367985,4.04834208,2.17047340,0.01283658,1.22851703
-4.93146573,4.86585877,0.05566622,1.41624216,0.36487252,0.18301292,3.95692863,2.18533916,0.01306069,1.21016180
-4.92546273,4.81859698,0.05492134,1.39504649,0.35628685,0.18184434,3.85535976,2.19543680,0.01340874,1.19045127
-4.91945973,4.76203139,0.05399644,1.36903856,0.34743553,0.18021957,3.74496213,2.20097636,0.01387403,1.16964377
-4.91345673,4.69721668,0.05290102,1.33856827,0.33838725,0.17819791,3.62722424,2.20226598,0.01444925,1.14804412
-4.90745373,4.62540556,0.05164743,1.30407920,0.32921822,0.17585160,3.50376511,2.19970519,0.01512637,1.12599894
-4.90145073,4.54802681,0.05025071,1.26610101,0.32001165,0.17326466,3.37629969,2.19377570,0.01589673,1.10389171
-4.89544772,4.46665996,0.04872842,1.22523919,0.31085731,0.17053149,3.24660214,2.18503022,0.01675104,1.08213747
-4.88944472,4.38300741,0.04710028,1.18216266,0.30185105,0.16775534,3.11646833,2.17407950,0.01767955,1.06117752
-4.88344172,4.29886487,0.04538792,1.13758933,0.29309447,0.16504664,2.98767889,2.16157844,0.01867221,1.04147410
-4.87743872,4.21609089,0.04361437,1.09227037,0.28469447,0.16252123,2.86196408,2.14821158,0.01971891,1.02350514
-4.87143572,4.13657633,0.04180373,1.04697341,0.27676299,0.16029863,2.74097155,2.13467856,0.02080977,1.00775910
-4.86543272,4.06221415,0.03998063,1.00246537,0.26941658,0.15850021,2.62623794,2.12167991,0.02193540,0.99472976
-4.85942971,3.99487001,0.03816979,0.95949527,0.26277593,0.15724756,2.51916489,2.10990355,0.02308726,0.98491084
-4.85342671,3.93635391,0.03639552,0.91877776,0.25696531,0.15666073,2.42099988,2.10001200,0.02425791,0.97879036
-4.84742371,3.88839276,0.03468130,0.88097749,0.25211163,0.15685665,2.33282193,2.09263071,0.02544131,0.97684446
-4.84142071,3.85260387,0.03304931,0.84669509,0.24834338,0.15794763,2.25553216,2.08833712,0.02663302,0.97953049
-4.83541771,3.83046921,0.03152008,0.81645478,0.24578903,0.16003989,2.18984865,2.08765066,0.02783035,0.98727937
-4.82941471,3.82331028,0.03011213,0.79069415,0.24457515,0.16323217,2.13630544,2.09102343,0.02903244,1.00048694
-4.82341171,3.83226355,0.02884168,0.76975618,0.24482405,0.16761453,2.09525477,2.09883151,0.03024024,1.01950447
-4.81740870,3.85825647,0.02772247,0.75388374,0.24665097,0.17326714,2.06687229,2.11136681,0.03145638,1.04462841
-4.81140570,3.90198451,0.02676557,0.74321663,0.25016104,0.18025929,2.05116447,2.12882950,0.03268501,1.07608952
-4.80540270,3.96388963,0.02597927,0.73779124,0.25544577,0.18864851,2.04797793,2.15132114,0.03393144,1.11404193
-4.79939970,4.04414086,0.02536911,0.73754275,0.26257954,0.19847993,2.05701014,2.17883867,0.03520184,1.15855236
-4.79339670,4.14261817,0.02493785,0.74230977,0.27161599,0.20978577,2.07782126,2.21126970,0.03650282,1.20959023
-4.78739370,4.25890039,0.02468555,0.75184142,0.28258455,0.22258515,2.10984705,2.24838940,0.03784100,1.26701917
-4.78139070,4.39225864,0.02460973,0.76580645,0.29548731,0.23688413,2.15241255,2.28985954,0.03922255,1.33059057
-4.77538769,4.54165614,0.02470550,0.78380417,0.31029640,0.25267597,2.20474662,2.33523004,0.04065281,1.39993977
-4.76938469,4.70575561,0.02496580,0.80537707,0.32695201,0.26994171,2.26599716,2.38394363,0.04213595,1.47458536
-4.76338169,4.88293478,0.02538156,0.83002437,0.34536123,0.28865092,2.33524711,2.43534375,0.04367465,1.55393208
-4.75737869,5.07131067,0.02594201,0.85721651,0.36539785,0.30876268,2.41153089,2.48868617,0.04526994,1.63727750
-4.75137569,5.26877257,0.02663490,0.88640981,0.38690315,0.33022665,2.49385139,2.54315402,0.04692111,1.72382264
-4.74537269,5.47302333,0.02744679,0.91706099,0.40968780,0.35298421,2.58119698,2.59787642,0.04862575,1.81268629
-4.73936968,5.68162816,0.02836329,0.94864115,0.43353476,0.37696957,2.67255849,2.65195005,0.05037985,1.90292290
-4.73336668,5.89206962,0.02936933,0.98064857,0.45820321,0.40211086,2.76694567,2.70446327,0.05217809,1.99354342
-4.72736368,6.10180724,0.03044944,1.01262031,0.48343341,0.42833093,2.86340277,2.75452182,0.05401411,2.08353836
-4.72136068,6.30833962,0.03158794,1.04414183,0.50895225,0.45554813,2.96102291,2.80127542,0.05588089,2.17190248
-4.71535768,6.50926694,0.03276923,1.07485486,0.53447943,0.48367667,3.05896086,2.84394395,0.05777121,2.25765995
-4.70935468,6.70235154,0.03397793,1.10446288,0.55973397,0.51262690,3.15644387,2.88184230,0.05967805,2.33988919
-4.70335168,6.88557415,0.03519913,1.13273460,0.58444091,0.54230527,3.25278038,2.91440276,0.06159500,2.41774627
-4.69734867,7.05718360,0.03641853,1.15950495,0.60833780,0.57261413,3.34736639,2.94119380,0.06351660,2.49048613
-4.69134567,7.21573808,0.03762256,1.18467408,0.63118094,0.60345146,3.43968934,2.96193447,0.06543869,2.55748050
-4.68534267,7.36013600,0.03879858,1.20820421,0.65275095,0.63471051,3.52932954,2.97650357,0.06735857,2.61823207
-4.67933967,7.48963526,0.03993490,1.23011468,0.67285757,0.66627943,3.61595904,2.98494305,0.06927513,2.67238408
-4.67333667,7.60385992,0.04102092,1.25047532,0.69134343,0.69804105,3.69933804,2.98745528,0.07118878,2.71972511
-4.66733367,7.70279385,0.04204716,1.26939849,0.70808671,0.72987276,3.77930885,2.98439421,0.07310138,2.76018876
-4.66133067,7.78676116,0.04300528,1.28702997,0.72300244,0.76164649,3.85578748,2.97625048,0.07501593,2.79384824
-4.65532766,7.85639421,0.04388812,1.30353901,0.73604259,0.79322897,3.92875292,2.96363103,0.07693621,2.82090605
-4.64932466,7.91258983,0.04468966,1.31910771,0.74719470,0.82448192,3.99823419,2.94723379,0.07886635,2.84167907
-4.64332166,7.95645543,0.04540498,1.33392020,0.75647926,0.85526247,4.06429528,2.92781843,0.08081024,2.85657974
