energy_ev,total_up,Bi_p_up,Bi_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,2.61789680,0.86452521,0.01161937,1.11596169,0.00000000,1.32480992,0.61330778
-5.99399700,2.54008505,0.84928280,0.01118106,1.07278105,0.00000000,1.26074273,0.59951046
-5.98799400,2.45776709,0.83060723,0.01072008,1.02968723,0.00000000,1.19555145,0.58491029
-5.98199100,2.37160382,0.80861408,0.01024123,0.98706353,0.00000000,1.12977555,0.56964299
-5.97598799,2.28229354,0.78349179,0.00974940,0.94524629,0.00000000,1.06394315,0.55383955
-5.96998499,2.19055731,0.75549622,0.00924941,0.90451935,0.00000000,0.99856261,0.53762300
-5.96398199,2.09712358,0.72494252,0.00874599,0.86511069,0.00000000,0.93411463,0.52110565
-5.95797899,2.00271312,0.69219497,0.00824364,0.82719165,0.00000000,0.87104530,0.50438713
-5.95197599,1.90802524,0.65765517,0.00774655,0.79087869,0.00000000,0.80976043,0.48755324
-5.94597299,1.81372604,0.62174928,0.00725861,0.75623776,0.00000000,0.75062133,0.47067586
-5.93996998,1.72043939,0.58491508,0.00678326,0.72329114,0.00000000,0.69394233,0.45381383
-5.93396698,1.62874113,0.54758927,0.00632357,0.69202621,0.00000000,0.63999004,0.43701476
-5.92796398,1.53915660,0.51019580,0.00588217,0.66240607,0.00000000,0.58898443,0.42031774
-5.92196098,1.45216147,0.47313549,0.00546128,0.63438102,0.00000000,0.54110157,0.40375672
-5.91595798,1.36818555,0.43677742,0.00506275,0.60790074,0.00000000,0.49647786,0.38736425
-5.90995498,1.28761909,0.40145229,0.00468809,0.58292613,0.00000000,0.45521554,0.37117554
-5.90395198,1.21082087,0.36744781,0.00433854,0.55944042,0.00000000,0.41738906,0.35523227
-5.89794897,1.13812719,0.33500616,0.00401512,0.53745885,0.00000000,0.38305212,0.33958618
-5.89194597,1.06986102,0.30432331,0.00371870,0.51703637,0.00000000,0.35224481,0.32430186
-5.88594297,1.00634033,0.27555008,0.00345009,0.49827292,0.00000000,0.32500064,0.30945886
-5.87993997,0.94788494,0.24879453,0.00321006,0.48131603,0.00000000,0.30135300,0.29515264
-5.87393697,0.89482102,0.22412550,0.00299945,0.46636043,0.00000000,0.28134069,0.28149451
