energy_ev,total_up,Bi_p_up,Bi_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.82591296,7.20638993,0.73331771,0.00830159,5.01126777,1.44681306,0.14702680,4.22739813
-5.81990995,7.34937633,0.74553887,0.00842888,5.10256712,1.47832673,0.15125351,4.31410989
-5.81390695,7.48142440,0.75696495,0.00853827,5.18443104,1.50798998,0.15546790,4.39413153
-5.80790395,7.60122656,0.76758831,0.00862889,5.25626320,1.53546320,0.15962336,4.46659320
-5.80190095,7.70759733,0.77740511,0.00870016,5.31757179,1.56043359,0.16367343,4.53070667
-5.79589795,7.79949361,0.78641379,0.00875176,5.36797600,1.58262045,0.16757250,4.58577988
-5.78989495,7.87603101,0.79461374,0.00878370,5.40721025,1.60177901,0.17127641,4.63122848
-5.78389195,7.93649632,0.80200425,0.00879624,5.43512626,1.61770302,0.17474297,4.66658448
-5.77788894,7.98035610,0.80858390,0.00878990,5.45169311,1.63022600,0.17793234,4.69150171
-5.77188594,8.00726167,0.81435046,0.00876547,5.45699530,1.63922139,0.18080725,4.70575844
-5.76588294,8.01705048,0.81930127,0.00872393,5.45122895,1.64460166,0.18333326,4.70925710
-5.75987994,8.00974431,0.82343421,0.00866644,5.43469601,1.64631682,0.18547885,4.70202142
-5.75387694,7.98554437,0.82674919,0.00859435,5.40779671,1.64435216,0.18721552,4.68419116
-5.74787394,7.94482359,0.82924997,0.00850910,5.37102009,1.63872584,0.18851789,4.65601468
-5.74187094,7.88811631,0.83094643,0.00841225,5.32493279,1.62948619,0.18936376,4.61783973
-5.73586793,7.81610565,0.83185690,0.00830544,5.27016610,1.61670910,0.18973424,4.57010265
-5.72986493,7.72960881,0.83201057,0.00819035,5.20740155,1.60049549,0.18961390,4.51331642
-5.72386193,7.62956050,0.83144974,0.00806873,5.13735523,1.58096906,0.18899099,4.44805777
-5.71785893,7.51699500,0.83023178,0.00794233,5.06076129,1.55827430,0.18785766,4.37495388
-5.71185593,7.39302706,0.82843053,0.00781295,4.97835500,1.53257480,0.18621025,4.29466885
-5.70585293,7.25883216,0.82613720,0.00768238,4.89085608,1.50405179,0.18404963,4.20789050
-5.69984992,7.11562650,0.82346041,0.00755242,4.79895284,1.47290296,0.18138148,4.11531775
-5.69384692,6.96464735,0.82052551,0.00742486,4.70328784,1.43934138,0.17821660,4.01764893
-5.68784392,6.80713407,0.81747293,0.00730147,4.60444583,1.40359444,0.17457115,3.91557146
-5.68184092,6.64431047,0.81445576,0.00718400,4.50294439,1.36590283,0.17046681,3.80975309
-5.67583792,6.47736880,0.81163644,0.00707413,4.39922801,1.32651933,0.16593085,3.70083487
-5.66983492,6.30745583,0.80918266,0.00697347,4.29366582,1.28570742,0.16099607,3.58942615
-5.66383192,6.13566133,0.80726276,0.00688354,4.18655318,1.24373968,0.15570056,3.47610155
-5.65782891,5.96300909,0.80604052,0.00680572,4.07811722,1.20089586,0.15008740,3.36139991
-5.65182591,5.79045056,0.80566976,0.00674122,3.96852580,1.15746073,0.14420412,3.24582506
-5.64582291,5.61886120,0.80628886,0.00669104,3.85789979,1.11372171,0.13810203,3.12984829
-5.63981991,5.44903924,0.80801539,0.00665594,3.74632773,1.06996623,0.13183548,3.01391216
-5.63381691,5.28170673,0.81094123,0.00663642,3.63388217,1.02647909,0.12546095,2.89843538
-5.62781391,5.11751266,0.81512821,0.00663265,3.52063685,0.98353977,0.11903612,2.78381832
-5.62181091,4.95703757,0.82060461,0.00664448,3.40668366,0.94141984,0.11261887,2.67044888
-5.61580790,4.80079967,0.82736269,0.00667141,3.29214853,0.90038064,0.10626632,2.55870821
-5.60980490,4.64926173,0.83535736,0.00671257,3.17720537,0.86067123,0.10003386,2.44897613
-5.60380190,4.50283881,0.84450613,0.00676674,3.06208727,0.82252682,0.09397433,2.34163577
-5.59779890,4.36190617,0.85469036,0.00683237,2.94709456,0.78616767,0.08813723,2.23707736
-5.59179590,4.22680746,0.86575793,0.00690759,2.83259916,0.75179858,0.08256813,2.13570095
-5.58579290,4.09786281,0.87752714,0.00699028,2.71904525,0.71960894,0.07730816,2.03791800
-5.57978989,3.97537667,0.88979186,0.00707810,2.60694621,0.68977330,0.07239375,1.94415176
-5.57378689,3.85964532,0.90232775,0.00716855,2.49687807,0.66245250,0.06785643,1.85483665
-5.56778389,3.75096396,0.91489930,0.00725910,2.38946996,0.63779518,0.06372284,1.77041639
-5.56178089,3.64963306,0.92726756,0.00734722,2.28539202,0.61593951,0.06001485,1.69134135
-5.55577789,3.55596399,0.93919825,0.00743049,2.18534136,0.59701517,0.05674978,1.61806490
-5.54977489,3.47028357,0.95046989,0.00750670,2.09002677,0.58114512,0.05394069,1.55103903
-5.54377189,3.39293742,0.96088175,0.00757391,2.00015276,0.56844724,0.05159675,1.49070925
-5.53776888,3.32429170,0.97026133,0.00763057,1.91640364,0.55903545,0.04972358,1.43750885
-5.53176588,3.26473300,0.97847095,0.00767557,1.83942793,0.55302032,0.04832357,1.39185247
-5.52576288,3.21466612,0.98541338,0.00770831,1.76982385,0.55050877,0.04739624,1.35412916
-5.51975988,3.17450944,0.99103608,0.00772874,1.70812596,0.55160305,0.04693839,1.32469486
-5.51375688,3.14468765,0.99533407,0.00773736,1.65479339,0.55639869,0.04694432,1.30386427
-5.50775388,3.12562194,0.99835115,0.00773529,1.61019972,0.56498153,0.04740585,1.29190233
-5.50175088,3.11771743,1.00017947,0.00772419,1.57462466,0.57742387,0.04831233,1.28901540
-5.49574787,3.12134829,1.00095744,0.00770626,1.54824764,0.59377985,0.04965054,1.29534221
-5.48974487,3.13684081,1.00086601,0.00768417,1.53114308,0.61408024,0.05140456,1.31094486
-5.48374187,3.16445486,1.00012341,0.00766098,1.52327772,0.63832690,0.05355557,1.33580033
-5.47773887,3.20436455,0.99897862,0.00764005,1.52450950,0.66648708,0.05608168,1.36979252
-5.47173587,3.25663879,0.99770360,0.00762494,1.53458844,0.69848810,0.05895780,1.41270556
-5.46573287,3.32122260,0.99658465,0.00761928,1.55315903,0.73421241,0.06215547,1.46421847
-5.45972986,3.39791995,0.99591311,0.00762664,1.57976444,0.77349356,0.06564295,1.52390182
-5.45372686,3.48637917,0.99597572,0.00765045,1.61385222,0.81611330,0.06938519,1.59121649
-5.44772386,3.58608138,0.99704484,0.00769379,1.65478149,0.86179997,0.07334414,1.66551500
-5.44172086,3.69633286,0.99936887,0.00775938,1.70183154,0.91022840,0.07747902,1.74604545
-5.43571786,3.81626149,1.00316318,0.00784937,1.75421151,0.96102135,0.08174680,1.83195811
-5.42971486,3.94481782,1.00860161,0.00796533,1.81107112,1.01375256,0.08610277,1.92231473
-5.42371186,4.08078049,1.01580904,0.00810811,1.87151211,1.06795128,0.09050121,2.01610018
-5.41770885,4.22276623,1.02485505,0.00827782,1.93460008,1.12310815,0.09489612,2.11223621
-5.41170585,4.36924376,1.03574882,0.00847377,1.99937662,1.17868220,0.09924199,2.20959694
-5.40570285,4.51855149,1.04843566,0.00869448,2.06487124,1.23410873,0.10349451,2.30702546
-5.39969985,4.66891828,1.06279504,0.00893766,2.13011303,1.28880777,0.10761136,2.40335110
-5.39369685,4.81848683,1.07864042,0.00920024,2.19414180,1.34219289,0.11155276,2.49740693
-5.38769385,4.96533914,1.09572086,0.00947845,2.25601847,1.39368001,0.11528207,2.58804678
-5.38169085,5.10752355,1.11372451,0.00976787,2.31483481,1.44269601,0.11876615,2.67416163
-5.37568784,5.24308289,1.13228396,0.01006355,2.36972237,1.48868704,0.12197561,2.75469484
-5.36968484,5.37008349,1.15098347,0.01036006,2.41986073,1.53112627,0.12488497,2.82865610
-5.36368184,5.48664475,1.16936788,0.01065171,2.46448529,1.56952115,0.12747258,2.89513403
-5.35767884,5.59096900,1.18695321,0.01093261,2.50289454,1.60342005,0.12972052,2.95330735
-5.35167584,5.68137148,1.20323857,0.01119688,2.53445722,1.63241842,0.13161439,3.00245475
-5.34567284,5.75631031,1.21771923,0.01143876,2.55861939,1.65616443,0.13314299,3.04196360
-5.33966983,5.81441590,1.22990041,0.01165281,2.57491150,1.67436427,0.13429801,3.07133752
-5.33366683,5.85451970,1.23931144,0.01183400,2.58295562,1.68678698,0.13507377,3.09020319
-5.32766383,5.87568145,1.24551979,0.01197794,2.58247264,1.69326901,0.13546694,3.09831615
-5.32166083,5.87721439,1.24814451,0.01208092,2.57328931,1.69371834,0.13547636,3.09556586
-5.31565783,5.85870756,1.24686850,0.01214010,2.55534490,1.68811813,0.13510294,3.08197972
-5.30965483,5.82004423,1.24144925,0.01215352,2.52869708,1.67652969,0.13434964,3.05772600
-5.30365183,5.76141536,1.23172745,0.01212023,2.49352655,1.65909466,0.13322159,3.02311522
-5.29764882,5.68332722,1.21763314,0.01204029,2.45013997,1.63603607,0.13172618,2.97859984
-5.29164582,5.58660219,1.19918916,0.01191475,2.39897072,1.60765804,0.12987335,2.92477162
-5.28564282,5.47237188,1.17651156,0.01174565,2.34057694,1.57434389,0.12767575,2.86235648
-5.27963982,5.34206223,1.14980707,0.01153596,2.27563663,1.53655245,0.12514903,2.79220641
-5.27363682,5.19737031,1.11936758,0.01128945,2.20493934,1.49481231,0.12231204,2.71528820
-5.26763382,5.04023291,1.08556185,0.01101061,2.12937451,1.44971409,0.11918690,2.63266895
-5.26163082,4.87278763,1.04882486,0.01070449,2.04991641,1.40190057,0.11579906,2.54549827
-5.25562781,4.69732724,1.00964510,0.01037658,1.96760591,1.35205496,0.11217723,2.45498752
-5.24962481,4.51624867,0.96855041,0.01003261,1.88352952,1.30088737,0.10835311,2.36238643
-5.24362181,4.33199823,0.92609295,0.00967840,1.79879623,1.24911998,0.10436104,2.26895767
-5.23761881,4.14701477,0.88283384,0.00931970,1.71451290,1.19747127,0.10023752,2.17595008
-5.23161581,3.96367278,0.83932811,0.00896207,1.63175892,1.14663976,0.09602060,2.08457138
-5.22561281,3.78422735,0.79611054,0.00861069,1.55156114,1.09728785,0.09174914,1.99596126
-5.21960980,3.61076296,0.75368281,0.00827027,1.47486981,1.05002636,0.08746211,1.91116579
-5.21360680,3.44514772,0.71250250,0.00794496,1.40253654,1.00540020,0.08319772,1.83111393
-5.20760380,3.28899472,0.67297414,0.00763830,1.33529507,0.96387584,0.07899264,1.75659722
-5.20160080,3.14363152,0.63544256,0.00735310,1.27374542,0.92583089,0.07488127,1.68825307
-5.19559780,3.01007885,0.60018866,0.00709151,1.21834223,0.89154628,0.07089499,1.62655253
-5.18959480,2.88903893,0.56742757,0.00685499,1.16938748,0.86120122,0.06706158,1.57179280
-5.18359180,2.78089348,0.53730904,0.00664430,1.12702801,0.83487126,0.06340476,1.52409484
-5.17758879,2.68571149,0.50991998,0.00645960,1.09125781,0.81252936,0.05994380,1.48340616
-5.17158579,2.60326583,0.48528872,0.00630050,1.06192498,0.79405006,0.05669336,1.44950868
-5.16558279,2.53305822,0.46339088,0.00616612,1.03874313,0.77921656,0.05366338,1.42203137
-5.15957979,2.47435127,0.44415628,0.00605518,1.02130662,0.76773043,0.05085926,1.40046736
-5.15357679,2.42620639,0.42747669,0.00596607,1.00910917,0.75922375,0.04828202,1.38419476
-5.14757379,2.38752617,0.41321401,0.00589698,1.00156509,0.75327309,0.04592866,1.37250067
-5.14157079,2.35709953,0.40120845,0.00584597,0.99803219,0.74941502,0.04379264,1.36460742
-5.13556778,2.33364833,0.39128650,0.00581103,0.99783570,0.74716259,0.04186442,1.35970031
-5.12956478,2.31587359,0.38326839,0.00579019,1.00029211,0.74602217,0.04013202,1.35695571
-5.12356178,2.30250002,0.37697474,0.00578156,1.00473215,0.74551017,0.03858166,1.35556887
-5.11755878,2.29231731,0.37223224,0.00578341,1.01052211,0.74516906,0.03719841,1.35478017
-5.11155578,2.28421708,0.36887834,0.00579419,1.01708266,0.74458221,0.03596678,1.35389933
-5.10555278,2.27722436,0.36676475,0.00581257,1.02390471,0.74338700,0.03487130,1.35232648
-5.09954977,2.27052288,0.36575982,0.00583748,1.03056174,0.74128589,0.03389706,1.34956968
-5.09354677,2.26347363,0.36574989,0.00586807,1.03671834,0.73805509,0.03303017,1.34525834
-5.08754377,2.25562652,0.36663964,0.00590378,1.04213502,0.73355063,0.03225812,1.33915215
-5.08154077,2.24672514,0.36835166,0.00594426,1.04666906,0.72771167,0.03157008,1.33114555
-5.07553777,2.23670505,0.37082536,0.00598941,1.05027203,0.72056112,0.03095710,1.32126762
-5.06953477,2.22568611,0.37401549,0.00603932,1.05298407,0.71220361,0.03041226,1.30967778
-5.06353177,2.21395965,0.37789042,0.00609430,1.05492561,0.70282098,0.02993070,1.29665755
-5.05752876,2.20197137,0.38243034,0.00615480,1.05628705,0.69266562,0.02950957,1.28259893
-5.05152576,2.19030099,0.38762571,0.00622144,1.05731710,0.68205191,0.02914797,1.26798998
-5.04552276,2.17963957,0.39347582,0.00629500,1.05831030,0.67134621,0.02884682,1.25339827
-5.03951976,2.17076548,0.39998780,0.00637634,1.05959432,0.66095571,0.02860860,1.23945275
-5.03351676,2.16451975,0.40717596,0.00646650,1.06151758,0.65131649,0.02843722,1.22682475
-5.02751376,2.16178159,0.41506147,0.00656661,1.06443752,0.64288130,0.02833770,1.21620868
-5.02151076,2.16344444,0.42367232,0.00667792,1.06870983,0.63610721,0.02831590,1.20830276
-5.01550775,2.17039295,0.43304339,0.00680180,1.07467875,0.63144348,0.02837828,1.20379049
-5.00950475,2.18348113,0.44321657,0.00693972,1.08266859,0.62931992,0.02853155,1.20332283
-5.00350175,2.20351161,0.45424070,0.00709328,1.09297632,0.63013587,0.02878235,1.20750161
-4.99749875,2.23121611,0.46617114,0.00726411,1.10586530,0.63425000,0.02913698,1.21686415
-4.99149575,2.26723708,0.47906893,0.00745395,1.12155986,0.64197100,0.02960105,1.23186943
-4.98549275,2.31211055,0.49299941,0.00766450,1.14024083,0.65354929,0.03017915,1.25288577
-4.97948974,2.36625018,0.50803011,0.00789750,1.16204173,0.66916994,0.03087458,1.28018022
-4.97348674,2.42993293,0.52422815,0.00815456,1.18704575,0.68894668,0.03168902,1.31390982
-4.96748374,2.50328642,0.54165700,0.00843718,1.21528345,0.71291736,0.03262231,1.35411492
-4.96148074,2.58627859,0.56037288,0.00874663,1.24673132,0.74104077,0.03367218,1.40071472
-4.95547774,2.67871011,0.58042085,0.00908395,1.28131125,0.77319513,0.03483413,1.45350524
-4.94947474,2.78021015,0.60183090,0.00944979,1.31889111,0.80917812,0.03610125,1.51215995
-4.94347174,2.89023598,0.62461426,0.00984443,1.35928658,0.84870877,0.03746423,1.57623331
-4.93746873,3.00807702,0.64876018,0.01026771,1.40226437,0.89143121,0.03891137,1.64516714
-4.93146573,3.13286348,0.67423332,0.01071897,1.44754679,0.93692027,0.04042871,1.71830013
-4.92546273,3.26358003,0.70097211,0.01119703,1.49481781,0.98468888,0.04200026,1.79488017
-4.91945973,3.39908414,0.72888816,0.01170023,1.54373035,1.03419732,0.04360825,1.87407943
-4.91345673,3.53812891,0.75786672,0.01222639,1.59391475,1.08486400,0.04523353,1.95501190
-4.90745373,3.67938979,0.78776840,0.01277284,1.64498787,1.13607762,0.04685602,2.03675273
-4.90145073,3.82149427,0.81843186,0.01333651,1.69656268,1.18721037,0.04845521,2.11835911
-4.89544772,3.96305358,0.84967766,0.01391396,1.74825772,1.23763186,0.05001065,2.19889162
-4.88944472,4.10269513,0.88131273,0.01450146,1.79970598,1.28672323,0.05150252,2.27743578
-4.88344172,4.23909447,0.91313550,0.01509504,1.85056273,1.33389124,0.05291216,2.35312260
-4.87743872,4.37100544,0.94494134,0.01569062,1.90051194,1.37858161,0.05422257,2.42514778
-4.87143572,4.49728740,0.97652791,0.01628406,1.94927080,1.42029142,0.05541885,2.49278865
-4.86543272,4.61692836,1.00770033,0.01687124,1.99659234,1.45858005,0.05648858,2.55541845
-4.85942971,4.72906329,1.03827569,0.01744815,2.04226575,1.49307830,0.05742215,2.61251743
-4.85342671,4.83298688,1.06808683,0.01801093,2.08611485,1.52349548,0.05821289,2.66368047
-4.84742371,4.92816058,1.09698513,0.01855594,2.12799451,1.54962423,0.05885725,2.70862121
-4.84142071,5.01421379,1.12484208,0.01907979,2.16778562,1.57134293,0.05935471,2.74717260
-4.83541771,5.09093943,1.15154981,0.01957936,2.20538902,1.58861571,0.05970775,2.77928404
-4.82941471,5.15828440,1.17702031,0.02005184,2.24071870,1.60149012,0.05992159,2.80501555
-4.82341171,5.21633570,1.20118360,0.02049473,2.27369506,1.61009255,0.06000395,2.82452910
-4.81740870,5.26530282,1.22398489,0.02090580,2.30423864,1.61462160,0.05996468,2.83807790
-4.81140570,5.30549764,1.24538101,0.02128315,2.33226482,1.61533972,0.05981536,2.84599379
-4.80540270,5.33731255,1.26533625,0.02162514,2.35767987,1.61256340,0.05956884,2.84867352
-4.79939970,5.36119790,1.28381795,0.02193039,2.38037873,1.60665225,0.05923882,2.84656428
-4.79339670,5.37763975,1.30079209,0.02219774,2.40024465,1.59799733,0.05883937,2.84014902
-4.78739370,5.38713861,1.31621925,0.02242628,2.41715068,1.58700912,0.05838443,2.82993184
-4.78139070,5.39019003,1.33005105,0.02261524,2.43096294,1.57410554,0.05788746,2.81642412
-4.77538769,5.38726760,1.34222750,0.02276406,2.44154543,1.55970031,0.05736101,2.80013133
-4.76938469,5.37880883,1.35267535,0.02287229,2.44876613,1.54419210,0.05681641,2.78154116
-4.76338169,5.36520428,1.36130764,0.02293963,2.45250381,1.52795467,0.05626344,2.76111301
-4.75737869,5.34679011,1.36802447,0.02296589,2.45265523,1.51132838,0.05571021,2.73926898
-4.75137569,5.32384419,1.37271512,0.02295097,2.44914229,1.49461326,0.05516293,2.71638679
-4.74537269,5.29658578,1.37526136,0.02289488,2.44191860,1.47806379,0.05462591,2.69279446
-4.73936968,5.26517862,1.37554195,0.02279772,2.43097516,1.46188562,0.05410151,2.66876707
-4.73336668,5.22973726,1.37343804,0.02265968,2.41634485,1.44623420,0.05359025,2.64452559
-4.72736368,5.19033637,1.36883933,0.02248109,2.39810549,1.43121535,0.05309094,2.62023777
-4.72136068,5.14702262,1.36165067,0.02226238,2.37638145,1.41688773,0.05260084,2.59602121
-4.71535768,5.09982869,1.35179891,0.02200415,2.35134368,1.40326711,0.05211599,2.57194837
-4.70935468,5.04878893,1.33923943,0.02170719,2.32320843,1.39033209,0.05163139,2.54805351
-4.70335168,4.99395602,1.32396238,0.02137250,2.29223466,1.37803127,0.05114141,2.52434126
-4.69734867,4.93541792,1.30599802,0.02100136,2.25872051,1.36629131,0.05064009,2.50079652
-4.69134567,4.87331452,1.28542103,0.02059533,2.22299900,1.35502569,0.05012144,2.47739536
-4.68534267,4.80785303,1.26235351,0.02015633,2.18543329,1.34414375,0.04957985,2.45411646
-4.67933967,4.73932152,1.23696647,0.01968664,2.14641167,1.33355949,0.04901032,2.43095243
-4.67333667,4.66809961,1.20947960,0.01918894,2.10634255,1.32319996,0.04840878,2.40792064
-4.66733367,4.59466577,1.18015934,0.01866635,2.06564960,1.31301257,0.04777230,2.38507293
-4.66133067,4.51960053,1.14931518,0.01812238,2.02476699,1.30297119,0.04709924,2.36250349
-4.65532766,4.44358499,1.11729418,0.01756097,1.98413496,1.29308057,0.04638942,2.34035457
-4.64932466,4.36739437,1.08447397,0.01698644,1.94419544,1.28337897,0.04564410,2.31881953
-4.64332166,4.29188645,1.05125426,0.01640344,1.90538778,1.27393874,0.04486600,2.29814281
-4.63731866,4.21798497,1.01804724,0.01581687,1.86814435,1.26486487,0.04405920,2.27861680
-4.63131566,4.14665832,0.98526705,0.01523183,1.83288591,1.25629154,0.04322901,2.26057543
-4.62531266,4.07889418,0.95331885,0.01465349,1.80001664,1.24837678,0.04238176,2.24438479
-4.61930965,4.01567097,0.92258763,0.01408701,1.76991873,1.24129562,0.04152456,2.23043101
-4.61330665,3.95792723,0.89342737,0.01353739,1.74294643,1.23523192,0.04066507,2.21910599
-4.60730365,3.90653014,0.86615090,0.01300936,1.71941975,1.23036950,0.03981119,2.21079170
-4.60130065,3.86224482,0.84102077,0.01250727,1.69961783,1.22688288,0.03897079,2.20584368
-4.59529765,3.82570564,0.81824160,0.01203498,1.68377221,1.22492838,0.03815148,2.20457483
-4.58929465,3.79739126,0.79795420,0.01159575,1.67206035,1.22463581,0.03736030,2.20724034
-4.58329165,3.77760458,0.78023167,0.01119217,1.66459972,1.22610154,0.03660362,2.21402444
-4.57728864,3.76645888,0.76507778,0.01082608,1.66144283,1.22938317,0.03588691,2.22503015
-4.57128564,3.76387108,0.75242753,0.01049857,1.66257355,1.23449622,0.03521468,2.24027233
-4.56528264,3.76956258,0.74215013,0.01020994,1.66790521,1.24141305,0.03459045,2.25967466
-4.55927964,3.78306787,0.73405411,0.00995973,1.67728065,1.25006411,0.03401674,2.28307089
-4.55327664,3.80375081,0.72789455,0.00974677,1.69047446,1.26034132,0.03349515,2.31021010
-4.54727364,3.83082773,0.72338193,0.00956925,1.70719756,1.27210363,0.03302648,2.34076599
-4.54127064,3.86339641,0.72019258,0.00942480,1.72710402,1.28518418,0.03261082,2.37434959
-4.53526763,3.90046967,0.71797998,0.00931058,1.74979999,1.29939876,0.03224777,2.41052464
-4.52926463,3.94101168,0.71638672,0.00922344,1.77485451,1.31455497,0.03193653,2.44882489
-4.52326163,3.98397548,0.71505651,0.00915999,1.80181155,1.33046159,0.03167610,2.48877228
-4.51725863,4.02833977,0.71364593,0.00911677,1.83020318,1.34693750,0.03146539,2.52989502
-4.51125563,4.07314313,0.71183524,0.00909032,1.85956288,1.36381964,0.03130328,2.57174444
-4.50525263,4.11751422,0.70933809,0.00907732,1.88943869,1.38096962,0.03118872,2.61391003
-4.49924962,4.16069652,0.70590970,0.00907467,1.91940554,1.39827846,0.03112068,2.65603145
-4.49324662,4.20206664,0.70135317,0.00907954,1.94907622,1.41566933,0.03109816,2.69780745
-4.48724362,4.24114562,0.69552394,0.00908948,1.97811048,1.43309821,0.03112003,2.73900096
-4.48124062,4.27760300,0.68833206,0.00910238,2.00622210,1.45055245,0.03118499,2.77944050
-4.47523762,4.31125394,0.67974255,0.00911654,2.03318344,1.46804736,0.03129135,2.81901809
-4.46923462,4.34204997,0.66977362,0.00913064,2.05882768,1.48562126,0.03143692,2.85768378
-4.46323162,4.37006420,0.65849328,0.00914371,2.08304851,1.50332934,0.03161886,2.89543771
-4.45722861,4.39547241,0.64601420,0.00915510,2.10579756,1.52123660,0.03183351,2.93232006
-4.45122561,4.41853100,0.63248741,0.00916445,2.12707989,1.53941061,0.03207639,2.96839984
-4.44522261,4.43955353,0.61809495,0.00917161,2.14694762,1.55791436,0.03234205,3.00376327
-4.43921961,4.45888697,0.60304192,0.00917661,2.16549247,1.57679965,0.03262420,3.03850244
-4.43321661,4.47688897,0.58754824,0.00917958,2.18283718,1.59610146,0.03291573,3.07270489
-4.42721361,4.49390727,0.57184047,0.00918073,2.19912664,1.61583338,0.03320892,3.10644473
-4.42121061,4.51026208,0.55614392,0.00918030,2.21451882,1.63598453,0.03349562,3.13977553
-4.41520760,4.52623185,0.54067552,0.00917849,2.22917605,1.65651775,0.03376755,3.17272536
-4.40920460,4.54204304,0.52563743,0.00917552,2.24325681,1.67736933,0.03401662,3.20529384
-4.40320160,4.55786369,0.51121180,0.00917153,2.25690844,1.69844996,0.03423529,3.23745128
-4.39719860,4.57380076,0.49755669,0.00916664,2.27026079,1.71964677,0.03441689,3.26913957
-4.39119560,4.58990091,0.48480325,0.00916091,2.28342106,1.74082648,0.03455599,3.30027463
-4.38519260,4.60615414,0.47305420,0.00915439,2.29646987,1.76183904,0.03464868,3.33074994
-4.37918959,4.62249984,0.46238352,0.00914712,2.30945855,1.78252196,0.03469285,3.36044093
-4.37318659,4.63883460,0.45283743,0.00913915,2.32240768,1.80270473,0.03468834,3.38920970
-4.36718359,4.65502109,0.44443623,0.00913058,2.33530685,1.82221344,0.03463706,3.41690991
-4.36118059,4.67089753,0.43717719,0.00912157,2.34811543,1.84087521,0.03454300,3.44339148
-4.35517759,4.68628724,0.43103797,0.00911237,2.36076442,1.85852250,0.03441213,3.46850489
-4.34917459,4.70100774,0.42598062,0.00910331,2.37315918,1.87499696,0.03425223,3.49210499
-4.34317159,4.71487907,0.42195567,0.00909488,2.38518285,1.89015301,0.03407263,3.51405422
-4.33716858,4.72773112,0.41890633,0.00908765,2.39670044,1.90386090,0.03388385,3.53422528
-4.33116558,4.73940967,0.41677238,0.00908236,2.40756336,1.91600934,0.03369724,3.55250309
-4.32516258,4.74978109,0.41549371,0.00907984,2.41761417,1.92650753,0.03352450,3.56878638
-4.31915958,4.75873552,0.41501317,0.00908106,2.42669153,1.93528678,0.03337723,3.58298861
-4.31315658,4.76618871,0.41527876,0.00908707,2.43463508,1.94230144,0.03326647,3.59503862
-4.30715358,4.77208240,0.41624507,0.00909900,2.44129016,1.94752939,0.03320222,3.60488086
