energy_ev,total_up,Pb_p_up,Pb_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.71185593,3.67520450,0.04472143,0.00429918,0.00012814,2.66159445,1.97525492,0.93945219
-5.70585293,3.51964070,0.04128266,0.00408028,0.00011517,2.54840254,1.87029114,0.89776036
-5.69984992,3.35924378,0.03807844,0.00385410,0.00010319,2.43138084,1.76381676,0.85505351
-5.69384692,3.19550770,0.03509408,0.00362300,0.00009215,2.31167881,1.65680336,0.81173404
-5.68784392,3.02994201,0.03231528,0.00338937,0.00008199,2.19045682,1.55021038,0.76820077
-5.68184092,2.86402672,0.02972832,0.00315555,0.00007268,2.06885173,1.44495752,0.72483722
-5.67583792,2.69917085,0.02732020,0.00292382,0.00006415,1.94794535,1.34190027,0.68200132
-5.66983492,2.53667659,0.02507873,0.00269628,0.00005637,1.82873716,1.24180933,0.64001676
-5.66383192,2.37770995,0.02299259,0.00247484,0.00004931,1.71212202,1.14535453,0.59916625
-5.65782891,2.22327893,0.02105131,0.00226121,0.00004292,1.59887360,1.05309375,0.55968700
-5.65182591,2.07421950,0.01924531,0.00205681,0.00003717,1.48963376,0.96546674,0.52176821
-5.64582291,1.93118935,0.01756584,0.00186281,0.00003201,1.38490782,0.88279378,0.48555072
-5.63981991,1.79466903,0.01600491,0.00168009,0.00002742,1.28506540,0.80527877,0.45112844
-5.63381691,1.66496965,0.01455526,0.00150928,0.00002335,1.19034632,0.73301613,0.41855155
-5.62781391,1.54224621,0.01321025,0.00135073,0.00001977,1.10087067,0.66600081,0.38783095
-5.62181091,1.42651533,0.01196383,0.00120455,0.00001664,1.01665230,0.60414077,0.35894365
-5.61580790,1.31767607,0.01081042,0.00107065,0.00001392,0.93761455,0.54727091,0.33183893
-5.60980490,1.21553257,0.00974484,0.00094873,0.00001157,0.86360749,0.49516782,0.30644464
-5.60380190,1.11981718,0.00876226,0.00083835,0.00000955,0.79442543,0.44756463,0.28267350
-5.59779890,1.03021295,0.00785813,0.00073894,0.00000784,0.72982407,0.40416517,0.26042908
-5.59179590,0.94637447,0.00702810,0.00064985,0.00000639,0.66953637,0.36465710,0.23961115
-5.58579290,0.86794637,0.00626799,0.00057033,0.00000517,0.61328664,0.32872346,0.22012027
-5.57978989,0.79457872,0.00557379,0.00049964,0.00000416,0.56080243,0.29605243,0.20186156
-5.57378689,0.72593920,0.00494156,0.00043701,0.00000332,0.51182387,0.26634516,0.18474745
-5.56778389,0.66172173,0.00436748,0.00038166,0.00000264,0.46611051,0.23932163,0.16869953
-5.56178089,0.60165189,0.00384782,0.00033287,0.00000208,0.42344557,0.21472455,0.15364951
-5.55577789,0.54548916,0.00337891,0.00028993,0.00000163,0.38363799,0.19232157,0.13953938
-5.54977489,0.49302650,0.00295720,0.00025219,0.00000126,0.34652234,0.17190592,0.12632087
-5.54377189,0.44408778,0.00257923,0.00021907,0.00000098,0.31195717,0.15329579,0.11395445
-5.53776888,0.39852359,0.00224163,0.00019001,0.00000075,0.27982206,0.13633270,0.10240786
-5.53176588,0.35620592,0.00194116,0.00016453,0.00000057,0.25001386,0.12087924,0.09165449
-5.52576288,0.31702241,0.00167472,0.00014220,0.00000043,0.22244251,0.10681626,0.08167161
-5.51975988,0.28087051,0.00143933,0.00012264,0.00000032,0.19702677,0.09403996,0.07243877
-5.51375688,0.24765202,0.00123217,0.00010551,0.00000024,0.17369023,0.08245896,0.06393617
-5.50775388,0.21726836,0.00105057,0.00009053,0.00000018,0.15235769,0.07199157,0.05614338
-5.50175088,0.18961673,0.00089201,0.00007745,0.00000013,0.13295236,0.06256334,0.04903834
-5.49574787,0.16458736,0.00075415,0.00006603,0.00000010,0.11539362,0.05410504,0.04259659
-5.48974487,0.14206180,0.00063479,0.00005609,0.00000007,0.09959572,0.04655101,0.03679084
-5.48374187,0.12191230,0.00053191,0.00004745,0.00000005,0.08546709,0.03983797,0.03159086
-5.47773887,0.10400211,0.00044363,0.00003998,0.00000004,0.07291044,0.03390425,0.02696362
-5.47173587,0.08818657,0.00036823,0.00003353,0.00000003,0.06182338,0.02868932,0.02287356
-5.46573287,0.07431485,0.00030415,0.00002798,0.00000002,0.05209953,0.02413371,0.01928314
-5.45972986,0.06223204,0.00024996,0.00002323,0.00000001,0.04362989,0.02017910,0.01615346
-5.45372686,0.05178156,0.00020436,0.00001919,0.00000001,0.03630447,0.01676856,0.01344486
-5.44772386,0.04280758,0.00016620,0.00001576,0.00000001,0.03001393,0.01384700,0.01111769
-5.44172086,0.03515740,0.00013443,0.00001287,0.00000000,0.02465117,0.01136150,0.00913289
-5.43571786,0.02868355,0.00010814,0.00001045,0.00000000,0.02011284,0.00926181,0.00745261
-5.42971486,0.02324567,0.00008650,0.00000843,0.00000000,0.01630056,0.00750068,0.00604073
-5.42371186,0.01871199,0.00006880,0.00000676,0.00000000,0.01312201,0.00603418,0.00486328
-5.41770885,0.01496047,0.00005440,0.00000539,0.00000000,0.01049169,0.00482194,0.00388873
-5.41170585,0.01187952,0.00004277,0.00000427,0.00000000,0.00833140,0.00382724,0.00308820
-5.40570285,0.00936838,0.00003344,0.00000336,0.00000000,0.00657054,0.00301710,0.00243562
-5.39969985,0.00733715,0.00002601,0.00000263,0.00000000,0.00514611,0.00236219,0.00190768
-5.39369685,0.00570658,0.00002013,0.00000204,0.00000000,0.00400257,0.00183674,0.00148382
-5.38769385,0.00440760,0.00001555,0.00000157,0.00000000,0.00309150,0.00141832,0.00114612
-5.38169085,0.00338066,0.00001201,0.00000120,0.00000000,0.00237114,0.00108766,0.00087912
-5.37568784,0.00257501,0.00000935,0.00000092,0.00000000,0.00180592,0.00082834,0.00066964
-5.36968484,0.00194785,0.00000743,0.00000069,0.00000001,0.00136578,0.00062653,0.00050655
-5.36368184,0.00146347,0.00000615,0.00000052,0.00000001,0.00102566,0.00047071,0.00038059
-5.35767884,0.00109238,0.00000548,0.00000039,0.00000001,0.00076483,0.00035138,0.00028408
-5.35167584,0.00081052,0.00000540,0.00000029,0.00000002,0.00056633,0.00026078,0.00021077
-5.34567284,0.00059844,0.00000598,0.00000021,0.00000003,0.00041642,0.00019266,0.00015561
-5.33966983,0.00044067,0.00000734,0.00000015,0.00000004,0.00030410,0.00014205,0.00011456
-5.33366683,0.00032502,0.00000968,0.00000011,0.00000006,0.00022060,0.00010505,0.00008445
-5.32766383,0.00024211,0.00001331,0.00000008,0.00000009,0.00015903,0.00007865,0.00006285
-5.32166083,0.00018486,0.00001868,0.00000006,0.00000013,0.00011405,0.00006062,0.00004791
-5.31565783,0.00014818,0.00002641,0.00000004,0.00000019,0.00008151,0.00004935,0.00003830
-5.30965483,0.00012864,0.00003734,0.00000003,0.00000026,0.00005827,0.00004379,0.00003312
-5.30365183,0.00012427,0.00005261,0.00000002,0.00000037,0.00004197,0.00004340,0.00003184
-5.29764882,0.00013445,0.00007371,0.00000001,0.00000052,0.00003085,0.00004807,0.00003430
-5.29164582,0.00015982,0.00010264,0.00000001,0.00000073,0.00002365,0.00005814,0.00004063
-5.28564282,0.00020226,0.00014196,0.00000001,0.00000101,0.00001948,0.00007438,0.00005131
-5.27963982,0.00026503,0.00019497,0.00000000,0.00000139,0.00001776,0.00009805,0.00006715
-5.27363682,0.00035281,0.00026588,0.00000000,0.00000189,0.00001816,0.00013095,0.00008933
-5.26763382,0.00047194,0.00036000,0.00000000,0.00000256,0.00002052,0.00017545,0.00011946
-5.26163082,0.00063059,0.00048394,0.00000000,0.00000345,0.00002489,0.00023462,0.00015959
-5.25562781,0.00083908,0.00064590,0.00000000,0.00000460,0.00003143,0.00031233,0.00021233
-5.24962481,0.00111019,0.00085587,0.00000000,0.00000610,0.00004048,0.00041333,0.00028093
-5.24362181,0.00145946,0.00112596,0.00000000,0.00000802,0.00005250,0.00054342,0.00036930
-5.23761881,0.00190554,0.00147064,0.00000000,0.00001048,0.00006807,0.00070955,0.00048217
-5.23161581,0.00247055,0.00190705,0.00000000,0.00001359,0.00008796,0.00091996,0.00062513
-5.22561281,0.00318039,0.00245520,0.00000000,0.00001749,0.00011304,0.00118430,0.00080474
-5.21960980,0.00406497,0.00313821,0.00000000,0.00002236,0.00014436,0.00151370,0.00102857
-5.21360680,0.00515837,0.00398243,0.00000000,0.00002837,0.00018311,0.00192086,0.00130524
-5.20760380,0.00649895,0.00501745,0.00000000,0.00003574,0.00023065,0.00242007,0.00164445
-5.20160080,0.00812917,0.00627608,0.00000000,0.00004471,0.00028848,0.00302713,0.00205695
-5.19559780,0.01009533,0.00779406,0.00000000,0.00005552,0.00035824,0.00375928,0.00255445
-5.18959480,0.01244701,0.00960968,0.00000000,0.00006846,0.00044168,0.00463500,0.00314950
-5.18359180,0.01523632,0.01176316,0.00000000,0.00008380,0.00054065,0.00567368,0.00385528
-5.17758879,0.01851676,0.01429583,0.00000000,0.00010184,0.00065705,0.00689525,0.00468534
-5.17158579,0.02234189,0.01724902,0.00000000,0.00012288,0.00079278,0.00831964,0.00565323
-5.16558279,0.02676363,0.02066281,0.00000000,0.00014720,0.00094968,0.00996620,0.00677207
-5.15957979,0.03183024,0.02457448,0.00000000,0.00017506,0.00112946,0.01185290,0.00805409
-5.15357679,0.03758416,0.02901678,0.00000000,0.00020671,0.00133363,0.01399554,0.00951002
-5.14757379,0.04405952,0.03401607,0.00000000,0.00024232,0.00156340,0.01640682,0.01114849
-5.14157079,0.05127959,0.03959032,0.00000000,0.00028203,0.00181960,0.01909543,0.01297541
-5.13556778,0.05925423,0.04574712,0.00000000,0.00032589,0.00210257,0.02206501,0.01499325
-5.12956478,0.06797733,0.05248177,0.00000000,0.00037386,0.00241210,0.02531331,0.01720048
-5.12356178,0.07742456,0.05977549,0.00000000,0.00042582,0.00274732,0.02883126,0.01959094
-5.11755878,0.08755146,0.06759395,0.00000000,0.00048152,0.00310666,0.03260230,0.02215337
-5.11155578,0.09829196,0.07588613,0.00000000,0.00054059,0.00348778,0.03660183,0.02487107
-5.10555278,0.10955760,0.08458375,0.00000000,0.00060255,0.00388753,0.04079692,0.02772164
-5.09954977,0.12123751,0.09360120,0.00000000,0.00066679,0.00430197,0.04514626,0.03067704
-5.09354677,0.13319915,0.10283616,0.00000000,0.00073257,0.00472642,0.04960052,0.03370372
-5.08754377,0.14529003,0.11217091,0.00000000,0.00079907,0.00515545,0.05410291,0.03676311
-5.08154077,0.15734037,0.12147435,0.00000000,0.00086535,0.00558304,0.05859020,0.03981224
-5.07553777,0.16916654,0.13060472,0.00000000,0.00093039,0.00600268,0.06299401,0.04280464
-5.06953477,0.18057545,0.13941295,0.00000000,0.00099314,0.00640751,0.06724245,0.04569147
-5.06353177,0.19136957,0.14774654,0.00000000,0.00105250,0.00679053,0.07126195,0.04842273
-5.05752876,0.20135250,0.15545384,0.00000000,0.00110741,0.00714476,0.07497938,0.05094874
-5.05152576,0.21033479,0.16238860,0.00000000,0.00115681,0.00746349,0.07832419,0.05322155
-5.04552276,0.21813993,0.16841454,0.00000000,0.00119974,0.00774045,0.08123066,0.05519651
-5.03951976,0.22461003,0.17340977,0.00000000,0.00123532,0.00797003,0.08363999,0.05683365
-5.03351676,0.22961121,0.17727093,0.00000000,0.00126283,0.00814749,0.08550232,0.05809912
-5.02751376,0.23303813,0.17991667,0.00000000,0.00128167,0.00826909,0.08677843,0.05896624
-5.02151076,0.23481770,0.18129059,0.00000000,0.00129146,0.00833224,0.08744111,0.05941653
-5.01550775,0.23491169,0.18136315,0.00000000,0.00129198,0.00833557,0.08747611,0.05944031
-5.00950475,0.23331807,0.18013280,0.00000000,0.00128321,0.00827903,0.08688268,0.05903707
-5.00350175,0.23007110,0.17762598,0.00000000,0.00126536,0.00816381,0.08567357,0.05821548
-4.99749875,0.22524010,0.17389622,0.00000000,0.00123879,0.00799239,0.08387461,0.05699308
-4.99149575,0.21892699,0.16902219,0.00000000,0.00120406,0.00776837,0.08152375,0.05539566
-4.98549275,0.21126272,0.16310500,0.00000000,0.00116191,0.00749642,0.07866973,0.05345635
-4.97948974,0.20240273,0.15626466,0.00000000,0.00111318,0.00718203,0.07537046,0.05121448
-4.97348674,0.19252175,0.14863608,0.00000000,0.00105884,0.00683141,0.07169100,0.04871427
-4.96748374,0.18180809,0.14036461,0.00000000,0.00099992,0.00645125,0.06770146,0.04600337
-4.96148074,0.17045768,0.13160154,0.00000000,0.00093749,0.00604850,0.06347481,0.04313134
-4.95547774,0.15866819,0.12249949,0.00000000,0.00087265,0.00563016,0.05908465,0.04014822
-4.94947474,0.14663347,0.11320811,0.00000000,0.00080646,0.00520312,0.05460318,0.03710304
-4.94347174,0.13453842,0.10387015,0.00000000,0.00073994,0.00477394,0.05009924,0.03404260
-4.93746873,0.12255456,0.09461803,0.00000000,0.00067403,0.00434871,0.04563671,0.03101029
-4.93146573,0.11083644,0.08557108,0.00000000,0.00060958,0.00393290,0.04127313,0.02804523
-4.92546273,0.09951891,0.07683340,0.00000000,0.00054734,0.00353132,0.03705872,0.02518153
-4.91945973,0.08871532,0.06849251,0.00000000,0.00048792,0.00314796,0.03303570,0.02244787
-4.91345673,0.07851662,0.06061861,0.00000000,0.00043183,0.00278607,0.02923792,0.01986726
-4.90745373,0.06899133,0.05326463,0.00000000,0.00037944,0.00244808,0.02569090,0.01745705
-4.90145073,0.06018626,0.04646669,0.00000000,0.00033102,0.00213564,0.02241208,0.01522908
-4.89544772,0.05212789,0.04024525,0.00000000,0.00028670,0.00184970,0.01941132,0.01319005
-4.88944472,0.04482424,0.03460647,0.00000000,0.00024653,0.00159054,0.01669159,0.01134199
-4.88344172,0.03826711,0.02954405,0.00000000,0.00021046,0.00135786,0.01424985,0.00968282
-4.87743872,0.03243458,0.02504106,0.00000000,0.00017839,0.00115090,0.01207795,0.00820701
-4.87143572,0.02729360,0.02107198,0.00000000,0.00015011,0.00096848,0.01016356,0.00690617
-4.86543272,0.02280255,0.01760467,0.00000000,0.00012541,0.00080912,0.00849118,0.00576979
-4.85942971,0.01891368,0.01460227,0.00000000,0.00010402,0.00067113,0.00704305,0.00478578
-4.85342671,0.01557537,0.01202494,0.00000000,0.00008566,0.00055267,0.00579994,0.00394108
-4.84742371,0.01273418,0.00983140,0.00000000,0.00007004,0.00045186,0.00474194,0.00322216
-4.84142071,0.01033649,0.00798027,0.00000000,0.00005685,0.00036678,0.00384909,0.00261547
-4.83541771,0.00833001,0.00643117,0.00000000,0.00004581,0.00029558,0.00310192,0.00210776
-4.82941471,0.00666481,0.00514555,0.00000000,0.00003666,0.00023649,0.00248183,0.00168641
-4.82341171,0.00529420,0.00408737,0.00000000,0.00002912,0.00018786,0.00197145,0.00133960
-4.81740870,0.00417525,0.00322349,0.00000000,0.00002296,0.00014815,0.00155477,0.00105647
-4.81140570,0.00326915,0.00252394,0.00000000,0.00001798,0.00011600,0.00121736,0.00082720
-4.80540270,0.00254130,0.00196201,0.00000000,0.00001398,0.00009018,0.00094633,0.00064303
-4.79939970,0.00196132,0.00151423,0.00000000,0.00001079,0.00006960,0.00073035,0.00049628
-4.79339670,0.00150284,0.00116026,0.00000000,0.00000827,0.00005333,0.00055962,0.00038027
-4.78739370,0.00114326,0.00088265,0.00000000,0.00000629,0.00004057,0.00042572,0.00028928
-4.78139070,0.00086348,0.00066664,0.00000000,0.00000475,0.00003064,0.00032154,0.00021849
-4.77538769,0.00064749,0.00049989,0.00000000,0.00000356,0.00002298,0.00024111,0.00016384
-4.76938469,0.00048205,0.00037216,0.00000000,0.00000265,0.00001710,0.00017950,0.00012198
-4.76338169,0.00035632,0.00027509,0.00000000,0.00000196,0.00001264,0.00013268,0.00009017
-4.75737869,0.00026152,0.00020189,0.00000000,0.00000144,0.00000928,0.00009737,0.00006619
-4.75137569,0.00019061,0.00014714,0.00000000,0.00000105,0.00000676,0.00007095,0.00004826
-4.74537269,0.00013800,0.00010651,0.00000000,0.00000076,0.00000489,0.00005135,0.00003496
-4.73936968,0.00009931,0.00007662,0.00000000,0.00000054,0.00000352,0.00003692,0.00002520
-4.73336668,0.00007114,0.00005484,0.00000000,0.00000039,0.00000252,0.00002639,0.00001811
-4.72736368,0.00005088,0.00003916,0.00000000,0.00000028,0.00000180,0.00001879,0.00001304
-4.72136068,0.00003658,0.00002804,0.00000000,0.00000020,0.00000129,0.00001337,0.00000952
-4.71535768,0.00002678,0.00002037,0.00000000,0.00000014,0.00000093,0.00000959,0.00000718
-4.70935468,0.00002049,0.00001536,0.00000001,0.00000010,0.00000070,0.00000703,0.00000580
-4.70335168,0.00001705,0.00001245,0.00000001,0.00000007,0.00000056,0.00000544,0.00000525
-4.69734867,0.00001611,0.00001136,0.00000001,0.00000006,0.00000051,0.00000462,0.00000550
-4.69134567,0.00001763,0.00001200,0.00000002,0.00000005,0.00000053,0.00000450,0.00000659
-4.68534267,0.00002186,0.00001448,0.00000003,0.00000005,0.00000063,0.00000507,0.00000871
-4.67933967,0.00002940,0.00001914,0.00000004,0.00000006,0.00000083,0.00000640,0.00001214
-4.67333667,0.00004124,0.00002662,0.00000006,0.00000008,0.00000115,0.00000868,0.00001734
-4.66733367,0.00005887,0.00003783,0.00000008,0.00000011,0.00000163,0.00001217,0.00002497
-4.66133067,0.00008441,0.00005413,0.00000012,0.00000015,0.00000233,0.00001732,0.00003595
-4.65532766,0.00012081,0.00007740,0.00000017,0.00000022,0.00000333,0.00002469,0.00005154
-4.64932466,0.00017209,0.00011020,0.00000024,0.00000031,0.00000474,0.00003511,0.00007348
-4.64332166,0.00024365,0.00015600,0.00000034,0.00000044,0.00000671,0.00004968,0.00010408
-4.63731866,0.00034267,0.00021938,0.00000049,0.00000061,0.00000943,0.00006984,0.00014640
-4.63131566,0.00047857,0.00030637,0.00000068,0.00000085,0.00001317,0.00009753,0.00020448
-4.62531266,0.00066365,0.00042485,0.00000094,0.00000118,0.00001827,0.00013523,0.00028356
-4.61930965,0.00091373,0.00058494,0.00000129,0.00000163,0.00002515,0.00018619,0.00039042
-4.61330665,0.00124905,0.00079959,0.00000177,0.00000223,0.00003439,0.00025451,0.00053370
-4.60730365,0.00169518,0.00108519,0.00000240,0.00000302,0.00004667,0.00034542,0.00072433
-4.60130065,0.00228416,0.00146223,0.00000323,0.00000408,0.00006290,0.00046544,0.00097598
-4.59529765,0.00305569,0.00195612,0.00000433,0.00000545,0.00008417,0.00062266,0.00130564
-4.58929465,0.00405848,0.00259806,0.00000575,0.00000724,0.00011182,0.00082701,0.00173410
-4.58329165,0.00535168,0.00342591,0.00000758,0.00000955,0.00014749,0.00109054,0.00228663
-4.57728864,0.00700632,0.00448513,0.00000992,0.00001250,0.00019316,0.00142774,0.00299358
-4.57128564,0.00910673,0.00582970,0.00001290,0.00001625,0.00025116,0.00185581,0.00389097
-4.56528264,0.01175193,0.00752300,0.00001664,0.00002097,0.00032427,0.00239491,0.00502109
-4.55927964,0.01505669,0.00963852,0.00002132,0.00002687,0.00041568,0.00306848,0.00643296
-4.55327664,0.01915248,0.01226038,0.00002712,0.00003418,0.00052909,0.00390332,0.00818271
-4.54727364,0.02418779,0.01548365,0.00003424,0.00004316,0.00066869,0.00492973,0.01033374
-4.54127064,0.03032803,0.01941417,0.00004293,0.00005412,0.00083916,0.00618147,0.01295666
-4.53526763,0.03775461,0.02416805,0.00005344,0.00006738,0.00104570,0.00769558,0.01612889
-4.52926463,0.04666324,0.02987056,0.00006604,0.00008328,0.00129397,0.00951206,0.01993391
-4.52326163,0.05726122,0.03665433,0.00008103,0.00010220,0.00159004,0.01167328,0.02446012
-4.51725863,0.06976360,0.04465694,0.00009871,0.00012452,0.00194031,0.01422328,0.02979914
-4.51125563,0.08438822,0.05401778,0.00011938,0.00015064,0.00235145,0.01720670,0.03604373
-4.50525263,0.10134958,0.06487400,0.00014335,0.00018093,0.00283023,0.02066760,0.04328509
-4.49924962,0.12085152,0.07735594,0.00017089,0.00021576,0.00338341,0.02464798,0.05160975
-4.49324662,0.14307894,0.09158175,0.00020227,0.00025547,0.00401757,0.02918613,0.06109594
-4.48724362,0.16818866,0.10765152,0.00023769,0.00030034,0.00473892,0.03431476,0.07180970
-4.48124062,0.19629972,0.12564110,0.00027732,0.00035059,0.00555319,0.04005912,0.08380067
-4.47523762,0.22748357,0.14559577,0.00032123,0.00040635,0.00646540,0.04643501,0.09709779
-4.46923462,0.26175440,0.16752406,0.00036944,0.00046766,0.00747978,0.05344687,0.11170520
-4.46323162,0.29906038,0.19139207,0.00042185,0.00053444,0.00859962,0.06108606,0.12759833
-4.45722861,0.33927606,0.21711864,0.00047825,0.00060647,0.00982726,0.06932934,0.14472062
-4.45122561,0.38219667,0.24457164,0.00053832,0.00068340,0.01116406,0.07813785,0.16298102
-4.44522261,0.42753479,0.27356584,0.00060161,0.00076475,0.01261047,0.08745638,0.18225246
-4.43921961,0.47491986,0.30386255,0.00066756,0.00084987,0.01416618,0.09721345,0.20237156
-4.43321661,0.52390086,0.33517132,0.00073547,0.00093799,0.01583034,0.10732183,0.22313970
-4.42721361,0.57395244,0.36715387,0.00080454,0.00102819,0.01760182,0.11767988,0.24432562
-4.42121061,0.62448458,0.39943023,0.00087386,0.00111946,0.01947959,0.12817353,0.26566946
-4.41520760,0.67485564,0.43158710,0.00094245,0.00121069,0.02146305,0.13867895,0.28688836
-4.40920460,0.72438847,0.46318821,0.00100925,0.00130073,0.02355246,0.14906581,0.30768334
-4.40320160,0.77238913,0.49378625,0.00107320,0.00138837,0.02574931,0.15920104,0.32774740
-4.39719860,0.81816743,0.52293612,0.00113320,0.00147243,0.02805663,0.16895295,0.34677440
-4.39119560,0.86105847,0.55020873,0.00118822,0.00155179,0.03047927,0.17819540,0.36446845
-4.38519260,0.90044426,0.57520496,0.00123727,0.00162539,0.03302394,0.18681210,0.38055338
-4.37918959,0.93577425,0.59756882,0.00127945,0.00169230,0.03569924,0.19470048,0.39478186
-4.37318659,0.96658383,0.61699949,0.00131401,0.00175176,0.03851536,0.20177516,0.40694365
-4.36718359,0.99250977,0.63326126,0.00134033,0.00180315,0.04148362,0.20797077,0.41687268
-4.36118059,1.01330174,0.64619110,0.00135798,0.00184608,0.04461585,0.21324389,0.42445245
-4.35517759,1.02882925,0.65570326,0.00136669,0.00188034,0.04792344,0.21757398,0.42961956
-4.34917459,1.03908360,0.66179066,0.00136641,0.00190595,0.05141630,0.22096339,0.43236513
-4.34317159,1.04417467,0.66452301,0.00135727,0.00192311,0.05510160,0.22343618,0.43273400
-4.33716858,1.04432264,0.66404172,0.00133961,0.00193220,0.05898245,0.22503602,0.43082175
-4.33116558,1.03984515,0.66055175,0.00131392,0.00193377,0.06305651,0.22582315,0.42676975
-4.32516258,1.03114049,0.65431108,0.00128085,0.00192848,0.06731473,0.22587062,0.42075838
-4.31915958,1.01866789,0.64561806,0.00124120,0.00191709,0.07174014,0.22526001,0.41299897
-4.31315658,1.00292575,0.63479764,0.00119585,0.00190039,0.07630691,0.22407688,0.40372462
-4.30715358,0.98442934,0.62218701,0.00114577,0.00187918,0.08097976,0.22240617,0.39318071
