energy_ev,total_up,C_s_up,C_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-6.00000000,3.12046427,0.03610494,0.05340432,0.50148643,0.19509821,0.10255262,1.97802157,0.97127698,0.15002247
-5.99399700,2.90081092,0.03430328,0.04983665,0.46512006,0.18042611,0.09545735,1.83889181,0.90999622,0.14149938
-5.98799400,2.68298711,0.03246052,0.04621827,0.42971097,0.16584462,0.08836387,1.70103691,0.84886069,0.13280686
-5.98199100,2.46987801,0.03061134,0.04259886,0.39573271,0.15153450,0.08137292,1.56629071,0.78890672,0.12408179
-5.97598799,2.26413884,0.02879046,0.03902492,0.36361595,0.13765815,0.07457711,1.43634080,0.73110392,0.11545884
-5.96998499,2.06814877,0.02703166,0.03553889,0.33374171,0.12435712,0.06805927,1.31269926,0.67633717,0.10706761
-5.96398199,1.88397636,0.02536679,0.03217849,0.30643642,0.11175041,0.06189141,1.19668073,0.62539196,0.09902996
-5.95797899,1.71335677,0.02382501,0.02897625,0.28196871,0.09993375,0.05613388,1.08938775,0.57894316,0.09145796
-5.95197599,1.55767992,0.02243205,0.02595931,0.26054775,0.08897953,0.05083512,0.99170318,0.53754717,0.08445213
-5.94597299,1.41798900,0.02120962,0.02314937,0.24232308,0.07893757,0.04603158,0.90428889,0.50163717,0.07810029
-5.93996998,1.29498789,0.02017496,0.02056283,0.22738552,0.06983637,0.04174810,0.82759024,0.47152139,0.07247682
-5.93396698,1.18905621,0.01934051,0.01821109,0.21576916,0.06168489,0.03799847,0.76184524,0.44738389,0.06764237
-5.92796398,1.10027057,0.01871371,0.01610103,0.20745412,0.05447470,0.03478621,0.70709770,0.42928764,0.06364398
-5.92196098,1.02843044,0.01829694,0.01423545,0.20236991,0.04818233,0.03210553,0.66321324,0.41717961,0.06051559
-5.91595798,0.97308742,0.01808754,0.01261376,0.20039923,0.04277174,0.02994236,0.62989757,0.41089753,0.05827881
-5.90995498,0.93357653,0.01807803,0.01123254,0.20138223,0.03819684,0.02827545,0.60671604,0.41017807,0.05694384
-5.90395198,0.90904867,0.01825638,0.01008620,0.20512100,0.03440393,0.02707750,0.59311402,0.41466633,0.05651072
-5.89794897,0.89850314,0.01860642,0.00916757,0.21138426,0.03133404,0.02631628,0.58843740,0.42392641,0.05697044
-5.89194597,0.90081979,0.01910831,0.00846850,0.21991237,0.02892507,0.02595569,0.59195304,0.43745294,0.05830632
-5.88594297,0.91479015,0.01973918,0.00798033,0.23042251,0.02711373,0.02595679,0.60286864,0.45468347,0.06049511
-5.87993997,0.93914721,0.02047377,0.00769435,0.24261405,0.02583728,0.02627874,0.62035188,0.47501166,0.06350826
-5.87393697,0.97259357,0.02128520,0.00760213,0.25617410,0.02503499,0.02687971,0.64354878,0.49780098,0.06731288
-5.86793397,1.01382780,0.02214576,0.00769580,0.27078323,0.02464940,0.02771766,0.67160092,0.52239897,0.07187271
-5.86193097,1.06156877,0.02302775,0.00796821,0.28612127,0.02462734,0.02875110,0.70366160,0.54815158,0.07714886
-5.85592796,1.11457788,0.02390435,0.00841305,0.30187311,0.02492074,0.02993969,0.73891073,0.57441758,0.08310046
-5.84992496,1.17167891,0.02475041,0.00902483,0.31773437,0.02548721,0.03124486,0.77656828,0.60058258,0.08968514
-5.84392196,1.23177548,0.02554334,0.00979886,0.33341691,0.02629044,0.03263028,0.81590630,0.62607232,0.09685935
-5.83791896,1.29386577,0.02626377,0.01073110,0.34865392,0.02730040,0.03406231,0.85625916,0.65036497,0.10457867
-5.83191596,1.35705449,0.02689623,0.01181800,0.36320450,0.02849339,0.03551029,0.89703203,0.67300186,0.11279800
-5.82591296,1.42056185,0.02742971,0.01305630,0.37685767,0.02985189,0.03694692,0.93770744,0.69359658,0.12147169
-5.81990995,1.48372943,0.02785803,0.01444277,0.38943549,0.03136423,0.03834836,0.97784971,0.71184185,0.13055371
-5.81390695,1.54602298,0.02818008,0.01597396,0.40079550,0.03302416,0.03969445,1.01710736,0.72751414,0.13999786
-5.80790395,1.60703206,0.02839988,0.01764593,0.41083209,0.03483023,0.04096875,1.05521334,0.74047578,0.14975802
-5.80190095,1.66646676,0.02852650,0.01945401,0.41947701,0.03678504,0.04215860,1.09198330,0.75067447,0.15978849
-5.79589795,1.72415155,0.02857373,0.02139247,0.42669895,0.03889437,0.04325502,1.12731176,0.75814037,0.17004442
-5.78989495,1.78001653,0.02855967,0.02345438,0.43250218,0.04116623,0.04425267,1.16116657,0.76298072,0.18048236
-5.78389195,1.83408648,0.02850607,0.02563132,0.43692442,0.04360981,0.04514971,1.19358182,0.76537244,0.19106082
-5.77788894,1.88646800,0.02843761,0.02791327,0.44003400,0.04623436,0.04594757,1.22464923,0.76555281,0.20174093
