energy_ev,total_up,In_p_up,In_d_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-6.00000000,2.30769327,0.09022475,0.00590975,0.88036552,0.00000000,1.85423304,0.54340368
-5.99399700,2.25008969,0.08744056,0.00579229,0.84748337,0.00000000,1.82247276,0.52836340
-5.98799400,2.18867611,0.08452491,0.00566008,0.81449013,0.00000000,1.78513763,0.51262439
-5.98199100,2.12287263,0.08146092,0.00551215,0.78108620,0.00000000,1.74197771,0.49601894
-5.97598799,2.05240046,0.07824053,0.00534828,0.74706281,0.00000000,1.69298824,0.47844966
-5.96998499,1.97728278,0.07486504,0.00516904,0.71230768,0.00000000,1.63840619,0.45989000
-5.96398199,1.89783273,0.07134530,0.00497572,0.67680582,0.00000000,1.57869667,0.44038150
-5.95797899,1.81462962,0.06770142,0.00477024,0.64063614,0.00000000,1.51452996,0.42002840
-5.95197599,1.72848521,0.06396217,0.00455512,0.60396405,0.00000000,1.44675078,0.39898984
-5.94597299,1.64040212,0.06016402,0.00433333,0.56703102,0.00000000,1.37634150,0.37747018
-5.93996998,1.55152692,0.05634999,0.00410815,0.53014179,0.00000000,1.30438112,0.35570806
-5.93396698,1.46310022,0.05256833,0.00388306,0.49365012,0.00000000,1.23200227,0.33396483
-5.92796398,1.37640632,0.04887119,0.00366161,0.45794388,0.00000000,1.16034817,0.31251274
-5.92196098,1.29272482,0.04531323,0.00344728,0.42343028,0.00000000,1.09053153,0.29162374
-5.91595798,1.21328599,0.04195037,0.00324333,0.39052187,0.00000000,1.02359705,0.27155912
-5.90995498,1.13923188,0.03883863,0.00305279,0.35962391,0.00000000,0.96048916,0.25256048
-5.90395198,1.07158409,0.03603312,0.00287825,0.33112341,0.00000000,0.90202577,0.23484235
-5.89794897,1.01121933,0.03358720,0.00272193,0.30538012,0.00000000,0.84887912,0.21858662
-5.89194597,0.95885279,0.03155181,0.00258553,0.28271944,0.00000000,0.80156384,0.20393889
-5.88594297,0.91502939,0.02997491,0.00247027,0.26342728,0.00000000,0.76043218,0.19100668
-5.87993997,0.88012243,0.02890106,0.00237689,0.24774653,0.00000000,0.72567633,0.17985940
-5.87393697,0.85433870,0.02837105,0.00230566,0.23587504,0.00000000,0.69733677,0.17052995
-5.86793397,0.83772899,0.02842153,0.00225641,0.22796451,0.00000000,0.67531610,0.16301762
-5.86193097,0.83020289,0.02908468,0.00222860,0.22412028,0.00000000,0.65939713,0.15729201
-5.85592796,0.83154635,0.03038778,0.00222136,0.22440132,0.00000000,0.64926402,0.15329773
-5.84992496,0.84144084,0.03235269,0.00223357,0.22882055,0.00000000,0.64452530,0.15095940
-5.84392196,0.85948275,0.03499528,0.00226390,0.23734486,0.00000000,0.64473759,0.15018677
-5.83791896,0.88520200,0.03832474,0.00231091,0.24989519,0.00000000,0.64942878,0.15087969
-5.83191596,0.91807885,0.04234278,0.00237305,0.26634622,0.00000000,0.65811972,0.15293250
-5.82591296,0.95755842,0.04704286,0.00244878,0.28652607,0.00000000,0.67034349,0.15623784
-5.81990995,1.00306220,0.05240929,0.00253655,0.31021612,0.00000000,0.68566161,0.16068964
-5.81390695,1.05399666,0.05841655,0.00263483,0.33715110,0.00000000,0.70367667,0.16618518
-5.80790395,1.10975890,0.06502856,0.00274218,0.36701985,0.00000000,0.72404111,0.17262627
-5.80190095,1.16973961,0.07219825,0.00285719,0.39946697,0.00000000,0.74646212,0.17991952
-5.79589795,1.23332387,0.07986733,0.00297854,0.43409574,0.00000000,0.77070269,0.18797579
-5.78989495,1.29989050,0.08796639,0.00310491,0.47047243,0.00000000,0.79657922,0.19670902
-5.78389195,1.36881041,0.09641533,0.00323506,0.50813224,0.00000000,0.82395617,0.20603450
-5.77788894,1.43944495,0.10512422,0.00336773,0.54658687,0.00000000,0.85273810,0.21586686
-5.77188594,1.51114474,0.11399452,0.00350164,0.58533365,0.00000000,0.88286010,0.22611801
-5.76588294,1.58324981,0.12292078,0.00363549,0.62386607,0.00000000,0.91427696,0.23669514
-5.75987994,1.65509124,0.13179257,0.00376793,0.66168531,0.00000000,0.94695198,0.24749911
-5.75387694,1.72599491,0.14049689,0.00389756,0.69831249,0.00000000,0.98084597,0.25842333
-5.74787394,1.79528735,0.14892072,0.00402289,0.73330094,0.00000000,1.01590710,0.26935333
-5.74187094,1.86230359,0.15695372,0.00414243,0.76624807,0.00000000,1.05206188,0.28016710
-5.73586793,1.92639694,0.16449110,0.00425459,0.79680614,0.00000000,1.08920800,0.29073630
-5.72986493,1.98695013,0.17143628,0.00435783,0.82469150,0.00000000,1.12720885,0.30092826
-5.72386193,2.04338740,0.17770356,0.00445059,0.84969167,0.00000000,1.16589015,0.31060886
-5.71785893,2.09518683,0.18322040,0.00453139,0.87166994,0.00000000,1.20503866,0.31964607
-5.71185593,2.14189244,0.18792940,0.00459886,0.89056725,0.00000000,1.24440277,0.32791405
-5.70585293,2.18312518,0.19178989,0.00465178,0.90640114,0.00000000,1.28369492,0.33529764
-5.69984992,2.21859247,0.19477894,0.00468912,0.91926197,0.00000000,1.32259563,0.34169701
-5.69384692,2.24809567,0.19689190,0.00471012,0.92930652,0.00000000,1.36075898,0.34703219
-5.68784392,2.27153518,0.19814242,0.00471427,0.93674937,0.00000000,1.39781913,0.35124738
-5.68184092,2.28891296,0.19856192,0.00470140,0.94185266,0.00000000,1.43339784,0.35431459
-5.67583792,2.30033247,0.19819851,0.00467165,0.94491457,0.00000000,1.46711274,0.35623665
