energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,S_s_up,S_p_up
-6.00000000,3.27944987,0.00994718,0.81137517,1.61224136,1.18572973,0.03094387,0.62471619
-5.99399700,3.28348595,0.01024993,0.79305585,1.61068732,1.16567519,0.03115612,0.65330175
-5.98799400,3.28203871,0.01050043,0.77376770,1.60685644,1.14382554,0.03127682,0.68097244
-5.98199100,3.27595156,0.01069526,0.75396809,1.60123565,1.12074315,0.03131284,0.70757395
-5.97598799,3.26608246,0.01083200,0.73409318,1.59429872,1.09698253,0.03127230,0.73297083
-5.96998499,3.25328065,0.01090931,0.71454613,1.58649314,1.07307697,0.03116427,0.75704880
-5.96398199,3.23836584,0.01092687,0.69568704,1.57822910,1.04952714,0.03099845,0.77971655
-5.95797899,3.22211066,0.01088544,0.67782516,1.56987129,1.02679155,0.03078470,0.80090706
-5.95197599,3.20522650,0.01078673,0.66121318,1.56173327,1.00527926,0.03053272,0.82057839
-5.94597299,3.18835313,0.01063336,0.64604400,1.55407485,0.98534469,0.03025164,0.83871403
-5.93996998,3.17205211,0.01042878,0.63244977,1.54710205,0.96728461,0.02994966,0.85532279
-5.93396698,3.15680374,0.01017710,0.62050308,1.54096960,0.95133701,0.02963375,0.87043831
-5.92796398,3.14300747,0.00988302,0.61022026,1.53578559,0.93768178,0.02930944,0.88411807
-5.92196098,3.13098503,0.00955165,0.60156633,1.53161766,0.92644292,0.02898066,0.89644208
-5.91595798,3.12098582,0.00918842,0.59446141,1.52850036,0.91769185,0.02864967,0.90751104
-5.90995498,3.11319373,0.00879890,0.58878815,1.52644285,0.91145161,0.02831709,0.91744396
-5.90395198,3.10773450,0.00838875,0.58439977,1.52543644,0.90770152,0.02798201,0.92637531
-5.89794897,3.10468288,0.00796352,0.58112835,1.52546130,0.90638202,0.02764219,0.93445146
-5.89194597,3.10406872,0.00752863,0.57879289,1.52649177,0.90739923,0.02729432,0.94182644
-5.88594297,3.10588126,0.00708925,0.57720680,1.52849986,0.91062915,0.02693430,0.94865711
-5.87993997,3.11007119,0.00665022,0.57618456,1.53145668,0.91592115,0.02655761,0.95509766
-5.87393697,3.11655020,0.00621603,0.57554718,1.53533155,0.92310067,0.02615963,0.96129358
-5.86793397,3.12518801,0.00579073,0.57512641,1.54008911,0.93197118,0.02573597,0.96737532
-5.86193097,3.13580720,0.00537795,0.57476753,1.54568452,0.94231532,0.02528280,0.97345184
-5.85592796,3.14817651,0.00498085,0.57433088,1.55205730,0.95389552,0.02479704,0.97960437
-5.84992496,3.16200345,0.00460212,0.57369204,1.55912448,0.96645436,0.02427661,0.98588080
-5.84392196,3.17692738,0.00424403,0.57274112,1.56677377,0.97971485,0.02372054,0.99229096
-5.83791896,3.19251410,0.00390840,0.57138117,1.57485756,0.99338109,0.02312900,0.99880332
-5.83191596,3.20825335,0.00359664,0.56952620,1.58318860,1.00713970,0.02250333,1.00534337
-5.82591296,3.22356024,0.00330980,0.56709901,1.59153799,1.02066225,0.02184596,1.01179405
-5.81990995,3.23778147,0.00304861,0.56402924,1.59963615,1.03360897,0.02116025,1.01799830
-5.81390695,3.25020694,0.00281351,0.56025182,1.60717714,1.04563399,0.02045039,1.02376400
-5.80790395,3.26008700,0.00260475,0.55570612,1.61382640,1.05639208,0.01972118,1.02887109
-5.80190095,3.26665495,0.00242239,0.55033583,1.61923178,1.06554678,0.01897787,1.03308063
-5.79589795,3.26915409,0.00226640,0.54408977,1.62303753,1.07277975,0.01822592,1.03614559
-5.78989495,3.26686824,0.00213672,0.53692340,1.62490046,1.07780098,0.01747087,1.03782275
-5.78389195,3.25915405,0.00203326,0.52880113,1.62450745,1.08035935,0.01671814,1.03788516
-5.77788894,3.24547343,0.00195602,0.51969897,1.62159324,1.08025295,0.01597294,1.03613447
-5.77188594,3.22542409,0.00190508,0.50960746,1.61595739,1.07733872,0.01524013,1.03241248
-5.76588294,3.19876630,0.00188065,0.49853454,1.60747928,1.07154068,0.01452418,1.02661123
-5.75987994,3.16544410,0.00188309,0.48650803,1.59613018,1.06285622,0.01382908,1.01868096
-5.75387694,3.12559946,0.00191291,0.47357746,1.58198145,1.05136017,0.01315836,1.00863563
-5.74787394,3.07957850,0.00197076,0.45981514,1.56520839,1.03720616,0.01251506,0.99655550
-5.74187094,3.02792903,0.00205741,0.44531609,1.54608933,1.02062520,0.01190175,0.98258669
-5.73586793,2.97138964,0.00217372,0.43019705,1.52500006,1.00192159,0.01132053,0.96693783
-5.72986493,2.91087088,0.00232061,0.41459428,1.50240384,0.98146622,0.01077306,0.94987389
