energy_ev,total_up,Fe_p_up,Fe_d_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.83791896,3.54709650,0.37222111,0.12017432,0.30700626,2.15781111,0.07475683,0.04177444,0.02744523,0.71738357
-5.83191596,3.44315924,0.35871920,0.11545562,0.29541610,2.09718655,0.07220334,0.04090629,0.02844981,0.69524257
-5.82591296,3.34276992,0.34545631,0.11107170,0.28412577,2.03716902,0.06978690,0.04002603,0.02958816,0.67487279
-5.81990995,3.24830213,0.33271784,0.10711792,0.27335357,1.97911996,0.06755188,0.03915820,0.03088432,0.65681393
-5.81390695,3.16200921,0.32078843,0.10368275,0.26330839,1.92434579,0.06553751,0.03832768,0.03236267,0.64156898
-5.80790395,3.08597903,0.30994763,0.10084685,0.25418637,1.87406803,0.06377703,0.03755902,0.03404716,0.62959653
-5.80190095,3.02209378,0.30046563,0.09868243,0.24616798,1.82939605,0.06229713,0.03687568,0.03596068,0.62130433
-5.79589795,2.97199578,0.29259931,0.09725279,0.23941550,1.79130320,0.06111755,0.03629934,0.03812436,0.61704420
-5.78989495,2.93706021,0.28658849,0.09661222,0.23407101,1.76060729,0.06025084,0.03584925,0.04055692,0.61710829
-5.78389195,2.91837547,0.28265242,0.09680598,0.23025477,1.73795587,0.05970246,0.03554170,0.04327407,0.62172665
-5.77788894,2.91673140,0.28098670,0.09787052,0.22806420,1.72381691,0.05947098,0.03538955,0.04628802,0.63106615
-5.77188594,2.93261564,0.28176036,0.09983380,0.22757322,1.71847498,0.05954855,0.03540195,0.04960702,0.64523048
-5.76588294,2.96621766,0.28511335,0.10271573,0.22883208,1.72203297,0.05992155,0.03558407,0.05323505,0.66426132
-5.75987994,3.01744006,0.29115437,0.10652860,0.23186756,1.73441909,0.06057136,0.03593704,0.05717154,0.68814028
-5.75387694,3.08591613,0.29995892,0.11127757,0.23668355,1.75539859,0.06147527,0.03645804,0.06141124,0.71679166
-5.74787394,3.17103259,0.31156776,0.11696113,0.24326185,1.78458952,0.06260746,0.03714041,0.06594416,0.75008557
-5.74187094,3.27195625,0.32598564,0.12357150,0.25156326,1.82148159,0.06393999,0.03797396,0.07075553,0.78784155
-5.73586793,3.38766315,0.34318046,0.13109495,0.26152883,1.86545724,0.06544384,0.03894534,0.07582599,0.82983217
-5.72986493,3.51696887,0.36308276,0.13951207,0.27308116,1.91581378,0.06708973,0.04003844,0.08113167,0.87578676
-5.72386193,3.65855877,0.38558571,0.14879789,0.28612588,1.97178563,0.06884902,0.04123494,0.08664449,0.92539506
-5.71785893,3.81101707,0.41054568,0.15892206,0.30055315,2.03256582,0.07069432,0.04251484,0.09233243,0.97831077
-5.71185593,3.97285415,0.43778335,0.16984882,0.31623924,2.09732594,0.07260000,0.04385702,0.09815995,1.03415505
-5.70585293,4.14253139,0.46708563,0.18153717,0.33304815,2.16523392,0.07454254,0.04523980,0.10408841,1.09252011
-5.69984992,4.31848363,0.49820839,0.19394088,0.35083345,2.23546944,0.07650063,0.04664157,0.11007661,1.15297297
-5.69384692,4.49913923,0.53088001,0.20700872,0.36944015,2.30723670,0.07845520,0.04804130,0.11608143,1.21505953
-5.68784392,4.68293821,0.56480593,0.22068478,0.38870680,2.37977466,0.08038928,0.04941907,0.12205850,1.27830925
-5.68184092,4.86834891,0.59967408,0.23490893,0.40846787,2.45236499,0.08228771,0.05075662,0.12796301,1.34224049
-5.67583792,5.05388385,0.63516119,0.24961750,0.42855629,2.52433808,0.08413692,0.05203772,0.13375053,1.40636658
-5.66983492,5.23811517,0.67093985,0.26474409,0.44880620,2.59507746,0.08592458,0.05324865,0.13937795,1.47020284
-5.66383192,5.41969015,0.70668612,0.28022064,0.46905598,2.66402313,0.08763932,0.05437850,0.14480439,1.53327423
-5.65782891,5.59734697,0.74208739,0.29597854,0.48915131,2.73067407,0.08927057,0.05541941,0.14999219,1.59512376
-5.65182591,5.76993036,0.77685031,0.31194989,0.50894822,2.79459026,0.09080841,0.05636679,0.15490779,1.65532109
-5.64582291,5.93640690,0.81070824,0.32806867,0.52831614,2.85539424,0.09224360,0.05721937,0.15952260,1.71347121
-5.63981991,6.09587906,0.84342803,0.34427185,0.54714047,2.91277232,0.09356769,0.05797918,0.16381370,1.76922256
-5.63381691,6.24759705,0.87481553,0.36050030,0.56532483,2.96647523,0.09477324,0.05865142,0.16776436,1.82227420
-5.62781391,6.39096723,0.90471963,0.37669933,0.58279258,3.01631789,0.09585413,0.05924420,0.17136446,1.87238143
-5.62181091,6.52555593,0.93303449,0.39281886,0.59948757,3.06217802,0.09680589,0.05976812,0.17461048,1.91935936
-5.61580790,6.65108757,0.95969957,0.40881307,0.61537394,3.10399331,0.09762602,0.06023584,0.17750543,1.96308411
-5.60980490,6.76743608,0.98469752,0.42463960,0.63043490,3.14175656,0.09831432,0.06066138,0.18005832,2.00349116
-5.60380190,6.87460923,1.00804984,0.44025811,0.64467042,3.17550881,0.09887310,0.06105947,0.18228344,2.04057086
-5.59779890,6.97272568,1.02981037,0.45562844,0.65809401,3.20533018,0.09930717,0.06144478,0.18419940,2.07436095
-5.59179590,7.06198524,1.05005698,0.47070834,0.67072847,3.23132857,0.09962384,0.06183108,0.18582787,2.10493650
-5.58579290,7.14263334,1.06888173,0.48545085,0.68260098,3.25362641,0.09983256,0.06223043,0.18719222,2.13239750
-5.57978989,7.21492133,1.08638013,0.49980165,0.69373776,3.27234598,0.09994454,0.06265243,0.18831605,2.15685486
-5.57378689,7.27906458,1.10263996,0.51369647,0.70415847,3.28759401,0.09997205,0.06310347,0.18922159,2.17841549
-5.56778389,7.33520080,1.11773040,0.52705871,0.71387084,3.29944629,0.09992768,0.06358618,0.18992830,2.19716734
-5.56178089,7.38335130,1.13169203,0.53979767,0.72286576,3.30793323,0.09982350,0.06409899,0.19045149,2.21316539
-5.55577789,7.42338778,1.14452845,0.55180744,0.73111326,3.31302748,0.09967010,0.06463590,0.19080117,2.22641946
-5.54977489,7.45500723,1.15619997,0.56296668,0.73855967,3.31463439,0.09947577,0.06518646,0.19098118,2.23688474
-5.54377189,7.47771717,1.16661998,0.57313944,0.74512613,3.31258623,0.09924562,0.06573594,0.19098865,2.24445577
-5.53776888,7.49083296,1.17565412,0.58217707,0.75070883,3.30664091,0.09898098,0.06626584,0.19081383,2.24896454
-5.53176588,7.49348816,1.18312271,0.58992129,0.75518088,3.29648559,0.09867889,0.06675452,0.19044029,2.25018283
-5.52576288,7.48465848,1.18880614,0.59620828,0.75839589,3.28174530,0.09833190,0.06717807,0.18984554,2.24782912
-5.51975988,7.46319866,1.19245327,0.60087376,0.76019322,3.26199667,0.09792808,0.06751144,0.18900200,2.24157982
-5.51375688,7.42789116,1.19379234,0.60375886,0.76040459,3.23678610,0.09745138,0.06772959,0.18787825,2.23108437
-5.50775388,7.37750468,1.19254400,0.60471645,0.75886186,3.20565184,0.09688214,0.06780881,0.18644069,2.21598353
-5.50175088,7.31085989,1.18843579,0.60361771,0.75540555,3.16814895,0.09619799,0.06772808,0.18465520,2.19593014
-5.49574787,7.22689931,1.18121733,0.60035874,0.74989371,3.12387606,0.09537479,0.06747044,0.18248913,2.17061117
-5.48974487,7.12475797,1.17067559,0.59486662,0.74221083,3.07250253,0.09438792,0.06702420,0.17991315,2.13977006
-5.48374187,7.00383140,1.15664942,0.58710489,0.73227609,3.01379481,0.09321343,0.06638418,0.17690309,2.10322830
-5.47773887,6.86383750,1.13904263,0.57707801,0.72005081,2.94764060,0.09182943,0.06555268,0.17344172,2.06090497
-5.47173587,6.70486934,1.11783502,0.56483459,0.70554457,2.87406961,0.09021724,0.06454029,0.16952017,2.01283347
-5.46573287,6.52743604,1.09309084,0.55046929,0.68881971,2.79326992,0.08836260,0.06336648,0.16513918,1.95917447
-5.45972986,6.33248983,1.06496432,0.53412317,0.66999406,2.70559896,0.08625656,0.06205990,0.16030989,1.90022453
-5.45372686,6.12143785,1.03370198,0.51598260,0.64924163,2.61158872,0.08389627,0.06065847,0.15505440,1.83641989
-5.44772386,5.89613790,0.99964167,0.49627653,0.62679137,2.51194471,0.08128547,0.05920913,0.14940583,1.76833525
-5.44172086,5.65887836,0.96320831,0.47527257,0.60292386,2.40753874,0.07843466,0.05776734,0.14340802,1.69667765
-5.43571786,5.41234276,0.92490666,0.45327168,0.57796621,2.29939575,0.07536113,0.05639634,0.13711489,1.62227555
-5.42971486,5.15956042,0.88531126,0.43060191,0.55228518,2.18867512,0.07208859,0.05516610,0.13058942,1.54606360
-5.42371186,4.90384493,0.84505395,0.40761135,0.52627895,2.07664722,0.06864660,0.05415206,0.12390237,1.46906374
-5.41770885,4.64872254,0.80480944,0.38466052,0.50036765,1.96466594,0.06506989,0.05343359,0.11713077,1.39236312
-5.41170585,4.39785291,0.76527944,0.36211448,0.47498311,1.85413832,0.06139734,0.05309233,0.11035619,1.31708977
-5.40570285,4.15494471,0.72717564,0.34033491,0.45055801,1.74649205,0.05767099,0.05321024,0.10366291,1.24438670
-5.39969985,3.92366861,0.69120234,0.31967237,0.42751483,1.64314203,0.05393495,0.05386752,0.09713613,1.17538514
-5.39369685,3.70757003,0.65803880,0.30045891,0.40625492,1.54545699,0.05023424,0.05514042,0.09086003,1.11117783
-5.38769385,3.50998405,0.62832217,0.28300121,0.38714796,1.45472694,0.04661372,0.05709893,0.08491602,1.05279284
-5.38169085,3.33395444,0.60263099,0.26757441,0.37052207,1.37213247,0.04311713,0.05980437,0.07938101,1.00116870
-5.37568784,3.18215887,0.58146998,0.25441665,0.35665480,1.29871651,0.03978611,0.06330709,0.07432589,0.95713125
-5.36968484,3.05684183,0.56525616,0.24372440,0.34576539,1.23535938,0.03665954,0.06764409,0.06981410,0.92137286
-5.36368184,2.95975673,0.55430693,0.23564873,0.33800820,1.18275748,0.03377285,0.07283690,0.06590047,0.89443425
-5.35767884,2.89211858,0.54883005,0.23029234,0.33346784,1.14140619,0.03115762,0.07888958,0.06263013,0.87668953
-5.35167584,2.85456815,0.54891612,0.22770758,0.33215590,1.11158735,0.02884130,0.08578711,0.06003777,0.86833452
-5.34567284,2.84714872,0.55453357,0.22789534,0.33400947,1.09336155,0.02684702,0.09349413,0.05814694,0.86937886
-5.33966983,2.86929602,0.56552652,0.23080491,0.33889164,1.08656539,0.02519362,0.10195417,0.05696966,0.87964210
-5.33366683,2.91984199,0.58161561,0.23633475,0.34659396,1.09081389,0.02389569,0.11108949,0.05650613,0.89875398
-5.32766383,2.99703272,0.60240196,0.24433423,0.35684085,1.10550799,0.02296377,0.12080158,0.05674469,0.92615897
-5.32166083,3.09856060,0.62737431,0.25460637,0.36929602,1.12984711,0.02240456,0.13097230,0.05766194,0.96112543
-5.31565783,3.22161047,0.65591939,0.26691157,0.38357071,1.16284646,0.02222107,0.14146582,0.05922297,1.00275906
-5.30965483,3.36291920,0.68733521,0.28097232,0.39923372,1.20335890,0.02241293,0.15213126,0.06138189,1.05002082
-5.30365183,3.51884763,0.72084728,0.29647890,0.41582281,1.25010086,0.02297648,0.16280600,0.06408244,1.10174891
-5.29764882,3.68546354,0.75562718,0.31309596,0.43285745,1.30168161,0.02390491,0.17331968,0.06725886,1.15668458
-5.29164582,3.85863364,0.79081322,0.33046991,0.44985226,1.35663542,0.02518835,0.18349861,0.07083687,1.21350110
-5.28564282,4.03412242,0.82553234,0.34823711,0.46633098,1.41345554,0.02681379,0.19317062,0.07473496,1.27083537
-5.27963982,4.20769502,0.85892288,0.36603250,0.48184038,1.47062917,0.02876503,0.20217008,0.07886573,1.32732126
-5.27363682,4.37522128,0.89015720,0.38349863,0.49596373,1.52667249,0.03102251,0.21034295,0.08313752,1.38162371
-5.26763382,4.53277770,0.91846346,0.40029481,0.50833318,1.58016454,0.03356317,0.21755156,0.08745614,1.43247276
-5.26163082,4.67674418,0.94314589,0.41610611,0.51864077,1.62977912,0.03636018,0.22367914,0.09172676,1.47869610
-5.25562781,4.80389226,0.96360252,0.43065198,0.52664762,1.67431366,0.03938286,0.22863357,0.09585590,1.51924943
-5.24962481,4.91146219,0.97934002,0.44369411,0.53219074,1.71271418,0.04259647,0.23235057,0.09975349,1.55324332
-5.24362181,4.99722607,0.98998489,0.45504349,0.53518752,1.74409572,0.04596223,0.23479588,0.10333490,1.57996572
-5.23761881,5.05953522,0.99529066,0.46456609,0.53563738,1.76775760,0.04943743,0.23596643,0.10652299,1.59889943
-5.23161581,5.09735042,0.99514101,0.47218727,0.53362072,1.78319334,0.05297564,0.23589058,0.10925002,1.60973376
-5.22561281,5.11025417,0.98954853,0.47789454,0.52929523,1.79009497,0.05652719,0.23462712,0.11145935,1.61237018
-5.21960980,5.09844515,0.97864968,0.48173857,0.52288947,1.78835200,0.06003979,0.23226347,0.11310702,1.60692165
-5.21360680,5.06271551,0.96269583,0.48383253,0.51469428,1.77804534,0.06345942,0.22891269,0.11416294,1.59370586
-5.20760380,5.00441225,0.94204135,0.48434952,0.50505214,1.75943663,0.06673132,0.22470991,0.11461183,1.57323274
-5.20160080,4.92538475,0.91712905,0.48351833,0.49434495,1.73295368,0.06980125,0.21980791,0.11445368,1.54618658
-5.19559780,4.82792065,0.88847384,0.48161750,0.48298076,1.69917280,0.07261688,0.21437230,0.11370396,1.51340383
-5.18959480,4.71467278,0.85664541,0.47896799,0.47137985,1.65879874,0.07512924,0.20857639,0.11239329,1.47584719
-5.18359180,4.58857978,0.82225053,0.47592450,0.45996065,1.61264317,0.07729424,0.20259592,0.11056678,1.43457705
-5.17758879,4.45278346,0.78591587,0.47286575,0.44912614,1.56160231,0.07907419,0.19660390,0.10828292,1.39072139
-5.17158579,4.31054533,0.74827187,0.47018409,0.43925091,1.50663459,0.08043917,0.19076569,0.10561212,1.34544503
-5.16558279,4.16516494,0.70993812,0.46827451,0.43066965,1.44873878,0.08136828,0.18523447,0.10263499,1.29991929
-5.15957979,4.01990213,0.67151087,0.46752364,0.42366703,1.38893311,0.08185068,0.18014730,0.09944020,1.25529295
-5.15357679,3.87790505,0.63355262,0.46829882,0.41846963,1.32823579,0.08188627,0.17562179,0.09612232,1.21266530
-5.14757379,3.74214541,0.59658407,0.47093768,0.41523982,1.26764699,0.08148612,0.17175350,0.09277932,1.17306190
-5.14157079,3.61536193,0.56107847,0.47573851,0.41407201,1.20813262,0.08067247,0.16861408,0.08951015,1.13741360
-5.13556778,3.50001280,0.52745793,0.48295171,0.41499111,1.15060975,0.07947835,0.16625029,0.08641221,1.10653924
-5.12956478,3.39823753,0.49609177,0.49277259,0.41795333,1.09593378,0.07794685,0.16468370,0.08357894,1.08113212
-5.12356178,3.31182816,0.46729643,0.50533572,0.42284925,1.04488712,0.07613001,0.16391119,0.08109748,1.06175048
-5.11755878,3.24220989,0.44133654,0.52071107,0.42950895,0.99816955,0.07408734,0.16390619,0.07904657,1.04881188
-5.11155578,3.19043066,0.41842692,0.53890203,0.43770900,0.95638999,0.07188418,0.16462049,0.07749465,1.04259132
-5.10555278,3.15715936,0.39873511,0.55984555,0.44718112,0.92005973,0.06958968,0.16598670,0.07649823,1.04322298
-5.09954977,3.14269205,0.38238404,0.58341418,0.45762212,0.88958705,0.06727479,0.16792109,0.07610060,1.05070522
-5.09354677,3.14696568,0.36945468,0.60942031,0.46870480,0.86527338,0.06501015,0.17032684,0.07633088,1.06490852
-5.08754377,3.16957852,0.35998845,0.63762220,0.48008938,0.84731094,0.06286394,0.17309758,0.07720337,1.08558597
-5.08154077,3.20981678,0.35398928,0.66773193,0.49143515,0.83578195,0.06089989,0.17612101,0.07871736,1.11238594
-5.07553777,3.26668649,0.35142520,0.69942493,0.50241175,0.83065965,0.05917545,0.17928260,0.08085724,1.14486655
-5.06953477,3.33895004,0.35222964,0.73235072,0.51270990,0.83181100,0.05774013,0.18246918,0.08359297,1.18251139
-5.06353177,3.42516641,0.35630240,0.76614486,0.52205105,0.83900130,0.05663416,0.18557241,0.08688092,1.22474632
-5.05752876,3.52373435,0.36351057,0.80044131,0.53019559,0.85190066,0.05588747,0.18849187,0.09066498,1.27095664
-5.05152576,3.63293736,0.37368936,0.83488518,0.53694950,0.87009231,0.05551893,0.19113786,0.09487798,1.32050456
-5.04552276,3.75098977,0.38664335,0.86914523,0.54216917,0.89308268,0.05553596,0.19343371,0.09944333,1.37274624
-5.03951976,3.87608248,0.40214799,0.90292574,0.54576407,0.92031295,0.05593454,0.19531764,0.10427682,1.42704836
-5.03351676,4.00642758,0.41995187,0.93597731,0.54769765,0.95117205,0.05669945,0.19674399,0.10928862,1.48280355
-5.02751376,4.14030045,0.43977958,0.96810614,0.54798599,0.98501055,0.05780485,0.19768396,0.11438527,1.53944443
-5.02151076,4.27607831,0.46133540,0.99918146,0.54669479,1.02115520,0.05921518,0.19812576,0.11947178,1.59645598
-5.01550775,4.41227388,0.48430778,1.02914063,0.54393456,1.05892367,0.06088620,0.19807415,0.12445362,1.65338568
-5.00950475,4.54756330,0.50837456,1.05799172,0.53985446,1.09763901,0.06276634,0.19754953,0.12923869,1.70985129
-5.00350175,4.68080698,0.53320863,1.08581328,0.53463494,1.13664337,0.06479816,0.19658649,0.13373916,1.76554581
-4.99749875,4.81106278,0.55848407,1.11275118,0.52847965,1.17531054,0.06691990,0.19523190,0.13787308,1.82023950
-4.99149575,4.93759074,0.58388228,1.13901238,0.52160682,1.21305687,0.06906720,0.19354275,0.14156585,1.87377862
-4.98549275,5.05984896,0.60909793,1.16485587,0.51424057,1.24935026,0.07117475,0.19158358,0.14475150,1.92608101
-4.97948974,5.17748071,0.63384427,1.19058070,0.50660233,1.28371694,0.07317799,0.18942382,0.14737364,1.97712822
-4.97348674,5.29029299,0.65785772,1.21651166,0.49890284,1.31574575,0.07501475,0.18713494,0.14938631,2.02695469
-4.96748374,5.39822723,0.68090124,1.24298287,0.49133479,1.34509014,0.07662680,0.18478759,0.15075450,2.07563398
-4.96148074,5.50132355,0.70276640,1.27031992,0.48406644,1.37146761,0.07796126,0.18244890,0.15145450,2.12326271
-4.95547774,5.59967983,0.72327410,1.29882117,0.47723637,1.39465705,0.07897185,0.18017984,0.15147406,2.16994272
-4.94947474,5.69340792,0.74227368,1.32873907,0.47094941,1.41449412,0.07961994,0.17803289,0.15081237,2.21576240
-4.94347174,5.78258898,0.75964086,1.36026227,0.46527396,1.43086512,0.07987541,0.17605004,0.14947987,2.26077786
-4.93746873,5.86723077,0.77527441,1.39349946,0.46024061,1.44369986,0.07971720,0.17426118,0.14749791,2.30499531
-4.93146573,5.94722931,0.78909199,1.42846581,0.45584211,1.45296393,0.07913371,0.17268303,0.14489834,2.34835538
-4.92546273,6.02233755,0.80102551,1.46507278,0.45203474,1.45865110,0.07812278,0.17131850,0.14172300,2.39072074
-4.91945973,6.09214354,0.81101638,1.50312223,0.44874087,1.46077622,0.07669158,0.17015673,0.13802302,2.43186783
-4.91345673,6.15605992,0.81901124,1.54230520,0.44585271,1.45936922,0.07485614,0.16917360,0.13385816,2.47148368
-4.90745373,6.21332635,0.82495832,1.58220591,0.44323715,1.45447051,0.07264064,0.16833288,0.12929604,2.50916833
-4.90145073,6.26302559,0.82880506,1.62231111,0.44074142,1.44612821,0.07007656,0.16758788,0.12441124,2.54444336
-4.89544772,6.30411331,0.83049715,1.66202464,0.43819951,1.43439722,0.06720163,0.16688358,0.11928441,2.57676635
-4.88944472,6.33546077,0.82997917,1.70068685,0.43543907,1.41934028,0.06405858,0.16615920,0.11400123,2.60555124
-4.88344172,6.35590874,0.82719685,1.73759830,0.43228857,1.40103080,0.06069390,0.16535100,0.10865140,2.63019351
-4.87743872,6.36433023,0.82210096,1.77204657,0.42858445,1.37955727,0.05715646,0.16439531,0.10332748,2.65009950
-4.87143572,6.35969884,0.81465252,1.80333534,0.42417810,1.35502869,0.05349621,0.16323158,0.09812370,2.66471820
-4.86543272,6.34115906,0.80482898,1.83081408,0.41894221,1.32758073,0.04976287,0.16180533,0.09313470,2.67357414
-4.85942971,6.30809456,0.79263110,1.85390712,0.41277644,1.29738190,0.04600471,0.16007086,0.08845428,2.67629936
-4.85342671,6.26019028,0.77808977,1.87214056,0.40561203,1.26463915,0.04226747,0.15799361,0.08417401,2.67266286
-4.84742371,6.19748451,0.76127256,1.88516549,0.39741525,1.22960238,0.03859343,0.15555197,0.08038192,2.66259558
-4.84142071,6.12040727,0.74228925,1.89277636,0.38818945,1.19256727,0.03502064,0.15273859,0.07716113,2.64620926
-4.83541771,6.02980221,0.72129597,1.89492325,0.37797568,1.15387600,0.03158235,0.14956099,0.07458846,2.62380801
-4.82941471,5.92692994,0.69849763,1.89171748,0.36685179,1.11391564,0.02830662,0.14604151,0.07273310,2.59589135
-4.82341171,5.81345170,0.67414818,1.88342982,0.35493009,1.07311392,0.02521611,0.14221654,0.07165535,2.56314829
-4.81740870,5.69139339,0.64854876,1.87048149,0.34235361,1.03193246,0.02232811,0.13813521,0.07140533,2.52644232
-4.81140570,5.56309104,0.62204349,1.85342807,0.32929120,0.99085764,0.01965461,0.13385739,0.07202187,2.48678763
-4.80540270,5.43111983,0.59501322,1.83293716,0.31593155,0.95038937,0.01720265,0.12945130,0.07353145,2.44531752
-4.79939970,5.29820970,0.56786718,1.80976072,0.30247660,0.91102828,0.01497472,0.12499075,0.07594727,2.40324627
-4.79339670,5.16715138,0.54103314,1.78470355,0.28913437,0.87326188,0.01296918,0.12055216,0.07926854,2.36182604
-4.78739370,5.04069714,0.51494627,1.75858930,0.27611178,0.83755027,0.01118090,0.11621156,0.08347988,2.32230087
-4.78139070,4.92146090,0.49003723,1.73222586,0.26360755,0.80431214,0.00960179,0.11204161,0.08855094,2.28585978
-4.77538769,4.81182229,0.46672000,1.70637172,0.25180561,0.77391171,0.00822141,0.10810890,0.09443634,2.25359110
-4.76938469,4.71383933,0.44537986,1.68170506,0.24086926,0.74664714,0.00702756,0.10447155,0.10107577,2.22644031
-4.76338169,4.62917342,0.42636220,1.65879697,0.23093624,0.72274114,0.00600681,0.10117731,0.10839440,2.20517305
-4.75737869,4.55903037,0.40996228,1.63809017,0.22211497,0.70233402,0.00514507,0.09826214,0.11630363,2.19034521
-4.75137569,4.50411980,0.39641668,1.61988422,0.21448201,0.68547967,0.00442799,0.09574934,0.12470210,2.18228132
-4.74537269,4.46463485,0.38589654,1.60432778,0.20808086,0.67214449,0.00384143,0.09364934,0.13347701,2.18106229
-4.73936968,4.44025281,0.37850291,1.59141829,0.20292207,0.66220954,0.00337173,0.09196003,0.14250577,2.18652297
-4.73336668,4.43015668,0.37426445,1.58100897,0.19898465,0.65547564,0.00300608,0.09066761,0.15165794,2.19825966
-4.72736368,4.43307652,0.37313757,1.57282263,0.19621866,0.65167126,0.00273274,0.08974799,0.16079743,2.21564737
-4.72136068,4.44734892,0.37500895,1.56647161,0.19454884,0.65046305,0.00254118,0.08916857,0.16978493,2.23786602
-4.71535768,4.47099184,0.37970052,1.56148279,0.19387916,0.65146838,0.00242230,0.08889034,0.17848056,2.26393457
-4.70935468,4.50179202,0.38697675,1.55732633,0.19409805,0.65426957,0.00236853,0.08887028,0.18674663,2.29275178
-4.70335168,4.53740120,0.39655392,1.55344695,0.19508412,0.65842938,0.00237386,0.08906380,0.19445059,2.32314195
-4.69734867,4.57543758,0.40811132,1.54929606,0.19671217,0.66350695,0.00243399,0.08942730,0.20146790,2.35390395
-4.69134567,4.61358848,0.42130380,1.54436340,0.19885919,0.66907392,0.00254631,0.08992059,0.20768489,2.38386161
-4.68534267,4.64971034,0.43577542,1.53820672,0.20141024,0.67473006,0.00270991,0.09050923,0.21300158,2.41191350
-4.67933967,4.68192220,0.45117357,1.53047822,0.20426388,0.68011780,0.00292562,0.09116655,0.21733420,2.43708026
-4.67333667,4.70868915,0.46716323,1.52094662,0.20733697,0.68493536,0.00319595,0.09187544,0.22061753,2.45854759
-4.66733367,4.72889253,0.48344055,1.50951384,0.21056872,0.68894784,0.00352506,0.09262962,0.22280683,2.47570316
-4.66133067,4.74188396,0.49974541,1.49622576,0.21392371,0.69199590,0.00391864,0.09343464,0.22387936,2.48816590
-4.65532766,4.74752103,0.51587222,1.48127641,0.21739377,0.69400175,0.00438380,0.09430823,0.22383549,2.49580647
-4.64932466,4.74618291,0.53167850,1.46500558,0.22099866,0.69497218,0.00492890,0.09528024,0.22269910,2.49875772
-4.64332166,4.73876489,0.54709075,1.44788983,0.22478544,0.69499831,0.00556333,0.09639199,0.22051756,2.49741472
