energy_ev,total_up,Hg_p_up,Hg_d_up,Sb_p_up,Sb_d_up,Se_s_up,Se_p_up
-5.75987994,0.28132898,0.02884300,0.05913656,0.01444291,0.00013940,0.01182446,0.22216340
-5.75387694,0.26557442,0.02798937,0.05543807,0.01382427,0.00014361,0.01182899,0.20897630
-5.74787394,0.24998761,0.02730652,0.05176983,0.01339962,0.00014959,0.01192062,0.19535712
-5.74187094,0.23490913,0.02684902,0.04819979,0.01319391,0.00015775,0.01212108,0.18155465
-5.73586793,0.22066984,0.02667298,0.04479391,0.01323232,0.00016849,0.01245160,0.16780926
-5.72986493,0.20758466,0.02683551,0.04161505,0.01354024,0.00018225,0.01293231,0.15434735
-5.72386193,0.19594728,0.02739405,0.03872220,0.01414318,0.00019944,0.01358166,0.14137687
-5.71785893,0.18602585,0.02840579,0.03616978,0.01506668,0.00022049,0.01441579,0.12908372
-5.71185593,0.17805951,0.02992704,0.03400724,0.01633612,0.00024581,0.01544800,0.11762927
-5.70585293,0.17225597,0.03201251,0.03227877,0.01797649,0.00027581,0.01668816,0.10714887
-5.69984992,0.16878973,0.03471463,0.03102318,0.02001210,0.00031084,0.01814220,0.09775125
-5.69384692,0.16780108,0.03808262,0.03027381,0.02246614,0.00035124,0.01981167,0.08951884
-5.68784392,0.16939564,0.04216169,0.03005862,0.02536018,0.00039728,0.02169340,0.08250876
-5.68184092,0.17364424,0.04699188,0.03040012,0.02871356,0.00044919,0.02377923,0.07675431
-5.67583792,0.18058313,0.05260704,0.03131549,0.03254267,0.00050712,0.02605587,0.07226690
-5.66983492,0.19021433,0.05903352,0.03281644,0.03686021,0.00057116,0.02850489,0.06903820
-5.66383192,0.20250600,0.06628885,0.03490910,0.04167431,0.00064128,0.03110290,0.06704235
-5.65782891,0.21739294,0.07438041,0.03759384,0.04698765,0.00071737,0.03382181,0.06623819
-5.65182591,0.23477697,0.08330403,0.04086492,0.05279656,0.00079924,0.03662933,0.06657131
-5.64582291,0.25452736,0.09304258,0.04471016,0.05909014,0.00088655,0.03948956,0.06797594
-5.63981991,0.27648136,0.10356479,0.04911043,0.06584944,0.00097887,0.04236373,0.07037665
-5.63381691,0.30044484,0.11482412,0.05403929,0.07304675,0.00107565,0.04521110,0.07368972
-5.62781391,0.32619323,0.12675794,0.05946250,0.08064501,0.00117623,0.04798990,0.07782445
-5.62181091,0.35347283,0.13928698,0.06533775,0.08859743,0.00127983,0.05065840,0.08268414
-5.61580790,0.38200266,0.15231524,0.07161441,0.09684736,0.00138557,0.05317593,0.08816711
-5.60980490,0.41147705,0.16573034,0.07823360,0.10532842,0.00149248,0.05550397,0.09416756
-5.60380190,0.44156894,0.17940441,0.08512840,0.11396499,0.00159952,0.05760719,0.10057646
-5.59779890,0.47193423,0.19319560,0.09222444,0.12267301,0.00170560,0.05945433,0.10728264
-5.59179590,0.50221704,0.20695014,0.09944078,0.13136122,0.00180957,0.06101907,0.11417386
-5.58579290,0.53205612,0.22050511,0.10669119,0.13993274,0.00191029,0.06228069,0.12113819
-5.57978989,0.56109220,0.23369180,0.11388575,0.14828710,0.00200664,0.06322465,0.12806551
-5.57378689,0.58897648,0.24633955,0.12093283,0.15632262,0.00209758,0.06384290,0.13484931
-5.56778389,0.61537982,0.25828018,0.12774142,0.16393912,0.00218212,0.06413413,0.14138863
-5.56178089,0.64000277,0.26935275,0.13422363,0.17104097,0.00225945,0.06410374,0.14759016
-5.55577789,0.66258595,0.27940855,0.14029747,0.17754032,0.00232891,0.06376379,0.15337051
-5.54977489,0.68292055,0.28831621,0.14588969,0.18336046,0.00239005,0.06313267,0.15865837
-5.54377189,0.70085872,0.29596668,0.15093861,0.18843926,0.00244269,0.06223478,0.16339680
-5.53776888,0.71632322,0.30227799,0.15539687,0.19273243,0.00248694,0.06110005,0.16754517
-5.53176588,0.72931607,0.30719949,0.15923384,0.19621662,0.00252322,0.05976341,0.17108092
-5.52576288,0.73992579,0.31071543,0.16243778,0.19889216,0.00255232,0.05826420,0.17400098
-5.51975988,0.74833260,0.31284777,0.16501745,0.20078528,0.00257539,0.05664564,0.17632267
-5.51375688,0.75481137,0.31365791,0.16700314,0.20194970,0.00259396,0.05495411,0.17808405
-5.50775388,0.75973191,0.31324739,0.16844706,0.20246751,0.00260996,0.05323865,0.17934368
-5.50175088,0.76355618,0.31175733,0.16942299,0.20244917,0.00262570,0.05155025,0.18017979
-5.49574787,0.76683236,0.30936663,0.17002510,0.20203259,0.00264383,0.04994127,0.18068862
-5.48974487,0.77018555,0.30628888,0.17036610,0.20138117,0.00266734,0.04846475,0.18098231
-5.48374187,0.77430512,0.30276806,0.17057448,0.20068092,0.00269948,0.04717377,0.18118599
-5.47773887,0.77992882,0.29907308,0.17079120,0.20013644,0.00274370,0.04612069,0.18143446
-5.47173587,0.78782393,0.29549125,0.17116557,0.19996603,0.00280361,0.04535639,0.18186833
-5.46573287,0.79876569,0.29232096,0.17185079,0.20039586,0.00288282,0.04492939,0.18262982
-5.45972986,0.81351369,0.28986363,0.17299896,0.20165345,0.00298492,0.04488494,0.18385844
-5.45372686,0.83278673,0.28841524,0.17475592,0.20396044,0.00311331,0.04526397,0.18568643
-5.44772386,0.85723695,0.28825770,0.17725603,0.20752513,0.00327109,0.04610210,0.18823447
-5.44172086,0.88742405,0.28965024,0.18061709,0.21253469,0.00346096,0.04742842,0.19160746
-5.43571786,0.92379052,0.29282128,0.18493552,0.21914767,0.00368511,0.04926446,0.19589075
-5.42971486,0.96663886,0.29796079,0.19028210,0.22748675,0.00394506,0.05162299,0.20114691
-5.42371186,1.01611180,0.30521368,0.19669838,0.23763227,0.00424162,0.05450702,0.20741306
-5.41770885,1.07217634,0.31467425,0.20419390,0.24961673,0.00457475,0.05790887,0.21469898
-5.41170585,1.13461274,0.32638209,0.21274440,0.26342061,0.00494354,0.06180944,0.22298599
-5.40570285,1.20300895,0.34031945,0.22229117,0.27896959,0.00534612,0.06617765,0.23222681
-5.39969985,1.27676128,0.35641038,0.23274147,0.29613372,0.00577972,0.07097032,0.24234612
-5.39369685,1.35508168,0.37452159,0.24397024,0.31472830,0.00624061,0.07613222,0.25324221
-5.38769385,1.43701173,0.39446516,0.25582289,0.33451688,0.00672423,0.08159666,0.26478929
-5.38169085,1.52144327,0.41600293,0.26811928,0.35521621,0.00722525,0.08728636,0.27684074
-5.37568784,1.60714521,0.43885263,0.28065867,0.37650311,0.00773768,0.09311487,0.28923296
-5.36968484,1.69279599,0.46269544,0.29322552,0.39802313,0.00825507,0.09898827,0.30178977
-5.36368184,1.77702038,0.48718476,0.30559594,0.41940067,0.00877064,0.10480734,0.31432732
-5.35767884,1.85842966,0.51195601,0.31754454,0.44025022,0.00927752,0.11047004,0.32665923
-5.35167584,1.93566357,0.53663693,0.32885150,0.46018838,0.00976892,0.11587421,0.33860180
-5.34567284,2.00743241,0.56085817,0.33930945,0.47884612,0.01023838,0.12092042,0.34997919
-5.33966983,2.07255767,0.58426374,0.34873003,0.49588074,0.01067997,0.12551500,0.36062838
-5.33366683,2.13000948,0.60652091,0.35694977,0.51098719,0.01108846,0.12957283,0.37040367
-5.32766383,2.17893921,0.62732916,0.36383513,0.52390805,0.01145949,0.13302012,0.37918066
-5.32166083,2.21870605,0.64642802,0.36928646,0.53444186,0.01178970,0.13579681,0.38685961
-5.31565783,2.24889622,0.66360333,0.37324074,0.54244944,0.01207685,0.13785862,0.39336793
-5.30965483,2.26933414,0.67869185,0.37567301,0.54785782,0.01231981,0.13917858,0.39866195
-5.30365183,2.28008519,0.69158411,0.37659653,0.55066182,0.01251861,0.13974807,0.40272778
-5.29764882,2.28144989,0.70222534,0.37606154,0.55092297,0.01267438,0.13957712,0.40558124
-5.29164582,2.27395006,0.71061470,0.37415288,0.54876609,0.01278926,0.13869425,0.40726710
-5.28564282,2.25830759,0.71680272,0.37098656,0.54437366,0.01286628,0.13714555,0.40785737
-5.27963982,2.23541700,0.72088737,0.36670537,0.53797814,0.01290920,0.13499322,0.40744901
-5.27363682,2.20631295,0.72300875,0.36147386,0.52985289,0.01292235,0.13231356,0.40616095
-5.26763382,2.17213442,0.72334285,0.35547290,0.52030195,0.01291039,0.12919451,0.40413056
-5.26163082,2.13408691,0.72209457,0.34889396,0.50964910,0.01287821,0.12573287,0.40150980
-5.25562781,2.09340429,0.71949035,0.34193341,0.49822700,0.01283065,0.12203115,0.39846099
-5.24962481,2.05131189,0.71577057,0.33478706,0.48636644,0.01277236,0.11819447,0.39515234
-5.24362181,2.00899179,0.71118214,0.32764501,0.47438645,0.01270768,0.11432732,0.39175346
-5.23761881,1.96755176,0.70597130,0.32068700,0.46258547,0.01264047,0.11053046,0.38843077
-5.23161581,1.92799831,0.70037699,0.31407836,0.45123383,0.01257405,0.10689807,0.38534300
-5.22561281,1.89121461,0.69462475,0.30796661,0.44056775,0.01251110,0.10351520,0.38263688
-5.21960980,1.85794345,0.68892136,0.30247865,0.43078496,0.01245366,0.10045560,0.38044304
-5.21360680,1.82877527,0.68345033,0.29771872,0.42204183,0.01240313,0.09777998,0.37887225
-5.20760380,1.80414113,0.67836808,0.29376686,0.41445208,0.01236026,0.09553483,0.37801211
-5.20160080,1.78431026,0.67380105,0.29067805,0.40808684,0.01232523,0.09375168,0.37792422
-5.19559780,1.76939181,0.66984366,0.28848191,0.40297586,0.01229766,0.09244685,0.37864207
-5.18959480,1.75934024,0.66655701,0.28718277,0.39910975,0.01227672,0.09162180,0.38016953
-5.18359180,1.75396398,0.66396857,0.28676044,0.39644296,0.01226118,0.09126381,0.38248024
-5.17758879,1.75293674,0.66207253,0.28717119,0.39489737,0.01224950,0.09134707,0.38551785
-5.17158579,1.75581118,0.66083111,0.28834933,0.39436624,0.01223988,0.09183424,0.38919718
-5.16558279,1.76203447,0.66017652,0.29020910,0.39471838,0.01223031,0.09267807,0.39340637
-5.15957979,1.77096535,0.66001373,0.29264703,0.39580249,0.01221869,0.09382343,0.39800991
-5.15357679,1.78189255,0.66022390,0.29554458,0.39745143,0.01220281,0.09520927,0.40285258
-5.14757379,1.79405404,0.66066843,0.29877125,0.39948654,0.01218046,0.09677078,0.40776420
-5.14157079,1.80665706,0.66119351,0.30218788,0.40172182,0.01214943,0.09844141,0.41256488
-5.13556778,1.81889831,0.66163502,0.30565032,0.40396804,0.01210757,0.10015483,0.41707086
-5.12956478,1.82998428,0.66182373,0.30901316,0.40603673,0.01205281,0.10184678,0.42110048
-5.12356178,1.83915098,0.66159060,0.31213360,0.40774400,0.01198322,0.10345664,0.42448011
-5.11755878,1.84568281,0.66077188,0.31487528,0.40891427,0.01189703,0.10492880,0.42704989
-5.11155578,1.84893010,0.65921413,0.31711193,0.40938376,0.01179269,0.10621378,0.42866890
-5.10555278,1.84832467,0.65677866,0.31873070,0.40900376,0.01166889,0.10726906,0.42921957
-5.09954977,1.84339307,0.65334551,0.31963512,0.40764367,0.01152460,0.10805956,0.42861121
-5.09354677,1.83376707,0.64881664,0.31974751,0.40519358,0.01135912,0.10855798,0.42678245
-5.08754377,1.81919088,0.64311839,0.31901066,0.40156646,0.01117210,0.10874475,0.42370245
-5.08154077,1.79952505,0.63620303,0.31738897,0.39669991,0.01096359,0.10860787,0.41937102
-5.07553777,1.77474675,0.62804942,0.31486863,0.39055723,0.01073403,0.10814245,0.41381748
-5.06953477,1.74494655,0.61866276,0.31145725,0.38312795,0.01048427,0.10735015,0.40709848
-5.06353177,1.71032178,0.60807355,0.30718257,0.37442765,0.01021557,0.10623851,0.39929488
-5.05752876,1.67116678,0.59633574,0.30209065,0.36449716,0.00992960,0.10482018,0.39050789
-5.05152576,1.62786062,0.58352424,0.29624345,0.35340106,0.00962836,0.10311207,0.38085463
-5.04552276,1.58085250,0.56973191,0.28971591,0.34122564,0.00931418,0.10113458,0.37046339
-5.03951976,1.53064586,0.55506613,0.28259278,0.32807628,0.00898965,0.09891074,0.35946890
-5.03351676,1.47778148,0.53964515,0.27496532,0.31407440,0.00865754,0.09646548,0.34800755
-5.02751376,1.42282059,0.52359430,0.26692791,0.29935410,0.00832073,0.09382492,0.33621315
-5.02151076,1.36632830,0.50704230,0.25857488,0.28405861,0.00798214,0.09101570,0.32421309
-5.01550775,1.30885827,0.49011763,0.24999752,0.26833662,0.00764462,0.08806445,0.31212510
-5.00950475,1.25093884,0.47294527,0.24128152,0.25233868,0.00731088,0.08499732,0.30005480
-5.00350175,1.19306126,0.45564373,0.23250485,0.23621379,0.00698343,0.08183953,0.28809395
-4.99749875,1.13567018,0.43832253,0.22373614,0.22010622,0.00666447,0.07861509,0.27631946
-4.99149575,1.07915661,0.42108019,0.21503356,0.20415272,0.00635587,0.07534651,0.26479315
-4.98549275,1.02385336,0.40400273,0.20644427,0.18848014,0.00605910,0.07205465,0.25356208
-4.97948974,0.97003304,0.38716266,0.19800440,0.17320349,0.00577524,0.06875853,0.24265958
-4.97348674,0.91790828,0.37061863,0.18973943,0.15842452,0.00550491,0.06547530,0.23210660
-4.96748374,0.86763410,0.35441547,0.18166502,0.14423073,0.00524834,0.06222021,0.22191351
-4.96148074,0.81931202,0.33858479,0.17378815,0.13069491,0.00500534,0.05900657,0.21208210
-4.95547774,0.77299564,0.32314600,0.16610853,0.11787504,0.00477538,0.05584588,0.20260772
-4.94947474,0.72869727,0.30810773,0.15862010,0.10581459,0.00455763,0.05274787,0.19348145
-4.94347174,0.68639527,0.29346954,0.15131273,0.09454315,0.00435098,0.04972062,0.18469220
-4.93746873,0.64604171,0.27922382,0.14417381,0.08407733,0.00415417,0.04677074,0.17622865
-4.93146573,0.60757007,0.26535791,0.13718983,0.07442184,0.00396583,0.04390351,0.16808100
-4.92546273,0.57090252,0.25185617,0.13034778,0.06557071,0.00378455,0.04112303,0.16024241
-4.91945973,0.53595662,0.23870206,0.12363644,0.05750865,0.00360895,0.03843247,0.15271013
-4.91345673,0.50265123,0.22588004,0.11704730,0.05021239,0.00343775,0.03583422,0.14548629
-4.90745373,0.47091137,0.21337725,0.11057542,0.04365203,0.00326983,0.03333002,0.13857829
-4.90145073,0.44067194,0.20118490,0.10421982,0.03779240,0.00310423,0.03092121,0.13199882
-4.89544772,0.41188028,0.18929927,0.09798377,0.03259424,0.00294024,0.02860879,0.12576550
-4.88944472,0.38449756,0.17772241,0.09187467,0.02801541,0.00277739,0.02639357,0.11990019
-4.88344172,0.35849896,0.16646227,0.08590382,0.02401195,0.00261545,0.02427623,0.11442793
-4.87743872,0.33387293,0.15553263,0.08008590,0.02053894,0.00245442,0.02225740,0.10937564
-4.87143572,0.31061944,0.14495247,0.07443830,0.01755139,0.00229454,0.02033764,0.10477063
-4.86543272,0.28874762,0.13474514,0.06898034,0.01500486,0.00213623,0.01851748,0.10063890
-4.85942971,0.26827285,0.12493722,0.06373240,0.01285606,0.00198009,0.01679732,0.09700346
-4.85342671,0.24921359,0.11555720,0.05871503,0.01106330,0.00182682,0.01517746,0.09388262
-4.84742371,0.23158816,0.10663410,0.05394809,0.00958681,0.00167723,0.01365797,0.09128847
-4.84142071,0.21541172,0.09819603,0.04944994,0.00838904,0.00153216,0.01223867,0.08922549
-4.83541771,0.20069353,0.09026884,0.04523676,0.00743476,0.00139246,0.01091902,0.08768955
-4.82941471,0.18743489,0.08287500,0.04132197,0.00669123,0.00125893,0.00969811,0.08666718
-4.82341171,0.17562757,0.07603260,0.03771588,0.00612823,0.00113235,0.00857456,0.08613537
-4.81740870,0.16525319,0.06975469,0.03442544,0.00571801,0.00101339,0.00754655,0.08606178
-4.81140570,0.15628320,0.06404886,0.03145421,0.00543534,0.00090260,0.00661176,0.08640539
-4.80540270,0.14867973,0.05891720,0.02880247,0.00525739,0.00080046,0.00576742,0.08711771
-4.79939970,0.14239711,0.05435651,0.02646752,0.00516369,0.00070731,0.00501032,0.08814429
-4.79339670,0.13738399,0.05035876,0.02444406,0.00513606,0.00062336,0.00433687,0.08942673
-4.78739370,0.13358580,0.04691181,0.02272471,0.00515853,0.00054874,0.00374314,0.09090481
-4.78139070,0.13094759,0.04400027,0.02130053,0.00521724,0.00048346,0.00322501,0.09251890
-4.77538769,0.12941677,0.04160645,0.02016161,0.00530044,0.00042744,0.00277817,0.09421232
-4.76938469,0.12894581,0.03971135,0.01929762,0.00539833,0.00038054,0.00239827,0.09593372
-4.76338169,0.12949448,0.03829557,0.01869832,0.00550307,0.00034256,0.00208098,0.09763910
-4.75737869,0.13103156,0.03734013,0.01835395,0.00560866,0.00031323,0.00182209,0.09929362
-4.75137569,0.13353598,0.03682717,0.01825555,0.00571092,0.00029228,0.00161760,0.10087295
-4.74537269,0.13699701,0.03674034,0.01839515,0.00580741,0.00027939,0.00146377,0.10236404
-4.73936968,0.14141378,0.03706505,0.01876577,0.00589733,0.00027424,0.00135720,0.10376544
-4.73336668,0.14679390,0.03778850,0.01936142,0.00598150,0.00027650,0.00129489,0.10508693
-4.72736368,0.15315138,0.03889940,0.02017680,0.00606225,0.00028582,0.00127429,0.10634868
-4.72136068,0.16050398,0.04038760,0.02120709,0.00614336,0.00030187,0.00129332,0.10757989
-4.71535768,0.16887009,0.04224350,0.02244749,0.00623001,0.00032428,0.00135046,0.10881694
-4.70935468,0.17826544,0.04445745,0.02389291,0.00632871,0.00035270,0.00144476,0.11010139
-4.70335168,0.18869987,0.04701907,0.02553746,0.00644728,0.00038676,0.00157589,0.11147763
-4.69734867,0.20017443,0.04991664,0.02737418,0.00659481,0.00042609,0.00174420,0.11299065
-4.69134567,0.21267901,0.05313663,0.02939465,0.00678169,0.00047029,0.00195079,0.11468388
-4.68534267,0.22619076,0.05666341,0.03158889,0.00701961,0.00051897,0.00219755,0.11659727
-4.67933967,0.24067354,0.06047917,0.03394527,0.00732162,0.00057172,0.00248728,0.11876581
-4.67333667,0.25607833,0.06456412,0.03645058,0.00770223,0.00062814,0.00282377,0.12121847
-4.66733367,0.27234492,0.06889699,0.03909033,0.00817745,0.00068784,0.00321188,0.12397770
-4.66133067,0.28940449,0.07345576,0.04184914,0.00876489,0.00075044,0.00365766,0.12705951
-4.65532766,0.30718332,0.07821870,0.04471121,0.00948387,0.00081561,0.00416846,0.13047402
-4.64932466,0.32560712,0.08316550,0.04766100,0.01035543,0.00088306,0.00475299,0.13422655
-4.64332166,0.34460586,0.08827866,0.05068388,0.01140238,0.00095256,0.00542141,0.13831907
-4.63731866,0.36411873,0.09354476,0.05376680,0.01264920,0.00102397,0.00618543,0.14275182
-4.63131566,0.38409881,0.09895581,0.05689889,0.01412196,0.00109724,0.00705826,0.14752513
-4.62531266,0.40451720,0.10451031,0.06007206,0.01584804,0.00117242,0.00805468,0.15264108
-4.61930965,0.42536610,0.11021419,0.06328130,0.01785582,0.00124967,0.00919093,0.15810502
-4.61330665,0.44666061,0.11608127,0.06652487,0.02017419,0.00132927,0.01048463,0.16392662
-4.60730365,0.46843905,0.12213343,0.06980428,0.02283198,0.00141160,0.01195462,0.17012051
-4.60130065,0.49076159,0.12840028,0.07312397,0.02585721,0.00149716,0.01362078,0.17670624
-4.59529765,0.51370715,0.13491836,0.07649079,0.02927632,0.00158652,0.01550372,0.18370772
-4.58929465,0.53736877,0.14172992,0.07991324,0.03311319,0.00168034,0.01762449,0.19115191
-4.58329165,0.56184753,0.14888124,0.08340051,0.03738821,0.00177930,0.02000422,0.19906700
-4.57728864,0.58724532,0.15642068,0.08696144,0.04211725,0.00188410,0.02266372,0.20748009
-4.57128564,0.61365702,0.16439638,0.09060331,0.04731068,0.00199545,0.02562300,0.21641445
-4.56528264,0.64116233,0.17285393,0.09433071,0.05297239,0.00211399,0.02890085,0.22588662
-4.55927964,0.66981793,0.18183388,0.09814446,0.05909902,0.00224026,0.03251432,0.23590350
-4.55327664,0.69965030,0.19136943,0.10204067,0.06567920,0.00237473,0.03647822,0.24645953
-4.54727364,0.73064977,0.20148427,0.10601006,0.07269310,0.00251768,0.04080461,0.25753435
-4.54127064,0.76276609,0.21219070,0.11003747,0.08011215,0.00266925,0.04550228,0.26909083
-4.53526763,0.79590590,0.22348810,0.11410175,0.08789901,0.00282940,0.05057629,0.28107389
-4.52926463,0.82993208,0.23536185,0.11817601,0.09600779,0.00299787,0.05602739,0.29340997
-4.52326163,0.86466531,0.24778264,0.12222810,0.10438462,0.00317423,0.06185160,0.30600738
-4.51725863,0.89988738,0.26070624,0.12622149,0.11296841,0.00335783,0.06803971,0.31875742
-4.51125563,0.93534638,0.27407362,0.13011636,0.12169185,0.00354785,0.07457684,0.33153637
-4.50525263,0.97076321,0.28781154,0.13387094,0.13048267,0.00374329,0.08144200,0.34420803
-4.49924962,1.00583908,0.30183335,0.13744292,0.13926501,0.00394302,0.08860773,0.35662700
-4.49324662,1.04026358,0.31604011,0.14079096,0.14796096,0.00414578,0.09603977,0.36864226
-4.48724362,1.07372282,0.33032186,0.14387614,0.15649210,0.00435022,0.10369682,0.38010107
-4.48124062,1.10590725,0.34455908,0.14666326,0.16478108,0.00455495,0.11153037,0.39085290
-4.47523762,1.13651862,0.35862419,0.14912202,0.17275313,0.00475852,0.11948468,0.40075334
-4.46923462,1.16527598,0.37238320,0.15122785,0.18033746,0.00495953,0.12749694,0.40966763
-4.46323162,1.19192036,0.38569735,0.15296253,0.18746850,0.00515655,0.13549753,0.41747387
-4.45722861,1.21621801,0.39842486,0.15431443,0.19408697,0.00534824,0.14341062,0.42406569
-4.45122561,1.23796234,0.41042277,0.15527847,0.20014072,0.00553329,0.15115488,0.42935433
-4.44522261,1.25697462,0.42154885,0.15585576,0.20558534,0.00571048,0.15864457,0.43327004
-4.43921961,1.27310357,0.43166364,0.15605298,0.21038456,0.00587864,0.16579079,0.43576291
-4.43321661,1.28622428,0.44063267,0.15588156,0.21451042,0.00603670,0.17250310,0.43680303
-4.42721361,1.29623665,0.44832872,0.15535675,0.21794325,0.00618362,0.17869132,0.43638015
-4.42121061,1.30306386,0.45463436,0.15449654,0.22067152,0.00631846,0.18426755,0.43450279
-4.41520760,1.30665101,0.45944446,0.15332068,0.22269152,0.00644028,0.18914841,0.43119707
-4.40920460,1.30696436,0.46266881,0.15184973,0.22400702,0.00654822,0.19325733,0.42650521
-4.40320160,1.30399139,0.46423471,0.15010427,0.22462880,0.00664142,0.19652689,0.42048389
-4.39719860,1.29774169,0.46408946,0.14810429,0.22457428,0.00671907,0.19890111,0.41320252
-4.39119560,1.28824883,0.46220260,0.14586884,0.22386715,0.00678039,0.20033755,0.40474162
-4.38519260,1.27557311,0.45856787,0.14341586,0.22253701,0.00682462,0.20080922,0.39519119
-4.37918959,1.25980497,0.45320470,0.14076229,0.22061913,0.00685108,0.20030606,0.38464929
-4.37318659,1.24106876,0.44615919,0.13792443,0.21815431,0.00685918,0.19883608,0.37322076
-4.36718359,1.21952669,0.43750446,0.13491841,0.21518869,0.00684840,0.19642592,0.36101612
-4.36118059,1.19538228,0.42734028,0.13176083,0.21177376,0.00681840,0.19312091,0.34815060
-4.35517759,1.16888321,0.41579200,0.12846944,0.20796622,0.00676901,0.18898451,0.33474332
-4.34917459,1.14032288,0.40300871,0.12506384,0.20382790,0.00670026,0.18409720,0.32091649
-4.34317159,1.11004046,0.38916067,0.12156609,0.19942555,0.00661246,0.17855475,0.30679463
-4.33716858,1.07841912,0.37443608,0.11800118,0.19483052,0.00650618,0.17246597,0.29250376
-4.33116558,1.04588212,0.35903726,0.11439731,0.19011824,0.00638231,0.16595009,0.27817044
-4.32516258,1.01288682,0.34317626,0.11078594,0.18536746,0.00624202,0.15913364,0.26392074
-4.31915958,0.97991648,0.32707024,0.10720155,0.18065926,0.00608684,0.15214719,0.24987893
-4.31315658,0.94747009,0.31093651,0.10368114,0.17607581,0.00591857,0.14512186,0.23616607
-4.30715358,0.91605055,0.29498763,0.10026347,0.17169884,0.00573928,0.13818590,0.22289838
