energy_ev,total_up,Mo_p_up,Mo_d_up,S_s_up,S_p_up,Sb_p_up,Sb_d_up
-6.00000000,0.89034968,0.38582033,0.41756114,0.00184880,0.05180305,0.41685288,0.00541265
-5.99399700,0.88306474,0.37918107,0.41712658,0.00188951,0.04800409,0.41300910,0.00544488
-5.98799400,0.87555878,0.37285894,0.41637364,0.00192228,0.04486770,0.40893381,0.00545840
-5.98199100,0.86803904,0.36696805,0.41536361,0.00194670,0.04244515,0.40473980,0.00545397
-5.97598799,0.86077314,0.36164524,0.41418953,0.00196253,0.04078859,0.40056565,0.00543291
-5.96998499,0.85409153,0.35705069,0.41297811,0.00196972,0.03995117,0.39657676,0.00539705
-5.96398199,0.84838781,0.35336774,0.41189052,0.00196842,0.03998692,0.39296537,0.00534873
-5.95797899,0.84411640,0.35080164,0.41112173,0.00195895,0.04095047,0.38994940,0.00529074
-5.95197599,0.84178684,0.34957697,0.41089823,0.00194188,0.04289653,0.38776991,0.00522626
-5.94597299,0.84195457,0.34993351,0.41147376,0.00191792,0.04587890,0.38668688,0.00515879
-5.93996998,0.84520766,0.35212054,0.41312323,0.00188798,0.04994912,0.38697335,0.00509207
-5.93396698,0.85214978,0.35638938,0.41613451,0.00185311,0.05515452,0.38890789,0.00502996
-5.92796398,0.86337945,0.36298442,0.42079848,0.00181448,0.06153600,0.39276544,0.00497635
-5.92196098,0.87946613,0.37213276,0.42739747,0.00177334,0.06912519,0.39880681,0.00493498
-5.91595798,0.90092391,0.38403279,0.43619245,0.00173096,0.07794144,0.40726712,0.00490937
-5.90995498,0.92818379,0.39884216,0.44740952,0.00168864,0.08798849,0.41834371,0.00490265
-5.90395198,0.96156571,0.41666563,0.46122624,0.00164758,0.09925116,0.43218389,0.00491744
-5.89794897,1.00125181,0.43754348,0.47775850,0.00160892,0.11169213,0.44887328,0.00495570
-5.89194597,1.04726215,0.46144102,0.49704855,0.00157362,0.12524913,0.46842524,0.00501868
-5.88594297,1.09943458,0.48823992,0.51905492,0.00154250,0.13983255,0.49077215,0.00510676
-5.87993997,1.15741000,0.51773206,0.54364501,0.00151614,0.15532401,0.51575901,0.00521942
-5.87393697,1.22062427,0.54961626,0.57059064,0.00149490,0.17157567,0.54314004,0.00535522
-5.86793397,1.28830779,0.58349857,0.59956742,0.00147888,0.18841082,0.57257856,0.00551177
-5.86193097,1.35949338,0.61889627,0.63015782,0.00146795,0.20562557,0.60365056,0.00568576
-5.85592796,1.43303274,0.65524582,0.66185851,0.00146172,0.22299189,0.63585198,0.00587306
-5.84992496,1.50762132,0.69191458,0.69409145,0.00145958,0.24026183,0.66860970,0.00606881
-5.84392196,1.58183104,0.72821622,0.72621888,0.00146073,0.25717301,0.70129592,0.00626755
-5.83791896,1.65414983,0.76342914,0.75756135,0.00146420,0.27345506,0.73324549,0.00646339
-5.83191596,1.72302641,0.79681737,0.78741839,0.00146890,0.28883688,0.76377555,0.00665022
-5.82591296,1.78691876,0.82765318,0.81509081,0.00147366,0.30305443,0.79220669,0.00682188
-5.81990995,1.84434399,0.85524028,0.83990377,0.00147730,0.31585875,0.81788473,0.00697242
-5.81390695,1.89392761,0.87893674,0.86122961,0.00147865,0.32702382,0.84020217,0.00709625
-5.80790395,1.93444985,0.89817668,0.87850934,0.00147662,0.33635388,0.85861832,0.00718839
-5.80190095,1.96488708,0.91248946,0.89127186,0.00147023,0.34368999,0.87267724,0.00724463
-5.79589795,1.98444623,0.92151580,0.89915011,0.00145866,0.34891537,0.88202260,0.00726167
-5.78989495,1.99259097,0.92501997,0.90189325,0.00144127,0.35195942,0.88640889,0.00723726
-5.78389195,1.98905818,0.92289743,0.89937457,0.00141764,0.35280009,0.88570839,0.00717028
-5.77788894,1.97386450,0.91517786,0.89159470,0.00138756,0.35146460,0.87991381,0.00706075
-5.77188594,1.94730250,0.90202320,0.87868009,0.00135106,0.34802847,0.86913640,0.00690989
-5.76588294,1.90992713,0.88372125,0.86087706,0.00130837,0.34261289,0.85359989,0.00671999
-5.75987994,1.86253340,0.86067488,0.83854173,0.00125997,0.33538065,0.83363057,0.00649441
-5.75387694,1.80612644,0.83338777,0.81212643,0.00120649,0.32653076,0.80964426,0.00623742
-5.74787394,1.74188582,0.80244729,0.78216358,0.00114875,0.31629214,0.78213075,0.00595408
-5.74187094,1.67112587,0.76850532,0.74924754,0.00108771,0.30491659,0.75163669,0.00565008
-5.73586793,1.59525405,0.73225818,0.71401567,0.00102442,0.29267140,0.71874768,0.00533156
-5.72986493,1.51572925,0.69442624,0.67712934,0.00096001,0.27983190,0.68407061,0.00500494
-5.72386193,1.43402179,0.65573439,0.63925568,0.00089564,0.26667430,0.64821672,0.00467678
-5.71785893,1.35157672,0.61689380,0.60105085,0.00083249,0.25346894,0.61178631,0.00435356
-5.71185593,1.26978146,0.57858571,0.56314541,0.00077170,0.24047427,0.57535555,0.00404160
-5.70585293,1.18993878,0.54144765,0.52613204,0.00071439,0.22793157,0.53946559,0.00374689
-5.69984992,1.11324538,0.50606232,0.49055590,0.00066159,0.21606065,0.50461430,0.00347499
-5.69384692,1.04077620,0.47294906,0.45690774,0.00061426,0.20505635,0.47125050,0.00323096
-5.68784392,0.97347413,0.44255802,0.42561935,0.00057323,0.19508600,0.43977063,0.00301927
-5.68184092,0.91214449,0.41526665,0.39706138,0.00053928,0.18628753,0.41051742,0.00284378
-5.67583792,0.85745353,0.39137827,0.37154287,0.00051301,0.17876847,0.38378024,0.00270770
-5.66983492,0.80993000,0.37112220,0.34931231,0.00049496,0.17260540,0.35979671,0.00261355
-5.66383192,0.76996883,0.35465527,0.33055949,0.00048551,0.16784395,0.33875500,0.00256321
-5.65782891,0.73783598,0.34206411,0.31541796,0.00048494,0.16449919,0.32079648,0.00255784
-5.65182591,0.71367375,0.33336803,0.30396749,0.00049339,0.16255636,0.30601826,0.00259795
-5.64582291,0.69750588,0.32852212,0.29623639,0.00051089,0.16197193,0.29447535,0.00268335
-5.63981991,0.68924198,0.32742052,0.29220333,0.00053733,0.16267484,0.28618219,0.00281318
-5.63381691,0.68868127,0.32989963,0.29179870,0.00057249,0.16456816,0.28111360,0.00298592
-5.62781391,0.69551558,0.33574138,0.29490544,0.00061600,0.16753095,0.27920492,0.00319937
-5.62181091,0.70933187,0.34467662,0.30135947,0.00066737,0.17142057,0.28035176,0.00345065
-5.61580790,0.72961484,0.35638875,0.31094998,0.00072596,0.17607534,0.28440931,0.00373623
-5.60980490,0.75574997,0.37051773,0.32341983,0.00079101,0.18131762,0.29119177,0.00405195
-5.60380190,0.78702783,0.38666482,0.33846635,0.00086162,0.18695740,0.30047189,0.00439301
-5.59779890,0.82265005,0.40439805,0.35574294,0.00093676,0.19279620,0.31198132,0.00475403
-5.59179590,0.86173767,0.42325858,0.37486168,0.00101528,0.19863149,0.32541180,0.00512915
-5.58579290,0.90334216,0.44276819,0.39539732,0.00109593,0.20426127,0.34041766,0.00551201
-5.57978989,0.94645940,0.46243767,0.41689276,0.00117738,0.20948891,0.35661967,0.00589594
-5.57378689,0.99004668,0.48177614,0.43886605,0.00125820,0.21412801,0.37361056,0.00627402
-5.56778389,1.03304248,0.50030120,0.46081908,0.00133693,0.21800712,0.39096201,0.00663922
-5.56178089,1.07438865,0.51754941,0.48224755,0.00141213,0.22097417,0.40823313,0.00698455
-5.55577789,1.11305443,0.53308707,0.50265222,0.00148234,0.22290039,0.42498024,0.00730324
-5.54977489,1.14806134,0.54652069,0.52155083,0.00154616,0.22368357,0.44076751,0.00758887
-5.54377189,1.17850813,0.55750680,0.53849054,0.00160231,0.22325059,0.45517823,0.00783554
-5.53776888,1.20359474,0.56576075,0.55306001,0.00164962,0.22155895,0.46782611,0.00803805
-5.53176588,1.22264407,0.57106399,0.56490095,0.00168707,0.21859735,0.47836617,0.00819203
-5.52576288,1.23512077,0.57326951,0.57371835,0.00171384,0.21438533,0.48650471,0.00829406
-5.51975988,1.24064584,0.57230521,0.57928891,0.00172934,0.20897176,0.49200782,0.00834178
-5.51375688,1.23900652,0.56817486,0.58146736,0.00173320,0.20243258,0.49470810,0.00833395
-5.50775388,1.23016077,0.56095671,0.58019023,0.00172528,0.19486764,0.49450911,0.00827048
-5.50175088,1.21423606,0.55079963,0.57547672,0.00170570,0.18639685,0.49138746,0.00815243
-5.49574787,1.19152257,0.53791697,0.56742690,0.00167483,0.17715594,0.48539218,0.00798200
-5.48974487,1.16246076,0.52257838,0.55621694,0.00163327,0.16729178,0.47664169,0.00776239
-5.48374187,1.12762417,0.50509988,0.54209177,0.00158181,0.15695774,0.46531821,0.00749776
-5.47773887,1.08769795,0.48583263,0.52535549,0.00152145,0.14630901,0.45166000,0.00719304
-5.47173587,1.04345416,0.46515085,0.50635980,0.00145330,0.13549826,0.43595190,0.00685383
-5.46573287,0.99572499,0.44343940,0.48549126,0.00137863,0.12467167,0.41851439,0.00648617
-5.45972986,0.94537501,0.42108157,0.46315767,0.00129875,0.11396554,0.39969191,0.00609638
-5.45372686,0.89327367,0.39844757,0.43977438,0.00121504,0.10350352,0.37984084,0.00569090
-5.44772386,0.84026926,0.37588404,0.41575108,0.00112883,0.09339450,0.35931784,0.00527608
-5.44172086,0.78716527,0.35370532,0.39147960,0.00104146,0.08373122,0.33846883,0.00485806
-5.43571786,0.73470028,0.33218632,0.36732324,0.00095417,0.07458965,0.31761936,0.00444259
-5.42971486,0.68353169,0.31155765,0.34360803,0.00086811,0.06602889,0.29706651,0.00403493
-5.42371186,0.63422417,0.29200284,0.32061617,0.00078430,0.05809180,0.27707271,0.00363974
-5.41770885,0.58724283,0.27365771,0.29858183,0.00070364,0.05080606,0.25786166,0.00326103
-5.41170585,0.54295105,0.25661194,0.27768934,0.00062686,0.04418567,0.23961634,0.00290215
-5.40570285,0.50161295,0.24091245,0.25807369,0.00055455,0.03823278,0.22247912,0.00256572
-5.39969985,0.46339982,0.22656851,0.23982313,0.00048714,0.03293970,0.20655374,0.00225367
-5.39369685,0.42840009,0.21355805,0.22298354,0.00042493,0.02829107,0.19190906,0.00196732
-5.38769385,0.39663197,0.20183509,0.20756436,0.00036806,0.02426604,0.17858407,0.00170737
-5.38169085,0.36805808,0.19133754,0.19354546,0.00031656,0.02084035,0.16659398,0.00147400
-5.37568784,0.34260099,0.18199529,0.18088472,0.00027035,0.01798838,0.15593694,0.00126697
-5.36968484,0.32015917,0.17373800,0.16952576,0.00022926,0.01568491,0.14660089,0.00108564
-5.36368184,0.30062220,0.16650230,0.15940546,0.00019304,0.01390672,0.13857036,0.00092913
-5.35767884,0.28388474,0.16023806,0.15046094,0.00016140,0.01263388,0.13183268,0.00079635
-5.35167584,0.26985849,0.15491349,0.14263561,0.00013400,0.01185075,0.12638337,0.00068610
-5.34567284,0.25848184,0.15051882,0.13588410,0.00011046,0.01154666,0.12223042,0.00059712
-5.33966983,0.24972655,0.14706850,0.13017585,0.00009041,0.01171627,0.11939725,0.00052817
-5.33366683,0.24360146,0.14460168,0.12549727,0.00007348,0.01235954,0.11792424,0.00047805
-5.32766383,0.24015306,0.14318113,0.12185246,0.00005929,0.01348142,0.11786868,0.00044566
-5.32166083,0.23946288,0.14289061,0.11926245,0.00004751,0.01509118,0.11930317,0.00043000
-5.31565783,0.24164197,0.14383066,0.11776310,0.00003780,0.01720142,0.12231259,0.00043017
-5.30965483,0.24682267,0.14611319,0.11740180,0.00002986,0.01982676,0.12698958,0.00044539
-5.30365183,0.25514804,0.14985490,0.11823314,0.00002342,0.02298235,0.13342886,0.00047498
-5.29764882,0.26675948,0.15516992,0.12031377,0.00001824,0.02668203,0.14172056,0.00051833
-5.29164582,0.28178298,0.16216188,0.12369674,0.00001411,0.03093645,0.15194277,0.00057486
-5.28564282,0.30031476,0.17091572,0.12842556,0.00001083,0.03575100,0.16415380,0.00064402
-5.27963982,0.32240675,0.18148966,0.13452827,0.00000826,0.04112378,0.17838425,0.00072521
-5.27363682,0.34805282,0.19390766,0.14201183,0.00000627,0.04704360,0.19462946,0.00081776
-5.26763382,0.37717626,0.20815261,0.15085707,0.00000472,0.05348811,0.21284267,0.00092091
-5.26163082,0.40961933,0.22416077,0.16101453,0.00000355,0.06042232,0.23292925,0.00103373
-5.25562781,0.44513544,0.24181768,0.17240135,0.00000266,0.06779733,0.25474236,0.00115516
-5.24962481,0.48338454,0.26095579,0.18489960,0.00000201,0.07554958,0.27808042,0.00128393
-5.24362181,0.52393227,0.28135414,0.19835591,0.00000153,0.08360071,0.30268662,0.00141859
-5.23761881,0.56625308,0.30274014,0.21258291,0.00000121,0.09185791,0.32825071,0.00155750
-5.23161581,0.60973768,0.32479362,0.22736220,0.00000101,0.10021496,0.35441319,0.00169884
-5.22561281,0.65370468,0.34715305,0.24244905,0.00000092,0.10855400,0.38077186,0.00184066
-5.21960980,0.69741634,0.36942393,0.25757872,0.00000093,0.11674783,0.40689072,0.00198091
-5.21360680,0.74009808,0.39118900,0.27247417,0.00000103,0.12466289,0.43231100,0.00211749
-5.20760380,0.78096111,0.41202007,0.28685506,0.00000125,0.13216267,0.45656387,0.00224833
-5.20160080,0.81922750,0.43149103,0.30044772,0.00000158,0.13911160,0.47918463,0.00237146
-5.19559780,0.85415672,0.44919153,0.31299568,0.00000206,0.14537912,0.49972759,0.00248509
