energy_ev,total_up,Ge_p_up,Ge_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.83191596,0.24330965,0.08331923,0.00000000,0.00119807,0.07218915,0.02843825,0.05546477
-5.82591296,0.25959169,0.08895787,0.00000000,0.00136287,0.07672635,0.03151195,0.05958869
-5.81990995,0.27593991,0.09463692,0.00000000,0.00154814,0.08121176,0.03486746,0.06382661
-5.81390695,0.29234370,0.10035554,0.00000000,0.00175578,0.08563479,0.03852805,0.06818596
-5.80790395,0.30881394,0.10612047,0.00000000,0.00198762,0.08999159,0.04251659,0.07267836
-5.80190095,0.32538240,0.11194582,0.00000000,0.00224536,0.09428516,0.04685435,0.07731913
-5.79589795,0.34209965,0.11785225,0.00000000,0.00253049,0.09852496,0.05155968,0.08212645
-5.78989495,0.35903140,0.12386579,0.00000000,0.00284421,0.10272605,0.05664650,0.08712020
-5.78389195,0.37625347,0.13001597,0.00000000,0.00318728,0.10690790,0.06212266,0.09232042
-5.77788894,0.39384544,0.13633361,0.00000000,0.00356001,0.11109267,0.06798831,0.09774558
-5.77188594,0.41188336,0.14284828,0.00000000,0.00396211,0.11530332,0.07423431,0.10341064
-5.76588294,0.43043190,0.14958546,0.00000000,0.00439263,0.11956141,0.08084084,0.10932503
-5.75987994,0.44953621,0.15656372,0.00000000,0.00484993,0.12388482,0.08777615,0.11549068
-5.75387694,0.46921415,0.16379188,0.00000000,0.00533159,0.12828556,0.09499581,0.12190017
-5.74787394,0.48944932,0.17126656,0.00000000,0.00583444,0.13276765,0.10244228,0.12853521
-5.74187094,0.51018523,0.17897001,0.00000000,0.00635453,0.13732537,0.11004506,0.13536547
-5.73586793,0.53132117,0.18686857,0.00000000,0.00688723,0.14194192,0.11772134,0.14234785
-5.72986493,0.55271007,0.19491184,0.00000000,0.00742724,0.14658858,0.12537728,0.14942642
-5.72386193,0.57415859,0.20303254,0.00000000,0.00796875,0.15122447,0.13290989,0.15653280
-5.71785893,0.59542941,0.21114723,0.00000000,0.00850553,0.15579695,0.14020930,0.16358732
-5.71185593,0.61624601,0.21915782,0.00000000,0.00903110,0.16024263,0.14716169,0.17050063
-5.70585293,0.63629945,0.22695382,0.00000000,0.00953888,0.16448900,0.15365240,0.17717592
-5.69984992,0.65525711,0.23441531,0.00000000,0.01002239,0.16845664,0.15956936,0.18351155
-5.69384692,0.67277292,0.24141643,0.00000000,0.01047540,0.17206175,0.16480658,0.18940399
-5.68784392,0.68849856,0.24782924,0.00000000,0.01089211,0.17521917,0.16926751,0.19475103
-5.68184092,0.70209525,0.25352786,0.00000000,0.01126731,0.17784540,0.17286823,0.19945498
-5.67583792,0.71324540,0.25839254,0.00000000,0.01159646,0.17986176,0.17554022,0.20342572
-5.66983492,0.72166378,0.26231365,0.00000000,0.01187589,0.18119741,0.17723257,0.20658365
-5.66383192,0.72710746,0.26519531,0.00000000,0.01210276,0.18179209,0.17791365,0.20886216
-5.65782891,0.72938428,0.26695852,0.00000000,0.01227517,0.18159845,0.17757200,0.21020965
-5.65182591,0.72835946,0.26754370,0.00000000,0.01239211,0.18058394,0.17621653,0.21059103
-5.64582291,0.72396003,0.26691246,0.00000000,0.01245349,0.17873209,0.17387596,0.20998860
-5.63981991,0.71617697,0.26504872,0.00000000,0.01246002,0.17604323,0.17059761,0.20840232
-5.63381691,0.70506515,0.26195895,0.00000000,0.01241313,0.17253449,0.16644554,0.20584947
-5.62781391,0.69074103,0.25767169,0.00000000,0.01231493,0.16823931,0.16149814,0.20236380
-5.62181091,0.67337841,0.25223643,0.00000000,0.01216803,0.16320633,0.15584545,0.19799411
-5.61580790,0.65320241,0.24572181,0.00000000,0.01197544,0.15749775,0.14958610,0.19280255
-5.60980490,0.63048220,0.23821331,0.00000000,0.01174049,0.15118742,0.14282421,0.18686250
-5.60380190,0.60552255,0.22981064,0.00000000,0.01146672,0.14435845,0.13566631,0.18025634
-5.59779890,0.57865495,0.22062474,0.00000000,0.01115774,0.13710080,0.12821843,0.17307306
-5.59179590,0.55022836,0.21077474,0.00000000,0.01081723,0.12950866,0.12058347,0.16540596
-5.58579290,0.52060021,0.20038489,0.00000000,0.01044883,0.12167793,0.11285886,0.15735034
-5.57978989,0.49012767,0.18958151,0.00000000,0.01005615,0.11370377,0.10513469,0.14900138
-5.57378689,0.45915985,0.17849022,0.00000000,0.00964270,0.10567835,0.09749232,0.14045230
-5.56778389,0.42803071,0.16723338,0.00000000,0.00921190,0.09768889,0.09000336,0.13179268
-5.56178089,0.39705315,0.15592778,0.00000000,0.00876711,0.08981597,0.08272913,0.12310709
-5.55577789,0.36651420,0.14468283,0.00000000,0.00831160,0.08213220,0.07572056,0.11447397
-5.54977489,0.33667135,0.13359896,0.00000000,0.00784856,0.07470126,0.06901833,0.10596488
-5.54377189,0.30775012,0.12276646,0.00000000,0.00738113,0.06757725,0.06265345,0.09764385
-5.53776888,0.27994261,0.11226474,0.00000000,0.00691239,0.06080441,0.05664792,0.08956708
-5.53176588,0.25340713,0.10216180,0.00000000,0.00644535,0.05441711,0.05101565,0.08178280
-5.52576288,0.22826865,0.09251410,0.00000000,0.00598297,0.04844017,0.04576341,0.07433132
-5.51975988,0.20462007,0.08336673,0.00000000,0.00552807,0.04288936,0.04089182,0.06724523
-5.51375688,0.18252402,0.07475373,0.00000000,0.00508340,0.03777209,0.03639640,0.06054967
-5.50775388,0.16201523,0.06669869,0.00000000,0.00465152,0.03308828,0.03226850,0.05426279
-5.50175088,0.14310325,0.05921548,0.00000000,0.00423481,0.02883128,0.02849618,0.04839622
-5.49574787,0.12577532,0.05230914,0.00000000,0.00383544,0.02498888,0.02506501,0.04295560
-5.48974487,0.10999956,0.04597684,0.00000000,0.00345532,0.02154427,0.02195879,0.03794121
-5.48374187,0.09572804,0.04020892,0.00000000,0.00309608,0.01847711,0.01916015,0.03334861
-5.47773887,0.08289995,0.03499001,0.00000000,0.00275905,0.01576443,0.01665108,0.02916928
-5.47173587,0.07144467,0.03030010,0.00000000,0.00244527,0.01338151,0.01441341,0.02539135
-5.46573287,0.06128473,0.02611570,0.00000000,0.00215546,0.01130275,0.01242917,0.02200032
-5.45972986,0.05233860,0.02241094,0.00000000,0.00189006,0.00950238,0.01068098,0.01897980
-5.45372686,0.04452341,0.01915867,0.00000000,0.00164926,0.00795507,0.00915234,0.01631227
-5.44772386,0.03775745,0.01633159,0.00000000,0.00143302,0.00663655,0.00782795,0.01397985
-5.44172086,0.03196251,0.01390323,0.00000000,0.00124117,0.00552404,0.00669404,0.01196516
-5.43571786,0.02706617,0.01184905,0.00000000,0.00107340,0.00459669,0.00573863,0.01025205
-5.42971486,0.02300385,0.01014747,0.00000000,0.00092941,0.00383591,0.00495191,0.00882651
-5.42371186,0.01972090,0.00878081,0.00000000,0.00080896,0.00322566,0.00432657,0.00767745
-5.41770885,0.01717448,0.00773635,0.00000000,0.00071195,0.00275268,0.00385817,0.00679765
-5.41170585,0.01533550,0.00700726,0.00000000,0.00063855,0.00240676,0.00354557,0.00618457
-5.40570285,0.01419048,0.00659361,0.00000000,0.00058927,0.00218091,0.00339134,0.00584128
-5.39969985,0.01374336,0.00650332,0.00000000,0.00056509,0.00207155,0.00340224,0.00577734
-5.39369685,0.01401737,0.00675313,0.00000000,0.00056754,0.00207872,0.00358967,0.00600971
-5.38769385,0.01505676,0.00736951,0.00000000,0.00059886,0.00220627,0.00397017,0.00656362
-5.38169085,0.01692860,0.00838956,0.00000000,0.00066205,0.00246206,0.00456589,0.00747343
-5.37568784,0.01972438,0.00986184,0.00000000,0.00076100,0.00285817,0.00540507,0.00878335
-5.36968484,0.02356151,0.01184706,0.00000000,0.00090060,0.00341109,0.00652238,0.01054817
-5.36368184,0.02858458,0.01441870,0.00000000,0.00108680,0.00414195,0.00795933,0.01283379
-5.35767884,0.03496630,0.01766335,0.00000000,0.00132672,0.00507665,0.00976448,0.01571754
-5.35167584,0.04290798,0.02168086,0.00000000,0.00162866,0.00624605,0.01199358,0.01928833
-5.34567284,0.05263946,0.02658417,0.00000000,0.00200218,0.00768605,0.01470948,0.02364646
-5.33966983,0.06441835,0.03249871,0.00000000,0.00245806,0.00943760,0.01798193,0.02890305
-5.33366683,0.07852841,0.03956138,0.00000000,0.00300828,0.01154665,0.02188709,0.03517913
-5.32766383,0.09527699,0.04791909,0.00000000,0.00366593,0.01406397,0.02650678,0.04260412
-5.32166083,0.11499130,0.05772658,0.00000000,0.00444507,0.01704481,0.03192749,0.05131397
-5.31565783,0.13801357,0.06914379,0.00000000,0.00536055,0.02054842,0.03823901,0.06144854
-5.30965483,0.16469482,0.08233251,0.00000000,0.00642776,0.02463739,0.04553277,0.07314858
-5.30365183,0.19538734,0.09745239,0.00000000,0.00766227,0.02937676,0.05389990,0.08655199
-5.29764882,0.23043592,0.11465643,0.00000000,0.00907947,0.03483293,0.06342883,0.10178963
-5.29164582,0.27016770,0.13408583,0.00000000,0.01069411,0.04107234,0.07420280,0.11898060
-5.28564282,0.31488103,0.15586440,0.00000000,0.01251975,0.04815990,0.08629696,0.13822712
-5.27963982,0.36483330,0.18009266,0.00000000,0.01456825,0.05615722,0.09977531,0.15960913
-5.27363682,0.42022824,0.20684177,0.00000000,0.01684910,0.06512065,0.11468762,0.18317880
-5.26763382,0.48120282,0.23614741,0.00000000,0.01936878,0.07509907,0.13106619,0.20895504
-5.26163082,0.54781435,0.26800399,0.00000000,0.02213020,0.08613164,0.14892273,0.23691836
-5.25562781,0.62002815,0.30235925,0.00000000,0.02513198,0.09824538,0.16824552,0.26700616
-5.24962481,0.69770634,0.33910969,0.00000000,0.02836797,0.11145284,0.18899673,0.29910884
-5.24362181,0.78059832,0.37809691,0.00000000,0.03182671,0.12574973,0.21111034,0.33306683
-5.23761881,0.86833350,0.41910536,0.00000000,0.03549109,0.14111284,0.23449054,0.36866894
-5.23161581,0.96041686,0.46186142,0.00000000,0.03933808,0.15749815,0.25901090,0.40565202
-5.22561281,1.05622782,0.50603434,0.00000000,0.04333868,0.17483933,0.28451433,0.44370240
-5.21960980,1.15502286,0.55123901,0.00000000,0.04745803,0.19304683,0.31081398,0.48245889
-5.21360680,1.25594228,0.59704067,0.00000000,0.05165574,0.21200744,0.33769514,0.52151777
-5.20760380,1.35802130,0.64296169,0.00000000,0.05588646,0.23158470,0.36491816,0.56043946
-5.20160080,1.46020549,0.68849030,0.00000000,0.06010058,0.25162000,0.39222244,0.59875702
-5.19559780,1.56137050,0.73309107,0.00000000,0.06424527,0.27193457,0.41933143,0.63598612
-5.18959480,1.66034566,0.77621707,0.00000000,0.06826558,0.29233234,0.44595852,0.67163644
-5.18359180,1.75594107,0.81732324,0.00000000,0.07210584,0.31260367,0.47181378,0.70522404
-5.17758879,1.84697719,0.85588064,0.00000000,0.07571101,0.33252985,0.49661131,0.73628431
-5.17158579,1.93231638,0.89139109,0.00000000,0.07902827,0.35188836,0.52007692,0.76438520
-5.16558279,2.01089487,0.92340163,0.00000000,0.08200850,0.37045857,0.54195602,0.78913997
-5.15957979,2.08175440,0.95151832,0.00000000,0.08460779,0.38802797,0.56202133,0.81021931
-5.15357679,2.14407186,0.97541870,0.00000000,0.08678877,0.40439836,0.58008007,0.82736200
-5.14757379,2.19718592,0.99486247,0.00000000,0.08852185,0.41939201,0.59598037,0.84038386
-5.14157079,2.24061929,1.00969972,0.00000000,0.08978617,0.43285743,0.60961662,0.84918446
-5.13556778,2.27409548,1.01987650,0.00000000,0.09057031,0.44467437,0.62093337,0.85375130
-5.12956478,2.29754928,1.02543715,0.00000000,0.09087268,0.45475798,0.62992761,0.85416125
-5.12356178,2.31113003,1.02652345,0.00000000,0.09070156,0.46306174,0.63664932,0.85057900
-5.11755878,2.31519764,1.02337033,0.00000000,0.09007481,0.46957910,0.64120004,0.84325275
-5.11155578,2.31031104,1.01629834,0.00000000,0.08901928,0.47434358,0.64372963,0.83250702
-5.10555278,2.29720954,1.00570309,0.00000000,0.08756981,0.47742738,0.64443110,0.81873297
-5.09954977,2.27678772,0.99204216,0.00000000,0.08576809,0.47893851,0.64353392,0.80237663
-5.09354677,2.25006489,0.97581980,0.00000000,0.08366118,0.47901647,0.64129581,0.78392538
-5.08754377,2.21815030,0.95757030,0.00000000,0.08129996,0.47782684,0.63799358,0.76389335
-5.08154077,2.18220570,0.93784056,0.00000000,0.07873744,0.47555473,0.63391325,0.74280621
-5.07553777,2.14340672,0.91717262,0.00000000,0.07602705,0.47239774,0.62933997,0.72118601
-5.06953477,2.10290494,0.89608696,0.00000000,0.07322108,0.46855848,0.62454811,0.69953662
-5.06353177,2.06179192,0.87506713,0.00000000,0.07036909,0.46423712,0.61979198,0.67833026
-5.05752876,2.02106699,0.85454641,0.00000000,0.06751666,0.45962434,0.61529764,0.65799569
-5.05152576,1.98160971,0.83489693,0.00000000,0.06470425,0.45489487,0.61125596,0.63890823
-5.04552276,1.94415825,0.81642153,0.00000000,0.06196641,0.45020204,0.60781731,0.62138205
-5.03951976,1.90929395,0.79934865,0.00000000,0.05933122,0.44567337,0.60508801,0.60566472
-5.03351676,1.87743265,0.78383024,0.00000000,0.05682006,0.44140749,0.60312854,0.59193414
-5.02751376,1.84882240,0.76994253,0.00000000,0.05444759,0.43747234,0.60195354,0.58029766
-5.02151076,1.82354739,0.75768939,0.00000000,0.05222207,0.43390470,0.60153343,0.57079330
-5.01550775,1.80153726,0.74700802,0.00000000,0.05014587,0.43071094,0.60179745,0.56339286
-5.00950475,1.78258095,0.73777639,0.00000000,0.04821610,0.42786880,0.60263794,0.55800648
-5.00350175,1.76634414,0.72982205,0.00000000,0.04642542,0.42533018,0.60391546,0.55448849
-4.99749875,1.75238911,0.72293172,0.00000000,0.04476294,0.42302453,0.60546451,0.55264418
-4.99149575,1.74019613,0.71686128,0.00000000,0.04321511,0.42086284,0.60709968,0.55223720
-4.98549275,1.72918525,0.71134570,0.00000000,0.04176663,0.41874184,0.60862174,0.55299733
-4.97948974,1.71873792,0.70610845,0.00000000,0.04040125,0.41654834,0.60982370,0.55462842
-4.97348674,1.70821750,0.70087035,0.00000000,0.03910259,0.41416361,0.61049659,0.55681639
-4.96748374,1.69698848,0.69535748,0.00000000,0.03785471,0.41146748,0.61043476,0.55923703
-4.96148074,1.68443397,0.68930815,0.00000000,0.03664274,0.40834230,0.60944087,0.56156371
-4.95547774,1.66997129,0.68247884,0.00000000,0.03545321,0.40467658,0.60733035,0.56347474
-4.94947474,1.65306584,0.67464921,0.00000000,0.03427438,0.40036832,0.60393541,0.56466051
-4.94347174,1.63324306,0.66562627,0.00000000,0.03309644,0.39532804,0.59910869,0.56483025
-4.93746873,1.61009880,0.65524760,0.00000000,0.03191155,0.38948143,0.59272650,0.56371847
-4.93146573,1.58330805,0.64338406,0.00000000,0.03071390,0.38277179,0.58469167,0.56109079
-4.92546273,1.55263216,0.62994163,0.00000000,0.02949961,0.37516206,0.57493601,0.55674939
-4.91945973,1.51792454,0.61486283,0.00000000,0.02826665,0.36663655,0.56342243,0.55053761
-4.91345673,1.47913481,0.59812744,0.00000000,0.02701468,0.35720231,0.55014645,0.54234381
-4.90745373,1.43631119,0.57975272,0.00000000,0.02574488,0.34689009,0.53513736,0.53210423
-4.90145073,1.38960113,0.55979290,0.00000000,0.02445981,0.33575479,0.51845853,0.51980478
-4.89544772,1.33924990,0.53833810,0.00000000,0.02316319,0.32387552,0.50020717,0.50548157
-4.88944472,1.28559704,0.51551249,0.00000000,0.02185975,0.31135496,0.48051316,0.48922015
-4.88344172,1.22907057,0.49147176,0.00000000,0.02055501,0.29831823,0.45953719,0.47115341
-4.87743872,1.17017895,0.46639983,0.00000000,0.01925516,0.28491105,0.43746785,0.45145821
-4.87143572,1.10950082,0.44050488,0.00000000,0.01796684,0.27129735,0.41451807,0.43035074
-4.86543272,1.04767279,0.41401482,0.00000000,0.01669698,0.25765624,0.39092071,0.40808088
-4.85942971,0.98537556,0.38717224,0.00000000,0.01545265,0.24417846,0.36692355,0.38492567
-4.85342671,0.92331877,0.36022903,0.00000000,0.01424090,0.23106240,0.34278389,0.36118217
-4.84742371,0.86222503,0.33344092,0.00000000,0.01306858,0.21850969,0.31876281,0.33716007
-4.84142071,0.80281376,0.30706207,0.00000000,0.01194225,0.20672072,0.29511949,0.31317424
-4.83541771,0.74578545,0.28133998,0.00000000,0.01086799,0.19588992,0.27210570,0.28953762
-4.82941471,0.69180667,0.25651086,0.00000000,0.00985136,0.18620116,0.24996069,0.26655465
-4.82341171,0.64149663,0.23279573,0.00000000,0.00889724,0.17782343,0.22890679,0.24451551
-4.81740870,0.59541553,0.21039727,0.00000000,0.00800984,0.17090667,0.20914569,0.22369134
-4.81140570,0.55405503,0.18949763,0.00000000,0.00719261,0.16557821,0.19085569,0.20433055
-4.80540270,0.51783116,0.17025711,0.00000000,0.00644826,0.16193963,0.17418990,0.18665624
-4.79939970,0.48707957,0.15281376,0.00000000,0.00577875,0.16006431,0.15927539,0.17086480
-4.79339670,0.46205324,0.13728386,0.00000000,0.00518539,0.15999556,0.14621327,0.15712536
-4.78739370,0.44292236,0.12376295,0.00000000,0.00466885,0.16174547,0.13507961,0.14558026
-4.78139070,0.42977611,0.11232752,0.00000000,0.00422929,0.16529449,0.12592701,0.13634609
-4.77538769,0.42262617,0.10303690,0.00000000,0.00386645,0.17059157,0.11878672,0.12951512
-4.76938469,0.42141128,0.09593535,0.00000000,0.00357974,0.17755509,0.11367107,0.12515701
-4.76338169,0.42600278,0.09105392,0.00000000,0.00336838,0.18607426,0.11057598,0.12332039
-4.75737869,0.43621048,0.08841211,0.00000000,0.00323150,0.19601115,0.10948349,0.12403425
-4.75137569,0.45178863,0.08801899,0.00000000,0.00316822,0.20720320,0.11036390,0.12730883
-4.74537269,0.47244163,0.08987372,0.00000000,0.00317771,0.21946608,0.11317767,0.13313598
-4.73936968,0.49782935,0.09396540,0.00000000,0.00325927,0.23259706,0.11787661,0.14148892
-4.73336668,0.52757175,0.10027220,0.00000000,0.00341237,0.24637850,0.12440465,0.15232131
-4.72736368,0.56125294,0.10875984,0.00000000,0.00363659,0.26058170,0.13269782,0.16556582
-4.72136068,0.59842452,0.11937943,0.00000000,0.00393165,0.27497083,0.14268370,0.18113211
-4.71535768,0.63860852,0.13206498,0.00000000,0.00429732,0.28930701,0.15428035,0.19890470
-4.70935468,0.68129993,0.14673058,0.00000000,0.00473336,0.30335239,0.16739468,0.21874070
-4.70335168,0.72596918,0.16326761,0.00000000,0.00523943,0.31687419,0.18192069,0.24046768
-4.69734867,0.77206489,0.18154220,0.00000000,0.00581498,0.32964871,0.19773745,0.26388212
-4.69134567,0.81901699,0.20139317,0.00000000,0.00645915,0.34146515,0.21470724,0.28874851
-4.68534267,0.86624068,0.22263070,0.00000000,0.00717066,0.35212921,0.23267407,0.31479946
-4.67933967,0.91314137,0.24503606,0.00000000,0.00794776,0.36146646,0.25146255,0.34173700
-4.67333667,0.95912078,0.26836242,0.00000000,0.00878815,0.36932539,0.27087760,0.36923516
-4.66733367,1.00358430,0.29233696,0.00000000,0.00968894,0.37558005,0.29070500,0.39694411
-4.66133067,1.04594962,0.31666442,0.00000000,0.01064668,0.38013226,0.31071292,0.42449554
-4.65532766,1.08565649,0.34103190,0.00000000,0.01165739,0.38291333,0.33065457,0.45150958
-4.64932466,1.12217744,0.36511498,0.00000000,0.01271663,0.38388528,0.35027186,0.47760279
-4.64332166,1.15502908,0.38858486,0.00000000,0.01381965,0.38304138,0.36930020,0.50239710
-4.63731866,1.18378354,0.41111642,0.00000000,0.01496150,0.38040616,0.38747413,0.52552938
-4.63131566,1.20807965,0.43239672,0.00000000,0.01613719,0.37603474,0.40453374,0.54666122
-4.62531266,1.22763322,0.45213371,0.00000000,0.01734190,0.37001149,0.42023155,0.56548852
-4.61930965,1.24224591,0.47006468,0.00000000,0.01857108,0.36244811,0.43433962,0.58175040
-4.61330665,1.25181215,0.48596405,0.00000000,0.01982063,0.35348103,0.44665659,0.59523714
-4.60730365,1.25632362,0.49965018,0.00000000,0.02108699,0.34326828,0.45701421,0.60579649
-4.60130065,1.25587090,0.51099079,0.00000000,0.02236716,0.33198589,0.46528323,0.61333834
-4.59529765,1.25064212,0.51990666,0.00000000,0.02365873,0.31982387,0.47137812,0.61783723
-4.58929465,1.24091830,0.52637351,0.00000000,0.02495978,0.30698190,0.47526068,0.61933267
-4.58329165,1.22706573,0.53042192,0.00000000,0.02626870,0.29366491,0.47694197,0.61792720
-4.57728864,1.20952536,0.53213517,0.00000000,0.02758399,0.28007862,0.47648282,0.61378229
-4.57128564,1.18879979,0.53164532,0.00000000,0.02890402,0.26642518,0.47399266,0.60711222
-4.56528264,1.16543831,0.52912753,0.00000000,0.03022664,0.25289919,0.46962677,0.59817630
-4.55927964,1.14002069,0.52479304,0.00000000,0.03154890,0.23968403,0.46358221,0.58726972
-4.55327664,1.11314058,0.51888119,0.00000000,0.03286668,0.22694881,0.45609243,0.57471366
-4.54727364,1.08538912,0.51165082,0.00000000,0.03417443,0.21484590,0.44742104,0.56084492
-4.54127064,1.05733976,0.50337158,0.00000000,0.03546489,0.20350928,0.43785490,0.54600577
-4.53526763,1.02953481,0.49431559,0.00000000,0.03672898,0.19305355,0.42769692,0.53053441
-4.52926463,1.00247459,0.48474974,0.00000000,0.03795574,0.18357382,0.41725888,0.51475646
-4.52326163,0.97660935,0.47492915,0.00000000,0.03913244,0.17514632,0.40685459,0.49897786
-4.51725863,0.95233449,0.46509193,0.00000000,0.04024477,0.16782973,0.39679359,0.48347938
-4.51125563,0.92998908,0.45545536,0.00000000,0.04127728,0.16166720,0.38737564,0.46851296
-4.50525263,0.90985752,0.44621370,0.00000000,0.04221384,0.15668880,0.37888612,0.45429983
-4.49924962,0.89217413,0.43753739,0.00000000,0.04303828,0.15291450,0.37159240,0.44103027
-4.49324662,0.87713019,0.42957358,0.00000000,0.04373510,0.15035732,0.36574116,0.42886489
-4.48724362,0.86488272,0.42244777,0.00000000,0.04429024,0.14902674,0.36155665,0.41793715
-4.48124062,0.85556446,0.41626610,0.00000000,0.04469188,0.14893200,0.35923975,0.40835660
-4.47523762,0.84929432,0.41111820,0.00000000,0.04493119,0.15008544,0.35896769,0.40021269
-4.46923462,0.84618746,0.40707998,0.00000000,0.04500307,0.15250553,0.36089429,0.39357851
-4.46323162,0.84636454,0.40421622,0.00000000,0.04490670,0.15621969,0.36515068,0.38851437
-4.45722861,0.84995955,0.40258265,0.00000000,0.04464606,0.16126677,0.37184620,0.38507061
-4.45122561,0.85712577,0.40222722,0.00000000,0.04423022,0.16769924,0.38106956,0.38328969
-4.44522261,0.86803981,0.40319060,0.00000000,0.04367345,0.17558489,0.39289009,0.38320721
-4.43921961,0.88290344,0.40550575,0.00000000,0.04299518,0.18500831,0.40735914,0.38485194
-4.43321661,0.90194350,0.40919668,0.00000000,0.04221972,0.19607187,0.42451162,0.38824492
-4.42721361,0.92540994,0.41427663,0.00000000,0.04137585,0.20889646,0.44436762,0.39339770
-4.42121061,0.95357233,0.42074571,0.00000000,0.04049620,0.22362174,0.46693425,0.40031004
-4.41520760,0.98671520,0.42858848,0.00000000,0.03961653,0.24040597,0.49220768,0.40896727
-4.40920460,1.02513243,0.43777160,0.00000000,0.03877488,0.25942538,0.52017523,0.41933771
-4.40320160,1.06912103,0.44824192,0.00000000,0.03801062,0.28087287,0.55081769,0.43137032
-4.39719860,1.11897449,0.45992519,0.00000000,0.03736348,0.30495598,0.58411147,0.44499293
-4.39119560,1.17497573,0.47272567,0.00000000,0.03687252,0.33189397,0.62003065,0.46011126
-4.38519260,1.23738966,0.48652663,0.00000000,0.03657514,0.36191385,0.65854847,0.47660884
-4.37918959,1.30645517,0.50119190,0.00000000,0.03650608,0.39524512,0.69963826,0.49434788
-4.37318659,1.38237632,0.51656832,0.00000000,0.03669646,0.43211328,0.74327330,0.51317104
-4.36718359,1.46531256,0.53248897,0.00000000,0.03717293,0.47273179,0.78942548,0.53290405
-4.36118059,1.55536762,0.54877698,0.00000000,0.03795680,0.51729268,0.83806252,0.55335891
-4.35517759,1.65257694,0.56524971,0.00000000,0.03906335,0.56595578,0.88914357,0.57433744
-4.34917459,1.75689364,0.58172288,0.00000000,0.04050116,0.61883683,0.94261316,0.59563496
-4.34317159,1.86817310,0.59801455,0.00000000,0.04227160,0.67599464,0.99839370,0.61704378
-4.33716858,1.98615656,0.61394849,0.00000000,0.04436841,0.73741801,1.05637649,0.63835630
-4.33116558,2.11045430,0.62935696,0.00000000,0.04677740,0.80301263,1.11641199,0.65936746
-4.32516258,2.24052930,0.64408253,0.00000000,0.04947639,0.87258888,1.17829950,0.67987657
-4.31915958,2.37568226,0.65797912,0.00000000,0.05243518,0.94585102,1.24177720,0.69968825
-4.31315658,2.51503946,0.67091207,0.00000000,0.05561588,1.02238877,1.30651301,0.71861275
-4.30715358,2.65754443,0.68275749,0.00000000,0.05897328,1.10167169,1.37209730,0.73646570
