energy_ev,total_up,Sb_p_up,Sb_d_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-6.00000000,3.14639166,0.74932687,0.01997080,1.35581185,0.00000000,1.72120942,0.80650251
-5.99399700,3.06424209,0.73011892,0.01935409,1.31709176,0.00000000,1.65332467,0.78871374
-5.98799400,2.97270318,0.70971369,0.01866370,1.27398129,0.00000000,1.58158453,0.76862692
-5.98199100,2.87358756,0.68860514,0.01790967,1.22726683,0.00000000,1.50716866,0.74670923
-5.97598799,2.76886254,0.66731697,0.01710310,1.17779401,0.00000000,1.43127618,0.72347443
-5.96998499,2.66060566,0.64639189,0.01625590,1.12644819,0.00000000,1.35510050,0.69947150
-5.96398199,2.55095836,0.62638074,0.01538048,1.07413449,0.00000000,1.27980580,0.67527234
-5.95797899,2.44207872,0.60783176,0.01448953,1.02175750,0.00000000,1.20650565,0.65145914
-5.95197599,2.33609471,0.59128002,0.01359573,0.97020149,0.00000000,1.13624391,0.62861150
-5.94597299,2.23505898,0.57723751,0.01271151,0.92031148,0.00000000,1.06997839,0.60729384
-5.93996998,2.14090661,0.56618380,0.01184880,0.87287578,0.00000000,1.00856742,0.58804335
-5.93396698,2.05541692,0.55855768,0.01101884,0.82861040,0.00000000,0.95275944,0.57135887
-5.92796398,1.98018024,0.55474987,0.01023196,0.78814586,0.00000000,0.90318569,0.55769099
-5.92196098,1.91657070,0.55509689,0.00949750,0.75201664,0.00000000,0.86035611,0.54743364
-5.91595798,1.86572542,0.55987622,0.00882363,0.72065361,0.00000000,0.82465823,0.54091731
-5.90995498,1.82853060,0.56930276,0.00821731,0.69437952,0.00000000,0.79635901,0.53840402
-5.90395198,1.80561433,0.58352653,0.00768427,0.67340755,0.00000000,0.77560944,0.54008408
-5.89794897,1.79734619,0.60263149,0.00722896,0.65784291,0.00000000,0.76245144,0.54607463
-5.89194597,1.80384277,0.62663550,0.00685464,0.64768719,0.00000000,0.75682701,0.55641967
-5.88594297,1.82497871,0.65549092,0.00656338,0.64284526,0.00000000,0.75858888,0.57109158
-5.87993997,1.86040219,0.68908610,0.00635620,0.64313420,0.00000000,0.76751261,0.58999380
-5.87393697,1.90955398,0.72724706,0.00623313,0.64829402,0.00000000,0.78330936,0.61296445
-5.86793397,1.97168901,0.76973973,0.00619334,0.65799951,0.00000000,0.80563913,0.63978064
-5.86193097,2.04589960,0.81627215,0.00623528,0.67187297,0.00000000,0.83412399,0.67016330
-5.85592796,2.13113941,0.86649695,0.00635675,0.68949712,0.00000000,0.86836090,0.70378228
-5.84992496,2.22624757,0.92001387,0.00655509,0.71042811,0.00000000,0.90793389,0.74026173
-5.84392196,2.32997248,0.97637260,0.00682724,0.73420803,0.00000000,0.95242526,0.77918564
-5.83791896,2.44099500,1.03507603,0.00716987,0.76037671,0.00000000,1.00142580,0.82010352
-5.83191596,2.55795100,1.09558408,0.00757953,0.78848274,0.00000000,1.05454363,0.86253650
-5.82591296,2.67945337,1.15731854,0.00805267,0.81809334,0.00000000,1.11141199,0.90598370
-5.81990995,2.80411358,1.21966896,0.00858580,0.84880317,0.00000000,1.17169550,0.94992929
-5.81390695,2.93056322,1.28200002,0.00917554,0.88024191,0.00000000,1.23509536,0.99385009
-5.80790395,3.05747534,1.34366042,0.00981872,0.91208065,0.00000000,1.30135306,1.03722409
-5.80190095,3.18358609,1.40399332,0.01051245,0.94403696,0.00000000,1.37025284,1.07953964
-5.79589795,3.30771610,1.46234837,0.01125421,0.97587881,0.00000000,1.44162279,1.12030545
-5.78989495,3.42879163,1.51809503,0.01204191,1.00742702,0.00000000,1.51533447,1.15906118
-5.78389195,3.54586473,1.57063673,0.01287398,1.03855638,0.00000000,1.59130090,1.19538818
-5.77788894,3.65813167,1.61942559,0.01374936,1.06919532,0.00000000,1.66947295,1.22892030
-5.77188594,3.76494873,1.66397676,0.01466761,1.09932392,0.00000000,1.74983382,1.25935396
-5.76588294,3.86584425,1.70388193,0.01562890,1.12897038,0.00000000,1.83239162,1.28645724
-5.75987994,3.96052583,1.73882104,0.01663394,1.15820566,0.00000000,1.91716998,1.31007716
