energy_ev,total_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,Na_s_up,S_s_up,S_p_up
-5.85592796,1.32109141,0.07366552,0.82304063,0.10411038,0.00328263,0.10939502,0.00719853,0.22905456
-5.84992496,1.27993729,0.07206052,0.78823637,0.10004568,0.00339175,0.10911977,0.00702285,0.22707197
-5.84392196,1.23548782,0.07029345,0.75122680,0.09559399,0.00353868,0.10845837,0.00691110,0.22452486
-5.83791896,1.18878933,0.06842400,0.71263620,0.09082722,0.00373290,0.10748560,0.00686394,0.22159590
-5.83191596,1.14101407,0.06652163,0.67315364,0.08582406,0.00398504,0.10629028,0.00688478,0.21849699
-5.82591296,1.09342064,0.06466401,0.63350556,0.08066697,0.00430684,0.10497347,0.00697936,0.21546415
-5.81990995,1.04731430,0.06293535,0.59442939,0.07543943,0.00471093,0.10364612,0.00715533,0.21275162
-5.81390695,1.00400806,0.06142485,0.55664904,0.07022330,0.00521078,0.10242644,0.00742178,0.21062556
-5.80790395,0.96478561,0.06022517,0.52085287,0.06509647,0.00582051,0.10143692,0.00778878,0.20935707
-5.80190095,0.93086666,0.05943106,0.48767443,0.06013089,0.00655474,0.10080125,0.00826691,0.20921508
-5.79589795,0.90337543,0.05913817,0.45767649,0.05539093,0.00742841,0.10064099,0.00886672,0.21045901
-5.78989495,0.88331263,0.05944197,0.43133819,0.05093213,0.00845660,0.10107232,0.00959825,0.21333145
-5.78389195,0.87153128,0.06043693,0.40904555,0.04680036,0.00965433,0.10220274,0.01047054,0.21805107
-5.77788894,0.86871657,0.06221585,0.39108497,0.04303133,0.01103640,0.10412803,0.01149114,0.22480583
-5.77188594,0.87536997,0.06486942,0.37763981,0.03965046,0.01261720,0.10692932,0.01266563,0.23374678
-5.76588294,0.89179747,0.06848587,0.36878949,0.03667300,0.01441057,0.11067063,0.01399721,0.24498263
-5.75987994,0.91810233,0.07315085,0.36451107,0.03410453,0.01642957,0.11539670,0.01548630,0.25857512
-5.75387694,0.95418201,0.07894726,0.36468291,0.03194159,0.01868642,0.12113139,0.01713022,0.27453554
-5.74787394,0.99972954,0.08595519,0.36909021,0.03017247,0.02119233,0.12787656,0.01892294,0.29282246
-5.74187094,1.05423926,0.09425175,0.37743210,0.02877823,0.02395736,0.13561154,0.02085495,0.31334080
-5.73586793,1.11701677,0.10391083,0.38933021,0.02773370,0.02699033,0.14429331,0.02291313,0.33594232
-5.72986493,1.18719314,0.11500252,0.40433838,0.02700861,0.03029866,0.15385709,0.02508087,0.36042757
-5.72386193,1.26374307,0.12759235,0.42195349,0.02656870,0.03388823,0.16421775,0.02733820,0.38654944
-5.71785893,1.34550676,0.14174003,0.44162709,0.02637683,0.03776317,0.17527163,0.02966212,0.41401792
-5.71185593,1.43121505,0.15749782,0.46277790,0.02639407,0.04192566,0.18689885,0.03202696,0.44250640
-5.70585293,1.51951741,0.17490835,0.48480469,0.02658074,0.04637564,0.19896611,0.03440494,0.47165895
-5.69984992,1.60901189,0.19400187,0.50709966,0.02689733,0.05111039,0.21132971,0.03676682,0.50109858
-5.69384692,1.69827649,0.21479308,0.52906178,0.02730542,0.05612416,0.22383878,0.03908256,0.53043618
-5.68784392,1.78590093,0.23727740,0.55011011,0.02776843,0.06140765,0.23633856,0.04132215,0.55927974
-5.68184092,1.87051790,0.26142696,0.56969652,0.02825230,0.06694743,0.24867364,0.04345641,0.58724374
-5.67583792,1.95083297,0.28718635,0.58731770,0.02872606,0.07272535,0.26069103,0.04545783,0.61395811
-5.66983492,2.02565203,0.31446846,0.60252598,0.02916227,0.07871791,0.27224289,0.04730139,0.63907677
-5.66383192,2.09390561,0.34315046,0.61493880,0.02953733,0.08489569,0.28318900,0.04896534,0.66228518
-5.65782891,2.15466931,0.37307046,0.62424628,0.02983169,0.09122285,0.29339872,0.05043192,0.68330689
-5.65182591,2.20717978,0.40402496,0.63021695,0.03002993,0.09765670,0.30275257,0.05168793,0.70190887
-5.64582291,2.25084599,0.43576749,0.63270121,0.03012074,0.10414756,0.31114334,0.05272528,0.71790538
-5.63981991,2.28525558,0.46800870,0.63163249,0.03009674,0.11063879,0.31847679,0.05354130,0.73116055
-5.63381691,2.31017640,0.50041822,0.62702612,0.02995431,0.11706711,0.32467202,0.05413902,0.74158952
-5.62781391,2.32555361,0.53262832,0.61897594,0.02969326,0.12336327,0.32966147,0.05452715,0.74915835
-5.62181091,2.33150262,0.56423962,0.60764879,0.02931647,0.12945310,0.33339083,0.05472009,0.75388272
-5.61580790,2.32829859,0.59482879,0.59327714,0.02882949,0.13525882,0.33581874,0.05473760,0.75582568
-5.60980490,2.31636307,0.62395804,0.57615017,0.02824007,0.14070084,0.33691650,0.05460446,0.75509450
-5.60380190,2.29624843,0.65118624,0.55660365,0.02755779,0.14569969,0.33666780,0.05434994,0.75183690
-5.59779890,2.26862073,0.67608128,0.53500902,0.02679358,0.15017830,0.33506858,0.05400712,0.74623686
-5.59179590,2.23424174,0.69823312,0.51176209,0.02595932,0.15406440,0.33212696,0.05361219,0.73850990
-5.58579290,2.19395035,0.71726708,0.48727173,0.02506744,0.15729294,0.32786330,0.05320349,0.72889827
-5.57978989,2.14864403,0.73285667,0.46194899,0.02413067,0.15980845,0.32231040,0.05282066,0.71766590
-5.57378689,2.09926047,0.74473538,0.43619694,0.02316164,0.16156721,0.31551369,0.05250359,0.70509315
-5.56778389,2.04675963,0.75270674,0.41040154,0.02217275,0.16253911,0.30753143,0.05229136,0.69147158
-5.56178089,1.99210636,0.75665220,0.38492378,0.02117591,0.16270909,0.29843487,0.05222121,0.67709850
-5.55577789,1.93625369,0.75653635,0.36009320,0.02018247,0.16207810,0.28830811,0.05232747,0.66227156
-5.54977489,1.88012686,0.75240908,0.33620292,0.01920308,0.16066343,0.27724786,0.05264054,0.64728323
-5.54377189,1.82460831,0.74440465,0.31350628,0.01824771,0.15849851,0.26536280,0.05318595,0.63241538
-5.53776888,1.77052380,0.73273764,0.29221490,0.01732558,0.15563206,0.25277261,0.05398350,0.61793396
-5.53176588,1.71862996,0.71769584,0.27249830,0.01644526,0.15212672,0.23960664,0.05504660,0.60408410
-5.52576288,1.66960371,0.69963073,0.25448478,0.01561471,0.14805713,0.22600226,0.05638174,0.59108557
-5.51975988,1.62403394,0.67894568,0.23826360,0.01484137,0.14350766,0.21210282,0.05798821,0.57912907
-5.51375688,1.58241593,0.65608278,0.22388816,0.01413231,0.13856986,0.19805545,0.05985808,0.56837347
-5.50775388,1.54514912,0.63150885,0.21138011,0.01349441,0.13333969,0.18400863,0.06197644,0.55894420
-5.50175088,1.51253834,0.60570126,0.20073413,0.01293450,0.12791482,0.17010973,0.06432196,0.55093306
-5.49574787,1.48479912,0.57913449,0.19192327,0.01245962,0.12239203,0.15650262,0.06686775,0.54439961
-5.48974487,1.46206691,0.55226769,0.18490455,0.01207720,0.11686479,0.14332535,0.06958249,0.53937417
-5.48374187,1.44441018,0.52553418,0.17962472,0.01179537,0.11142128,0.13070814,0.07243185,0.53586233
-5.47773887,1.43184691,0.49933292,0.17602595,0.01162317,0.10614276,0.11877169,0.07538009,0.53385105
-5.47173587,1.42436390,0.47402236,0.17405118,0.01157082,0.10110238,0.10762580,0.07839188,0.53331588
-5.46573287,1.42193772,0.44991677,0.17364899,0.01164994,0.09636449,0.09736846,0.08143411,0.53422903
-5.45972986,1.42455635,0.42728483,0.17477781,0.01187375,0.09198442,0.08808524,0.08447771,0.53656790
-5.45372686,1.43223982,0.40635039,0.17740921,0.01225721,0.08800856,0.07984917,0.08749943,0.54032335
-5.44772386,1.44505873,0.38729501,0.18153013,0.01281706,0.08447488,0.07272079,0.09048331,0.54550735
-5.44172086,1.46314880,0.37026175,0.18714396,0.01357180,0.08141357,0.06674853,0.09342189,0.55215928
-5.43571786,1.48672038,0.35535987,0.19427033,0.01454150,0.07884791,0.06196918,0.09631702,0.56035033
-5.42971486,1.51606165,0.34266990,0.20294348,0.01574752,0.07679512,0.05840846,0.09918024,0.57018566
-5.42371186,1.55153463,0.33224848,0.21320937,0.01721205,0.07526721,0.05608150,0.10203260,0.58180380
-5.41770885,1.59356367,0.32413277,0.22512149,0.01895752,0.07427165,0.05499326,0.10490402,0.59537320
-5.41170585,1.64261635,0.31834387,0.23873553,0.02100577,0.07381192,0.05513874,0.10783207,0.61108580
-5.40570285,1.69917744,0.31488921,0.25410312,0.02337721,0.07388778,0.05650294,0.11086037,0.62914785
-5.39969985,1.76371675,0.31376365,0.27126487,0.02608972,0.07449537,0.05906069,0.11403644,0.64976827
-5.39369685,1.83665243,0.31494939,0.29024317,0.02915756,0.07562711,0.06277611,0.11740936,0.67314500
-5.38769385,1.91831156,0.31841474,0.31103485,0.03259014,0.07727130,0.06760207,0.12102717,0.69945011
-5.38169085,2.00889004,0.32411198,0.33360437,0.03639081,0.07941177,0.07347937,0.12493416,0.72881435
-5.37568784,2.10841412,0.33197455,0.35787779,0.04055578,0.08202732,0.08033604,0.12916826,0.76131199
-5.36968484,2.21670577,0.34191396,0.38373785,0.04507299,0.08509123,0.08808666,0.13375857,0.79694676
-5.36368184,2.33335416,0.35381674,0.41102056,0.04992135,0.08857081,0.09663183,0.13872315,0.83563987
-5.35767884,2.45769494,0.36754166,0.43951363,0.05507003,0.09242711,0.10585809,0.14406731,0.87722062
-5.35167584,2.58879899,0.38291780,0.46895675,0.06047821,0.09661476,0.11563808,0.14978226,0.92142043
-5.34567284,2.72547166,0.39974336,0.49904397,0.06609503,0.10108211,0.12583136,0.15584435,0.96787055
-5.33966983,2.86626286,0.41778578,0.52942810,0.07186004,0.10577151,0.13628565,0.16221486,1.01610386
-5.33366683,3.00948811,0.43678299,0.55972704,0.07770395,0.11061990,0.14683876,0.16884035,1.06556077
-5.32766383,3.15325978,0.45644603,0.58953177,0.08354981,0.11555962,0.15732104,0.17565352,1.11559896
-5.32166083,3.29552744,0.47646284,0.61841584,0.08931458,0.12051939,0.16755841,0.18257457,1.16550678
-5.31565783,3.43412567,0.49650327,0.64594577,0.09491098,0.12542547,0.17737583,0.18951299,1.21451975
-5.30965483,3.56682753,0.51622497,0.67169217,0.10024967,0.13020294,0.18660119,0.19636965,1.26183937
-5.30365183,3.69140138,0.53528011,0.69524094,0.10524159,0.13477706,0.19506930,0.20303916,1.30665371
-5.29764882,3.80566900,0.55332254,0.71620423,0.10980043,0.13907459,0.20262609,0.20941244,1.34815883
-5.29164582,3.90756264,0.57001525,0.73423071,0.11384508,0.14302520,0.20913257,0.21537929,1.38558024
-5.28564282,3.99517911,0.58503783,0.74901472,0.11730201,0.14656266,0.21446861,0.22083106,1.41819366
-5.27963982,4.06682896,0.59809364,0.76030408,0.12010747,0.14962612,0.21853623,0.22566321,1.44534441
-5.27363682,4.12107943,0.60891659,0.76790628,0.12220940,0.15216112,0.22126230,0.22977781,1.46646466
-5.26763382,4.15678991,0.61727726,0.77169291,0.12356893,0.15412062,0.22260056,0.23308585,1.48108827
-5.26163082,4.17313926,0.62298826,0.77160237,0.12416156,0.15546579,0.22253285,0.23550941,1.48886267
-5.25562781,4.16964466,0.62590872,0.76764068,0.12397771,0.15616672,0.22106949,0.23698356,1.48955773
-5.24962481,4.14617192,0.62594780,0.75988079,0.12302298,0.15620309,0.21824882,0.23745810,1.48307136
-5.24362181,4.10293761,0.62306728,0.74846026,0.12131773,0.15556458,0.21413596,0.23689896,1.46943202
-5.23761881,4.04050356,0.61728303,0.73357777,0.11889631,0.15425127,0.20882080,0.23528940,1.44879816
-5.23161581,3.95976442,0.60866563,0.71548853,0.11580584,0.15227389,0.20241538,0.23263085,1.42145486
-5.22561281,3.86192917,0.59733990,0.69449887,0.11210461,0.14965396,0.19505079,0.22894345,1.38780793
-5.21960980,3.74849745,0.58348357,0.67096031,0.10786025,0.14642381,0.18687366,0.22426627,1.34837579
-5.21360680,3.62123168,0.56732505,0.64526331,0.10314765,0.14262639,0.17804251,0.21865711,1.30377940
-5.20760380,3.48212581,0.54914039,0.61783082,0.09804677,0.13831505,0.16872401,0.21219196,1.25473073
-5.20160080,3.33337155,0.52924947,0.58911193,0.09264051,0.13355304,0.15908937,0.20496409,1.20201997
-5.19559780,3.17732281,0.50801147,0.55957554,0.08701250,0.12841289,0.14931092,0.19708272,1.14650186
-5.18959480,3.01645915,0.48581983,0.52970438,0.08124518,0.12297560,0.13955903,0.18867130,1.08908150
-5.18359180,2.85334858,0.46309657,0.49998922,0.07541794,0.11732962,0.12999946,0.17986555,1.03069974
-5.17758879,2.69061044,0.44028625,0.47092337,0.06960562,0.11156973,0.12079111,0.17081102,0.97231867
-5.17158579,2.53087865,0.41784949,0.44299740,0.06387724,0.10579564,0.11208425,0.16166051,0.91490707
-5.16558279,2.37676566,0.39625627,0.41669417,0.05829500,0.10011058,0.10401921,0.15257125,0.85942631
-5.15957979,2.23082744,0.37597905,0.39248387,0.05291365,0.09461968,0.09672553,0.14370188,0.80681661
-5.15357679,2.09552954,0.35748572,0.37081928,0.04778009,0.08942834,0.09032138,0.13520944,0.75798390
-5.14757379,1.97321457,0.34123260,0.35213095,0.04293332,0.08464051,0.08491335,0.12724621,0.71378727
-5.14157079,1.86607101,0.32765734,0.33682243,0.03840455,0.08035695,0.08059640,0.11995676,0.67502709
-5.13556778,1.77610357,0.31717210,0.32526527,0.03421758,0.07667361,0.07745403,0.11347499,0.64243381
-5.12956478,1.70510495,0.31015671,0.31779404,0.03038932,0.07367996,0.07555837,0.10792136,0.61665751
-5.12356178,1.65462940,0.30695216,0.31470112,0.02693045,0.07145744,0.07497038,0.10340042,0.59825814
-5.11755878,1.62596784,0.30785432,0.31623140,0.02384611,0.07007805,0.07573990,0.09999847,0.58769655
-5.11155578,1.62012495,0.31310805,0.32257697,0.02113670,0.06960304,0.07790561,0.09778160,0.58532636
-5.10555278,1.63779847,0.32290163,0.33387180,0.01879864,0.07008174,0.08149487,0.09679410,0.59138671
-5.09954977,1.67936093,0.33736179,0.35018667,0.01682505,0.07155058,0.08652334,0.09705711,0.60599605
-5.09354677,1.74484446,0.35654933,0.37152446,0.01520647,0.07403225,0.09299455,0.09856785,0.62914711
-5.08754377,1.83392915,0.38045541,0.39781599,0.01393138,0.07753503,0.10089930,0.10129907,0.66070330
-5.08154077,1.94593557,0.40899872,0.42891666,0.01298672,0.08205231,0.11021494,0.10519916,0.70039668
-5.07553777,2.07982232,0.44202362,0.46460421,0.01235823,0.08756234,0.12090473,0.11019262,0.74782788
-5.06953477,2.23418910,0.47929935,0.50457772,0.01203070,0.09402808,0.13291706,0.11618106,0.80246805
-5.06353177,2.40728622,0.52052051,0.54845812,0.01198816,0.10139738,0.14618490,0.12304481,0.86366327
-5.05752876,2.59703096,0.56530879,0.59579055,0.01221393,0.10960326,0.16062518,0.13064494,0.93064142
-5.05152576,2.80103128,0.61321624,0.64604844,0.01269059,0.11856447,0.17613853,0.13882593,1.00252181
-5.04552276,3.01661716,0.66372986,0.69863970,0.01339995,0.12818629,0.19260908,0.14741872,1.07832753
-5.03951976,3.24087943,0.71627778,0.75291492,0.01432299,0.13836148,0.20990462,0.15624436,1.15700048
-5.03351676,3.47071587,0.77023685,0.80817744,0.01543972,0.14897155,0.22787693,0.16511789,1.23741899
-5.02751376,3.70288394,0.82494159,0.86369534,0.01672915,0.15988821,0.24636253,0.17385267,1.31841765
-5.02151076,3.93405923,0.87969444,0.91871502,0.01816931,0.17097503,0.26518372,0.18226472,1.39880912
-5.01550775,4.16089843,0.93377709,0.97247607,0.01973725,0.18208934,0.28414991,0.19017731,1.47740728
-5.00950475,4.38010532,0.98646272,1.02422717,0.02140924,0.19308429,0.30305942,0.19742527,1.55305131
-5.00350175,4.58849828,1.03702889,1.07324250,0.02316097,0.20381112,0.32170155,0.20385919,1.62462990
-4.99749875,4.78307735,1.08477085,1.11883824,0.02496792,0.21412150,0.33985908,0.20934914,1.69110509
-4.99149575,4.96108913,1.12901493,1.16038872,0.02680574,0.22387007,0.35731109,0.21378789,1.75153488
-4.98549275,5.12008761,1.16913183,1.19734173,0.02865079,0.23291699,0.37383616,0.21709349,1.80509411
-4.97948974,5.25798917,1.20454927,1.22923244,0.03048070,0.24113053,0.38921587,0.21921101,1.85109283
-4.97348674,5.37312006,1.23476398,1.25569561,0.03227496,0.24838963,0.40323858,0.22011350,1.88899169
-4.96748374,5.46425503,1.25935245,1.27647566,0.03401550,0.25458642,0.41570348,0.21980205,1.91841382
-4.96148074,5.53064573,1.27798030,1.29143416,0.03568728,0.25962854,0.42642468,0.21830502,1.93915292
-4.95547774,5.57203811,1.29040997,1.30055468,0.03727880,0.26344131,0.43523547,0.21567633,1.95117711
-4.94947474,5.58867808,1.29650637,1.30394457,0.03878247,0.26596955,0.44199242,0.21199307,1.95462864
-4.94347174,5.58130523,1.29624038,1.30183379,0.04019494,0.26717918,0.44657930,0.20735244,1.94981925
-4.93746873,5.55113458,1.28969003,1.29457054,0.04151722,0.26705828,0.44891071,0.20186815,1.93722144
-4.93146573,5.49982678,1.27703913,1.28261401,0.04275467,0.26561782,0.44893510,0.19566645,1.91745577
-4.92546273,5.42944748,1.25857338,1.26652413,0.04391684,0.26289179,0.44663726,0.18888196,1.89127462
-4.91945973,5.34241687,1.23467403,1.24694876,0.04501711,0.25893686,0.44203996,0.18165349,1.85954281
-4.91345673,5.24145082,1.20580907,1.22460857,0.04607228,0.25383144,0.43520474,0.17411998,1.82321567
-4.90745373,5.12949504,1.17252224,1.20027992,0.04710192,0.24767420,0.42623166,0.16641674,1.78331513
-4.90145073,5.00965429,1.13542018,1.17477630,0.04812775,0.24058213,0.41525812,0.15867216,1.74090459
-4.89544772,4.88511849,1.09515793,1.14892877,0.04917288,0.23268802,0.40245655,0.15100490,1.69706319
-4.88944472,4.75908791,1.05242342,1.12356595,0.05026109,0.22413764,0.38803116,0.14352181,1.65286033
-4.88344172,4.63469950,1.00792123,1.09949405,0.05141606,0.21508652,0.37221377,0.13631646,1.60933107
-4.87743872,4.51495674,0.96235635,1.07747765,0.05266074,0.20569658,0.35525890,0.12946844,1.56745321
-4.87143572,4.40266467,0.91641831,1.05822165,0.05401673,0.19613260,0.33743816,0.12304333,1.52812666
-4.86543272,4.30037233,0.87076633,1.04235494,0.05550374,0.18655875,0.31903434,0.11709335,1.49215566
-4.85942971,4.21032400,0.82601587,1.03041634,0.05713925,0.17713524,0.30033518,0.11165859,1.46023437
-4.85342671,4.13442060,0.78272708,1.02284307,0.05893820,0.16801518,0.28162726,0.10676876,1.43293611
-4.84742371,4.07419216,0.74139546,1.01996232,0.06091287,0.15934184,0.26318999,0.10244522,1.41070662
-4.84142071,4.03078204,0.70244495,1.02198586,0.06307280,0.15124630,0.24529013,0.09870341,1.39386118
-4.83541771,4.00494282,0.66622353,1.02900809,0.06542487,0.14384557,0.22817680,0.09555521,1.38258577
-4.82941471,3.99704369,0.63300148,1.04100750,0.06797344,0.13724124,0.21207720,0.09301140,1.37694198
-4.82341171,4.00708868,0.60297200,1.05785127,0.07072056,0.13151868,0.19719320,0.09108386,1.37687520
-4.81740870,4.03474459,0.57625415,1.07930322,0.07366627,0.12674674,0.18369869,0.08978750,1.38222591
-4.81140570,4.07937725,0.55289772,1.10503439,0.07680885,0.12297794,0.17173779,0.08914170,1.39274331
-4.80540270,4.14009455,0.53288966,1.13463625,0.08014525,0.12024914,0.16142391,0.08917136,1.40810077
-4.79939970,4.21579443,0.51616179,1.16763580,0.08367143,0.11858251,0.15283954,0.08990724,1.42791246
-4.79339670,4.30521584,0.50259921,1.20351225,0.08738275,0.11798692,0.14603673,0.09138575,1.45175051
-4.78739370,4.40699088,0.49204905,1.24171457,0.09127439,0.11845942,0.14103812,0.09364812,1.47916199
-4.78139070,4.51969609,0.48432930,1.28167940,0.09534181,0.11998701,0.13783848,0.09673893,1.50968527
-4.77538769,4.64190135,0.47923711,1.32284866,0.09958117,0.12254832,0.13640658,0.10070419,1.54286498
-4.76938469,4.77221457,0.47655656,1.36468639,0.10398977,0.12611545,0.13668734,0.10558884,1.57826538
-4.76338169,4.90932111,0.47606549,1.40669404,0.10856651,0.13065560,0.13860424,0.11143408,1.61548160
-4.75737869,5.05201674,0.47754131,1.44842408,0.11331234,0.13613267,0.14206171,0.11827440,1.65414866
-4.75137569,5.19923338,0.48076579,1.48949110,0.11823060,0.14250863,0.14694780,0.12613462,1.69394795
-4.74537269,5.35005727,0.48552869,1.52958048,0.12332736,0.14974471,0.15313673,0.13502709,1.73461128
-4.73936968,5.50373945,0.49163046,1.56845407,0.12861169,0.15780244,0.16049157,0.14494914,1.77592257
-4.73336668,5.65969853,0.49888394,1.60595302,0.13409580,0.16664430,0.16886686,0.15588102,1.81771724
-4.72736368,5.81751641,0.50711534,1.64199753,0.13979500,0.17623426,0.17811132,0.16778443,1.85987952
-4.72136068,5.97692729,0.51616459,1.67658379,0.14572759,0.18653803,0.18807046,0.18060175,1.90233812
-4.71535768,6.13780096,0.52588521,1.70977823,0.15191453,0.19752310,0.19858924,0.19425601,1.94506028
-4.70935468,6.30012108,0.53614388,1.74170930,0.15837892,0.20915847,0.20951462,0.20865180,1.98804482
-4.70335168,6.46395943,0.54681979,1.77255723,0.16514530,0.22141431,0.22069801,0.22367679,2.03131417
-4.69734867,6.62944719,0.55780393,1.80254203,0.17223879,0.23426127,0.23199764,0.23920420,2.07490597
-4.69134567,6.79674391,0.56899835,1.83191031,0.17968402,0.24766975,0.24328063,0.25509575,2.11886426
-4.68534267,6.96600541,0.58031543,1.86092129,0.18750394,0.26160891,0.25442486,0.27120528,2.16323057
-4.67933967,7.13735117,0.59167710,1.88983239,0.19571849,0.27604563,0.26532045,0.28738252,2.20803520
-4.67333667,7.31083217,0.60301421,1.91888507,0.20434321,0.29094332,0.27587087,0.30347717,2.25328858
-4.66733367,7.48639994,0.61426570,1.94829107,0.21338776,0.30626072,0.28599360,0.31934279,2.29897321
-4.66133067,7.66387761,0.62537786,1.97821976,0.22285453,0.32195065,0.29562029,0.33484046,2.34503607
-4.65532766,7.84293374,0.63630342,2.00878673,0.23273717,0.33795889,0.30469654,0.34984193,2.39138174
-4.64932466,8.02305988,0.64700065,2.04004421,0.24301937,0.35422307,0.31318110,0.36423222,2.43786658
-4.64332166,8.20355266,0.65743235,2.07197344,0.25367375,0.37067184,0.32104481,0.37791135,2.48429388
-4.63731866,8.38350154,0.66756488,2.10447943,0.26466091,0.38722429,0.32826911,0.39079534,2.53041063
-4.63131566,8.56178306,0.67736730,2.13738832,0.27592889,0.40378967,0.33484447,0.40281637,2.57590585
-4.62531266,8.73706268,0.68681076,2.17044741,0.28741286,0.42026756,0.34076868,0.41392207,2.62041110
-4.61930965,8.90780513,0.69586816,2.20332822,0.29903529,0.43654858,0.34604521,0.42407419,2.66350323
-4.61330665,9.07229376,0.70451444,2.23563236,0.31070644,0.45251554,0.35068178,0.43324668,2.70470978
-4.60730365,9.22865969,0.71272740,2.26690042,0.32232545,0.46804525,0.35468928,0.44142339,2.74351714
-4.60130065,9.37492043,0.72048938,2.29662357,0.33378178,0.48301088,0.35808109,0.44859560,2.77938159
-4.59529765,9.50902789,0.72778965,2.32425765,0.34495719,0.49728492,0.36087291,0.45475956,2.81174311
-4.58929465,9.62892459,0.73462774,2.34923950,0.35572818,0.51074257,0.36308313,0.45991426,2.84004177
-4.58329165,9.73260671,0.74101746,2.37100481,0.36596870,0.52326565,0.36473375,0.46405956,2.86373621
-4.57728864,9.81819181,0.74699162,2.38900715,0.37555330,0.53474673,0.36585166,0.46719490,2.88232357
-4.57128564,9.88398856,0.75260708,2.40273721,0.38436035,0.54509340,0.36647041,0.46931851,2.89536017
-4.56528264,9.92856556,0.75794996,2.41174176,0.39227541,0.55423250,0.36663207,0.47042735,2.90248188
-4.55927964,9.95081566,0.76314055,2.41564123,0.39919444,0.56211413,0.36638920,0.47051758,2.90342313
-4.55327664,9.95001258,0.76833752,2.41414533,0.40502680,0.56871503,0.36580654,0.46958559,2.89803356
-4.54727364,9.92585629,0.77374099,2.40706578,0.40969786,0.57404147,0.36496240,0.46762941,2.88629109
-4.54127064,9.87850413,0.77959406,2.39432557,0.41315102,0.57813107,0.36394939,0.46465034,2.86831053
-4.53526763,9.80858523,0.78618221,2.37596410,0.41534913,0.58105363,0.36287439,0.46065477,2.84434695
-4.52926463,9.71719642,0.79383056,2.35213792,0.41627514,0.58291071,0.36185760,0.45565574,2.81479317
-4.52326163,9.60587882,0.80289831,2.32311683,0.41593193,0.58383392,0.36103053,0.44967442,2.78017112
-4.51725863,9.47657517,0.81377063,2.28927537,0.41434142,0.58398179,0.36053299,0.44274108,2.74111722
-4.51125563,9.33156919,0.82684777,2.25108009,0.41154291,0.58353546,0.36050896,0.43489564,2.69836217
-4.50525263,9.17340921,0.84253162,2.20907296,0.40759076,0.58269295,0.36110167,0.42618769,2.65270575
-4.49924962,9.00481914,0.86121013,2.16385175,0.40255167,0.58166252,0.36244775,0.41667597,2.60498798
-4.49324662,8.82860090,0.88323991,2.11604819,0.39650152,0.58065507,0.36467105,0.40642737,2.55605766
