energy_ev,total_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.88594297,3.12361193,0.41431886,1.54533377,0.08394223,0.05314394,0.04957900,0.49543193,0.17967341,0.32019031
-5.87993997,3.15209614,0.41007762,1.54673874,0.08823194,0.05185386,0.04985311,0.50051309,0.18630828,0.33206364
-5.87393697,3.19100059,0.40597515,1.55077160,0.09252403,0.05062194,0.05045856,0.50780779,0.19401140,0.34645098
-5.86793397,3.24086372,0.40220230,1.55735477,0.09672998,0.04946529,0.05136114,0.51764343,0.20286499,0.36338149
-5.86193097,3.30210813,0.39894930,1.56641473,0.10076380,0.04840166,0.05252792,0.53030471,0.21293557,0.38285391
-5.85592796,3.37499431,0.39639683,1.57787213,0.10454418,0.04744834,0.05392684,0.54601983,0.22426826,0.40482931
-5.84992496,3.45957788,0.39470738,1.59163226,0.10799666,0.04662111,0.05552611,0.56494807,0.23688162,0.42922425
-5.84392196,3.55567269,0.39401746,1.60757605,0.11105559,0.04593326,0.05729373,0.58716933,0.25076340,0.45590510
-5.83791896,3.66282185,0.39443095,1.62555221,0.11366595,0.04539470,0.05919693,0.61267612,0.26586739,0.48468372
-5.83191596,3.78027850,0.39601397,1.64537094,0.11578491,0.04501135,0.06120186,0.64136864,0.28211167,0.51531502
-5.82591296,3.90699810,0.39879149,1.66679943,0.11738300,0.04478461,0.06327337,0.67305316,0.29937852,0.54749665
-5.81990995,4.04164315,0.40274583,1.68955967,0.11844501,0.04471123,0.06537495,0.70744411,0.31751598,0.58087110
-5.81390695,4.18260126,0.40781720,1.71332872,0.11897041,0.04478332,0.06746893,0.74416991,0.33634123,0.61503032
-5.80790395,4.32801662,0.41390612,1.73774171,0.11897334,0.04498867,0.06951682,0.78278257,0.35564567,0.64952289
-5.80190095,4.47583457,0.42087782,1.76239780,0.11848225,0.04531125,0.07147992,0.82277079,0.37520159,0.68386360
-5.79589795,4.62385823,0.42856822,1.78686901,0.11753905,0.04573195,0.07332004,0.86357630,0.39477020,0.71754521
-5.78989495,4.76981556,0.43679136,1.81071203,0.11619792,0.04622949,0.07500041,0.90461280,0.41411074,0.75005200
-5.78389195,4.91143471,0.44534787,1.83348259,0.11452380,0.04678140,0.07648664,0.94528695,0.43299023,0.78087467
-5.77788894,5.04652461,0.45403422,1.85475215,0.11259051,0.04736508,0.07774780,0.98502039,0.45119354,0.80952587
-5.77188594,5.17305788,0.46265213,1.87412624,0.11047881,0.04795890,0.07875743,1.02327211,0.46853318,0.83555583
-5.76588294,5.28925200,0.47101787,1.89126377,0.10827411,0.04854320,0.07949458,1.05955998,0.48485841,0.85856728
-5.75987994,5.39364520,0.47897097,1.90589628,0.10606420,0.04910121,0.07994464,1.09348052,0.50006317,0.87822903
-5.75387694,5.48516300,0.48638186,1.91784623,0.10393694,0.04961981,0.08010010,1.12472592,0.51409238,0.89428744
-5.74787394,5.56317167,0.49315811,1.92704308,0.10197790,0.05009012,0.07996107,1.15309743,0.52694622,0.90657522
-5.74187094,5.62751544,0.49924894,1.93353614,0.10026808,0.05050788,0.07953559,1.17851424,0.53868212,0.91501714
-5.73586793,5.67853467,0.50464775,1.93750302,0.09888181,0.05087352,0.07883964,1.20101746,0.54941417,0.91963213
-5.72986493,5.71706310,0.50939243,1.93925284,0.09788474,0.05119205,0.07789694,1.22076860,0.55930995,0.92053181
-5.72386193,5.74440330,0.51356357,1.93922343,0.09733198,0.05147274,0.07673842,1.23804270,0.56858479,0.91791531
-5.71785893,5.76228057,0.51728044,1.93797211,0.09726661,0.05172845,0.07540150,1.25321604,0.57749357,0.91206061
-5.71185593,5.77277647,0.52069496,1.93615993,0.09771826,0.05197493,0.07392905,1.26674904,0.58632044,0.90331291
-5.70585293,5.77824462,0.52398394,1.93452976,0.09870217,0.05222985,0.07236823,1.27916497,0.59536684,0.89207040
-5.69984992,5.78121211,0.52734002,1.93387869,0.10021843,0.05251176,0.07076915,1.29102548,0.60493834,0.87876828
-5.69384692,5.78427105,0.53096155,1.93502604,0.10225167,0.05283907,0.06918339,1.30290403,0.61533080,0.86386171
-5.68784392,5.78996522,0.53504210,1.93877810,0.10477114,0.05322893,0.06766255,1.31535854,0.62681674,0.84780865
-5.68184092,5.80067724,0.53976006,1.94589138,0.10773109,0.05369628,0.06625672,1.32890452,0.63963223,0.83105324
-5.67583792,5.81852194,0.54526888,1.95703612,0.11107176,0.05425301,0.06501307,1.34399010,0.65396527,0.81401075
-5.66983492,5.84525107,0.55168836,1.97276187,0.11472064,0.05490723,0.06397451,1.36097417,0.66994599,0.79705460
-5.66383192,5.88217431,0.55909766,1.99346705,0.11859420,0.05566288,0.06317859,1.38010865,0.68763932,0.78050609
-5.65782891,5.93010027,0.56753018,2.01937408,0.12260005,0.05651948,0.06265647,1.40152589,0.70704043,0.76462724
-5.65182591,5.98930071,0.57697072,2.05051155,0.12663940,0.05747220,0.06243223,1.42523172,0.72807317,0.74961690
-5.64582291,6.05949925,0.58735504,2.08670439,0.13060978,0.05851219,0.06252233,1.45110439,0.75059172,0.73561023
-5.63981991,6.13988519,0.59857178,2.12757277,0.13440799,0.05962714,0.06293537,1.47889960,0.77438509,0.72268117
-5.63381691,6.22915123,0.61046678,2.17253987,0.13793313,0.06080212,0.06367203,1.50826098,0.79918459,0.71084779
-5.62781391,6.32555285,0.62284940,2.22084817,0.14108963,0.06202049,0.06472532,1.53873561,0.82467356,0.70007984
-5.62181091,6.42698585,0.63550060,2.27158357,0.14379011,0.06326505,0.06608089,1.56979363,0.85049908,0.69030793
-5.61580790,6.53107770,0.64818231,2.32370613,0.14595802,0.06451920,0.06771763,1.60085077,0.87628489,0.68143367
-5.60980490,6.63528780,0.66064756,2.37608592,0.14752995,0.06576808,0.06960834,1.63129270,0.90164502,0.67334010
-5.60380190,6.73701119,0.67265092,2.42754221,0.14845739,0.06699970,0.07172051,1.66049978,0.92619727,0.66590168
-5.59779890,6.83368043,0.68395860,2.47688421,0.14870810,0.06820582,0.07401717,1.68787106,0.94957608,0.65899327
-5.59179590,6.92286069,0.69435768,2.52295122,0.14826676,0.06938278,0.07645773,1.71284634,0.97144404,0.65249759
-5.58579290,7.00233356,0.70366419,2.56465057,0.14713506,0.07053194,0.07899887,1.73492522,0.99150158,0.64631087
-5.57978989,7.07016603,0.71172937,2.60099162,0.14533116,0.07165992,0.08159539,1.75368238,1.00949453,0.64034635
-5.57378689,7.12476206,0.71844414,2.63111441,0.14288857,0.07277850,0.08420101,1.76877855,1.02521921,0.63453563
-5.56778389,7.16489540,0.72374133,2.65431195,0.13985450,0.07390418,0.08676917,1.77996691,1.03852505,0.62882809
-5.56178089,7.18972320,0.72759581,2.67004560,0.13628773,0.07505749,0.08925371,1.78709490,1.04931471,0.62318841
-5.55577789,7.19878148,0.73002262,2.67795318,0.13225619,0.07626195,0.09160958,1.79010168,1.05754203,0.61759270
-5.54977489,7.19196412,0.73107306,2.67784997,0.12783426,0.07754287,0.09379348,1.78901184,1.06320795,0.61202361
-5.54377189,7.16948808,0.73082931,2.66972325,0.12309999,0.07892589,0.09576447,1.78392589,1.06635499,0.60646498
-5.53776888,7.13184819,0.72939777,2.65372100,0.11813237,0.08043547,0.09748460,1.77500851,1.06706061,0.60089646
-5.53176588,7.07976493,0.72690157,2.63013586,0.11300867,0.08209337,0.09891944,1.76247531,1.06543002,0.59528859
-5.52576288,7.01412918,0.72347274,2.59938565,0.10780212,0.08391704,0.10003876,1.74657907,1.06158889,0.58959889
-5.51975988,6.93594724,0.71924438,2.56199153,0.10257985,0.08591832,0.10081703,1.72759627,1.05567639,0.58376913
-5.51375688,6.84628950,0.71434337,2.51855507,0.09740131,0.08810222,0.10123405,1.70581469,1.04783892,0.57772416
-5.50775388,6.74624534,0.70888393,2.46973550,0.09231707,0.09046598,0.10127550,1.68152260,1.03822485,0.57137237
-5.50175088,6.63688629,0.70296231,2.41622802,0.08736815,0.09299850,0.10093349,1.65500014,1.02698044,0.56460778
-5.49574787,6.51923863,0.69665286,2.35874397,0.08258582,0.09568008,0.10020699,1.62651294,1.01424694,0.55731371
-5.48974487,6.39426594,0.69000568,2.29799360,0.07799176,0.09848262,0.09910229,1.59630822,1.00015897,0.54936766
-5.48374187,6.26286142,0.68304580,2.23467167,0.07359870,0.10137014,0.09763330,1.56461320,0.98484407,0.54064734
-5.47773887,6.12584896,0.67577387,2.16944609,0.06941134,0.10429969,0.09582173,1.53163557,0.96842316,0.53103717
-5.47173587,5.98399175,0.66816837,2.10294965,0.06542751,0.10722270,0.09369713,1.49756573,0.95101173,0.52043513
-5.46573287,5.83800646,0.66018896,2.03577457,0.06163953,0.11008649,0.09129680,1.46258027,0.93272162,0.50875931
-5.45972986,5.68858125,0.65178089,1.96846951,0.05803563,0.11283612,0.08866547,1.42684629,0.91366298,0.49595386
-5.45372686,5.53639535,0.64288012,1.90153877,0.05460135,0.11541637,0.08585485,1.39052607,0.89394629,0.48199397
-5.44772386,5.38213841,0.63341886,1.83544314,0.05132092,0.11777376,0.08292292,1.35378162,0.87368421,0.46688957
-5.44172086,5.22652786,0.62333124,1.77060195,0.04817848,0.11985861,0.07993310,1.31677874,0.85299302,0.45068748
-5.43571786,5.07032273,0.61255885,1.70739588,0.04515913,0.12162694,0.07695320,1.27969026,0.83199368,0.43347191
-5.42971486,4.91433298,0.60105573,1.64617014,0.04224974,0.12304220,0.07405428,1.24269824,0.81081230,0.41536337
-5.42371186,4.75942359,0.58879282,1.58723762,0.03943955,0.12407672,0.07130925,1.20599503,0.78958002,0.39651583
-5.41770885,4.60651304,0.57576141,1.53088181,0.03672057,0.12471277,0.06879152,1.16978310,0.76843240,0.37711252
-5.41170585,4.45656641,0.56197566,1.47735916,0.03408767,0.12494333,0.06657350,1.13427366,0.74750824,0.35736039
-5.40570285,4.31058334,0.54747401,1.42690082,0.03153857,0.12477230,0.06472503,1.09968424,0.72694802,0.33748370
-5.39969985,4.16958170,0.53231938,1.37971367,0.02907355,0.12421436,0.06331194,1.06623540,0.70689195,0.31771683
-5.39369685,4.03457766,0.51659836,1.33598050,0.02669512,0.12329432,0.06239456,1.03414663,0.68747774,0.29829690
-5.38769385,3.90656350,0.50041929,1.29585963,0.02440752,0.12204615,0.06202641,1.00363192,0.66883833,0.27945641
-5.38169085,3.78648396,0.48390942,1.25948372,0.02221620,0.12051151,0.06225296,0.97489494,0.65109941,0.26141616
-5.37568784,3.67521267,0.46721132,1.22695827,0.02012730,0.11873813,0.06311067,0.94812433,0.63437708,0.24437900
-5.36968484,3.57352943,0.45047872,1.19835965,0.01814708,0.11677787,0.06462620,0.92348916,0.61877567,0.22852430
-5.36368184,3.48209981,0.43387195,1.17373305,0.01628149,0.11468469,0.06681593,0.90113491,0.60438563,0.21400370
-5.35767884,3.40145766,0.41755325,1.15309057,0.01453571,0.11251255,0.06968571,0.88117996,0.59128189,0.20093796
-5.35167584,3.33199164,0.40168210,1.13640952,0.01291385,0.11031346,0.07323104,0.86371300,0.57952250,0.18941519
-5.34567284,3.27393620,0.38641088,1.12363131,0.01141870,0.10813556,0.07743745,0.84879128,0.56914766,0.17949033
-5.33966983,3.22736749,0.37188089,1.11466102,0.01005161,0.10602153,0.08228128,0.83643981,0.56017935,0.17118589
-5.33366683,3.19220440,0.35821906,1.10936782,0.00881240,0.10400727,0.08773072,0.82665170,0.55262133,0.16449377
-5.32766383,3.16821454,0.34553526,1.10758633,0.00769947,0.10212090,0.09374711,0.81938935,0.54645978,0.15937810
-5.32166083,3.15502490,0.33392050,1.10911897,0.00670981,0.10038221,0.10028644,0.81458669,0.54166433,0.15577877
-5.31565783,3.15213654,0.32344584,1.11373925,0.00583924,0.09880242,0.10730100,0.81215218,0.53818967,0.15361557
-5.30965483,3.15894252,0.31416208,1.12119576,0.00508256,0.09738441,0.11474105,0.81197243,0.53597745,0.15279263
-5.30365183,3.17474797,0.30610021,1.13121691,0.00443383,0.09612321,0.12255648,0.81391627,0.53495849,0.15320290
-5.29764882,3.19879129,0.29927238,1.14351594,0.00388656,0.09500684,0.13069835,0.81783897,0.53505523,0.15473258
-5.29164582,3.23026498,0.29367338,1.15779598,0.00343397,0.09401739,0.13912013,0.82358642,0.53618403,0.15726516
-5.28564282,3.26833527,0.28928246,1.17375489,0.00306923,0.09313221,0.14777871,0.83099889,0.53825751,0.16068500
-5.27963982,3.31215904,0.28606524,1.19108954,0.00278565,0.09232529,0.15663500,0.83991428,0.54118652,0.16488019
-5.27363682,3.36089742,0.28397567,1.20949924,0.00257690,0.09156855,0.16565406,0.85017047,0.54488163,0.16974484
-5.26763382,3.41372511,0.28295788,1.22868819,0.00243712,0.09083319,0.17480482,0.86160681,0.54925423,0.17518040
-5.26163082,3.46983537,0.28294777,1.24836672,0.00236112,0.09009079,0.18405928,0.87406453,0.55421693,0.18109638
-5.25562781,3.52844043,0.28387429,1.26825151,0.00234443,0.08931445,0.19339133,0.88738616,0.55968337,0.18741020
-5.24962481,3.58876790,0.28566043,1.28806465,0.00238345,0.08847953,0.20277518,0.90141404,0.56556745,0.19404644
-5.24362181,3.65005388,0.28822385,1.30753195,0.00247549,0.08756438,0.21218350,0.91598809,0.57178214,0.20093556
-5.23761881,3.71153385,0.29147727,1.32638074,0.00261886,0.08655075,0.22158546,0.93094316,0.57823780,0.20801221
-5.23161581,3.77243270,0.29532865,1.34433749,0.00281295,0.08542407,0.23094470,0.94610623,0.58484050,0.21521331
-5.22561281,3.83195540,0.29968134,1.36112580,0.00305823,0.08417355,0.24021746,0.96129387,0.59149029,0.22247614
-5.21960980,3.88927978,0.30443426,1.37646505,0.00335642,0.08279218,0.24935100,0.97631033,0.59807977,0.22973647
-5.21360680,3.94355290,0.30948230,1.39007024,0.00371047,0.08127657,0.25828246,0.99094664,0.60449322,0.23692713
-5.20760380,3.99389227,0.31471707,1.40165326,0.00412470,0.07962687,0.26693823,1.00498102,0.61060638,0.24397686
-5.20160080,4.03939267,0.32002808,1.41092589,0.00460483,0.07784652,0.27523407,1.01818076,0.61628715,0.25080988
-5.19559780,4.07913936,0.32530441,1.41760452,0.00515808,0.07594215,0.28307583,1.03030592,0.62139722,0.25734603
-5.18959480,4.11222735,0.33043701,1.42141675,0.00579323,0.07392345,0.29036104,1.04111457,0.62579473,0.26350154
-5.18359180,4.13778665,0.33532154,1.42210946,0.00652060,0.07180311,0.29698113,1.05036968,0.62933794,0.26919061
-5.17758879,4.15501224,0.33986171,1.41945817,0.00735211,0.06959686,0.30282437,1.05784734,0.63188967,0.27432745
-5.17158579,4.16319756,0.34397300,1.41327717,0.00830118,0.06732350,0.30777938,1.06334584,0.63332247,0.27882891
-5.16558279,4.16176970,0.34758675,1.40342984,0.00938258,0.06500510,0.31173897,1.06669539,0.63352416,0.28261749
-5.15957979,4.15032426,0.35065425,1.38983871,0.01061228,0.06266711,0.31460428,1.06776766,0.63240351,0.28562450
-5.15357679,4.12865777,0.35315072,1.37249431,0.01200707,0.06033857,0.31628896,1.06648472,0.62989569,0.28779328
-5.14757379,4.09679540,0.35507898,1.35146254,0.01358420,0.05805233,0.31672308,1.06282677,0.62596713,0.28908221
-5.14157079,4.05501211,0.35647257,1.32688976,0.01536086,0.05584513,0.31585679,1.05683806,0.62061952,0.28946732
-5.13556778,4.00384531,0.35739801,1.29900520,0.01735352,0.05375776,0.31366325,1.04863055,0.61389270,0.28894443
-5.12956478,3.94409778,0.35795616,1.26812038,0.01957724,0.05183505,0.31014090,1.03838493,0.60586602,0.28753040
-5.12356178,3.87682992,0.35828242,1.23462533,0.02204485,0.05012580,0.30531477,1.02634865,0.59665824,0.28526374
-5.11755878,3.80334098,0.35854569,1.19898162,0.02476609,0.04868257,0.29923688,1.01283106,0.58642576,0.28220412
-5.11155578,3.72513956,0.35894599,1.16171223,0.02774670,0.04756134,0.29198549,0.99819552,0.57535918,0.27843111
-5.10555278,3.64390408,0.35971079,1.12338876,0.03098757,0.04682102,0.28366343,0.98284879,0.56367837,0.27404188
-5.09954977,3.56143474,0.36109002,1.08461614,0.03448390,0.04652278,0.27439535,0.96722811,0.55162615,0.26914813
-5.09354677,3.47959863,0.36334994,1.04601580,0.03822447,0.04672925,0.26432424,0.95178643,0.53946084,0.26387231
-5.08754377,3.40027025,0.36676597,1.00820748,0.04219111,0.04750347,0.25360709,0.93697643,0.52744812,0.25834332
-5.08154077,3.32526986,0.37161460,0.97179090,0.04635828,0.04890770,0.24241015,0.92323407,0.51585234,0.25269179
-5.07553777,3.25630238,0.37816474,0.93732757,0.05069301,0.05100204,0.23090383,0.91096229,0.50492778,0.24704536
-5.06953477,3.19489911,0.38666867,0.90532382,0.05515500,0.05384286,0.21925749,0.90051575,0.49491026,0.24152395
-5.06353177,3.14236499,0.39735285,0.87621547,0.05969707,0.05748108,0.20763444,0.89218713,0.48600932,0.23623546
-5.05752876,3.09973345,0.41040889,0.85035492,0.06426593,0.06196029,0.19618726,0.88619572,0.47840135,0.23127190
-5.05152576,3.06773051,0.42598491,0.82800102,0.06880321,0.06731474,0.18505368,0.88267869,0.47222397,0.22670628
-5.04552276,3.04674975,0.44417764,0.80931205,0.07324677,0.07356736,0.17435316,0.88168550,0.46757170,0.22259033
-5.03951976,3.03683877,0.46502540,0.79434223,0.07753222,0.08072767,0.16418438,0.88317551,0.46449313,0.21895315
-5.03351676,3.03769759,0.48850227,0.78304161,0.08159467,0.08878981,0.15462357,0.88701894,0.46298968,0.21580078
-5.02751376,3.04868875,0.51451365,0.77525931,0.08537054,0.09773076,0.14572382,0.89300109,0.46301578,0.21311681
-5.02151076,3.06885859,0.54289348,0.77075011,0.08879936,0.10750875,0.13751535,0.90082942,0.46448051,0.21086382
-5.01550775,3.09696850,0.57340311,0.76918381,0.09182567,0.11806205,0.13000662,0.91014334,0.46725055,0.20898567
-5.00950475,3.13153488,0.60573222,0.77015713,0.09440060,0.12930826,0.12318626,0.92052605,0.47115426,0.20741047
-5.00350175,3.17087615,0.63950172,0.77320756,0.09648344,0.14114416,0.11702557,0.93151809,0.47598672,0.20605402
-4.99749875,3.21316501,0.67426873,0.77782880,0.09804277,0.15344613,0.11148165,0.94263186,0.48151551,0.20482370
-4.99149575,3.25648415,0.70953375,0.78348699,0.09905745,0.16607146,0.10650072,0.95336683,0.48748717,0.20362244
-4.98549275,3.29888362,0.74474993,0.78963741,0.09951714,0.17886031,0.10202171,0.96322458,0.49363392,0.20235271
-4.97948974,3.33843809,0.77933429,0.79574107,0.09942253,0.19163857,0.09797981,0.97172355,0.49968083,0.20092043
-4.97348674,3.37330245,0.81268082,0.80128052,0.09878519,0.20422149,0.09430988,0.97841276,0.50535291,0.19923850
-4.96748374,3.40176437,0.84417511,0.80577483,0.09762713,0.21641801,0.09094961,0.98288448,0.51038229,0.19723000
-4.96148074,3.42229259,0.87321017,0.80879290,0.09598001,0.22803578,0.08784225,0.98478525,0.51451518,0.19483083
-4.95547774,3.43357989,0.89920315,0.80996527,0.09388419,0.23888668,0.08493893,0.98382537,0.51751865,0.19199189
-4.94947474,3.43458002,0.92161221,0.80899378,0.09138754,0.24879259,0.08220049,0.97978648,0.51918690,0.18868068
-4.94347174,3.42453781,0.93995320,0.80565921,0.08854419,0.25759140,0.07959870,0.97252730,0.51934711,0.18488224
-4.93746873,3.40301203,0.95381544,0.79982666,0.08541314,0.26514275,0.07711711,0.96198745,0.51786464,0.18059970
-4.93146573,3.36989065,0.96287602,0.79144861,0.08205700,0.27133351,0.07475130,0.94818933,0.51464734,0.17585417
-4.92546273,3.32539815,0.96691191,0.78056573,0.07854067,0.27608259,0.07250875,0.93123816,0.50964909,0.17068426
-4.91945973,3.27009484,0.96580951,0.76730545,0.07493020,0.27934486,0.07040833,0.91132004,0.50287215,0.16514509
-4.91345673,3.20486810,0.95957092,0.75187836,0.07129167,0.28111413,0.06847948,0.88869840,0.49436837,0.15930706
-4.90745373,3.13091567,0.94831673,0.73457259,0.06769032,0.28142471,0.06676119,0.86370856,0.48423902,0.15325417
-4.90145073,3.04972115,0.93228497,0.71574633,0.06418967,0.28035178,0.06530075,0.83675074,0.47263331,0.14708221
-4.89544772,2.96302206,0.91182617,0.69581863,0.06085086,0.27801017,0.06415241,0.80828156,0.45974540,0.14089660
-4.88944472,2.87277105,0.88739463,0.67525870,0.05773202,0.27455184,0.06337600,0.77880407,0.44580995,0.13481015
-4.88344172,2.78109081,0.85953599,0.65457400,0.05488775,0.27016187,0.06303551,0.74885661,0.43109634,0.12894063
-4.87743872,2.69022359,0.82887166,0.63429725,0.05236855,0.26505318,0.06319760,0.71900063,0.41590154,0.12340823
-4.87143572,2.60247635,0.79608060,0.61497279,0.05022037,0.25946022,0.06393021,0.68980766,0.40054198,0.11833290
-4.86543272,2.52016269,0.76187904,0.59714248,0.04848408,0.25363172,0.06530106,0.66184577,0.38534438,0.11383168
-4.85942971,2.44554300,0.72699890,0.58133143,0.04719488,0.24782278,0.06737623,0.63566579,0.37063611,0.11001598
-4.85342671,2.38076411,0.69216590,0.56803402,0.04638178,0.24228674,0.07021865,0.61178755,0.35673517,0.10698885
-4.84742371,2.32780027,0.65807784,0.55770044,0.04606698,0.23726689,0.07388659,0.59068661,0.34394025,0.10484232
-4.84142071,2.28839691,0.62538418,0.55072406,0.04626522,0.23298853,0.07843212,0.57278176,0.33252109,0.10365487
-4.83541771,2.26401894,0.59466745,0.54743015,0.04698323,0.22965155,0.08389954,0.55842359,0.32270963,0.10348905
-4.82941471,2.25580515,0.56642732,0.54806602,0.04821913,0.22742395,0.09032368,0.54788465,0.31469220,0.10438930
-4.82341171,2.26453043,0.54106762,0.55279310,0.04996206,0.22643628,0.09772841,0.54135135,0.30860304,0.10638012
-4.81740870,2.29057695,0.51888707,0.56168120,0.05219180,0.22677759,0.10612495,0.53891800,0.30451942,0.10946460
-4.81140570,2.33391585,0.50007365,0.57470507,0.05487868,0.22849263,0.11551051,0.54058322,0.30245858,0.11362341
-4.80540270,2.39410012,0.48470300,0.59174358,0.05798369,0.23158076,0.12586689,0.54624884,0.30237661,0.11881425
-4.79939970,2.47026956,0.47274060,0.61258160,0.06145886,0.23599643,0.13715947,0.55572152,0.30416932,0.12497199
-4.79339670,2.56116801,0.46404772,0.63691462,0.06524787,0.24165122,0.14933646,0.56871707,0.30767519,0.13200929
-4.78739370,2.66517286,0.45839072,0.66435608,0.06928703,0.24841751,0.16232850,0.58486741,0.31268016,0.13981794
-4.78139070,2.78033622,0.45545335,0.69444726,0.07350650,0.25613348,0.17604881,0.60373009,0.31892432,0.14827087
-4.77538769,2.90443703,0.45485149,0.72666955,0.07783181,0.26460942,0.19039381,0.62480013,0.32611012,0.15722468
-4.76938469,3.03504247,0.45614969,0.76045877,0.08218555,0.27363504,0.20524432,0.64752389,0.33391186,0.16652284
-4.76338169,3.16957723,0.45887901,0.79522110,0.08648931,0.28298749,0.22046736,0.67131456,0.34198624,0.17599933
-4.75737869,3.30539809,0.46255526,0.83035015,0.09066572,0.29243989,0.23591846,0.69556879,0.34998342,0.18548271
-4.75137569,3.43987184,0.46669727,0.86524464,0.09464048,0.30176997,0.25144459,0.71968405,0.35755836,0.19480040
-4.74537269,3.57045349,0.47084418,0.89932605,0.09834441,0.31076848,0.26688747,0.74307602,0.36438196,0.20378316
-4.73936968,3.69476228,0.47457151,0.93205564,0.10171539,0.31924707,0.28208733,0.76519554,0.37015163,0.21226951
-4.73336668,3.81065263,0.47750519,0.96295027,0.10470009,0.32704537,0.29688682,0.78554453,0.37460082,0.22010995
-4.72736368,3.91627749,0.47933334,0.99159630,0.10725541,0.33403688,0.31113515,0.80369029,0.37750743,0.22717090
-4.72136068,4.01014172,0.47981534,1.01766124,0.10934974,0.34013350,0.32469204,0.81927778,0.37870051,0.23333809
-4.71535768,4.09114360,0.47878796,1.04090257,0.11096370,0.34528855,0.33743159,0.83203940,0.37806530,0.23851944
-4.70935468,4.15860280,0.47616868,1.06117344,0.11209063,0.34949807,0.34924571,0.84180202,0.37554634,0.24264714
-4.70335168,4.21227422,0.47195595,1.07842514,0.11273668,0.35280045,0.36004704,0.84849096,0.37114867,0.24567903
-4.69734867,4.25234696,0.46622675,1.09270609,0.11292044,0.35527439,0.36977126,0.85213100,0.36493713,0.24759916
-4.69134567,4.27942907,0.45913174,1.10415767,0.11267233,0.35703527,0.37837866,0.85284431,0.35703387,0.24841756
-4.68534267,4.29451876,0.45088822,1.11300691,0.11203361,0.35823016,0.38585484,0.85084553,0.34761435,0.24816916
-4.67933967,4.29896368,0.44177146,1.11955644,0.11105512,0.35903169,0.39221059,0.84643429,0.33690185,0.24691216
-4.67333667,4.29441010,0.43210487,1.12417224,0.10979586,0.35963116,0.39748098,0.83998546,0.32516112,0.24472563
-4.66733367,4.28274438,0.42224947,1.12726958,0.10832133,0.36023103,0.40172356,0.83193775,0.31269110,0.24170676
-4.66133067,4.26602939,0.41259322,1.12929788,0.10670181,0.36103740,0.40501591,0.82278083,0.29981728,0.23796761
-4.65532766,4.24643836,0.40354055,1.13072501,0.10501063,0.36225262,0.40745253,0.81304187,0.28688400,0.23363176
-4.64932466,4.22618911,0.39550268,1.13202170,0.10332236,0.36406850,0.40914135,0.80327166,0.27424673,0.22883081
-4.64332166,4.20748098,0.38888880,1.13364668,0.10171113,0.36666037,0.41019985,0.79403104,0.26226484,0.22370093
