energy_ev,total_up,total_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,1.27195275,-2.24032324,0.21302523,-0.28214597,0.22095698,-0.09351715,0.42373340,-1.27832658,0.32634947,-0.71291300,0.00348358,-0.00280666,0.17088267,-0.91793281,0.54297245,-0.46543416,0.00000000,-0.00000000
-5.99399700,1.25992500,-2.17672226,0.21446317,-0.29260425,0.22480876,-0.10061780,0.40791635,-1.19016749,0.31584889,-0.68950013,0.00372212,-0.00255220,0.15780072,-0.86021957,0.54868375,-0.48711157,0.00000000,-0.00000000
-5.98799400,1.25071776,-2.12317782,0.21656112,-0.30454236,0.22888619,-0.10840836,0.39332738,-1.10829593,0.30628537,-0.66833578,0.00395818,-0.00230978,0.14542165,-0.80596132,0.55530984,-0.51164166,0.00000000,-0.00000000
-5.98199100,1.24397160,-2.08016638,0.21917919,-0.31777701,0.23307213,-0.11681634,0.37997099,-1.03327381,0.29766382,-0.64972374,0.00418899,-0.00208135,0.13387571,-0.75570645,0.56250893,-0.53871728,0.00000000,-0.00000000
-5.97598799,1.23924319,-2.04782630,0.22217083,-0.33207592,0.23724276,-0.12575056,0.36781810,-0.96549601,0.28995695,-0.63387051,0.00441209,-0.00186847,0.12326904,-0.70988319,0.56991730,-0.56794334,0.00000000,-0.00000000
-5.96998499,1.23602803,-2.02596139,0.22538768,-0.34716409,0.24127342,-0.13510277,0.35680954,-0.90519184,0.28310880,-0.62088128,0.00462549,-0.00167231,0.11368246,-0.66879413,0.57716337,-0.59884566,0.00000000,-0.00000000
-5.96398199,1.23378658,-2.01405579,0.22868463,-0.36273173,0.24504473,-0.14474997,0.34686119,-0.85243045,0.27703964,-0.61075956,0.00482778,-0.00149367,0.10517125,-0.63261451,0.58388267,-0.63088292,0.00000000,-0.00000000
-5.95797899,1.23197236,-2.01129962,0.23192479,-0.37844368,0.24844865,-0.15455751,0.33787024,-0.80713001,0.27165176,-0.60341042,0.00501826,-0.00133300,0.09776588,-0.60139421,0.58973296,-0.66346153,0.00000000,-0.00000000
-5.95197599,1.23006024,-2.01662415,0.23498435,-0.39395007,0.25139422,-0.16438271,0.32972214,-0.76906992,0.26683581,-0.59864718,0.00519700,-0.00119049,0.09147344,-0.57506300,0.59440864,-0.69595291,0.00000000,-0.00000000
-5.94597299,1.22757343,-2.02874510,0.23775679,-0.40889773,0.25381259,-0.17407899,0.32229780,-0.73790555,0.26247735,-0.59620112,0.00536495,-0.00106608,0.08627966,-0.55343896,0.59765393,-0.72771252,0.00000000,-0.00000000
