energy_ev,total_up,total_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-6.00000000,1.68941863,-3.61469322,0.49024822,-0.64914242,0.32435933,-0.38121884,0.02614746,-0.04352136,0.19635562,-0.66480470,0.01848082,-0.03720556,0.64239476,-1.20946405
-5.99399700,1.63173293,-3.57304641,0.50227317,-0.65733028,0.30714243,-0.37898865,0.02490155,-0.04367742,0.19291611,-0.66837050,0.01733887,-0.03567129,0.61982955,-1.18039822
-5.98799400,1.57794610,-3.52428985,0.51625308,-0.66566724,0.29052221,-0.37597615,0.02357564,-0.04367496,0.19036403,-0.67132054,0.01624416,-0.03403659,0.59812973,-1.14812043
-5.98199100,1.52896708,-3.46990504,0.53222961,-0.67429577,0.27474219,-0.37232631,0.02219331,-0.04352943,0.18872597,-0.67384445,0.01520982,-0.03232593,0.57773747,-1.11324017
-5.97598799,1.48564935,-3.41146525,0.55023431,-0.68334358,0.26003611,-0.36819582,0.02077809,-0.04325954,0.18802435,-0.67613280,0.01424793,-0.03056486,0.55907092,-1.07641732
-5.96998499,1.44877574,-3.35057680,0.57029037,-0.69291395,0.24662290,-0.36374739,0.01935282,-0.04288669,0.18827775,-0.67836746,0.01336936,-0.02877930,0.54251588,-1.03834087
-5.96398199,1.41904417,-3.28881983,0.59241374,-0.70307681,0.23470201,-0.35914393,0.01793906,-0.04243420,0.18950093,-0.68071215,0.01258350,-0.02699477,0.52841829,-0.99970718
-5.95797899,1.39705428,-3.22769177,0.61661345,-0.71386131,0.22444898,-0.35454277,0.01655659,-0.04192663,0.19170453,-0.68330383,0.01189811,-0.02523565,0.51707776,-0.96119876
-5.95197599,1.38329515,-3.16855635,0.64289085,-0.72525038,0.21601156,-0.35009042,0.01522305,-0.04138899,0.19489438,-0.68624537,0.01131911,-0.02352454,0.50874202,-0.92346455
-5.94597299,1.37813418,-3.11260066,0.67123764,-0.73717771,0.20950628,-0.34591791,0.01395357,-0.04084605,0.19907050,-0.68960005,0.01085050,-0.02188170,0.50360231,-0.88710269
-5.93996998,1.38180700,-3.06080246,0.70163253,-0.74952747,0.20501576,-0.34213701,0.01276064,-0.04032159,0.20422576,-0.69338806,0.01049426,-0.02032462,0.50178972,-0.85264648
-5.93396698,1.39440866,-3.01390893,0.73403669,-0.76213696,0.20258653,-0.33883755,0.01165399,-0.03983784,0.21034437,-0.69758530,0.01025030,-0.01886770,0.50337241,-0.82055399
-5.92796398,1.41588617,-2.97242775,0.76838809,-0.77480217,0.20222766,-0.33608574,0.01064060,-0.03941489,0.21740012,-0.70212465,0.01011648,-0.01752208,0.50835360,-0.79120165
-5.92196098,1.44603265,-2.93663023,0.80459503,-0.78728587,0.20391006,-0.33392375,0.00972477,-0.03907029,0.22535458,-0.70689946,0.01008860,-0.01629564,0.51667047,-0.76488195
-5.91595798,1.48448338,-2.90656601,0.84252932,-0.79932817,0.20756656,-0.33237026,0.00890832,-0.03881866,0.23415536,-0.71176913,0.01016049,-0.01519313,0.52819392,-0.74180487
-5.90995498,1.53071433,-2.88208769,0.88201958,-0.81065871,0.21309277,-0.33142212,0.00819074,-0.03867150,0.24373467,-0.71656656,0.01032409,-0.01421637,0.54272927,-0.72210284
-5.90395198,1.58404351,-2.86288374,0.92284525,-0.82101004,0.22034870,-0.33105669,0.00756953,-0.03863704,0.25400808,-0.72110684,0.01056960,-0.01336464,0.56001799,-0.70583857
-5.89794897,1.64363582,-2.84851709,0.96473198,-0.83013146,0.22916128,-0.33123499,0.00704041,-0.03872017,0.26487398,-0.72519689,0.01088566,-0.01263511,0.57974074,-0.69301516
-5.89194597,1.70851185,-2.83846720,1.00734893,-0.83780243,0.23932764,-0.33190513,0.00659765,-0.03892252,0.27621357,-0.72864527,0.01125950,-0.01202330,0.60152162,-0.68358753
