energy_ev,total_up,N_s_up,N_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up,Zn_p_up,Zn_d_up
-6.00000000,8.30205452,0.01785206,2.17745502,0.12099283,2.13480284,5.33687505,2.02398436,0.14536541,1.09261361
-5.99399700,7.90342232,0.01708133,2.03619462,0.11265268,2.06179220,5.06657104,1.91712739,0.14466547,1.04869707
-5.98799400,7.50852141,0.01631012,1.89685274,0.10479174,1.98912165,4.79513557,1.81328192,0.14404443,1.00391980
-5.98199100,7.12007321,0.01555041,1.76032478,0.09742937,1.91758287,4.52509301,1.71292972,0.14351749,0.95847740
-5.97598799,6.74071674,0.01481492,1.62746308,0.09058282,1.84794104,4.25893889,1.61647275,0.14310077,0.91260191
-5.96998499,6.37296802,0.01411678,1.49906467,0.08426712,1.78092059,3.99908513,1.52423726,0.14281096,0.86655565
-5.96398199,6.01917932,0.01346919,1.37585897,0.07849489,1.71719197,3.74780623,1.43647859,0.14266499,0.82062402
-5.95797899,5.68149989,0.01288498,1.25849610,0.07327603,1.65735969,3.50718864,1.35338637,0.14267945,0.77510752
-5.95197599,5.36183986,0.01237626,1.14753630,0.06861737,1.60195205,3.27908561,1.27509000,0.14287009,0.73031352
-5.94597299,5.06183868,0.01195407,1.04344114,0.06452225,1.55141259,3.06507905,1.20166427,0.14325114,0.68654799
-5.93996998,4.78283958,0.01162794,0.94656691,0.06099015,1.50609360,2.86645015,1.13313496,0.14383466,0.64410769
-5.93396698,4.52587067,0.01140566,0.85716060,0.05801628,1.46625161,2.68415956,1.06948432,0.14462982,0.60327309
-5.92796398,4.29163361,0.01129297,0.77535869,0.05559132,1.43204479,2.51883780,1.01065634,0.14564225,0.56430216
-5.92196098,4.08049977,0.01129333,0.70118886,0.05370117,1.40353241,2.37078585,0.95656161,0.14687328,0.52742535
-5.91595798,3.89251407,0.01140776,0.63457449,0.05232691,1.38067597,2.23998570,0.90708169,0.14831939,0.49284174
-5.90995498,3.72740586,0.01163472,0.57534191,0.05144482,1.36334207,2.12611985,0.86207304,0.14997155,0.46071638
-5.90395198,3.58460628,0.01197012,0.52322987,0.05102660,1.35130676,2.02859876,0.82137009,0.15181475,0.43117893
-5.89794897,3.46327126,0.01240733,0.47790106,0.05103977,1.34426122,1.94659492,0.78478780,0.15382766,0.40432324
-5.89194597,3.36230919,0.01293728,0.43895496,0.05144811,1.34181872,1.87908168,0.75212348,0.15598237,0.38020796
-5.88594297,3.28041213,0.01354869,0.40594168,0.05221240,1.34352267,1.82487543,0.72315791,0.15824431,0.35885789
-5.87993997,3.21608971,0.01422831,0.37837611,0.05329110,1.34885565,1.78267927,0.69765606,0.16057244,0.34026593
-5.87393697,3.16770446,0.01496123,0.35575197,0.05464124,1.35724939,1.75112637,0.67536736,0.16291957,0.32439539
-5.86793397,3.13350788,0.01573129,0.33755508,0.05621923,1.36809547,1.72882174,0.65602585,0.16523295,0.31118263
-5.86193097,3.11167619,0.01652147,0.32327562,0.05798180,1.38075680,1.71438063,0.63935037,0.16745513,0.30053965
-5.85592796,3.10034503,0.01731437,0.31241886,0.05988675,1.39457946,1.70646263,0.62504507,0.16952504,0.29235673
-5.84992496,3.09764246,0.01809266,0.30451406,0.06189373,1.40890504,1.70380034,0.61280046,0.17137923,0.28650492
-5.84392196,3.10171964,0.01883956,0.29912156,0.06396485,1.42308293,1.70522199,0.60229516,0.17295345,0.28283822
-5.83791896,3.11077863,0.01953929,0.29583765,0.06606515,1.43648247,1.70966746,0.59319859,0.17418422,0.28119568
-5.83191596,3.12309693,0.02017745,0.29429754,0.06816285,1.44850461,1.71619788,0.58517451,0.17501061,0.28140312
-5.82591296,3.13704843,0.02074141,0.29417629,0.07022951,1.45859275,1.72399859,0.57788564,0.17537604,0.28327467
-5.81990995,3.15112061,0.02122056,0.29518803,0.07223993,1.46624238,1.73237630,0.57099903,0.17523002,0.28661419
-5.81390695,3.16392773,0.02160655,0.29708375,0.07417194,1.47100928,1.74075092,0.56419229,0.17452976,0.29121644
-5.80790395,3.17422022,0.02189338,0.29964775,0.07600599,1.47251598,1.74864322,0.55716016,0.17324172,0.29686840
-5.80190095,3.18089037,0.02207743,0.30269349,0.07772469,1.47045627,1.75565929,0.54962134,0.17134271,0.30335042
-5.79589795,3.18297461,0.02215742,0.30605884,0.07931226,1.46459771,1.76147316,0.54132524,0.16882091,0.31043767
-5.78989495,3.17965278,0.02213426,0.30960133,0.08075394,1.45478198,1.76580896,0.53205822,0.16567634,0.31790167
-5.78389195,3.17024512,0.02201085,0.31319383,0.08203552,1.44092338,1.76842378,0.52164899,0.16192107,0.32551214
-5.77788894,3.15420738,0.02179178,0.31672067,0.08314281,1.42300540,1.76909268,0.50997312,0.15757896,0.33303920
-5.77188594,3.13112500,0.02148308,0.32007492,0.08406138,1.40107591,1.76759668,0.49695605,0.15268510,0.34025579
-5.76588294,3.10070681,0.02109185,0.32315660,0.08477633,1.37524102,1.76371491,0.48257482,0.14728479,0.34694060
-5.75987994,3.06277912,0.02062594,0.32587230,0.08527233,1.34565829,1.75722112,0.46685820,0.14143226,0.35288120
-5.75387694,3.01728052,0.02009364,0.32813601,0.08553379,1.31252941,1.74788524,0.44988534,0.13518913,0.35787750
-5.74787394,2.96425807,0.01950339,0.32987127,0.08554522,1.27609289,1.73547956,0.43178299,0.12862266,0.36174538
-5.74187094,2.90386483,0.01886354,0.33101435,0.08529178,1.23661712,1.71978940,0.41272154,0.12180394,0.36432038
-5.73586793,2.83635889,0.01818211,0.33151846,0.08475991,1.19439395,1.70062741,0.39290999,0.11480597,0.36546132
-5.72986493,2.76210377,0.01746671,0.33135846,0.08393813,1.14973304,1.67785064,0.37259021,0.10770181,0.36505371
-5.72386193,2.68156959,0.01672440,0.33053594,0.08281777,1.10295717,1.65137906,0.35203073,0.10056289,0.36301272
-5.71785893,2.59533473,0.01596166,0.32908421,0.08139376,1.05439836,1.62121434,0.33152035,0.09345743,0.35928564
-5.71185593,2.50408706,0.01518440,0.32707284,0.07966536,1.00439491,1.58745745,0.31136188,0.08644913,0.35385365
-5.70585293,2.40862418,0.01439801,0.32461134,0.07763672,0.95328912,1.55032373,0.29186611,0.07959604,0.34673267
-5.69984992,2.30985180,0.01360741,0.32185174,0.07531727,0.90142563,1.51015421,0.27334626,0.07294981,0.33797344
-5.69384692,2.20877969,0.01281716,0.31898961,0.07272200,0.84915004,1.46742215,0.25611311,0.06655514,0.32766043
-5.68784392,2.10651456,0.01203155,0.31626340,0.06987138,0.79680789,1.42273400,0.24047063,0.06044956,0.31590995
-5.68184092,2.00424952,0.01125468,0.31395188,0.06679121,0.74474357,1.37682430,0.22671228,0.05466338,0.30286724
-5.67583792,1.90325004,0.01049057,0.31236959,0.06351210,0.69329928,1.33054440,0.21511789,0.04922005,0.28870270
-5.66983492,1.80483636,0.00974319,0.31186033,0.06006886,0.64281381,1.28484503,0.20595097,0.04413648,0.27360750
-5.66383192,1.71036275,0.00901659,0.31278870,0.05649965,0.59362138,1.24075341,0.19945640,0.03942374,0.25778862
-5.65782891,1.62119421,0.00831486,0.31553005,0.05284508,0.54605029,1.19934558,0.19585830,0.03508776,0.24146357
-5.65182591,1.53868125,0.00764220,0.32045890,0.04914712,0.50042175,1.16171500,0.19535805,0.03113017,0.22485503
-5.64582291,1.46413391,0.00700296,0.32793631,0.04544809,0.45704893,1.12893868,0.19813234,0.02754915,0.20818564
-5.63981991,1.39879571,0.00640157,0.33829667,0.04178965,0.41623635,1.10204226,0.20433120,0.02434035,0.19167303
-5.63381691,1.34381894,0.00584262,0.35183424,0.03821178,0.37827973,1.08196546,0.21407599,0.02149779,0.17552547
-5.62781391,1.30024221,0.00533082,0.36879011,0.03475197,0.34346658,1.06952933,0.22745748,0.01901470,0.15993811
-5.62181091,1.26897117,0.00487102,0.38934004,0.03144454,0.31207729,1.06540682,0.24453406,0.01688433,0.14508998
-5.61580790,1.25076341,0.00446823,0.41358377,0.02832004,0.28438703,1.07009784,0.26533018,0.01510068,0.13114188
-5.60980490,1.24621809,0.00412764,0.44153631,0.02540497,0.26066812,1.08390999,0.28983528,0.01365919,0.11823507
-5.60380190,1.25577084,0.00385465,0.47312169,0.02272152,0.24119293,1.10694585,0.31800333,0.01255728,0.10649066
-5.59779890,1.27969390,0.00365488,0.50816955,0.02028760,0.22623693,1.13909748,0.34975313,0.01179481,0.09600986
-5.59179590,1.31810165,0.00353426,0.54641497,0.01811694,0.21608169,1.18004843,0.38496958,0.01137445,0.08687475
-5.58579290,1.37096097,0.00349898,0.58750157,0.01621940,0.21101744,1.22928333,0.42350589,0.01130190,0.07914944
-5.57978989,1.43810582,0.00355558,0.63098810,0.01460127,0.21134491,1.28610479,0.46518692,0.01158605,0.07288164
-5.57378689,1.51925515,0.00371089,0.67635831,0.01326569,0.21737600,1.34965692,0.50981345,0.01223893,0.06810424
-5.56778389,1.61403305,0.00397203,0.72303378,0.01221313,0.22943293,1.41895470,0.55716731,0.01327561,0.06483697
-5.56178089,1.72198991,0.00434632,0.77038954,0.01144181,0.24784568,1.49291781,0.60701717,0.01471397,0.06308782
-5.55577789,1.84262316,0.00484121,0.81777159,0.01094812,0.27294735,1.57040775,0.65912467,0.01657430,0.06285418
-5.54977489,1.97539647,0.00546412,0.86451586,0.01072701,0.30506750,1.65026645,0.71325054,0.01887882,0.06412371
-5.54377189,2.11975589,0.00622225,0.90996781,0.01077228,0.34452316,1.73135482,0.76916038,0.02165112,0.06687471
-5.53776888,2.27514208,0.00712236,0.95350173,0.01107688,0.39160800,1.81258951,0.82662963,0.02491547,0.07107612
-5.53176588,2.44099760,0.00817049,0.99453900,0.01163301,0.44657954,1.89297616,0.88544742,0.02869605,0.07668716
-5.52576288,2.61676877,0.00937168,1.03256451,0.01243224,0.50964500,1.97163785,0.94541897,0.03301613,0.08365668
-5.51975988,2.80190183,0.01072966,1.06714045,0.01346560,0.58094619,2.04783724,1.00636631,0.03789725,0.09192221
-5.51375688,2.99583360,0.01224647,1.09791693,0.01472346,0.66054399,2.12099174,1.06812722,0.04335826,0.10140898
-5.50775388,3.19797713,0.01392221,1.12463905,0.01619554,0.74840316,2.19068084,1.13055224,0.04941452,0.11202896
-5.50175088,3.40770325,0.01575464,1.14715005,0.01787080,0.84437815,2.25664566,1.19350014,0.05607696,0.12368006
-5.49574787,3.62431923,0.01773899,1.16539062,0.01973733,0.94820050,2.31878080,1.25683178,0.06335129,0.13624558
-5.48974487,3.84704600,0.01986767,1.17939445,0.02178221,1.05946875,2.37711913,1.32040297,0.07123716,0.14959411
-5.48374187,4.07499543,0.02213016,1.18928042,0.02399147,1.17764125,2.43181048,1.38405662,0.07972745,0.16357992
-5.47773887,4.30714950,0.02451289,1.19524191,0.02634995,1.30203243,2.48309549,1.44761468,0.08880757,0.17804386
-5.47173587,4.54234267,0.02699923,1.19753378,0.02884125,1.43181300,2.53127613,1.51087055,0.09845483,0.19281494
-5.46573287,4.77924918,0.02956964,1.19645794,0.03144769,1.56601417,2.57668440,1.57358227,0.10863792,0.20771238
-5.45972986,5.01637609,0.03220179,1.19234806,0.03415029,1.70353600,2.61965089,1.63546712,0.11931637,0.22254831
-5.45372686,5.25206321,0.03487091,1.18555422,0.03692876,1.84315972,2.66047479,1.69619789,0.13044021,0.23713084
-5.44772386,5.48449018,0.03755010,1.17642825,0.03976154,1.98356381,2.69939667,1.75540126,0.14194960,0.25126758
-5.44172086,5.71169084,0.04021082,1.16531036,0.04262583,2.12334327,2.73657535,1.81265840,0.15377459,0.26476930
-5.43571786,5.93157465,0.04282337,1.15251740,0.04549766,2.26103166,2.77206970,1.86750779,0.16583506,0.27745372
-5.42971486,6.14195443,0.04535748,1.13833338,0.04835194,2.39512521,2.80582609,1.91945034,0.17804072,0.28914928
-5.42371186,6.34057961,0.04778288,1.12300222,0.05116261,2.52410824,2.83767177,1.96795659,0.19029137,0.29969858
-5.41770885,6.52517390,0.05006990,1.10672298,0.05390276,2.64647939,2.86731429,2.01247570,0.20247731,0.30896159
-5.41170585,6.69347614,0.05219009,1.08964749,0.05654477,2.76077775,2.89434676,2.05244606,0.21448006,0.31681833
-5.40570285,6.84328311,0.05411675,1.07188025,0.05906056,2.86560839,2.91825845,2.08730697,0.22617345,0.32317098
-5.39969985,6.97249311,0.05582548,1.05348043,0.06142183,2.95966683,2.93845022,2.11651124,0.23742492,0.32794545
-5.39369685,7.07914920,0.05729465,1.03446557,0.06360042,3.04176177,2.95425396,2.13953818,0.24809734,0.33109219
-5.38769385,7.16148108,0.05850581,1.01481695,0.06556868,3.11083590,2.96495534,2.15590663,0.25805113,0.33258645
-5.38169085,7.21794478,0.05944402,0.99448591,0.06729994,3.16598441,2.96981879,2.16518779,0.26714681,0.33242789
-5.37568784,7.24725934,0.06009812,0.97340124,0.06876907,3.20647102,2.96811405,2.16701743,0.27524789,0.33063964
-5.36968484,7.24843985,0.06046093,0.95147691,0.06995305,3.23174139,2.95914326,2.16110721,0.28222403,0.32726685
-5.36368184,7.22082633,0.06052937,0.92862016,0.07083163,3.24143360,2.94226778,2.14725482,0.28795448,0.32237490
-5.35767884,7.16410776,0.06030450,0.90473954,0.07138800,3.23538591,2.91693379,2.12535277,0.29233150,0.31604730
-5.35167584,7.07834079,0.05979152,0.87975257,0.07160946,3.21364133,2.88269615,2.09539538,0.29526391,0.30838334
-5.34567284,6.96396261,0.05899971,0.85359296,0.07148808,3.17644910,2.83923935,2.05748403,0.29668033,0.29949572
-5.33966983,6.82179728,0.05794228,0.82621708,0.07102131,3.12426286,2.78639528,2.01183014,0.29653213,0.28950807
-5.33366683,6.65305524,0.05663625,0.79760943,0.07021246,3.05773545,2.72415696,1.95875595,0.29479599,0.27855248
-5.32766383,6.45932527,0.05510222,0.76778713,0.06907114,2.97771015,2.65268772,1.89869285,0.29147568,0.26676725
-5.32166083,6.24255882,0.05336411,0.73680308,0.06761350,2.88520845,2.57232554,1.83217713,0.28660329,0.25429456
-5.31565783,6.00504634,0.05144892,0.70474787,0.06586233,2.78141426,2.48358227,1.75984323,0.28023949,0.24127842
