energy_ev,total_up,Au_p_up,Au_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
0.10505253,2.13464966,0.55912487,0.23284735,0.01740282,0.39450560,0.06384411,0.18363536,0.62884449,1.08449219
0.11105553,2.13309699,0.56054255,0.23208067,0.01600263,0.40246436,0.06264190,0.18281668,0.63056649,1.07695002
0.11705853,2.13146676,0.56342903,0.23152193,0.01472696,0.41118161,0.06131951,0.18212248,0.63096333,1.06865815
0.12306153,2.12963248,0.56774132,0.23119157,0.01359583,0.42060890,0.05990204,0.18158064,0.62986292,1.05947050
0.12906453,2.12748527,0.57339952,0.23110265,0.01262686,0.43066974,0.05841851,0.18121997,0.62713973,1.04928033
0.13506753,2.12493479,0.58028867,0.23125994,0.01183516,0.44125970,0.05690128,0.18106894,0.62271625,1.03802323
0.14107054,2.12190917,0.58826177,0.23165923,0.01123327,0.45224767,0.05538523,0.18115443,0.61656299,1.02567837
0.14707354,2.11835379,0.59714381,0.23228704,0.01083115,0.46347824,0.05390673,0.18150022,0.60869695,1.01226801
0.15307654,2.11422885,0.60673664,0.23312047,0.01063615,0.47477499,0.05250255,0.18212553,0.59917864,0.99785515
0.15907954,2.10950603,0.61682445,0.23412749,0.01065298,0.48594484,0.05120857,0.18304348,0.58810795,0.98253950
0.16508254,2.10416413,0.62717970,0.23526749,0.01088372,0.49678308,0.05005849,0.18425974,0.57561893,0.96645194
0.17108554,2.09818425,0.63756923,0.23649209,0.01132772,0.50707904,0.04908251,0.18577136,0.56187375,0.94974766
0.17708854,2.09154482,0.64776040,0.23774635,0.01198157,0.51662217,0.04830608,0.18756576,0.54705628,0.93259856
0.18309155,2.08421681,0.65752703,0.23897018,0.01283901,0.52520833,0.04774872,0.18962027,0.53136548,0.91518512
0.18909455,2.07615963,0.66665498,0.24010007,0.01389082,0.53264601,0.04742310,0.19190191,0.51500893,0.89768827
0.19509755,2.06731827,0.67494727,0.24107098,0.01512479,0.53876232,0.04733426,0.19436773,0.49819684,0.88028183
0.20110055,2.05762184,0.68222848,0.24181841,0.01652568,0.54340854,0.04747918,0.19696560,0.48113681,0.86312571
0.20710355,2.04698397,0.68834853,0.24228059,0.01807520,0.54646492,0.04784662,0.19963551,0.46402955,0.84636059
0.21310655,2.03530538,0.69318563,0.24240063,0.01975217,0.54784470,0.04841727,0.20231135,0.44706569,0.83010407
0.21910955,2.02247842,0.69664853,0.24212875,0.02153265,0.54749715,0.04916430,0.20492307,0.43042385,0.81444885
0.22511256,2.00839387,0.69867784,0.24142421,0.02339027,0.54540948,0.05005415,0.20739922,0.41426994,0.79946274
0.23111556,1.99294952,0.69924671,0.24025717,0.02529664,0.54160759,0.05104773,0.20966979,0.39875768,0.78519080
0.23711856,1.97606036,0.69836063,0.23861021,0.02722189,0.53615563,0.05210175,0.21166913,0.38403019,0.77165928
0.24312156,1.95766983,0.69605665,0.23647946,0.02913534,0.52915442,0.05317032,0.21333900,0.37022249,0.75888125
0.24912456,1.93776145,0.69240183,0.23387535,0.03100622,0.52073868,0.05420671,0.21463140,0.35746472,0.74686348
0.25512756,1.91637027,0.68749112,0.23082286,0.03280451,0.51107323,0.05516509,0.21551131,0.34588564,0.73561421
0.26113057,1.89359318,0.68144462,0.22736125,0.03450184,0.50034829,0.05600234,0.21595897,0.33561634,0.72515126
0.26713357,1.86959747,0.67440433,0.22354331,0.03607234,0.48877393,0.05667968,0.21597168,0.32679364,0.71550986
0.27313657,1.84462670,0.66653037,0.21943404,0.03749352,0.47657398,0.05716420,0.21556510,0.31956283,0.70674970
0.27913957,1.81900334,0.65799671,0.21510887,0.03874701,0.46397946,0.05743010,0.21477372,0.31407970,0.69896058
0.28514257,1.79312754,0.64898651,0.21065138,0.03981923,0.45122175,0.05745967,0.21365066,0.31051121,0.69226617
0.29114557,1.76747160,0.63968708,0.20615068,0.04070187,0.43852583,0.05724391,0.21226666,0.30903486,0.68682546
0.29714857,1.74257006,0.63028458,0.20169849,0.04139216,0.42610361,0.05678277,0.21070825,0.30983650,0.68283155
0.30315158,1.71900531,0.62095858,0.19738595,0.04189298,0.41414772,0.05608508,0.20907512,0.31310634,0.68050758
0.30915458,1.69738923,0.61187651,0.19330044,0.04221264,0.40282593,0.05516801,0.20747680,0.31903349,0.68009992
0.31515758,1.67834113,0.60318834,0.18952236,0.04236452,0.39227631,0.05405630,0.20602870,0.32779875,0.68186855
0.32116058,1.66246313,0.59502152,0.18612211,0.04236640,0.38260336,0.05278111,0.20484763,0.33956613,0.68607515
0.32716358,1.65031368,0.58747647,0.18315736,0.04223966,0.37387535,0.05137868,0.20404703,0.35447318,0.69296924
0.33316658,1.64238061,0.58062277,0.18067065,0.04200825,0.36612278,0.04988873,0.20373202,0.37262067,0.70277304
0.33916958,1.63905489,0.57449637,0.17868764,0.04169758,0.35933817,0.04835291,0.20399449,0.39406201,0.71566583
0.34517259,1.64060651,0.56909776,0.17721582,0.04133333,0.35347720,0.04681303,0.20490849,0.41879290,0.73176852
0.35117559,1.64716378,0.56439162,0.17624396,0.04094024,0.34846109,0.04530948,0.20652608,0.44674188,0.75112938
0.35717859,1.65869719,0.56030764,0.17574224,0.04054101,0.34418021,0.04387972,0.20887389,0.47776232,0.77371172
0.36318159,1.67500900,0.55674289,0.17566306,0.04015521,0.34049884,0.04255694,0.21195049,0.51162637,0.79938437
0.36918459,1.69572928,0.55356547,0.17594257,0.03979843,0.33726072,0.04136896,0.21572486,0.54802153,0.82791562
0.37518759,1.72031896,0.55061953,0.17650282,0.03948163,0.33429538,0.04033741,0.22013597,0.58655017,0.85897110
0.38119060,1.74808009,0.54773133,0.17725446,0.03921071,0.33142488,0.03947721,0.22509356,0.62673248,0.89211620
0.38719360,1.77817306,0.54471620,0.17809985,0.03898634,0.32847075,0.03879634,0.23048018,0.66801283,0.92682289
0.39319660,1.80964047,0.54138607,0.17893658,0.03880407,0.32526075,0.03829596,0.23615441,0.70976992,0.96248113
0.39919960,1.84143663,0.53755727,0.17966111,0.03865472,0.32163528,0.03797073,0.24195518,0.75133021,0.99841444
0.40520260,1.87246168,0.53305823,0.18017239,0.03852495,0.31745318,0.03780950,0.24770703,0.79198463,1.03389911
0.41120560,1.90159887,0.52773675,0.18037553,0.03839808,0.31259664,0.03779613,0.25322618,0.83100789,1.06818646
0.41720860,1.92775354,0.52146650,0.18018505,0.03825510,0.30697499,0.03791047,0.25832707,0.86767977,1.10052709
0.42321161,1.94989214,0.51415245,0.17952786,0.03807569,0.30052748,0.03812953,0.26282913,0.90130768,1.13019618
0.42921461,1.96707959,0.50573513,0.17834571,0.03783939,0.29322466,0.03842863,0.26656367,0.93124947,1.15651880
0.43521761,1.97851347,0.49619331,0.17659707,0.03752674,0.28506864,0.03878256,0.26938029,0.95693567,1.17889401
0.44122061,1.98355352,0.48554532,0.17425842,0.03712033,0.27609207,0.03916673,0.27115279,0.97789001,1.19681679
0.44722361,1.98174543,0.47384879,0.17132484,0.03660578,0.26635608,0.03955817,0.27178431,0.99374761,1.20989671
0.45322661,1.97283771,0.46119895,0.16780993,0.03597256,0.25594727,0.03993643,0.27121130,1.00426971,1.21787259
0.45922961,1.95679130,0.44772573,0.16374517,0.03521462,0.24497389,0.04028424,0.26940643,1.00935440,1.22062257
0.46523262,1.93378145,0.43358966,0.15917864,0.03433085,0.23356158,0.04058812,0.26638005,1.00904284,1.21816902
0.47123562,1.90419213,0.41897702,0.15417323,0.03332525,0.22184861,0.04083862,0.26218041,1.00352065,1.21067822
0.47723862,1.86860311,0.40409437,0.14880450,0.03220700,0.20998119,0.04103049,0.25689247,0.99311435,1.19845486
0.48324162,1.82777071,0.38916274,0.14315812,0.03099022,0.19810864,0.04116259,0.25063544,0.97828291,1.18193164
0.48924462,1.78260281,0.37441182,0.13732717,0.02969364,0.18637901,0.04123762,0.24355913,0.95960493,1.16165448
0.49524762,1.73412953,0.36007420,0.13140931,0.02834003,0.17493494,0.04126176,0.23583938,0.93776174,1.13826396
0.50125063,1.68347055,0.34638007,0.12550393,0.02695559,0.16391010,0.04124413,0.22767261,0.91351719,1.11247386
0.50725363,1.63180050,0.33355229,0.11970939,0.02556917,0.15342619,0.04119610,0.21926985,0.88769493,1.08504766
0.51325663,1.58031357,0.32180211,0.11412042,0.02421151,0.14359057,0.04113065,0.21085035,0.86115395,1.05677387
0.51925963,1.53018862,0.31132535,0.10882570,0.02291437,0.13449449,0.04106164,0.20263514,0.83476333,1.02844120
0.52526263,1.48255571,0.30229928,0.10390582,0.02170976,0.12621191,0.04100298,0.19484068,0.80937696,1.00081427
0.53126563,1.43846517,0.29487994,0.09943144,0.02062907,0.11879894,0.04096798,0.18767272,0.78580922,0.97461088
0.53726863,1.39885975,0.28919989,0.09546184,0.01970236,0.11229365,0.04096865,0.18132069,0.76481214,0.95048127
0.54327164,1.36455064,0.28536628,0.09204381,0.01895761,0.10671644,0.04101505,0.17595272,0.74705486,0.92899008
0.54927464,1.33619763,0.28345928,0.08921086,0.01842008,0.10207067,0.04111474,0.17171129,0.73310580,0.91060144
0.55527764,1.31429381,0.28353052,0.08698281,0.01811170,0.09834360,0.04127241,0.16870973,0.72341800,0.89566739
0.56128064,1.29915485,0.28560172,0.08536565,0.01805056,0.09550756,0.04148949,0.16702953,0.71831794,0.88442002
0.56728364,1.29091305,0.28966345,0.08435175,0.01825037,0.09352129,0.04176396,0.16671855,0.71799794,0.87696718
0.57328664,1.28951600,0.29567394,0.08392036,0.01872012,0.09233140,0.04209030,0.16779004,0.72251228,0.87329195
0.57928964,1.29472972,0.30355811,0.08403835,0.01946366,0.09187394,0.04245952,0.17022259,0.73177702,0.87325564
0.58529265,1.30614632,0.31320685,0.08466122,0.02047945,0.09207606,0.04285941,0.17396082,0.74557336,0.87660426
0.59129565,1.32319574,0.32447677,0.08573436,0.02176031,0.09285774,0.04327482,0.17891691,0.76355450,0.88297805
0.59729865,1.34516141,0.33719042,0.08719452,0.02329333,0.09413354,0.04368817,0.18497288,0.78525558,0.89192398
0.60330165,1.37119951,0.35113734,0.08897142,0.02505979,0.09581447,0.04408001,0.19198345,0.81010657,0.90291060
0.60930465,1.40036138,0.36607590,0.09098960,0.02703529,0.09780989,0.04442971,0.19977966,0.83744767,0.91534507
0.61530765,1.43161872,0.38173615,0.09317031,0.02918991,0.10002939,0.04471623,0.20817289,0.86654691,0.92859162
0.62131066,1.46389083,0.39782377,0.09543356,0.03148861,0.10238473,0.04491894,0.21695942,0.89661932,0.94199116
0.62731366,1.49607350,0.41402509,0.09770016,0.03389174,0.10479178,0.04501847,0.22592536,0.92684744,0.95488123
0.63331666,1.52706857,0.43001323,0.09989379,0.03635569,0.10717233,0.04499751,0.23485175,0.95640243,0.96661589
0.63931966,1.55581352,0.44545519,0.10194302,0.03883377,0.10945589,0.04484168,0.24351992,0.98446533,0.97658483
0.64532266,1.58131023,0.46001972,0.10378310,0.04127715,0.11158126,0.04454016,0.25171677,1.01024790,0.98423111
0.65132566,1.60265196,0.47338578,0.10535778,0.04363601,0.11349796,0.04408633,0.25923997,1.03301238,0.98906700
0.65732866,1.61904771,0.48525131,0.10662064,0.04586075,0.11516737,0.04347824,0.26590289,1.05208984,0.99068737
0.66333167,1.62984320,0.49534183,0.10753636,0.04790331,0.11656357,0.04271885,0.27153913,1.06689630,0.98878027
0.66933467,1.63453770,0.50341872,0.10808149,0.04971842,0.11767380,0.04181616,0.27600653,1.07694639,0.98313427
0.67533767,1.63279599,0.50928661,0.10824495,0.05126496,0.11849857,0.04078309,0.27919049,1.08186417,0.97364246
0.68134067,1.62445529,0.51279966,0.10802806,0.05250710,0.11905137,0.03963717,0.28100650,1.08139058,0.96030297
0.68734367,1.60952656,0.51386634,0.10744423,0.05341539,0.11935782,0.03840006,0.28140188,1.07538768,0.94321608
0.69334667,1.58819039,0.51245249,0.10651816,0.05396768,0.11945459,0.03709684,0.28035657,1.06383929,0.92257808
0.69934967,1.56078744,0.50858246,0.10528475,0.05414977,0.11938778,0.03575523,0.27788288,1.04684829,0.89867231
0.70535268,1.52780402,0.50233818,0.10378763,0.05395581,0.11921098,0.03440458,0.27402449,1.02463067,0.87185767
0.71135568,1.48985311,0.49385631,0.10207733,0.05338848,0.11898302,0.03307490,0.26885437,0.99750655,0.84255512
0.71735868,1.44765185,0.48332336,0.10020934,0.05245886,0.11876550,0.03179575,0.26247196,0.96588868,0.81123286
0.72336168,1.40199624,0.47096924,0.09824188,0.05118596,0.11862020,0.03059519,0.25499967,0.93026877,0.77839069
0.72936468,1.35373413,0.45705920,0.09623375,0.04959614,0.11860634,0.02949879,0.24657872,0.89120221,0.74454419
0.73536768,1.30373751,0.44188489,0.09424202,0.04772217,0.11877800,0.02852863,0.23736461,0.84929177,0.71020935
0.74137069,1.25287525,0.42575463,0.09231996,0.04560217,0.11918167,0.02770257,0.22752242,0.80517081,0.67588816
0.74737369,1.20198744,0.40898353,0.09051512,0.04327846,0.11985409,0.02703358,0.21722190,0.75948663,0.64205568
0.75337669,1.15186207,0.39188386,0.08886766,0.04079623,0.12082042,0.02652927,0.20663287,0.71288448,0.60914904
0.75937969,1.10321518,0.37475610,0.08740905,0.03820232,0.12209295,0.02619166,0.19592078,0.66599267,0.57755859
0.76538269,1.05667503,0.35788103,0.08616113,0.03554392,0.12367034,0.02601707,0.18524283,0.61940930,0.54762147
0.77138569,1.01277086,0.34151325,0.08513569,0.03286747,0.12553747,0.02599639,0.17474462,0.57369085,0.51961770
0.77738869,0.97192649,0.32587636,0.08433443,0.03021757,0.12766590,0.02611535,0.16455753,0.52934291,0.49376882
0.78339170,0.93445885,0.31115989,0.08374940,0.02763614,0.13001503,0.02635515,0.15479684,0.48681318,0.47023881
0.78939470,0.90058135,0.29751809,0.08336394,0.02516176,0.13253384,0.02669316,0.14556062,0.44648678,0.44913735
0.79539770,0.87041152,0.28507054,0.08315394,0.02282912,0.13516315,0.02710381,0.13692942,0.40868376,0.43052488
0.80140070,0.84398251,0.27390432,0.08308950,0.02066873,0.13783839,0.02755954,0.12896662,0.37365883,0.41441921
0.80740370,0.82125757,0.26407766,0.08313681,0.01870679,0.14049264,0.02803189,0.12171950,0.34160282,0.40080331
0.81340670,0.80214669,0.25562452,0.08326024,0.01696525,0.14305993,0.02849249,0.11522076,0.31264590,0.38963371
0.81940970,0.78652429,0.24856002,0.08342442,0.01546188,0.14547842,0.02891421,0.10949049,0.28686196,0.38084918
0.82541271,0.77424704,0.24288607,0.08359637,0.01421059,0.14769361,0.02927206,0.10453830,0.26427413,0.37437912
0.83141571,0.76517077,0.23859695,0.08374741,0.01322169,0.14966102,0.02954414,0.10036568,0.24486074,0.37015130
0.83741871,0.75916549,0.23568432,0.08385486,0.01250224,0.15134855,0.02971239,0.09696821,0.22856176,0.36809855
0.84342171,0.75612772,0.23414151,0.08390336,0.01205637,0.15273813,0.02976319,0.09433761,0.21528513,0.36816405
0.84942471,0.75598942,0.23396659,0.08388582,0.01188557,0.15382662,0.02968779,0.09246353,0.20491297,0.37030504
0.85542771,0.75872320,0.23516415,0.08380390,0.01198893,0.15462599,0.02948252,0.09133489,0.19730722,0.37449468
0.86143072,0.76434334,0.23774566,0.08366800,0.01236329,0.15516262,0.02914882,0.09094083,0.19231484,0.38072222
0.86743372,0.77290279,0.24172832,0.08349677,0.01300332,0.15547576,0.02869307,0.09127113,0.18977217,0.38899116
0.87343672,0.78448631,0.24713257,0.08331613,0.01390157,0.15561533,0.02812621,0.09231614,0.18950862,0.39931593
0.87943972,0.79920009,0.25397832,0.08315797,0.01504836,0.15563909,0.02746325,0.09406631,0.19134966,0.41171695
0.88544272,0.81715870,0.26228025,0.08305837,0.01643172,0.15560927,0.02672253,0.09651122,0.19511900,0.42621463
0.89144572,0.83846981,0.27204245,0.08305568,0.01803720,0.15558899,0.02592502,0.09963841,0.20064019,0.44282240
0.89744872,0.86321787,0.28325270,0.08318840,0.01984774,0.15563855,0.02509340,0.10343183,0.20773767,0.46153935
0.90345173,0.89144754,0.29587685,0.08349304,0.02184350,0.15581186,0.02425120,0.10787035,0.21623729,0.48234280
0.90945473,0.92314782,0.30985367,0.08400199,0.02400180,0.15615315,0.02342193,0.11292611,0.22596663,0.50518111
0.91545773,0.95823785,0.32509053,0.08474159,0.02629704,0.15669422,0.02262817,0.11856309,0.23675488,0.52996735
0.92146073,0.99655515,0.34146020,0.08573049,0.02870080,0.15745236,0.02189087,0.12473586,0.24843275,0.55657392
0.92746373,1.03784709,0.35879907,0.08697831,0.03118196,0.15842897,0.02122862,0.13138865,0.26083223,0.58482857
0.93346673,1.08176607,0.37690705,0.08848469,0.03370697,0.15960917,0.02065709,0.13845482,0.27378645,0.61451219
0.93946973,1.12786888,0.39554908,0.09023881,0.03624028,0.16096212,0.02018867,0.14585686,0.28712959,0.64535822
0.94547274,1.17562034,0.41445851,0.09221943,0.03874482,0.16244238,0.01983215,0.15350680,0.30069706,0.67705425
0.95147574,1.22440133,0.43334203,0.09439527,0.04118265,0.16399189,0.01959268,0.16130722,0.31432583,0.70924546
0.95747874,1.27352095,0.45188621,0.09672596,0.04351562,0.16554277,0.01947178,0.16915276,0.32785515,0.74154019
0.96348174,1.32223254,0.46976528,0.09916337,0.04570622,0.16702056,0.01946760,0.17693217,0.34112747,0.77351734
0.96948474,1.36975296,0.48664992,0.10165323,0.04771836,0.16834792,0.01957524,0.18453071,0.35398986,0.80473556
0.97548774,1.41528456,0.50221665,0.10413711,0.04951822,0.16944841,0.01978719,0.19183307,0.36629569,0.83474399
0.98149075,1.45803906,0.51615753,0.10655458,0.05107509,0.17025038,0.02009399,0.19872645,0.37790664,0.86309417
0.98749375,1.49726239,0.52818966,0.10884548,0.05236210,0.17069059,0.02048478,0.20510392,0.38869517,0.88935287
0.99349675,1.53225983,0.53806423,0.11095221,0.05335693,0.17071747,0.02094806,0.21086782,0.39854702,0.91311545
0.99949975,1.56242024,0.54557466,0.11282203,0.05404235,0.17029396,0.02147237,0.21593308,0.40736406,0.93401912
1.00550275,1.58723864,0.55056347,0.11440909,0.05440669,0.16939962,0.02204702,0.22023044,0.41506709,0.95175587
1.01150575,1.60633623,0.55292777,0.11567635,0.05444411,0.16803213,0.02266273,0.22370926,0.42159848,0.96608441
1.01750875,1.61947691,0.55262298,0.11659714,0.05415469,0.16620791,0.02331228,0.22633996,0.42692465,0.97684066
1.02351176,1.62657978,0.54966472,0.11715635,0.05354443,0.16396212,0.02399096,0.22811591,0.43103800,0.98394628
1.02951476,1.62772677,0.54412885,0.11735125,0.05262501,0.16134775,0.02469703,0.22905462,0.43395824,0.98741492
1.03551776,1.62316515,0.53614951,0.11719184,0.05141339,0.15843408,0.02543191,0.22919822,0.43573291,0.98735561
1.04152076,1.61330455,0.52591549,0.11670072,0.04993138,0.15530452,0.02620037,0.22861316,0.43643697,0.98397320
1.04752376,1.59870839,0.51366473,0.11591254,0.04820492,0.15205387,0.02701043,0.22738903,0.43617130,0.97756549
1.05352676,1.58007992,0.49967753,0.11487297,0.04626345,0.14878512,0.02787317,0.22563660,0.43506018,0.96851714
1.05952976,1.55824308,0.48426839,0.11363725,0.04413907,0.14560606,0.02880238,0.22348504,0.43324762,0.95729023
1.06553277,1.53411880,0.46777700,0.11226839,0.04186571,0.14262557,0.02981400,0.22107835,0.43089273,0.94441189
1.07153577,1.50869746,0.45055859,0.11083504,0.03947838,0.13994999,0.03092553,0.21857121,0.42816419,0.93045911
1.07753877,1.48300831,0.43297396,0.10940918,0.03701226,0.13767946,0.03215520,0.21612432,0.42523417,0.91604143
1.08354177,1.45808704,0.41537955,0.10806357,0.03450203,0.13590454,0.03352116,0.21389925,0.42227175,0.90178188
1.08954477,1.43494248,0.39811800,0.10686924,0.03198115,0.13470308,0.03504054,0.21205325,0.41943634,0.88829696
1.09554777,1.41452367,0.38150918,0.10589295,0.02948125,0.13413749,0.03672853,0.21073390,0.41687140,0.87617639
1.10155078,1.39768858,0.36584236,0.10519483,0.02703169,0.13425253,0.03859745,0.21007408,0.41469866,0.86596325
1.10755378,1.38517547,0.35136942,0.10482617,0.02465912,0.13507362,0.04065587,0.21018716,0.41301331,0.85813549
1.11355678,1.37757809,0.33829957,0.10482758,0.02238727,0.13660570,0.04290781,0.21116287,0.41188037,0.85308933
1.11955978,1.37532557,0.32679543,0.10522747,0.02023677,0.13883281,0.04535206,0.21306382,0.41133243,0.85112525
1.12556278,1.37866777,0.31697086,0.10604098,0.01822517,0.14171819,0.04798164,0.21592289,0.41136894,0.85243715
1.13156578,1.38766664,0.30889024,0.10726934,0.01636697,0.14520508,0.05078344,0.21974164,0.41195711,0.85710505
1.13756878,1.40219387,0.30256954,0.10889971,0.01467381,0.14921810,0.05373805,0.22448967,0.41303433,0.86509164
1.14357179,1.42193495,0.29797866,0.11090556,0.01315468,0.15366516,0.05681977,0.23010521,0.41451206,0.87624277
1.14957479,1.44639946,0.29504533,0.11324743,0.01181627,0.15843993,0.05999686,0.23649660,0.41628095,0.89029193
1.15557779,1.47493713,0.29366005,0.11587420,0.01066322,0.16342465,0.06323199,0.24354503,0.41821691,0.90686844
1.16158079,1.50675921,0.29368207,0.11872468,0.00969855,0.16849333,0.06648293,0.25110798,0.42018780,0.92550918
1.16758379,1.54096419,0.29494600,0.12172961,0.00892392,0.17351520,0.06970334,0.25902369,0.42206046,0.94567329
1.17358679,1.57656704,0.29726891,0.12481378,0.00833999,0.17835824,0.07284385,0.26711613,0.42370758,0.96675939
1.17958979,1.61253088,0.30045756,0.12789848,0.00794669,0.18289281,0.07585325,0.27520058,0.42501421,0.98812470
1.18559280,1.64779987,0.30431548,0.13090389,0.00774337,0.18699515,0.07867971,0.28308931,0.42588338,1.00910533
1.19159580,1.68133232,0.30864972,0.13375154,0.00772904,0.19055071,0.08127221,0.29059750,0.42624083,1.02903708
1.19759880,1.71213274,0.31327689,0.13636667,0.00790233,0.19345717,0.08358194,0.29754886,0.42603836,1.04727605
1.20360180,1.73928173,0.31802844,0.13868041,0.00826152,0.19562719,0.08556368,0.30378089,0.42525588,1.06321828
1.20960480,1.76196290,0.32275489,0.14063170,0.00880446,0.19699054,0.08717717,0.30914965,0.42390194,1.07631789
1.21560780,1.77948574,0.32732897,0.14216896,0.00952834,0.19749587,0.08838833,0.31353371,0.42201298,1.08610308
1.22161081,1.79130393,0.33164757,0.14325128,0.01042949,0.19711185,0.08917041,0.31683724,0.41965112,1.09218949
1.22761381,1.79702856,0.33563256,0.14384941,0.01150309,0.19582777,0.08950489,0.31899220,0.41690094,1.09429058
1.23361681,1.79643602,0.33923042,0.14394611,0.01274286,0.19365352,0.08938218,0.31995941,0.41386534,1.09222471
1.23961981,1.78947041,0.34241101,0.14353631,0.01414076,0.19061904,0.08880211,0.31972872,0.41066080,1.08591892
1.24562281,1.77624082,0.34516530,0.14262672,0.01568667,0.18677325,0.08777413,0.31831814,0.40741235,1.07540920
1.25162581,1.75701378,0.34750266,0.14123517,0.01736820,0.18218248,0.08631720,0.31577208,0.40424851,1.06083766
1.25762881,1.73220146,0.34944763,0.13938959,0.01917051,0.17692849,0.08445947,0.31215887,0.40129665,1.04244665
1.26363182,1.70234634,0.35103650,0.13712675,0.02107627,0.17110622,0.08223766,0.30756773,0.39867886,1.02057026
1.26963482,1.66810324,0.35231407,0.13449084,0.02306568,0.16482126,0.07969621,0.30210522,0.39650873,0.99562374
1.27563782,1.63021960,0.35333054,0.13153191,0.02511673,0.15818716,0.07688616,0.29589161,0.39488910,0.96809124
1.28164082,1.58951487,0.35413905,0.12830428,0.02720552,0.15132274,0.07386397,0.28905710,0.39391094,0.93851260
1.28764382,1.54685998,0.35479369,0.12486498,0.02930669,0.14434939,0.07069004,0.28173833,0.39365334,0.90746948
1.29364682,1.50315752,0.35534832,0.12127230,0.03139414,0.13738845,0.06742732,0.27407511,0.39418462,0.87557167
1.29964982,1.45932346,0.35585611,0.11758448,0.03344165,0.13055888,0.06413974,0.26620763,0.39556436,0.84344385
1.30565283,1.41627064,0.35636973,0.11385860,0.03542372,0.12397498,0.06089067,0.25827424,0.39784616,0.81171320
1.31165583,1.37489453,0.35694222,0.11014964,0.03731645,0.11774451,0.05774149,0.25040968,0.40108088,0.78099827
1.31765883,1.33606121,0.35762823,0.10650981,0.03909836,0.11196699,0.05475018,0.24274403,0.40531998,0.75189913
1.32366183,1.30059740,0.35848555,0.10298808,0.04075122,0.10673235,0.05197004,0.23540201,0.41061871,0.72498904
1.32966483,1.26928248,0.35957664,0.09962985,0.04226079,0.10211975,0.04944857,0.22850281,0.41703877,0.70080743
1.33566783,1.24284190,0.36096995,0.09647682,0.04361740,0.09819675,0.04722653,0.22216017,0.42465005,0.67985414
1.34167084,1.22194155,0.36274080,0.09356694,0.04481641,0.09501865,0.04533711,0.21648264,0.43353124,0.66258477
1.34767384,1.20718265,0.36497157,0.09093444,0.04585844,0.09262798,0.04380539,0.21157379,0.44376918,0.64940673
1.35367684,1.19909658,0.36775117,0.08860987,0.04674935,0.09105425,0.04264789,0.20753239,0.45545655,0.64067593
1.35967984,1.19813938,0.37117351,0.08662010,0.04750006,0.09031370,0.04187238,0.20445218,0.46868825,0.63669366
1.36568284,1.20468541,0.37533513,0.08498825,0.04812605,0.09040931,0.04147784,0.20242137,0.48355616,0.63770358
1.37168584,1.21902029,0.38033192,0.08373359,0.04864670,0.09133080,0.04145463,0.20152168,0.50014280,0.64388860
1.37768884,1.24133294,0.38625500,0.08287125,0.04908444,0.09305478,0.04178479,0.20182677,0.51851391,0.65536759
1.38369185,1.27170708,0.39318617,0.08241190,0.04946373,0.09554503,0.04244259,0.20340038,0.53871050,0.67219190
1.38969485,1.31011242,0.40119284,0.08236135,0.04980989,0.09875284,0.04339513,0.20629391,0.56074070,0.69434179
1.39569785,1.35639615,0.41032299,0.08272007,0.05014800,0.10261757,0.04460318,0.21054377,0.58457194,0.72172295
1.40170085,1.41027527,0.42060027,0.08348264,0.05050164,0.10706733,0.04602211,0.21616843,0.61012395,0.75416332
1.40770385,1.47133043,0.43201966,0.08463737,0.05089186,0.11201987,0.04760297,0.22316559,0.63726304,0.79141050
1.41370685,1.53900197,0.44454383,0.08616583,0.05133613,0.11738368,0.04929365,0.23150937,0.66579810,0.83313003
1.41970985,1.61258876,0.45810056,0.08804259,0.05184749,0.12305929,0.05104010,0.24114787,0.69547870,0.87890490
1.42571286,1.69125038,0.47258128,0.09023507,0.05243395,0.12894087,0.05278767,0.25200132,0.72599553,0.92823655
1.43171586,1.77401306,0.48784098,0.09270363,0.05309803,0.13491790,0.05448241,0.26396083,0.75698337,0.98054763
1.43771886,1.85977970,0.50369939,0.09540184,0.05383659,0.14087720,0.05607241,0.27688803,0.78802659,1.03518670
1.44372186,1.94734395,0.51994362,0.09827699,0.05464092,0.14670498,0.05750902,0.29061567,0.81866705,1.09143501
1.44972486,2.03540838,0.53633193,0.10127086,0.05549697,0.15228908,0.05874809,0.30494926,0.84841427,1.14851543
1.45572786,2.12260637,0.55259872,0.10432075,0.05638594,0.15752124,0.05975102,0.31966975,0.87675745,1.20560347
1.46173087,2.20752734,0.56846047,0.10736063,0.05728492,0.16229937,0.06048567,0.33453728,0.90317896,1.26184023
1.46773387,2.28874471,0.58362238,0.11032259,0.05816778,0.16652970,0.06092711,0.34929599,0.92716878,1.31634721
1.47373687,2.36484590,0.59778553,0.11313835,0.05900611,0.17012890,0.06105815,0.36367958,0.94823928,1.36824248
1.47973987,2.43446344,0.61065433,0.11574094,0.05977025,0.17302584,0.06086967,0.37741773,0.96593989,1.41665810
1.48574287,2.49630648,0.62194395,0.11806635,0.06043039,0.17516321,0.06036069,0.39024297,0.97987096,1.46075812
1.49174587,2.54919161,0.63138761,0.12005526,0.06095753,0.17649877,0.05953826,0.40189790,0.98969636,1.49975694
