energy_ev,total_up,Mo_p_up,Mo_d_up,P_s_up,P_p_up,Te_p_up,Te_d_up
-6.00000000,2.65073492,3.07000243,1.37332025,0.00885936,0.71476748,0.58104796,0.00000000
-5.99399700,2.64203377,3.04014260,1.37603450,0.00894658,0.71092974,0.57621492,0.00000000
-5.98799400,2.63003566,3.00413458,1.37715448,0.00900914,0.70559106,0.57084076,0.00000000
-5.98199100,2.61482074,2.96231694,1.37660234,0.00904527,0.69884829,0.56499076,0.00000000
-5.97598799,2.59647233,2.91507225,1.37430711,0.00905334,0.69081326,0.55872211,0.00000000
-5.96998499,2.57507357,2.86281694,1.37020535,0.00903191,0.68160878,0.55208275,0.00000000
-5.96398199,2.55070491,2.80599126,1.36424170,0.00897982,0.67136460,0.54511087,0.00000000
-5.95797899,2.52344246,2.74504973,1.35636938,0.00889619,0.66021362,0.53783509,0.00000000
-5.95197599,2.49335751,2.68045241,1.34655080,0.00878055,0.64828827,0.53027519,0.00000000
-5.94597299,2.46051712,2.61265731,1.33475818,0.00863285,0.63571743,0.52244342,0.00000000
-5.93996998,2.42498581,2.54211408,1.32097443,0.00845350,0.62262374,0.51434634,0.00000000
-5.93396698,2.38682836,2.46925919,1.30519412,0.00824344,0.60912150,0.50598692,0.00000000
-5.92796398,2.34611353,2.39451253,1.28742477,0.00800411,0.59531519,0.49736706,0.00000000
-5.92196098,2.30291852,2.31827546,1.26768825,0.00773750,0.58129856,0.48849010,0.00000000
-5.91595798,2.25733402,2.24093026,1.24602240,0.00744610,0.56715431,0.47936342,0.00000000
-5.90995498,2.20946944,2.16284053,1.22248268,0.00713288,0.55295430,0.47000093,0.00000000
-5.90395198,2.15945819,2.08435269,1.19714386,0.00680124,0.53876026,0.46042527,0.00000000
-5.89794897,2.10746259,2.00579798,1.17010157,0.00645496,0.52462482,0.45066970,0.00000000
-5.89194597,2.05367803,1.92749486,1.14147359,0.00609809,0.51059296,0.44077954,0.00000000
-5.88594297,1.99833633,1.84975145,1.11140076,0.00573486,0.49670351,0.43081308,0.00000000
-5.87993997,1.94170765,1.77286780,1.08004737,0.00536961,0.48299080,0.42084193,0.00000000
-5.87393697,1.88410108,1.69713763,1.04760087,0.00500668,0.46948633,0.41095066,0.00000000
-5.86793397,1.82586341,1.62284951,1.01427085,0.00465029,0.45622024,0.40123587,0.00000000
-5.86193097,1.76737620,1.55028713,0.98028718,0.00430444,0.44322257,0.39180458,0.00000000
-5.85592796,1.70905093,1.47972869,0.94589733,0.00397285,0.43052432,0.38277195,0.00000000
-5.84992496,1.65132240,1.41144528,0.91136271,0.00365885,0.41815797,0.37425853,0.00000000
-5.84392196,1.59464037,1.34569834,0.87695430,0.00336529,0.40615777,0.36638691,0.00000000
-5.83791896,1.53945990,1.28273616,0.84294757,0.00309455,0.39455950,0.35927804,0.00000000
-5.83191596,1.48623037,1.22278968,0.80961677,0.00284843,0.38339979,0.35304731,0.00000000
-5.82591296,1.43538392,1.16606758,0.77722892,0.00262817,0.37271513,0.34780051,0.00000000
-5.81990995,1.38732359,1.11275117,0.74603766,0.00243443,0.36254043,0.34362985,0.00000000
-5.81390695,1.34241163,1.06298897,0.71627720,0.00226729,0.35290740,0.34061028,0.00000000
-5.80790395,1.30095874,1.01689164,0.68815670,0.00212630,0.34384273,0.33879624,0.00000000
-5.80190095,1.26321460,0.97452730,0.66185534,0.00201048,0.33536621,0.33821905,0.00000000
-5.79589795,1.22936031,0.93591766,0.63751826,0.00191841,0.32748898,0.33888505,0.00000000
-5.78989495,1.19950310,0.90103521,0.61525377,0.00184825,0.32021198,0.34077474,0.00000000
-5.78389195,1.17367381,0.86980175,0.59513177,0.00179785,0.31352473,0.34384294,0.00000000
-5.77788894,1.15182725,0.84208841,0.57718373,0.00176479,0.30740460,0.34801997,0.00000000
-5.77188594,1.13384561,0.81771731,0.56140403,0.00174646,0.30181661,0.35321403,0.00000000
-5.76588294,1.11954484,0.79646499,0.54775289,0.00174015,0.29671386,0.35931449,0.00000000
-5.75987994,1.10868371,0.77806742,0.53616049,0.00174315,0.29203862,0.36619618,0.00000000
-5.75387694,1.10097527,0.76222667,0.52653230,0.00175277,0.28772399,0.37372430,0.00000000
-5.74787394,1.09610010,0.74861887,0.51875518,0.00176645,0.28369621,0.38175992,0.00000000
-5.74187094,1.09372064,0.73690327,0.51270409,0.00178182,0.27987736,0.39016565,0.00000000
-5.73586793,1.09349601,0.72673203,0.50824887,0.00179675,0.27618848,0.39881119,0.00000000
-5.72986493,1.09509643,0.71776033,0.50526090,0.00180938,0.27255290,0.40757866,0.00000000
-5.72386193,1.09821650,0.70965642,0.50361908,0.00181821,0.26889949,0.41636706,0.00000000
-5.71785893,1.10258661,0.70211119,0.50321495,0.00182205,0.26516588,0.42509596,0.00000000
-5.71185593,1.10798194,0.69484678,0.50395658,0.00182008,0.26130130,0.43370799,0.00000000
-5.70585293,1.11422851,0.68762404,0.50577105,0.00181185,0.25726895,0.44216996,0.00000000
-5.69984992,1.12120597,0.68024846,0.50860541,0.00179724,0.25304779,0.45047274,0.00000000
-5.69384692,1.12884714,0.67257437,0.51242597,0.00177646,0.24863359,0.45862957,0.00000000
-5.68784392,1.13713424,0.66450737,0.51721626,0.00175005,0.24403933,0.46667320,0.00000000
-5.68184092,1.14609227,0.65600493,0.52297347,0.00171875,0.23929478,0.47465179,0.00000000
-5.67583792,1.15577984,0.64707525,0.52970390,0.00168356,0.23444540,0.48262388,0.00000000
-5.66983492,1.16627813,0.63777453,0.53741756,0.00164564,0.22955065,0.49065273,0.00000000
-5.66383192,1.17767877,0.62820296,0.54612237,0.00160624,0.22468170,0.49880028,0.00000000
-5.65782891,1.19007120,0.61849953,0.55581824,0.00156671,0.21991884,0.50712110,0.00000000
-5.65182591,1.20353043,0.60883607,0.56649150,0.00152843,0.21534862,0.51565673,0.00000000
-5.64582291,1.21810589,0.59941082,0.57810999,0.00149273,0.21106088,0.52443058,0.00000000
-5.63981991,1.23381196,0.59044172,0.59061901,0.00146093,0.20714587,0.53344385,0.00000000
-5.63381691,1.25062069,0.58215969,0.60393862,0.00143426,0.20369153,0.54267252,0.00000000
-5.62781391,1.26845712,0.57480218,0.61796210,0.00141387,0.20078100,0.55206570,0.00000000
-5.62181091,1.28719738,0.56860688,0.63255603,0.00140082,0.19849058,0.56154539,0.00000000
-5.61580790,1.30666945,0.56380603,0.64756162,0.00139607,0.19688797,0.57100760,0.00000000
-5.60980490,1.32665665,0.56062098,0.66279747,0.00140049,0.19603091,0.58032486,0.00000000
-5.60380190,1.34690340,0.55925728,0.67806348,0.00141493,0.19596626,0.58934992,0.00000000
-5.59779890,1.36712297,0.55990005,0.69314567,0.00144015,0.19672931,0.59792053,0.00000000
-5.59179590,1.38700655,0.56270969,0.70782177,0.00147695,0.19834338,0.60586491,0.00000000
-5.58579290,1.40623330,0.56781786,0.72186711,0.00152614,0.20081964,0.61300788,0.00000000
-5.57978989,1.42448072,0.57532363,0.73506079,0.00158858,0.20415699,0.61917717,0.00000000
-5.57378689,1.44143484,0.58528988,0.74719160,0.00166522,0.20834208,0.62420971,0.00000000
-5.56778389,1.45679976,0.59773993,0.75806355,0.00175715,0.21334928,0.62795766,0.00000000
-5.56178089,1.47030620,0.61265449,0.76750092,0.00186555,0.21914074,0.63029392,0.00000000
-5.55577789,1.48171870,0.62996917,0.77535249,0.00199175,0.22566639,0.63111688,0.00000000
-5.54977489,1.49084134,0.64957255,0.78149493,0.00213721,0.23286402,0.63035431,0.00000000
-5.54377189,1.49752194,0.67130517,0.78583533,0.00230350,0.24065941,0.62796626,0.00000000
-5.53776888,1.50165465,0.69495959,0.78831280,0.00249225,0.24896670,0.62394685,0.00000000
