energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,1.46819232,-1.46819229,0.00939647,-0.00939647,0.06164718,-0.06164718,0.55848094,-0.55848092,0.20826466,-0.20826466,0.49349163,-0.49349162,0.17511786,-0.17511785,0.86109084,-0.86109082,0.00000000,-0.00000000
-5.99399700,1.40192133,-1.40192130,0.00836330,-0.00836330,0.05930157,-0.05930157,0.53764527,-0.53764526,0.20042872,-0.20042872,0.47401698,-0.47401697,0.16523491,-0.16523490,0.82187871,-0.82187869,0.00000000,-0.00000000
-5.98799400,1.33457640,-1.33457637,0.00741005,-0.00741005,0.05684652,-0.05684652,0.51599179,-0.51599178,0.19211943,-0.19211943,0.45384526,-0.45384525,0.15567298,-0.15567298,0.78211166,-0.78211164,0.00000000,-0.00000000
-5.98199100,1.26667133,-1.26667130,0.00653705,-0.00653705,0.05430256,-0.05430256,0.49370186,-0.49370185,0.18344597,-0.18344596,0.43314790,-0.43314789,0.14647933,-0.14647933,0.74208631,-0.74208630,0.00000000,-0.00000000
-5.97598799,1.19876569,-1.19876566,0.00574312,-0.00574312,0.05169333,-0.05169333,0.47099036,-0.47099035,0.17452628,-0.17452628,0.41212123,-0.41212122,0.13770366,-0.13770366,0.70212563,-0.70212562,0.00000000,-0.00000000
-5.96998499,1.13146638,-1.13146635,0.00502589,-0.00502589,0.04904559,-0.04904559,0.44810566,-0.44810565,0.16548604,-0.16548603,0.39098609,-0.39098608,0.12939972,-0.12939972,0.66258007,-0.66258005,0.00000000,-0.00000000
-5.96398199,1.06542582,-1.06542579,0.00438204,-0.00438204,0.04638890,-0.04638890,0.42532764,-0.42532763,0.15645715,-0.15645715,0.36998614,-0.36998613,0.12162646,-0.12162646,0.62382669,-0.62382667,0.00000000,-0.00000000
-5.95797899,1.00133670,-1.00133668,0.00380751,-0.00380750,0.04375530,-0.04375530,0.40296407,-0.40296406,0.14757612,-0.14757612,0.34938474,-0.34938473,0.11444858,-0.11444858,0.58626624,-0.58626623,0.00000000,-0.00000000
-5.95197599,0.93992350,-0.93992348,0.00329775,-0.00329775,0.04117872,-0.04117872,0.38134521,-0.38134520,0.13898210,-0.13898210,0.32946065,-0.32946064,0.10793649,-0.10793649,0.55031828,-0.55031826,0.00000000,-0.00000000
-5.94597299,0.88193112,-0.88193110,0.00284795,-0.00284795,0.03869437,-0.03869437,0.36081711,-0.36081710,0.13081467,-0.13081467,0.31050262,-0.31050261,0.10216570,-0.10216570,0.51641449,-0.51641448,0.00000000,-0.00000000
