energy_ev,total_up,Mo_p_up,Mo_d_up,Sb_p_up,Sb_d_up,Te_p_up,Te_d_up
-6.00000000,2.21014605,1.87685505,1.05150793,0.66460550,0.02740230,0.67927006,0.00000000
-5.99399700,2.23660867,1.90152261,1.06501871,0.67188270,0.02779786,0.68827308,0.00000000
-5.98799400,2.25587645,1.91947005,1.07538853,0.67700307,0.02815008,0.69471866,0.00000000
-5.98199100,2.26779358,1.93053639,1.08256099,0.67995347,0.02846003,0.69849895,0.00000000
-5.97598799,2.27230748,1.93465715,1.08652210,0.68074905,0.02872883,0.69954948,0.00000000
-5.96998499,2.26947208,1.93186698,1.08730128,0.67943301,0.02895767,0.69785231,0.00000000
-5.96398199,2.25944792,1.92229927,1.08497102,0.67607548,0.02914766,0.69343760,0.00000000
-5.95797899,2.24249905,1.90618297,1.07964543,0.67077173,0.02929983,0.68638354,0.00000000
-5.95197599,2.21898678,1.88383653,1.07147754,0.66363970,0.02941511,0.67681467,0.00000000
-5.94597299,2.18936057,1.85565943,1.06065552,0.65481704,0.02949428,0.66489850,0.00000000
-5.93996998,2.15414642,1.82212160,1.04739801,0.64445759,0.02953801,0.65084075,0.00000000
-5.93396698,2.11393320,1.78375113,1.03194855,0.63272768,0.02954689,0.63487931,0.00000000
-5.92796398,2.06935751,1.74112086,1.01456960,0.61980222,0.02952150,0.61727723,0.00000000
-5.92196098,2.02108763,1.69483440,0.99553606,0.60586077,0.02946242,0.59831498,0.00000000
-5.91595798,1.96980712,1.64551202,0.97512869,0.59108370,0.02937037,0.57828248,0.00000000
-5.90995498,1.91619863,1.59377691,0.95362761,0.57564856,0.02924620,0.55747102,0.00000000
-5.90395198,1.86092850,1.54024218,0.93130597,0.55972677,0.02909102,0.53616551,0.00000000
-5.89794897,1.80463243,1.48549909,0.90842408,0.54348060,0.02890616,0.51463734,0.00000000
-5.89194597,1.74790275,1.43010647,0.88522405,0.52706061,0.02869323,0.49313807,0.00000000
-5.88594297,1.69127742,1.37458175,0.86192510,0.51060345,0.02845407,0.47189414,0.00000000
-5.87993997,1.63523110,1.31939355,0.83871965,0.49423014,0.02819073,0.45110275,0.00000000
-5.87393697,1.58016825,1.26495594,0.81577019,0.47804473,0.02790534,0.43092895,0.00000000
-5.86793397,1.52641856,1.21162434,0.79320712,0.46213348,0.02760007,0.41150410,0.00000000
-5.86193097,1.47423454,1.15969291,0.77112749,0.44656433,0.02727691,0.39292542,0.00000000
-5.85592796,1.42379134,1.10939368,0.74959470,0.43138694,0.02693762,0.37525679,0.00000000
