energy_ev,total_up,C_s_up,C_p_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,5.19957257,0.02643400,0.72189244,1.49760837,2.06497088,2.41519277,0.00000000,1.12626239,0.36536853
-5.99399700,5.19418018,0.02658937,0.74017919,1.50756234,2.06606427,2.40077830,0.00000000,1.13659937,0.36170949
-5.98799400,5.19974121,0.02675611,0.75994251,1.52036297,2.07090782,2.39152625,0.00000000,1.14819517,0.35897429
-5.98199100,5.21613499,0.02693347,0.78094078,1.53584700,2.07939214,2.38750629,0.00000000,1.16099813,0.35718544
-5.97598799,5.24293222,0.02711972,0.80290448,1.55378153,2.09128956,2.38863449,0.00000000,1.17489328,0.35634162
-5.96998499,5.27943427,0.02731235,0.82554523,1.57387839,2.10627087,2.39469002,0.00000000,1.18970708,0.35642066
-5.96398199,5.32472063,0.02750839,0.84856531,1.59581024,2.12392515,2.40533611,0.00000000,1.20521442,0.35738318
-5.95797899,5.37770181,0.02770465,0.87166698,1.61922724,2.14378177,2.42014410,0.00000000,1.22114735,0.35917654
-5.95197599,5.43717529,0.02789801,0.89456157,1.64377371,2.16533332,2.43861924,0.00000000,1.23720535,0.36173907
-5.94597299,5.50188151,0.02808572,0.91697762,1.66910388,2.18805857,2.46022707,0.00000000,1.25306661,0.36500414
-5.93996998,5.57055783,0.02826562,0.93866813,1.69489595,2.21144437,2.48441919,0.00000000,1.26839998,0.36890410
-5.93396698,5.64198799,0.02843636,0.95941656,1.72086420,2.23500567,2.51065725,0.00000000,1.28287719,0.37337371
-5.92796398,5.71504546,0.02859752,0.97904132,1.74676828,2.25830299,2.53843430,0.00000000,1.29618481,0.37835303
-5.92196098,5.78872916,0.02874971,0.99739902,1.77241984,2.28095669,2.56729274,0.00000000,1.30803581,0.38378964
-5.91595798,5.86219072,0.02889458,1.01438603,1.79768611,2.30265780,2.59683819,0.00000000,1.31818015,0.38964003
-5.90995498,5.93475254,0.02903479,1.02993881,1.82249056,2.32317511,2.62674918,0.00000000,1.32641422,0.39587019
-5.90395198,6.00591691,0.02917385,1.04403277,1.84681089,2.34235855,2.65678222,0.00000000,1.33258883,0.40245540
-5.89794897,6.07536613,0.02931600,1.05668002,1.87067447,2.36013894,2.68677260,0.00000000,1.33661548,0.40937925
-5.89194597,6.14295450,0.02946601,1.06792604,1.89415175,2.37652441,2.71663103,0.00000000,1.33847074,0.41663196
-5.88594297,6.20869298,0.02962890,1.07784540,1.91734801,2.39159379,2.74633660,0.00000000,1.33819854,0.42420809
-5.87993997,6.27272771,0.02980971,1.08653687,1.94039394,2.40548742,2.77592657,0.00000000,1.33591036,0.43210394
-5.87393697,6.33531363,0.03001325,1.09411786,1.96343540,2.41839603,2.80548371,0.00000000,1.33178314,0.44031455
-5.86793397,6.39678462,0.03024383,1.10071855,1.98662301,2.43054799,2.83512200,0.00000000,1.32605503,0.44883074
-5.86193097,6.45752168,0.03050501,1.10647574,2.01010185,2.44219578,2.86497124,0.00000000,1.31901896,0.45763614
-5.85592796,6.51792041,0.03079943,1.11152675,2.03400161,2.45360214,2.89516162,0.00000000,1.31101436,0.46670461
-5.84992496,6.57835935,0.03112862,1.11600331,2.05842770,2.46502640,2.92580886,0.00000000,1.30241697,0.47599797
-5.84392196,6.63917041,0.03149285,1.12002582,2.08345332,2.47671176,2.95700052,0.00000000,1.29362736,0.48546444
-5.83791896,6.70061251,0.03189111,1.12369807,2.10911301,2.48887382,2.98878433,0.00000000,1.28505832,0.49503761
-5.83191596,6.76284947,0.03232102,1.12710250,2.13539755,2.50169089,3.02115873,0.00000000,1.27712159,0.50463627
-5.82591296,6.82593290,0.03277886,1.13029636,2.16225053,2.51529635,3.05406618,0.00000000,1.27021440,0.51416495
-5.81990995,6.88979072,0.03325965,1.13330871,2.18956654,2.52977350,3.08738931,0.00000000,1.26470641,0.52351523
-5.81390695,6.95422153,0.03375725,1.13613853,2.21719107,2.54515281,3.12095010,0.00000000,1.26092732,0.53256779
-5.80790395,7.01889499,0.03426450,1.13875400,2.24492204,2.56141175,3.15451184,0.00000000,1.25915582,0.54119502
-5.80190095,7.08335795,0.03477339,1.14109302,2.27251292,2.57847715,3.18778386,0.00000000,1.25961023,0.54926416
-5.79589795,7.14704596,0.03527526,1.14306492,2.29967742,2.59622970,3.22042849,0.00000000,1.26244115,0.55664081
-5.78989495,7.20929941,0.03576107,1.14455349,2.32609547,2.61451050,3.25207009,0.00000000,1.26772648,0.56319257
-5.78389195,7.26938361,0.03622156,1.14542101,2.35142044,2.63312904,3.28230542,0.00000000,1.27546890,0.56879278
-5.77788894,7.32651153,0.03664757,1.14551335,2.37528731,2.65187221,3.31071498,0.00000000,1.28559596,0.57332407
-5.77188594,7.37986833,0.03703022,1.14466578,2.39732160,2.67051385,3.33687482,0.00000000,1.29796274,0.57668161
-5.76588294,7.42863640,0.03736116,1.14270928,2.41714874,2.68882405,3.36036820,0.00000000,1.31235685,0.57877604
-5.75987994,7.47201971,0.03763280,1.13947718,2.43440369,2.70657789,3.38079679,0.00000000,1.32850567,0.57953581
-5.75387694,7.50926643,0.03783849,1.13481168,2.44874024,2.72356294,3.39779083,0.00000000,1.34608544,0.57890890
-5.74787394,7.53968883,0.03797268,1.12856997,2.45984009,2.73958504,3.41101810,0.00000000,1.36473178,0.57686403
-5.74187094,7.56267974,0.03803107,1.12062987,2.46742095,2.75447217,3.42019142,0.00000000,1.38405126,0.57339116
-5.73586793,7.57772481,0.03801067,1.11089443,2.47124381,2.76807610,3.42507442,0.00000000,1.40363361,0.56850140
-5.72986493,7.58441050,0.03790993,1.09929558,2.47111882,2.78027180,3.42548570,0.00000000,1.42306402,0.56222640
-5.72386193,7.58242761,0.03772868,1.08579654,2.46690980,2.79095461,3.42130126,0.00000000,1.44193513,0.55461720
-5.71785893,7.57157056,0.03746819,1.07039295,2.45853720,2.80003565,3.41245544,0.00000000,1.45985838,0.54574274
-5.71185593,7.55173299,0.03713108,1.05311276,2.44597947,2.80743565,3.39894034,0.00000000,1.47647432,0.53568803
-5.70585293,7.52290018,0.03672121,1.03401501,2.42927283,2.81307782,3.38080406,0.00000000,1.49146159,0.52455213
-5.69984992,7.48513934,0.03624365,1.01318748,2.40850964,2.81688041,3.35814801,0.00000000,1.50454441,0.51244594
-5.69384692,7.43858850,0.03570447,0.99074353,2.38383544,2.81874952,3.33112333,0.00000000,1.51549854,0.49948999
-5.68784392,7.38344513,0.03511062,0.96681839,2.35544493,2.81857291,3.29992689,0.00000000,1.52415539,0.48581221
-5.68184092,7.31995523,0.03446975,0.94156498,2.32357704,2.81621533,3.26479684,0.00000000,1.53040465,0.47154575
-5.67583792,7.24840394,0.03379007,0.91514963,2.28850954,2.81151607,3.22600811,0.00000000,1.53419513,0.45682689
-5.66983492,7.16910806,0.03308015,0.88774791,2.25055324,2.80428883,3.18386777,0.00000000,1.53553420,0.44179302
-5.66383192,7.08241105,0.03234872,0.85954078,2.21004607,2.79432449,3.13871047,0.00000000,1.53448578,0.42658073
-5.65782891,6.98868067,0.03160459,0.83071102,2.16734737,2.78139654,3.09089402,0.00000000,1.53116712,0.41132405
-5.65182591,6.88830910,0.03085642,0.80144041,2.12283225,2.76526912,3.04079487,0.00000000,1.52574441,0.39615269
-5.64582291,6.78171525,0.03011261,0.77190733,2.07688638,2.74570735,2.98880382,0.00000000,1.51842745,0.38119044
-5.63981991,6.66934873,0.02938114,0.74228499,2.02990098,2.72248942,2.93532154,0.00000000,1.50946352,0.36655364
-5.63381691,6.55169467,0.02866950,0.71274020,1.98226818,2.69541966,2.88075400,0.00000000,1.49913050,0.35234970
-5.62781391,6.42927863,0.02798451,0.68343256,1.93437645,2.66434210,2.82550776,0.00000000,1.48772946,0.33867577
-5.62181091,6.30267072,0.02733229,0.65451404,1.88660622,2.62915337,2.76998489,0.00000000,1.47557672,0.32561746
-5.61580790,6.17248825,0.02671813,0.62612866,1.83932543,2.58981443,2.71457781,0.00000000,1.46299575,0.31324782
-5.60980490,6.03939600,0.02614641,0.59841241,1.79288500,2.54636033,2.65966374,0.00000000,1.45030881,0.30162637
-5.60380190,5.90410393,0.02562058,0.57149308,1.74761414,2.49890727,2.60559914,0.00000000,1.43782864,0.29079844
-5.59779890,5.76736193,0.02514306,0.54549003,1.70381555,2.44765667,2.55271419,0.00000000,1.42585046,0.28079475
-5.59179590,5.62995174,0.02471524,0.52051382,1.66176059,2.39289592,2.50130745,0.00000000,1.41464438,0.27163132
-5.58579290,5.49267628,0.02433746,0.49666574,1.62168455,2.33499568,2.45164118,0.00000000,1.40444852,0.26330964
-5.57978989,5.35634712,0.02400902,0.47403714,1.58378229,2.27440405,2.40393733,0.00000000,1.39546316,0.25581735
-5.57378689,5.22177070,0.02372820,0.45270876,1.54820443,2.21163781,2.35837480,0.00000000,1.38784614,0.24912909
-5.56778389,5.08973434,0.02349237,0.43274998,1.51505455,2.14727130,2.31508797,0.00000000,1.38170962,0.24320789
-5.56178089,4.96099301,0.02329802,0.41421823,1.48438752,2.08192354,2.27416700,0.00000000,1.37711862,0.23800684
-5.55577789,4.83625771,0.02314095,0.39715847,1.45620946,2.01624436,2.23565980,0.00000000,1.37409130,0.23347098
-5.54977489,4.71618651,0.02301637,0.38160303,1.43047932,1.95090020,2.19957599,0.00000000,1.37260107,0.22953953
-5.54377189,4.60137869,0.02291911,0.36757175,1.40711242,1.88656029,2.16589257,0.00000000,1.37258054,0.22614824
-5.53776888,4.49237247,0.02284382,0.35507245,1.38598595,1.82388394,2.13456130,0.00000000,1.37392714,0.22323179
-5.53176588,4.38964652,0.02278517,0.34410191,1.36694625,1.76350918,2.10551739,0.00000000,1.37651017,0.22072622
-5.52576288,4.29362480,0.02273806,0.33464719,1.34981776,1.70604343,2.07868916,0.00000000,1.38017904,0.21857117
-5.51975988,4.20468452,0.02269789,0.32668733,1.33441327,1.65205610,2.05400802,0.00000000,1.38477211,0.21671196
-5.51375688,4.12316618,0.02266069,0.32019538,1.32054495,1.60207325,2.03141841,0.00000000,1.39012595,0.21510136
-5.50775388,4.04938474,0.02262333,0.31514059,1.30803581,1.55657415,2.01088689,0.00000000,1.39608424,0.21370097
-5.50175088,3.98364095,0.02258367,0.31149080,1.29673071,1.51598949,1.99240988,0.00000000,1.40250606,0.21248215
-5.49574787,3.92623140,0.02254062,0.30921465,1.28650660,1.48070064,1.97601945,0.00000000,1.40927291,0.21142652
-5.48974487,3.87745635,0.02249422,0.30828379,1.27728111,1.45103986,1.96178668,0.00000000,1.41629418,0.21052593
-5.48374187,3.83762412,0.02244561,0.30867469,1.26901924,1.42729058,1.94982224,0.00000000,1.42351069,0.20978195
-5.47773887,3.80705153,0.02239693,0.31037017,1.26173738,1.40968764,1.94027401,0.00000000,1.43089607,0.20920494
-5.47173587,3.78605949,0.02235127,0.31336031,1.25550467,1.39841685,1.93332153,0.00000000,1.43845587,0.20881269
-5.46573287,3.77496393,0.02231241,0.31764295,1.25044127,1.39361376,1.92916765,0.00000000,1.44622445,0.20862875
-5.45972986,3.77406186,0.02228463,0.32322347,1.24671367,1.39536137,1.92802741,0.00000000,1.45425971,0.20868050
-5.45372686,3.78361341,0.02227245,0.33011404,1.24452718,1.40368681,1.93011476,0.00000000,1.46263606,0.20899707
-5.44772386,3.80382042,0.02228036,0.33833225,1.24411586,1.41855710,1.93562771,0.00000000,1.47143581,0.20960722
-5.44172086,3.83480281,0.02231249,0.34789924,1.24573041,1.43987431,1.94473247,0.00000000,1.48073960,0.21053729
-5.43571786,3.87657420,0.02237237,0.35883739,1.24962462,1.46747045,1.95754756,0.00000000,1.49061622,0.21180922
-5.42971486,3.92901802,0.02246262,0.37116767,1.25604093,1.50110261,1.97412857,0.00000000,1.50111256,0.21343889
-5.42371186,3.99186594,0.02258477,0.38490675,1.26519594,1.54044892,1.99445445,0.00000000,1.51224400,0.21543471
-5.41770885,4.06467999,0.02273907,0.40006414,1.27726652,1.58510588,2.01841613,0.00000000,1.52398596,0.21779658
-5.41170585,4.14683986,0.02292432,0.41663931,1.29237721,1.63458761,2.04580812,0.00000000,1.53626711,0.22051529
-5.40570285,4.23753655,0.02313791,0.43461910,1.31058961,1.68832753,2.07632380,0.00000000,1.54896445,0.22357225
-5.39969985,4.33577339,0.02337576,0.45397549,1.33189419,1.74568279,2.10955473,0.00000000,1.56190087,0.22693976
-5.39369685,4.44037478,0.02363246,0.47466377,1.35620496,1.80594179,2.14499424,0.00000000,1.57484528,0.23058161
-5.38769385,4.55000313,0.02390142,0.49662133,1.38335736,1.86833475,2.18204554,0.00000000,1.58751536,0.23445404
-5.38169085,4.66318348,0.02417511,0.51976702,1.41310923,1.93204727,2.22003403,0.00000000,1.59958317,0.23850710
-5.37568784,4.77833528,0.02444532,0.54400117,1.44514508,1.99623665,2.25822356,0.00000000,1.61068315,0.24268617
-5.36968484,4.89381014,0.02470352,0.56920620,1.47908323,2.06005026,2.29583610,0.00000000,1.62042261,0.24693375
