energy_ev,total_up,Bi_p_up,Bi_d_up,Hf_p_up,Hf_d_up,Se_s_up,Se_p_up
-6.00000000,0.66579992,0.40429032,0.00433625,0.46538036,0.22060915,0.00042609,0.09526911
-5.99399700,0.65967087,0.40365422,0.00452105,0.45790589,0.21823791,0.00045573,0.08763959
-5.98799400,0.65332488,0.40260034,0.00469588,0.45033751,0.21595263,0.00048708,0.08032695
-5.98199100,0.64698598,0.40127341,0.00485909,0.44286136,0.21383268,0.00052023,0.07338305
-5.97598799,0.64088310,0.39981946,0.00500939,0.43566195,0.21195874,0.00055526,0.06686023
-5.96998499,0.63524419,0.39838267,0.00514593,0.42891742,0.21041045,0.00059224,0.06080972
-5.96398199,0.63029053,0.39710232,0.00526824,0.42279518,0.20926419,0.00063118,0.05528024
-5.95797899,0.62623132,0.39610965,0.00537624,0.41744817,0.20859105,0.00067207,0.05031723
-5.95197599,0.62325884,0.39552488,0.00547020,0.41301165,0.20845493,0.00071483,0.04596238
-5.94597299,0.62154400,0.39545430,0.00555072,0.40960080,0.20891102,0.00075933,0.04225365
-5.93996998,0.62123271,0.39598768,0.00561862,0.40730897,0.21000449,0.00080536,0.03922567
-5.93396698,0.62244303,0.39719594,0.00567493,0.40620690,0.21176963,0.00085262,0.03691050
-5.92796398,0.62526337,0.39912934,0.00572077,0.40634274,0.21422938,0.00090072,0.03533860
-5.92196098,0.62975176,0.40181628,0.00575734,0.40774303,0.21739535,0.00094920,0.03454004
-5.91595798,0.63593648,0.40526282,0.00578583,0.41041467,0.22126832,0.00099749,0.03454568
-5.90995498,0.64381791,0.40945301,0.00580736,0.41434779,0.22583926,0.00104496,0.03538848
-5.90395198,0.65337181,0.41435020,0.00582302,0.41951950,0.23109083,0.00109092,0.03710455
-5.89794897,0.66455387,0.41989918,0.00583376,0.42589846,0.23699938,0.00113462,0.03973413
-5.89194597,0.67730532,0.42602933,0.00584046,0.43344991,0.24353724,0.00117530,0.04332219
-5.88594297,0.69155958,0.43265850,0.00584395,0.44214120,0.25067539,0.00121217,0.04791876
-5.87993997,0.70724939,0.43969763,0.00584500,0.45194729,0.25838623,0.00124449,0.05357883
-5.87393697,0.72431420,0.44705587,0.00584439,0.46285609,0.26664637,0.00127157,0.06036182
-5.86793397,0.74270733,0.45464587,0.00584297,0.47487317,0.27543925,0.00129279,0.06833058
-5.86193097,0.76240255,0.46238923,0.00584170,0.48802557,0.28475744,0.00130764,0.07754994
-5.85592796,0.78339948,0.47022153,0.00584170,0.50236441,0.29460451,0.00131575,0.08808481
-5.84992496,0.80572755,0.47809698,0.00584426,0.51796598,0.30499620,0.00131688,0.09999786
-5.84392196,0.82944829,0.48599226,0.00585090,0.53493114,0.31596095,0.00131096,0.11334686
-5.83791896,0.85465547,0.49390946,0.00586337,0.55338298,0.32753961,0.00129811,0.12818176
-5.83191596,0.88147330,0.50187793,0.00588360,0.57346266,0.33978441,0.00127859,0.14454160
-5.82591296,0.91005253,0.50995502,0.00591370,0.59532361,0.35275708,0.00125284,0.16245133
-5.81990995,0.94056468,0.51822559,0.00595589,0.61912433,0.36652635,0.00122148,0.18191882
-5.81390695,0.97319470,0.52680047,0.00601241,0.64502005,0.38116488,0.00118524,0.20293195
-5.80790395,1.00813235,0.53581370,0.00608547,0.67315376,0.39674571,0.00114498,0.22545623
-5.80190095,1.04556280,0.54541903,0.00617710,0.70364693,0.41333855,0.00110164,0.24943277
-5.79589795,1.08565689,0.55578540,0.00628910,0.73659057,0.43100590,0.00105624,0.27477701
-5.78989495,1.12856142,0.56709191,0.00642293,0.77203693,0.44979938,0.00100981,0.30137803
-5.78389195,1.17438998,0.57952215,0.00657960,0.80999241,0.46975621,0.00096341,0.32909882
-5.77788894,1.22321458,0.59325817,0.00675960,0.85041190,0.49089612,0.00091805,0.35777718
-5.77188594,1.27505836,0.60847421,0.00696289,0.89319485,0.51321868,0.00087469,0.38722753
-5.76588294,1.32988938,0.62533011,0.00718877,0.93818323,0.53670112,0.00083420,0.41724341
-5.75987994,1.38761574,0.64396468,0.00743597,0.98516130,0.56129663,0.00079736,0.44760064
-5.75387694,1.44808177,0.66448905,0.00770258,1.03385709,0.58693314,0.00076484,0.47806091
-5.74787394,1.51106523,0.68697989,0.00798612,1.08394551,0.61351242,0.00073715,0.50837578
-5.74187094,1.57627541,0.71147294,0.00828358,1.13505258,0.64090955,0.00071468,0.53829070
-5.73586793,1.64335188,0.73795659,0.00859148,1.18676064,0.66897259,0.00069766,0.56754910
-5.72986493,1.71186389,0.76636605,0.00890593,1.23861409,0.69752250,0.00068619,0.59589617
-5.72386193,1.78131031,0.79657798,0.00922276,1.29012548,0.72635316,0.00068021,0.62308225
-5.71785893,1.85112017,0.82840613,0.00953753,1.34078152,0.75523167,0.00067953,0.64886586
-5.71185593,1.92065402,0.86159814,0.00984571,1.39004907,0.78389891,0.00068384,0.67301598
-5.70585293,1.98920645,0.89583390,0.01014266,1.43738092,0.81207047,0.00069268,0.69531399
-5.69984992,2.05601002,0.93072580,0.01042380,1.48222137,0.83943821,0.00070552,0.71555497
-5.69384692,2.12024113,0.96582119,0.01068461,1.52401198,0.86567246,0.00072173,0.73354865
-5.68784392,2.18102829,1.00060742,0.01092074,1.56219743,0.89042529,0.00074058,0.74912011
-5.68184092,2.23746320,1.03451948,0.01112806,1.59623192,0.91333474,0.00076133,0.76211040
-5.67583792,2.28861486,1.06695052,0.01130270,1.62558630,0.93403044,0.00078315,0.77237719
-5.66983492,2.33354697,1.09726505,0.01144115,1.64975621,0.95214037,0.00080522,0.77979574
-5.66383192,2.37133842,1.12481463,0.01154025,1.66827117,0.96729903,0.00082673,0.78426019
-5.65782891,2.40110669,1.14895575,0.01159733,1.68070491,0.97915666,0.00084687,0.78568529
-5.65182591,2.42203345,1.16906922,0.01161020,1.68668654,0.98738944,0.00086488,0.78400868
-5.64582291,2.43339154,1.18458046,0.01157725,1.68591245,0.99171024,0.00088005,0.77919347
-5.63981991,2.43457239,1.19497984,0.01149750,1.67815842,0.99187953,0.00089176,0.77123117
-5.63381691,2.42511244,1.19984226,0.01137064,1.66329142,0.98771599,0.00089948,0.76014478
-5.62781391,2.40471744,1.19884490,0.01119713,1.64128047,0.97910615,0.00090279,0.74599165
-5.62181091,2.37328314,1.19178249,0.01097820,1.61220576,0.96601271,0.00090139,0.72886602
-5.61580790,2.33091117,1.17857913,0.01071588,1.57626552,0.94848092,0.00089510,0.70890087
-5.60980490,2.27791905,1.15929604,0.01041306,1.53377988,0.92664250,0.00088387,0.68626884
-5.60380190,2.21484344,1.13413489,0.01007345,1.48519122,0.90071697,0.00086780,0.66118200
-5.59779890,2.14243616,1.10343631,0.00970155,1.43106078,0.87101003,0.00084711,0.63389037
-5.59179590,2.06165280,1.06767358,0.00930263,1.37206124,0.83790891,0.00082212,0.60467893
-5.58579290,1.97363416,1.02744182,0.00888264,1.30896542,0.80187492,0.00079329,0.57386340
-5.57978989,1.87968116,0.98344290,0.00844812,1.24263129,0.76343328,0.00076116,0.54178455
-5.57378689,1.78122398,0.93646689,0.00800607,1.17398388,0.72316073,0.00072636,0.50880157
-5.56778389,1.67978681,0.88737066,0.00756383,1.10399460,0.68167128,0.00068956,0.47528438
-5.56178089,1.57694946,0.83705454,0.00712895,1.03365877,0.63960081,0.00065149,0.44160556
-5.55577789,1.47430735,0.78643794,0.00670897,0.96397222,0.59759093,0.00061288,0.40813189
-5.54977489,1.37343141,0.73643486,0.00631132,0.89590780,0.55627290,0.00057449,0.37521613
-5.54377189,1.27582923,0.68793014,0.00594310,0.83039263,0.51625205,0.00053701,0.34318921
-5.53776888,1.18290891,0.64175711,0.00561097,0.76828685,0.47809332,0.00050114,0.31235324
-5.53176588,1.09594649,0.59867749,0.00532092,0.71036451,0.44230825,0.00046749,0.28297554
-5.52576288,1.01605804,0.55936376,0.00507820,0.65729717,0.40934391,0.00043660,0.25528392
-5.51975988,0.94417684,0.52438472,0.00488715,0.60964049,0.37957390,0.00040895,0.22946333
-5.51375688,0.88103617,0.49419403,0.00475107,0.56782420,0.35329160,0.00038492,0.20565391
-5.50775388,0.82715764,0.46912225,0.00467215,0.53214540,0.33070573,0.00036477,0.18395051
-5.50175088,0.78284531,0.44937204,0.00465140,0.50276518,0.31193814,0.00034868,0.16440342
-5.49574787,0.74818504,0.43501663,0.00468857,0.47970865,0.29702386,0.00033672,0.14702043
-5.48974487,0.72304908,0.42600133,0.00478216,0.46286790,0.28591309,0.00032887,0.13176981
-5.48374187,0.70710524,0.42214789,0.00492940,0.45200792,0.27847510,0.00032500,0.11858419
-5.47773887,0.69983039,0.42316153,0.00512626,0.44677510,0.27450380,0.00032489,0.10736500
-5.47173587,0.70052779,0.42864042,0.00536758,0.44670817,0.27372480,0.00032823,0.09798743
-5.46573287,0.70834783,0.43808746,0.00564709,0.45125110,0.27580375,0.00033465,0.09030553
-5.45972986,0.72231165,0.45092391,0.00595755,0.45976796,0.28035584,0.00034370,0.08415747
-5.45372686,0.74133730,0.46650494,0.00629094,0.47155932,0.28695615,0.00035489,0.07937065
-5.44772386,0.76426795,0.48413657,0.00663857,0.48587989,0.29515080,0.00036768,0.07576667
-5.44172086,0.78990153,0.50309387,0.00699135,0.50195712,0.30446861,0.00038152,0.07316599
-5.43571786,0.81702142,0.52263988,0.00733996,0.51901044,0.31443302,0.00039582,0.07139223
-5.42971486,0.84442737,0.54204510,0.00767514,0.53627071,0.32457419,0.00041003,0.07027611
-5.42371186,0.87096611,0.56060687,0.00798789,0.55299939,0.33444075,0.00042359,0.06965891
-5.41770885,0.89556083,0.57766818,0.00826973,0.56850711,0.34361125,0.00043598,0.06939549
-5.41170585,0.91723877,0.59263555,0.00851296,0.58217092,0.35170469,0.00044673,0.06935688
-5.40570285,0.93515611,0.60499516,0.00871086,0.59344998,0.35839008,0.00045541,0.06943233
-5.39969985,0.94861932,0.61432692,0.00885787,0.60189892,0.36339454,0.00046168,0.06953097
-5.39369685,0.95710243,0.62031591,0.00894978,0.60717864,0.36650988,0.00046526,0.06958288
-5.38769385,0.96025938,0.62276068,0.00898384,0.60906403,0.36759722,0.00046594,0.06953984
-5.38169085,0.95793116,0.62157827,0.00895883,0.60744840,0.36658965,0.00046361,0.06937541
-5.37568784,0.95014732,0.61680550,0.00887505,0.60234431,0.36349271,0.00045824,0.06908472
-5.36968484,0.93712184,0.60859669,0.00873436,0.59388091,0.35838272,0.00044987,0.06868365
-5.36368184,0.91924342,0.59721765,0.00854004,0.58229776,0.35140296,0.00043862,0.06820765
-5.35767884,0.89706054,0.58303624,0.00829672,0.56793532,0.34275792,0.00042470,0.06771009
-5.35167584,0.87126178,0.56650990,0.00801015,0.55122253,0.33270566,0.00040833,0.06726013
-5.34567284,0.84265207,0.54817035,0.00768705,0.53266188,0.32154877,0.00038984,0.06694036
-5.33966983,0.81212583,0.52860629,0.00733487,0.51281249,0.30962398,0.00036956,0.06684395
-5.33366683,0.78063768,0.50844440,0.00696156,0.49227179,0.29729104,0.00034785,0.06707154
-5.32766383,0.74917193,0.48832959,0.00657529,0.47165649,0.28492109,0.00032510,0.06772795
-5.32166083,0.71871172,0.46890475,0.00618424,0.45158332,0.27288485,0.00030168,0.06891862
-5.31565783,0.69020876,0.45079105,0.00579635,0.43265035,0.26154123,0.00027796,0.07074601
-5.30965483,0.66455465,0.43456901,0.00541912,0.41541929,0.25122639,0.00025430,0.07330592
-5.30365183,0.64255447,0.42076115,0.00505940,0.40039932,0.24224379,0.00023101,0.07668386
-5.29764882,0.62490346,0.40981645,0.00472325,0.38803289,0.23485543,0.00020840,0.08095165
-5.29164582,0.61216729,0.40209727,0.00441584,0.37868391,0.22927440,0.00018670,0.08616419
-5.28564282,0.60476644,0.39786875,0.00414132,0.37262844,0.22565909,0.00016613,0.09235664
-5.27963982,0.60296502,0.39729127,0.00390281,0.37004821,0.22410898,0.00014686,0.09954204
-5.27363682,0.60686421,0.40041583,0.00370238,0.37102705,0.22466227,0.00012901,0.10770953
-5.26763382,0.61640057,0.40718265,0.00354108,0.37555023,0.22729527,0.00011267,0.11682328
-5.26163082,0.63134900,0.41742291,0.00341896,0.38350663,0.23192358,0.00009788,0.12682211
-5.25562781,0.65133049,0.43086371,0.00333520,0.39469385,0.23840500,0.00008467,0.13761998
-5.24962481,0.67582429,0.44713597,0.00328817,0.40882571,0.24654415,0.00007302,0.14910736
-5.24362181,0.70418415,0.46578522,0.00327555,0.42554236,0.25609856,0.00006290,0.16115348
-5.23761881,0.73565837,0.48628494,0.00329449,0.44442224,0.26678615,0.00005426,0.17360935
-5.23161581,0.76941283,0.50805217,0.00334170,0.46499583,0.27829390,0.00004704,0.18631162
-5.22561281,0.80455660,0.53046485,0.00341362,0.48676066,0.29028736,0.00004115,0.19908709
-5.21960980,0.84016914,0.55288052,0.00350654,0.50919704,0.30242087,0.00003653,0.21175765
-5.21360680,0.87532831,0.57465575,0.00361672,0.53178404,0.31434805,0.00003308,0.22414557
-5.20760380,0.90913832,0.59516562,0.00374052,0.55401516,0.32573225,0.00003074,0.23607888
-5.20160080,0.94075655,0.61382276,0.00387447,0.57541310,0.33625669,0.00002942,0.24739650
-5.19559780,0.96941829,0.63009510,0.00401538,0.59554312,0.34563382,0.00002905,0.25795311
-5.18959480,0.99445862,0.64352178,0.00416039,0.61402448,0.35361362,0.00002955,0.26762330
-5.18359180,1.01533048,0.65372675,0.00430699,0.63053954,0.35999061,0.00003086,0.27630490
-5.17758879,1.03161831,0.66042929,0.00445308,0.64484018,0.36460914,0.00003290,0.28392135
-5.17158579,1.04304683,0.66345132,0.00459695,0.65675134,0.36736701,0.00003561,0.29042294
-5.16558279,1.04948464,0.66272113,0.00473723,0.66617173,0.36821710,0.00003893,0.29578697
