energy_ev,total_up,In_p_up,In_d_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-5.51375688,0.76009053,0.07997499,0.00082306,0.40510652,0.72243014,0.00119579,0.00540352
-5.50775388,0.80645513,0.08311287,0.00092155,0.42816547,0.77007012,0.00122158,0.00515497
-5.50175088,0.85610716,0.08635868,0.00103527,0.45342857,0.82058823,0.00125364,0.00505331
-5.49574787,0.90914887,0.08975240,0.00116480,0.48071993,0.87412385,0.00129084,0.00508178
-5.48974487,0.96570734,0.09333792,0.00131083,0.50987883,0.93082974,0.00133212,0.00522647
-5.48374187,1.02593153,0.09716158,0.00147418,0.54076017,0.99087125,0.00137646,0.00547610
-5.47773887,1.08998898,0.10127072,0.00165578,0.57323521,1.05442527,0.00142292,0.00582162
-5.47173587,1.15806217,0.10571211,0.00185660,0.60719262,1.12167892,0.00147062,0.00625585
-5.46573287,1.23034433,0.11053032,0.00207769,0.64253967,1.19282763,0.00151875,0.00677313
-5.45972986,1.30703466,0.11576616,0.00232011,0.67920351,1.26807254,0.00156660,0.00736893
-5.45372686,1.38833292,0.12145526,0.00258490,0.71713212,1.34761698,0.00161353,0.00803951
-5.44772386,1.47443320,0.12762669,0.00287301,0.75629505,1.43166185,0.00165900,0.00878159
-5.44172086,1.56551699,0.13430182,0.00318532,0.79668345,1.52039995,0.00170259,0.00959207
-5.43571786,1.66174558,0.14149348,0.00352250,0.83830949,1.61400924,0.00174395,0.01046780
-5.42971486,1.76325214,0.14920527,0.00388501,0.88120495,1.71264534,0.00178284,0.01140533
-5.42371186,1.87013366,0.15743125,0.00427306,0.92541904,1.81643342,0.00181913,0.01240080
-5.41770885,1.98244321,0.16615596,0.00468651,0.97101551,1.92546012,0.00185275,0.01344978
-5.41170585,2.10018320,0.17535472,0.00512489,1.01806916,2.03976595,0.00188371,0.01454728
-5.40570285,2.22329992,0.18499433,0.00558732,1.06666207,2.15933877,0.00191207,0.01568772
-5.39969985,2.35168019,0.19503406,0.00607255,1.11687961,2.28410895,0.00193793,0.01686499
-5.39369685,2.48515032,0.20542699,0.00657890,1.16880670,2.41394687,0.00196139,0.01807258
-5.38769385,2.62347802,0.21612158,0.00710432,1.22252442,2.54866297,0.00198259,0.01930372
-5.38169085,2.76637707,0.22706348,0.00764641,1.27810727,2.68801079,0.00200164,0.02055160
-5.37568784,2.91351496,0.23819749,0.00820248,1.33562114,2.83169291,0.00201861,0.02180962
-5.36968484,3.06452300,0.24946958,0.00876961,1.39512208,2.97936947,0.00203357,0.02307161
-5.36368184,3.21900822,0.26082888,0.00934471,1.45665580,3.13066884,0.00204654,0.02433211
-5.35767884,3.37656623,0.27222948,0.00992465,1.52025762,3.28519946,0.00205753,0.02558664
-5.35167584,3.53679395,0.28363205,0.01050631,1.58595276,3.44256188,0.00206652,0.02683187
-5.34567284,3.69930082,0.29500504,0.01108668,1.65375635,3.60235975,0.00207346,0.02806584
-5.33966983,3.86371722,0.30632535,0.01166291,1.72367300,3.76420849,0.00207831,0.02928802
-5.33366683,4.02969894,0.31757854,0.01223243,1.79569526,3.92774035,0.00208107,0.03049937
-5.32766383,4.19692649,0.32875830,0.01279291,1.86980071,4.09260475,0.00208174,0.03170227
-5.32166083,4.36509849,0.33986530,0.01334234,1.94594736,4.25846326,0.00208038,0.03290032
-5.31565783,4.53391895,0.35090535,0.01387899,2.02406715,4.42497864,0.00207709,0.03409812
-5.30965483,4.70307833,0.36188693,0.01440138,2.10405756,4.59179802,0.00207205,0.03530087
-5.30365183,4.87222926,0.37281822,0.01490822,2.18577150,4.75853094,0.00206551,0.03651397
-5.29764882,5.04095801,0.38370372,0.01539832,2.26900602,4.92472324,0.00205777,0.03774244
-5.29164582,5.20875354,0.39454061,0.01587053,2.35349024,5.08982847,0.00204922,0.03899044
-5.28564282,5.37497612,0.40531516,0.01632356,2.43887349,5.25317886,0.00204026,0.04026067
-5.27963982,5.53882818,0.41599934,0.01675597,2.52471443,5.41395814,0.00203136,0.04155380
-5.27363682,5.69932972,0.42654786,0.01716600,2.61047228,5.57117869,0.00202301,0.04286804
-5.26763382,5.85530096,0.43689591,0.01755153,2.69550101,5.72366548,0.00201566,0.04419867
-5.26163082,6.00535441,0.44695783,0.01791001,2.77904754,5.87004889,0.00200978,0.04553775
-5.25562781,6.14789823,0.45662678,0.01823844,2.86025457,6.00876825,0.00200577,0.04687402
-5.24962481,6.28115197,0.46577567,0.01853338,2.93816872,6.13808730,0.00200395,0.04819286
-5.24362181,6.40317544,0.47425927,0.01879103,3.01175421,6.25612197,0.00200459,0.04947648
-5.23761881,6.51191016,0.48191759,0.01900725,3.07991189,6.36088038,0.00200781,0.05070428
-5.23161581,6.60523232,0.48858037,0.01917774,3.14150342,6.45031373,0.00201366,0.05185337
-5.22561281,6.68101547,0.49407258,0.01929818,3.19537972,6.52237650,0.00202206,0.05289923
-5.21960980,6.73720014,0.49822070,0.01936437,3.24041278,6.57509327,0.00203278,0.05381649
-5.21360680,6.77186734,0.50085940,0.01937243,3.27552947,6.60662919,0.00204552,0.05457982
-5.20760380,6.78331247,0.50183856,0.01931902,3.29974598,6.61536072,0.00205985,0.05516484
-5.20160080,6.77011589,0.50102997,0.01920143,3.31220133,6.59994316,0.00207524,0.05554906
-5.19559780,6.73120669,0.49833363,0.01901784,3.31218841,6.55937150,0.00209110,0.05571275
-5.18959480,6.66591647,0.49368325,0.01876738,3.29918113,6.49303146,0.00210679,0.05563978
-5.18359180,6.57402014,0.48705060,0.01845027,3.27285647,6.40073812,0.00212163,0.05531827
-5.17758879,6.45576203,0.47844863,0.01806786,3.23311028,6.28276023,0.00213497,0.05474119
-5.17158579,6.31186567,0.46793305,0.01762265,3.18006631,6.13982870,0.00214616,0.05390670
-5.16558279,6.14352694,0.45560237,0.01711828,3.11407790,5.97312917,0.00215462,0.05281834
-5.15957979,5.95239098,0.44159634,0.01655949,3.03572244,5.78427881,0.00215984,0.05148504
-5.15357679,5.74051388,0.42609294,0.01595194,2.94578887,5.57528860,0.00216145,0.04992091
-5.14757379,5.51031113,0.40930386,0.01530216,2.84525873,5.34851290,0.00215918,0.04814487
-5.14157079,5.26449521,0.39146898,0.01461734,2.73528185,5.10658859,0.00215292,0.04618018
-5.13556778,5.00600503,0.37284971,0.01390518,2.61714750,4.85236671,0.00214269,0.04405372
-5.12956478,4.73793045,0.35372190,0.01317370,2.49225235,4.58883935,0.00212872,0.04179534
-5.12356178,4.46343485,0.33436816,0.01243099,2.36206657,4.31906488,0.00211135,0.03943702
-5.11755878,4.18567872,0.31507039,0.01168513,2.22809916,4.04609454,0.00209110,0.03701207
-5.11155578,3.90774722,0.29610237,0.01094392,2.09186394,3.77290278,0.00206862,0.03455436
-5.10555278,3.63258390,0.27772299,0.01021473,1.95484718,3.50232396,0.00204470,0.03209755
-5.09954977,3.36293266,0.26017021,0.00950443,1.81847788,3.23699696,0.00202019,0.02967441
-5.09354677,3.10128936,0.24365603,0.00881916,1.68410150,2.97931935,0.00199603,0.02731625
-5.08754377,2.84986406,0.22836248,0.00816435,1.55295774,2.73141176,0.00197319,0.02505241
-5.08154077,2.61055437,0.21443890,0.00754458,1.42616271,2.49509298,0.00195265,0.02290989
-5.07553777,2.38492974,0.20200040,0.00696355,1.30469579,2.27186564,0.00193535,0.02091309
-5.06953477,2.17422637,0.19112755,0.00642409,1.18939104,2.06291198,0.00192217,0.01908363
-5.06353177,1.97935192,0.18186721,0.00592818,1.08093322,1.86909894,0.00191392,0.01744029
-5.05752876,1.80089877,0.17423439,0.00547692,0.97985781,1.69099139,0.00191128,0.01599896
-5.05152576,1.63916471,0.16821503,0.00507067,0.88655499,1.52887226,0.00191483,0.01477273
-5.04552276,1.49417952,0.16376946,0.00470902,0.80127674,1.38276826,0.00192499,0.01377199
-5.03951976,1.36573582,0.16083643,0.00439095,0.72414662,1.25247957,0.00194205,0.01300448
-5.03351676,1.25342300,0.15933743,0.00411486,0.65517171,1.13761217,0.00196615,0.01247543
-5.02751376,1.15666237,0.15918112,0.00387872,0.59425592,1.03761157,0.00199732,0.01218766
-5.02151076,1.07474261,0.16026776,0.00368010,0.54121425,0.95179642,0.00203544,0.01214165
-5.01550775,1.00685408,0.16249336,0.00351631,0.49578726,0.87939123,0.00208029,0.01233557
-5.00950475,0.95212118,0.16575340,0.00338448,0.45765554,0.81955712,0.00213159,0.01276536
-5.00350175,0.90963183,0.16994614,0.00328166,0.42645344,0.77141991,0.00218896,0.01342468
-4.99749875,0.87846383,0.17497529,0.00320488,0.40178203,0.73409518,0.00225200,0.01430498
-4.99149575,0.85770742,0.18075211,0.00315122,0.38322089,0.70670991,0.00232027,0.01539549
-4.98549275,0.84648429,0.18719687,0.00311792,0.37033873,0.68842054,0.00239334,0.01668331
-4.97948974,0.84396291,0.19423980,0.00310237,0.36270258,0.67842779,0.00247080,0.01815347
-4.97348674,0.84937057,0.20182156,0.00310221,0.35988593,0.67598812,0.00255227,0.01978914
-4.96748374,0.86200249,0.20989327,0.00311533,0.36147560,0.68042242,0.00263744,0.02157186
-4.96148074,0.88122841,0.21841640,0.00313993,0.36707765,0.69112220,0.00272605,0.02348192
-4.95547774,0.90649723,0.22736251,0.00317450,0.37632245,0.70755370,0.00281797,0.02549879
-4.94947474,0.93734016,0.23671298,0.00321789,0.38886910,0.72926041,0.00291315,0.02760165
-4.94347174,0.97337263,0.24645895,0.00326926,0.40440927,0.75586425,0.00301170,0.02977007
-4.93746873,1.01429549,0.25660137,0.00332815,0.42267060,0.78706568,0.00311386,0.03198467
-4.93146573,1.05989537,0.26715141,0.00339441,0.44341965,0.82264297,0.00322004,0.03422791
-4.92546273,1.11004434,0.27813108,0.00346824,0.46646439,0.86245057,0.00333088,0.03648478
-4.91945973,1.16469863,0.28957409,0.00355014,0.49165607,0.90641649,0.00344717,0.03874359
-4.91345673,1.22389602,0.30152674,0.00364093,0.51889034,0.95453847,0.00356995,0.04099657
-4.90745373,1.28775156,0.31404894,0.00374167,0.54810732,1.00687871,0.00370049,0.04324041
-4.90145073,1.35645102,0.32721490,0.00385368,0.57929045,1.06355669,0.00384027,0.04547662
-4.89544772,1.43024156,0.34111347,0.00397844,0.61246376,1.12473982,0.00399099,0.04771167
-4.88944472,1.50941927,0.35584786,0.00411754,0.64768744,1.19063169,0.00415452,0.04995690
-4.88344172,1.59431310,0.37153464,0.00427265,0.68505143,1.26145751,0.00433291,0.05222823
-4.87743872,1.68526523,0.38830165,0.00444540,0.72466704,1.33744706,0.00452828,0.05454551
-4.87143572,1.78260787,0.40628494,0.00463730,0.76665662,1.41881497,0.00474277,0.05693169
-4.86543272,1.88663703,0.42562450,0.00484968,0.81114140,1.50573904,0.00497851,0.05941169
-4.85942971,1.99758384,0.44645894,0.00508353,0.85822794,1.59833698,0.00523743,0.06201113
-4.85342671,2.11558462,0.46891900,0.00533950,0.90799353,1.69664266,0.00552125,0.06475488
-4.84742371,2.24065077,0.49312036,0.00561772,0.96047124,1.80058270,0.00583132,0.06766549
-4.84142071,2.37264014,0.51915578,0.00591777,1.01563522,1.90995480,0.00616852,0.07076163
-4.83541771,2.51123138,0.54708694,0.00623861,1.07338712,2.02440893,0.00653318,0.07405659
-4.82941471,2.65590294,0.57693645,0.00657853,1.13354434,2.14343274,0.00692495,0.07755691
-4.82341171,2.80591824,0.60868040,0.00693514,1.19583094,2.26634233,0.00734277,0.08126117
-4.81740870,2.96031851,0.64224184,0.00730531,1.25987188,2.39227946,0.00778477,0.08515911
-4.81140570,3.11792415,0.67748573,0.00768531,1.32519119,2.52021580,0.00824829,0.08923110
-4.80540270,3.27734550,0.71421558,0.00807074,1.39121440,2.64896483,0.00872982,0.09344790
-4.79939970,3.43700321,0.75217232,0.00845672,1.45727566,2.77720131,0.00922510,0.09777092
-4.79339670,3.59515791,0.79103545,0.00883794,1.52262925,2.90348797,0.00972912,0.10215285
-4.78739370,3.74994852,0.83042673,0.00920879,1.58646552,3.02630874,0.01023627,0.10653872
-4.78139070,3.89943782,0.86991638,0.00956353,1.64793056,3.14410727,0.01074040,0.11086728
-4.77538769,4.04166385,0.90903173,0.00989644,1.70614917,3.25532932,0.01123505,0.11507278
-4.76938469,4.17469482,0.94726807,0.01020197,1.76025004,3.35846729,0.01171351,0.11908699
-4.76338169,4.29668553,0.98410139,0.01047492,1.80939233,3.45210491,0.01216909,0.12284136
-4.75737869,4.40593276,1.01900257,0.01071057,1.85279251,3.53496028,0.01259525,0.12626932
-4.75137569,4.50092729,1.05145252,0.01090484,1.88975038,3.60592521,0.01298580,0.12930862
-4.74537269,4.58040035,1.08095771,0.01105440,1.91967321,3.66409915,0.01333505,0.13190347
-4.73936968,4.64336240,1.10706538,0.01115673,1.94209694,3.70881635,0.01363798,0.13400661
-4.73336668,4.68913287,1.12937800,0.01121023,1.95670376,3.73966487,0.01389035,0.13558107
-4.72736368,4.71735938,1.14756634,0.01121423,1.96333508,3.75649690,0.01408883,0.13660156
-4.72136068,4.72802604,1.16138049,0.01116898,1.96199974,3.75942999,0.01423103,0.13705550
-4.71535768,4.72145065,1.17065865,0.01107565,1.95287686,3.74883941,0.01431560,0.13694364
-4.70935468,4.69827110,1.17533311,0.01093624,1.93631347,3.72534206,0.01434216,0.13628012
-4.70335168,4.65942196,1.17543340,0.01075349,1.91281695,3.68977306,0.01431136,0.13509221
-4.69734867,4.60610252,1.17108625,0.01053085,1.88304260,3.64315628,0.01422476,0.13341945
-4.69134567,4.53973794,1.16251269,0.01027226,1.84777695,3.58667019,0.01408478,0.13131248
-4.68534267,4.46193530,1.15002214,0.00998210,1.80791726,3.52161083,0.01389462,0.12883147
-4.67933967,4.37443656,1.13400385,0.00966502,1.76444805,3.44935362,0.01365811,0.12604426
-4.67333667,4.27907045,1.11491608,0.00932583,1.71841542,3.37131552,0.01337965,0.12302421
-4.66733367,4.17770513,1.09327327,0.00896936,1.67089996,3.28891918,0.01306403,0.11984803
-4.66133067,4.07220321,1.06963178,0.00860035,1.62298906,3.20356032,0.01271633,0.11659339
-4.65532766,3.96438075,1.04457468,0.00822339,1.57574936,3.11657939,0.01234183,0.11333666
-4.64932466,3.85597105,1.01869594,0.00784278,1.53020020,3.02923805,0.01194584,0.11015072
-4.64332166,3.74859416,0.99258479,0.00746249,1.48728855,2.94270102,0.01153369,0.10710287
-4.63731866,3.64373243,0.96681037,0.00708614,1.44786613,2.85802321,0.01111056,0.10425310
-4.63131566,3.54271196,0.94190742,0.00671693,1.41266927,2.77614174,0.01068145,0.10165249
-4.62531266,3.44668986,0.91836315,0.00635766,1.38230175,2.69787249,0.01025111,0.09934206
-4.61930965,3.35664661,0.89660570,0.00601071,1.35722123,2.62391026,0.00982402,0.09735192
-4.61330665,3.27338287,0.87699451,0.00567808,1.33772928,2.55483168,0.00940430,0.09570073
-4.60730365,3.19751975,0.85981260,0.00536138,1.32396540,2.49109988,0.00899571,0.09439561
-4.60130065,3.12950186,0.84526111,0.00506187,1.31590505,2.43307002,0.00860164,0.09343232
-4.59529765,3.06960204,0.83345604,0.00478052,1.31336174,2.38099479,0.00822507,0.09279582
-4.58929465,3.01792725,0.82442718,0.00451797,1.31599318,2.33502906,0.00786855,0.09246108
-4.58329165,2.97442486,0.81811931,0.00427462,1.32331124,2.29523341,0.00753420,0.09239416
-4.57728864,2.93888910,0.81439550,0.00405066,1.33469571,2.26157599,0.00722372,0.09255351
-4.57128564,2.91096738,0.81304240,0.00384601,1.34941136,2.23393292,0.00693834,0.09289140
-4.56528264,2.89016671,0.81377731,0.00366045,1.36662802,2.21208736,0.00667883,0.09335549
-4.55927964,2.87586034,0.81625704,0.00349352,1.38544318,2.19572773,0.00644550,0.09389045
-4.55327664,2.86729521,0.82008802,0.00334463,1.40490651,2.18444585,0.00623819,0.09443961
-4.54727364,2.86360068,0.82483768,0.00321296,1.42404570,2.17773570,0.00605628,0.09494651
-4.54127064,2.86379928,0.83004670,0.00309757,1.44189294,2.17499378,0.00589868,0.09535650
-4.53526763,2.86682004,0.83524189,0.00299734,1.45751124,2.17552192,0.00576386,0.09561810
-4.52926463,2.87151491,0.83994936,0.00291098,1.47001990,2.17853335,0.00564990,0.09568431
-4.52326163,2.87667881,0.84370764,0.00283707,1.47861835,2.18316272,0.00555445,0.09551374
-4.51725863,2.88107324,0.84608056,0.00277406,1.48260769,2.18848039,0.00547487,0.09507148
-4.51125563,2.88345362,0.84666936,0.00272029,1.48140924,2.19351131,0.00540822,0.09432985
-4.50525263,2.88259970,0.84512389,0.00267404,1.47457958,2.19725810,0.00535135,0.09326895
-4.49924962,2.87734862,0.84115249,0.00263354,1.46182164,2.19872805,0.00530100,0.09187688
-4.49324662,2.86662933,0.83453033,0.00259701,1.44299146,2.19696307,0.00525384,0.09014988
-4.48724362,2.84949751,0.82510592,0.00256271,1.41810067,2.19107151,0.00520662,0.08809218
-4.48124062,2.82516922,0.81280561,0.00252902,1.38731437,2.18026060,0.00515622,0.08571571
-4.47523762,2.79305203,0.79763594,0.00249441,1.35094485,2.16386792,0.00509979,0.08303955
-4.46923462,2.75277197,0.77968375,0.00245757,1.30944131,2.14139040,0.00503481,0.08008937
-4.46323162,2.70419487,0.75911404,0.00241738,1.26337594,2.11250936,0.00495919,0.07689656
-4.45722861,2.64744084,0.73616558,0.00237300,1.21342713,2.07711003,0.00487134,0.07349738
-4.45122561,2.58289085,0.71114454,0.00232386,1.16036019,2.03529461,0.00477024,0.06993199
-4.44522261,2.51118474,0.68441617,0.00226971,1.10500640,1.98738781,0.00465552,0.06624343
-4.43921961,2.43321041,0.65639495,0.00221058,1.04824113,1.93393431,0.00452741,0.06247659
-4.43321661,2.35008428,0.62753346,0.00214685,0.99096171,1.87568820,0.00438684,0.05867719
-4.42721361,2.26312347,0.59831033,0.00207916,0.93406566,1.81359440,0.00423538,0.05489080
-4.42121061,2.17381093,0.56921779,0.00200846,0.87843013,1.74876291,0.00407520,0.05116194
-4.41520760,2.08375440,0.54074904,0.00193590,0.82489288,1.68243676,0.00390909,0.04753331
-4.40920460,1.99464104,0.51338604,0.00186285,0.77423539,1.61595497,0.00374033,0.04404503
-4.40320160,1.90818939,0.48758795,0.00179085,0.72716839,1.55071206,0.00357265,0.04073414
-4.39719860,1.82610035,0.46378069,0.00172151,0.68432008,1.48811569,0.00341014,0.03763415
-4.39119560,1.75000920,0.44234776,0.00165651,0.64622708,1.42954410,0.00325714,0.03477479
-4.38519260,1.68144020,0.42362268,0.00159753,0.61332823,1.37630497,0.00311816,0.03218183
-4.37918959,1.62176541,0.40788303,0.00154616,0.58596097,1.32959726,0.00299774,0.02987717
-4.37318659,1.57216901,0.39534634,0.00150393,0.56436021,1.29047720,0.00290036,0.02787886
-4.36718359,1.53361800,0.38616757,0.00147217,0.54865940,1.25982958,0.00283032,0.02620141
-4.36118059,1.50684020,0.38043831,0.00145208,0.53889344,1.23834522,0.00279164,0.02485603
-4.35517759,1.49230965,0.37818738,0.00144457,0.53500306,1.22650484,0.00278791,0.02385100
-4.34917459,1.49023960,0.37938279,0.00145037,0.53684040,1.22456990,0.00282225,0.02319205
-4.34317159,1.50058291,0.38393462,0.00146991,0.54417533,1.23258005,0.00289714,0.02288265
-4.33716858,1.52303921,0.39169880,0.00150334,0.55670221,1.25035715,0.00301434,0.02292436
-4.33116558,1.55706833,0.40248141,0.00155057,0.57404691,1.27751521,0.00317486,0.02331706
-4.32516258,1.60190920,0.41604329,0.00161121,0.59577386,1.31347572,0.00337877,0.02405907
-4.31915958,1.65660328,0.43210497,0.00168461,0.62139291,1.35748763,0.00362525,0.02514717
-4.31315658,1.72002173,0.45035149,0.00176989,0.65036610,1.40865108,0.00391247,0.02657652
-4.30715358,1.79089539,0.47043733,0.00186593,0.68211436,1.46594419,0.00423758,0.02834045
