energy_ev,total_up,total_down,Ca_p_up,Ca_p_down,Ca_d_up,Ca_d_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.93996998,1.62669346,-1.62669331,0.01153209,-0.01153209,0.00000000,-0.00000000,0.35875720,-0.35875717,0.41944273,-0.41944267,0.01948438,-0.01948438,0.10543026,-0.10543024,0.98221972,-0.98221965,0.00000000,-0.00000000
-5.93396698,1.69236570,-1.69236555,0.01215976,-0.01215976,0.00000000,-0.00000000,0.37258136,-0.37258133,0.44177972,-0.44177966,0.01981859,-0.01981859,0.11288165,-0.11288163,1.01739875,-1.01739868,0.00000000,-0.00000000
-5.92796398,1.75785003,-1.75784987,0.01279072,-0.01279072,0.00000000,-0.00000000,0.38632147,-0.38632144,0.46554852,-0.46554845,0.02003958,-0.02003958,0.12043297,-0.12043295,1.05180524,-1.05180516,0.00000000,-0.00000000
-5.92196098,1.82245013,-1.82244996,0.01341921,-0.01341921,0.00000000,-0.00000000,0.39993108,-0.39993104,0.49045286,-0.49045279,0.02014365,-0.02014365,0.12800477,-0.12800475,1.08509976,-1.08509968,0.00000000,-0.00000000
-5.91595798,1.88548643,-1.88548626,0.01403951,-0.01403951,0.00000000,-0.00000000,0.41337651,-0.41337648,0.51617226,-0.51617218,0.02012908,-0.02012908,0.13551571,-0.13551569,1.11696683,-1.11696675,0.00000000,-0.00000000
-5.90995498,1.94631211,-1.94631193,0.01464605,-0.01464605,0.00000000,-0.00000000,0.42663714,-0.42663711,0.54236994,-0.54236986,0.01999620,-0.01999620,0.14288434,-0.14288432,1.14712232,-1.14712223,0.00000000,-0.00000000
-5.90395198,2.00432726,-2.00432708,0.01523357,-0.01523357,0.00000000,-0.00000000,0.43970489,-0.43970486,0.56870098,-0.56870090,0.01974738,-0.01974738,0.15003093,-0.15003091,1.17531931,-1.17531922,0.00000000,-0.00000000
-5.89794897,2.05899066,-2.05899049,0.01579721,-0.01579721,0.00000000,-0.00000000,0.45258286,-0.45258282,0.59482035,-0.59482027,0.01938693,-0.01938693,0.15687917,-0.15687916,1.20135223,-1.20135215,0.00000000,-0.00000000
-5.89194597,2.10982862,-2.10982845,0.01633264,-0.01633263,0.00000000,-0.00000000,0.46528314,-0.46528310,0.62039051,-0.62039044,0.01892101,-0.01892101,0.16335782,-0.16335781,1.22505900,-1.22505892,0.00000000,-0.00000000
-5.88594297,2.15644038,-2.15644022,0.01683607,-0.01683607,0.00000000,-0.00000000,0.47782393,-0.47782389,0.64508823,-0.64508816,0.01835748,-0.01835748,0.16940205,-0.16940203,1.24632106,-1.24632099,0.00000000,-0.00000000
-5.87993997,2.19850007,-2.19849993,0.01730434,-0.01730433,0.00000000,-0.00000000,0.49022591,-0.49022587,0.66861045,-0.66861038,0.01770566,-0.01770566,0.17495452,-0.17495451,1.26506142,-1.26506134,0.00000000,-0.00000000
-5.87393697,2.23575510,-2.23575497,0.01773487,-0.01773487,0.00000000,-0.00000000,0.50250815,-0.50250812,0.69067896,-0.69067889,0.01697610,-0.01697610,0.17996618,-0.17996617,1.28124069,-1.28124062,0.00000000,-0.00000000
-5.86793397,2.26802120,-2.26802107,0.01812566,-0.01812566,0.00000000,-0.00000000,0.51468370,-0.51468367,0.71104379,-0.71104372,0.01618033,-0.01618033,0.18439655,-0.18439654,1.29485152,-1.29485146,0.00000000,-0.00000000
-5.86193097,2.29517468,-2.29517457,0.01847523,-0.01847523,0.00000000,-0.00000000,0.52675512,-0.52675509,0.72948536,-0.72948530,0.01533051,-0.01533051,0.18821378,-0.18821377,1.30591168,-1.30591162,0.00000000,-0.00000000
-5.85592796,2.31714244,-2.31714234,0.01878252,-0.01878252,0.00000000,-0.00000000,0.53871014,-0.53871012,0.74581534,-0.74581528,0.01443923,-0.01443923,0.19139428,-0.19139428,1.31445621,-1.31445616,0.00000000,-0.00000000
-5.84992496,2.33389058,-2.33389050,0.01904682,-0.01904682,0.00000000,-0.00000000,0.55051789,-0.55051786,0.75987647,-0.75987643,0.01351913,-0.01351913,0.19392211,-0.19392210,1.32052936,-1.32052932,0.00000000,-0.00000000
-5.84392196,2.34541240,-2.34541233,0.01926764,-0.01926764,0.00000000,-0.00000000,0.56212564,-0.56212562,0.77154150,-0.77154146,0.01258266,-0.01258266,0.19578806,-0.19578807,1.32417656,-1.32417653,0.00000000,-0.00000000
-5.83791896,2.35171683,-2.35171678,0.01944464,-0.01944464,0.00000000,-0.00000000,0.57345673,-0.57345671,0.78071142,-0.78071139,0.01164180,-0.01164180,0.19698873,-0.19698874,1.32543717,-1.32543714,0.00000000,-0.00000000
-5.83191596,2.35281813,-2.35281809,0.01957752,-0.01957752,0.00000000,-0.00000000,0.58440943,-0.58440941,0.78731343,-0.78731340,0.01070783,-0.01070783,0.19752541,-0.19752542,1.32433847,-1.32433845,0.00000000,-0.00000000
-5.82591296,2.34872757,-2.34872755,0.01966592,-0.01966592,0.00000000,-0.00000000,0.59485723,-0.59485721,0.79129868,-0.79129867,0.00979114,-0.00979114,0.19740311,-0.19740312,1.32089128,-1.32089127,0.00000000,-0.00000000
-5.81990995,2.33944790,-2.33944790,0.01970943,-0.01970943,0.00000000,-0.00000000,0.60465045,-0.60465043,0.79264025,-0.79264024,0.00890105,-0.00890105,0.19662970,-0.19662971,1.31508750,-1.31508750,0.00000000,-0.00000000
-5.81390695,2.32497090,-2.32497092,0.01970748,-0.01970748,0.00000000,-0.00000000,0.61361925,-0.61361924,0.79133132,-0.79133132,0.00804568,-0.00804568,0.19521522,-0.19521524,1.30689982,-1.30689983,0.00000000,-0.00000000
-5.80790395,2.30527819,-2.30527823,0.01965944,-0.01965944,0.00000000,-0.00000000,0.62157797,-0.62157796,0.78738394,-0.78738395,0.00723190,-0.00723190,0.19317151,-0.19317152,1.29628363,-1.29628365,0.00000000,-0.00000000
-5.80190095,2.28034539,-2.28034544,0.01956454,-0.01956454,0.00000000,-0.00000000,0.62833054,-0.62833053,0.78082822,-0.78082823,0.00646527,-0.00646527,0.19051202,-0.19051203,1.28318092,-1.28318094,0.00000000,-0.00000000
-5.79589795,2.25014904,-2.25014911,0.01942205,-0.01942205,0.00000000,-0.00000000,0.63367693,-0.63367693,0.77171206,-0.77171208,0.00575006,-0.00575006,0.18725198,-0.18725199,1.26752605,-1.26752608,0.00000000,-0.00000000
-5.78989495,2.21467606,-2.21467615,0.01923124,-0.01923124,0.00000000,-0.00000000,0.63742021,-0.63742021,0.76010139,-0.76010142,0.00508928,-0.00508928,0.18340879,-0.18340881,1.24925292,-1.24925296,0.00000000,-0.00000000
-5.78389195,2.17393465,-2.17393475,0.01899158,-0.01899158,0.00000000,-0.00000000,0.63937388,-0.63937388,0.74608062,-0.74608066,0.00448478,-0.00448478,0.17900259,-0.17900261,1.22830303,-1.22830308,0.00000000,-0.00000000
-5.77788894,2.12796603,-2.12796614,0.01870278,-0.01870278,0.00000000,-0.00000000,0.63936927,-0.63936927,0.72975332,-0.72975336,0.00393733,-0.00393733,0.17405698,-0.17405700,1.20463400,-1.20463406,0.00000000,-0.00000000
-5.77188594,2.07685605,-2.07685618,0.01836491,-0.01836492,0.00000000,-0.00000000,0.63726246,-0.63726246,0.71124277,-0.71124281,0.00344678,-0.00344678,0.16859971,-0.16859973,1.17822786,-1.17822792,0.00000000,-0.00000000
-5.76588294,2.02074565,-2.02074579,0.01797853,-0.01797853,0.00000000,-0.00000000,0.63294055,-0.63294055,0.69069229,-0.69069234,0.00301220,-0.00301220,0.16266344,-0.16266346,1.14909859,-1.14909866,0.00000000,-0.00000000
-5.75987994,1.95983941,-1.95983956,0.01754471,-0.01754472,0.00000000,-0.00000000,0.62632684,-0.62632685,0.66826514,-0.66826520,0.00263202,-0.00263202,0.15628627,-0.15628629,1.11729849,-1.11729857,0.00000000,-0.00000000
-5.75387694,1.89441155,-1.89441171,0.01706517,-0.01706518,0.00000000,-0.00000000,0.61738482,-0.61738483,0.64414375,-0.64414382,0.00230419,-0.00230419,0.14951207,-0.14951210,1.08292284,-1.08292292,0.00000000,-0.00000000
-5.74787394,1.82480879,-1.82480897,0.01654226,-0.01654226,0.00000000,-0.00000000,0.60612060,-0.60612061,0.61852836,-0.61852843,0.00202640,-0.00202640,0.14239060,-0.14239062,1.04611263,-1.04611272,0.00000000,-0.00000000
-5.74187094,1.75144987,-1.75145005,0.01597896,-0.01597896,0.00000000,-0.00000000,0.59258392,-0.59258393,0.59163480,-0.59163487,0.00179615,-0.00179615,0.13497722,-0.13497725,1.00705526,-1.00705535,0.00000000,-0.00000000
-5.73586793,1.67482161,-1.67482179,0.01537893,-0.01537893,0.00000000,-0.00000000,0.57686755,-0.57686757,0.56369167,-0.56369175,0.00161096,-0.00161096,0.12733241,-0.12733244,0.96598301,-0.96598310,0.00000000,-0.00000000
-5.72986493,1.59547175,-1.59547194,0.01474638,-0.01474638,0.00000000,-0.00000000,0.55910521,-0.55910522,0.53493683,-0.53493691,0.00146846,-0.00146846,0.11952086,-0.11952089,0.92316955,-0.92316964,0.00000000,-0.00000000
-5.72386193,1.51399896,-1.51399916,0.01408605,-0.01408605,0.00000000,-0.00000000,0.53946812,-0.53946814,0.50561336,-0.50561344,0.00136650,-0.00136650,0.11161034,-0.11161037,0.87892465,-0.87892475,0.00000000,-0.00000000
-5.71785893,1.43104056,-1.43104076,0.01340308,-0.01340308,0.00000000,-0.00000000,0.51816052,-0.51816053,0.47596523,-0.47596532,0.00130327,-0.00130327,0.10367036,-0.10367038,0.83358742,-0.83358752,0.00000000,-0.00000000
-5.71185593,1.34725853,-1.34725873,0.01270293,-0.01270293,0.00000000,-0.00000000,0.49541415,-0.49541417,0.44623285,-0.44623293,0.00127732,-0.00127732,0.09577062,-0.09577065,0.78751838,-0.78751848,0.00000000,-0.00000000
-5.70585293,1.26332476,-1.26332496,0.01199124,-0.01199124,0.00000000,-0.00000000,0.47148228,-0.47148230,0.41664858,-0.41664866,0.00128759,-0.00128759,0.08797952,-0.08797954,0.74109100,-0.74109110,0.00000000,-0.00000000
-5.69984992,1.17990607,-1.17990626,0.01127372,-0.01127372,0.00000000,-0.00000000,0.44663330,-0.44663332,0.38743269,-0.38743277,0.00133348,-0.00133348,0.08036249,-0.08036251,0.69468292,-0.69468302,0.00000000,-0.00000000
-5.69384692,1.09764980,-1.09764999,0.01055602,-0.01055602,0.00000000,-0.00000000,0.42114434,-0.42114436,0.35878958,-0.35878966,0.00141475,-0.00141475,0.07298061,-0.07298063,0.64866734,-0.64866744,0.00000000,-0.00000000
-5.68784392,1.01717064,-1.01717082,0.00984363,-0.00984363,0.00000000,-0.00000000,0.39529515,-0.39529518,0.33090471,-0.33090478,0.00153153,-0.00153153,0.06588926,-0.06588928,0.60340506,-0.60340515,0.00000000,-0.00000000
-5.68184092,0.93903907,-0.93903925,0.00914178,-0.00914178,0.00000000,-0.00000000,0.36936241,-0.36936243,0.30394217,-0.30394225,0.00168424,-0.00168424,0.05913709,-0.05913711,0.55923724,-0.55923733,0.00000000,-0.00000000
-5.67583792,0.86377196,-0.86377213,0.00845534,-0.00845534,0.00000000,-0.00000000,0.34361465,-0.34361467,0.27804306,-0.27804312,0.00187344,-0.00187344,0.05276524,-0.05276526,0.51647938,-0.51647946,0.00000000,-0.00000000
-5.66983492,0.79182533,-0.79182549,0.00778878,-0.00778879,0.00000000,-0.00000000,0.31830806,-0.31830809,0.25332451,-0.25332458,0.00209981,-0.00209981,0.04680681,-0.04680683,0.47541638,-0.47541647,0.00000000,-0.00000000
-5.66383192,0.72358957,-0.72358973,0.00714612,-0.00714612,0.00000000,-0.00000000,0.29368306,-0.29368309,0.22987963,-0.22987969,0.00236393,-0.00236393,0.04128673,-0.04128674,0.43629904,-0.43629912,0.00000000,-0.00000000
-5.65782891,0.65938692,-0.65938707,0.00653086,-0.00653086,0.00000000,-0.00000000,0.26996182,-0.26996184,0.20777794,-0.20777800,0.00266618,-0.00266618,0.03622183,-0.03622185,0.39934172,-0.39934180,0.00000000,-0.00000000
-5.65182591,0.59947108,-0.59947121,0.00594602,-0.00594603,0.00000000,-0.00000000,0.24734655,-0.24734658,0.18706650,-0.18706655,0.00300657,-0.00300657,0.03162132,-0.03162133,0.36472128,-0.36472135,0.00000000,-0.00000000
-5.64582291,0.54402868,-0.54402881,0.00539413,-0.00539413,0.00000000,-0.00000000,0.22601873,-0.22601876,0.16777149,-0.16777154,0.00338461,-0.00338461,0.02748729,-0.02748731,0.33257708,-0.33257715,0.00000000,-0.00000000
-5.63981991,0.49318243,-0.49318255,0.00487719,-0.00487720,0.00000000,-0.00000000,0.20613886,-0.20613888,0.14990010,-0.14990015,0.00379913,-0.00379913,0.02381564,-0.02381565,0.30301196,-0.30301202,0.00000000,-0.00000000
-5.63381691,0.44699533,-0.44699543,0.00439680,-0.00439680,0.00000000,-0.00000000,0.18784684,-0.18784686,0.13344271,-0.13344275,0.00424819,-0.00424819,0.02059692,-0.02059693,0.27609389,-0.27609395,0.00000000,-0.00000000
-5.62781391,0.40547588,-0.40547598,0.00395407,-0.00395407,0.00000000,-0.00000000,0.17126277,-0.17126279,0.11837513,-0.11837517,0.00472895,-0.00472895,0.01781737,-0.01781738,0.25185827,-0.25185833,0.00000000,-0.00000000
-5.62181091,0.36858376,-0.36858385,0.00354975,-0.00354975,0.00000000,-0.00000000,0.15648794,-0.15648797,0.10466091,-0.10466095,0.00523759,-0.00523759,0.01545990,-0.01545991,0.23031059,-0.23031064,0.00000000,-0.00000000
-5.61580790,0.33623573,-0.33623581,0.00318421,-0.00318421,0.00000000,-0.00000000,0.14360590,-0.14360592,0.09225352,-0.09225355,0.00576928,-0.00576928,0.01350510,-0.01350511,0.21142926,-0.21142931,0.00000000,-0.00000000
-5.60980490,0.30831150,-0.30831157,0.00285752,-0.00285752,0.00000000,-0.00000000,0.13268349,-0.13268351,0.08109848,-0.08109851,0.00631817,-0.00631817,0.01193207,-0.01193208,0.19516857,-0.19516861,0.00000000,-0.00000000
-5.60380190,0.28465926,-0.28465932,0.00256943,-0.00256943,0.00000000,-0.00000000,0.12377163,-0.12377165,0.07113520,-0.07113523,0.00687745,-0.00687745,0.01071921,-0.01071922,0.18146152,-0.18146155,0.00000000,-0.00000000
-5.59779890,0.26510082,-0.26510088,0.00231945,-0.00231945,0.00000000,-0.00000000,0.11690584,-0.11690586,0.06229874,-0.06229876,0.00743940,-0.00743940,0.00984481,-0.00984481,0.17022255,-0.17022259,0.00000000,-0.00000000
-5.59179590,0.24943617,-0.24943622,0.00210683,-0.00210683,0.00000000,-0.00000000,0.11210635,-0.11210637,0.05452119,-0.05452121,0.00799560,-0.00799560,0.00928748,-0.00928749,0.16134999,-0.16135002,0.00000000,-0.00000000
-5.58579290,0.23744734,-0.23744739,0.00193061,-0.00193061,0.00000000,-0.00000000,0.10937775,-0.10937776,0.04773299,-0.04773300,0.00853705,-0.00853705,0.00902647,-0.00902647,0.15472815,-0.15472818,0.00000000,-0.00000000
-5.57978989,0.22890168,-0.22890172,0.00178964,-0.00178964,0.00000000,-0.00000000,0.10870826,-0.10870828,0.04186388,-0.04186389,0.00905440,-0.00905440,0.00904170,-0.00904170,0.15022924,-0.15022926,0.00000000,-0.00000000
-5.57378689,0.22355438,-0.22355442,0.00168254,-0.00168254,0.00000000,-0.00000000,0.11006858,-0.11006859,0.03684377,-0.03684379,0.00953825,-0.00953825,0.00931378,-0.00931378,0.14771481,-0.14771483,0.00000000,-0.00000000
-5.56778389,0.22115052,-0.22115056,0.00160777,-0.00160777,0.00000000,-0.00000000,0.11341037,-0.11341039,0.03260338,-0.03260340,0.00997937,-0.00997937,0.00982378,-0.00982379,0.14703701,-0.14703703,0.00000000,-0.00000000
-5.56178089,0.22142648,-0.22142651,0.00156357,-0.00156357,0.00000000,-0.00000000,0.11866462,-0.11866464,0.02907472,-0.02907473,0.01036902,-0.01036902,0.01055301,-0.01055301,0.14803953,-0.14803954,0.00000000,-0.00000000
-5.55577789,0.22411106,-0.22411109,0.00154800,-0.00154800,0.00000000,-0.00000000,0.12573985,-0.12573987,0.02619147,-0.02619148,0.01069920,-0.01069920,0.01148259,-0.01148259,0.15055835,-0.15055837,0.00000000,-0.00000000
-5.54977489,0.22892628,-0.22892630,0.00155890,-0.00155890,0.00000000,-0.00000000,0.13452049,-0.13452050,0.02388928,-0.02388929,0.01096299,-0.01096299,0.01259312,-0.01259312,0.15442241,-0.15442242,0.00000000,-0.00000000
-5.54377189,0.23558806,-0.23558808,0.00159394,-0.00159394,0.00000000,-0.00000000,0.14486553,-0.14486554,0.02210597,-0.02210598,0.01115469,-0.01115469,0.01386430,-0.01386430,0.15945418,-0.15945419,0.00000000,-0.00000000
-5.53776888,0.24380702,-0.24380704,0.00165058,-0.00165058,0.00000000,-0.00000000,0.15660770,-0.15660771,0.02078171,-0.02078171,0.01127013,-0.01127013,0.01527454,-0.01527454,0.16547037,-0.16547038,0.00000000,-0.00000000
-5.53176588,0.25328944,-0.25328946,0.00172607,-0.00172607,0.00000000,-0.00000000,0.16955330,-0.16955331,0.01985914,-0.01985914,0.01130676,-0.01130676,0.01680075,-0.01680075,0.17228276,-0.17228277,0.00000000,-0.00000000
-5.52576288,0.26373860,-0.26373862,0.00181751,-0.00181751,0.00000000,-0.00000000,0.18348293,-0.18348294,0.01928356,-0.01928356,0.01126377,-0.01126377,0.01841809,-0.01841809,0.17969929,-0.17969930,0.00000000,-0.00000000
-5.51975988,0.27485665,-0.27485666,0.00192184,-0.00192184,0.00000000,-0.00000000,0.19815320,-0.19815321,0.01900308,-0.01900308,0.01114215,-0.01114215,0.02009999,-0.02009999,0.18752552,-0.18752553,0.00000000,-0.00000000
-5.51375688,0.28634705,-0.28634706,0.00203586,-0.00203586,0.00000000,-0.00000000,0.21329958,-0.21329959,0.01896882,-0.01896883,0.01094466,-0.01094466,0.02181819,-0.02181819,0.19556652,-0.19556653,0.00000000,-0.00000000
-5.50775388,0.29791780,-0.29791781,0.00215629,-0.00215629,0.00000000,-0.00000000,0.22864036,-0.22864037,0.01913518,-0.01913518,0.01067574,-0.01067574,0.02354297,-0.02354297,0.20362917,-0.20362918,0.00000000,-0.00000000
-5.50175088,0.30928526,-0.30928527,0.00227982,-0.00227982,0.00000000,-0.00000000,0.24388175,-0.24388176,0.01946009,-0.01946010,0.01034140,-0.01034140,0.02524358,-0.02524358,0.21152500,-0.21152500,0.00000000,-0.00000000
-5.49574787,0.32017881,-0.32017882,0.00240312,-0.00240312,0.00000000,-0.00000000,0.25872397,-0.25872398,0.01990541,-0.01990541,0.00994903,-0.00994903,0.02688868,-0.02688868,0.21907347,-0.21907347,0.00000000,-0.00000000
-5.48974487,0.33034599,-0.33034599,0.00252299,-0.00252299,0.00000000,-0.00000000,0.27286829,-0.27286830,0.02043726,-0.02043726,0.00950719,-0.00950719,0.02844701,-0.02844701,0.22610566,-0.22610566,0.00000000,-0.00000000
-5.48374187,0.33955821,-0.33955822,0.00263634,-0.00263634,0.00000000,-0.00000000,0.28602462,-0.28602463,0.02102653,-0.02102653,0.00902535,-0.00902535,0.02988811,-0.02988811,0.23246826,-0.23246826,0.00000000,-0.00000000
-5.47773887,0.34761675,-0.34761675,0.00274031,-0.00274031,0.00000000,-0.00000000,0.29791949,-0.29791950,0.02164928,-0.02164928,0.00851365,-0.00851365,0.03118308,-0.03118308,0.23802778,-0.23802778,0.00000000,-0.00000000
-5.47173587,0.35435872,-0.35435872,0.00283233,-0.00283233,0.00000000,-0.00000000,0.30830411,-0.30830412,0.02228723,-0.02228723,0.00798262,-0.00798262,0.03230540,-0.03230540,0.24267473,-0.24267473,0.00000000,-0.00000000
-5.46573287,0.35966292,-0.35966292,0.00291018,-0.00291018,0.00000000,-0.00000000,0.31696202,-0.31696203,0.02292818,-0.02292818,0.00744293,-0.00744293,0.03323168,-0.03323168,0.24632766,-0.24632766,0.00000000,-0.00000000
-5.45972986,0.36345508,-0.36345508,0.00297207,-0.00297207,0.00000000,-0.00000000,0.32371618,-0.32371619,0.02356648,-0.02356648,0.00690516,-0.00690516,0.03394243,-0.03394243,0.24893689,-0.24893689,0.00000000,-0.00000000
-5.45372686,0.36571236,-0.36571236,0.00301667,-0.00301667,0.00000000,-0.00000000,0.32843491,-0.32843492,0.02420327,-0.02420327,0.00637958,-0.00637958,0.03442264,-0.03442264,0.25048751,-0.25048751,0.00000000,-0.00000000
-5.44772386,0.36646665,-0.36646665,0.00304316,-0.00304316,0.00000000,-0.00000000,0.33103668,-0.33103669,0.02484682,-0.02484682,0.00587597,-0.00587597,0.03466231,-0.03466231,0.25100179,-0.25100179,0.00000000,-0.00000000
-5.44172086,0.36580657,-0.36580657,0.00305127,-0.00305127,0.00000000,-0.00000000,0.33149314,-0.33149315,0.02551256,-0.02551256,0.00540350,-0.00540350,0.03465680,-0.03465680,0.25054052,-0.25054052,0.00000000,-0.00000000
-5.43571786,0.36387784,-0.36387783,0.00304125,-0.00304125,0.00000000,-0.00000000,0.32983055,-0.32983055,0.02622307,-0.02622307,0.00497057,-0.00497057,0.03440695,-0.03440695,0.24920329,-0.24920328,0.00000000,-0.00000000
-5.42971486,0.36088189,-0.36088188,0.00301390,-0.00301390,0.00000000,-0.00000000,0.32612924,-0.32612924,0.02700785,-0.02700785,0.00458481,-0.00458481,0.03391914,-0.03391914,0.24712752,-0.24712751,0.00000000,-0.00000000
-5.42371186,0.35707265,-0.35707264,0.00297053,-0.00297053,0.00000000,-0.00000000,0.32052128,-0.32052128,0.02790292,-0.02790291,0.00425296,-0.00425296,0.03320498,-0.03320498,0.24448630,-0.24448629,0.00000000,-0.00000000
-5.41770885,0.35275146,-0.35275144,0.00291290,-0.00291290,0.00000000,-0.00000000,0.31318632,-0.31318632,0.02895015,-0.02895014,0.00398092,-0.00398092,0.03228105,-0.03228105,0.24148490,-0.24148489,0.00000000,-0.00000000
-5.41170585,0.34826019,-0.34826017,0.00284321,-0.00284321,0.00000000,-0.00000000,0.30434577,-0.30434577,0.03019646,-0.03019646,0.00377371,-0.00377371,0.03116825,-0.03116825,0.23835603,-0.23835601,0.00000000,-0.00000000
-5.40570285,0.34397274,-0.34397273,0.00276397,-0.00276397,0.00000000,-0.00000000,0.29425567,-0.29425567,0.03169277,-0.03169277,0.00363548,-0.00363548,0.02989120,-0.02989120,0.23535401,-0.23535400,0.00000000,-0.00000000
-5.39969985,0.34028512,-0.34028509,0.00267796,-0.00267796,0.00000000,-0.00000000,0.28319840,-0.28319840,0.03349270,-0.03349269,0.00356959,-0.00356959,0.02847740,-0.02847740,0.23274798,-0.23274797,0.00000000,-0.00000000
-5.39369685,0.33760430,-0.33760428,0.00258812,-0.00258812,0.00000000,-0.00000000,0.27147366,-0.27147366,0.03565116,-0.03565115,0.00357854,-0.00357854,0.02695645,-0.02695645,0.23081430,-0.23081428,0.00000000,-0.00000000
-5.38769385,0.33633645,-0.33633642,0.00249748,-0.00249748,0.00000000,-0.00000000,0.25938911,-0.25938911,0.03822278,-0.03822278,0.00366405,-0.00366405,0.02535915,-0.02535915,0.22982839,-0.22982837,0.00000000,-0.00000000
-5.38169085,0.33687456,-0.33687453,0.00240903,-0.00240903,0.00000000,-0.00000000,0.24725099,-0.24725098,0.04126018,-0.04126017,0.00382703,-0.00382703,0.02371660,-0.02371660,0.23005639,-0.23005637,0.00000000,-0.00000000
-5.37568784,0.33958621,-0.33958618,0.00232567,-0.00232567,0.00000000,-0.00000000,0.23535511,-0.23535510,0.04481218,-0.04481217,0.00406755,-0.00406755,0.02205946,-0.02205946,0.23174667,-0.23174665,0.00000000,-0.00000000
-5.36968484,0.34480167,-0.34480163,0.00225009,-0.00225009,0.00000000,-0.00000000,0.22397862,-0.22397861,0.04892202,-0.04892201,0.00438486,-0.00438486,0.02041714,-0.02041714,0.23512180,-0.23512177,0.00000000,-0.00000000
-5.36368184,0.35280285,-0.35280281,0.00218471,-0.00218471,0.00000000,-0.00000000,0.21337268,-0.21337268,0.05362563,-0.05362562,0.00477730,-0.00477730,0.01881721,-0.01881721,0.24037096,-0.24037093,0.00000000,-0.00000000
-5.35767884,0.36381353,-0.36381348,0.00213164,-0.00213164,0.00000000,-0.00000000,0.20375648,-0.20375648,0.05894997,-0.05894995,0.00524230,-0.00524230,0.01728486,-0.01728486,0.24764330,-0.24764327,0.00000000,-0.00000000
-5.35167584,0.37799110,-0.37799105,0.00209259,-0.00209259,0.00000000,-0.00000000,0.19531261,-0.19531260,0.06491153,-0.06491152,0.00577629,-0.00577629,0.01584251,-0.01584251,0.25704233,-0.25704230,0.00000000,-0.00000000
-5.34567284,0.39542032,-0.39542027,0.00206884,-0.00206884,0.00000000,-0.00000000,0.18818400,-0.18818399,0.07151519,-0.07151518,0.00637467,-0.00637467,0.01450958,-0.01450958,0.26862172,-0.26862169,0.00000000,-0.00000000
