energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down
-6.00000000,2.32645025,-1.39017037,1.18391545,-0.72494582,0.29700958,-0.08651220,0.59334887,-0.34587904,0.23923418,-0.18040344,0.00696679,-0.00844572,0.07498789,-0.07485359,0.03075263,-0.02598205,1.32834196,-0.80418944
-5.99399700,2.25717864,-1.49475058,1.13925480,-0.78936919,0.29157282,-0.09438176,0.57704003,-0.37592082,0.23050150,-0.19089344,0.00649038,-0.00845233,0.07044717,-0.08042512,0.02990926,-0.02714813,1.29268126,-0.86595425
-5.98799400,2.18591985,-1.59991391,1.09359696,-0.85463976,0.28586368,-0.10241655,0.56025893,-0.40645282,0.22169383,-0.20118520,0.00602379,-0.00842475,0.06586669,-0.08590558,0.02902484,-0.02822070,1.25586296,-0.92832008
-5.98199100,2.11412038,-1.70446023,1.04793150,-0.91998077,0.28002045,-0.11053082,0.54341397,-0.43713373,0.21298902,-0.21115736,0.00557089,-0.00836298,0.06131738,-0.09121856,0.02810650,-0.02918485,1.21868152,-0.99059732
-5.97598799,2.04313918,-1.80710911,1.00320486,-0.98455248,0.27416969,-0.11863033,0.52689157,-0.46759141,0.20455716,-0.22068600,0.00513492,-0.00826742,0.05686470,-0.09628663,0.02716035,-0.03002788,1.18188615,-1.05204263
-5.96998499,1.97422129,-1.90652138,0.96029984,-1.04746833,0.26842372,-0.12661383,0.51104738,-0.49742919,0.19655758,-0.22964678,0.00471846,-0.00813896,0.05256742,-0.10103295,0.02619151,-0.03073951,1.14616597,-1.11187092
-5.96398199,1.90847644,-2.00132509,0.92001770,-1.10781417,0.26287900,-0.13437489,0.49619876,-0.52623362,0.18913609,-0.23791740,0.00432350,-0.00797892,0.04847678,-0.10538307,0.02520430,-0.03131195,1.11213780,-1.16927020
-5.95797899,1.84686280,-2.09014535,0.88306325,-1.16466997,0.25761515,-0.14180424,0.48261875,-0.55358380,0.18242257,-0.24538019,0.00395148,-0.00778905,0.04463587,-0.10926678,0.02420232,-0.03173994,1.08033664,-1.22341913
-5.95197599,1.79017538,-2.17163746,0.85003283,-1.21713364,0.25269453,-0.14879235,0.47053156,-0.57906182,0.17652890,-0.25192481,0.00360330,-0.00757151,0.04107933,-0.11261986,0.02318865,-0.03202076,1.05120865,-1.27350668
-5.94597299,1.73903921,-2.24452227,0.82140539,-1.26434581,0.24816252,-0.15523241,0.46010942,-0.60226410,0.17154717,-0.25745105,0.00327943,-0.00732883,0.03783332,-0.11538584,0.02216603,-0.03215410,1.02510661,-1.31875353
-5.93996998,1.69390638,-2.30762268,0.79753651,-1.30551508,0.24404810,-0.16102340,0.45147096,-0.62281336,0.16754817,-0.26187165,0.00297991,-0.00706385,0.03491566,-0.11751750,0.02113702,-0.03214195,1.00228756,-1.35843453
-5.93396698,1.65505683,-2.35990006,0.77865516,-1.33994258,0.24036488,-0.16607329,0.44468079,-0.64037053,0.16458028,-0.26511492,0.00270445,-0.00677967,0.03233621,-0.11897827,0.02010413,-0.03198843,0.98291243,-1.39190131
-5.92796398,1.62260215,-2.40048923,0.76486322,-1.36704494,0.23711223,-0.17030222,0.43975037,-0.65464647,0.16266857,-0.26712726,0.00245244,-0.00647955,0.03009737,-0.11974330,0.01906996,-0.03169955,0.96704735,-1.41860436
-5.92196098,1.59649197,-2.42873044,0.75613748,-1.38637475,0.23427666,-0.17364543,0.43663991,-0.66541266,0.16181433,-0.26787542,0.00222306,-0.00616687,0.02819474,-0.11980021,0.01803728,-0.03128303,0.95466651,-1.43811361
-5.91595798,1.57652262,-2.44419721,0.75233399,-1.39763771,0.23183314,-0.17605599,0.43526132,-0.67251068,0.16199490,-0.26734831,0.00201525,-0.00584504,0.02661782,-0.11914959,0.01700911,-0.03074806,0.94565631,-1.45013658
-5.90995498,1.56234774,-2.44671846,0.75319475,-1.40070555,0.22974645,-0.17750701,0.43548187,-0.67585984,0.16316395,-0.26555847,0.00182781,-0.00551742,0.02535080,-0.11780503,0.01598873,-0.03010508,0.93982072,-1.45453330
-5.90395198,1.55349062,-2.43639394,0.75835641,-1.39562428,0.22797243,-0.17799337,0.43712879,-0.67546265,0.16525216,-0.26254295,0.00165943,-0.00518724,0.02437334,-0.11579289,0.01497967,-0.02936556,0.93688775,-1.45132719
-5.89794897,1.54935814,-2.41360198,0.76736105,-1.38261723,0.22645930,-0.17753271,0.43999447,-0.67140780,0.16816840,-0.25836364,0.00150871,-0.00485757,0.02366148,-0.11315166,0.01398566,-0.02854183,0.93651700,-1.44071129
-5.89194597,1.54925644,-2.37899887,0.77966894,-1.36208266,0.22514876,-0.17616583,0.44384221,-0.66387036,0.17180141,-0.25310695,0.00137418,-0.00453125,0.02318838,-0.10993101,0.01301061,-0.02764686,0.93830832,-1.42304933
-5.88594297,1.55240805,-2.33350955,0.79467293,-1.33458601,0.22397721,-0.17395618,0.44841260,-0.65310923,0.17602201,-0.24688288,0.00125440,-0.00421083,0.02292523,-0.10619053,0.01205848,-0.02669409,0.94181156,-1.39887131
-5.87993997,1.55797071,-2.27830958,0.81171459,-1.30084691,0.22287697,-0.17098863,0.45343029,-0.63946169,0.18068582,-0.23982330,0.00114787,-0.00389860,0.02284201,-0.10199822,0.01113321,-0.02569730,0.94653730,-1.36886370
-5.87393697,1.56505763,-2.21479879,0.83010155,-1.26172133,0.22177752,-0.16736750,0.45861112,-0.62333528,0.18563647,-0.23207974,0.00105318,-0.00359650,0.02290834,-0.09742880,0.01023859,-0.02467038,0.95196875,-1.33385415
-5.86793397,1.57275916,-2.14456722,0.84912598,-1.21817960,0.22060694,-0.16321382,0.46366946,-0.60519719,0.19070935,-0.22382042,0.00096895,-0.00330616,0.02309421,-0.09256184,0.00937821,-0.02362724,0.95757450,-1.29479136
-5.86193097,1.58016555,-2.06935451,0.86808367,-1.17128086,0.21929344,-0.15866195,0.46832572,-0.58556154,0.19573561,-0.21522678,0.00089385,-0.00302890,0.02337074,-0.08747985,0.00855531,-0.02258154,0.96282199,-1.25272053
-5.85592796,1.58639035,-1.99100385,0.88629322,-1.12214507,0.21776698,-0.15385579,0.47231375,-0.56497503,0.20054658,-0.20648954,0.00082667,-0.00276575,0.02371088,-0.08226631,0.00777273,-0.02154659,0.96719157,-1.20875527
-5.84992496,1.59059408,-1.91141218,0.90311487,-1.07192317,0.21596119,-0.14894444,0.47538796,-0.54400127,0.20497824,-0.19780437,0.00076627,-0.00251742,0.02409005,-0.07700380,0.00703285,-0.02053510,0.97019064,-1.16404680
-5.84392196,1.59200737,-1.83247822,0.91796828,-1.02176678,0.21381520,-0.14407777,0.47733012,-0.52320464,0.20887578,-0.18936733,0.00071164,-0.00228440,0.02448672,-0.07177216,0.00633752,-0.01955895,0.97136760,-1.11975162
-5.83791896,1.58995287,-1.75605007,0.93034867,-0.97279813,0.21127567,-0.13940186,0.47795535,-0.50313398,0.21209799,-0.18137008,0.00066188,-0.00206692,0.02488294,-0.06664686,0.00568804,-0.01862904,0.97032506,-1.07699871
-5.83191596,1.58386523,-1.68387424,0.93984071,-0.92608122,0.20829874,-0.13505447,0.47711731,-0.48430681,0.21452135,-0.17399520,0.00061618,-0.00186501,0.02526467,-0.06169750,0.00508517,-0.01775498,0.96673188,-1.03685725
-5.82591296,1.57330819,-1.61754767,0.94612939,-0.88259525,0.20485189,-0.13116094,0.47471230,-0.46719459,0.21604364,-0.16741159,0.00057389,-0.00167852,0.02562219,-0.05698662,0.00452913,-0.01694493,0.96033354,-1.00030622
-5.81990995,1.55798820,-1.55847447,0.94900772,-0.84321081,0.20091558,-0.12783025,0.47068208,-0.45220952,0.21658699,-0.16177009,0.00053442,-0.00150717,0.02595018,-0.05256863,0.00401964,-0.01620536,0.95096029,-0.96820669
-5.81390695,1.53776374,-1.50782860,0.94838041,-0.80866967,0.19648467,-0.12515186,0.46501530,-0.43969330,0.21610014,-0.15719959,0.00049733,-0.00135051,0.02624785,-0.04848910,0.00355597,-0.01554094,0.93853281,-0.94127781
-5.80790395,1.51265003,-1.46652382,0.94426374,-0.77956861,0.19156943,-0.12319299,0.45774744,-0.42990817,0.21455988,-0.15380350,0.00046224,-0.00120802,0.02651881,-0.04478427,0.00313701,-0.01495432,0.92306501,-0.92007725
-5.80190095,1.48281863,-1.43519163,0.93678120,-0.75634761,0.18619616,-0.12199679,0.44895927,-0.42303055,0.21197166,-0.15165698,0.00042890,-0.00107907,0.02677091,-0.04148081,0.00276135,-0.01444611,0.90466379,-0.90498674
-5.79589795,1.44859209,-1.41416792,0.92615525,-0.73928264,0.18040731,-0.12158117,0.43877373,-0.41914738,0.20836915,-0.15080470,0.00039709,-0.00096298,0.02701591,-0.03859584,0.00242734,-0.01401485,0.88352568,-0.89620308
-5.78989495,1.41043353,-1.40348863,0.91269544,-0.72848320,0.17426115,-0.12193859,0.42735158,-0.41825527,0.20381303,-0.15125947,0.00036668,-0.00085900,0.02726902,-0.03613718,0.00213317,-0.01365701,0.85993051,-0.89373485
-5.78389195,1.36893176,-1.40289438,0.89678332,-0.72389442,0.16783090,-0.12303653,0.41488569,-0.42026243,0.19838886,-0.15300166,0.00033760,-0.00076635,0.02754844,-0.03410377,0.00187698,-0.01336715,0.83423233,-0.89740499
-5.77788894,1.32478240,-1.41184372,0.87885504,-0.72530359,0.16120344,-0.12481889,0.40159449,-0.42499329,0.19220423,-0.15597939,0.00030979,-0.00068419,0.02787477,-0.03248634,0.00165690,-0.01313805,0.80684796,-0.90685885
-5.77188594,1.27876594,-1.42953472,0.85938214,-0.73235095,0.15447757,-0.12720798,0.38771456,-0.43219549,0.18538527,-0.16010962,0.00028326,-0.00061172,0.02827035,-0.03126817,0.00147114,-0.01296096,0.77824351,-0.92157764
-5.76588294,1.23172346,-1.45493369,0.83885161,-0.74454411,0.14776196,-0.13010731,0.37349295,-0.44154916,0.17807267,-0.16528008,0.00025800,-0.00054807,0.02875872,-0.03042601,0.00131803,-0.01282594,0.74891970,-0.94089656
-5.75987994,1.18453113,-1.48681038,0.81774611,-0.76127582,0.14117277,-0.13340484,0.35917931,-0.45267799,0.17041739,-0.17135197,0.00023405,-0.00049241,0.02936398,-0.02993110,0.00119607,-0.01272213,0.71939634,-0.96402717
-5.75387694,1.13807450,-1.52377823,0.79652519,-0.78184442,0.13483117,-0.13697669,0.34501822,-0.46516180,0.16257626,-0.17816336,0.00021142,-0.00044392,0.03011023,-0.02975024,0.00110398,-0.01263818,0.69019669,-0.99008297
-5.74787394,1.09322352,-1.56433833,0.77560836,-0.80547632,0.12886068,-0.14069116,0.33124211,-0.47855006,0.15470746,-0.18553331,0.00019014,-0.00040178,0.03102110,-0.02984693,0.00104067,-0.01256262,0.66183227,-1.01810752
-5.74187094,1.05080912,-1.60692573,0.75536088,-0.83134989,0.12338454,-0.14441289,0.31806481,-0.49237603,0.14696633,-0.19326648,0.00017024,-0.00036523,0.03211933,-0.03018251,0.00100528,-0.01248425,0.63478875,-1.04710408
-5.73586793,1.01160216,-1.64995648,0.73608253,-0.85861991,0.11852314,-0.14800705,0.30567621,-0.50617098,0.13950133,-0.20115817,0.00015172,-0.00033353,0.03342644,-0.03071726,0.00099716,-0.01239252,0.60951318,-1.07606569
-5.72986493,0.97629527,-1.69187386,0.71800013,-0.88644191,0.11439154,-0.15134341,0.29423788,-0.51947797,0.13245046,-0.20899968,0.00013457,-0.00030598,0.03496251,-0.03141148,0.00101582,-0.01227790,0.58640311,-1.10400487
-5.72386193,0.94548792,-1.73119238,0.70126366,-0.91399560,0.11109717,-0.15430011,0.28388002,-0.53186489,0.12593815,-0.21658368,0.00011880,-0.00028196,0.03674599,-0.03222651,0.00106092,-0.01213212,0.56579772,-1.12998172
